.tracker_row,district_panel_id,state_01,district_01,state_07,district_07,state_08,district_08,state_17,district_17,state_18,district_18,state_20,district_20,state_std,district_std,district_code_0708,district_code_1718,.matched_2001,.matched_2007,.matched_2017,EMIE,emie_2007,wavg_ling_degrees,npeople_0708,consumption_0708,gini_cons_0708,consumption_1718,gini_cons_1718,consumption_pct_change,log_consumption_difference,dependency_ratio,pct_fem_head,pct_pucca,pct_head_secondary_plus,region
371,2001__27__07,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,Maharashtra,Amravati,27,07,27507,27507,TRUE,TRUE,TRUE,13.0186457031797,13.0186457031797,1.5376351441451,2607481.935,700.660612071926,0.344979331609514,2013.66008436964,0.345740472679233,187.394503084031,1.05568566111356,43.7195598519817,21.3181567066158,52.8669435941494,50.2229962270599,West
372,2001__27__19,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,Maharashtra,Aurangabad,27,19,27419,27419,TRUE,TRUE,TRUE,15.3140050451398,15.3140050451398,1.42911689041077,2840736.845,743.039672003154,0.281691843584447,2863.67869720884,0.362581652268507,285.400511588927,1.34911289741456,61.4550912864465,20.057473855872,83.3505608808747,51.9688093120914,West
374,2001__27__10,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,Maharashtra,Bhandara,27,10,27610,27610,TRUE,TRUE,TRUE,16.2243321984191,16.2243321984191,1.875983254697,1195162.275,728.684592774638,0.30534439994063,1360.22985036949,0.309097211946083,86.6692206555507,0.624167991062702,49.0929741423181,18.2342740863369,73.7660121960593,45.1269330725963,West
376,2001__27__13,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,Maharashtra,Chandrapur,27,13,27613,27613,TRUE,TRUE,TRUE,8.98572058540158,8.98572058540158,1.88722564667645,2104670.765,705.077934162635,0.293936744636053,3529.18539111175,0.546270168148919,400.538340531545,1.61051401429184,46.7812948935305,20.380109427709,65.6954201681606,37.1141410776623,West
377,2001__27__02,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,Maharashtra,Dhule,27,02,27302,27302,TRUE,TRUE,TRUE,15.9141456030702,15.9141456030702,4.08368953947918,1905540.395,1004.29872813844,0.333890534366094,1678.41839022054,0.306402014219698,67.1234208701671,0.513562400594563,59.3029118400008,17.4668561670664,50.0809407393254,44.6980752724055,West
378,2001__27__12,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,Maharashtra,Gadchiroli,27,12,27612,27612,TRUE,TRUE,TRUE,3.14300388664353,3.14300388664353,3.12382538708968,996371.745,549.744830543321,0.164735902603064,1281.75505810907,0.270790638057779,133.154544962668,0.846531330804172,40.6712256316792,20.4687694149737,24.6566551415923,27.8907781036149,West
380,2001__27__16,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,Maharashtra,Hingoli,27,16,27416,27416,TRUE,TRUE,TRUE,0,0,1.70046152868305,1045195.36,477.867456355794,0.285947630453864,2200.02196975583,0.152507336291518,360.383300954023,1.52688921946774,67.9426762118473,19.0828746120725,77.6995673784867,38.8556521839765,West
381,2001__27__03,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,Maharashtra,Jalgaon,27,03,27303,27303,TRUE,TRUE,TRUE,8.55560958683623,8.55560958683623,2.33173624076705,3543450.815,1225.38420827272,0.442522503490785,1683.46748439396,0.247565433531307,37.3828284246413,0.317601210914732,50.2160160457943,20.739418249834,69.6329477234847,53.0811269018406,West
382,2001__27__18,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,Maharashtra,Jalna,27,18,27418,27418,TRUE,TRUE,TRUE,3.546828456608,3.546828456608,1.57099519639311,1523291.175,551.273485942437,0.200284588758472,1976.64111931198,0.300000472243895,258.559076341716,1.27692324803967,50.3514738986188,18.6796723220037,74.3380805975026,35.6926365042359,West
383,2001__27__34,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,Maharashtra,Kolhapur,27,34,27234,27234,TRUE,TRUE,TRUE,11.0745893015128,11.0745893015128,1.85238826490531,3431827.575,862.900056562548,0.279689330694636,2232.3837876292,0.224632217701811,158.707108737729,0.950526381518781,43.5353682528109,20.3977312292561,76.8363783208168,57.4489140238429,West
384,2001__27__28,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,Maharashtra,Latur,27,28,27428,27428,TRUE,TRUE,TRUE,5.16610011806689,5.16610011806689,1.66885857229345,2529671.045,617.456769062193,0.341439683188731,2330.69494930398,0.179533937695499,277.46690393303,1.32831270715702,72.1122204252563,19.0014350265056,87.0064520802109,37.6937000487477,West
386,2001__27__22,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,Maharashtra,Mumbai Suburban,27,22,27122,27122,TRUE,TRUE,TRUE,49.9101009032088,49.9101009032088,1.03278937139457,9922640.34999999,1932.60113433051,0.380541981714,5735.45120426011,0.33678866647983,196.773664383002,1.08779958950503,38.7784537890245,22.5299583693971,95.4498783858966,67.3625840864233,West
387,2001__27__09,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,Maharashtra,Nagpur,27,09,27509,27509,TRUE,TRUE,TRUE,30.3692909768312,30.3692909768312,1.49465675293112,3902966.205,1628.50739034822,0.486426922141558,2752.44980561276,0.34630151705986,69.0167218107748,0.524827469666072,41.5011895837553,21.6902473794287,79.6514017245007,62.397415829572,West
388,2001__27__15,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,Maharashtra,Nanded,27,15,27415,27415,TRUE,TRUE,TRUE,3.45246710552396,3.45246710552396,1.57617132826831,2977522.74,638.134055845493,0.298760541422387,2065.83371065275,0.187017382474187,223.730365387823,1.17474077773579,66.501174616973,18.6149506955571,78.2425054646541,37.1096583037927,West
389,2001__27__01,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,Maharashtra,Nandurbar,27,01,27301,27301,TRUE,TRUE,TRUE,1.40953037186968,1.40953037186968,4.67488735595518,1228614.62,790.83123057186,0.26437262023246,1320.34272643681,0.188212258645398,66.9563208172815,0.51256204022565,54.0310554555978,21.047835162502,30.427464878352,31.2970623508355,West
390,2001__27__20,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,Maharashtra,Nashik,27,20,27320,27320,TRUE,TRUE,TRUE,6.87458237605327,6.87458237605327,2.06972830798834,4157725.565,874.727528419117,0.335056435225881,2352.57720806244,0.27530047036697,168.949716526496,0.989354248729846,52.7586886876082,18.774661116913,61.784506220038,54.832539011061,West
391,2001__27__29,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,Maharashtra,Osmanabad,27,29,27429,27429,TRUE,TRUE,TRUE,6.98842994164708,6.98842994164708,1.74690473704361,1661658.04,766.239832712093,0.255142778017784,1873.30468323911,0.2369356033072,144.48020101077,0.89396414218692,62.863381679522,18.2327619586519,83.8274419404599,35.0694968209391,West
392,2001__27__21,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Thane,Maharashtra,Palghar,Maharashtra,Palghar,Maharashtra,Palghar,27,21,27121,27121,TRUE,TRUE,TRUE,44.4777622926003,44.4777622926003,1.37745885070204,8241128.93,1538.49543770488,0.345541770223909,3570.30941557848,0.28188549279177,132.064998574494,0.841847312708349,41.9350502850095,21.9852290916651,81.4386046003877,61.5898710647132,West
393,2001__27__17,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,Maharashtra,Parbhani,27,17,27417,27417,TRUE,TRUE,TRUE,0.341700732383019,0.341700732383019,1.60615358136979,1522970.12,637.073406761544,0.314301484825484,2770.5449842862,0.27187970398501,334.886302721346,1.46991443788233,63.9950194499971,17.91064620493,81.6626849853716,35.1623733623725,West
394,2001__27__25,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,Maharashtra,Pune,27,25,27225,27225,TRUE,TRUE,TRUE,25.4436737391674,25.4436737391674,1.73965252675361,7536735.76,1458.83344329327,0.372221275261395,3917.45690563015,0.324680235236152,168.533527500344,0.987805589812727,43.35716362155,22.4693290162532,88.0515098461625,66.7886598503082,West
396,2001__27__32,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,Maharashtra,Ratnagiri,27,32,27132,27132,TRUE,TRUE,TRUE,3.43083020570128,3.43083020570128,1.80480812063136,1479069.31,738.965162921135,0.290141421510477,1830.01390822616,0.225250025321591,147.645491296518,0.906828066930569,47.4403802443795,17.3918661729246,70.7152697800763,33.1414636443038,West
397,2001__27__35,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,Maharashtra,Sangli,27,35,27235,27235,TRUE,TRUE,TRUE,7.67840572124293,7.67840572124293,2.08939701619639,2319260.37,794.319463828501,0.261781636565826,2079.10855686148,0.167163537585411,161.747149797953,0.96220877467921,46.261311311598,18.5792281269395,78.503857542671,44.8199151590421,West
398,2001__27__31,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,Maharashtra,Satara,27,31,27231,27231,TRUE,TRUE,TRUE,9.0863986014422,9.0863986014422,1.94332377215404,2896368.77,1141.6902989638,0.262504584265495,2158.96431576323,0.221195835698927,89.1024490374237,0.637118740610034,47.9152702535451,20.4569722314745,89.1317878061569,52.9177712070987,West
399,2001__27__33,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,Maharashtra,Sindhudurg,27,33,27133,27133,TRUE,TRUE,TRUE,0.106452312817644,0.106452312817644,1.95484525440074,822791.02,844.202847117655,0.249387139757518,2177.78380623654,0.21550461005947,157.969256283855,0.947670230142721,35.5780601260326,21.2087268526582,47.8914171561605,60.259605583964,West
400,2001__27__30,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,Maharashtra,Solapur,27,30,27230,27230,TRUE,TRUE,TRUE,6.23267254456613,6.23267254456613,2.20688902263134,3833994.18,951.357927446838,0.342785136625481,2259.2348190594,0.286884099771446,137.474745716632,0.864891098008055,57.4057339444638,19.6783729859495,68.5158976153001,45.5743747858774,West
402,2001__27__08,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,Maharashtra,Wardha,27,08,27508,27508,TRUE,TRUE,TRUE,18.5255424755696,18.5255424755696,1.7921523447526,1060808.74,953.745968850367,0.307291268942054,2045.32627987527,0.280273651904768,114.451892503481,0.762915249852999,50.1518112468569,26.4561913394492,87.9476297804571,50.024430584398,West
403,2001__27__06,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,Maharashtra,Washim,27,06,27506,27506,TRUE,TRUE,TRUE,6.44900816821147,6.44900816821147,1.53404631454749,1063503.585,654.590451642513,0.302415869311752,1511.19132463433,0.248308530451189,130.860581733573,0.836643800049841,72.7207455040748,18.8757243352405,50.8486609383739,42.3852982799242,West
404,2001__27__14,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,Maharashtra,Yavatmal,27,14,27514,27514,TRUE,TRUE,TRUE,4.99645199575337,4.99645199575337,1.44157463828876,2483630.825,622.698318681452,0.263177221610134,1670.35627435563,0.33112775171832,168.244866614152,0.986730058766087,54.549979781217,21.1987484089953,33.6155518009342,41.3570185263966,West
405,2001__14__04,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,Manipur,Bishnupur,14,04,14104,14104,TRUE,TRUE,TRUE,70.7653836643583,70.7653836643583,5,219058.2,812.274249037812,0.142755506263132,1897.46953782982,0.176286975199676,133.599617380151,0.848438427037202,51.2685208526086,18.9679249624073,2.06575610108295,54.020141346931,East
406,2001__14__09,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,Manipur,Chandel,14,09,14209,14209,TRUE,TRUE,TRUE,57.4868061955227,57.4868061955227,5,96997.235,828.884538795732,0.215022484732363,1320.88150238369,0.113917414928739,59.3565135504602,0.465973729787967,38.8835378225018,18.8330471481996,4.64426084448732,51.8238263955444,East
407,2001__14__03,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,Manipur,Churachandpur,14,03,14203,14203,TRUE,TRUE,TRUE,90.6391345807324,90.6391345807324,5,247295.17,720.381226234597,0.295949594934297,1256.42752623646,0.171163472443977,74.4114755466012,0.556247123474582,57.0520743535748,17.8891484212974,0.847254716429538,46.8589602775382,East
408,2001__14__07,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,Manipur,Imphal East,14,07,14106,14107,TRUE,TRUE,TRUE,83.969624384497,83.969624384497,4.88558153611622,406582.855,1028.05507734767,0.115405536239999,2252.40263449622,0.199088420981354,119.093576222327,0.784328741253019,55.0073359952944,18.5396553428205,26.2507166103188,78.5886002907296,East
409,2001__14__06,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,Manipur,Imphal West,14,06,14107,14106,TRUE,TRUE,TRUE,78.6738665129282,78.6738665129282,5,361733.33,856.872808544173,0.16859290173676,2861.19946437905,0.210491599063886,233.911805328521,1.20570671621708,56.8202684505221,19.7962114798765,9.61633272193587,75.9658817145904,East
411,2001__14__05,Manipur,Thoubal,Manipur,Thoubal,Manipur,Thoubal,Manipur,Kakching,Manipur,Kakching,Manipur,Kakching,14,05,14105,14105,TRUE,TRUE,TRUE,47.1451781072951,47.1451781072951,5,285759.58,720.528684422625,0.0588941635577896,2083.17609121048,0.189981437234549,189.117718176588,1.06166374851902,49.0662052159427,21.2758081461345,1.78572386810272,63.339995787584,East
412,2001__14__08,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Ukhrul,Manipur,Kamjong,Manipur,Kamjong,Manipur,Kamjong,14,08,14208,14208,TRUE,TRUE,TRUE,51.8577109626958,51.8577109626958,5,134387.97,657.716716559654,0.068291754771519,1237.21798983595,0.186696283069534,88.1080347641941,0.631846264793083,65.4204085511296,18.5992392027351,7.78059143888241,55.2196641398258,East
414,2001__14__02,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Tamenglong,Manipur,Noney,Manipur,Noney,Manipur,Noney,14,02,14202,14202,TRUE,TRUE,TRUE,28.8136033220505,28.8136033220505,5,66312.12,1342.51574224135,0.135694205070065,1506.96924477804,0.119111679953458,12.2496517070357,0.115555237796814,23.6914881115593,24.7432445230223,0,0.582026993272269,East
421,2001__17__02,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,Meghalaya,East Garo Hills,17,02,17102,17102,TRUE,TRUE,TRUE,54.1898227935808,54.1898227935808,4.96479110097538,218164.895,999.619814684479,0.162705395820301,2218.99978824518,0.190288988607386,121.984374023797,0.797436806126694,68.3286874109734,21.1240172255944,12.261144584975,40.7181966547362,East
422,2001__17__07,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,Jaintia Hills,Meghalaya,East Jaintia Hills,Meghalaya,East Jaintia Hills,Meghalaya,East Jaintia Hills,17,07,17107,17107,TRUE,TRUE,TRUE,72.0065941965696,72.0065941965696,4.98270592104125,282212.465,771.505001120874,0.184967757564365,2191.40778375513,0.21442711924496,184.043237642188,1.04395628580396,61.0705898350513,17.8597674627873,46.184357322076,19.0146504270511,East
423,2001__17__06,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,Meghalaya,East Khasi Hills,17,06,17106,17106,TRUE,TRUE,TRUE,84.9600417136229,84.9600417136229,4.82497891385853,641646.425,1055.8470617037,0.262517766628495,3023.69137740615,0.286379620750614,186.375885966587,1.05213504850959,62.9147630745572,17.1261789543986,67.4084783272959,42.34717022283,East
426,2001__17__03,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,Meghalaya,South Garo Hills,17,03,17103,17103,TRUE,TRUE,TRUE,45.8365073479385,45.8365073479385,4.89358533562547,99095.84,979.51717105639,0.1740048041264,2190.06413626182,0.177919862401724,123.586089246386,0.804626340684874,71.6460814074807,18.4950902076213,7.53462697606451,21.3620117352456,East
427,2001__17__01,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,West Garo Hills,Meghalaya,South West Garo Hills,Meghalaya,South West Garo Hills,Meghalaya,South West Garo Hills,17,01,17101,17101,TRUE,TRUE,TRUE,59.7795411539845,59.7795411539845,4.49202369279835,520411.98,1057.88831210153,0.188162800615595,2198.96067256853,0.156676863195414,107.863216505363,0.731710064435998,65.7665966400674,19.4196711228668,18.360293745969,39.6020885031051,East
428,2001__17__04,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,West Khasi Hills,Meghalaya,South West Khasi Hills,Meghalaya,South West Khasi Hills,Meghalaya,South West Khasi Hills,17,04,17104,17104,TRUE,TRUE,TRUE,65.6832513321357,65.6832513321357,5,307320.555,785.224951086324,0.188874271863564,2116.81376411985,0.199331304264614,169.580552832832,0.991697057038945,58.0482094510416,18.2895885372848,60.1788284941691,29.6102815894945,East
433,2001__15__04,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Champhai,Mizoram,Champhai,15,04,15104,15104,TRUE,TRUE,TRUE,35.222333589458,35.222333589458,4.93604739624938,91854.85,1254.80120783492,0.236874518737443,3115.82600644027,0.271678775944433,148.312321265329,0.909517127789149,62.9863303653407,19.6660165467583,26.7112797505954,46.9054035053061,East
434,2001__15__06,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Lunglei,Mizoram,Hnahthial,15,06,15106,15106,TRUE,TRUE,TRUE,44.9728794453305,44.9728794453305,4.60006124870803,137866.72,1156.01840614739,0.266302127293969,2931.1101358309,0.359657606389752,153.552202996428,0.930399544822676,47.6012671078538,18.9656503034235,35.0280247867322,48.1716533703972,East
436,2001__15__02,Mizoram,Kolasib,Mizoram,Kolasib,Mizoram,Kolasib,Mizoram,Kolasib,Mizoram,Kolasib,Mizoram,Kolasib,15,02,15102,15102,TRUE,TRUE,TRUE,38.2149527976925,38.2149527976925,4.91568047337278,67341.915,1254.31361001269,0.213989659046505,3707.22880986987,0.204635475056944,195.55836596817,1.08369614732108,57.60941126578,17.214471848625,36.7141386661957,51.1384584581721,East
437,2001__15__07,Mizoram,Lawngtlai,Mizoram,Lawngtlai,Mizoram,Lawngtlai,Mizoram,Lawngtlai,Mizoram,Lawngtlai,Mizoram,Lawngtlai,15,07,15107,15107,TRUE,TRUE,TRUE,71.1771074258157,71.1771074258157,3.85170081726493,74087.305,914.778292035708,0.29050349599274,2184.52729129261,0.285749775548441,138.804015170852,0.870473009337293,64.6254684352677,17.5786526450112,19.7444068713648,27.6723325729736,East
439,2001__15__01,Mizoram,Mamit,Mizoram,Mamit,Mizoram,Mamit,Mizoram,Mamit,Mizoram,Mamit,Mizoram,Mamit,15,01,15101,15101,TRUE,TRUE,TRUE,31.6947586653576,31.6947586653576,4.67301697263595,80521.455,1024.05863365531,0.215129826328625,2550.32309915162,0.300664668801932,149.040730221512,0.912446272286449,71.3977691020875,18.3158389276498,35.4738176094936,36.4621153676568,East
440,2001__15__08,Mizoram,Saiha,Mizoram,Saiha,Mizoram,Saiha,Mizoram,Saiha,Mizoram,Saiha,Mizoram,Saiha,15,08,15108,15108,TRUE,TRUE,TRUE,75.7158321731783,75.7158321731783,5,62689.035,1211.24895883056,0.214519161243825,3142.58014177131,0.302198400558936,159.449563928246,0.95339213906975,65.0341400052836,18.0066099278765,40.1713018523572,79.429497314966,East
441,2001__15__05,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,Mizoram,Serchhip,15,05,15105,15105,TRUE,TRUE,TRUE,52.1805612124654,52.1805612124654,4.9912435642076,55751.855,1241.66029747394,0.257994094656227,3221.78744703718,0.236972693698173,159.474145512396,0.953486879717445,70.7229132229758,19.7592528535597,40.2048774738416,55.5987313075547,East
442,2001__13__06,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,Nagaland,Dimapur,13,06,13106,13105,TRUE,TRUE,TRUE,99.6928343704833,99.6928343704833,3.17303692147686,155173.115,1493.65282405888,0.242622112167359,2722.18624749963,0.208725282651844,82.2502661697723,0.600210645364752,41.3099001775833,21.8615479878716,50.9671206682039,78.5529531445302,East
444,2001__13__07,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,Nagaland,Kohima,13,07,13107,13110,TRUE,TRUE,TRUE,99.5875077544725,99.5875077544725,5,225575.71,1457.79193669694,0.217899827508877,2768.18537762696,0.211203241621135,89.8889209045226,0.641269088393199,37.3003634955957,19.919274553098,41.7923298307223,69.2363241628828,East
446,2001__13__03,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,Nagaland,Mokokchung,13,03,13103,13102,TRUE,TRUE,TRUE,100,100,4.89224258078903,163510.18,1133.51505669474,0.15395289320308,2224.03690640346,0.199802657431852,96.2070899074437,0.674000496613844,49.9567032709436,19.4515870510325,58.7580197364132,76.418529544115,East
447,2001__13__01,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,Nagaland,Mon,13,01,13101,13101,TRUE,TRUE,TRUE,100,100,4.94290188520147,75565.98,1169.43065115078,0.196774564300655,2182.83866143403,0.174271667332055,86.6582391427832,0.624109160604442,40.5874905081652,19.4398259640118,20.9605294161688,57.9223988337202,East
449,2001__13__08,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,Nagaland,Phek,13,08,13108,13106,TRUE,TRUE,TRUE,100,100,5,63467.795,1102.2042652885,0.211662750117727,2054.06323672717,0.190368936994739,86.359579745368,0.622507845889106,41.094947727252,20.9908899466257,43.0681319481749,59.9169198428717,East
450,2001__13__02,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,Nagaland,Tuensang,13,02,13102,13107,TRUE,TRUE,TRUE,100,100,5,150852.21,1200.27698656314,0.199957865008563,2103.10374992971,0.221521894814116,75.218201587928,0.560861877460026,29.6516499853807,20.4780228277729,26.1487269848324,50.7094117279172,East
451,2001__13__05,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,Nagaland,Wokha,13,05,13105,13104,TRUE,TRUE,TRUE,100,100,5,55855.71,1224.94992893581,0.228255311532518,2114.45606089407,0.197211419044486,72.6157135852099,0.545897628987813,43.2484372834101,20.7614763110164,44.9570135365216,62.550751463016,East
452,2001__13__04,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,Nagaland,Zunheboto,13,04,13104,13103,TRUE,TRUE,TRUE,98.3221812215778,98.3221812215778,4.93657972022826,58578.07,1100.39817068105,0.182854415585872,2299.95571439196,0.217740098389073,109.0112266334,0.737217780483353,49.6235342227857,19.6391584768839,30.6246399176533,66.9281258938062,East
454,2001__21__24,Orissa,Balangir,Orissa,Balangir,Orissa,Balangir,Odisha,Balangir,Odisha,Balangir,Odisha,Balangir,21,24,21224,21224,TRUE,TRUE,TRUE,6.33745539419336,6.33745539419336,2.96595065945393,1476135.425,506.199799513013,0.259003693023547,1243.59409184088,0.211488126315011,145.672576922645,0.898829475273508,51.9323275419955,21.4557559988103,27.5062539553947,21.5424604662255,East
456,2001__21__01,Orissa,Bargarh,Orissa,Bargarh,Orissa,Bargarh,Odisha,Bargarh,Odisha,Bargarh,Odisha,Bargarh,21,01,21301,21301,TRUE,TRUE,TRUE,9.71558344295918,9.71558344295918,2.89420238729194,1333605.655,528.845815662462,0.196458069843477,1509.53090705787,0.323472621077439,185.438754047235,1.04885729836893,44.1915459144628,20.4185419414707,19.173776814497,19.8603297172304,East
457,2001__21__09,Orissa,Bhadrak,Orissa,Bhadrak,Orissa,Bhadrak,Odisha,Bhadrak,Odisha,Bhadrak,Odisha,Bhadrak,21,09,21109,21109,TRUE,TRUE,TRUE,6.3163539487714,6.3163539487714,2.81521045045703,1260469.99,550.165081827557,0.22245857170271,1494.53358356455,0.226011311382674,171.651842861411,0.999351070941561,62.0244275410857,18.6814860225272,16.7084239607867,34.5830173638967,East
459,2001__21__12,Orissa,Cuttack,Orissa,Cuttack,Orissa,Cuttack,Odisha,Cuttack,Odisha,Cuttack,Odisha,Cuttack,21,12,21112,21112,TRUE,TRUE,TRUE,13.8655433393427,13.8655433393427,2.87808742520101,2267571.8,763.82338282239,0.355400084199116,1739.99919028206,0.263685119164354,127.801246912947,0.823303338727952,47.0690566135254,20.0825973845679,56.3845940179813,43.2741090897732,East
461,2001__21__14,Orissa,Dhenkanal,Orissa,Dhenkanal,Orissa,Dhenkanal,Odisha,Dhenkanal,Odisha,Dhenkanal,Odisha,Dhenkanal,21,14,21314,21314,TRUE,TRUE,TRUE,7.9513144675686,7.9513144675686,3.02954272844985,950063.455,716.04970032522,0.231469097302112,1095.08786059358,0.207956545462054,52.9346161441316,0.424840298603057,45.5200962083978,21.1464438446377,25.1719239357869,30.4210477212875,East
462,2001__21__20,Orissa,Gajapati,Orissa,Gajapati,Orissa,Gajapati,Odisha,Gajapati,Odisha,Gajapati,Odisha,Gajapati,21,20,21220,21220,TRUE,TRUE,TRUE,5.54481470495529,5.54481470495529,3.94565051361363,446418.055,492.690772905792,0.218671941537836,1447.25657711976,0.330484908508602,193.745419380219,1.07754328574944,58.4249080869272,23.1465750192384,28.7886462030119,15.0872173818806,East
