.matched_2001,.matched_2007,.matched_2017,n_rows,mean_EMIE,mean_wavg_ling_degrees,mean_npeople_0708,mean_consumption_0708,mean_dependency_ratio
TRUE,TRUE,TRUE,482,18.9729,2.01347,1.70068e+06,850.209,60.2645
