"row_index","n_neighbors","district_panel_id","state_code_2001","district_code_2001","state_std","district_std"
491,5,"2001__28__20","28","20","andhra pradesh","cuddapah"
492,6,"2001__28__21","28","21","andhra pradesh","kurnool"
493,7,"2001__28__22","28","22","andhra pradesh","anantpur"
494,7,"2001__28__23","28","23","andhra pradesh","chittoor"
495,9,"2001__29__01","29","01","karnataka","belgaum"
496,5,"2001__29__02","29","02","karnataka","bagalkot"
497,6,"2001__29__03","29","03","karnataka","bijapur"
498,8,"2001__29__04","29","04","karnataka","gulbarga"
499,6,"2001__29__05","29","05","karnataka","bidar"
500,7,"2001__29__06","29","06","karnataka","raichur"
501,4,"2001__29__07","29","07","karnataka","koppal"
502,6,"2001__29__08","29","08","karnataka","gadag"
503,4,"2001__29__09","29","09","karnataka","dharwad"
504,7,"2001__29__10","29","10","karnataka","uttar kannad"
505,6,"2001__29__11","29","11","karnataka","haveri"
506,8,"2001__29__12","29","12","karnataka","bellary"
507,5,"2001__29__13","29","13","karnataka","chitradurga"
508,5,"2001__29__14","29","14","karnataka","davanagere"
509,5,"2001__29__15","29","15","karnataka","shimoga"
510,4,"2001__29__16","29","16","karnataka","udupi"
511,7,"2001__29__17","29","17","karnataka","chikmagalur"
512,7,"2001__29__18","29","18","karnataka","tumkur"
513,5,"2001__29__19","29","19","karnataka","kolar"
514,2,"2001__29__20","29","20","karnataka","bangalore"
515,6,"2001__29__21","29","21","karnataka","bangalore rural"
516,5,"2001__29__22","29","22","karnataka","mandya"
517,6,"2001__29__23","29","23","karnataka","hassan"
518,5,"2001__29__24","29","24","karnataka","dakshin kannad"
519,6,"2001__29__25","29","25","karnataka","kodagu"
520,5,"2001__29__26","29","26","karnataka","mysore"
521,7,"2001__29__27","29","27","karnataka","chamarajanagar"
522,4,"2001__30__01","30","01","goa","north goa"
523,2,"2001__30__02","30","02","goa","south goa"
524,0,"2001__31__01","31","01","lakshadweep","lakshadweep"
525,3,"2001__32__01","32","01","kerala","kasaragod"
526,5,"2001__32__02","32","02","kerala","kannur"
527,7,"2001__32__03","32","03","kerala","wayanad"
528,4,"2001__32__04","32","04","kerala","kozhikode"
529,5,"2001__32__05","32","05","kerala","malapuram"
530,4,"2001__32__06","32","06","kerala","palakkad"
531,5,"2001__32__07","32","07","kerala","trissur"
532,4,"2001__32__08","32","08","kerala","ernakulam"
533,9,"2001__32__09","32","09","kerala","idukki"
534,4,"2001__32__10","32","10","kerala","kottayam"
535,4,"2001__32__11","32","11","kerala","alappuzha"
536,5,"2001__32__12","32","12","kerala","pathanamthitta"
537,4,"2001__32__13","32","13","kerala","kollam"
538,3,"2001__32__14","32","14","kerala","triruvananthapuram"
539,5,"2001__33__01","33","01","tamil nadu","thiruvallur"
540,2,"2001__33__02","33","02","tamil nadu","chennai"
541,5,"2001__33__03","33","03","tamil nadu","kancheepuram"
542,5,"2001__33__04","33","04","tamil nadu","vellore"
543,9,"2001__33__05","33","05","tamil nadu","dharmapuri"
544,4,"2001__33__06","33","06","tamil nadu","tiruvanmalai"
545,7,"2001__33__07","33","07","tamil nadu","viluppuram"
546,6,"2001__33__08","33","08","tamil nadu","salem"
547,4,"2001__33__09","33","09","tamil nadu","namakkal"
548,7,"2001__33__10","33","10","tamil nadu","erode"
549,6,"2001__33__11","33","11","tamil nadu","the nilgiris"
550,6,"2001__33__12","33","12","tamil nadu","coimbatore"
551,7,"2001__33__13","33","13","tamil nadu","dindigul"
552,4,"2001__33__14","33","14","tamil nadu","karur"
553,10,"2001__33__15","33","15","tamil nadu","tiruchirapalli"
554,5,"2001__33__16","33","16","tamil nadu","perambalur"
555,4,"2001__33__17","33","17","tamil nadu","arivalur"
556,6,"2001__33__18","33","18","tamil nadu","cuddalore"
557,4,"2001__33__19","33","19","tamil nadu","nagapattinam"
558,3,"2001__33__20","33","20","tamil nadu","thiruvarur"
559,6,"2001__33__21","33","21","tamil nadu","thanjavur"
560,4,"2001__33__22","33","22","tamil nadu","pudukkottai"
561,5,"2001__33__23","33","23","tamil nadu","siyaganga"
562,5,"2001__33__24","33","24","tamil nadu","madurai"
563,4,"2001__33__25","33","25","tamil nadu","theni"
564,6,"2001__33__26","33","26","tamil nadu","virudhunagar"
565,3,"2001__33__27","33","27","tamil nadu","ramnathapuram"
566,6,"2001__33__29","33","29","tamil nadu","tirunelveli"
567,2,"2001__33__30","33","30","tamil nadu","kannyia kumari"
568,1,"2001__34__01","34","01","puducherry","yanam"
569,2,"2001__34__02","34","02","puducherry","pondicherry"
570,2,"2001__34__03","34","03","puducherry","mahe"
571,2,"2001__34__04","34","04","puducherry","karaikal"
572,0,"2001__35__01","35","01","andaman and nicobar islands","south andaman"
573,0,"2001__35__02","35","02","andaman and nicobar islands","nicobars"
