"diagnostic","status","contiguity","style","matrix_style","n","n_islands","mean_neighbors","n_subgraphs","snap","snap_investigation_needed","panel_scope","warnings"
"spatial_weights","constructed","rook","W","B",482,10,4.00829875518672,21,NA,TRUE,"current_final_matched_panel_non_empty_geometry","some observations have no neighbours;
if this seems unexpected, try increasing the snap argument.; neighbour object has 21 sub-graphs;
if this sub-graph count seems unexpected, try increasing the snap argument."
