"state_std","district_std","emie_2007","n","district_panel_id_2007","district_panel_id_2017","district_panel_id"
"24","05",1,941,"2007__24__05","2017__24__05","2007__24__05"
"24","06",1,923,"2007__24__06","2017__24__06","2007__24__06"
"24","07",1,3717,"2007__24__07","2017__24__07","2007__24__07"
"24","08",1,1262,"2007__24__08","2017__24__08","2007__24__08"
"24","09",1,1691,"2007__24__09","2017__24__09","2007__24__09"
"24","10",1,1081,"2007__24__10","2017__24__10","2007__24__10"
"24","11",1,673,"2007__24__11","2017__24__11","2007__24__11"
"24","12",1,1094,"2007__24__12","2017__24__12","2007__24__12"
"24","13",1,759,"2007__24__13","2017__24__13","2007__24__13"
"24","14",1,1451,"2007__24__14","2017__24__14","2007__24__14"
"24","15",1,1152,"2007__24__15","2017__24__15","2007__24__15"
"24","16",1,1040,"2007__24__16","2017__24__16","2007__24__16"
"24","17",1,991,"2007__24__17","2017__24__17","2007__24__17"
"24","18",1,1012,"2007__24__18","2017__24__18","2007__24__18"
"24","19",1,2061,"2007__24__19","2017__24__19","2007__24__19"
"24","20",1,669,"2007__24__20","2017__24__20","2007__24__20"
"24","21",1,694,"2007__24__21","2017__24__21","2007__24__21"
"24","22",1,2858,"2007__24__22","2017__24__22","2007__24__22"
"24","23",1,460,"2007__24__23","2017__24__23","2007__24__23"
"24","24",1,696,"2007__24__24","2017__24__24","2007__24__24"
"24","25",1,909,"2007__24__25","2017__24__25","2007__24__25"
"25","01",1,718,"2007__25__01","2017__25__01","2007__25__01"
"25","02",1,1040,"2007__25__02","2017__25__02","2007__25__02"
"26","01",1,1859,"2007__26__01","2017__26__01","2007__26__01"
"27","01",1,1007,"2007__27__01","2017__27__01","2007__27__01"
"27","02",1,923,"2007__27__02","2017__27__02","2007__27__02"
"27","03",1,2115,"2007__27__03","2017__27__03","2007__27__03"
"27","04",1,1371,"2007__27__04","2017__27__04","2007__27__04"
"27","05",1,947,"2007__27__05","2017__27__05","2007__27__05"
"27","06",1,740,"2007__27__06","2017__27__06","2007__27__06"
"27","07",1,1615,"2007__27__07","2017__27__07","2007__27__07"
"27","08",1,595,"2007__27__08","2017__27__08","2007__27__08"
"27","09",1,2566,"2007__27__09","2017__27__09","2007__27__09"
"27","10",1,744,"2007__27__10","2017__27__10","2007__27__10"
"27","11",1,901,"2007__27__11","2017__27__11","2007__27__11"
"27","12",1,673,"2007__27__12","2017__27__12","2007__27__12"
"27","13",1,1168,"2007__27__13","2017__27__13","2007__27__13"
"27","14",1,1653,"2007__27__14","2017__27__14","2007__27__14"
"27","15",1,1713,"2007__27__15","2017__27__15","2007__27__15"
"27","16",1,775,"2007__27__16","2017__27__16","2007__27__16"
"27","17",1,1046,"2007__27__17","2017__27__17","2007__27__17"
"27","18",1,949,"2007__27__18","2017__27__18","2007__27__18"
"27","19",1,1642,"2007__27__19","2017__27__19","2007__27__19"
"27","20",1,2996,"2007__27__20","2017__27__20","2007__27__20"
"27","21",1,5318,"2007__27__21","2017__27__21","2007__27__21"
"27","22",1,6362,"2007__27__22","2017__27__22","2007__27__22"
"27","24",1,1373,"2007__27__24","2017__27__24","2007__27__24"
"27","25",1,4196,"2007__27__25","2017__27__25","2007__27__25"
"27","26",1,2080,"2007__27__26","2017__27__26","2007__27__26"
"27","27",1,1207,"2007__27__27","2017__27__27","2007__27__27"
"27","28",1,1498,"2007__27__28","2017__27__28","2007__27__28"
"27","29",1,974,"2007__27__29","2017__27__29","2007__27__29"
"27","30",1,2418,"2007__27__30","2017__27__30","2007__27__30"
"27","31",1,1577,"2007__27__31","2017__27__31","2007__27__31"
"27","32",1,895,"2007__27__32","2017__27__32","2007__27__32"
"27","33",1,650,"2007__27__33","2017__27__33","2007__27__33"
"27","34",1,2080,"2007__27__34","2017__27__34","2007__27__34"
"27","35",1,1587,"2007__27__35","2017__27__35","2007__27__35"
"28","01",1,1702,"2007__28__01","2017__28__01","2007__28__01"
"28","02",1,1516,"2007__28__02","2017__28__02","2007__28__02"
"28","03",1,1984,"2007__28__03","2017__28__03","2007__28__03"
"28","04",1,1770,"2007__28__04","2017__28__04","2007__28__04"
"28","05",1,2278,"2007__28__05","2017__28__05","2007__28__05"
"28","06",1,2353,"2007__28__06","2017__28__06","2007__28__06"
"28","07",1,2179,"2007__28__07","2017__28__07","2007__28__07"
"28","08",1,1823,"2007__28__08","2017__28__08","2007__28__08"
"28","09",1,1846,"2007__28__09","2017__28__09","2007__28__09"
"28","10",1,1347,"2007__28__10","2017__28__10","2007__28__10"
"28","11",1,1421,"2007__28__11","2017__28__11","2007__28__11"
"28","12",1,1359,"2007__28__12","2017__28__12","2007__28__12"
"28","13",1,2300,"2007__28__13","2017__28__13","2007__28__13"
"28","14",1,2330,"2007__28__14",NA,"2007__28__14"
"28","15",1,2090,"2007__28__15",NA,"2007__28__15"
"28","16",1,2333,"2007__28__16",NA,"2007__28__16"
"28","17",1,2503,"2007__28__17",NA,"2007__28__17"
"28","18",1,1562,"2007__28__18",NA,"2007__28__18"
"28","19",1,1352,"2007__28__19",NA,"2007__28__19"
"28","20",1,1484,"2007__28__20",NA,"2007__28__20"
"28","21",1,2284,"2007__28__21",NA,"2007__28__21"
"28","22",1,2324,"2007__28__22",NA,"2007__28__22"
"28","23",1,2234,"2007__28__23",NA,"2007__28__23"
"29","01",1,1555,"2007__29__01","2017__29__01","2007__29__01"
"29","02",1,1254,"2007__29__02","2017__29__02","2007__29__02"
"29","03",1,1052,"2007__29__03","2017__29__03","2007__29__03"
"29","04",1,1542,"2007__29__04","2017__29__04","2007__29__04"
"29","05",1,980,"2007__29__05","2017__29__05","2007__29__05"
"29","06",1,1000,"2007__29__06","2017__29__06","2007__29__06"
"29","07",1,690,"2007__29__07","2017__29__07","2007__29__07"
"29","08",1,641,"2007__29__08","2017__29__08","2007__29__08"
"29","09",1,1157,"2007__29__09","2017__29__09","2007__29__09"
"29","10",1,700,"2007__29__10","2017__29__10","2007__29__10"
"29","11",1,962,"2007__29__11","2017__29__11","2007__29__11"
"29","12",1,1267,"2007__29__12","2017__29__12","2007__29__12"
"29","13",1,917,"2007__29__13","2017__29__13","2007__29__13"
"29","14",1,1177,"2007__29__14","2017__29__14","2007__29__14"
"29","15",1,856,"2007__29__15","2017__29__15","2007__29__15"
"29","16",1,715,"2007__29__16","2017__29__16","2007__29__16"
"29","17",1,620,"2007__29__17","2017__29__17","2007__29__17"
"29","18",1,1383,"2007__29__18","2017__29__18","2007__29__18"
"29","19",1,1079,"2007__29__19","2017__29__19","2007__29__19"
"29","20",1,4086,"2007__29__20","2017__29__20","2007__29__20"
"29","21",1,809,"2007__29__21","2017__29__21","2007__29__21"
"29","22",1,873,"2007__29__22","2017__29__22","2007__29__22"
"29","23",1,866,"2007__29__23","2017__29__23","2007__29__23"
"29","24",1,1207,"2007__29__24","2017__29__24","2007__29__24"
"29","25",1,610,"2007__29__25","2017__29__25","2007__29__25"
"29","26",1,1254,"2007__29__26","2017__29__26","2007__29__26"
"29","27",1,609,"2007__29__27","2017__29__27","2007__29__27"
"30","01",1,923,"2007__30__01","2017__30__01","2007__30__01"
"30","02",1,1043,"2007__30__02","2017__30__02","2007__30__02"
"31","01",1,1537,"2007__31__01","2017__31__01","2007__31__01"
"32","01",1,995,"2007__32__01","2017__32__01","2007__32__01"
"32","02",1,1181,"2007__32__02","2017__32__02","2007__32__02"
"32","03",1,660,"2007__32__03","2017__32__03","2007__32__03"
"32","04",1,1544,"2007__32__04","2017__32__04","2007__32__04"
"32","05",1,1645,"2007__32__05","2017__32__05","2007__32__05"
"32","06",1,1788,"2007__32__06","2017__32__06","2007__32__06"
"32","07",1,1727,"2007__32__07","2017__32__07","2007__32__07"
"32","08",1,1856,"2007__32__08","2017__32__08","2007__32__08"
"32","09",1,826,"2007__32__09","2017__32__09","2007__32__09"
"32","10",1,924,"2007__32__10","2017__32__10","2007__32__10"
"32","11",1,1257,"2007__32__11","2017__32__11","2007__32__11"
"32","12",1,786,"2007__32__12","2017__32__12","2007__32__12"
"32","13",1,1629,"2007__32__13","2017__32__13","2007__32__13"
"32","14",1,2003,"2007__32__14","2017__32__14","2007__32__14"
"33","01",1,1457,"2007__33__01","2017__33__01","2007__33__01"
"33","02",1,2012,"2007__33__02","2017__33__02","2007__33__02"
"33","03",1,1625,"2007__33__03","2017__33__03","2007__33__03"
"33","04",1,1806,"2007__33__04","2017__33__04","2007__33__04"
"33","05",1,1483,"2007__33__05","2017__33__05","2007__33__05"
"33","06",1,1332,"2007__33__06","2017__33__06","2007__33__06"
"33","07",1,1591,"2007__33__07","2017__33__07","2007__33__07"
"33","08",1,1808,"2007__33__08","2017__33__08","2007__33__08"
"33","09",1,972,"2007__33__09","2017__33__09","2007__33__09"
"33","10",1,1323,"2007__33__10","2017__33__10","2007__33__10"
"33","11",1,824,"2007__33__11","2017__33__11","2007__33__11"
"33","12",1,2411,"2007__33__12","2017__33__12","2007__33__12"
"33","13",1,936,"2007__33__13","2017__33__13","2007__33__13"
"33","14",1,796,"2007__33__14","2017__33__14","2007__33__14"
"33","15",1,1408,"2007__33__15","2017__33__15","2007__33__15"
"33","16",1,632,"2007__33__16","2017__33__16","2007__33__16"
"33","17",1,594,"2007__33__17","2017__33__17","2007__33__17"
"33","18",1,1302,"2007__33__18","2017__33__18","2007__33__18"
"33","19",1,806,"2007__33__19","2017__33__19","2007__33__19"
"33","20",1,797,"2007__33__20","2017__33__20","2007__33__20"
"33","21",1,1231,"2007__33__21","2017__33__21","2007__33__21"
"33","22",1,832,"2007__33__22","2017__33__22","2007__33__22"
"33","23",1,607,"2007__33__23","2017__33__23","2007__33__23"
"33","24",1,1452,"2007__33__24","2017__33__24","2007__33__24"
"33","25",1,822,"2007__33__25","2017__33__25","2007__33__25"
"33","26",1,1184,"2007__33__26","2017__33__26","2007__33__26"
"33","27",1,578,"2007__33__27","2017__33__27","2007__33__27"
"33","28",1,826,"2007__33__28","2017__33__28","2007__33__28"
"33","29",1,1529,"2007__33__29","2017__33__29","2007__33__29"
"33","30",1,1281,"2007__33__30","2017__33__30","2007__33__30"
"34","01",1,198,"2007__34__01","2017__34__01","2007__34__01"
"34","02",1,1829,"2007__34__02","2017__34__02","2007__34__02"
"34","03",1,245,"2007__34__03","2017__34__03","2007__34__03"
"34","04",1,634,"2007__34__04","2017__34__04","2007__34__04"
"35","01",1,2011,"2007__35__01","2017__35__01","2007__35__01"
"35","02",1,284,"2007__35__02","2017__35__02","2007__35__02"
"35","03",1,702,"2007__35__03","2017__35__03","2007__35__03"
