"district_2001","round_id","outcome_id","estimate","std_error","relative_se","cv","n_households","n_fsu","n_sample_person_equiv","sum_person_weight","kish_effective_n","status","reason","uncertainty_requested","sample_support_ok","analysis_eligible","precision_ok","preferred_eligible","support_reason"
"pc2001__35__02","nss_2000_01","real_mean_mpce",1734.9489858379,160.675075993679,0.0926108359987774,0.0926108359987774,88,15,620,34722.455,23.8504713741053,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__01__01","nss_2000_01","mean_log_real_mpce",6.70936791119798,0.0540245623944595,0.00805210909723584,NA,236,42,1316,426841.285,67.6190416009751,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__01__02","nss_2000_01","mean_log_real_mpce",6.78559090985503,0.0782451005866881,0.0115310665830221,NA,112,19,648,265929.2,32.2790950196711,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__01__03","nss_2000_01","mean_log_real_mpce",7.12781301235394,0.227542533687597,0.0319231906467271,NA,208,37,1207,975359.965,30.9544588201282,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__01__04","nss_2000_01","mean_log_real_mpce",6.47096757405095,0.0578561766373316,0.00894088495657729,NA,92,16,602,401253.865,12.382628483337,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__01__05","nss_2000_01","mean_log_real_mpce",6.64101111913756,0.0867880206245484,0.0130684950028843,NA,292,50,1768,1235928.195,30.0273268451341,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__01__06","nss_2000_01","mean_log_real_mpce",6.48071920749235,0.164465609991611,0.025377678730699,NA,44,8,261,174216.395,13.2335576190152,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__01__09","nss_2000_01","mean_log_real_mpce",7.48386818474757,1.66338297302726e-15,2.22262462668343e-16,NA,8,1,46,12024.59,1.78102728979006,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;too_few_psus;low_kish_effective_n"
"pc2001__01__10","nss_2000_01","mean_log_real_mpce",6.68498837514387,0.145225567244572,0.0217241316057556,NA,156,27,657,919484.555,17.0499771163615,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__01__11","nss_2000_01","mean_log_real_mpce",6.88856191331931,0.264319267919961,0.0383707472250324,NA,132,24,623,840549.895,15.7997682359689,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__01__12","nss_2000_01","mean_log_real_mpce",6.97521754495992,0.0914196851227128,0.0131063561148383,NA,646,117,3047,1178608.15,55.4973351479669,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__01","nss_2000_01","mean_log_real_mpce",6.33733359958451,0.122120133977655,0.0192699551094583,NA,56,11,235,457021.95,3.80938003677711,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__02__02","nss_2000_01","mean_log_real_mpce",6.51848779497345,0.0842718255817674,0.012928125085507,NA,284,49,1363,962113.61,72.517719350285,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__03","nss_2000_01","mean_log_real_mpce",6.89745418355212,0.0872843618094344,0.0126545765273186,NA,124,21,546,308085.015,34.6267704386026,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__04","nss_2000_01","mean_log_real_mpce",6.76888356767247,0.0613970971467562,0.00907049095067653,NA,188,31,852,195898.395,42.5454308093795,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__05","nss_2000_01","mean_log_real_mpce",6.60588825519702,0.0644313406760559,0.00975362255414571,NA,88,17,385,254185.33,28.0770020951974,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__06","nss_2000_01","mean_log_real_mpce",6.50756179286254,0.0513369684383052,0.00788881766664303,NA,196,34,813,625971.38,49.6306154642549,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__07","nss_2000_01","mean_log_real_mpce",6.57389740731298,0.0937605308815594,0.0142625485419437,NA,116,18,553,330358.35,20.1962735948637,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__08","nss_2000_01","mean_log_real_mpce",6.49158810897551,0.100477230655154,0.0154780662248473,NA,16,3,83,28143.8,6.04149736404986,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__02__09","nss_2000_01","mean_log_real_mpce",7.00876933273468,0.115987945645486,0.0165489745972607,NA,300,54,1075,390693.16,49.1602977402622,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__10","nss_2000_01","mean_log_real_mpce",6.73159702202705,0.114632401237284,0.0170290052809438,NA,204,35,871,408265.885,32.9011175671159,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__02__11","nss_2000_01","mean_log_real_mpce",6.5906400149757,0.0753184332605751,0.0114280909121772,NA,104,20,510,590832.16,16.422997048553,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__02__12","nss_2000_01","mean_log_real_mpce",6.84437006390651,0.0862861332657236,0.0126068772524078,NA,36,6,143,30838.575,8.49615014468016,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__03__01","nss_2000_01","mean_log_real_mpce",7.42288385523982,0.0322870305632965,0.00434966128972974,NA,224,40,1146,2051978.405,21.6515028806003,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__02","nss_2000_01","mean_log_real_mpce",7.26267351424947,0.0640350807293036,0.00881701216551534,NA,392,67,1784,2485640.845,45.4961793764885,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__03","nss_2000_01","mean_log_real_mpce",7.23000612999317,0.0760680313732557,0.0105211572446243,NA,204,36,1087,1421629.81,33.4965027976523,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__04","nss_2000_01","mean_log_real_mpce",7.43479968536639,0.0594517042856941,0.00799640969516777,NA,588,98,2229,2222995.74,54.4347965802032,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__05","nss_2000_01","mean_log_real_mpce",7.39814372385698,0.104353076764196,0.0141053054197482,NA,372,64,1522,1993262.525,51.5710152415595,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__06","nss_2000_01","mean_log_real_mpce",7.21015048251013,0.0986732414962067,0.0136853234527575,NA,124,21,674,915165.825,17.3054741158948,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__07","nss_2000_01","mean_log_real_mpce",7.45757981727301,0.0631132991435208,0.00846297333584547,NA,128,22,675,2601693.355,24.3598613825209,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__08","nss_2000_01","mean_log_real_mpce",7.6388453879063,0.0612275521899575,0.00801528884023389,NA,140,26,510,842573.83,26.8227287383652,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__09","nss_2000_01","mean_log_real_mpce",7.54600978162048,0.0587640772498017,0.00778743719534144,NA,210,37,1108,1490685.56,23.3454247039589,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__10","nss_2000_01","mean_log_real_mpce",7.27503803260884,0.0702273490319942,0.00965319338774791,NA,228,39,1250,1451560.31,28.3684232794548,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__03__11","nss_2000_01","mean_log_real_mpce",7.19286031096062,0.129755320778282,0.0180394606830552,NA,112,20,569,1048100.955,10.1205756983865,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__12","nss_2000_01","mean_log_real_mpce",7.04995706362909,0.0714830529540282,0.0101395018875804,NA,113,18,548,426241.3,18.1405135647966,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__13","nss_2000_01","mean_log_real_mpce",7.46051392385373,0.225307491205541,0.030199996073348,NA,84,14,362,1085514.545,11.8222787999113,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__14","nss_2000_01","mean_log_real_mpce",7.31400082611977,0.105716934488204,0.0144540501158637,NA,92,15,501,988931.07,9.12546929408526,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__15","nss_2000_01","mean_log_real_mpce",6.99031637464473,0.0595356308934858,0.00851687215609202,NA,52,11,243,469888.39,8.54314240852335,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__16","nss_2000_01","mean_log_real_mpce",7.34339960085337,0.0595847589154212,0.00811405645261316,NA,76,13,349,531936.54,12.4782043569783,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__03__17","nss_2000_01","mean_log_real_mpce",7.29622743153064,0.200590749825285,0.0274923927067339,NA,60,12,312,313031.67,10.5149631389502,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__04__01","nss_2000_01","mean_log_real_mpce",7.4663775131096,0.105365533254494,0.0141120018468784,NA,124,24,511,667711.29,29.0674663790113,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__05__01","nss_2000_01","mean_log_real_mpce",7.0880635501347,0.0899012250482271,0.0126834676935873,NA,24,5,104,316454.125,11.0464188461081,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__02","nss_2000_01","mean_log_real_mpce",7.12463506253503,0.12123322032761,0.0170160603684975,NA,40,7,211,368857.02,10.9983404596558,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__03","nss_2000_01","mean_log_real_mpce",7.06290677331249,0.0181167313087029,0.00256505315589861,NA,36,7,164,779626.34,7.15819297232614,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__04","nss_2000_01","mean_log_real_mpce",7.37807934993311,0.0939736035401992,0.0127368653931665,NA,140,26,671,853982.18,42.0615546213962,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__05__05","nss_2000_01","mean_log_real_mpce",7.17629547598461,0.136821785067658,0.0190657959284885,NA,28,5,139,539042.865,8.21362801163293,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__06","nss_2000_01","mean_log_real_mpce",6.80131529315207,0.0226557299142905,0.00333108067157267,NA,40,7,157,636707.15,4.45683115422519,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__07","nss_2000_01","mean_log_real_mpce",7.05600585400021,0.287237550488387,0.0407082358535099,NA,32,7,130,436714.925,10.2633880873474,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__08","nss_2000_01","mean_log_real_mpce",7.06150976249358,0.0444964270771671,0.00630126255910668,NA,112,20,509,1067328.995,9.48844643532041,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__05__13","nss_2000_01","mean_log_real_mpce",6.66481788591236,0.091945311122716,0.0137956224305939,NA,96,16,478,3550662.23,7.70893627293701,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__01","nss_2000_01","mean_log_real_mpce",6.81337137251835,0.28700270302417,0.0421234492195438,NA,84,15,377,810219.935,8.65977270773191,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__02","nss_2000_01","mean_log_real_mpce",6.73243758524716,0.235009150143367,0.0349069927745553,NA,76,13,367,577886.57,18.0533960457333,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__03","nss_2000_01","mean_log_real_mpce",6.69835818282637,0.0839561004045682,0.0125338326367526,NA,76,12,429,1024171.185,11.8799749888368,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__04","nss_2000_01","mean_log_real_mpce",7.10104199364833,0.191547438746314,0.026974553722911,NA,76,14,376,498871.82,12.6249636589125,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__05","nss_2000_01","mean_log_real_mpce",6.17359162576202,0.249217459314046,0.0403683097978293,NA,74,13,397,772462.71,7.36054462997246,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__06","nss_2000_01","mean_log_real_mpce",6.46291279193627,0.0930086970152029,0.0143911422000385,NA,76,14,354,2331398.295,4.5327493010847,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__07","nss_2000_01","mean_log_real_mpce",6.91130854464718,0.163641632754901,0.0236773733509035,NA,84,16,385,1040855.365,26.0826490076097,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__06__08","nss_2000_01","mean_log_real_mpce",6.62853087364231,0.146279303784166,0.02206813343298,NA,92,18,404,923657.695,15.8390807998625,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__09","nss_2000_01","mean_log_real_mpce",6.8112803376887,0.0830003208182548,0.0121857149762272,NA,184,33,891,1521456.89,31.8282180636751,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__06__10","nss_2000_01","mean_log_real_mpce",6.42194327477925,0.225007182770721,0.0350372423335451,NA,131,20,611,1035491.175,11.1797027255131,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__11","nss_2000_01","mean_log_real_mpce",6.38895595793648,0.32404628872141,0.0507197562254086,NA,56,10,294,185819.3,16.0167605601706,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__12","nss_2000_01","mean_log_real_mpce",6.32956861112491,0.0664473204839207,0.0104979224598549,NA,56,10,317,461327.165,15.9825448609612,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__13","nss_2000_01","mean_log_real_mpce",6.46929225574711,0.0591298342879255,0.0091400777628181,NA,92,16,466,713847.215,12.5263064453815,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__14","nss_2000_01","mean_log_real_mpce",6.62641400553878,0.12286732283504,0.0185420534745248,NA,80,14,404,1110955.235,11.2020177997742,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__15","nss_2000_01","mean_log_real_mpce",6.80253963346435,0.107695612107165,0.0158316772720247,NA,122,22,607,621688.11,10.3110049408826,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__16","nss_2000_01","mean_log_real_mpce",6.37296589699289,0.0793571807827005,0.0124521583930247,NA,72,13,340,1343457.09,9.91424480480917,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__06__17","nss_2000_01","mean_log_real_mpce",6.91779246404999,0.0714216889445666,0.0103243468658141,NA,46,9,233,449471.015,10.9843511714587,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__06__18","nss_2000_01","mean_log_real_mpce",6.54035166168582,0.111292805627896,0.0170163335833856,NA,44,8,223,1077404.44,10.1663821172931,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__06__19","nss_2000_01","mean_log_real_mpce",6.43012661666449,0.178776650380523,0.0278029751260575,NA,52,10,265,546458.1,14.3499087330213,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__07__01","nss_2000_01","mean_log_real_mpce",7.32942990344074,0.104902126157349,0.0143124537023137,NA,804,144,3281,14077816.805,96.6419479915359,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__01","nss_2000_01","mean_log_real_mpce",6.80570974611903,0.0734057148726962,0.0107859014872851,NA,148,26,730,977489.405,16.3378096865902,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__02","nss_2000_01","mean_log_real_mpce",6.84514694748631,0.190504301475644,0.0278305641846887,NA,112,20,577,1009402.87,17.5567477284233,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__03","nss_2000_01","mean_log_real_mpce",6.39003072983329,0.0889394855192254,0.0139184754001247,NA,124,21,709,1823394.325,8.58574735343041,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__04","nss_2000_01","mean_log_real_mpce",6.66138884205675,0.111960557504731,0.0168073895938737,NA,123,21,654,1125581.115,18.9536707864744,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__05","nss_2000_01","mean_log_real_mpce",6.61950641789028,0.107879455932009,0.0162972054291612,NA,132,23,683,1434976.91,33.5492570649305,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__06","nss_2000_01","mean_log_real_mpce",6.49100414870892,0.113827362754857,0.0175361716226137,NA,132,26,750,3082417.88,13.2280265345597,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__07","nss_2000_01","mean_log_real_mpce",6.6462113421744,0.0644565936902413,0.00969824616939633,NA,100,17,614,644453.285,18.4145608940781,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__08","nss_2000_01","mean_log_real_mpce",6.50400973900287,0.0796362649130498,0.0122441798380915,NA,56,9,320,218610.545,11.4831543270424,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__09","nss_2000_01","mean_log_real_mpce",6.59773307189242,0.0953081109756406,0.0144455845571672,NA,523,90,2922,8518042.29,13.7681652160001,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__10","nss_2000_01","mean_log_real_mpce",6.62224726892704,0.116702342265333,0.0176227702660583,NA,215,37,1201,2021447.125,20.5117533005912,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__11","nss_2000_01","mean_log_real_mpce",7.00096174645231,0.154581531057273,0.0220800422364265,NA,260,44,1318,1495900.385,43.134582883391,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__12","nss_2000_01","mean_log_real_mpce",6.4902033863665,0.0908671259627013,0.0140006592325873,NA,84,16,537,1311242.345,11.9932863375199,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__13","nss_2000_01","mean_log_real_mpce",6.05401480133233,0.0445219136403665,0.00735411377431195,NA,28,5,161,126228.765,5.92696962085452,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__14","nss_2000_01","mean_log_real_mpce",6.73244382861556,0.081870133888098,0.0121605372391103,NA,216,38,1093,3148239.005,18.1026695519729,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__15","nss_2000_01","mean_log_real_mpce",6.59449524701231,0.0829165484567747,0.0125736004577971,NA,156,29,789,1448612.21,25.3462483659159,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__16","nss_2000_01","mean_log_real_mpce",6.5893605235777,0.0740865910682545,0.0112433658475905,NA,128,23,613,1513696.245,18.9429297089442,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__17","nss_2000_01","mean_log_real_mpce",6.42419902399827,0.189536613352695,0.0295035400747488,NA,55,10,249,681211.735,14.0245016962335,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__18","nss_2000_01","mean_log_real_mpce",6.3431667775592,0.0484114177402789,0.00763205815611666,NA,72,12,344,779744.845,14.4979492238243,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__19","nss_2000_01","mean_log_real_mpce",6.37975323577065,0.113339433653478,0.017765488642726,NA,88,15,415,540440.69,7.5428095169907,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__20","nss_2000_01","mean_log_real_mpce",6.29236367586698,0.114356665476501,0.0181738804950343,NA,112,19,557,1927681.1,25.8514806682267,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__21","nss_2000_01","mean_log_real_mpce",6.54863015564616,0.145442810694793,0.0222096541166543,NA,72,14,382,2568560.805,22.3298598548609,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__22","nss_2000_01","mean_log_real_mpce",6.64299493174307,0.10988977359739,0.0165422034378334,NA,136,24,661,1369267.81,20.0983454088165,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__23","nss_2000_01","mean_log_real_mpce",6.00906338618335,0.062098027889324,0.0103340610505301,NA,40,8,209,803759.135,5.36558993368234,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__24","nss_2000_01","mean_log_real_mpce",6.41912186573045,0.181508332692187,0.0282761936116526,NA,88,14,383,1346695.45,9.63116754155475,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__25","nss_2000_01","mean_log_real_mpce",6.30106016804743,0.0663304491175513,0.010526871248415,NA,84,15,405,1120223.75,9.04200094283345,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__26","nss_2000_01","mean_log_real_mpce",7.101448383621,0.109457032194805,0.0154133391220952,NA,137,25,639,447090.625,32.1488344071841,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__08__27","nss_2000_01","mean_log_real_mpce",6.1839313964749,0.0668819631363833,0.0108154439058798,NA,84,15,475,1574896.09,13.9015111815018,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__28","nss_2000_01","mean_log_real_mpce",7.03891199523175,0.246283200399954,0.0349888165339742,NA,25,6,128,57159.705,16.6855312467431,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__29","nss_2000_01","mean_log_real_mpce",6.49156927251497,0.109683216078956,0.0168962559705478,NA,92,16,473,933625.535,13.6501601865621,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__30","nss_2000_01","mean_log_real_mpce",6.41418801399325,0.074142937595166,0.0115592086532879,NA,92,17,448,849518.75,17.279644568637,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__31","nss_2000_01","mean_log_real_mpce",6.5579553094703,0.187613608403039,0.028608552445014,NA,88,14,495,918276.185,15.5506415459364,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__08__32","nss_2000_01","mean_log_real_mpce",6.67606714236809,0.0925341712526315,0.0138605812792662,NA,84,14,451,931444.34,16.9978512168574,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__09","nss_2000_01","mean_log_real_mpce",6.52041990470216,0.143389621063191,0.021990856901683,NA,176,29,1020,1989695.07,12.2791738014926,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__10","nss_2000_01","mean_log_real_mpce",6.52925794260168,0.0765566746537489,0.0117251723437417,NA,304,49,1916,2215268.145,37.4930642151854,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__09__11","nss_2000_01","mean_log_real_mpce",6.59906405890731,0.143194276640686,0.0216991796658504,NA,99,18,573,1142793.785,21.7865274345178,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__09__12","nss_2000_01","mean_log_real_mpce",6.5962196705546,0.0346434866128613,0.00525202136119104,NA,200,32,1159,2289432.575,13.3295801582778,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__14","nss_2000_01","mean_log_real_mpce",6.6215945267405,0.0758145521971638,0.0114495914678853,NA,172,28,1165,2480041.12,21.2329502000103,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__09__15","nss_2000_01","mean_log_real_mpce",7.01960074452954,0.059366051950603,0.00845718355091174,NA,224,39,1254,2286075.73,8.58040004600247,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__16","nss_2000_01","mean_log_real_mpce",7.197185565368,0.283771814615513,0.0394281642508968,NA,326,59,1392,3208421.635,21.7776132388992,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__09__17","nss_2000_01","mean_log_real_mpce",6.51194155788567,0.134013193366787,0.0205796062780236,NA,96,19,514,2189045.085,9.47186981684602,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__18","nss_2000_01","mean_log_real_mpce",6.55627251876778,0.0694519148442792,0.0105932013419925,NA,212,38,1192,3352484.86,13.464793653232,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__19","nss_2000_01","mean_log_real_mpce",6.11735964275417,0.0397060638083185,0.00649071921990873,NA,132,21,732,1543959.015,4.80925643090544,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__20","nss_2000_01","mean_log_real_mpce",6.57255203944214,0.0766813565022558,0.0116669074724837,NA,336,58,2012,3504319.625,17.7111154246966,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__21","nss_2000_01","mean_log_real_mpce",6.62147650035836,0.0693716351897774,0.0104767622728893,NA,140,28,819,1754202.315,12.0951978382404,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__22","nss_2000_01","mean_log_real_mpce",6.32958169431069,0.0568564141247509,0.0089826495447331,NA,56,10,311,1116902.875,11.6103443719356,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__23","nss_2000_01","mean_log_real_mpce",6.51279059406926,0.11179453412533,0.0171653813385515,NA,72,12,400,1557811.07,17.0352375055496,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__09__24","nss_2000_01","mean_log_real_mpce",6.55433080205702,0.17323204809447,0.0264301655388072,NA,68,13,336,1817634.405,11.7549614995419,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
