"district_2001","round_id","outcome_id","estimate","std_error","relative_se","cv","n_households","n_fsu","n_sample_person_equiv","sum_person_weight","kish_effective_n","status","reason","uncertainty_requested","sample_support_ok","analysis_eligible","precision_ok","preferred_eligible","support_reason"
"pc2001__01__01","nss_2000_01","real_mean_mpce",882.123251628759,58.0979868647403,0.0658615298457078,0.0658615298457078,236,42,1316,426841.285,67.6190416009751,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__01__02","nss_2000_01","real_mean_mpce",921.020710906693,74.503141887377,0.0808919289274536,0.0808919289274536,112,19,648,265929.2,32.2790950196711,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__01__03","nss_2000_01","real_mean_mpce",1508.49664665085,249.474862891101,0.165379792818885,0.165379792818885,208,37,1207,975359.965,30.9544588201282,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__01__04","nss_2000_01","real_mean_mpce",672.334301038213,41.6198007652477,0.0619034321184844,0.0619034321184844,92,16,602,401253.865,12.382628483337,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__01__05","nss_2000_01","real_mean_mpce",832.663019666904,88.5229904726762,0.106313104319306,0.106313104319306,292,50,1768,1235928.195,30.0273268451341,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__01__06","nss_2000_01","real_mean_mpce",736.221222836576,131.242848306605,0.178265505306871,0.178265505306871,44,8,261,174216.395,13.2335576190152,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__01__09","nss_2000_01","real_mean_mpce",1791.14801785871,2.08277839419679e-13,1.16281757477906e-16,1.16281757477906e-16,8,1,46,12024.59,1.78102728979006,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;too_few_psus;low_kish_effective_n"
"pc2001__01__10","nss_2000_01","real_mean_mpce",985.838975976209,121.96042836014,0.123712321517184,0.123712321517184,156,27,657,919484.555,17.0499771163615,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__01__11","nss_2000_01","real_mean_mpce",1236.26863082091,294.540771282968,0.238249813948111,0.238249813948111,132,24,623,840549.895,15.7997682359689,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__01__12","nss_2000_01","real_mean_mpce",1387.83366188899,160.091519256665,0.115353535263558,0.115353535263558,646,117,3047,1178608.15,55.4973351479669,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__01","nss_2000_01","real_mean_mpce",660.928102852636,144.113479764402,0.218047135751064,0.218047135751064,56,11,235,457021.95,3.80938003677711,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__02__02","nss_2000_01","real_mean_mpce",808.100403539593,70.273687750385,0.0869615798266854,0.0869615798266854,284,49,1363,962113.61,72.517719350285,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__03","nss_2000_01","real_mean_mpce",1104.2363205794,102.787985840359,0.0930851339742434,0.0930851339742434,124,21,546,308085.015,34.6267704386026,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__04","nss_2000_01","real_mean_mpce",972.490506855706,78.803637453333,0.0810328089557645,0.0810328089557645,188,31,852,195898.395,42.5454308093795,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__05","nss_2000_01","real_mean_mpce",828.477699495937,59.5766458904629,0.0719109831522449,0.0719109831522449,88,17,385,254185.33,28.0770020951974,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__06","nss_2000_01","real_mean_mpce",748.466832118748,41.2071927737946,0.0550554694015578,0.0550554694015578,196,34,813,625971.38,49.6306154642549,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__07","nss_2000_01","real_mean_mpce",821.741998001792,88.6768617858707,0.10791326474916,0.10791326474916,116,18,553,330358.35,20.1962735948637,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__08","nss_2000_01","real_mean_mpce",691.010364177948,77.2332235977603,0.111768545888078,0.111768545888078,16,3,83,28143.8,6.04149736404986,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__02__09","nss_2000_01","real_mean_mpce",1399.89476265602,154.027521077885,0.110027928660615,0.110027928660615,300,54,1075,390693.16,49.1602977402622,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__10","nss_2000_01","real_mean_mpce",987.380782318889,116.211456712809,0.117696696951994,0.117696696951994,204,35,871,408265.885,32.9011175671159,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__02__11","nss_2000_01","real_mean_mpce",825.376817243145,53.8046645578671,0.0651880007213929,0.0651880007213929,104,20,510,590832.16,16.422997048553,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__02__12","nss_2000_01","real_mean_mpce",999.298451898828,76.5497949905425,0.0766035360558055,0.0766035360558055,36,6,143,30838.575,8.49615014468016,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__03__01","nss_2000_01","real_mean_mpce",1771.85061880707,60.8559041813181,0.0343459564454087,0.0343459564454087,224,40,1146,2051978.405,21.6515028806003,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__02","nss_2000_01","real_mean_mpce",1629.85551382676,141.681334843349,0.0869287698457966,0.0869287698457966,392,67,1784,2485640.845,45.4961793764885,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__03","nss_2000_01","real_mean_mpce",1530.32225180163,110.716181619265,0.0723482792522426,0.0723482792522426,204,36,1087,1421629.81,33.4965027976523,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__04","nss_2000_01","real_mean_mpce",1842.28824293945,106.200788921196,0.0576461307443118,0.0576461307443118,588,98,2229,2222995.74,54.4347965802032,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__05","nss_2000_01","real_mean_mpce",1949.51209454708,247.664056530489,0.127038994640363,0.127038994640363,372,64,1522,1993262.525,51.5710152415595,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__06","nss_2000_01","real_mean_mpce",1626.09094147403,230.655843781814,0.141846829041879,0.141846829041879,124,21,674,915165.825,17.3054741158948,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__07","nss_2000_01","real_mean_mpce",1916.27979820943,139.119643685476,0.0725988155881356,0.0725988155881356,128,22,675,2601693.355,24.3598613825209,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__08","nss_2000_01","real_mean_mpce",2307.72258697882,142.740473205326,0.0618533934757714,0.0618533934757714,140,26,510,842573.83,26.8227287383652,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__09","nss_2000_01","real_mean_mpce",2064.69510190596,152.719205705885,0.0739669530696842,0.0739669530696842,210,37,1108,1490685.56,23.3454247039589,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__10","nss_2000_01","real_mean_mpce",1592.66510594261,141.549096564045,0.0888756186318717,0.0888756186318717,228,39,1250,1451560.31,28.3684232794548,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__03__11","nss_2000_01","real_mean_mpce",1539.30176686586,175.634621533743,0.114100188354457,0.114100188354457,112,20,569,1048100.955,10.1205756983865,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__12","nss_2000_01","real_mean_mpce",1313.73868036313,108.184293295093,0.0823484113790345,0.0823484113790345,113,18,548,426241.3,18.1405135647966,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__13","nss_2000_01","real_mean_mpce",2040.64575223095,392.567277867449,0.192374045048374,0.192374045048374,84,14,362,1085514.545,11.8222787999113,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__14","nss_2000_01","real_mean_mpce",1685.50010470691,204.26966188225,0.121192316340894,0.121192316340894,92,15,501,988931.07,9.12546929408526,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__15","nss_2000_01","real_mean_mpce",1198.90801045016,83.5666939178985,0.0697023401207581,0.0697023401207581,52,11,243,469888.39,8.54314240852335,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__16","nss_2000_01","real_mean_mpce",1655.25500922522,86.0753065248067,0.0520012360905624,0.0520012360905624,76,13,349,531936.54,12.4782043569783,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__03__17","nss_2000_01","real_mean_mpce",1659.54308390095,302.660195639828,0.182375618069758,0.182375618069758,60,12,312,313031.67,10.5149631389502,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__04__01","nss_2000_01","real_mean_mpce",1923.63862650115,182.71434405584,0.0949837155163461,0.0949837155163461,124,24,511,667711.29,29.0674663790113,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__05__01","nss_2000_01","real_mean_mpce",1377.34051998643,160.023851536319,0.11618321628837,0.11618321628837,24,5,104,316454.125,11.0464188461081,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__02","nss_2000_01","real_mean_mpce",1326.08410221922,151.220805148677,0.114035606712732,0.114035606712732,40,7,211,368857.02,10.9983404596558,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__03","nss_2000_01","real_mean_mpce",1215.17552332728,41.9308160570101,0.034505974858841,0.034505974858841,36,7,164,779626.34,7.15819297232614,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__04","nss_2000_01","real_mean_mpce",1872.16243380784,226.916832746827,0.121205739763347,0.121205739763347,140,26,671,853982.18,42.0615546213962,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__05__05","nss_2000_01","real_mean_mpce",1433.94322940611,247.837074994532,0.17283604393263,0.17283604393263,28,5,139,539042.865,8.21362801163293,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__06","nss_2000_01","real_mean_mpce",925.84636486873,22.7514585856178,0.0245736867896474,0.0245736867896474,40,7,157,636707.15,4.45683115422519,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__05__07","nss_2000_01","real_mean_mpce",1352.1141366356,392.413477152854,0.290222153973833,0.290222153973833,32,7,130,436714.925,10.2633880873474,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"thin_household_sample;low_kish_effective_n;high_relative_se"
"pc2001__05__08","nss_2000_01","real_mean_mpce",1235.17241595794,47.735696508514,0.0386469904053779,0.0386469904053779,112,20,509,1067328.995,9.48844643532041,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__05__13","nss_2000_01","real_mean_mpce",870.718049009111,121.09303495855,0.139072613800019,0.139072613800019,96,16,478,3550662.23,7.70893627293701,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__01","nss_2000_01","real_mean_mpce",1080.83818628398,282.061485345359,0.260965507071056,0.260965507071056,84,15,377,810219.935,8.65977270773191,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__02","nss_2000_01","real_mean_mpce",1107.57665348401,248.980525915759,0.22479755702015,0.22479755702015,76,13,367,577886.57,18.0533960457333,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__03","nss_2000_01","real_mean_mpce",898.594687445924,63.7756319914239,0.0709726341390838,0.0709726341390838,76,12,429,1024171.185,11.8799749888368,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__04","nss_2000_01","real_mean_mpce",1537.88481566988,337.90838037185,0.219722814692505,0.219722814692505,76,14,376,498871.82,12.6249636589125,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__05","nss_2000_01","real_mean_mpce",647.74772731525,151.292033493349,0.233566289951207,0.233566289951207,74,13,397,772462.71,7.36054462997246,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__06","nss_2000_01","real_mean_mpce",670.767192749591,47.0917257500551,0.0702057677523225,0.0702057677523225,76,14,354,2331398.295,4.5327493010847,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__07","nss_2000_01","real_mean_mpce",1332.98430330745,214.46608093725,0.160891677722767,0.160891677722767,84,16,385,1040855.365,26.0826490076097,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__06__08","nss_2000_01","real_mean_mpce",855.497117885396,118.952006600163,0.139044310159906,0.139044310159906,92,18,404,923657.695,15.8390807998625,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__09","nss_2000_01","real_mean_mpce",1132.3292958674,131.246704873777,0.115908601281253,0.115908601281253,184,33,891,1521456.89,31.8282180636751,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__06__10","nss_2000_01","real_mean_mpce",802.367946484815,209.235574966002,0.260772599257817,0.260772599257817,131,20,611,1035491.175,11.1797027255131,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__11","nss_2000_01","real_mean_mpce",734.781031671201,184.219827941476,0.250713913398775,0.250713913398775,56,10,294,185819.3,16.0167605601706,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__06__12","nss_2000_01","real_mean_mpce",605.941372965992,45.4419275903391,0.0749939344262097,0.0749939344262097,56,10,317,461327.165,15.9825448609612,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__13","nss_2000_01","real_mean_mpce",696.284291519732,46.4888696562151,0.066767080950149,0.066767080950149,92,16,466,713847.215,12.5263064453815,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__14","nss_2000_01","real_mean_mpce",944.694808276383,137.803377257304,0.145870789222108,0.145870789222108,80,14,404,1110955.235,11.2020177997742,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__15","nss_2000_01","real_mean_mpce",1046.0296019491,127.702940578605,0.122083486299673,0.122083486299673,122,22,607,621688.11,10.3110049408826,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__16","nss_2000_01","real_mean_mpce",621.087588535356,56.7611379636691,0.0913899086238751,0.0913899086238751,72,13,340,1343457.09,9.91424480480917,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__06__17","nss_2000_01","real_mean_mpce",1089.20023656586,85.2868031802742,0.0783022260894608,0.0783022260894608,46,9,233,449471.015,10.9843511714587,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__06__18","nss_2000_01","real_mean_mpce",789.092964950962,120.972348237713,0.153305571853921,0.153305571853921,44,8,223,1077404.44,10.1663821172931,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__06__19","nss_2000_01","real_mean_mpce",736.942072000401,137.31912564915,0.186336390425373,0.186336390425373,52,10,265,546458.1,14.3499087330213,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__07__01","nss_2000_01","real_mean_mpce",2029.9426470945,327.980693603999,0.161571408962438,0.161571408962438,804,144,3281,14077816.805,96.6419479915359,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__01","nss_2000_01","real_mean_mpce",1030.49757925867,82.4990299433717,0.0800574708799614,0.0800574708799614,148,26,730,977489.405,16.3378096865902,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__02","nss_2000_01","real_mean_mpce",1143.47809227336,241.106280906551,0.210853432641814,0.210853432641814,112,20,577,1009402.87,17.5567477284233,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__08__03","nss_2000_01","real_mean_mpce",676.679875969665,63.2318486547974,0.0934442576176627,0.0934442576176627,124,21,709,1823394.325,8.58574735343041,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__04","nss_2000_01","real_mean_mpce",881.965537089833,105.080388505662,0.119143417839646,0.119143417839646,123,21,654,1125581.115,18.9536707864744,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__05","nss_2000_01","real_mean_mpce",858.587155205652,100.484556714656,0.117034777547525,0.117034777547525,132,23,683,1434976.91,33.5492570649305,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__06","nss_2000_01","real_mean_mpce",740.589765786878,93.5268346681125,0.126286966129947,0.126286966129947,132,26,750,3082417.88,13.2280265345597,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__07","nss_2000_01","real_mean_mpce",858.662800328781,78.0652343768708,0.0909148903935045,0.0909148903935045,100,17,614,644453.285,18.4145608940781,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__08","nss_2000_01","real_mean_mpce",709.568199889959,59.4259086845868,0.0837493967370616,0.0837493967370616,56,9,320,218610.545,11.4831543270424,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__09","nss_2000_01","real_mean_mpce",873.551885039378,103.096409251155,0.118019789112478,0.118019789112478,523,90,2922,8518042.29,13.7681652160001,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__10","nss_2000_01","real_mean_mpce",835.737691154701,93.1310834287144,0.111435782320694,0.111435782320694,215,37,1201,2021447.125,20.5117533005912,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__11","nss_2000_01","real_mean_mpce",1448.72911339266,240.222983967774,0.16581635707259,0.16581635707259,260,44,1318,1495900.385,43.134582883391,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__12","nss_2000_01","real_mean_mpce",699.422511442401,49.5838540647198,0.0708925624404972,0.0708925624404972,84,16,537,1311242.345,11.9932863375199,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__13","nss_2000_01","real_mean_mpce",451.832399405977,24.6108531672092,0.0544689871721573,0.0544689871721573,28,5,161,126228.765,5.92696962085452,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__14","nss_2000_01","real_mean_mpce",1014.45976115471,89.2802024615644,0.0880076331070452,0.0880076331070452,216,38,1093,3148239.005,18.1026695519729,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__15","nss_2000_01","real_mean_mpce",848.962524104047,81.6263233160035,0.096148323392894,0.096148323392894,156,29,789,1448612.21,25.3462483659159,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__16","nss_2000_01","real_mean_mpce",801.350458651454,59.0926901014766,0.0737413817681221,0.0737413817681221,128,23,613,1513696.245,18.9429297089442,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__17","nss_2000_01","real_mean_mpce",685.061352590133,140.43664024529,0.204998632187199,0.204998632187199,55,10,249,681211.735,14.0245016962335,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__08__18","nss_2000_01","real_mean_mpce",613.194733059953,47.6591485495718,0.0777226971793186,0.0777226971793186,72,12,344,779744.845,14.4979492238243,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__19","nss_2000_01","real_mean_mpce",634.462154359302,85.0473988736904,0.134046449089739,0.134046449089739,88,15,415,540440.69,7.5428095169907,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__20","nss_2000_01","real_mean_mpce",617.525475457504,74.3455556643252,0.120392694097754,0.120392694097754,112,19,557,1927681.1,25.8514806682267,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__21","nss_2000_01","real_mean_mpce",884.01632965163,179.550851979538,0.203108071601228,0.203108071601228,72,14,382,2568560.805,22.3298598548609,"estimated",NA,TRUE,TRUE,TRUE,FALSE,FALSE,"high_relative_se"
"pc2001__08__22","nss_2000_01","real_mean_mpce",852.628977738593,97.0674184187564,0.113844850401644,0.113844850401644,136,24,661,1369267.81,20.0983454088165,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__23","nss_2000_01","real_mean_mpce",489.965156653331,32.9462476636954,0.0672420216342162,0.0672420216342162,40,8,209,803759.135,5.36558993368234,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__24","nss_2000_01","real_mean_mpce",776.834653812685,178.624812779845,0.229939295193847,0.229939295193847,88,14,383,1346695.45,9.63116754155475,"estimated",NA,TRUE,FALSE,FALSE,FALSE,FALSE,"low_kish_effective_n;high_relative_se"
"pc2001__08__25","nss_2000_01","real_mean_mpce",591.759899843802,58.3193094093519,0.0985523172907552,0.0985523172907552,84,15,405,1120223.75,9.04200094283345,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__26","nss_2000_01","real_mean_mpce",1380.78864989091,138.965378309295,0.100642034043569,0.100642034043569,137,25,639,447090.625,32.1488344071841,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__08__27","nss_2000_01","real_mean_mpce",555.29115865639,73.4742194767923,0.132316566419992,0.132316566419992,84,15,475,1574896.09,13.9015111815018,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__28","nss_2000_01","real_mean_mpce",1324.2751620025,253.44094441903,0.191380878907213,0.191380878907213,25,6,128,57159.705,16.6855312467431,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__08__29","nss_2000_01","real_mean_mpce",759.421240369622,55.1149576933677,0.0725749488736217,0.0725749488736217,92,16,473,933625.535,13.6501601865621,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__30","nss_2000_01","real_mean_mpce",669.616208888152,52.8228117423113,0.0788852047503743,0.0788852047503743,92,17,448,849518.75,17.279644568637,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__31","nss_2000_01","real_mean_mpce",810.093035871279,135.775806297019,0.167605201235915,0.167605201235915,88,14,495,918276.185,15.5506415459364,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__08__32","nss_2000_01","real_mean_mpce",853.386986520981,78.5803727335099,0.0920805847460365,0.0920805847460365,84,14,451,931444.34,16.9978512168574,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__09","nss_2000_01","real_mean_mpce",844.037639945977,130.82021081467,0.154993337528221,0.154993337528221,176,29,1020,1989695.07,12.2791738014926,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__10","nss_2000_01","real_mean_mpce",770.561907924241,58.5442378197647,0.075976034135236,0.075976034135236,304,49,1916,2215268.145,37.4930642151854,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__09__11","nss_2000_01","real_mean_mpce",855.63224020856,149.746816697407,0.175013060121374,0.175013060121374,99,18,573,1142793.785,21.7865274345178,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__09__12","nss_2000_01","real_mean_mpce",794.290801752263,35.6479524100055,0.044880228162486,0.044880228162486,200,32,1159,2289432.575,13.3295801582778,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__14","nss_2000_01","real_mean_mpce",800.207634032872,56.8616555486372,0.0710586266992566,0.0710586266992566,172,28,1165,2480041.12,21.2329502000103,"estimated",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"pc2001__09__15","nss_2000_01","real_mean_mpce",1241.61478683072,96.526407376213,0.0777426367662721,0.0777426367662721,224,39,1254,2286075.73,8.58040004600247,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__16","nss_2000_01","real_mean_mpce",1787.0149372083,471.631406154997,0.263921356411148,0.263921356411148,326,59,1392,3208421.635,21.7776132388992,"estimated",NA,TRUE,TRUE,TRUE,FALSE,FALSE,"high_relative_se"
"pc2001__09__17","nss_2000_01","real_mean_mpce",808.650714564459,120.776503631957,0.149355588830472,0.149355588830472,96,19,514,2189045.085,9.47186981684602,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__18","nss_2000_01","real_mean_mpce",790.650289065747,60.9384699494649,0.0770738603301738,0.0770738603301738,212,38,1192,3352484.86,13.464793653232,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__19","nss_2000_01","real_mean_mpce",505.152360050122,30.8535381689783,0.0610776878601873,0.0610776878601873,132,21,732,1543959.015,4.80925643090544,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__20","nss_2000_01","real_mean_mpce",852.653308924312,91.4730831407269,0.107280511531853,0.107280511531853,336,58,2012,3504319.625,17.7111154246966,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
"pc2001__09__21","nss_2000_01","real_mean_mpce",829.244792469439,51.0024700722575,0.0615047215676511,0.0615047215676511,140,28,819,1754202.315,12.0951978382404,"estimated",NA,TRUE,FALSE,FALSE,TRUE,FALSE,"low_kish_effective_n"
