"name","error","warnings"
"paths",NA,NA
"write_fallback_pdf",NA,NA
"format_value",NA,NA
"as_df",NA,NA
"raw_manifest",NA,NA
"raw_data_preflight",NA,NA
"raw_boundaries_2020",NA,NA
"raw_ilo_figures",NA,NA
"save_district_tracker_summary",NA,NA
"spatial_autocorrelation_note",NA,NA
"district_tracker_source_diagnostics",NA,NA
"ame_benchmark_note",NA,NA
"fuzzy_matching_note",NA,NA
"make_pucca_map",NA,NA
"make_map_collages",NA,NA
"make_region_map",NA,NA
"make_consumption_growth_map",NA,NA
"make_linguistic_distance_map",NA,NA
"make_education_map",NA,NA
"make_emi_map",NA,NA
"save_magick_pdf",NA,NA
"raw_nss_2007_consumption",NA,NA
"raw_nss_2007_education",NA,NA
"raw_district_changes",NA,NA
"raw_census_2001",NA,NA
"raw_nss_2017_education",NA,NA
"district_tracker_raw",NA,NA
"district_tracker",NA,NA
"diag_district_tracker_sources",NA,NA
"attach_iv_measures",NA,NA
"attach_baseline_controls",NA,NA
"existing",NA,NA
"targets",NA,NA
".Random.seed",NA,NA
"processed_district_tracker_file",NA,NA
"fail_final_if_status",NA,NA
"boundaries_2020",NA,NA
"nss_2007_consumption",NA,NA
"nss_2007_education",NA,NA
"census_2001_languages",NA,NA
"nss_2017_education",NA,NA
"district_keys_2020",NA,NA
"district_keys_2007",NA,NA
"district_keys_2001",NA,NA
"district_keys_2017",NA,NA
"missingness_diagnostics",NA,NA
"diag_fuzzy_matching",NA,NA
"processed_district_panel_file",NA,NA
"diag_district_matching",NA,NA
"diag_multicollinearity",NA,NA
"overid_diagnostics",NA,NA
"diag_spatial_weights",NA,NA
"weak_iv_diagnostics",NA,NA
"map_plot_to_grob",NA,NA
"numeric_map_bins",NA,NA
"map_palette",NA,NA
"map_diagnostic_plot",NA,NA
"save_map_panel_formats",NA,NA
"build_tmap_map",NA,NA
"map_fill_values",NA,NA
"save_tmap_formats",NA,NA
"build_legacy_tmap",NA,NA
"cfg",NA,NA
"iv_formulas",NA,NA
"measures_2017",NA,NA
"linguistic_distance_iv",NA,NA
"selection_data",NA,NA
"district_join_map",NA,NA
"selection_model",NA,NA
"district_panel",NA,NA
"iv_models",NA,NA
"spatial_weights",NA,NA
"figures",NA,NA
"first_stage_tests",NA,NA
"diag_spatial_autocorrelation",NA,NA
"diag_ame_benchmark",NA,NA
"legacy_ame_longtable_tex",NA,NA
"figure_files",NA,NA
"legacy_ame_add_rows",NA,NA
"ame_results",NA,NA
"measures_2007",NA,NA
"tables",NA,NA
"report_values",NA,NA
"make_ilo_trends_figure",NA,NA
"compare_rook_queen_contiguity",NA,NA
"path_outputs",NA,NA
"compute_enrollment_share_2007",NA,NA
"legacy_ame_lookup",NA,NA
"build_fd_2sls_formula",NA,NA
"legacy_cut_label_number",NA,NA
