"target_unit_2001","n_source_districts","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","n_rural_people","n_urban_people","preferred_eligible","support_reason"
"pc2001__21__13",1,712,20,1450748.81,321.347900755225,598,114,TRUE,
"pc2001__21__14",1,481,16,937306.885,232.987502990786,365,116,TRUE,
"pc2001__21__15",1,539,16,940955.544999997,164.228637561081,415,124,TRUE,
"pc2001__21__16",1,589,16,953329.175000001,155.80944104037,455,134,TRUE,
"pc2001__21__17",1,717,20,1752841.77,357.220123964084,474,243,TRUE,
"pc2001__21__18",1,734,20,1471577.58,280.409358511028,604,130,TRUE,
"pc2001__21__19",1,942,24,3132751.95500001,390.000207141927,812,130,TRUE,
"pc2001__21__20",1,442,12,516473.124999999,195.802804192217,317,125,TRUE,
"pc2001__21__21",1,362,12,588289.539999999,127.203358795252,251,111,TRUE,
"pc2001__21__22",1,433,12,431629.894999999,159.269370862855,263,170,TRUE,
"pc2001__21__23",1,380,12,501017.249999999,139.214123133289,251,129,TRUE,
"pc2001__21__24",1,506,16,1373744.805,173.579722945436,371,135,TRUE,
"pc2001__21__25",1,422,12,527716.309999999,174.782655125285,282,140,TRUE,
"pc2001__21__26",1,718,20,1314427.395,280.317312986818,557,161,TRUE,
"pc2001__21__27",1,327,12,648880.465,161.40075800901,210,117,TRUE,
"pc2001__21__28",1,552,16,826179.875,158.144589432255,411,141,TRUE,
"pc2001__21__29",1,496,16,1081409.255,264.029667209471,367,129,TRUE,
"pc2001__21__30",1,350,12,442295.95,105.521084169404,241,109,TRUE,
"pc2001__22__01",1,436,12,500410.304999999,171.335324677698,299,137,TRUE,
"pc2001__22__02",1,774,24,2061356.94500001,260.883197474268,610,164,TRUE,
"pc2001__22__03",1,407,12,753326.370000002,108.605988326774,295,112,TRUE,
"pc2001__22__04",1,619,16,1334752.85,156.806419068333,476,143,TRUE,
"pc2001__22__05",1,539,16,868527.96,171.716237832388,275,264,TRUE,
"pc2001__22__06",1,598,16,1394557.21,136.0720786526,444,154,TRUE,
"pc2001__22__07",1,987,28,1959286.83,223.578981706283,549,438,TRUE,
"pc2001__22__08",1,396,12,654413.969999999,99.7728226278519,265,131,FALSE,"low_kish_effective_n"
"pc2001__22__09",1,638,16,1150001.42000001,121.041526095033,491,147,TRUE,
"pc2001__22__10",1,1323,32,3137748.08,498.56256133016,861,462,TRUE,
"pc2001__22__11",1,1196,31,3234787.97999999,383.790636567497,761,435,TRUE,
"pc2001__22__12",1,452,12,1055989.985,121.554641872322,307,145,TRUE,
"pc2001__22__13",1,510,12,859861.209999999,156.373837968885,357,153,TRUE,
"pc2001__22__14",1,453,12,691838.434999999,120.235531121451,308,145,TRUE,
"pc2001__22__15",1,634,16,1264019.925,161.89994218393,503,131,TRUE,
"pc2001__22__16",1,505,12,820015.579999999,97.0745016571584,338,167,FALSE,"low_kish_effective_n"
"pc2001__23__01",1,307,8,585206.920000001,72.9753952255883,150,157,FALSE,"low_kish_effective_n"
"pc2001__23__02",1,524,12,1642805.82,173.468169408312,344,180,TRUE,
"pc2001__23__03",1,521,12,1210849.705,134.631452946442,338,183,TRUE,
"pc2001__23__04",1,512,12,1788686.54,267.462669550862,194,318,TRUE,
"pc2001__23__05",1,338,8,624411.874999998,85.8607234599718,159,179,FALSE,"low_kish_effective_n"
"pc2001__23__06",1,476,12,1563486.565,120.685290925102,314,162,TRUE,
"pc2001__23__07",2,803,20,1983596.89,221.972639892615,497,306,TRUE,
"pc2001__23__08",1,480,12,1493650.97,134.490292946324,331,149,TRUE,
"pc2001__23__09",1,487,12,1523973.39,142.522919074916,298,189,TRUE,
"pc2001__23__10",1,478,12,724939.5,181.957259831622,313,165,TRUE,
"pc2001__23__11",1,639,16,2165835.415,264.037815539052,306,333,TRUE,
"pc2001__23__12",1,460,12,1262641.51,202.604014234099,304,156,TRUE,
"pc2001__23__13",1,641,16,1915782.36,181.120184696313,315,326,TRUE,
"pc2001__23__14",1,558,12,2275154.45500001,161.327313591448,382,176,TRUE,
"pc2001__23__15",1,302,8,523826.179999999,139.274476815635,153,149,TRUE,
"pc2001__23__16",2,584,16,1374842.795,159.698455526302,291,293,TRUE,
"pc2001__23__17",1,458,12,2293620.22,151.015954930498,327,131,TRUE,
"pc2001__23__18",1,328,8,633825.149999998,68.980162067504,167,161,FALSE,"low_kish_effective_n"
"pc2001__23__19",1,416,12,1206816.99,108.086627499003,294,122,TRUE,
"pc2001__23__20",1,620,15,1038220.57500001,160.220701712907,336,284,TRUE,
"pc2001__23__21",1,626,16,1834934.5,231.832422576774,369,257,TRUE,
"pc2001__23__22",1,499,12,1523415.95,146.086415018869,358,141,TRUE,
"pc2001__23__23",1,691,16,1476014.46,194.301775425064,384,307,TRUE,
"pc2001__23__24",1,553,12,1467443.785,111.860906834206,380,173,TRUE,
"pc2001__23__25",1,532,12,2463935.565,175.126229500137,363,169,TRUE,
"pc2001__23__26",1,937,24,3058565.555,143.856883779242,353,584,TRUE,
"pc2001__23__27",1,499,12,1561355.225,185.004675015005,372,127,TRUE,
"pc2001__23__28",1,519,12,985536.025000002,147.717697994621,360,159,TRUE,
"pc2001__23__29",1,525,12,1211236.68,189.797650248527,369,156,TRUE,
"pc2001__23__30",1,485,12,1569632.785,142.330104756913,355,130,TRUE,
"pc2001__23__31",1,509,12,1240685.33999999,185.301189604195,351,158,TRUE,
"pc2001__23__32",1,733,20,1496961.845,180.079661443901,172,561,TRUE,
"pc2001__23__33",1,576,12,1044825.575,185.669022948099,412,164,TRUE,
"pc2001__23__34",1,496,12,1072160.25,161.543156756697,348,148,TRUE,
"pc2001__23__35",1,496,12,1306560.8,235.68529304888,355,141,TRUE,
"pc2001__23__36",1,342,8,584616.635,165.002678620826,178,164,TRUE,
"pc2001__23__37",1,473,12,1038398.075,204.862815170288,319,154,TRUE,
"pc2001__23__38",1,462,12,1146470.47,103.044277463128,320,142,TRUE,
"pc2001__23__39",1,577,16,1853847.11,190.849094401248,318,259,TRUE,
"pc2001__23__40",1,445,12,858453.514999998,127.802772829901,310,135,TRUE,
"pc2001__23__41",1,266,8,881668.370000001,63.9189253310782,139,127,FALSE,"low_kish_effective_n"
"pc2001__23__42",1,422,12,1061133.015,170.645902194543,288,134,TRUE,
"pc2001__23__43",1,761,20,2630765.78499998,88.8490617556951,473,288,FALSE,"low_kish_effective_n"
"pc2001__23__44",1,448,12,1340980.94,174.593887399965,301,147,TRUE,
"pc2001__23__45",1,599,16,1620341.23,190.428587463017,458,141,TRUE,
"pc2001__24__01",1,439,12,1342610.09,189.153911230821,315,124,TRUE,
"pc2001__24__02",1,659,16,2481070.115,190.292962097066,500,159,TRUE,
"pc2001__24__03",1,475,12,1110322.3,158.877400401462,332,143,TRUE,
"pc2001__24__04",1,454,12,1636029.94,208.63576399426,324,130,TRUE,
"pc2001__24__05",1,555,16,1733443.71,107.841930962869,435,120,TRUE,
"pc2001__24__06",1,482,12,2142229.21,150.76314719895,351,131,TRUE,
"pc2001__24__07",1,1741,48,6951661.81500004,816.860263281108,335,1406,TRUE,
"pc2001__24__08",1,478,12,1957045.69,160.98980785392,348,130,TRUE,
"pc2001__24__09",1,1035,28,2701926.18499999,412.536967584477,316,719,TRUE,
"pc2001__24__10",1,760,20,1644730.85,284.132867591563,317,443,TRUE,
"pc2001__24__11",1,273,8,591212.8,144.09021217671,123,150,TRUE,
"pc2001__24__12",1,763,20,2212697.25,326.752270369699,491,272,TRUE,
"pc2001__24__13",1,458,12,1410032.16,156.785704514406,331,127,TRUE,
"pc2001__24__14",1,770,20,2424319.625,309.776058823069,339,431,TRUE,
"pc2001__24__15",1,564,16,1649355.26,144.589914794061,295,269,TRUE,
"pc2001__24__16",1,436,12,1537474.82,110.786469017956,311,125,TRUE,
"pc2001__24__17",1,688,16,2379581.28,141.736293446391,530,158,TRUE,
"pc2001__24__18",1,465,12,1173435.71,87.1256384217623,323,142,FALSE,"low_kish_effective_n"
"pc2001__24__19",1,1242,32,4278307.56,409.05302210641,550,692,TRUE,
"pc2001__24__20",1,469,12,613051.825,118.443000075666,344,125,TRUE,
"pc2001__24__21",1,433,12,1604641.885,173.495703250665,283,150,TRUE,
"pc2001__24__22",1,1493,44,6310458.20000002,369.300793543928,442,1051,TRUE,
"pc2001__24__23",1,194,4,241044.785,62.7528012131733,194,0,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__24__24",1,406,12,1198041.76,161.429996376161,278,128,TRUE,
"pc2001__24__25",1,430,12,1187567.18,150.692984811641,280,150,TRUE,
"pc2001__25__01",1,144,4,37265.635,102.015944939096,0,144,FALSE,"too_few_psus"
"pc2001__25__02",1,433,12,146987.37,190.887932164464,289,144,TRUE,
"pc2001__26__01",1,930,24,254024.465,323.968558347081,523,407,TRUE,
"pc2001__27__01",1,580,16,1155240.125,158.472684944813,418,162,TRUE,
"pc2001__27__02",1,729,20,1594716.44,159.041810508025,464,265,TRUE,
"pc2001__27__03",1,1401,36,3577580.69000001,370.313203161109,938,463,TRUE,
"pc2001__27__04",1,958,24,2563724.12000002,217.326277540672,635,323,TRUE,
"pc2001__27__05",1,601,16,1144252.115,164.903356340724,313,288,TRUE,
"pc2001__27__06",1,480,12,1127177.095,124.849848632227,320,160,TRUE,
"pc2001__27__07",1,1049,28,2422974.925,306.206487894924,598,451,TRUE,
"pc2001__27__08",1,519,16,1051778.52,129.710856390218,268,251,TRUE,
"pc2001__27__09",1,1504,44,3780842.155,646.518246554417,426,1078,TRUE,
"pc2001__27__10",1,402,12,1170918.415,138.600271659157,282,120,TRUE,
"pc2001__27__11",1,560,16,1243089.32,277.612533905986,423,137,TRUE,
"pc2001__27__12",1,399,12,951513.239999998,94.4489471698947,284,115,FALSE,"low_kish_effective_n"
"pc2001__27__13",1,611,20,1997978.295,112.051130205508,369,242,TRUE,
"pc2001__27__14",1,1053,28,2472539.17,263.691197107986,757,296,TRUE,
"pc2001__27__15",1,1130,28,2684583.33500001,420.398886795576,821,309,TRUE,
"pc2001__27__16",1,457,12,970969.484999998,129.638978301363,317,140,TRUE,
"pc2001__27__17",1,704,16,1627194.2,154.49417945768,328,376,TRUE,
"pc2001__27__18",1,716,20,1409027.03,124.932866057561,403,313,TRUE,
"pc2001__27__19",1,1091,28,3948081.71999999,358.931586773543,638,453,TRUE,
"pc2001__27__20",1,1896,48,3749597.07999999,733.945221250201,957,939,TRUE,
"pc2001__27__21",1,2961,92,9617089.215,1374.30019732366,777,2184,TRUE,
"pc2001__27__22",1,2825,98,10104604.7949999,1553.31408022425,0,2825,TRUE,
"pc2001__27__24",1,723,24,2056884.58,295.923968987049,497,226,TRUE,
"pc2001__27__25",1,2423,76,7607435.73999995,896.99733770594,906,1517,TRUE,
"pc2001__27__26",1,1293,36,4059200.37000001,415.55201172573,864,429,TRUE,
"pc2001__27__27",1,899,24,2070369.60499999,198.53872024524,573,326,TRUE,
"pc2001__27__28",1,995,24,2299012.24500001,324.537322327009,680,315,TRUE,
"pc2001__27__29",1,655,16,1369794.855,231.195963892637,494,161,TRUE,
"pc2001__27__30",1,1483,40,3648241.05499998,512.296781192021,905,578,TRUE,
"pc2001__27__31",1,947,28,2790200.57,317.655790348821,662,285,TRUE,
"pc2001__27__32",1,627,20,1367085.115,176.19849886933,497,130,TRUE,
"pc2001__27__33",1,390,12,819452.189999999,132.97305557278,268,122,TRUE,
"pc2001__27__34",1,1347,36,3389783.67500001,469.902018286578,900,447,TRUE,
"pc2001__27__35",1,1067,28,2519230.365,388.513134063949,733,334,TRUE,
"pc2001__28__01",1,955,28,1858434.72,232.766908585626,562,393,TRUE,
"pc2001__28__02",1,811,24,2181118.695,196.969745706265,521,290,TRUE,
"pc2001__28__03",1,1080,36,3222099.855,333.950180572527,729,351,TRUE,
"pc2001__28__04",1,944,28,2458720.57,248.790315099098,683,261,TRUE,
"pc2001__28__05",1,2040,64,3674509.28000002,993.597717746393,0,2040,TRUE,
"pc2001__28__06",1,1583,52,4435059.17500002,709.540770608532,628,955,TRUE,
"pc2001__28__07",1,1170,36,3398230.84000001,229.941247944789,935,235,TRUE,
"pc2001__28__08",1,925,32,2775300.54999999,185.199169178052,702,223,TRUE,
"pc2001__28__09",1,1108,36,3347862.71000001,335.67117826376,711,397,TRUE,
"pc2001__28__10",1,743,28,2299924.95,223.230743750311,528,215,TRUE,
"pc2001__28__11",1,827,28,2809498.325,171.452153528155,625,202,TRUE,
"pc2001__28__12",1,701,24,2005596.55,271.226274288925,463,238,TRUE,
"pc2001__28__13",1,1397,48,3969015.795,598.043796610068,583,814,TRUE,
"pc2001__28__14",1,1380,48,4729850.71500001,360.094133780332,810,570,TRUE,
"pc2001__28__15",1,1091,40,3771739.04999999,283.470781215984,790,301,TRUE,
"pc2001__28__16",1,1209,44,4295205.11,277.689663951867,651,558,TRUE,
"pc2001__28__17",1,1343,48,4302051.55000002,462.191825452324,785,558,TRUE,
"pc2001__28__18",1,911,32,3364253.45500001,300.219027161126,676,235,TRUE,
"pc2001__28__19",1,883,32,2343245.86,325.331471049702,572,311,TRUE,
"pc2001__28__20",1,1010,32,2360910.92500001,322.698851904943,623,387,TRUE,
"pc2001__28__21",1,1412,39,3427915.81,375.291108141209,868,544,TRUE,
"pc2001__28__22",1,1293,40,3909893.32499999,344.219523258726,801,492,TRUE,
"pc2001__28__23",1,1366,44,3518585.16,409.533062559619,881,485,TRUE,
"pc2001__29__01",1,771,24,3071631.26499999,139.304894801709,438,333,TRUE,
"pc2001__29__02",1,633,16,1621361.77,121.978997667312,339,294,TRUE,
"pc2001__29__03",1,703,20,1307116.68,164.913643950171,458,245,TRUE,
"pc2001__29__04",1,965,24,3197842.91499998,245.945829016563,571,394,TRUE,
"pc2001__29__05",1,629,16,1403507.195,168.871063885341,331,298,TRUE,
"pc2001__29__06",1,599,16,1838591.795,133.670327932551,332,267,TRUE,
"pc2001__29__07",1,454,12,1023807.055,117.798008578555,322,132,TRUE,
"pc2001__29__08",1,541,16,731971.600000005,142.965522916738,290,251,TRUE,
"pc2001__29__09",1,725,20,1584206.085,307.687753550058,309,416,TRUE,
"pc2001__29__10",1,517,16,1537438.255,100.033521201987,282,235,TRUE,
"pc2001__29__11",1,488,12,1398658.095,134.204055626302,332,156,TRUE,
"pc2001__29__12",1,869,24,1685652.805,259.832872731016,449,420,TRUE,
"pc2001__29__13",1,407,12,1172393.375,117.166947959424,302,105,TRUE,
"pc2001__29__14",1,549,16,1820130.87,181.892837236227,289,260,TRUE,
"pc2001__29__15",1,582,16,1603110.625,184.550483873516,334,248,TRUE,
"pc2001__29__16",1,435,12,957614.915000001,147.875111458886,302,133,TRUE,
"pc2001__29__17",1,310,11,750936.610000001,82.2430202510427,207,103,FALSE,"low_kish_effective_n"
"pc2001__29__18",1,716,20,2211228.32999999,137.032442276968,457,259,TRUE,
"pc2001__29__19",1,743,20,2576171.075,265.736090271568,454,289,TRUE,
"pc2001__29__20",1,1953,64,8684171.77000005,598.853489595681,257,1696,TRUE,
"pc2001__29__21",1,670,20,1632108.51,260.953119902883,434,236,TRUE,
"pc2001__29__22",1,518,16,1667715.875,199.576747928507,413,105,TRUE,
"pc2001__29__23",1,706,19,1841128.37,160.423325000594,464,242,TRUE,
"pc2001__29__24",1,618,20,1437004.115,203.131766890148,293,325,TRUE,
"pc2001__29__25",1,353,12,452223.42,99.4633269424703,242,111,FALSE,"low_kish_effective_n"
"pc2001__29__26",1,822,24,2619559.86,238.312112548159,441,381,TRUE,
"pc2001__29__27",1,398,12,804571.895000001,94.7683739177433,270,128,FALSE,"low_kish_effective_n"
"pc2001__30__01",1,998,28,637128.09,336.633349523628,472,526,TRUE,
"pc2001__30__02",1,909,28,816599.835,90.208580855537,266,643,FALSE,"low_kish_effective_n"
"pc2001__31__01",1,987,23,50656.1049999999,461.993116173815,269,718,TRUE,
"pc2001__32__01",1,864,24,1037932.1,442.513149904274,582,282,TRUE,
"pc2001__32__02",1,1671,48,1989672.63000001,827.652369184578,560,1111,TRUE,
"pc2001__32__03",1,502,16,758539.339999998,203.028356928195,362,140,TRUE,
"pc2001__32__04",1,1943,55,2815139.42000003,968.11596607564,784,1159,TRUE,
"pc2001__32__05",1,1795,48,3460359.645,840.049962723368,1320,475,TRUE,
"pc2001__32__06",1,1487,44,2557430.875,757.739408875103,1111,376,TRUE,
"pc2001__32__07",1,1709,56,2766075.375,911.669736386857,993,716,TRUE,
"pc2001__32__08",1,1667,55,3234321.13,956.488303473291,693,974,TRUE,
"pc2001__32__09",1,587,20,1219369.385,204.883526286026,479,108,TRUE,
"pc2001__32__10",1,1015,32,1878826.875,579.217382948198,779,236,TRUE,
"pc2001__32__11",1,1148,36,2039720.55,629.852199382852,640,508,TRUE,
"pc2001__32__12",1,700,24,1162094.785,324.600360997214,477,223,TRUE,
"pc2001__32__13",1,1187,40,2254547.695,662.458923014498,835,352,TRUE,
"pc2001__32__14",1,1786,60,3406969.87999998,1025.04345770901,958,828,TRUE,
"pc2001__33__01",1,1084,36,3153417.07000003,429.18041446011,484,600,TRUE,
"pc2001__33__02",1,1304,44,4322898.98000005,696.917703776067,0,1304,TRUE,
"pc2001__33__03",1,1195,40,4076816.44500001,524.332679132974,519,676,TRUE,
"pc2001__33__04",1,1222,40,3200049.18000003,477.514667277506,581,641,TRUE,
"pc2001__33__05",2,1152,36,2817059.38,443.69260585582,928,224,TRUE,
"pc2001__33__06",1,822,28,1974492.545,237.175961993302,597,225,TRUE,
"pc2001__33__07",1,882,28,2913381.985,283.16895472955,642,240,TRUE,
"pc2001__33__08",1,1168,40,3099669.71499999,521.344057650019,595,573,TRUE,
"pc2001__33__09",1,483,20,1368993.21,221.713133246537,298,185,TRUE,
"pc2001__33__10",1,887,36,2749436.89999999,338.342833717396,406,481,TRUE,
"pc2001__33__11",1,480,16,712978.255,172.266092664122,245,235,TRUE,
"pc2001__33__12",1,1345,55,4857306.04999997,586.337193741519,396,949,TRUE,
"pc2001__33__13",1,782,28,1733414.35,232.034231542542,448,334,TRUE,
"pc2001__33__14",1,451,16,975083,163.62558675557,226,225,TRUE,
"pc2001__33__15",1,929,32,2125859.09000001,393.79363031248,478,451,TRUE,
"pc2001__33__16",1,333,12,413550.54,96.2917041805934,224,109,FALSE,"low_kish_effective_n"
"pc2001__33__17",1,344,12,726330.164999999,84.2093266812547,222,122,FALSE,"low_kish_effective_n"
"pc2001__33__18",1,933,32,2340275.845,296.109011790646,605,328,TRUE,
"pc2001__33__19",1,566,20,1395832.92000001,163.197267039955,351,215,TRUE,
"pc2001__33__20",1,461,16,1098970.225,165.405973705177,357,104,TRUE,
"pc2001__33__21",1,787,28,2123672.33,313.212876419177,468,319,TRUE,
"pc2001__33__22",1,613,20,1420895.76,261.625821213027,505,108,TRUE,
"pc2001__33__23",1,573,20,1208355.205,152.158268341546,351,222,TRUE,
"pc2001__33__24",1,950,32,2790250.595,382.6091735227,366,584,TRUE,
"pc2001__33__25",1,469,16,1202135.355,165.859976045004,250,219,TRUE,
"pc2001__33__26",1,642,23,1593749.2,317.902478974304,305,337,TRUE,
"pc2001__33__27",1,610,20,1079010.765,176.156375494984,350,260,TRUE,
"pc2001__33__28",1,729,24,1788550.3,303.171113776233,361,368,TRUE,
"pc2001__33__29",1,1068,36,2635020.07000001,404.531452418268,498,570,TRUE,
"pc2001__33__30",1,709,24,1376807.285,308.385169281596,241,468,TRUE,
"pc2001__34__01",1,114,4,30422,54.0626017016465,0,114,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__34__02",1,1603,52,788550.725000003,752.500082746126,428,1175,TRUE,
"pc2001__34__03",1,182,4,35231.625,131.317590960196,0,182,FALSE,"too_few_psus"
"pc2001__34__04",1,354,12,163774.385,164.081740404564,119,235,TRUE,
"pc2001__35__01",2,1882,64,299784.600000001,1048.06046080287,857,1025,TRUE,
"pc2001__35__02",1,213,6,31436.24,86.1555804714738,213,0,FALSE,"low_kish_effective_n"
