"source_district_code","target_unit_2001","lineage_status","n_sample_people","n_fsu","sum_person_weight","kish_effective_n"
"19409","pc2001__19__09","resolved_reviewed_primary",2486,77,6562173.30749998,632.214991410786
"19412","pc2001__19__12","resolved_reviewed_primary",1662,54,5737874.57124999,651.645980284078
"19415","pc2001__19__16","resolved_reviewed_deterministic",1613,52,3985283.27750001,556.16971118338
"19513","pc2001__19__13","resolved_reviewed_deterministic",759,21,2558373.97375001,457.392392075721
"19514","pc2001__19__14","resolved_reviewed_deterministic",946,27,2874552.98125,492.793289559111
"19518","pc2001__19__15","resolved_reviewed_primary",1441,44,5730365.37875,643.714073856511
"19519","pc2001__19__15","resolved_reviewed_primary",1074,36,4081581.895,473.148935711975
"20101","pc2001__20__01","resolved_reviewed_deterministic",399,12,1077111.72125,159.117384200966
"20111","pc2001__20__15","resolved_reviewed_deterministic",221,6,498405.13125,97.5575897026282
"20112","pc2001__20__18","resolved_reviewed_deterministic",1185,37,1697916.15625,606.246822613403
"20113","pc2001__20__02","resolved_reviewed_deterministic",503,16,1531507.4825,252.716290683293
"20114","pc2001__20__02","resolved_reviewed_deterministic",143,5,485758.78,59.1620031618363
"20119","pc2001__20__14","resolved_reviewed_deterministic",1178,33,2426503.25375001,552.700499804449
"20120","pc2001__20__14","resolved_reviewed_deterministic",143,4,399975.0975,55.0914882705568
"20121","pc2001__20__16","resolved_reviewed_deterministic",384,9,1152214.0425,160.168175658932
"20122","pc2001__20__16","resolved_reviewed_deterministic",212,6,532365.852500001,86.9907115577464
"20123","pc2001__20__17","resolved_reviewed_deterministic",612,18,1591823.90375001,308.512221801974
"20124","pc2001__20__17","resolved_reviewed_deterministic",178,5,529415.878750001,89.9738817166585
"20202","pc2001__20__03","resolved_reviewed_deterministic",482,13,1267053.29625,234.649369323553
"20203","pc2001__20__05","resolved_reviewed_deterministic",114,3,248401.775,81.2363029558492
"20204","pc2001__20__06","resolved_reviewed_deterministic",600,15,1536174.78875,198.848039028341
"20205","pc2001__20__07","resolved_reviewed_deterministic",568,14,1390339.62125,193.73669733217
"20206","pc2001__20__08","resolved_reviewed_deterministic",391,9,1117596.335,151.543941382029
"20207","pc2001__20__09","resolved_reviewed_deterministic",347,8,810310.25875,98.4817200936983
"20208","pc2001__20__10","resolved_reviewed_deterministic",640,16,1687170.90625001,198.788913536756
"20209","pc2001__20__12","resolved_reviewed_deterministic",1241,33,2198786.82625001,416.172390356291
"20210","pc2001__20__13","resolved_reviewed_deterministic",1228,34,1667088.81625,436.069537186223
"20215","pc2001__20__04","resolved_reviewed_deterministic",624,17,1208536.72875,284.287096849871
"20216","pc2001__20__04","resolved_reviewed_deterministic",368,10,932664.43625,189.96848862707
"20217","pc2001__20__11","resolved_reviewed_deterministic",527,13,1703012.86125001,202.626327143005
"20218","pc2001__20__11","resolved_reviewed_deterministic",287,7,842414.242500001,107.760118161479
"21108","pc2001__21__08","resolved_reviewed_primary",766,28,1724267.7575,447.06716679129
"21109","pc2001__21__09","resolved_reviewed_deterministic",682,22,1552938.67250001,339.808287195139
"21110","pc2001__21__10","resolved_reviewed_primary",498,16,1258419.315,291.591207824518
"21111",,"unresolved_source_district",438,13,998722.29125,267.435470615648
"21112","pc2001__21__12","resolved_reviewed_primary",850,28,2043784.5525,456.293241658375
"21113","pc2001__21__13","resolved_reviewed_primary",727,23,1779454.67625001,421.154022914866
"21116","pc2001__21__16","resolved_reviewed_primary",283,8,606053.566249999,127.148353756995
"21117","pc2001__21__17","resolved_reviewed_deterministic",896,29,1676999.66,531.250005958259
"21118","pc2001__21__18","resolved_reviewed_deterministic",626,17,1522816.67375,361.610918530373
"21219","pc2001__21__19","resolved_reviewed_deterministic",1566,49,3290635.35124999,631.978877764994
"21220","pc2001__21__20","resolved_reviewed_deterministic",231,7,521323.97625,90.8647445733928
"21221","pc2001__21__21","resolved_reviewed_primary",315,9,785957.226250002,88.7157684810789
"21222","pc2001__21__22","resolved_reviewed_deterministic",174,5,528453.405,105.322838816178
"21223","pc2001__21__23","resolved_reviewed_primary",251,8,607469.21875,93.0822279800277
"21224","pc2001__21__24","resolved_reviewed_deterministic",577,19,1341751.00375,266.941605427563
"21225","pc2001__21__25","resolved_reviewed_deterministic",209,6,607996.904999999,84.7801541908609
"21226","pc2001__21__26","resolved_reviewed_deterministic",429,13,1225746.94625,207.928394872707
"21227","pc2001__21__27","resolved_reviewed_primary",459,13,1025074.25625,151.705761468123
"21228","pc2001__21__28","resolved_reviewed_deterministic",698,19,1528537.46125,194.214274376575
"21229","pc2001__21__29","resolved_reviewed_deterministic",504,15,1159655.39625,186.949730130532
"21230","pc2001__21__30","resolved_reviewed_deterministic",204,5,464852.973749999,44.4671312022963
"21301","pc2001__21__01","resolved_reviewed_primary",578,17,1312757.5725,273.461840691448
"21302","pc2001__21__02","resolved_reviewed_deterministic",212,7,399788.84125,99.2010706940755
"21303","pc2001__21__03","resolved_reviewed_deterministic",316,10,812988.057499999,220.012365395265
"21304","pc2001__21__04","resolved_reviewed_primary",162,5,497099.17125,90.4767900376675
"21305","pc2001__21__05","resolved_reviewed_primary",913,30,1823049.11374999,416.627530911766
"21306","pc2001__21__06","resolved_reviewed_primary",473,15,1142964.3175,216.265311502955
"21307","pc2001__21__07","resolved_reviewed_deterministic",1084,35,2911636.95374999,461.833038210679
"21314","pc2001__21__14","resolved_reviewed_deterministic",396,13,997645.464999998,215.867140667462
"21315","pc2001__21__15","resolved_reviewed_primary",369,12,912895.05875,216.624987144019
"22101","pc2001__22__01","resolved_reviewed_primary",245,7,655050.586249998,91.5527385989057
"22102","pc2001__22__02","resolved_reviewed_primary",264,7,640273.13125,124.313636701682
"22126","pc2001__22__02","resolved_reviewed_primary",391,10,1069091.685,201.444099001092
"22127","pc2001__22__02","resolved_reviewed_primary",284,8,744178.168750001,151.022434995886
"22203","pc2001__22__03","resolved_reviewed_deterministic",465,13,1689773.2325,292.106884523135
"22204","pc2001__22__04","resolved_reviewed_primary",601,18,1467548.17875,265.607220459874
"22205","pc2001__22__05","resolved_reviewed_deterministic",614,18,1213732.71,282.831963100273
"22206","pc2001__22__06","resolved_reviewed_primary",817,23,1915775.59,313.421422908732
"22207","pc2001__22__07","resolved_reviewed_deterministic",676,19,1479004.92625,253.479780480952
"22208","pc2001__22__08","resolved_reviewed_primary",342,9,710805.103750001,162.182896233153
"22209","pc2001__22__09","resolved_reviewed_primary",736,19,1590305.7125,375.24364458891
"22210","pc2001__22__10","resolved_reviewed_deterministic",834,23,1364396.6875,460.318542868744
"22211","pc2001__22__11","resolved_reviewed_deterministic",870,24,1902286.78375,417.952566383417
"22212","pc2001__22__12","resolved_reviewed_deterministic",358,9,953193.575,199.470276797684
"22213","pc2001__22__13","resolved_reviewed_deterministic",226,6,627522.699999999,123.126050385095
"22219","pc2001__22__11","resolved_reviewed_deterministic",191,5,493806.9575,101.656224322774
"22220","pc2001__22__11","resolved_reviewed_deterministic",209,5,560785.116249999,89.2402482523069
"22223","pc2001__22__10","resolved_reviewed_deterministic",354,9,999392.858749999,195.833627991099
"22224","pc2001__22__10","resolved_reviewed_deterministic",303,9,738732.690000001,179.296302697086
"22225","pc2001__22__07","resolved_reviewed_deterministic",289,7,735671.45125,107.39113742806
"22314","pc2001__22__14","resolved_reviewed_primary",365,10,949026.872500001,193.208541223832
"22315","pc2001__22__15","resolved_reviewed_deterministic",331,10,819894.9275,109.252306590979
"22316",,"unresolved_source_district",44,1,97637.08,16.9501376500178
"22317","pc2001__22__16","resolved_reviewed_primary",64,2,119473.1825,15.1522903104712
"22318","pc2001__22__16","resolved_reviewed_deterministic",126,3,412257.898749999,33.0856904755903
"22321","pc2001__22__15","resolved_reviewed_deterministic",117,3,224611.32375,46.0345306267287
"22322","pc2001__22__16","resolved_reviewed_primary",137,3,392039.57625,50.1839106350526
"23107","pc2001__23__08","resolved_reviewed_primary",319,9,1273681.125,126.357997787298
"23108","pc2001__23__09","resolved_reviewed_deterministic",434,12,1373728.1875,159.313095814496
"23109","pc2001__23__10","resolved_reviewed_deterministic",172,4,547704.122500001,68.1630403157092
"23112","pc2001__23__13","resolved_reviewed_primary",684,19,1888121.06375001,308.327053627782
"23113","pc2001__23__14","resolved_reviewed_primary",574,17,1583320.1425,286.992691925634
"23114","pc2001__23__15","resolved_reviewed_deterministic",87,2,240858.2725,32.717557873034
"23143","pc2001__23__16","resolved_reviewed_deterministic",269,7,751663.391250001,99.1131932248499
"23144","pc2001__23__16","resolved_reviewed_deterministic",427,12,1522899.10624999,171.188978505706
"23145","pc2001__23__17","resolved_reviewed_deterministic",329,9,1008124.98375,149.408502683841
"23146","pc2001__23__17","resolved_reviewed_primary",452,13,1722355.32375,105.06048760085
"23210","pc2001__23__11","resolved_reviewed_deterministic",608,17,2009855.83875,227.378602036135
"23211","pc2001__23__12","resolved_reviewed_deterministic",376,11,1210393.87125,129.745361760267
"23226","pc2001__23__31","resolved_reviewed_deterministic",406,11,1509837.5075,189.134370211653
"23227","pc2001__23__32","resolved_reviewed_deterministic",878,27,1992197.0575,375.730743472009
"23228","pc2001__23__33","resolved_reviewed_deterministic",269,7,929850.96,156.585646316937
"23229","pc2001__23__34","resolved_reviewed_deterministic",495,15,1731112.4475,183.310329486998
"23315","pc2001__23__18","resolved_reviewed_deterministic",357,10,1073551.14,138.657318790643
"23316","pc2001__23__19","resolved_reviewed_deterministic",338,9,640546.239999999,95.5259782377813
"23317","pc2001__23__20","resolved_reviewed_deterministic",357,9,1042668.695,139.039753972418
"23318","pc2001__23__21","resolved_reviewed_deterministic",985,25,2305080.43749999,366.165637031102
"23319","pc2001__23__22","resolved_reviewed_primary",447,11,1387206.49875,210.742501647743
"23320","pc2001__23__23","resolved_reviewed_deterministic",316,8,805083.0925,135.489916281618
"23321","pc2001__23__25","resolved_reviewed_deterministic",624,17,1775998.62,272.132384445288
"23322","pc2001__23__26","resolved_reviewed_deterministic",1212,35,2588525.81625,363.673771979061
"23325","pc2001__23__30","resolved_reviewed_deterministic",687,17,1798784.21375001,219.957514514829
"23347","pc2001__23__24","resolved_reviewed_deterministic",176,5,724537.80875,42.9837726266308
"23348","pc2001__23__24","resolved_reviewed_deterministic",202,6,673885.53625,103.87033721651
"23433","pc2001__23__38","resolved_reviewed_deterministic",120,3,400543.92125,45.2167076929115
"23434","pc2001__23__39","resolved_reviewed_deterministic",693,19,1104470.12125,257.612031323813
"23435","pc2001__23__40","resolved_reviewed_primary",190,6,848404.038750002,94.893071745088
"23436","pc2001__23__41","resolved_reviewed_deterministic",179,5,669719.095,62.1644327820789
"23437","pc2001__23__42","resolved_reviewed_deterministic",279,8,1090696.03625,88.4161776768488
"23438","pc2001__23__43","resolved_reviewed_deterministic",608,16,2385629.42875,258.946832952042
"23439","pc2001__23__44","resolved_reviewed_deterministic",578,15,2173593.68000001,255.049399062812
"23440","pc2001__23__45","resolved_reviewed_deterministic",596,16,2359800.9625,326.151710275136
"23523","pc2001__23__27","resolved_reviewed_primary",363,10,1145414.08375,140.461589684624
"23524","pc2001__23__28","resolved_reviewed_deterministic",404,10,970286.77,104.087859943988
"23530","pc2001__23__35","resolved_reviewed_deterministic",514,15,1542213.83625001,191.407016353808
"23531","pc2001__23__36","resolved_reviewed_deterministic",150,4,675025.85,74.152595381137
"23532","pc2001__23__37","resolved_reviewed_primary",308,9,945869.106249999,149.428626942801
"23549","pc2001__23__29","resolved_reviewed_primary",408,10,1323825.19125,107.316266249139
"23550","pc2001__23__29","resolved_reviewed_deterministic",179,5,523937.4475,69.8636086667173
"23601","pc2001__23__01","resolved_reviewed_deterministic",193,6,660476.78875,102.191866142321
"23602","pc2001__23__02","resolved_reviewed_deterministic",926,22,3235186.69999999,485.139830679891
"23603","pc2001__23__03","resolved_reviewed_deterministic",429,11,1287159.63,233.310838699922
"23604","pc2001__23__04","resolved_reviewed_deterministic",890,24,1838003.85750001,380.338930632412
"23605",,"unresolved_source_district",187,5,599142.695000001,107.941650434031
"23606","pc2001__23__06","resolved_reviewed_primary",442,12,1344174.51875,167.174789504833
"23641","pc2001__23__07","resolved_reviewed_deterministic",93,3,351899.145,43.2933462625834
"23642","pc2001__23__07","resolved_reviewed_deterministic",180,5,750216.4775,50.9067928930416
"24117","pc2001__24__17","resolved_reviewed_deterministic",760,18,2650051.86875,305.996231933776
"24118","pc2001__24__18","resolved_reviewed_deterministic",835,18,3164767.91249999,325.589876497145
"24119","pc2001__24__19","resolved_reviewed_primary",1001,27,2845668.88999999,553.224416982821
"24120","pc2001__24__20","resolved_reviewed_deterministic",85,2,363963.155,47.1200066322372
"24121","pc2001__24__21","resolved_reviewed_deterministic",481,13,1973500.375,189.786929834494
"24123","pc2001__24__24","resolved_reviewed_deterministic",173,5,788066.162500001,88.4772946588717
"24124","pc2001__24__25","resolved_reviewed_deterministic",649,19,2291019.68125,255.889949663382
"24125","pc2001__24__22","resolved_reviewed_deterministic",1712,47,6192775.55500004,736.810629843348
"24126","pc2001__24__22","resolved_reviewed_deterministic",85,2,365251.32625,28.5192665150363
"24204","pc2001__24__04","resolved_reviewed_deterministic",584,17,1892877.305,297.642152306361
"24205","pc2001__24__05","resolved_reviewed_primary",532,15,2106574.89375,277.50622010293
"24206","pc2001__24__06","resolved_reviewed_deterministic",335,10,766027.43875,138.892268586833
"24207","pc2001__24__07","resolved_reviewed_deterministic",2093,65,4551140.99625001,931.584745856859
"24215","pc2001__24__15","resolved_reviewed_deterministic",493,14,1723715.39,172.673535368896
"24216","pc2001__24__16","resolved_reviewed_deterministic",505,14,1721738.19125,228.104526669903
"24302","pc2001__24__02","resolved_reviewed_primary",890,21,2691107.67375,311.010183850388
"24303","pc2001__24__03","resolved_reviewed_deterministic",450,11,1332672.76125,169.012671693698
"24401","pc2001__24__01","resolved_reviewed_deterministic",455,15,1533325.97,246.344368691124
"24508","pc2001__24__08","resolved_reviewed_deterministic",332,11,825929.411250001,129.040334291414
"24509","pc2001__24__09","resolved_reviewed_deterministic",897,24,3367605.13249999,461.895617397512
"24510","pc2001__24__10","resolved_reviewed_primary",697,17,1936452.74250001,224.399137336866
"24511","pc2001__24__11","resolved_reviewed_deterministic",44,1,45840.84125,18.6923651607718
"24512","pc2001__24__12","resolved_reviewed_primary",411,10,1862625.6275,173.54566604976
"24513","pc2001__24__13","resolved_reviewed_deterministic",460,12,1381958.05250001,189.743335305303
"24514","pc2001__24__14","resolved_reviewed_deterministic",1010,29,3393637.93125,348.02766910002
"25101","pc2001__25__01","resolved_reviewed_deterministic",75,2,11352.84375,23.145955783547
"25102","pc2001__25__02","resolved_reviewed_deterministic",404,14,284328.5275,138.165245276533
"26101","pc2001__26__01","resolved_reviewed_deterministic",708,24,346576.191249999,246.828237471645
"27121","pc2001__27__21","resolved_reviewed_primary",3617,112,9716340.38250005,1620.23342482488
"27122","pc2001__27__22","resolved_reviewed_deterministic",3896,132,9259857.14124988,2683.25460389265
"27124","pc2001__27__24","resolved_reviewed_deterministic",743,24,2486946.51999999,429.130524480997
"27132","pc2001__27__32","resolved_reviewed_deterministic",659,21,2079336.72625,400.44394028604
"27133","pc2001__27__33","resolved_reviewed_deterministic",82,3,327263.03625,56.2409813186399
"27225","pc2001__27__25","resolved_reviewed_deterministic",2724,89,8482751.76250002,1377.21766370699
"27226","pc2001__27__26","resolved_reviewed_primary",1218,35,4026216.18874998,599.802221399584
"27230","pc2001__27__30","resolved_reviewed_primary",1512,41,4465464.64000003,759.891021672796
"27231","pc2001__27__31","resolved_reviewed_deterministic",822,26,2288449.54,278.078508967382
"27234","pc2001__27__34","resolved_reviewed_deterministic",1005,31,3018423.32750001,499.594196975194
"27235","pc2001__27__35","resolved_reviewed_deterministic",605,18,2460856.07499999,257.257979117159
"27301","pc2001__27__01","resolved_reviewed_deterministic",588,17,1585668.69,225.460496153286
"27302","pc2001__27__02","resolved_reviewed_deterministic",462,13,1321268.77125,196.970334058931
"27303","pc2001__27__03","resolved_reviewed_primary",1344,38,3927525.15750001,672.033970008728
"27320","pc2001__27__20","resolved_reviewed_deterministic",2134,60,4765776.43875,1086.23611719605
"27415","pc2001__27__15","resolved_reviewed_deterministic",768,21,2210950.4275,469.486077522848
"27416","pc2001__27__16","resolved_reviewed_deterministic",429,10,1158715.94,260.675211825241
"27417","pc2001__27__17","resolved_reviewed_deterministic",457,12,1114658.45125,322.725302845589
"27418","pc2001__27__18","resolved_reviewed_deterministic",423,12,1273436.6625,229.333886681343
"27419",,"unresolved_source_district",1265,35,4024193.77875001,648.472540522715
"27427","pc2001__27__27","resolved_reviewed_deterministic",816,23,2400578.515,396.769696692776
"27428","pc2001__27__28","resolved_reviewed_primary",723,21,2210964.41625,461.025408843155
"27429","pc2001__27__29","resolved_reviewed_primary",630,18,2144256.395,308.658211430191
"27504","pc2001__27__04","resolved_reviewed_deterministic",563,17,2140736.62,342.577314292798
"27505","pc2001__27__05","resolved_reviewed_deterministic",597,18,1626148.52375001,327.931000009399
"27506","pc2001__27__06","resolved_reviewed_deterministic",255,7,1028001.9525,146.547197900709
"27507","pc2001__27__07","resolved_reviewed_deterministic",719,22,2186645.85125,351.004150480214
"27508","pc2001__27__08","resolved_reviewed_deterministic",371,12,1313467.99875,241.348716709606
"27509","pc2001__27__09","resolved_reviewed_deterministic",1413,45,3830555.40124999,865.458020535763
"27514","pc2001__27__14","resolved_reviewed_deterministic",729,22,2381538.70375,358.719582136456
"27610","pc2001__27__10","resolved_reviewed_deterministic",330,10,1242420.435,225.80797322442
"27611","pc2001__27__11","resolved_reviewed_deterministic",396,12,1265427.75625,183.102112457527
"27612","pc2001__27__12","resolved_reviewed_deterministic",311,10,990903.39125,201.634742302615
"27613","pc2001__27__13","resolved_reviewed_deterministic",469,16,1493315.05375,270.469345486521
"28101","pc2001__28__11","resolved_reviewed_deterministic",707,24,1984246.8425,405.777946115557
"28102","pc2001__28__12","resolved_reviewed_deterministic",633,20,1867815.72,327.284715688936
"28103","pc2001__28__13","resolved_reviewed_deterministic",1495,53,5764675.56000001,342.565767765258
"28104","pc2001__28__14","resolved_reviewed_deterministic",1571,56,5072136.63375,496.12925442354
"28105","pc2001__28__15","resolved_reviewed_deterministic",865,31,3315331.86749999,321.740861895062
"28206","pc2001__28__16","resolved_reviewed_deterministic",1633,60,4995374.45625001,673.776884728091
"28207","pc2001__28__17","resolved_reviewed_deterministic",1214,41,3955467.71,357.114164001155
"28208","pc2001__28__18","resolved_reviewed_deterministic",1022,38,2938286.66,328.74558753237
"28209","pc2001__28__19","resolved_reviewed_deterministic",858,29,2992170.94999999,347.014676686208
"28310","pc2001__28__20","resolved_reviewed_deterministic",792,26,2319331.73375,343.579662492396
"28311","pc2001__28__21","resolved_reviewed_deterministic",1699,49,5064769.39000002,609.069400921004
"28312","pc2001__28__22","resolved_reviewed_deterministic",985,33,3411157.35749999,394.169989555645
"28313","pc2001__28__23","resolved_reviewed_deterministic",1091,36,3141814.31874999,495.264340590477
"29109","pc2001__29__10","resolved_reviewed_primary",433,14,1540725.0925,176.802588677514
"29115","pc2001__29__16","resolved_reviewed_deterministic",180,5,810321.74125,75.8814160915171
"29121","pc2001__29__24","resolved_reviewed_deterministic",658,21,1840196.185,252.542990601319
"29214","pc2001__29__15","resolved_reviewed_primary",471,17,1371948.13375,199.311134811827
"29216","pc2001__29__17","resolved_reviewed_primary",203,7,935880.51875,127.329242237993
"29220","pc2001__29__23","resolved_reviewed_deterministic",270,9,1286900.62375,183.884183076941
"29222","pc2001__29__25","resolved_reviewed_deterministic",203,7,1223179.95375,103.965275418211
"29317","pc2001__29__18","resolved_reviewed_primary",435,14,1827234.905,296.734222556313
"29318","pc2001__29__20","resolved_reviewed_deterministic",3020,111,8159836.27875002,1673.75563700518
"29319","pc2001__29__22","resolved_reviewed_deterministic",551,17,2323547.97875001,270.890831988089
"29323","pc2001__29__26","resolved_reviewed_primary",767,28,2755389.50624999,436.501602355191
"29324","pc2001__29__27","resolved_reviewed_primary",287,9,1341992.9075,140.412979766411
"29327","pc2001__29__19","resolved_reviewed_deterministic",444,14,1498805.6625,288.10565800161
"29328","pc2001__29__19","resolved_reviewed_primary",211,7,844625.062499999,110.518228704903
"29329","pc2001__29__21","resolved_reviewed_primary",202,6,655995.393749999,121.99909145543
"29330","pc2001__29__21","resolved_reviewed_primary",264,9,915989.79875,208.067530782385
"29401","pc2001__29__01","resolved_reviewed_primary",1504,45,4906119.43249997,756.062965341027
"29402","pc2001__29__02","resolved_reviewed_deterministic",548,15,1766124.51625,276.127133235274
"29403","pc2001__29__03","resolved_reviewed_primary",703,19,2340823.59375,281.059184022112
"29404","pc2001__29__05","resolved_reviewed_deterministic",193,5,564116.745,115.738582618376
"29405","pc2001__29__06","resolved_reviewed_deterministic",742,17,2665665.8125,388.955039746597
"29406","pc2001__29__07","resolved_reviewed_deterministic",438,11,1593399.665,173.758316385384
"29407","pc2001__29__08","resolved_reviewed_deterministic",376,11,1261130.04875,183.456159883915
"29408","pc2001__29__09","resolved_reviewed_deterministic",483,15,1426967.675,236.459543492647
"29410","pc2001__29__11","resolved_reviewed_deterministic",333,9,1074926.54375,176.084553684843
"29411","pc2001__29__12","resolved_reviewed_primary",652,17,1914156.80125,250.097821263873
"29412","pc2001__29__13","resolved_reviewed_deterministic",293,11,1062982.0725,164.057925316083
"29413","pc2001__29__14","resolved_reviewed_primary",543,16,1975941.2675,152.047509656624
"29425","pc2001__29__04","resolved_reviewed_primary",775,20,2654477.21875001,394.175685377618
"29426","pc2001__29__04","resolved_reviewed_deterministic",509,13,1524816.5,188.558252485151
"30101","pc2001__30__01","resolved_reviewed_deterministic",729,24,540700.01125,498.003058511072
"30102","pc2001__30__02","resolved_reviewed_primary",932,32,646448.348750001,590.036358618849
"31101","pc2001__31__01","resolved_reviewed_deterministic",638,18,50392.8066666667,349.231289787387
"32101","pc2001__32__01","resolved_reviewed_deterministic",689,22,950571.799999998,399.728426436966
"32102","pc2001__32__02","resolved_reviewed_deterministic",1166,37,1548872.85125,721.344782262278
"32103","pc2001__32__03","resolved_reviewed_deterministic",325,11,668204.462499999,216.023023427738
"32104","pc2001__32__04","resolved_reviewed_deterministic",2230,69,3292048.72249999,1567.54179859577
"32105","pc2001__32__05","resolved_reviewed_deterministic",2184,64,3734635.09374999,1320.86050818982
"32106","pc2001__32__06","resolved_reviewed_deterministic",1412,45,2236729.78124999,913.776309253034
"32207","pc2001__32__07","resolved_reviewed_deterministic",1311,47,2277044.03375,943.255766043457
"32208","pc2001__32__08","resolved_reviewed_deterministic",2189,71,3022545.55249999,1291.4378965187
"32209","pc2001__32__09","resolved_reviewed_deterministic",454,15,958249.248749998,216.476300444234
"32210","pc2001__32__10","resolved_reviewed_deterministic",1080,38,2128790.38750001,614.545382158287
"32211","pc2001__32__11","resolved_reviewed_deterministic",1131,38,1969123.29875,681.363748665181
"32212","pc2001__32__12","resolved_reviewed_deterministic",289,11,655545.469999999,163.238631466669
"32213","pc2001__32__13","resolved_reviewed_deterministic",1494,50,3014585.77625,865.567912134469
"32214","pc2001__32__14","resolved_reviewed_deterministic",1446,50,3039226.87625,904.139514173722
"33101","pc2001__33__01","resolved_reviewed_primary",1282,47,3591313.82125,839.63625487175
"33102","pc2001__33__02","resolved_reviewed_deterministic",1377,56,3613004.51875002,991.601008970873
"33103","pc2001__33__03","resolved_reviewed_deterministic",1605,61,4505301.28750001,1018.76770199197
"33104","pc2001__33__04","resolved_reviewed_primary",1245,39,3145447.98625001,698.825035117913
"33105","pc2001__33__06","resolved_reviewed_deterministic",721,23,1896584.955,405.912551943168
"33106","pc2001__33__07","resolved_reviewed_primary",1526,47,3559003.73,806.986805456438
"33116","pc2001__33__18","resolved_reviewed_deterministic",721,23,1923630.365,403.509712290307
"33212","pc2001__33__14","resolved_reviewed_deterministic",498,16,945424.246250003,197.362870430623
"33213","pc2001__33__15","resolved_reviewed_deterministic",989,34,2772650.48,585.797292140325
"33214","pc2001__33__16","resolved_reviewed_deterministic",158,6,460691.72125,73.0184745773524
"33215","pc2001__33__17","resolved_reviewed_deterministic",191,8,595578.81375,97.2524691540125
"33217","pc2001__33__19","resolved_reviewed_primary",502,16,1377860.62875,296.481033808849
"33218","pc2001__33__20","resolved_reviewed_deterministic",276,10,844485.746250001,161.122044619624
"33219","pc2001__33__21","resolved_reviewed_deterministic",849,30,2230302.3125,447.9737684856
"33220","pc2001__33__22","resolved_reviewed_deterministic",478,16,1205182.76,275.358792318134
"33311","pc2001__33__13","resolved_reviewed_deterministic",403,14,1016626.91375,186.653957790439
"33321","pc2001__33__23","resolved_reviewed_deterministic",448,16,1307553.4425,245.790022050531
"33322","pc2001__33__24","resolved_reviewed_deterministic",1021,38,2566850.85124999,537.863751646415
"33323","pc2001__33__25","resolved_reviewed_deterministic",438,16,1105898.2175,210.311981020278
"33324","pc2001__33__26","resolved_reviewed_deterministic",365,13,730837.47375,165.718718737151
"33325","pc2001__33__27","resolved_reviewed_deterministic",318,12,861856.54375,153.196608815318
"33326",,"unresolved_source_district",1014,36,2436674.94875001,495.576600617643
"33327","pc2001__33__29","resolved_reviewed_primary",905,31,2393930.59500001,418.750477394915
"33328","pc2001__33__30","resolved_reviewed_deterministic",697,24,1586927.5575,467.393653845185
"33407","pc2001__33__08","resolved_reviewed_deterministic",961,32,2697947.59875,441.016928390031
"33408","pc2001__33__09","resolved_reviewed_deterministic",465,17,1147911.95375,217.03500790214
"33409","pc2001__33__10","resolved_reviewed_deterministic",690,25,1992298.06625,359.112446151116
"33410","pc2001__33__11","resolved_reviewed_deterministic",120,5,280317.9425,51.7382444061895
"33429","pc2001__33__05","resolved_reviewed_deterministic",457,16,1402654.88375,230.66856931314
"33430","pc2001__33__05","resolved_reviewed_deterministic",726,23,2313040.01375,411.785830303814
"33431","pc2001__33__12","resolved_reviewed_deterministic",1484,57,4085792.39749999,886.593065822802
"33432",,"unresolved_source_district",684,25,1817271.35874999,353.393587052654
"34101","pc2001__34__01","resolved_reviewed_deterministic",95,3,55014.85,75.0204623376025
"34102","pc2001__34__02","resolved_reviewed_deterministic",1752,60,853583.99875,869.671733425724
"34104","pc2001__34__04","resolved_reviewed_deterministic",228,9,147368.95,77.613926256414
"35101","pc2001__35__02","resolved_reviewed_deterministic",229,6,38910.07625,115.054298466659
"35102","pc2001__35__01","resolved_reviewed_deterministic",492,16,128487.84375,304.934888561074
"35103","pc2001__35__01","resolved_reviewed_deterministic",1142,40,200847.3775,717.330977551062
"36101","pc2001__28__01","resolved_reviewed_deterministic",841,26,2660617.98125001,414.509665701208
"36102","pc2001__28__01","resolved_reviewed_deterministic",887,30,2684477.95874999,338.274257069419
"36104","pc2001__28__01","resolved_reviewed_deterministic",613,21,2076762.62125,282.180788542625
"36105","pc2001__28__02","resolved_reviewed_deterministic",2933,100,6802289.68874999,2066.40926883964
"36106",,"unresolved_source_district",573,19,1809315.6075,265.030329919103
"36107",,"unresolved_source_district",1117,36,4380766.35875,438.190787340236
"36203",,"unresolved_source_district",1026,38,2773902.325,493.432033605442
"36208","pc2001__28__09","resolved_reviewed_deterministic",1055,39,3389947.2,510.057006983181
"36209","pc2001__28__10","resolved_reviewed_deterministic",617,23,1948523.9275,300.793653593113
"36210",,"unresolved_source_district",791,28,2264557.45875,309.998153213746
