"target_unit_2001","n_source_districts","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","n_rural_people","n_urban_people","preferred_eligible","support_reason"
"pc2001__10__23",1,471,13,2231974.70875,175.162315742753,423,48,TRUE,
"pc2001__10__24",1,347,10,876453.798750002,113.562347811105,193,154,TRUE,
"pc2001__10__25",1,235,6,616475.38875,72.3012188657669,114,121,FALSE,"low_kish_effective_n"
"pc2001__10__26",1,205,6,640485.219999999,61.0826679657417,99,106,FALSE,"low_kish_effective_n"
"pc2001__10__27",1,377,10,1649012.4375,157.046646907417,311,66,TRUE,
"pc2001__10__28",1,2040,54,6471173.25874999,675.914656395233,852,1188,TRUE,
"pc2001__10__30",1,596,14,2584807.315,301.65030288458,448,148,TRUE,
"pc2001__10__31",1,267,6,1214487.77375,168.424969244268,211,56,TRUE,
"pc2001__10__32",1,679,16,3079358.01875,407.29489154312,548,131,TRUE,
"pc2001__10__33",1,289,7,988532.185,106.768315972775,176,113,TRUE,
"pc2001__10__35",1,1018,23,3158675.72125001,420.935940459364,570,448,TRUE,
"pc2001__10__36",1,497,13,1737916.81,183.437493443608,292,205,TRUE,
"pc2001__10__37",1,169,5,496344.461250001,98.973657311937,140,29,FALSE,"low_kish_effective_n"
"pc2001__11__01",1,249,9,45427.6325,111.257035052446,228,21,TRUE,
"pc2001__11__03",1,485,17,103653.505,255.844884898147,383,102,TRUE,
"pc2001__11__04",1,1460,54,258048.593750001,773.658136909657,656,804,TRUE,
"pc2001__12__01",1,264,9,44432.6862499999,175.200838369483,184,80,TRUE,
"pc2001__12__05",1,275,8,66331.5962500002,184.568321723699,275,0,TRUE,
"pc2001__12__09",1,132,4,26564.49375,107.46410765389,132,0,FALSE,"too_few_psus"
"pc2001__12__10",1,222,6,20452.85375,79.3355199829206,93,129,FALSE,"low_kish_effective_n"
"pc2001__12__11",1,627,18,75570.35375,216.950056173684,325,302,TRUE,
"pc2001__12__12",1,1078,29,153377.754999999,406.029599025044,922,156,TRUE,
"pc2001__12__13",1,587,15,82543.5287499999,250.080786238212,450,137,TRUE,
"pc2001__13__01",1,449,11,124457.36,284.294080088633,245,204,TRUE,
"pc2001__13__02",2,389,10,111289.14375,233.514772018861,186,203,TRUE,
"pc2001__13__03",1,535,17,166896.38875,353.582643173116,317,218,TRUE,
"pc2001__13__04",1,170,5,49763.6925,127.58199953249,170,0,TRUE,
"pc2001__13__05",1,374,11,149087.4475,210.590856078987,236,138,TRUE,
"pc2001__13__07",2,921,26,246824.1225,562.156869384708,459,462,TRUE,
"pc2001__14__01",1,1440,39,401590.025000001,701.240310424466,1440,0,TRUE,
"pc2001__14__03",1,706,20,198837.942500001,369.946736267659,610,96,TRUE,
"pc2001__14__04",1,1366,39,287588.3725,629.871278852123,782,584,TRUE,
"pc2001__14__05",1,1686,49,364129.312500002,752.778199298872,725,961,TRUE,
"pc2001__14__06",1,3133,95,472196.27125,1296.12765846714,574,2559,TRUE,
"pc2001__14__08",1,493,13,128139.175,319.313041231933,310,183,TRUE,
"pc2001__14__09",1,489,13,120384.57375,280.74925234004,308,181,TRUE,
"pc2001__15__01",1,350,11,61398.6125,151.815363626825,211,139,TRUE,
"pc2001__15__02",1,550,15,74261.5187499999,354.957337640357,228,322,TRUE,
"pc2001__15__03",1,2699,76,270443.973749998,1815.10562244736,300,2399,TRUE,
"pc2001__15__04",1,694,20,117882.92125,463.988842894668,419,275,TRUE,
"pc2001__15__05",1,326,9,38783.9287499999,203.572481738123,71,255,TRUE,
"pc2001__15__07",1,454,14,90939.1874999996,261.2007334486,454,0,TRUE,
"pc2001__15__08",1,535,16,68332.7550000001,385.45882331054,128,407,TRUE,
"pc2001__16__01",1,3668,121,1420045.07874999,1247.91476424078,1928,1740,TRUE,
"pc2001__16__02",1,1431,47,683050.373749997,562.699089038257,1250,181,TRUE,
"pc2001__16__03",1,720,23,379666.63,259.552613834905,667,53,TRUE,
"pc2001__16__04",1,1331,41,537421.39125,475.274535025239,943,388,TRUE,
"pc2001__17__01",1,1391,35,668867.718750003,804.977381848432,1080,311,TRUE,
"pc2001__17__02",1,633,15,310780.291250001,384.473298473096,478,155,TRUE,
"pc2001__17__03",1,428,9,217951.77,240.918200908464,283,145,TRUE,
"pc2001__17__04",1,493,14,226208.504999999,244.480328242131,377,116,TRUE,
"pc2001__17__05",1,562,16,302186.934999999,241.488696487153,494,68,TRUE,
"pc2001__17__06",1,1599,48,601750.389999999,628.677709331651,525,1074,TRUE,
"pc2001__17__07",1,874,23,473700.75,350.980406547254,843,31,TRUE,
"pc2001__18__01",1,327,10,799627.94,153.148084819312,327,0,TRUE,
"pc2001__18__03",1,404,13,501099.86875,159.155581000153,271,133,TRUE,
"pc2001__18__07",1,310,10,605241.8975,138.654910705321,277,33,TRUE,
"pc2001__18__11",1,1031,27,2138208.49,473.310154899042,957,74,TRUE,
"pc2001__18__12",1,411,11,868294.267500002,231.821706706804,369,42,TRUE,
"pc2001__18__13",1,185,5,353537.02375,89.9597380456018,185,0,FALSE,"low_kish_effective_n"
"pc2001__18__14",1,826,24,1387358.9225,312.996936826661,578,248,TRUE,
"pc2001__18__15",1,749,23,1481034.91749999,337.345179045832,589,160,TRUE,
"pc2001__18__17",1,584,20,803980.877499999,252.093303260677,398,186,TRUE,
"pc2001__18__18",1,268,10,459066.837499999,91.5884259227626,189,79,FALSE,"low_kish_effective_n"
"pc2001__18__19",1,342,10,624241.30125,159.200808227746,314,28,TRUE,
"pc2001__18__20",1,130,4,269226.81,90.0207738869761,130,0,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__19__07",1,1939,62,7272788.47624996,591.542651567082,1446,493,TRUE,
"pc2001__19__08",1,735,26,2943203.17125001,256.645882894511,540,195,TRUE,
"pc2001__19__13",1,759,21,2558373.97375001,457.392392075721,687,72,TRUE,
"pc2001__19__14",1,946,27,2874552.98125,492.793289559111,704,242,TRUE,
"pc2001__19__16",1,1613,52,3985283.27750001,556.16971118338,383,1230,TRUE,
"pc2001__19__17",1,1592,56,3794334.15500001,1031.89356819401,0,1592,TRUE,
"pc2001__20__01",1,399,12,1077111.72125,159.117384200966,366,33,TRUE,
"pc2001__20__02",2,646,21,2017266.2625,306.667733991678,580,66,TRUE,
"pc2001__20__03",1,482,13,1267053.29625,234.649369323553,482,0,TRUE,
"pc2001__20__04",2,992,27,2141201.165,471.845769866475,586,406,TRUE,
"pc2001__20__05",1,114,3,248401.775,81.2363029558492,73,41,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__20__06",1,600,15,1536174.78875,198.848039028341,479,121,TRUE,
"pc2001__20__07",1,568,14,1390339.62125,193.73669733217,383,185,TRUE,
"pc2001__20__08",1,391,9,1117596.335,151.543941382029,354,37,TRUE,
"pc2001__20__09",1,347,8,810310.25875,98.4817200936983,272,75,FALSE,"low_kish_effective_n"
"pc2001__20__10",1,640,16,1687170.90625001,198.788913536756,567,73,TRUE,
"pc2001__20__11",2,814,20,2545427.10375,310.026194392315,694,120,TRUE,
"pc2001__20__12",1,1241,33,2198786.82625001,416.172390356291,573,668,TRUE,
"pc2001__20__13",1,1228,34,1667088.81625,436.069537186223,321,907,TRUE,
"pc2001__20__14",2,1321,37,2826478.35125001,589.292632294236,622,699,TRUE,
"pc2001__20__15",1,221,6,498405.13125,97.5575897026282,157,64,FALSE,"low_kish_effective_n"
"pc2001__20__16",2,596,15,1684579.895,245.767082874565,560,36,TRUE,
"pc2001__20__17",2,790,23,2121239.7825,397.200198760438,671,119,TRUE,
"pc2001__20__18",1,1185,37,1697916.15625,606.246822613403,127,1058,TRUE,
"pc2001__21__02",1,212,7,399788.84125,99.2010706940755,103,109,FALSE,"low_kish_effective_n"
"pc2001__21__03",1,316,10,812988.057499999,220.012365395265,159,157,TRUE,
"pc2001__21__07",1,1084,35,2911636.95374999,461.833038210679,999,85,TRUE,
"pc2001__21__09",1,682,22,1552938.67250001,339.808287195139,529,153,TRUE,
"pc2001__21__14",1,396,13,997645.464999998,215.867140667462,366,30,TRUE,
"pc2001__21__17",1,896,29,1676999.66,531.250005958259,385,511,TRUE,
"pc2001__21__18",1,626,17,1522816.67375,361.610918530373,513,113,TRUE,
"pc2001__21__19",1,1566,49,3290635.35124999,631.978877764994,1123,443,TRUE,
"pc2001__21__20",1,231,7,521323.97625,90.8647445733928,199,32,FALSE,"low_kish_effective_n"
"pc2001__21__22",1,174,5,528453.405,105.322838816178,174,0,TRUE,
"pc2001__21__24",1,577,19,1341751.00375,266.941605427563,404,173,TRUE,
"pc2001__21__25",1,209,6,607996.904999999,84.7801541908609,209,0,FALSE,"low_kish_effective_n"
"pc2001__21__26",1,429,13,1225746.94625,207.928394872707,411,18,TRUE,
"pc2001__21__28",1,698,19,1528537.46125,194.214274376575,529,169,TRUE,
"pc2001__21__29",1,504,15,1159655.39625,186.949730130532,384,120,TRUE,
"pc2001__21__30",1,204,5,464852.973749999,44.4671312022963,204,0,FALSE,"low_kish_effective_n"
"pc2001__22__03",1,465,13,1689773.2325,292.106884523135,465,0,TRUE,
"pc2001__22__05",1,614,18,1213732.71,282.831963100273,249,365,TRUE,
"pc2001__22__07",2,965,26,2214676.3775,358.816922571003,730,235,TRUE,
"pc2001__22__10",3,1491,41,3102522.23625,789.764326311362,730,761,TRUE,
"pc2001__22__11",3,1270,34,2956878.8575,599.631515512336,707,563,TRUE,
"pc2001__22__12",1,358,9,953193.575,199.470276797684,234,124,TRUE,
"pc2001__22__13",1,226,6,627522.699999999,123.126050385095,190,36,TRUE,
"pc2001__22__15",2,448,13,1044506.25125,150.504550421012,323,125,TRUE,
"pc2001__22__16",1,126,3,412257.898749999,33.0856904755903,126,0,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__23__01",1,193,6,660476.78875,102.191866142321,126,67,TRUE,
"pc2001__23__02",1,926,22,3235186.69999999,485.139830679891,675,251,TRUE,
"pc2001__23__03",1,429,11,1287159.63,233.310838699922,292,137,TRUE,
"pc2001__23__04",1,890,24,1838003.85750001,380.338930632412,193,697,TRUE,
"pc2001__23__07",2,273,8,1102115.6225,87.2831137482112,204,69,FALSE,"low_kish_effective_n"
"pc2001__23__09",1,434,12,1373728.1875,159.313095814496,294,140,TRUE,
"pc2001__23__10",1,172,4,547704.122500001,68.1630403157092,129,43,FALSE,"too_few_psus;low_kish_effective_n"
