"source_id","status","nesstar_file_id","nesstar_bytes","layout_file_id","layout_bytes","ddi_file_id","ddi_bytes","readme_file_id","readme_bytes","ddi_file_name","annual_usual_status_rows"
"plfs_2017_18","ready_for_materialization","plfs1718_nesstar",156891958,"plfs1718_layout",56959,"plfs1718_ddi",218040,"plfs1718_readme",56320,"hh_per_fv_2017-18",433339
