"target_unit_2001","n_source_districts","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","n_rural_people","n_urban_people","preferred_eligible","support_reason"
"pc2001__21__11",1,713,16,887297.365000001,369.485092630183,545,168,TRUE,
"pc2001__21__12",1,1146,24,2436599.825,565.358013997841,770,376,TRUE,
"pc2001__21__13",1,1006,20,1512837.52,485.605075766215,809,197,TRUE,
"pc2001__21__14",1,667,16,974511.450000002,362.25849558443,509,158,TRUE,
"pc2001__21__15",1,695,16,1151127.075,354.670293529136,535,160,TRUE,
"pc2001__21__16",1,750,16,876936.235000004,380.656639130104,562,188,TRUE,
"pc2001__21__17",1,857,20,1715714.765,379.282872956368,602,255,TRUE,
"pc2001__21__18",1,999,20,1429133.48,510.802120872894,837,162,TRUE,
"pc2001__21__19",1,1217,28,2730726.60000003,663.089386181511,928,289,TRUE,
"pc2001__21__20",1,452,12,472487.365,208.638905226534,300,152,TRUE,
"pc2001__21__21",1,524,12,792681.944999999,195.636129032774,355,169,TRUE,
"pc2001__21__22",1,515,12,411467.044999998,253.286818219434,349,166,TRUE,
"pc2001__21__23",1,528,12,560896.989999999,197.548870280911,359,169,TRUE,
"pc2001__21__24",1,896,20,1542758.20000001,447.591155203371,689,207,TRUE,
"pc2001__21__25",1,542,12,494325.3,176.716852694755,347,195,TRUE,
"pc2001__21__26",1,803,20,1491664.275,384.512237920524,662,141,TRUE,
"pc2001__21__27",1,471,12,807435.294999998,254.637968059931,306,165,TRUE,
"pc2001__21__28",1,735,16,1112698.765,319.022998113599,557,178,TRUE,
"pc2001__21__29",1,702,16,1211371.385,339.261528995315,526,176,TRUE,
"pc2001__21__30",1,476,12,474028.049999999,175.200997760797,318,158,TRUE,
"pc2001__22__01",1,542,12,513188.91,316.385521608101,377,165,TRUE,
"pc2001__22__02",1,703,16,2059955.645,333.002271774457,553,150,TRUE,
"pc2001__22__03",1,628,12,721395.474999999,203.97423051097,411,217,TRUE,
"pc2001__22__04",1,766,16,1654635.005,311.778426157875,589,177,TRUE,
"pc2001__22__05",1,760,16,711483.159999997,280.433718842872,381,379,TRUE,
"pc2001__22__06",1,723,16,1492456.8,316.690175219676,528,195,TRUE,
"pc2001__22__07",1,940,20,2204805.42500001,394.398760630043,551,389,TRUE,
"pc2001__22__08",1,606,12,688255.935000003,306.310795377464,396,210,TRUE,
"pc2001__22__09",1,590,12,1297457.54999999,314.176991761084,416,174,TRUE,
"pc2001__22__10",1,980,20,3185706.255,451.665608527689,624,356,TRUE,
"pc2001__22__11",1,1243,24,3779549.97499998,602.804547484701,902,341,TRUE,
"pc2001__22__12",1,563,12,854872.735000002,236.099648736699,375,188,TRUE,
"pc2001__22__13",1,637,12,783627.249999999,247.688497723174,435,202,TRUE,
"pc2001__22__14",1,578,12,792081.645000001,224.364346283251,379,199,TRUE,
"pc2001__22__15",1,755,16,1500072.195,386.547234316904,585,170,TRUE,
"pc2001__22__16",1,499,12,752023.220000001,203.776498025422,333,166,TRUE,
"pc2001__23__01",1,651,12,583987.099999999,245.17624740558,419,232,TRUE,
"pc2001__23__02",1,810,16,1452509.13,365.913162819408,600,210,TRUE,
"pc2001__23__03",1,781,16,1265985.045,409.154416580494,589,192,TRUE,
"pc2001__23__04",1,806,16,1880206.925,200.31445279003,450,356,TRUE,
"pc2001__23__05",1,607,12,638638.219999998,251.19297410378,401,206,TRUE,
"pc2001__23__06",1,802,16,1154833.185,407.110185036856,561,241,TRUE,
"pc2001__23__07",1,1068,20,1641175.53999999,473.074631159516,642,426,TRUE,
"pc2001__23__08",1,743,16,1109242.59,412.106909369244,533,210,TRUE,
"pc2001__23__09",1,872,16,1590610.935,421.162355872565,675,197,TRUE,
"pc2001__23__10",1,529,12,741122.064999999,232.004163538444,357,172,TRUE,
"pc2001__23__11",1,1060,20,2163273.87499999,537.048715133885,635,425,TRUE,
"pc2001__23__12",1,516,12,1086530.345,262.357558193016,340,176,TRUE,
"pc2001__23__13",1,977,20,1842142.32,437.089401991132,609,368,TRUE,
"pc2001__23__14",1,819,16,2014761.775,371.568859264085,627,192,TRUE,
"pc2001__23__15",1,594,12,503033.834999999,258.083257292322,374,220,TRUE,
"pc2001__23__16",1,892,20,1477664.49499999,401.534651489188,529,363,TRUE,
"pc2001__23__17",1,929,16,2021614.825,457.980746543953,723,206,TRUE,
"pc2001__23__18",1,562,12,657958.615,301.20918885456,401,161,TRUE,
"pc2001__23__19",1,578,12,1184278.08,361.648803486236,406,172,TRUE,
"pc2001__23__20",1,779,16,1115330.72,435.220705599282,402,377,TRUE,
"pc2001__23__21",1,1041,20,1934851.805,429.801270734702,629,412,TRUE,
"pc2001__23__22",1,801,16,1371053.84500001,363.214003631975,578,223,TRUE,
"pc2001__23__23",1,799,16,1361954.15,348.050490528932,424,375,TRUE,
"pc2001__23__24",1,967,16,1558666.32,424.043983078388,770,197,TRUE,
"pc2001__23__25",1,733,16,1726136.22,414.499986223301,573,160,TRUE,
"pc2001__23__26",1,1169,24,2472608.25000001,656.200592341297,436,733,TRUE,
"pc2001__23__27",1,865,16,1449412.58999999,422.724731210114,675,190,TRUE,
"pc2001__23__28",1,561,11,952246.860000001,180.669850776358,362,199,TRUE,
"pc2001__23__29",1,905,19,1663235.89000001,424.15046808911,550,355,TRUE,
"pc2001__23__30",1,801,16,1275574.055,408.229812681496,588,213,TRUE,
"pc2001__23__31",1,550,12,1069366.695,279.698672678424,361,189,TRUE,
"pc2001__23__32",1,1150,24,1932883.41,522.219255630448,418,732,TRUE,
"pc2001__23__33",1,587,12,1063701.345,257.641443670371,419,168,TRUE,
"pc2001__23__34",1,532,12,1103430.01000001,283.762746475193,370,162,TRUE,
"pc2001__23__35",1,728,15,1350849.87999998,476.70365984433,566,162,TRUE,
"pc2001__23__36",1,639,12,522672.404999998,297.563322888143,439,200,TRUE,
"pc2001__23__37",1,525,12,903443.529999999,245.75521494058,369,156,TRUE,
"pc2001__23__38",1,536,12,1182286.51,276.66125708211,383,153,TRUE,
"pc2001__23__39",1,703,16,1858525.01,375.964823520685,333,370,TRUE,
"pc2001__23__40",1,574,12,950394.219999998,218.498529359648,378,196,TRUE,
"pc2001__23__41",1,549,12,705377.969999999,257.724437826255,373,176,TRUE,
"pc2001__23__42",1,544,12,1043387.735,224.405823111157,372,172,TRUE,
"pc2001__23__43",1,941,20,2194798.98999999,476.435242338836,571,370,TRUE,
"pc2001__23__44",1,741,16,1228237.73,405.324980440817,571,170,TRUE,
"pc2001__23__45",1,614,16,1464667.85,252.223005181704,461,153,TRUE,
"pc2001__24__01",1,860,20,1565116.06,400.416566096076,533,327,TRUE,
"pc2001__24__02",1,851,20,2331294.24000001,414.600612034796,691,160,TRUE,
"pc2001__24__03",1,486,12,1133543.7,230.204903821183,325,161,TRUE,
"pc2001__24__04",1,856,20,1516908.47,357.074849643107,495,361,TRUE,
"pc2001__24__05",1,733,16,1845580.135,302.020221678578,568,165,TRUE,
"pc2001__24__06",1,735,16,1528220.7,276.429610471647,366,369,TRUE,
"pc2001__24__07",1,2781,63,6145865.63,917.337410644969,565,2216,TRUE,
"pc2001__24__08",1,985,20,1615829.58000001,413.919907737986,622,363,TRUE,
"pc2001__24__09",1,1282,28,3685845.53999999,519.630286713031,574,708,TRUE,
"pc2001__24__10",1,836,20,1193262.71,464.825091816973,356,480,TRUE,
"pc2001__24__11",1,506,12,386397.7,285.010670042694,352,154,TRUE,
"pc2001__24__12",1,785,19,1822278.62,357.133586426335,462,323,TRUE,
"pc2001__24__13",1,533,12,1272849.42,272.40245160729,363,170,TRUE,
"pc2001__24__14",1,1152,24,2418004.79,578.135445302226,559,593,TRUE,
"pc2001__24__15",1,878,20,1574041.155,377.291377722974,516,362,TRUE,
"pc2001__24__16",1,826,20,1699532.65999999,310.919953517389,541,285,TRUE,
"pc2001__24__17",1,774,15,2210304.995,371.902581208687,626,148,TRUE,
"pc2001__24__18",1,854,16,1985774.86,432.091025396728,666,188,TRUE,
"pc2001__24__19",1,1471,36,3754399.26500001,758.075438376852,713,758,TRUE,
"pc2001__24__20",1,465,12,516257.055000001,182.967409840263,317,148,TRUE,
"pc2001__24__21",1,490,12,1263497.545,233.27526377724,318,172,TRUE,
"pc2001__24__22",1,2006,48,5169860.58499998,782.283756707659,660,1346,TRUE,
"pc2001__24__23",1,352,8,240924.575,204.95005068151,352,0,TRUE,
"pc2001__24__24",1,519,12,1289590.59499999,282.511217204847,347,172,TRUE,
"pc2001__24__25",1,678,16,1300269.605,295.062917480888,355,323,TRUE,
"pc2001__25__01",1,533,12,38848.3149999999,257.874058922373,184,349,TRUE,
"pc2001__25__02",1,821,20,106026.395,425.681545156293,517,304,TRUE,
"pc2001__26__01",1,1503,32,206050.305,720.532551757954,761,742,TRUE,
"pc2001__27__01",1,785,16,1323034.02999999,382.341994285818,579,206,TRUE,
"pc2001__27__02",1,692,16,1810669.41,348.422697228922,538,154,TRUE,
"pc2001__27__03",1,1595,36,3543134.93000001,709.835796915303,1073,522,TRUE,
"pc2001__27__04",1,1107,24,2540068.825,588.729769794239,771,336,TRUE,
"pc2001__27__05",1,771,16,1650737.19,346.64688988648,357,414,TRUE,
"pc2001__27__06",1,546,12,962684.09,218.490558266538,361,185,TRUE,
"pc2001__27__07",1,1137,28,2388076.78,470.859785112107,580,557,TRUE,
"pc2001__27__08",1,461,12,1353594.99,199.773740707631,309,152,TRUE,
"pc2001__27__09",1,1914,44,4046260.375,864.087456575249,468,1446,TRUE,
"pc2001__27__10",1,507,12,1153232.475,235.335451547787,326,181,TRUE,
"pc2001__27__11",1,666,16,1197505.89,368.557704429504,509,157,TRUE,
"pc2001__27__12",1,461,12,994724.539999997,215.097809218422,325,136,TRUE,
"pc2001__27__13",1,777,20,2058293.27999999,377.963102848652,469,308,TRUE,
"pc2001__27__14",1,1146,28,2428568.67,500.960768399063,797,349,TRUE,
"pc2001__27__15",1,1417,28,3132955.91499999,684.678854722585,1036,381,TRUE,
"pc2001__27__16",1,553,12,976030.51,217.607886698663,319,234,TRUE,
"pc2001__27__17",1,860,16,1506152.84,387.619526276142,420,440,TRUE,
"pc2001__27__18",1,835,16,1704177.96000001,415.256929339653,601,234,TRUE,
"pc2001__27__19",1,1221,28,2735606.785,560.880548159889,713,508,TRUE,
"pc2001__27__20",1,2399,48,4176731.82500002,1165.33103287228,1186,1213,TRUE,
"pc2001__27__21",1,3759,96,8113634.86999999,1700.93096890011,822,2937,TRUE,
"pc2001__27__22",1,4494,116,9780766.59499998,2657.196074043,0,4494,TRUE,
"pc2001__27__24",1,1004,24,2249129.1,622.594372214939,667,337,TRUE,
"pc2001__27__25",1,3058,76,7648785.78000001,1279.92536959706,1060,1998,TRUE,
"pc2001__27__26",1,1689,36,4041323.37499998,820.24168794029,1145,544,TRUE,
"pc2001__27__27",1,957,20,2183695.45,479.467865207528,738,219,TRUE,
"pc2001__27__28",1,1128,24,2457893.235,560.159727319995,722,406,TRUE,
"pc2001__27__29",1,705,16,1420921.86,348.513789861444,513,192,TRUE,
"pc2001__27__30",1,1887,40,4067578.065,1120.0559785808,1114,773,TRUE,
"pc2001__27__31",1,1161,28,2847321.71500001,721.287936872355,993,168,TRUE,
"pc2001__27__32",1,649,16,1515683.04,382.775243193035,457,192,TRUE,
"pc2001__27__33",1,462,12,805498.265000001,212.890693752834,325,137,TRUE,
"pc2001__27__34",1,1551,36,3465317.085,772.430393337929,1071,480,TRUE,
"pc2001__27__35",1,1234,28,2533736.805,669.02244427726,913,321,TRUE,
"pc2001__28__01",1,1293,32,2539125.68000002,597.968217810498,816,477,TRUE,
"pc2001__28__02",1,1167,28,2219832.555,554.239805352857,805,362,TRUE,
"pc2001__28__03",1,1492,40,3312259.125,666.783619120095,1014,478,TRUE,
"pc2001__28__04",1,1308,32,2575429.235,606.083874792503,991,317,TRUE,
"pc2001__28__05",1,1650,44,3731377.09999999,803.181701426655,0,1650,TRUE,
"pc2001__28__06",1,1651,44,3068240.44500001,831.870697175072,636,1015,TRUE,
"pc2001__28__07",1,1777,40,3434594.09999999,844.770172935859,1395,382,TRUE,
"pc2001__28__08",1,1233,36,3444918.56499999,617.657592308593,964,269,TRUE,
"pc2001__28__09",1,1246,36,3312717.38,657.85903949038,936,310,TRUE,
"pc2001__28__10",1,911,28,2708308.50999999,441.080456538391,634,277,TRUE,
"pc2001__28__11",1,1049,28,2257082.435,564.00033656415,898,151,TRUE,
"pc2001__28__12",1,1028,28,2152325.915,463.847824182543,728,300,TRUE,
"pc2001__28__13",1,1722,48,3715313.32000001,920.259374609984,866,856,TRUE,
"pc2001__28__14",1,1631,48,4783017.105,701.614869243286,1067,564,TRUE,
"pc2001__28__15",1,1452,44,3622693.71,724.971847081145,1040,412,TRUE,
"pc2001__28__16",1,1601,48,4087187.47,820.489601139104,929,672,TRUE,
"pc2001__28__17",1,1698,52,4487332.82000003,814.99723149473,1033,665,TRUE,
"pc2001__28__18",1,1075,32,3185161.39500002,566.133800624738,779,296,TRUE,
"pc2001__28__19",1,917,28,2696556.015,469.048964735958,646,271,TRUE,
"pc2001__28__20",1,1201,28,2775875.94,609.785575396243,840,361,TRUE,
"pc2001__28__21",1,1781,40,3963450.895,873.617649303898,1251,530,TRUE,
"pc2001__28__22",1,1664,44,3804938.87,894.778865208428,1045,619,TRUE,
"pc2001__28__23",1,1572,44,3398034.175,825.455113259018,1129,443,TRUE,
"pc2001__29__01",1,1258,27,3832447.025,519.576902651865,847,411,TRUE,
"pc2001__29__02",1,907,20,1345905.07000001,383.072384282538,558,349,TRUE,
"pc2001__29__03",1,838,16,1744799.96,386.762628994111,611,227,TRUE,
"pc2001__29__04",1,1186,24,2687795.12000001,577.541766586069,818,368,TRUE,
"pc2001__29__05",1,761,16,1301593.91499999,363.210651764092,538,223,TRUE,
"pc2001__29__06",1,782,16,1493270.725,424.721665387679,598,184,TRUE,
"pc2001__29__07",1,565,12,1233493.515,242.661546309708,377,188,TRUE,
"pc2001__29__08",1,520,12,760147.700000001,230.730464042321,362,158,TRUE,
"pc2001__29__09",1,862,20,1544935.92,359.515989306247,344,518,TRUE,
"pc2001__29__10",1,525,12,1095475.045,254.283166357497,364,161,TRUE,
"pc2001__29__11",1,741,16,1273267.38,266.257491717036,545,196,TRUE,
"pc2001__29__12",1,960,20,1820984.66000001,457.592507452761,618,342,TRUE,
"pc2001__29__13",1,708,16,1438387.205,355.899973718346,530,178,TRUE,
"pc2001__29__14",1,854,20,1563134.11499999,424.771390342883,497,357,TRUE,
"pc2001__29__15",1,578,16,1366647.42,258.526962728869,301,277,TRUE,
"pc2001__29__16",1,508,12,988066.38,243.146717897973,354,154,TRUE,
"pc2001__29__17",1,432,12,916861.404999997,224.180323398438,303,129,TRUE,
"pc2001__29__18",1,945,24,2470486.925,434.352225176945,621,324,TRUE,
"pc2001__29__19",1,823,20,2345613.95000001,151.833877234931,482,341,TRUE,
"pc2001__29__20",1,3017,79,7424511.01999999,1482.76888987602,336,2681,TRUE,
"pc2001__29__21",1,572,15,1645828.415,293.202037083073,395,177,TRUE,
"pc2001__29__22",1,627,16,1512673.095,307.292131594069,471,156,TRUE,
"pc2001__29__23",1,583,16,1545511.015,292.364966356926,429,154,TRUE,
"pc2001__29__24",1,922,20,1879633.07000001,572.975896225906,597,325,TRUE,
"pc2001__29__25",1,435,12,476072.75,180.824293958827,299,136,TRUE,
"pc2001__29__26",1,939,24,2420351.29500001,440.66169875384,488,451,TRUE,
"pc2001__29__27",1,449,12,818891.925000002,176.880145736223,317,132,TRUE,
"pc2001__30__01",1,725,17,746149.585000002,352.920073065229,266,459,TRUE,
"pc2001__30__02",1,795,19,696879.904999997,298.764659480232,317,478,TRUE,
"pc2001__31__01",1,1254,24,61755.795,714.888686875381,412,842,TRUE,
"pc2001__32__01",1,678,16,1028034.645,345.070401134966,495,183,TRUE,
"pc2001__32__02",1,971,21,1537227.08,419.143744626653,223,748,TRUE,
"pc2001__32__03",1,470,12,801222.695,178.982981025391,336,134,TRUE,
"pc2001__32__04",1,1128,28,2751159.69,562.257208454529,493,635,TRUE,
"pc2001__32__05",1,1408,27,3536098.99999998,875.563159754602,1200,208,TRUE,
"pc2001__32__06",1,1447,32,2846544.07999999,754.39575677634,1094,353,TRUE,
"pc2001__32__07",1,1154,33,2571328.69000001,700.063864348052,723,431,TRUE,
"pc2001__32__08",1,1250,36,3150200.97999999,652.501398165882,611,639,TRUE,
"pc2001__32__09",1,564,16,1070179.995,317.724317350173,440,124,TRUE,
"pc2001__32__10",1,697,19,1788642.925,400.559065486099,577,120,TRUE,
"pc2001__32__11",1,906,24,2185084.01999999,518.095955940834,611,295,TRUE,
"pc2001__32__12",1,513,16,1241123.465,310.879983888883,388,125,TRUE,
"pc2001__32__13",1,1189,32,2214334.58,676.5288562361,894,295,TRUE,
"pc2001__32__14",1,1467,40,3140738.06000001,866.063291715725,894,573,TRUE,
"pc2001__33__01",1,1042,28,2606473.76000002,630.413965956505,449,593,TRUE,
"pc2001__33__02",1,1365,40,3860641.38,650.693227347104,0,1365,TRUE,
"pc2001__33__03",1,1107,32,3709132.40999999,505.758007740371,412,695,TRUE,
"pc2001__33__04",1,1249,32,3505247.14999999,624.672268380163,760,489,TRUE,
"pc2001__33__05",1,999,28,2523580.35499999,483.480843457008,685,314,TRUE,
"pc2001__33__06",1,858,24,1980696.15,371.179503290488,569,289,TRUE,
"pc2001__33__07",1,1075,28,2942234.17999999,508.993816685099,787,288,TRUE,
"pc2001__33__08",1,1167,36,2972927.06500002,567.722839375836,544,623,TRUE,
"pc2001__33__09",1,600,20,1298922.965,266.38487433675,350,250,TRUE,
"pc2001__33__10",1,878,28,2670015.90500001,419.309289920706,375,503,TRUE,
"pc2001__33__11",1,552,16,600405.615,313.868069492702,285,267,TRUE,
"pc2001__33__12",1,1532,50,4379183.58500001,671.624914720381,505,1027,TRUE,
"pc2001__33__13",1,705,20,1732286.86999999,334.73646809507,427,278,TRUE,
"pc2001__33__14",1,478,16,803702.600000001,226.913907105085,227,251,TRUE,
"pc2001__33__15",1,925,28,2065281.74,427.877893821762,396,529,TRUE,
"pc2001__33__16",1,369,12,409800.4,159.355106099197,249,120,TRUE,
"pc2001__33__17",1,368,12,703060.029999999,179.771639938199,260,108,TRUE,
"pc2001__33__18",1,870,24,2307661.17,432.340229360109,587,283,TRUE,
"pc2001__33__19",1,547,16,1411218.32,254.104623605177,431,116,TRUE,
"pc2001__33__20",1,662,16,1228095.215,383.625541844818,498,164,TRUE,
"pc2001__33__21",1,915,24,2167562.605,478.985303011942,619,296,TRUE,
"pc2001__33__22",1,577,16,1553042.57,338.608154204939,453,124,TRUE,
"pc2001__33__23",1,441,12,1238112.115,255.052910017724,315,126,TRUE,
"pc2001__33__24",1,999,28,3115334.22,352.758810595111,441,558,TRUE,
"pc2001__33__25",1,579,16,999047.599999998,288.041960311132,303,276,TRUE,
"pc2001__33__26",1,829,24,1919097.33,461.463916033519,411,418,TRUE,
"pc2001__33__27",1,456,12,1319528.51,219.547370033688,269,187,TRUE,
"pc2001__33__28",1,577,16,1434587.22,274.655649234227,291,286,TRUE,
"pc2001__33__29",1,1155,31,2282724,595.895251060648,580,575,TRUE,
"pc2001__33__30",1,902,24,1720479.035,318.583859631874,279,623,TRUE,
"pc2001__34__01",1,137,4,32890.625,91.4712565945222,0,137,FALSE,"too_few_psus;low_kish_effective_n"
"pc2001__34__02",1,1333,36,623658.99,637.43767287415,449,884,TRUE,
"pc2001__34__03",1,190,4,12271.9,132.670569440218,0,190,FALSE,"too_few_psus"
"pc2001__34__04",1,460,12,168788.99,178.313123745873,153,307,TRUE,
"pc2001__35__01",2,1943,48,301324.145,1090.50133272969,1042,901,TRUE,
"pc2001__35__02",1,204,5,35695.2649999999,101.636577815806,204,0,TRUE,
