"target_unit_2001","outcome_id","estimate","std_error","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","preferred_eligible","support_reason","status","analysis_eligible"
"pc2001__06__13","labor_force_participation_age15plus",0.486407141738156,0.0405496315467117,466,17,829360.566249998,220.334391913421,TRUE,,"estimated",TRUE
"pc2001__06__14","labor_force_participation_age15plus",0.436490168725703,0.0233059878028024,429,16,824807.497500002,218.350608040756,TRUE,,"estimated",TRUE
"pc2001__06__15","labor_force_participation_age15plus",0.421118025384525,0.0131026283019536,280,10,537757.155,137.473134973562,TRUE,,"estimated",TRUE
"pc2001__06__16","labor_force_participation_age15plus",0.324998412469186,0.0521157862014492,180,6,295880.08375,69.9732158844132,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__06__17","labor_force_participation_age15plus",0.392404534027292,0.021209143243725,461,17,904887.142499999,212.282592119633,TRUE,,"estimated",TRUE
"pc2001__06__18","labor_force_participation_age15plus",0.460401803986997,0.0175563398769661,1015,40,1921654.65,414.540393110912,TRUE,,"estimated",TRUE
"pc2001__06__19","labor_force_participation_age15plus",0.455456656827857,0.0185122425371617,1147,42,2728878.775,464.634822991737,TRUE,,"estimated",TRUE
"pc2001__07__01","labor_force_participation_age15plus",0.474838531025615,0.0137985468898409,2275,94,7507187.36124998,890.031472859707,TRUE,,"estimated",TRUE
"pc2001__07__02","labor_force_participation_age15plus",0.413013237183549,0.0220913111628972,69,3,277507.295,38.1313621475358,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__03","labor_force_participation_age15plus",0.437758939754753,0.0585234718247109,137,5,547972.84125,84.635766303201,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__07__04","labor_force_participation_age15plus",0.565219279929985,0.0293125771949797,109,4,427847.3525,70.2321974741675,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__05","labor_force_participation_age15plus",0.504341492623785,0.0382504843065195,76,3,188000.7225,45.2946480458015,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__07","labor_force_participation_age15plus",0.442473798765146,0.0161386963487234,168,6,644935.9675,133.329149507534,TRUE,,"estimated",TRUE
"pc2001__07__08","labor_force_participation_age15plus",0.546324076138121,0.121939637078795,70,3,194427.63625,42.5343786408079,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__09","labor_force_participation_age15plus",0.445358180103702,0.036421371324037,219,9,1472413.8975,131.554526116095,TRUE,,"estimated",TRUE
"pc2001__08__01","labor_force_participation_age15plus",0.44869055701722,0.0308878887585352,589,20,1794597.7075,298.171847792964,TRUE,,"estimated",TRUE
"pc2001__08__02","labor_force_participation_age15plus",0.401321182918347,0.0454395548341472,442,14,1462697.915,234.836036310814,TRUE,,"estimated",TRUE
"pc2001__08__04","labor_force_participation_age15plus",0.39849048078237,0.0306522765474682,388,12,1201971.61375,224.240029699605,TRUE,,"estimated",TRUE
"pc2001__08__05","labor_force_participation_age15plus",0.333744585245632,0.0183438212500038,335,13,1005927.44,133.596299915833,TRUE,,"estimated",TRUE
"pc2001__08__07","labor_force_participation_age15plus",0.412554961665692,0.0378361401834894,361,13,1158557.5,201.823266789815,TRUE,,"estimated",TRUE
"pc2001__08__08","labor_force_participation_age15plus",0.390702547266595,0.0441367510556393,226,8,637108.912499999,98.000856030369,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__09","labor_force_participation_age15plus",0.53438294341868,0.0609550087467712,262,10,689483.418750001,130.441869462216,TRUE,,"estimated",TRUE
"pc2001__08__10","labor_force_participation_age15plus",0.565151154169991,0.0612045396335201,189,7,558425.91875,88.1232712438178,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__11","labor_force_participation_age15plus",0.415087242016977,0.0347218699082701,334,12,1178121.18875,169.457607116372,TRUE,,"estimated",TRUE
"pc2001__08__12","labor_force_participation_age15plus",0.407378982891952,0.0153583921313447,1670,63,4683444.11500001,818.505026920539,TRUE,,"estimated",TRUE
"pc2001__08__13","labor_force_participation_age15plus",0.397802526558647,0.0395550791295801,589,21,1418950.14125,271.697809571244,TRUE,,"estimated",TRUE
"pc2001__08__14","labor_force_participation_age15plus",0.525229928620205,0.0412225016750418,743,24,2304001.58875,338.276679589805,TRUE,,"estimated",TRUE
"pc2001__08__15","labor_force_participation_age15plus",0.584156749839236,0.0284585628833598,1245,43,3026097.26625,461.101975844232,TRUE,,"estimated",TRUE
"pc2001__08__16","labor_force_participation_age15plus",0.693979688746117,0.0460425358276406,81,3,369619.9675,37.2310499381994,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__08__17","labor_force_participation_age15plus",0.573507075387833,0.0326817574535872,751,25,2470592.30749999,248.741877109854,TRUE,,"estimated",TRUE
"pc2001__08__18","labor_force_participation_age15plus",0.644550196839075,0.0754642216534439,314,10,1063236.23375,103.901988074793,TRUE,,"estimated",TRUE
"pc2001__08__19","labor_force_participation_age15plus",0.457383849663939,0.116368262919748,96,3,344331.225,24.2755095520066,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__08__20","labor_force_participation_age15plus",0.645253491754977,0.061604336640981,264,9,848537.041250001,89.3329063329902,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__21","labor_force_participation_age15plus",0.554881188953358,0.0445265647589622,847,29,2140485.31000001,321.35737009277,TRUE,,"estimated",TRUE
"pc2001__08__22","labor_force_participation_age15plus",0.404171526006369,0.0439690296570305,367,12,952947.9725,182.160731632263,TRUE,,"estimated",TRUE
"pc2001__08__23","labor_force_participation_age15plus",0.451137855049334,0.0318254636581341,337,11,650637.575,150.043383767832,TRUE,,"estimated",TRUE
"pc2001__08__25","labor_force_participation_age15plus",0.554197160780192,0.0357060343706177,272,9,819386.453749999,101.535444123613,TRUE,,"estimated",TRUE
"pc2001__08__27","labor_force_participation_age15plus",0.778561219792418,0.0361231312803616,195,7,651353.77875,69.416231782375,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__28","labor_force_participation_age15plus",0.700004236177601,0.0635052388442,406,15,1208017.10375,144.746824403499,TRUE,,"estimated",TRUE
"pc2001__08__29","labor_force_participation_age15plus",0.484023743266544,0.0227576930315613,452,15,1264545.0425,151.886593797932,TRUE,,"estimated",TRUE
"pc2001__08__31","labor_force_participation_age15plus",0.564561571963901,0.0672708387483263,282,10,710580.185000001,130.949951069113,TRUE,,"estimated",TRUE
"pc2001__08__32","labor_force_participation_age15plus",0.601263380909675,0.0382192368395462,266,8,696960.62625,104.01718344413,TRUE,,"estimated",TRUE
"pc2001__09__01","labor_force_participation_age15plus",0.4425458435841,0.0286708546170858,649,22,2786367.27499998,244.569046836088,TRUE,,"estimated",TRUE
"pc2001__09__02","labor_force_participation_age15plus",0.440125094053211,0.022294178656825,647,21,3103128.72625,230.702455692181,TRUE,,"estimated",TRUE
"pc2001__09__03","labor_force_participation_age15plus",0.438616954797458,0.0184805118950899,568,19,2528412.805,216.748669815562,TRUE,,"estimated",TRUE
"pc2001__09__04","labor_force_participation_age15plus",0.41996347107171,0.023821546060018,465,16,1554390.66125,143.83590610585,TRUE,,"estimated",TRUE
"pc2001__09__05","labor_force_participation_age15plus",0.468144271251737,0.0421510160157972,363,11,1288361.595,119.382856417872,TRUE,,"estimated",TRUE
"pc2001__09__11","labor_force_participation_age15plus",0.420543779942764,0.0297030576104344,561,20,2048802.25875,245.918169811959,TRUE,,"estimated",TRUE
"pc2001__09__12","labor_force_participation_age15plus",0.50673093609472,0.0245193603142262,654,23,2192049.485,318.139423117992,TRUE,,"estimated",TRUE
"pc2001__09__13","labor_force_participation_age15plus",0.478968294212519,0.0327335959278076,450,16,1484375.40875,200.595702870864,TRUE,,"estimated",TRUE
"pc2001__09__14","labor_force_participation_age15plus",0.408839648289843,0.0270564797752164,305,11,1615733.11875,166.855271320664,TRUE,,"estimated",TRUE
"pc2001__09__15","labor_force_participation_age15plus",0.418474422373581,0.0196574715392426,901,31,2771096.04375,395.979062378953,TRUE,,"estimated",TRUE
"pc2001__09__16","labor_force_participation_age15plus",0.438363022738537,0.0259401488938622,475,17,1774378.12875,230.696190947249,TRUE,,"estimated",TRUE
"pc2001__09__17","labor_force_participation_age15plus",0.525764785353357,0.0474769328903357,516,18,2010159.77,232.883745174579,TRUE,,"estimated",TRUE
"pc2001__09__18","labor_force_participation_age15plus",0.437306139335623,0.0344101447474973,262,11,1171629.9925,143.352073115514,TRUE,,"estimated",TRUE
"pc2001__09__19","labor_force_participation_age15plus",0.645830613612768,0.0383232646727703,506,16,1699986.9925,153.760449870427,TRUE,,"estimated",TRUE
"pc2001__09__20","labor_force_participation_age15plus",0.424358495516396,0.0310239789449954,914,30,2851032.00250001,304.709043624234,TRUE,,"estimated",TRUE
"pc2001__09__21","labor_force_participation_age15plus",0.535029014801849,0.0239322664447355,317,12,1576951.145,137.153810123538,TRUE,,"estimated",TRUE
"pc2001__09__22","labor_force_participation_age15plus",0.503441518119764,0.0350143924479602,378,13,1480182.1675,127.488225558272,TRUE,,"estimated",TRUE
"pc2001__09__23","labor_force_participation_age15plus",0.553761492676894,0.0349237415866054,429,16,1950583.42,142.749585084345,TRUE,,"estimated",TRUE
"pc2001__09__24","labor_force_participation_age15plus",0.535384651233578,0.0268420244837136,588,21,2880246.40125,179.212303539963,TRUE,,"estimated",TRUE
"pc2001__09__25","labor_force_participation_age15plus",0.432784942941163,0.0210736052518808,828,29,2751387.4025,269.146828242465,TRUE,,"estimated",TRUE
"pc2001__09__26","labor_force_participation_age15plus",0.384592153638293,0.0334793190490428,500,18,2118226.08,178.912588474172,TRUE,,"estimated",TRUE
"pc2001__09__27","labor_force_participation_age15plus",0.447242669530046,0.0259957915375028,798,31,3337366.98875,314.122094565822,TRUE,,"estimated",TRUE
"pc2001__09__28","labor_force_participation_age15plus",0.462228864206388,0.0246096184509645,468,19,1934447.885,192.806385156887,TRUE,,"estimated",TRUE
"pc2001__09__29","labor_force_participation_age15plus",0.434973008229949,0.0321628682441657,297,11,1092687.695,110.156305747341,TRUE,,"estimated",TRUE
"pc2001__09__30","labor_force_participation_age15plus",0.454008235394397,0.0509050937312937,290,10,1440609.815,129.471348607349,TRUE,,"estimated",TRUE
"pc2001__09__31","labor_force_participation_age15plus",0.356396170014825,0.0192515244143933,336,13,1458621.18125,172.24108859534,TRUE,,"estimated",TRUE
"pc2001__09__32","labor_force_participation_age15plus",0.506177058833954,0.0500060441259977,96,4,484988.905,48.576099274913,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__09__33","labor_force_participation_age15plus",0.443602518535082,0.0450205542775798,234,9,933832.33625,143.212689061551,TRUE,,"estimated",TRUE
"pc2001__09__34","labor_force_participation_age15plus",0.443515939195933,0.0202223918913116,937,35,2535804.78875,549.558501889218,TRUE,,"estimated",TRUE
"pc2001__09__35","labor_force_participation_age15plus",0.549057174253879,0.0456346332670969,307,10,1034017.8225,206.399702336335,TRUE,,"estimated",TRUE
"pc2001__09__36","labor_force_participation_age15plus",0.535708296766605,0.0231533568733976,388,13,889234.74375,161.763044118467,TRUE,,"estimated",TRUE
"pc2001__09__37","labor_force_participation_age15plus",0.554039583628879,0.0475179976897689,271,9,911451.299999999,69.1307957390126,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__38","labor_force_participation_age15plus",0.669323956663421,0.04016377471358,188,7,783219.77875,92.4707916893546,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__39","labor_force_participation_age15plus",0.521566638355729,0.0377039276876144,183,6,501982.092500001,69.3585025945579,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__40","labor_force_participation_age15plus",0.489697603146339,0.0546200045173672,444,16,1614486.49875,148.985823901727,TRUE,,"estimated",TRUE
"pc2001__09__41","labor_force_participation_age15plus",0.48891548609844,0.0328489632956405,86,3,211748.40375,42.7576714538411,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__09__42","labor_force_participation_age15plus",0.448574218211322,0.0378771994957256,297,11,1085420.43375,127.610703148443,TRUE,,"estimated",TRUE
"pc2001__09__43","labor_force_participation_age15plus",0.366188908416053,0.0272892348173567,429,17,2000963.96125,233.532261670648,TRUE,,"estimated",TRUE
"pc2001__09__44","labor_force_participation_age15plus",0.430606997272199,0.0570858981657579,272,11,1273193.86,108.089045715899,TRUE,,"estimated",TRUE
"pc2001__09__46","labor_force_participation_age15plus",0.492228345449333,0.0284895703695565,542,19,2340840.825,192.470317456583,TRUE,,"estimated",TRUE
"pc2001__09__47","labor_force_participation_age15plus",0.444337840622756,0.0273911290850049,590,21,2134725.1675,235.661802475154,TRUE,,"estimated",TRUE
"pc2001__09__48","labor_force_participation_age15plus",0.396838369969021,0.033012050254486,232,9,1099840.815,123.373926790063,TRUE,,"estimated",TRUE
"pc2001__09__49","labor_force_participation_age15plus",0.386281330617328,0.0301976941284629,433,16,1510732.43125,178.036209282291,TRUE,,"estimated",TRUE
"pc2001__09__50","labor_force_participation_age15plus",0.474634420441509,0.0267075478604456,362,13,1384346.32625,99.1563334141414,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__51","labor_force_participation_age15plus",0.429510760844014,0.0589278564951705,165,6,762466.38875,54.3136227305432,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__52","labor_force_participation_age15plus",0.538273221216152,0.0289812317653507,454,15,1613738.59875,136.84909573802,TRUE,,"estimated",TRUE
"pc2001__09__53","labor_force_participation_age15plus",0.476538071245841,0.0260213191651605,494,18,1834788.27875,213.227370439936,TRUE,,"estimated",TRUE
"pc2001__09__54","labor_force_participation_age15plus",0.438177058229819,0.0237376238942318,547,19,1890777.75625,218.89995371183,TRUE,,"estimated",TRUE
"pc2001__09__55","labor_force_participation_age15plus",0.412890033444613,0.0306191455865239,328,12,1420286.65625,206.138648194684,TRUE,,"estimated",TRUE
"pc2001__09__56","labor_force_participation_age15plus",0.422365817893378,0.0350531818346421,167,6,673613.427500002,89.3865041580569,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__57","labor_force_participation_age15plus",0.488535750578561,0.0226554915286026,465,16,1970637.46125,239.072753969274,TRUE,,"estimated",TRUE
"pc2001__09__58","labor_force_participation_age15plus",0.375025955824482,0.0308151763459696,519,18,2815637.2975,249.837633572009,TRUE,,"estimated",TRUE
"pc2001__09__59","labor_force_participation_age15plus",0.422920438382299,0.0400418522703204,375,13,1571640.555,184.123808712141,TRUE,,"estimated",TRUE
"pc2001__09__60","labor_force_participation_age15plus",0.387980832312885,0.020802934470976,435,15,1817095.0825,200.2772637861,TRUE,,"estimated",TRUE
"pc2001__09__61","labor_force_participation_age15plus",0.35607777522627,0.0233513280285724,595,23,2160280.1825,262.404533908467,TRUE,,"estimated",TRUE
"pc2001__09__62","labor_force_participation_age15plus",0.39864427637417,0.0187296566822995,440,16,1357971.46625,238.578384579861,TRUE,,"estimated",TRUE
"pc2001__09__63","labor_force_participation_age15plus",0.346782078383242,0.0253974129185733,327,12,1356696.59875,166.358257624585,TRUE,,"estimated",TRUE
"pc2001__09__64","labor_force_participation_age15plus",0.346762028370284,0.0281953560694209,604,23,2464242.88875,356.816767184084,TRUE,,"estimated",TRUE
"pc2001__09__65","labor_force_participation_age15plus",0.430288575246386,0.0498465706547993,357,14,1462211.39125,139.816273403629,TRUE,,"estimated",TRUE
"pc2001__09__66","labor_force_participation_age15plus",0.425347611375063,0.045149675405768,305,11,1169301.22375,123.504428650183,TRUE,,"estimated",TRUE
"pc2001__09__67","labor_force_participation_age15plus",0.453733565580904,0.0214062807003931,810,26,2645165.08375,359.447653149888,TRUE,,"estimated",TRUE
"pc2001__09__68","labor_force_participation_age15plus",0.452377565875052,0.0400220154255865,300,11,1311911.9675,156.492286608718,TRUE,,"estimated",TRUE
"pc2001__09__69","labor_force_participation_age15plus",0.473383779694898,0.0287469215592106,275,11,1313329.2725,137.92050707477,TRUE,,"estimated",TRUE
"pc2001__09__70","labor_force_participation_age15plus",0.52428786083637,0.0765331058696266,137,6,626679.830000001,43.3717546212748,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__01","labor_force_participation_age15plus",0.356063351682186,0.0225787034156252,515,17,2112778.46749999,198.710200458403,TRUE,,"estimated",TRUE
"pc2001__10__02","labor_force_participation_age15plus",0.408386251369871,0.0182153456690988,692,24,3258255.80999999,189.793760647368,TRUE,,"estimated",TRUE
"pc2001__10__03","labor_force_participation_age15plus",0.341559759166592,0.0151632758483771,45,2,234836.19,19.0825385988063,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__10__04","labor_force_participation_age15plus",0.419186014124271,0.023637469852536,389,15,1847346.45875,132.462973139997,TRUE,,"estimated",TRUE
"pc2001__10__05","labor_force_participation_age15plus",0.376129265250277,0.0284601713657933,384,15,1804355.61375,119.92034263579,TRUE,,"estimated",TRUE
"pc2001__10__06","labor_force_participation_age15plus",0.461816328801934,0.0137328104359525,247,9,1070311.47,64.459268885026,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__07","labor_force_participation_age15plus",0.52226041182371,0.056676975872812,330,13,1680127.58125,71.0563399031108,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__08","labor_force_participation_age15plus",0.463818693577846,0.0263293337330362,196,7,819694.074999999,35.555700452682,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__09","labor_force_participation_age15plus",0.431245694920901,0.0396887115984884,445,18,1461335.30125,74.2691071778328,FALSE,"low_kish_effective_n","estimated",FALSE
