"target_unit_2001","outcome_id","estimate","std_error","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","preferred_eligible","support_reason","status","analysis_eligible"
"pc2001__01__01","labor_force_participation_age15plus",0.413568950155949,0.0180476044652959,501,18,237829.085,165.306387638127,TRUE,,"estimated",TRUE
"pc2001__01__02","labor_force_participation_age15plus",0.563626059397617,0.0346684389714328,1287,38,569994.91,525.676943641173,TRUE,,"estimated",TRUE
"pc2001__01__03","labor_force_participation_age15plus",0.480146620835368,0.0259610007069914,1814,54,690154.300000004,720.951607610235,TRUE,,"estimated",TRUE
"pc2001__01__04","labor_force_participation_age15plus",0.628130082386282,0.0440156927973386,723,21,370750.425000002,395.021162940513,TRUE,,"estimated",TRUE
"pc2001__01__05","labor_force_participation_age15plus",0.435126273568994,0.0238743534270045,851,24,531382.185000001,238.669682124971,TRUE,,"estimated",TRUE
"pc2001__01__06","labor_force_participation_age15plus",0.394478859979042,0.015316884990562,1640,47,741039.71,740.11631172418,TRUE,,"estimated",TRUE
"pc2001__01__09","labor_force_participation_age15plus",0.908594111047013,0.00754072361547867,177,8,240533.08,39.7175263560905,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__01__10","labor_force_participation_age15plus",0.681245286732355,0.0365653846073606,802,28,548484.925000001,335.697734457083,TRUE,,"estimated",TRUE
"pc2001__01__12","labor_force_participation_age15plus",0.805058044079446,0.0380768682462487,92,3,362990.51,63.4386778181706,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__01__13","labor_force_participation_age15plus",0.558183967253045,0.0309304176535527,2417,84,1270273.9,1059.71065236474,TRUE,,"estimated",TRUE
"pc2001__01__14","labor_force_participation_age15plus",0.75467434476241,0.0599128094472474,408,16,439393.67,195.146887542769,TRUE,,"estimated",TRUE
"pc2001__02__01","labor_force_participation_age15plus",0.664754463002076,0.0519980404042744,552,20,352131.25,325.252977143067,TRUE,,"estimated",TRUE
"pc2001__02__02","labor_force_participation_age15plus",0.695866267838291,0.0247192868317294,1101,44,1010195.59,769.19702577061,TRUE,,"estimated",TRUE
"pc2001__02__03","labor_force_participation_age15plus",0.882632809729161,0.0393230769822937,173,8,24135.28,91.2236623967777,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__02__04","labor_force_participation_age15plus",0.726189273815963,0.0421204871955743,402,16,289258.975,125.922737487951,TRUE,,"estimated",TRUE
"pc2001__02__05","labor_force_participation_age15plus",0.691314467515505,0.0269885933389764,774,32,617019.28,454.176773828326,TRUE,,"estimated",TRUE
"pc2001__02__06","labor_force_participation_age15plus",0.840763235892849,0.0210091559742172,480,20,285494.435,330.561979226239,TRUE,,"estimated",TRUE
"pc2001__02__07","labor_force_participation_age15plus",0.69513366917521,0.0217616660237147,518,20,344156.01,312.951687283699,TRUE,,"estimated",TRUE
"pc2001__02__08","labor_force_participation_age15plus",0.724598913106247,0.0317233568504358,412,16,257761.165,283.471962229605,TRUE,,"estimated",TRUE
"pc2001__02__09","labor_force_participation_age15plus",0.680349842082226,0.0217252260445551,654,24,398579.264999999,423.310791880456,TRUE,,"estimated",TRUE
"pc2001__02__10","labor_force_participation_age15plus",0.655402626779954,0.0578964642688899,525,20,303657.334999999,280.90878356228,TRUE,,"estimated",TRUE
"pc2001__02__11","labor_force_participation_age15plus",0.706259722089238,0.0373530498671426,677,28,493428.535,290.915757253077,TRUE,,"estimated",TRUE
"pc2001__02__12","labor_force_participation_age15plus",0.795052490637768,0.0322660678614524,169,8,55528.9499999999,105.33586722142,TRUE,,"estimated",TRUE
"pc2001__03__01","labor_force_participation_age15plus",0.545768956069507,0.0240778153339534,798,28,1518658.245,468.437490202637,TRUE,,"estimated",TRUE
"pc2001__03__02","labor_force_participation_age15plus",0.521810827296077,0.022066421471657,1166,40,2035675.19,618.299499368652,TRUE,,"estimated",TRUE
"pc2001__03__03","labor_force_participation_age15plus",0.395838515560929,0.0408295940901227,440,16,671385.185000001,275.011006867949,TRUE,,"estimated",TRUE
"pc2001__03__04","labor_force_participation_age15plus",0.460338026928001,0.0251491553357483,860,32,1631107.33,409.852583630323,TRUE,,"estimated",TRUE
"pc2001__03__05","labor_force_participation_age15plus",0.495907906921978,0.0307769089687287,544,20,1188656.98,291.663139219351,TRUE,,"estimated",TRUE
"pc2001__03__06","labor_force_participation_age15plus",0.523949411589207,0.0201156448822073,324,12,461106.005,227.899211565407,TRUE,,"estimated",TRUE
"pc2001__03__07","labor_force_participation_age15plus",0.433266880011773,0.0357248636440244,290,11,339920.305,157.874231818122,TRUE,,"estimated",TRUE
"pc2001__03__08","labor_force_participation_age15plus",0.498461376782637,0.0375766253894228,340,12,347983.18,196.193358196526,TRUE,,"estimated",TRUE
"pc2001__03__09","labor_force_participation_age15plus",0.500539253035212,0.0265024512879272,1181,44,1972849.34999999,504.896458545665,TRUE,,"estimated",TRUE
"pc2001__03__10","labor_force_participation_age15plus",0.556628725029617,0.0403209420167507,451,16,488588.565,135.888872191263,TRUE,,"estimated",TRUE
"pc2001__03__11","labor_force_participation_age15plus",0.548487064740822,0.0350016622749158,797,28,1125963.91,213.036296012684,TRUE,,"estimated",TRUE
"pc2001__03__12","labor_force_participation_age15plus",0.46974682823331,0.0871982632383844,406,16,422688.325,104.13077295293,TRUE,,"estimated",TRUE
"pc2001__03__13","labor_force_participation_age15plus",0.554322066940181,0.0381780048567521,499,16,506124.565,183.868729555497,TRUE,,"estimated",TRUE
"pc2001__03__14","labor_force_participation_age15plus",0.705260546462463,0.0310225048063928,493,19,834770.785000001,218.579666425203,TRUE,,"estimated",TRUE
"pc2001__03__15","labor_force_participation_age15plus",0.7844828534535,0.0371441317986661,334,12,489973.01,115.837322466509,TRUE,,"estimated",TRUE
"pc2001__03__16","labor_force_participation_age15plus",0.571542050691611,0.0389553164933062,814,28,1197097.255,358.240844371578,TRUE,,"estimated",TRUE
"pc2001__03__17","labor_force_participation_age15plus",0.564019910537908,0.032695614415676,680,24,1300676.06,312.604903602668,TRUE,,"estimated",TRUE
"pc2001__04__01","labor_force_participation_age15plus",0.48823656034076,0.0293649107549663,869,39,687524.034999999,288.412305567738,TRUE,,"estimated",TRUE
"pc2001__05__01","labor_force_participation_age15plus",0.852561035699927,0.0326738816279059,281,12,198482.2,108.421210021684,TRUE,,"estimated",TRUE
"pc2001__05__02","labor_force_participation_age15plus",0.804980813517379,0.0362442558550188,275,12,232078.755,125.837101666468,TRUE,,"estimated",TRUE
"pc2001__05__03","labor_force_participation_age15plus",0.752647411670057,0.0430418319365166,271,12,165431.865,82.9821025925355,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__05__04","labor_force_participation_age15plus",0.7150854015929,0.0422991544694632,358,15,429440.175,133.912516586898,TRUE,,"estimated",TRUE
"pc2001__05__06","labor_force_participation_age15plus",0.661955407362577,0.031532834226157,523,20,460522.660000002,199.596169398804,TRUE,,"estimated",TRUE
"pc2001__05__07","labor_force_participation_age15plus",0.647242849416507,0.0579664681699633,274,12,296545.555000001,118.613883679751,TRUE,,"estimated",TRUE
"pc2001__05__08","labor_force_participation_age15plus",0.62881032631325,0.0724412946761047,298,12,180712.705,131.695989181042,TRUE,,"estimated",TRUE
"pc2001__05__09","labor_force_participation_age15plus",0.653807992566286,0.0646952220815862,380,16,456342.54,168.194975659413,TRUE,,"estimated",TRUE
"pc2001__05__10","labor_force_participation_age15plus",0.756817856120002,0.0375264391052334,204,8,116009.525,78.514084895081,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__05__12","labor_force_participation_age15plus",0.567921678798492,0.0230589561614979,655,24,834912.115000001,275.729126127265,TRUE,,"estimated",TRUE
"pc2001__05__13","labor_force_participation_age15plus",0.417572064827274,0.139218700698481,627,24,1270915.07,62.9604714885735,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__06__01","labor_force_participation_age15plus",0.527326572179047,0.0608433896927565,307,12,327756.165,102.392183140983,TRUE,,"estimated",TRUE
"pc2001__06__02","labor_force_participation_age15plus",0.494822093834224,0.0408169906512775,473,16,757942.955000002,285.571803789242,TRUE,,"estimated",TRUE
"pc2001__06__03","labor_force_participation_age15plus",0.481638034896726,0.0435234312748323,579,20,742960.24,327.445121718751,TRUE,,"estimated",TRUE
"pc2001__06__04","labor_force_participation_age15plus",0.598178320264693,0.0249216999570215,351,12,579116.065000001,135.842794967581,TRUE,,"estimated",TRUE
"pc2001__06__05","labor_force_participation_age15plus",0.572042857198817,0.0318887400158402,355,12,615244.129999999,151.561574625337,TRUE,,"estimated",TRUE
"pc2001__06__06","labor_force_participation_age15plus",0.593597345048969,0.0465137410703256,562,20,852755.465000002,181.459398627053,TRUE,,"estimated",TRUE
"pc2001__06__07","labor_force_participation_age15plus",0.593691869943382,0.039486085835248,434,16,970334.94,229.126357164777,TRUE,,"estimated",TRUE
"pc2001__06__08","labor_force_participation_age15plus",0.606157031464542,0.0286782966087411,565,20,967189.795000001,243.789856746943,TRUE,,"estimated",TRUE
"pc2001__06__09","labor_force_participation_age15plus",0.686824346811618,0.0291456933574045,558,20,948809.164999997,198.892994738612,TRUE,,"estimated",TRUE
"pc2001__06__10","labor_force_participation_age15plus",0.532587108469926,0.0310886039195554,341,12,598213.785,117.773044312578,TRUE,,"estimated",TRUE
"pc2001__06__11","labor_force_participation_age15plus",0.578832192137623,0.0299707076549456,470,16,898055.865000001,157.623179604511,TRUE,,"estimated",TRUE
"pc2001__06__12","labor_force_participation_age15plus",0.509944738855876,0.0329712313827582,722,24,1119718.945,207.961225129607,TRUE,,"estimated",TRUE
"pc2001__06__13","labor_force_participation_age15plus",0.518244039988044,0.0307148975266093,639,20,1128112.25,277.300946576764,TRUE,,"estimated",TRUE
"pc2001__06__14","labor_force_participation_age15plus",0.459007880712434,0.045979081066883,419,16,525750.69,150.889586247557,TRUE,,"estimated",TRUE
"pc2001__06__15","labor_force_participation_age15plus",0.56483133088577,0.0329512614784246,339,12,616080.635,180.764448485023,TRUE,,"estimated",TRUE
"pc2001__06__16","labor_force_participation_age15plus",0.521661092840837,0.0393900008682265,345,12,635446.24,127.703767493858,TRUE,,"estimated",TRUE
"pc2001__06__17","labor_force_participation_age15plus",0.483647414909174,0.0436428535011337,321,12,611458.98,153.486608643905,TRUE,,"estimated",TRUE
"pc2001__06__18","labor_force_participation_age15plus",0.590487112056437,0.060079101623099,393,16,1026713.45,69.9751815669004,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__06__19","labor_force_participation_age15plus",0.493928118409537,0.0323123311836901,759,28,1473085.38,360.50818965772,TRUE,,"estimated",TRUE
"pc2001__07__01","labor_force_participation_age15plus",0.471531737427716,0.0142339527066176,2079,98,6517755.76500007,1101.9347028914,TRUE,,"estimated",TRUE
"pc2001__07__02","labor_force_participation_age15plus",0.336357745968091,0,26,1,91188.505,19.5041230586904,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__03","labor_force_participation_age15plus",0.416073738738089,0.0298221171797587,273,12,841884.22,139.922084477361,TRUE,,"estimated",TRUE
"pc2001__07__04","labor_force_participation_age15plus",0.35750818044139,0.0135212019505286,43,2,63560.1399999999,22.874497490663,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__07","labor_force_participation_age15plus",0.44338236895098,0.14450796940241,50,2,160747.1,38.9307569567282,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__08","labor_force_participation_age15plus",0.393882426463704,0.080048624963106,90,5,320446.005,34.2733056578937,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__07__09","labor_force_participation_age15plus",0.433949158693856,0.033976020032713,123,6,703192.595000001,66.7299285424359,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__01","labor_force_participation_age15plus",0.639708916719064,0.0464027979542264,542,20,1444954.855,176.170560428045,TRUE,,"estimated",TRUE
"pc2001__08__02","labor_force_participation_age15plus",0.564573861533287,0.039565136565661,352,12,1206970.95,132.496953351206,TRUE,,"estimated",TRUE
"pc2001__08__03","labor_force_participation_age15plus",0.603685178918114,0.0254767819384031,525,16,1235898.745,138.714538710226,TRUE,,"estimated",TRUE
"pc2001__08__04","labor_force_participation_age15plus",0.53578678712924,0.0183706587719619,552,20,1475963.805,265.041800358169,TRUE,,"estimated",TRUE
"pc2001__08__05","labor_force_participation_age15plus",0.559871409258802,0.0303391135978022,469,16,1139998.095,248.64761842881,TRUE,,"estimated",TRUE
"pc2001__08__06","labor_force_participation_age15plus",0.577683849820036,0.057175776499699,460,16,2408485.36,169.398552787934,TRUE,,"estimated",TRUE
"pc2001__08__07","labor_force_participation_age15plus",0.595114872224394,0.0383754006117748,468,16,1685794.595,167.808382088708,TRUE,,"estimated",TRUE
"pc2001__08__08","labor_force_participation_age15plus",0.553357833058805,0.0577434469006664,331,12,721131.89,152.287855401308,TRUE,,"estimated",TRUE
"pc2001__08__09","labor_force_participation_age15plus",0.511105514463199,0.041757211349156,360,12,878720.434999998,175.064401515293,TRUE,,"estimated",TRUE
"pc2001__08__10","labor_force_participation_age15plus",0.597892210835829,0.0620468838663124,340,12,747099.865,91.823002412059,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__11","labor_force_participation_age15plus",0.643700834287514,0.0549974900620061,297,12,951169.095,103.86597064281,TRUE,,"estimated",TRUE
"pc2001__08__12","labor_force_participation_age15plus",0.571945352298784,0.0192157741461828,1326,48,3442419.27500001,427.288461069814,TRUE,,"estimated",TRUE
"pc2001__08__13","labor_force_participation_age15plus",0.613229819436451,0.0249786576336465,578,20,1360370.645,167.02743688517,TRUE,,"estimated",TRUE
"pc2001__08__14","labor_force_participation_age15plus",0.696083965111824,0.0396126711460603,519,20,1663317.025,156.249792769684,TRUE,,"estimated",TRUE
"pc2001__08__15","labor_force_participation_age15plus",0.593693907197842,0.0383908258495266,581,20,1908374.865,233.320507520987,TRUE,,"estimated",TRUE
"pc2001__08__16","labor_force_participation_age15plus",0.630181213054038,0.0445006252870748,302,12,343452.63,157.789999980219,TRUE,,"estimated",TRUE
"pc2001__08__17","labor_force_participation_age15plus",0.796888225145433,0.0440470890569971,412,16,1077705.54,134.500101860097,TRUE,,"estimated",TRUE
"pc2001__08__18","labor_force_participation_age15plus",0.743563155498548,0.0368368469087446,392,16,888922.165,125.508413994085,TRUE,,"estimated",TRUE
"pc2001__08__19","labor_force_participation_age15plus",0.602584439207295,0.0451782291423945,329,12,602225.425,130.097589972623,TRUE,,"estimated",TRUE
"pc2001__08__20","labor_force_participation_age15plus",0.509350874639937,0.0423966123736312,404,16,1245261.855,194.833508297478,TRUE,,"estimated",TRUE
"pc2001__08__21","labor_force_participation_age15plus",0.580873921205882,0.0353146864464171,589,20,1548129.615,261.581921822475,TRUE,,"estimated",TRUE
"pc2001__08__22","labor_force_participation_age15plus",0.678145151965219,0.0571773246921021,310,12,884060.025,151.837918936881,TRUE,,"estimated",TRUE
"pc2001__08__23","labor_force_participation_age15plus",0.669576294000066,0.054722143918174,294,12,619927.615,95.8149640318201,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__24","labor_force_participation_age15plus",0.746067897346714,0.0285270566046532,383,16,1525644.3,207.734285436407,TRUE,,"estimated",TRUE
"pc2001__08__25","labor_force_participation_age15plus",0.72245533795075,0.0597594008321784,351,12,727838.3,178.68290884889,TRUE,,"estimated",TRUE
"pc2001__08__26","labor_force_participation_age15plus",0.646921902267061,0.0510022426109458,527,20,1945338.735,200.41046134518,TRUE,,"estimated",TRUE
"pc2001__08__27","labor_force_participation_age15plus",0.813083204765775,0.0422477608242931,271,12,705530.5,101.149626582397,TRUE,,"estimated",TRUE
"pc2001__08__28","labor_force_participation_age15plus",0.690332564165611,0.043374716756402,429,16,1091996.335,164.235385652117,TRUE,,"estimated",TRUE
"pc2001__08__29","labor_force_participation_age15plus",0.673022306641068,0.0473990644837738,416,16,1393511.91,218.503915887386,TRUE,,"estimated",TRUE
"pc2001__08__30","labor_force_participation_age15plus",0.477876240488283,0.0482002389633912,445,16,1419093.915,221.619045074485,TRUE,,"estimated",TRUE
"pc2001__08__31","labor_force_participation_age15plus",0.693359522959212,0.036832589028716,270,12,624644.28,96.486050016878,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__08__32","labor_force_participation_age15plus",0.560690994332753,0.0361897467670175,333,12,901959.929999999,130.473463400042,TRUE,,"estimated",TRUE
"pc2001__09__01","labor_force_participation_age15plus",0.467226825196086,0.0257414585931377,624,20,2046229.665,233.296689655099,TRUE,,"estimated",TRUE
"pc2001__09__02","labor_force_participation_age15plus",0.440621451287051,0.0233236818792102,693,24,2248020.12500001,261.631035118777,TRUE,,"estimated",TRUE
"pc2001__09__03","labor_force_participation_age15plus",0.405508830002296,0.0400604458586952,565,20,1526474.405,165.285135573033,TRUE,,"estimated",TRUE
"pc2001__09__04","labor_force_participation_age15plus",0.533489461392526,0.0333354174603762,663,24,2190496.71,230.345679548684,TRUE,,"estimated",TRUE
"pc2001__09__05","labor_force_participation_age15plus",0.435781743260876,0.036947994355017,372,12,1182948.765,136.51045044807,TRUE,,"estimated",TRUE
"pc2001__09__06","labor_force_participation_age15plus",0.569600261645988,0.0722139797169516,299,12,715990.340000001,103.518720092426,TRUE,,"estimated",TRUE
"pc2001__09__07","labor_force_participation_age15plus",0.37717967155819,0.0479018114292931,527,20,1997957.265,129.668136576874,TRUE,,"estimated",TRUE
"pc2001__09__08","labor_force_participation_age15plus",0.468636589702377,0.0390040910743017,357,12,754707.15,155.870081062235,TRUE,,"estimated",TRUE
"pc2001__09__09","labor_force_participation_age15plus",0.503112966218386,0.0283718454168486,589,20,3121700.275,252.143278754768,TRUE,,"estimated",TRUE
"pc2001__09__10","labor_force_participation_age15plus",0.454113214866432,0.0406884149908542,331,12,1247522.295,129.676545798924,TRUE,,"estimated",TRUE
"pc2001__09__11","labor_force_participation_age15plus",0.467049074143034,0.0300637340628618,535,20,1834745.335,221.875841173739,TRUE,,"estimated",TRUE
"pc2001__09__12","labor_force_participation_age15plus",0.464577240991166,0.0281880603835513,444,16,2358900.53000001,193.938041582652,TRUE,,"estimated",TRUE
"pc2001__09__13","labor_force_participation_age15plus",0.510630159709528,0.0370687173216452,350,12,934629.890000002,189.47311280013,TRUE,,"estimated",TRUE
"pc2001__09__14","labor_force_participation_age15plus",0.450629989168455,0.0201992912268873,470,16,1246765.88,137.416857789058,TRUE,,"estimated",TRUE
"pc2001__09__15","labor_force_participation_age15plus",0.419095875665144,0.0177129607173532,591,20,2270363.18,220.925639845187,TRUE,,"estimated",TRUE
"pc2001__09__16","labor_force_participation_age15plus",0.57879470193508,0.0429969619127864,466,16,1514834.59,192.237203138925,TRUE,,"estimated",TRUE
"pc2001__09__17","labor_force_participation_age15plus",0.614961849556818,0.0388237582393116,416,16,1588870.14,155.648153387325,TRUE,,"estimated",TRUE
"pc2001__09__18","labor_force_participation_age15plus",0.463356348261913,0.0539182967627082,319,12,991479.65,107.863378394377,TRUE,,"estimated",TRUE
"pc2001__09__19","labor_force_participation_age15plus",0.482920708137969,0.0210971450996254,662,24,1901952.245,196.337150720291,TRUE,,"estimated",TRUE
"pc2001__09__20","labor_force_participation_age15plus",0.44535200929033,0.0217005841630855,683,24,2472390.215,330.169191379954,TRUE,,"estimated",TRUE
"pc2001__09__21","labor_force_participation_age15plus",0.449803539997201,0.0185109799184792,336,12,1216388.815,101.787610014706,TRUE,,"estimated",TRUE
"pc2001__09__22","labor_force_participation_age15plus",0.449884572317016,0.0220954786355473,374,12,2099552.67,114.218627048746,TRUE,,"estimated",TRUE
"pc2001__09__23","labor_force_participation_age15plus",0.420500965258047,0.0186871998952532,496,20,2172921.54,164.432873603999,TRUE,,"estimated",TRUE
"pc2001__09__24","labor_force_participation_age15plus",0.466342334571514,0.0266187389475258,487,20,2447661.965,212.633340273494,TRUE,,"estimated",TRUE
"pc2001__09__25","labor_force_participation_age15plus",0.492591491762286,0.0385903609011873,503,20,2174116.5,147.195825040277,TRUE,,"estimated",TRUE
"pc2001__09__26","labor_force_participation_age15plus",0.71198226120505,0.0438225095882472,399,16,1831860.625,95.79913123169,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__27","labor_force_participation_age15plus",0.462677910483773,0.0300855333123531,705,24,3316255.175,184.174760245271,TRUE,,"estimated",TRUE
"pc2001__09__28","labor_force_participation_age15plus",0.50742682504283,0.028858449581526,518,20,2016419.185,172.021974397717,TRUE,,"estimated",TRUE
"pc2001__09__29","labor_force_participation_age15plus",0.535594019006717,0.0342211381018837,273,11,818036.030000001,92.3675353822194,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__30","labor_force_participation_age15plus",0.42912195794305,0.0292957586052024,332,12,922314.875,120.099786072769,TRUE,,"estimated",TRUE
"pc2001__09__31","labor_force_participation_age15plus",0.51884467656786,0.029786765704911,322,12,889027.065000002,116.031111045878,TRUE,,"estimated",TRUE
"pc2001__09__32","labor_force_participation_age15plus",0.46365094884725,0.0317309659665621,307,12,789214.755,103.736142144108,TRUE,,"estimated",TRUE
"pc2001__09__33","labor_force_participation_age15plus",0.543613188022151,0.060616985626501,299,12,858277.145,68.6295943717387,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__34","labor_force_participation_age15plus",0.471405660344266,0.0253561680530917,678,24,2378926.505,294.752581325286,TRUE,,"estimated",TRUE
"pc2001__09__35","labor_force_participation_age15plus",0.596219330626452,0.0407447419363416,362,12,1086775.54,185.792559671356,TRUE,,"estimated",TRUE
"pc2001__09__36","labor_force_participation_age15plus",0.525279396038378,0.0368446604727751,491,16,1562595.975,264.672592223656,TRUE,,"estimated",TRUE
"pc2001__09__37","labor_force_participation_age15plus",0.684637405262371,0.0359211110117619,339,12,636395.749999999,149.647698249084,TRUE,,"estimated",TRUE
"pc2001__09__38","labor_force_participation_age15plus",0.680333984764393,0.0329889419428169,362,12,820890.14,211.861571216957,TRUE,,"estimated",TRUE
"pc2001__09__39","labor_force_participation_age15plus",0.677253073255885,0.0384213722162691,329,12,434081.98,190.044789038443,TRUE,,"estimated",TRUE
"pc2001__09__40","labor_force_participation_age15plus",0.618948049841324,0.0303350677448572,300,12,820654.374999999,100.011759874791,TRUE,,"estimated",TRUE
"pc2001__09__41","labor_force_participation_age15plus",0.697759656101717,0.0539269142873421,332,12,476617.674999999,99.1122559500564,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__42","labor_force_participation_age15plus",0.734022663736151,0.050928141321624,317,12,1555571.41,90.5428587168708,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__43","labor_force_participation_age15plus",0.525402157056589,0.0333464618755073,571,20,1663344.865,223.824689651212,TRUE,,"estimated",TRUE
"pc2001__09__44","labor_force_participation_age15plus",0.735511451551365,0.0525984301310592,275,12,657579.244999999,78.2757352505449,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__45","labor_force_participation_age15plus",0.604418835517681,0.0317208355107349,613,24,2878090.155,285.193208471271,TRUE,,"estimated",TRUE
"pc2001__09__46","labor_force_participation_age15plus",0.583590885528336,0.0355832961583527,541,20,1914090.98,142.989162189555,TRUE,,"estimated",TRUE
"pc2001__09__47","labor_force_participation_age15plus",0.63909008646953,0.0491180144659052,362,12,1131090.335,126.293877680271,TRUE,,"estimated",TRUE
"pc2001__09__48","labor_force_participation_age15plus",0.568099497960095,0.0639748292475904,402,12,1196873.985,140.510254321351,TRUE,,"estimated",TRUE
"pc2001__09__49","labor_force_participation_age15plus",0.491598758777924,0.0497243206695613,580,20,2012637.42500001,182.22819274576,TRUE,,"estimated",TRUE
"pc2001__09__50","labor_force_participation_age15plus",0.507930528785802,0.0314608194185467,296,12,1486023.545,70.5168293802356,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__51","labor_force_participation_age15plus",0.519074683730898,0.0458670966322462,341,12,529138,52.5291930781827,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__52","labor_force_participation_age15plus",0.540658267612088,0.0477245289831402,350,12,1237873.45,94.2312632890182,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__53","labor_force_participation_age15plus",0.511686291736152,0.0257347557555855,573,20,1513550.055,136.307476806026,TRUE,,"estimated",TRUE
"pc2001__09__54","labor_force_participation_age15plus",0.59567786369823,0.0560346773177985,338,12,1109544.37,89.691237804087,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__55","labor_force_participation_age15plus",0.614331594040098,0.0612655248734117,341,12,1303914.69,124.046438759691,TRUE,,"estimated",TRUE
"pc2001__09__56","labor_force_participation_age15plus",0.492800059268951,0.0303794973043168,300,12,886939.940000002,104.29193913808,TRUE,,"estimated",TRUE
"pc2001__09__57","labor_force_participation_age15plus",0.683648723140102,0.0408725968710517,350,12,1269862.695,114.061712149072,TRUE,,"estimated",TRUE
"pc2001__09__58","labor_force_participation_age15plus",0.540705102447876,0.0334477337823299,670,23,2395205.55500001,278.049991634055,TRUE,,"estimated",TRUE
"pc2001__09__59","labor_force_participation_age15plus",0.570673647965102,0.0340675614581226,547,20,1866451.27,216.806179546778,TRUE,,"estimated",TRUE
"pc2001__09__60","labor_force_participation_age15plus",0.498162935503674,0.03109790464862,602,20,1816124.315,257.95364509329,TRUE,,"estimated",TRUE
"pc2001__09__61","labor_force_participation_age15plus",0.602816441093177,0.0469964137255491,628,20,2113615.65999999,213.287593723279,TRUE,,"estimated",TRUE
"pc2001__09__62","labor_force_participation_age15plus",0.682594277057035,0.0459753474557028,343,12,951024.329999999,153.245593860437,TRUE,,"estimated",TRUE
"pc2001__09__63","labor_force_participation_age15plus",0.578740508747382,0.0349136693916063,575,20,1290155.05,161.126177033835,TRUE,,"estimated",TRUE
"pc2001__09__64","labor_force_participation_age15plus",0.579631029937292,0.0351760720495445,626,20,2297200.195,276.602510462067,TRUE,,"estimated",TRUE
"pc2001__09__65","labor_force_participation_age15plus",0.641446264338211,0.0333346284578563,587,20,1728259.305,143.735711868525,TRUE,,"estimated",TRUE
"pc2001__09__66","labor_force_participation_age15plus",0.65347076965377,0.0613409702253135,320,12,924461.594999998,95.4373797636963,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__09__67","labor_force_participation_age15plus",0.525610718988794,0.0298301571188944,574,20,1844141.12,265.506735232385,TRUE,,"estimated",TRUE
"pc2001__09__68","labor_force_participation_age15plus",0.563454908276434,0.0812029443071338,353,12,783913.315000002,132.886645103838,TRUE,,"estimated",TRUE
"pc2001__09__69","labor_force_participation_age15plus",0.562804485576749,0.0388948172256504,312,12,1514485.735,133.033631490891,TRUE,,"estimated",TRUE
"pc2001__09__70","labor_force_participation_age15plus",0.599620403844621,0.0391286019132392,288,12,743737.775,93.5950390084433,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__01","labor_force_participation_age15plus",0.387111545781755,0.0311897431319494,441,16,1946020.025,118.800492316142,TRUE,,"estimated",TRUE
"pc2001__10__02","labor_force_participation_age15plus",0.410421000555699,0.0320395710945031,581,20,2371347.345,162.928885194377,TRUE,,"estimated",TRUE
"pc2001__10__03","labor_force_participation_age15plus",0.437432268777577,0.0662748041920258,283,12,254895.37,42.1104308065306,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__04","labor_force_participation_age15plus",0.45592293739185,0.0222678793221352,362,16,1434920.03,98.4809386309438,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__05","labor_force_participation_age15plus",0.463217431273725,0.0230006902354558,449,20,1763056.245,126.86615140069,TRUE,,"estimated",TRUE
"pc2001__10__06","labor_force_participation_age15plus",0.435425746377767,0.0240169649114121,259,12,892375.355,60.9111588685013,FALSE,"low_kish_effective_n","estimated",FALSE
