"specification_id","adjustment_id","construction_id","fixed_effect","instrument","tested_covariates","n_tested_covariates","joint_f","joint_p","n","status","reason"
"region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,3.42173600484301,0.000230495065011698,573,"estimated",
"region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,2.46960530299563,0.00676994163437427,573,"estimated",
"region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,3.58774735115215,0.000124755899504661,573,"estimated",
"state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,7.37044194848195,5.69719388797107e-11,573,"estimated",
"state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,2.03348483482065,0.0283292566716242,573,"estimated",
"state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct","manufacturing_share_among_main_workers;construction_share_among_main_workers;trade_share_among_main_workers;transport_communication_share_among_main_workers;finance_realestate_business_share_among_main_workers;public_social_other_services_share_among_main_workers;manager_professional_technical_share;clerical_service_sales_share;craft_machine_operator_share;elementary_occupation_share",10,3.68581912574883,8.83102202536653e-05,573,"estimated",
