source_row_id,wave,source_code,raw_state,raw_district,terminal_unit,target_unit_2001,review_status,reviewed_panel,evidence_basis,evidence_source_ids,notes
nss_2017_18__karnataka__29425__gulbarga,nss_2017_18,29425,Karnataka,Gulbarga,pc2011__29__579,pc2001__29__04,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29323__mysore,nss_2017_18,29323,Karnataka,Mysore,pc2011__29__577,pc2001__29__26,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29330__ramanagara,nss_2017_18,29330,Karnataka,Ramanagara,pc2011__29__584,pc2001__29__21,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29214__shimoga,nss_2017_18,29214,Karnataka,Shimoga,pc2011__29__568,pc2001__29__15,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29317__tumkur,nss_2017_18,29317,Karnataka,Tumkur,pc2011__29__571,pc2001__29__18,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29109__uttara kannada,nss_2017_18,29109,Karnataka,Uttara Kannada,pc2011__29__563,pc2001__29__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23642__ashoknagar,nss_2017_18,23642,Madhya Pradesh,Ashoknagar,pc2011__23__459,pc2001__23__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23532__hoshangabad,nss_2017_18,23532,Madhya Pradesh,Hoshangabad,pc2011__23__449,pc2001__23__37,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23549__khandwa east nimar,nss_2017_18,23549,Madhya Pradesh,Khandwa (East Nimar),pc2011__23__466,pc2001__23__29,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23523__khargone west nimar,nss_2017_18,23523,Madhya Pradesh,Khargone (West Nimar),pc2011__23__440,pc2001__23__27,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23435__narsimhapur,nss_2017_18,23435,Madhya Pradesh,Narsimhapur,pc2011__23__452,pc2001__23__40,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23113__rewa,nss_2017_18,23113,Madhya Pradesh,Rewa,pc2011__23__430,pc2001__23__14,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23112__satna,nss_2017_18,23112,Madhya Pradesh,Satna,pc2011__23__429,pc2001__23__13,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23319__shajapur,nss_2017_18,23319,Madhya Pradesh,Shajapur,pc2011__23__436,pc2001__23__22,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23606__shivpuri,nss_2017_18,23606,Madhya Pradesh,Shivpuri,pc2011__23__423,pc2001__23__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23146__singrauli,nss_2017_18,23146,Madhya Pradesh,Singrauli,pc2011__23__463,pc2001__23__17,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__madhya pradesh__23107__tikamgarh,nss_2017_18,23107,Madhya Pradesh,Tikamgarh,pc2011__23__424,pc2001__23__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27226__ahmadnagar,nss_2017_18,27226,Maharashtra,Ahmadnagar,pc2011__27__522,pc2001__27__26,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27303__jalgaon,nss_2017_18,27303,Maharashtra,Jalgaon,pc2011__27__499,pc2001__27__03,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27428__latur,nss_2017_18,27428,Maharashtra,Latur,pc2011__27__524,pc2001__27__28,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27429__osmanabad,nss_2017_18,27429,Maharashtra,Osmanabad,pc2011__27__525,pc2001__27__29,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27230__solapur,nss_2017_18,27230,Maharashtra,Solapur,pc2011__27__526,pc2001__27__30,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__maharashtra__27121__thane,nss_2017_18,27121,Maharashtra,Thane,pc2011__27__517,pc2001__27__21,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__manipur__14107__imphal east,nss_2017_18,14107,Manipur,Imphal East,pc2011__14__278,pc2001__14__07,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__manipur__14202__tamenglong,nss_2017_18,14202,Manipur,Tamenglong,pc2011__14__273,pc2001__14__02,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__mizoram__15106__lunglei,nss_2017_18,15106,Mizoram,Lunglei,pc2011__15__286,pc2001__15__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__nagaland__13105__dimapur,nss_2017_18,13105,Nagaland,Dimapur,pc2011__13__265,pc2001__13__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__nagaland__13109__kiphire,nss_2017_18,13109,Nagaland,Kiphire,pc2011__13__269,pc2001__13__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__nagaland__13106__phek,nss_2017_18,13106,Nagaland,Phek,pc2011__13__266,pc2001__13__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21315__anugul,nss_2017_18,21315,Odisha,Anugul,pc2011__21__384,pc2001__21__15,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21108__baleshwar,nss_2017_18,21108,Odisha,Baleshwar,pc2011__21__377,pc2001__21__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21301__bargarh,nss_2017_18,21301,Odisha,Bargarh,pc2011__21__370,pc2001__21__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21112__cuttack,nss_2017_18,21112,Odisha,Cuttack,pc2011__21__381,pc2001__21__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21304__debagarh,nss_2017_18,21304,Odisha,Debagarh,pc2011__21__373,pc2001__21__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21113__jajapur,nss_2017_18,21113,Odisha,Jajapur,pc2011__21__382,pc2001__21__13,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21221__kandhamal,nss_2017_18,21221,Odisha,Kandhamal,pc2011__21__390,pc2001__21__21,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21110__kendrapara,nss_2017_18,21110,Odisha,Kendrapara,pc2011__21__379,pc2001__21__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21306__kendujhar,nss_2017_18,21306,Odisha,Kendujhar,pc2011__21__375,pc2001__21__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21116__nayagarh,nss_2017_18,21116,Odisha,Nayagarh,pc2011__21__385,pc2001__21__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21227__rayagada,nss_2017_18,21227,Odisha,Rayagada,pc2011__21__396,pc2001__21__27,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21223__subarnapur,nss_2017_18,21223,Odisha,Subarnapur,pc2011__21__392,pc2001__21__23,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__odisha__21305__sundargarh,nss_2017_18,21305,Odisha,Sundargarh,pc2011__21__374,pc2001__21__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03220__barnala,nss_2017_18,3220,Punjab,Barnala,pc2011__03__054,pc2001__03__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03222__fazilka,nss_2017_18,3222,Punjab,Fazilka,pc2011__03__043,pc2001__03__11,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03209__firozpur,nss_2017_18,3209,Punjab,Firozpur,pc2011__03__043,pc2001__03__11,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03207__ludhiana,nss_2017_18,3207,Punjab,Ludhiana,pc2011__03__041,pc2001__03__09,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03214__patiala,nss_2017_18,3214,Punjab,Patiala,pc2011__03__048,pc2001__03__17,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03105__shahid bhagat singh nagar,nss_2017_18,3105,Punjab,Shahid Bhagat Singh Nagar,pc2011__03__039,pc2001__03__06,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__punjab__03116__tarn taran,nss_2017_18,3116,Punjab,Tarn Taran,pc2011__03__050,pc2001__03__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08221__ajmer,nss_2017_18,8221,Rajasthan,Ajmer,pc2011__08__119,pc2001__08__21,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08327__banswara,nss_2017_18,8327,Rajasthan,Banswara,pc2011__08__125,pc2001__08__28,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08430__baran,nss_2017_18,8430,Rajasthan,Baran,pc2011__08__128,pc2001__08__31,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08207__bharatpur,nss_2017_18,8207,Rajasthan,Bharatpur,pc2011__08__105,pc2001__08__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08208__dhaulpur,nss_2017_18,8208,Rajasthan,Dhaulpur,pc2011__08__106,pc2001__08__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08212__jaipur,nss_2017_18,8212,Rajasthan,Jaipur,pc2011__08__110,pc2001__08__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08116__jaisalmer,nss_2017_18,8116,Rajasthan,Jaisalmer,pc2011__08__114,pc2001__08__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08115__jodhpur,nss_2017_18,8115,Rajasthan,Jodhpur,pc2011__08__113,pc2001__08__15,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08209__karauli,nss_2017_18,8209,Rajasthan,Karauli,pc2011__08__107,pc2001__08__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08514__nagaur,nss_2017_18,8514,Rajasthan,Nagaur,pc2011__08__112,pc2001__08__14,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08325__rajsamand,nss_2017_18,8325,Rajasthan,Rajsamand,pc2011__08__123,pc2001__08__25,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08210__sawai madhopur,nss_2017_18,8210,Rajasthan,Sawai Madhopur,pc2011__08__108,pc2001__08__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08513__sikar,nss_2017_18,8513,Rajasthan,Sikar,pc2011__08__111,pc2001__08__13,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08501__sri ganganagar,nss_2017_18,8501,Rajasthan,Sri Ganganagar,pc2011__08__099,pc2001__08__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__rajasthan__08222__tonk,nss_2017_18,8222,Rajasthan,Tonk,pc2011__08__120,pc2001__08__22,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__sikkim__11102__west district,nss_2017_18,11102,Sikkim,West District,pc2011__11__242,pc2001__11__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__tamil nadu__33217__nagapattinam,nss_2017_18,33217,Tamil Nadu,Nagapattinam,pc2011__33__618,pc2001__33__19,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__tamil nadu__33101__thiruvallur,nss_2017_18,33101,Tamil Nadu,Thiruvallur,pc2011__33__602,pc2001__33__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__tamil nadu__33327__tirunelveli,nss_2017_18,33327,Tamil Nadu,Tirunelveli,pc2011__33__628,pc2001__33__29,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__tamil nadu__33104__vellore,nss_2017_18,33104,Tamil Nadu,Vellore,pc2011__33__605,pc2001__33__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__tamil nadu__33106__viluppuram,nss_2017_18,33106,Tamil Nadu,Viluppuram,pc2011__33__607,pc2001__33__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36101__adilabad,nss_2017_18,36101,Telangana,Adilabad,pc2011__28__532,pc2001__28__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36209__bhadradri,nss_2017_18,36209,Telangana,Bhadradri,pc2011__28__541,pc2001__28__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36206__jagtial,nss_2017_18,36206,Telangana,Jagtial,pc2011__28__534,pc2001__28__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36219__jangaon,nss_2017_18,36219,Telangana,Jangaon,pc2011__28__540,pc2001__28__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36208__jayashankar,nss_2017_18,36208,Telangana,Jayashankar,pc2011__28__540,pc2001__28__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36126__jogulamba,nss_2017_18,36126,Telangana,Jogulamba,pc2011__28__538,pc2001__28__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36115__kamareddy,nss_2017_18,36115,Telangana,Kamareddy,pc2011__28__533,pc2001__28__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36213__karimnagar,nss_2017_18,36213,Telangana,Karimnagar,pc2011__28__534,pc2001__28__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
