wave_id,reference_id,field_period,temporal_role,first_visit_person_file,first_visit_person_rows,first_visit_household_file,first_visit_household_rows,revisit_person_file,revisit_person_rows,revisit_household_file,revisit_household_rows,annual_usual_status_source,multiplier_field,state_field,district_field,nss_region_field,stratum_field,sub_stratum_field,sub_sample_field,fsu_field,second_stage_stratum_field,household_field,person_field,age_field,principal_status_field,subsidiary_status_field,notes
plfs_2017_18,DDI-IND-CSO-PLFS-2017-18,2017-07-2018-06,long_run_post,hh_per_fv_2017-18,433339,hhfv_2017-18,102113,hh_per_rv_2017-18,272560,hh_rv_2017-18,66745,first_visit_person,MULT_per_fv,state_per_fv,b1q4_per_fv,nss_region_per_fv,b1q5_per_fv,b1q6_per_fv,b1q11_per_fv,fsu_per_fv,b1q14_per_fv,b1q15_per_fv,b4q1_per_fv,b4q6_per_fv,b5pt1q3_per_fv,b5pt2q3_per_fv,"Annual usual-status outcomes use the first-visit person file; revisit person records carry Block 6 current-weekly-status fields and are not pooled into the annual usual-status person universe."
