state_code_1991,district_code_1991,ipum1993,district_name_helms_lim,linguistic_distance_1991_helms_lim,source_row_count,source_years
28,01,28001,Chandigarh,1.2517554,3,1991;2001;2011
29,01,29001,Dadra & Nagar Haveli,1.2267859,3,1991;2001;2011
30,01,30001,Daman,1.0786309,3,1991;2001;2011
30,02,30002,Diu,1.0122863,3,1991;2001;2011
31,01,31001,Delhi,2.0752332,3,1991;2001;2011
32,01,32001,Lakshadweep,4.9943357,3,1991;2001;2011
33,01,33001,Pondicherry,4.9863257,3,1991;2001;2011
33,02,33002,Karaikal,4.997661,3,1991;2001;2011
33,03,33003,Mahe,4.998593,3,1991;2001;2011
33,04,33004,Yanam,4.9994917,3,1991;2001;2011
