table	state_code	relative_path	url
B01	20	data/raw/census_2001/workers/B01/PC01_B01_20.xls	https://censusindia.gov.in/nada/index.php/catalog/25601/download/28732/PC01_B01_20.xls
B01	21	data/raw/census_2001/workers/B01/PC01_B01_21.xls	https://censusindia.gov.in/nada/index.php/catalog/25602/download/28733/PC01_B01_21.xls
B01	22	data/raw/census_2001/workers/B01/PC01_B01_22.xls	https://censusindia.gov.in/nada/index.php/catalog/25603/download/28734/PC01_B01_22.xls
B01	23	data/raw/census_2001/workers/B01/PC01_B01_23.xls	https://censusindia.gov.in/nada/index.php/catalog/25604/download/28735/PC01_B01_23.xls
B01	24	data/raw/census_2001/workers/B01/PC01_B01_24.xls	https://censusindia.gov.in/nada/index.php/catalog/25605/download/28736/PC01_B01_24.xls
B01	25	data/raw/census_2001/workers/B01/PC01_B01_25.xls	https://censusindia.gov.in/nada/index.php/catalog/25606/download/28737/PC01_B01_25.xls
B01	26	data/raw/census_2001/workers/B01/PC01_B01_26.xls	https://censusindia.gov.in/nada/index.php/catalog/25607/download/28738/PC01_B01_26.xls
B01	27	data/raw/census_2001/workers/B01/PC01_B01_27.xls	https://censusindia.gov.in/nada/index.php/catalog/25608/download/28739/PC01_B01_27.xls
B01	28	data/raw/census_2001/workers/B01/PC01_B01_28.xls	https://censusindia.gov.in/nada/index.php/catalog/25609/download/28740/PC01_B01_28.xls
B01	29	data/raw/census_2001/workers/B01/PC01_B01_29.xls	https://censusindia.gov.in/nada/index.php/catalog/25610/download/28741/PC01_B01_29.xls
B01	30	data/raw/census_2001/workers/B01/PC01_B01_30.xls	https://censusindia.gov.in/nada/index.php/catalog/25611/download/28742/PC01_B01_30.xls
B01	31	data/raw/census_2001/workers/B01/PC01_B01_31.xls	https://censusindia.gov.in/nada/index.php/catalog/25612/download/28743/PC01_B01_31.xls
B01	32	data/raw/census_2001/workers/B01/PC01_B01_32.xls	https://censusindia.gov.in/nada/index.php/catalog/25613/download/28744/PC01_B01_32.xls
B01	33	data/raw/census_2001/workers/B01/PC01_B01_33.xls	https://censusindia.gov.in/nada/index.php/catalog/25614/download/28745/PC01_B01_33.xls
B01	34	data/raw/census_2001/workers/B01/PC01_B01_34.xls	https://censusindia.gov.in/nada/index.php/catalog/25615/download/28746/PC01_B01_34.xls
B01	35	data/raw/census_2001/workers/B01/PC01_B01_35.xls	https://censusindia.gov.in/nada/index.php/catalog/25616/download/28747/PC01_B01_35.xls
B04	01	data/raw/census_2001/workers/B04/PC01_B04_01.xls	https://censusindia.gov.in/nada/index.php/catalog/25873/download/29004/PC01_B04_01.xls
B04	02	data/raw/census_2001/workers/B04/PC01_B04_02.xls	https://censusindia.gov.in/nada/index.php/catalog/25874/download/29005/PC01_B04_02.xls
B04	03	data/raw/census_2001/workers/B04/PC01_B04_03.xls	https://censusindia.gov.in/nada/index.php/catalog/25875/download/29006/PC01_B04_03.xls
B04	04	data/raw/census_2001/workers/B04/PC01_B04_04.xls	https://censusindia.gov.in/nada/index.php/catalog/25876/download/29007/PC01_B04_04.xls
B04	05	data/raw/census_2001/workers/B04/PC01_B04_05.xls	https://censusindia.gov.in/nada/index.php/catalog/25877/download/29008/PC01_B04_05.xls
B04	06	data/raw/census_2001/workers/B04/PC01_B04_06.xls	https://censusindia.gov.in/nada/index.php/catalog/25878/download/29009/PC01_B04_06.xls
B04	07	data/raw/census_2001/workers/B04/PC01_B04_07.xls	https://censusindia.gov.in/nada/index.php/catalog/25879/download/29010/PC01_B04_07.xls
B04	08	data/raw/census_2001/workers/B04/PC01_B04_08.xls	https://censusindia.gov.in/nada/index.php/catalog/25880/download/29011/PC01_B04_08.xls
B04	09	data/raw/census_2001/workers/B04/PC01_B04_09.xls	https://censusindia.gov.in/nada/index.php/catalog/25881/download/29012/PC01_B04_09.xls
B04	10	data/raw/census_2001/workers/B04/PC01_B04_10.xls	https://censusindia.gov.in/nada/index.php/catalog/25882/download/29013/PC01_B04_10.xls
B04	11	data/raw/census_2001/workers/B04/PC01_B04_11.xls	https://censusindia.gov.in/nada/index.php/catalog/25883/download/29014/PC01_B04_11.xls
B04	12	data/raw/census_2001/workers/B04/PC01_B04_12.xls	https://censusindia.gov.in/nada/index.php/catalog/25884/download/29015/PC01_B04_12.xls
B04	13	data/raw/census_2001/workers/B04/PC01_B04_13.xls	https://censusindia.gov.in/nada/index.php/catalog/25885/download/29016/PC01_B04_13.xls
B04	14	data/raw/census_2001/workers/B04/PC01_B04_14.xls	https://censusindia.gov.in/nada/index.php/catalog/25886/download/29017/PC01_B04_14.xls
B04	15	data/raw/census_2001/workers/B04/PC01_B04_15.xls	https://censusindia.gov.in/nada/index.php/catalog/25887/download/29018/PC01_B04_15.xls
B04	16	data/raw/census_2001/workers/B04/PC01_B04_16.xls	https://censusindia.gov.in/nada/index.php/catalog/25888/download/29019/PC01_B04_16.xls
B04	17	data/raw/census_2001/workers/B04/PC01_B04_17.xls	https://censusindia.gov.in/nada/index.php/catalog/25889/download/29020/PC01_B04_17.xls
B04	18	data/raw/census_2001/workers/B04/PC01_B04_18.xls	https://censusindia.gov.in/nada/index.php/catalog/25890/download/29021/PC01_B04_18.xls
B04	19	data/raw/census_2001/workers/B04/PC01_B04_19.xls	https://censusindia.gov.in/nada/index.php/catalog/25891/download/29022/PC01_B04_19.xls
B04	20	data/raw/census_2001/workers/B04/PC01_B04_20.xls	https://censusindia.gov.in/nada/index.php/catalog/25892/download/29023/PC01_B04_20.xls
B04	21	data/raw/census_2001/workers/B04/PC01_B04_21.xls	https://censusindia.gov.in/nada/index.php/catalog/25893/download/29024/PC01_B04_21.xls
B04	22	data/raw/census_2001/workers/B04/PC01_B04_22.xls	https://censusindia.gov.in/nada/index.php/catalog/25894/download/29025/PC01_B04_22.xls
B04	23	data/raw/census_2001/workers/B04/PC01_B04_23.xls	https://censusindia.gov.in/nada/index.php/catalog/25895/download/29026/PC01_B04_23.xls
B04	24	data/raw/census_2001/workers/B04/PC01_B04_24.xls	https://censusindia.gov.in/nada/index.php/catalog/25896/download/29027/PC01_B04_24.xls
B04	25	data/raw/census_2001/workers/B04/PC01_B04_25.xls	https://censusindia.gov.in/nada/index.php/catalog/25897/download/29028/PC01_B04_25.xls
B04	26	data/raw/census_2001/workers/B04/PC01_B04_26.xls	https://censusindia.gov.in/nada/index.php/catalog/25898/download/29029/PC01_B04_26.xls
B04	27	data/raw/census_2001/workers/B04/PC01_B04_27.xls	https://censusindia.gov.in/nada/index.php/catalog/25899/download/29030/PC01_B04_27.xls
B04	28	data/raw/census_2001/workers/B04/PC01_B04_28.xls	https://censusindia.gov.in/nada/index.php/catalog/25900/download/29031/PC01_B04_28.xls
B04	29	data/raw/census_2001/workers/B04/PC01_B04_29.xls	https://censusindia.gov.in/nada/index.php/catalog/25901/download/29032/PC01_B04_29.xls
B04	30	data/raw/census_2001/workers/B04/PC01_B04_30.xls	https://censusindia.gov.in/nada/index.php/catalog/25902/download/29033/PC01_B04_30.xls
B04	31	data/raw/census_2001/workers/B04/PC01_B04_31.xls	https://censusindia.gov.in/nada/index.php/catalog/25903/download/29034/PC01_B04_31.xls
B04	32	data/raw/census_2001/workers/B04/PC01_B04_32.xls	https://censusindia.gov.in/nada/index.php/catalog/25904/download/29035/PC01_B04_32.xls
B04	33	data/raw/census_2001/workers/B04/PC01_B04_33.xls	https://censusindia.gov.in/nada/index.php/catalog/25905/download/29036/PC01_B04_33.xls
B04	34	data/raw/census_2001/workers/B04/PC01_B04_34.xls	https://censusindia.gov.in/nada/index.php/catalog/25906/download/29037/PC01_B04_34.xls
B04	35	data/raw/census_2001/workers/B04/PC01_B04_35.xls	https://censusindia.gov.in/nada/index.php/catalog/25907/download/29038/PC01_B04_35.xls
B25	01	data/raw/census_2001/workers/B25/PC01_B25_01.xls	https://censusindia.gov.in/nada/index.php/catalog/27459/download/30590/PC01_B25_01.xls
B25	02	data/raw/census_2001/workers/B25/PC01_B25_02.xls	https://censusindia.gov.in/nada/index.php/catalog/27460/download/30591/PC01_B25_02.xls
B25	03	data/raw/census_2001/workers/B25/PC01_B25_03.xls	https://censusindia.gov.in/nada/index.php/catalog/27461/download/30592/PC01_B25_03.xls
B25	04	data/raw/census_2001/workers/B25/PC01_B25_04.xls	https://censusindia.gov.in/nada/index.php/catalog/27462/download/30593/PC01_B25_04.xls
B25	05	data/raw/census_2001/workers/B25/PC01_B25_05.xls	https://censusindia.gov.in/nada/index.php/catalog/27463/download/30594/PC01_B25_05.xls
B25	06	data/raw/census_2001/workers/B25/PC01_B25_06.xls	https://censusindia.gov.in/nada/index.php/catalog/27464/download/30595/PC01_B25_06.xls
B25	07	data/raw/census_2001/workers/B25/PC01_B25_07.xls	https://censusindia.gov.in/nada/index.php/catalog/27465/download/30596/PC01_B25_07.xls
B25	08	data/raw/census_2001/workers/B25/PC01_B25_08.xls	https://censusindia.gov.in/nada/index.php/catalog/27466/download/30597/PC01_B25_08.xls
B25	09	data/raw/census_2001/workers/B25/PC01_B25_09.xls	https://censusindia.gov.in/nada/index.php/catalog/27467/download/30598/PC01_B25_09.xls
B25	10	data/raw/census_2001/workers/B25/PC01_B25_10.xls	https://censusindia.gov.in/nada/index.php/catalog/27468/download/30599/PC01_B25_10.xls
B25	11	data/raw/census_2001/workers/B25/PC01_B25_11.xls	https://censusindia.gov.in/nada/index.php/catalog/27469/download/30600/PC01_B25_11.xls
B25	12	data/raw/census_2001/workers/B25/PC01_B25_12.xls	https://censusindia.gov.in/nada/index.php/catalog/27470/download/30601/PC01_B25_12.xls
B25	13	data/raw/census_2001/workers/B25/PC01_B25_13.xls	https://censusindia.gov.in/nada/index.php/catalog/27471/download/30602/PC01_B25_13.xls
B25	14	data/raw/census_2001/workers/B25/PC01_B25_14.xls	https://censusindia.gov.in/nada/index.php/catalog/27472/download/30603/PC01_B25_14.xls
B25	15	data/raw/census_2001/workers/B25/PC01_B25_15.xls	https://censusindia.gov.in/nada/index.php/catalog/27473/download/30604/PC01_B25_15.xls
B25	16	data/raw/census_2001/workers/B25/PC01_B25_16.xls	https://censusindia.gov.in/nada/index.php/catalog/27474/download/30605/PC01_B25_16.xls
B25	17	data/raw/census_2001/workers/B25/PC01_B25_17.xls	https://censusindia.gov.in/nada/index.php/catalog/27475/download/30606/PC01_B25_17.xls
B25	18	data/raw/census_2001/workers/B25/PC01_B25_18.xls	https://censusindia.gov.in/nada/index.php/catalog/27476/download/30607/PC01_B25_18.xls
B25	19	data/raw/census_2001/workers/B25/PC01_B25_19.xls	https://censusindia.gov.in/nada/index.php/catalog/27477/download/30608/PC01_B25_19.xls
B25	20	data/raw/census_2001/workers/B25/PC01_B25_20.xls	https://censusindia.gov.in/nada/index.php/catalog/27478/download/30609/PC01_B25_20.xls
B25	21	data/raw/census_2001/workers/B25/PC01_B25_21.xls	https://censusindia.gov.in/nada/index.php/catalog/27479/download/30610/PC01_B25_21.xls
B25	22	data/raw/census_2001/workers/B25/PC01_B25_22.xls	https://censusindia.gov.in/nada/index.php/catalog/27480/download/30611/PC01_B25_22.xls
B25	23	data/raw/census_2001/workers/B25/PC01_B25_23.xls	https://censusindia.gov.in/nada/index.php/catalog/27481/download/30612/PC01_B25_23.xls
B25	24	data/raw/census_2001/workers/B25/PC01_B25_24.xls	https://censusindia.gov.in/nada/index.php/catalog/27482/download/30613/PC01_B25_24.xls
B25	25	data/raw/census_2001/workers/B25/PC01_B25_25.xls	https://censusindia.gov.in/nada/index.php/catalog/27483/download/30614/PC01_B25_25.xls
B25	26	data/raw/census_2001/workers/B25/PC01_B25_26.xls	https://censusindia.gov.in/nada/index.php/catalog/27484/download/30615/PC01_B25_26.xls
B25	27	data/raw/census_2001/workers/B25/PC01_B25_27.xls	https://censusindia.gov.in/nada/index.php/catalog/27485/download/30616/PC01_B25_27.xls
B25	28	data/raw/census_2001/workers/B25/PC01_B25_28.xls	https://censusindia.gov.in/nada/index.php/catalog/27486/download/30617/PC01_B25_28.xls
B25	29	data/raw/census_2001/workers/B25/PC01_B25_29.xls	https://censusindia.gov.in/nada/index.php/catalog/27487/download/30618/PC01_B25_29.xls
B25	30	data/raw/census_2001/workers/B25/PC01_B25_30.xls	https://censusindia.gov.in/nada/index.php/catalog/27488/download/30619/PC01_B25_30.xls
B25	31	data/raw/census_2001/workers/B25/PC01_B25_31.xls	https://censusindia.gov.in/nada/index.php/catalog/27489/download/30620/PC01_B25_31.xls
B25	32	data/raw/census_2001/workers/B25/PC01_B25_32.xls	https://censusindia.gov.in/nada/index.php/catalog/27490/download/30621/PC01_B25_32.xls
B25	33	data/raw/census_2001/workers/B25/PC01_B25_33.xls	https://censusindia.gov.in/nada/index.php/catalog/27491/download/30622/PC01_B25_33.xls
B25	34	data/raw/census_2001/workers/B25/PC01_B25_34.xls	https://censusindia.gov.in/nada/index.php/catalog/27492/download/30623/PC01_B25_34.xls
B25	35	data/raw/census_2001/workers/B25/PC01_B25_35.xls	https://censusindia.gov.in/nada/index.php/catalog/27493/download/30624/PC01_B25_35.xls
B26	01	data/raw/census_2001/workers/B26/PC01_B26_01.xls	https://censusindia.gov.in/nada/index.php/catalog/27559/download/30690/PC01_B26_01.xls
B26	02	data/raw/census_2001/workers/B26/PC01_B26_02.xls	https://censusindia.gov.in/nada/index.php/catalog/27560/download/30691/PC01_B26_02.xls
B26	03	data/raw/census_2001/workers/B26/PC01_B26_03.xls	https://censusindia.gov.in/nada/index.php/catalog/27561/download/30692/PC01_B26_03.xls
B26	04	data/raw/census_2001/workers/B26/PC01_B26_04.xls	https://censusindia.gov.in/nada/index.php/catalog/27562/download/30693/PC01_B26_04.xls
B26	05	data/raw/census_2001/workers/B26/PC01_B26_05.xls	https://censusindia.gov.in/nada/index.php/catalog/27563/download/30694/PC01_B26_05.xls
B26	06	data/raw/census_2001/workers/B26/PC01_B26_06.xls	https://censusindia.gov.in/nada/index.php/catalog/27564/download/30695/PC01_B26_06.xls
B26	07	data/raw/census_2001/workers/B26/PC01_B26_07.xls	https://censusindia.gov.in/nada/index.php/catalog/27565/download/30696/PC01_B26_07.xls
B26	08	data/raw/census_2001/workers/B26/PC01_B26_08.xls	https://censusindia.gov.in/nada/index.php/catalog/27566/download/30697/PC01_B26_08.xls
B26	09	data/raw/census_2001/workers/B26/PC01_B26_09.xls	https://censusindia.gov.in/nada/index.php/catalog/27567/download/30698/PC01_B26_09.xls
B26	10	data/raw/census_2001/workers/B26/PC01_B26_10.xls	https://censusindia.gov.in/nada/index.php/catalog/27568/download/30699/PC01_B26_10.xls
B26	11	data/raw/census_2001/workers/B26/PC01_B26_11.xls	https://censusindia.gov.in/nada/index.php/catalog/27569/download/30700/PC01_B26_11.xls
B26	12	data/raw/census_2001/workers/B26/PC01_B26_12.xls	https://censusindia.gov.in/nada/index.php/catalog/27570/download/30701/PC01_B26_12.xls
B26	13	data/raw/census_2001/workers/B26/PC01_B26_13.xls	https://censusindia.gov.in/nada/index.php/catalog/27571/download/30702/PC01_B26_13.xls
B26	14	data/raw/census_2001/workers/B26/PC01_B26_14.xls	https://censusindia.gov.in/nada/index.php/catalog/27572/download/30703/PC01_B26_14.xls
B26	15	data/raw/census_2001/workers/B26/PC01_B26_15.xls	https://censusindia.gov.in/nada/index.php/catalog/27573/download/30704/PC01_B26_15.xls
B26	16	data/raw/census_2001/workers/B26/PC01_B26_16.xls	https://censusindia.gov.in/nada/index.php/catalog/27574/download/30705/PC01_B26_16.xls
B26	17	data/raw/census_2001/workers/B26/PC01_B26_17.xls	https://censusindia.gov.in/nada/index.php/catalog/27575/download/30706/PC01_B26_17.xls
B26	18	data/raw/census_2001/workers/B26/PC01_B26_18.xls	https://censusindia.gov.in/nada/index.php/catalog/27576/download/30707/PC01_B26_18.xls
B26	19	data/raw/census_2001/workers/B26/PC01_B26_19.xls	https://censusindia.gov.in/nada/index.php/catalog/27577/download/30708/PC01_B26_19.xls
B26	20	data/raw/census_2001/workers/B26/PC01_B26_20.xls	https://censusindia.gov.in/nada/index.php/catalog/27578/download/30709/PC01_B26_20.xls
B26	21	data/raw/census_2001/workers/B26/PC01_B26_21.xls	https://censusindia.gov.in/nada/index.php/catalog/27579/download/30710/PC01_B26_21.xls
B26	22	data/raw/census_2001/workers/B26/PC01_B26_22.xls	https://censusindia.gov.in/nada/index.php/catalog/27580/download/30711/PC01_B26_22.xls
B26	23	data/raw/census_2001/workers/B26/PC01_B26_23.xls	https://censusindia.gov.in/nada/index.php/catalog/27581/download/30712/PC01_B26_23.xls
B26	24	data/raw/census_2001/workers/B26/PC01_B26_24.xls	https://censusindia.gov.in/nada/index.php/catalog/27582/download/30713/PC01_B26_24.xls
B26	25	data/raw/census_2001/workers/B26/PC01_B26_25.xls	https://censusindia.gov.in/nada/index.php/catalog/27583/download/30714/PC01_B26_25.xls
B26	26	data/raw/census_2001/workers/B26/PC01_B26_26.xls	https://censusindia.gov.in/nada/index.php/catalog/27584/download/30715/PC01_B26_26.xls
B26	27	data/raw/census_2001/workers/B26/PC01_B26_27.xls	https://censusindia.gov.in/nada/index.php/catalog/27585/download/30716/PC01_B26_27.xls
B26	28	data/raw/census_2001/workers/B26/PC01_B26_28.xls	https://censusindia.gov.in/nada/index.php/catalog/27586/download/30717/PC01_B26_28.xls
B26	29	data/raw/census_2001/workers/B26/PC01_B26_29.xls	https://censusindia.gov.in/nada/index.php/catalog/27587/download/30718/PC01_B26_29.xls
B26	30	data/raw/census_2001/workers/B26/PC01_B26_30.xls	https://censusindia.gov.in/nada/index.php/catalog/27588/download/30719/PC01_B26_30.xls
B26	31	data/raw/census_2001/workers/B26/PC01_B26_31.xls	https://censusindia.gov.in/nada/index.php/catalog/27589/download/30720/PC01_B26_31.xls
B26	32	data/raw/census_2001/workers/B26/PC01_B26_32.xls	https://censusindia.gov.in/nada/index.php/catalog/27590/download/30721/PC01_B26_32.xls
B26	33	data/raw/census_2001/workers/B26/PC01_B26_33.xls	https://censusindia.gov.in/nada/index.php/catalog/27591/download/30722/PC01_B26_33.xls
B26	34	data/raw/census_2001/workers/B26/PC01_B26_34.xls	https://censusindia.gov.in/nada/index.php/catalog/27592/download/30723/PC01_B26_34.xls
B26	35	data/raw/census_2001/workers/B26/PC01_B26_35.xls	https://censusindia.gov.in/nada/index.php/catalog/27593/download/30724/PC01_B26_35.xls
C01	01	data/raw/census_2001/religion/C01/PC01_C01_01.xls	https://censusindia.gov.in/nada/index.php/catalog/21463/download/24595/PC01_C01_01.xls
C01	02	data/raw/census_2001/religion/C01/PC01_C01_02.xls	https://censusindia.gov.in/nada/index.php/catalog/21464/download/24596/PC01_C01_02.xls
C01	03	data/raw/census_2001/religion/C01/PC01_C01_03.xls	https://censusindia.gov.in/nada/index.php/catalog/21465/download/24597/PC01_C01_03.xls
C01	04	data/raw/census_2001/religion/C01/PC01_C01_04.xls	https://censusindia.gov.in/nada/index.php/catalog/21466/download/24598/PC01_C01_04.xls
C01	05	data/raw/census_2001/religion/C01/PC01_C01_05.xls	https://censusindia.gov.in/nada/index.php/catalog/21467/download/24599/PC01_C01_05.xls
C01	06	data/raw/census_2001/religion/C01/PC01_C01_06.xls	https://censusindia.gov.in/nada/index.php/catalog/21468/download/24600/PC01_C01_06.xls
C01	07	data/raw/census_2001/religion/C01/PC01_C01_07.xls	https://censusindia.gov.in/nada/index.php/catalog/21469/download/24601/PC01_C01_07.xls
C01	08	data/raw/census_2001/religion/C01/PC01_C01_08.xls	https://censusindia.gov.in/nada/index.php/catalog/21470/download/24602/PC01_C01_08.xls
C01	09	data/raw/census_2001/religion/C01/PC01_C01_09.xls	https://censusindia.gov.in/nada/index.php/catalog/21471/download/24603/PC01_C01_09.xls
C01	10	data/raw/census_2001/religion/C01/PC01_C01_10.xls	https://censusindia.gov.in/nada/index.php/catalog/21472/download/24604/PC01_C01_10.xls
C01	11	data/raw/census_2001/religion/C01/PC01_C01_11.xls	https://censusindia.gov.in/nada/index.php/catalog/21473/download/24605/PC01_C01_11.xls
C01	12	data/raw/census_2001/religion/C01/PC01_C01_12.xls	https://censusindia.gov.in/nada/index.php/catalog/21474/download/24606/PC01_C01_12.xls
C01	13	data/raw/census_2001/religion/C01/PC01_C01_13.xls	https://censusindia.gov.in/nada/index.php/catalog/21475/download/24607/PC01_C01_13.xls
C01	14	data/raw/census_2001/religion/C01/PC01_C01_14.xls	https://censusindia.gov.in/nada/index.php/catalog/21476/download/24608/PC01_C01_14.xls
C01	15	data/raw/census_2001/religion/C01/PC01_C01_15.xls	https://censusindia.gov.in/nada/index.php/catalog/21477/download/24609/PC01_C01_15.xls
C01	16	data/raw/census_2001/religion/C01/PC01_C01_16.xls	https://censusindia.gov.in/nada/index.php/catalog/21478/download/24610/PC01_C01_16.xls
C01	17	data/raw/census_2001/religion/C01/PC01_C01_17.xls	https://censusindia.gov.in/nada/index.php/catalog/21479/download/24611/PC01_C01_17.xls
C01	18	data/raw/census_2001/religion/C01/PC01_C01_18.xls	https://censusindia.gov.in/nada/index.php/catalog/21480/download/24612/PC01_C01_18.xls
C01	19	data/raw/census_2001/religion/C01/PC01_C01_19.xls	https://censusindia.gov.in/nada/index.php/catalog/21481/download/24613/PC01_C01_19.xls
C01	20	data/raw/census_2001/religion/C01/PC01_C01_20.xls	https://censusindia.gov.in/nada/index.php/catalog/21482/download/24614/PC01_C01_20.xls
C01	21	data/raw/census_2001/religion/C01/PC01_C01_21.xls	https://censusindia.gov.in/nada/index.php/catalog/21483/download/24615/PC01_C01_21.xls
C01	22	data/raw/census_2001/religion/C01/PC01_C01_22.xls	https://censusindia.gov.in/nada/index.php/catalog/21484/download/24616/PC01_C01_22.xls
C01	23	data/raw/census_2001/religion/C01/PC01_C01_23.xls	https://censusindia.gov.in/nada/index.php/catalog/21485/download/24617/PC01_C01_23.xls
C01	24	data/raw/census_2001/religion/C01/PC01_C01_24.xls	https://censusindia.gov.in/nada/index.php/catalog/21486/download/24618/PC01_C01_24.xls
C01	25	data/raw/census_2001/religion/C01/PC01_C01_25.xls	https://censusindia.gov.in/nada/index.php/catalog/21487/download/24619/PC01_C01_25.xls
C01	26	data/raw/census_2001/religion/C01/PC01_C01_26.xls	https://censusindia.gov.in/nada/index.php/catalog/21488/download/24620/PC01_C01_26.xls
C01	27	data/raw/census_2001/religion/C01/PC01_C01_27.xls	https://censusindia.gov.in/nada/index.php/catalog/21489/download/24621/PC01_C01_27.xls
C01	28	data/raw/census_2001/religion/C01/PC01_C01_28.xls	https://censusindia.gov.in/nada/index.php/catalog/21490/download/24622/PC01_C01_28.xls
C01	29	data/raw/census_2001/religion/C01/PC01_C01_29.xls	https://censusindia.gov.in/nada/index.php/catalog/21491/download/24623/PC01_C01_29.xls
C01	30	data/raw/census_2001/religion/C01/PC01_C01_30.xls	https://censusindia.gov.in/nada/index.php/catalog/21492/download/24624/PC01_C01_30.xls
C01	31	data/raw/census_2001/religion/C01/PC01_C01_31.xls	https://censusindia.gov.in/nada/index.php/catalog/21493/download/24625/PC01_C01_31.xls
C01	32	data/raw/census_2001/religion/C01/PC01_C01_32.xls	https://censusindia.gov.in/nada/index.php/catalog/21494/download/24626/PC01_C01_32.xls
C01	33	data/raw/census_2001/religion/C01/PC01_C01_33.xls	https://censusindia.gov.in/nada/index.php/catalog/21495/download/24627/PC01_C01_33.xls
C01	34	data/raw/census_2001/religion/C01/PC01_C01_34.xls	https://censusindia.gov.in/nada/index.php/catalog/21496/download/24628/PC01_C01_34.xls
C01	35	data/raw/census_2001/religion/C01/PC01_C01_35.xls	https://censusindia.gov.in/nada/index.php/catalog/21497/download/24629/PC01_C01_35.xls
C08	01	data/raw/census_2001/education/C08/PC01_C08_01.xls	https://censusindia.gov.in/nada/index.php/catalog/44755/download/48428/PC01_C08_01.xls
C08	02	data/raw/census_2001/education/C08/PC01_C08_02.xls	https://censusindia.gov.in/nada/index.php/catalog/44756/download/48429/PC01_C08_02.xls
C08	03	data/raw/census_2001/education/C08/PC01_C08_03.xls	https://censusindia.gov.in/nada/index.php/catalog/44757/download/48430/PC01_C08_03.xls
C08	04	data/raw/census_2001/education/C08/PC01_C08_04.xls	https://censusindia.gov.in/nada/index.php/catalog/44758/download/48431/PC01_C08_04.xls
C08	05	data/raw/census_2001/education/C08/PC01_C08_05.xls	https://censusindia.gov.in/nada/index.php/catalog/44759/download/48432/PC01_C08_05.xls
C08	06	data/raw/census_2001/education/C08/PC01_C08_06.xls	https://censusindia.gov.in/nada/index.php/catalog/44760/download/48433/PC01_C08_06.xls
C08	07	data/raw/census_2001/education/C08/PC01_C08_07.xls	https://censusindia.gov.in/nada/index.php/catalog/44761/download/48434/PC01_C08_07.xls
C08	08	data/raw/census_2001/education/C08/PC01_C08_08.xls	https://censusindia.gov.in/nada/index.php/catalog/44762/download/48435/PC01_C08_08.xls
