academic_year,state_report,district_report,medium_slot,language_label,source_pdf,source_page
2005-06,BIHAR,KATIHAR,2,Urdu,District report card 2005-06 vol-1.pdf,101
2005-06,BIHAR,KATIHAR,3,Others,District report card 2005-06 vol-1.pdf,101
2005-06,BIHAR,KATIHAR,4,Sanskrit,District report card 2005-06 vol-1.pdf,101
2005-06,BIHAR,KATIHAR,5,Bengali,District report card 2005-06 vol-1.pdf,101
2005-06,BIHAR,KHAGARIA,1,Hindi,District report card 2005-06 vol-1.pdf,102
2005-06,BIHAR,KHAGARIA,2,Urdu,District report card 2005-06 vol-1.pdf,102
2005-06,BIHAR,KHAGARIA,3,Others,District report card 2005-06 vol-1.pdf,102
2005-06,BIHAR,KISHANGANJ,1,Hindi,District report card 2005-06 vol-1.pdf,103
2005-06,BIHAR,KISHANGANJ,2,Urdu,District report card 2005-06 vol-1.pdf,103
2005-06,BIHAR,KISHANGANJ,3,Others,District report card 2005-06 vol-1.pdf,103
2005-06,BIHAR,KISHANGANJ,4,Sanskrit,District report card 2005-06 vol-1.pdf,103
2005-06,BIHAR,LAKHISARAI,1,Hindi,District report card 2005-06 vol-1.pdf,104
2005-06,BIHAR,LAKHISARAI,2,Urdu,District report card 2005-06 vol-1.pdf,104
2005-06,BIHAR,LAKHISARAI,3,Others,District report card 2005-06 vol-1.pdf,104
2005-06,BIHAR,MADHEPURA,1,Hindi,District report card 2005-06 vol-1.pdf,105
2005-06,BIHAR,MADHEPURA,2,Urdu,District report card 2005-06 vol-1.pdf,105
2005-06,BIHAR,MADHEPURA,3,Others,District report card 2005-06 vol-1.pdf,105
2005-06,BIHAR,MADHEPURA,4,Sanskrit,District report card 2005-06 vol-1.pdf,105
2005-06,BIHAR,MADHUBANI,1,Hindi,District report card 2005-06 vol-1.pdf,106
2005-06,BIHAR,MADHUBANI,2,Urdu,District report card 2005-06 vol-1.pdf,106
2005-06,BIHAR,MADHUBANI,3,Sanskrit,District report card 2005-06 vol-1.pdf,106
2005-06,BIHAR,MADHUBANI,4,Others,District report card 2005-06 vol-1.pdf,106
2005-06,BIHAR,MUNGER,1,Hindi,District report card 2005-06 vol-1.pdf,107
2005-06,BIHAR,MUNGER,2,Urdu,District report card 2005-06 vol-1.pdf,107
2005-06,BIHAR,MUNGER,3,Others,District report card 2005-06 vol-1.pdf,107
2005-06,BIHAR,MUNGER,4,Bengali,District report card 2005-06 vol-1.pdf,107
2005-06,BIHAR,MUNGER,5,Sanskrit,District report card 2005-06 vol-1.pdf,107
2005-06,BIHAR,MUZAFFARPUR,1,Hindi,District report card 2005-06 vol-1.pdf,108
2005-06,BIHAR,MUZAFFARPUR,2,Urdu,District report card 2005-06 vol-1.pdf,108
2005-06,BIHAR,MUZAFFARPUR,3,Bengali,District report card 2005-06 vol-1.pdf,108
2005-06,BIHAR,MUZAFFARPUR,4,Assamese,District report card 2005-06 vol-1.pdf,108
2005-06,BIHAR,NALANDA,1,Hindi,District report card 2005-06 vol-1.pdf,109
2005-06,BIHAR,NALANDA,2,Urdu,District report card 2005-06 vol-1.pdf,109
2005-06,BIHAR,NALANDA,3,Others,District report card 2005-06 vol-1.pdf,109
2005-06,BIHAR,NALANDA,4,Bodo,District report card 2005-06 vol-1.pdf,109
2005-06,BIHAR,NALANDA,5,Sanskrit,District report card 2005-06 vol-1.pdf,109
2005-06,BIHAR,NAWADA,1,Hindi,District report card 2005-06 vol-1.pdf,110
2005-06,BIHAR,NAWADA,2,Urdu,District report card 2005-06 vol-1.pdf,110
2005-06,BIHAR,NAWADA,3,Others,District report card 2005-06 vol-1.pdf,110
2005-06,BIHAR,NAWADA,4,Sanskrit,District report card 2005-06 vol-1.pdf,110
2005-06,BIHAR,NAWADA,5,Assamese,District report card 2005-06 vol-1.pdf,110
2005-06,BIHAR,PASHCHIM CHAMPARAN,1,Hindi,District report card 2005-06 vol-1.pdf,111
2005-06,BIHAR,PASHCHIM CHAMPARAN,2,Urdu,District report card 2005-06 vol-1.pdf,111
2005-06,BIHAR,PASHCHIM CHAMPARAN,3,English,District report card 2005-06 vol-1.pdf,111
2005-06,BIHAR,PASHCHIM CHAMPARAN,4,Others,District report card 2005-06 vol-1.pdf,111
2005-06,BIHAR,PASHCHIM CHAMPARAN,5,Sanskrit,District report card 2005-06 vol-1.pdf,111
2005-06,BIHAR,PATNA,1,Hindi,District report card 2005-06 vol-1.pdf,112
2005-06,BIHAR,PATNA,2,Urdu,District report card 2005-06 vol-1.pdf,112
2005-06,BIHAR,PATNA,3,Others,District report card 2005-06 vol-1.pdf,112
2005-06,BIHAR,PATNA,4,Bengali,District report card 2005-06 vol-1.pdf,112
2005-06,BIHAR,PATNA,5,Malayalam,District report card 2005-06 vol-1.pdf,112
2005-06,BIHAR,PURBA CHAMPARAN,1,Hindi,District report card 2005-06 vol-1.pdf,113
2005-06,BIHAR,PURBA CHAMPARAN,2,Urdu,District report card 2005-06 vol-1.pdf,113
2005-06,BIHAR,PURBA CHAMPARAN,3,Others,District report card 2005-06 vol-1.pdf,113
2005-06,BIHAR,PURBA CHAMPARAN,4,Sanskrit,District report card 2005-06 vol-1.pdf,113
2005-06,BIHAR,PURBA CHAMPARAN,5,Bengali,District report card 2005-06 vol-1.pdf,113
2005-06,BIHAR,PURNIA,1,Hindi,District report card 2005-06 vol-1.pdf,114
2005-06,BIHAR,PURNIA,2,Urdu,District report card 2005-06 vol-1.pdf,114
2005-06,BIHAR,PURNIA,3,Others,District report card 2005-06 vol-1.pdf,114
2005-06,BIHAR,PURNIA,4,Sanskrit,District report card 2005-06 vol-1.pdf,114
2005-06,BIHAR,PURNIA,5,Bengali,District report card 2005-06 vol-1.pdf,114
2005-06,BIHAR,ROHTAS,1,Hindi,District report card 2005-06 vol-1.pdf,115
2005-06,BIHAR,ROHTAS,2,Urdu,District report card 2005-06 vol-1.pdf,115
2005-06,BIHAR,ROHTAS,3,English,District report card 2005-06 vol-1.pdf,115
2005-06,BIHAR,ROHTAS,4,Sanskrit,District report card 2005-06 vol-1.pdf,115
2005-06,BIHAR,ROHTAS,5,Malayalam,District report card 2005-06 vol-1.pdf,115
2005-06,BIHAR,SAHARSA,1,Hindi,District report card 2005-06 vol-1.pdf,116
2005-06,BIHAR,SAHARSA,2,Urdu,District report card 2005-06 vol-1.pdf,116
2005-06,BIHAR,SAHARSA,3,Others,District report card 2005-06 vol-1.pdf,116
2005-06,BIHAR,SAHARSA,4,Bengali,District report card 2005-06 vol-1.pdf,116
2005-06,BIHAR,SAHARSA,5,Konkani,District report card 2005-06 vol-1.pdf,116
2005-06,BIHAR,SAMASTIPUR,1,Hindi,District report card 2005-06 vol-1.pdf,117
2005-06,BIHAR,SAMASTIPUR,2,Urdu,District report card 2005-06 vol-1.pdf,117
2005-06,BIHAR,SAMASTIPUR,3,Others,District report card 2005-06 vol-1.pdf,117
2005-06,BIHAR,SAMASTIPUR,4,English,District report card 2005-06 vol-1.pdf,117
2005-06,BIHAR,SAMASTIPUR,5,Sanskrit,District report card 2005-06 vol-1.pdf,117
2005-06,BIHAR,SARAN,1,Hindi,District report card 2005-06 vol-1.pdf,118
2005-06,BIHAR,SARAN,2,Urdu,District report card 2005-06 vol-1.pdf,118
2005-06,BIHAR,SARAN,3,Others,District report card 2005-06 vol-1.pdf,118
2005-06,BIHAR,SARAN,4,Sanskrit,District report card 2005-06 vol-1.pdf,118
2005-06,BIHAR,SARAN,5,English,District report card 2005-06 vol-1.pdf,118
2005-06,BIHAR,SHEIKHPURA,1,Hindi,District report card 2005-06 vol-1.pdf,119
2005-06,BIHAR,SHEIKHPURA,2,Others,District report card 2005-06 vol-1.pdf,119
2005-06,BIHAR,SHEIKHPURA,3,Urdu,District report card 2005-06 vol-1.pdf,119
2005-06,BIHAR,SHEIKHPURA,4,Bengali,District report card 2005-06 vol-1.pdf,119
2005-06,BIHAR,SHEOHAR,1,Hindi,District report card 2005-06 vol-1.pdf,120
2005-06,BIHAR,SHEOHAR,2,Urdu,District report card 2005-06 vol-1.pdf,120
2005-06,BIHAR,SHEOHAR,3,Others,District report card 2005-06 vol-1.pdf,120
2005-06,BIHAR,SHEOHAR,4,Sanskrit,District report card 2005-06 vol-1.pdf,120
2005-06,BIHAR,SHEOHAR,5,Malayalam,District report card 2005-06 vol-1.pdf,120
2005-06,BIHAR,SITAMARHI,1,Hindi,District report card 2005-06 vol-1.pdf,121
2005-06,BIHAR,SITAMARHI,2,Urdu,District report card 2005-06 vol-1.pdf,121
2005-06,BIHAR,SITAMARHI,3,Others,District report card 2005-06 vol-1.pdf,121
2005-06,BIHAR,SITAMARHI,4,English,District report card 2005-06 vol-1.pdf,121
2005-06,BIHAR,SITAMARHI,5,Sanskrit,District report card 2005-06 vol-1.pdf,121
2005-06,BIHAR,SIWAN,1,Hindi,District report card 2005-06 vol-1.pdf,122
2005-06,BIHAR,SIWAN,2,Urdu,District report card 2005-06 vol-1.pdf,122
2005-06,BIHAR,SIWAN,3,Others,District report card 2005-06 vol-1.pdf,122
2005-06,BIHAR,SIWAN,4,Bengali,District report card 2005-06 vol-1.pdf,122
2005-06,BIHAR,SIWAN,5,Manipuri,District report card 2005-06 vol-1.pdf,122
2005-06,BIHAR,SUPAUL,1,Hindi,District report card 2005-06 vol-1.pdf,123
2005-06,BIHAR,SUPAUL,2,Urdu,District report card 2005-06 vol-1.pdf,123
2005-06,BIHAR,SUPAUL,3,Others,District report card 2005-06 vol-1.pdf,123
2005-06,BIHAR,SUPAUL,4,Sanskrit,District report card 2005-06 vol-1.pdf,123
2005-06,BIHAR,SUPAUL,5,Bengali,District report card 2005-06 vol-1.pdf,123
2005-06,BIHAR,VAISHALI,1,Hindi,District report card 2005-06 vol-1.pdf,124
2005-06,BIHAR,VAISHALI,2,Urdu,District report card 2005-06 vol-1.pdf,124
2005-06,BIHAR,VAISHALI,3,Others,District report card 2005-06 vol-1.pdf,124
2005-06,CHANDIGARH,CHANDIGARH (U.T.),1,English,District report card 2005-06 vol-1.pdf,125
2005-06,CHANDIGARH,CHANDIGARH (U.T.),2,Hindi,District report card 2005-06 vol-1.pdf,125
2005-06,CHANDIGARH,CHANDIGARH (U.T.),3,Punjabi,District report card 2005-06 vol-1.pdf,125
2005-06,CHANDIGARH,CHANDIGARH (U.T.),4,Others,District report card 2005-06 vol-1.pdf,125
2005-06,CHANDIGARH,CHANDIGARH (U.T.),5,Tamil,District report card 2005-06 vol-1.pdf,125
2005-06,CHHATTISGARH,BASTER,1,Hindi,District report card 2005-06 vol-1.pdf,126
2005-06,CHHATTISGARH,BASTER,2,English,District report card 2005-06 vol-1.pdf,126
2005-06,CHHATTISGARH,BASTER,3,Others,District report card 2005-06 vol-1.pdf,126
2005-06,CHHATTISGARH,BASTER,4,Gujarati,District report card 2005-06 vol-1.pdf,126
2005-06,CHHATTISGARH,BASTER,5,Assamese,District report card 2005-06 vol-1.pdf,126
2005-06,CHHATTISGARH,BILASPUR (CHHATTISGARH),1,Hindi,District report card 2005-06 vol-1.pdf,127
2005-06,CHHATTISGARH,BILASPUR (CHHATTISGARH),2,English,District report card 2005-06 vol-1.pdf,127
2005-06,CHHATTISGARH,BILASPUR (CHHATTISGARH),3,Others,District report card 2005-06 vol-1.pdf,127
2005-06,CHHATTISGARH,BILASPUR (CHHATTISGARH),4,Gujarati,District report card 2005-06 vol-1.pdf,127
2005-06,CHHATTISGARH,BILASPUR (CHHATTISGARH),5,Marathi,District report card 2005-06 vol-1.pdf,127
2005-06,CHHATTISGARH,DANTEWADA,1,Hindi,District report card 2005-06 vol-1.pdf,128
2005-06,CHHATTISGARH,DANTEWADA,2,Others,District report card 2005-06 vol-1.pdf,128
2005-06,CHHATTISGARH,DANTEWADA,3,English,District report card 2005-06 vol-1.pdf,128
2005-06,CHHATTISGARH,DANTEWADA,4,Bengali,District report card 2005-06 vol-1.pdf,128
2005-06,CHHATTISGARH,DANTEWADA,5,Kannada,District report card 2005-06 vol-1.pdf,128
2005-06,CHHATTISGARH,DHAMTARI,1,Hindi,District report card 2005-06 vol-1.pdf,129
2005-06,CHHATTISGARH,DHAMTARI,2,Others,District report card 2005-06 vol-1.pdf,129
2005-06,CHHATTISGARH,DHAMTARI,3,Urdu,District report card 2005-06 vol-1.pdf,129
2005-06,CHHATTISGARH,DHAMTARI,4,Marathi,District report card 2005-06 vol-1.pdf,129
2005-06,CHHATTISGARH,DURG,1,Hindi,District report card 2005-06 vol-1.pdf,130
2005-06,CHHATTISGARH,DURG,2,English,District report card 2005-06 vol-1.pdf,130
2005-06,CHHATTISGARH,DURG,3,Others,District report card 2005-06 vol-1.pdf,130
2005-06,CHHATTISGARH,DURG,4,Telugu,District report card 2005-06 vol-1.pdf,130
2005-06,CHHATTISGARH,DURG,5,Gujarati,District report card 2005-06 vol-1.pdf,130
2005-06,CHHATTISGARH,JANJGIR - CHAMPA,1,Hindi,District report card 2005-06 vol-1.pdf,131
2005-06,CHHATTISGARH,JANJGIR - CHAMPA,2,Others,District report card 2005-06 vol-1.pdf,131
2005-06,CHHATTISGARH,JANJGIR - CHAMPA,3,English,District report card 2005-06 vol-1.pdf,131
2005-06,CHHATTISGARH,JANJGIR - CHAMPA,4,Gujarati,District report card 2005-06 vol-1.pdf,131
2005-06,CHHATTISGARH,JANJGIR - CHAMPA,5,Marathi,District report card 2005-06 vol-1.pdf,131
2005-06,CHHATTISGARH,JASHPUR,1,Hindi,District report card 2005-06 vol-1.pdf,132
2005-06,CHHATTISGARH,JASHPUR,2,Others,District report card 2005-06 vol-1.pdf,132
2005-06,CHHATTISGARH,JASHPUR,3,English,District report card 2005-06 vol-1.pdf,132
2005-06,CHHATTISGARH,JASHPUR,4,Sanskrit,District report card 2005-06 vol-1.pdf,132
2005-06,CHHATTISGARH,JASHPUR,5,Gujarati,District report card 2005-06 vol-1.pdf,132
2005-06,CHHATTISGARH,KANKER,1,Hindi,District report card 2005-06 vol-1.pdf,133
2005-06,CHHATTISGARH,KANKER,2,English,District report card 2005-06 vol-1.pdf,133
2005-06,CHHATTISGARH,KANKER,3,Kannada,District report card 2005-06 vol-1.pdf,133
2005-06,CHHATTISGARH,KANKER,4,Others,District report card 2005-06 vol-1.pdf,133
2005-06,CHHATTISGARH,KANKER,5,Bengali,District report card 2005-06 vol-1.pdf,133
2005-06,CHHATTISGARH,KAWARDHA,1,Hindi,District report card 2005-06 vol-1.pdf,134
2005-06,CHHATTISGARH,KAWARDHA,2,English,District report card 2005-06 vol-1.pdf,134
2005-06,CHHATTISGARH,KAWARDHA,3,Others,District report card 2005-06 vol-1.pdf,134
2005-06,CHHATTISGARH,KAWARDHA,4,Telugu,District report card 2005-06 vol-1.pdf,134
2005-06,CHHATTISGARH,KAWARDHA,5,Gujarati,District report card 2005-06 vol-1.pdf,134
2005-06,CHHATTISGARH,KORBA,1,Hindi,District report card 2005-06 vol-1.pdf,135
2005-06,CHHATTISGARH,KORBA,2,English,District report card 2005-06 vol-1.pdf,135
2005-06,CHHATTISGARH,KORBA,3,Others,District report card 2005-06 vol-1.pdf,135
2005-06,CHHATTISGARH,KORBA,4,Urdu,District report card 2005-06 vol-1.pdf,135
2005-06,CHHATTISGARH,KORBA,5,Gujarati,District report card 2005-06 vol-1.pdf,135
2005-06,CHHATTISGARH,KORIYA,1,Hindi,District report card 2005-06 vol-1.pdf,136
2005-06,CHHATTISGARH,KORIYA,2,English,District report card 2005-06 vol-1.pdf,136
2005-06,CHHATTISGARH,KORIYA,3,Others,District report card 2005-06 vol-1.pdf,136
2005-06,CHHATTISGARH,MAHASAMUND,1,Hindi,District report card 2005-06 vol-1.pdf,137
2005-06,CHHATTISGARH,MAHASAMUND,2,English,District report card 2005-06 vol-1.pdf,137
2005-06,CHHATTISGARH,MAHASAMUND,3,Others,District report card 2005-06 vol-1.pdf,137
2005-06,CHHATTISGARH,MAHASAMUND,4,Gujarati,District report card 2005-06 vol-1.pdf,137
2005-06,CHHATTISGARH,MAHASAMUND,5,Urdu,District report card 2005-06 vol-1.pdf,137
2005-06,CHHATTISGARH,RAIGARH (CHHATTISGARH),1,Hindi,District report card 2005-06 vol-1.pdf,138
2005-06,CHHATTISGARH,RAIGARH (CHHATTISGARH),2,English,District report card 2005-06 vol-1.pdf,138
2005-06,CHHATTISGARH,RAIGARH (CHHATTISGARH),3,Others,District report card 2005-06 vol-1.pdf,138
2005-06,CHHATTISGARH,RAIGARH (CHHATTISGARH),4,Assamese,District report card 2005-06 vol-1.pdf,138
2005-06,CHHATTISGARH,RAIGARH (CHHATTISGARH),5,Bengali,District report card 2005-06 vol-1.pdf,138
2005-06,CHHATTISGARH,RAIPUR,1,Hindi,District report card 2005-06 vol-1.pdf,139
2005-06,CHHATTISGARH,RAIPUR,2,English,District report card 2005-06 vol-1.pdf,139
2005-06,CHHATTISGARH,RAIPUR,3,Others,District report card 2005-06 vol-1.pdf,139
2005-06,CHHATTISGARH,RAIPUR,4,Gujarati,District report card 2005-06 vol-1.pdf,139
2005-06,CHHATTISGARH,RAIPUR,5,Bodo,District report card 2005-06 vol-1.pdf,139
2005-06,CHHATTISGARH,RAJNANDGAON,1,Hindi,District report card 2005-06 vol-1.pdf,140
2005-06,CHHATTISGARH,RAJNANDGAON,2,English,District report card 2005-06 vol-1.pdf,140
2005-06,CHHATTISGARH,RAJNANDGAON,3,Others,District report card 2005-06 vol-1.pdf,140
2005-06,CHHATTISGARH,RAJNANDGAON,4,Kannada,District report card 2005-06 vol-1.pdf,140
2005-06,CHHATTISGARH,RAJNANDGAON,5,Assamese,District report card 2005-06 vol-1.pdf,140
2005-06,CHHATTISGARH,SURGUJA,1,Hindi,District report card 2005-06 vol-1.pdf,141
2005-06,CHHATTISGARH,SURGUJA,2,Others,District report card 2005-06 vol-1.pdf,141
2005-06,CHHATTISGARH,SURGUJA,3,English,District report card 2005-06 vol-1.pdf,141
2005-06,CHHATTISGARH,SURGUJA,4,Marathi,District report card 2005-06 vol-1.pdf,141
2005-06,CHHATTISGARH,SURGUJA,5,Assamese,District report card 2005-06 vol-1.pdf,141
2005-06,DADRA & NAGAR HAVELI,SILVASSA,1,Gujarati,District report card 2005-06 vol-1.pdf,142
2005-06,DADRA & NAGAR HAVELI,SILVASSA,2,Marathi,District report card 2005-06 vol-1.pdf,142
2005-06,DADRA & NAGAR HAVELI,SILVASSA,3,English,District report card 2005-06 vol-1.pdf,142
2005-06,DADRA & NAGAR HAVELI,SILVASSA,4,Hindi,District report card 2005-06 vol-1.pdf,142
2005-06,DAMAN & DIU,DAMAN,1,Gujarati,District report card 2005-06 vol-1.pdf,143
2005-06,DAMAN & DIU,DAMAN,2,English,District report card 2005-06 vol-1.pdf,143
2005-06,DAMAN & DIU,DAMAN,3,Hindi,District report card 2005-06 vol-1.pdf,143
2005-06,DAMAN & DIU,DIU,1,Gujarati,District report card 2005-06 vol-1.pdf,144
2005-06,DAMAN & DIU,DIU,2,English,District report card 2005-06 vol-1.pdf,144
2005-06,DAMAN & DIU,DIU,3,Bengali,District report card 2005-06 vol-1.pdf,144
2005-06,DAMAN & DIU,DIU,4,Assamese,District report card 2005-06 vol-1.pdf,144
2005-06,DELHI,CENTRAL DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,145
2005-06,DELHI,CENTRAL DELHI,2,English,District report card 2005-06 vol-1.pdf,145
2005-06,DELHI,CENTRAL DELHI,3,Urdu,District report card 2005-06 vol-1.pdf,145
2005-06,DELHI,CENTRAL DELHI,4,Others,District report card 2005-06 vol-1.pdf,145
2005-06,DELHI,CENTRAL DELHI,5,Punjabi,District report card 2005-06 vol-1.pdf,145
2005-06,DELHI,EAST DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,146
2005-06,DELHI,EAST DELHI,2,English,District report card 2005-06 vol-1.pdf,146
2005-06,DELHI,EAST DELHI,3,Others,District report card 2005-06 vol-1.pdf,146
2005-06,DELHI,EAST DELHI,4,Urdu,District report card 2005-06 vol-1.pdf,146
2005-06,DELHI,EAST DELHI,5,Malayalam,District report card 2005-06 vol-1.pdf,146
2005-06,DELHI,NEW DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,147
2005-06,DELHI,NEW DELHI,2,English,District report card 2005-06 vol-1.pdf,147
2005-06,DELHI,NEW DELHI,3,Others,District report card 2005-06 vol-1.pdf,147
2005-06,DELHI,NEW DELHI,4,Bengali,District report card 2005-06 vol-1.pdf,147
2005-06,DELHI,NEW DELHI,5,Manipuri,District report card 2005-06 vol-1.pdf,147
2005-06,DELHI,NORTH DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,148
2005-06,DELHI,NORTH DELHI,2,English,District report card 2005-06 vol-1.pdf,148
2005-06,DELHI,NORTH DELHI,3,Urdu,District report card 2005-06 vol-1.pdf,148
2005-06,DELHI,NORTH DELHI,4,Others,District report card 2005-06 vol-1.pdf,148
2005-06,DELHI,NORTH DELHI,5,Gujarati,District report card 2005-06 vol-1.pdf,148
2005-06,DELHI,NORTH EAST DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,149
2005-06,DELHI,NORTH EAST DELHI,2,English,District report card 2005-06 vol-1.pdf,149
2005-06,DELHI,NORTH EAST DELHI,3,Urdu,District report card 2005-06 vol-1.pdf,149
2005-06,DELHI,NORTH EAST DELHI,4,Others,District report card 2005-06 vol-1.pdf,149
2005-06,DELHI,NORTH EAST DELHI,5,Sanskrit,District report card 2005-06 vol-1.pdf,149
2005-06,DELHI,NORTH WEST DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,150
2005-06,DELHI,NORTH WEST DELHI,2,English,District report card 2005-06 vol-1.pdf,150
2005-06,DELHI,NORTH WEST DELHI,3,Others,District report card 2005-06 vol-1.pdf,150
2005-06,DELHI,NORTH WEST DELHI,4,Punjabi,District report card 2005-06 vol-1.pdf,150
2005-06,DELHI,NORTH WEST DELHI,5,Gujarati,District report card 2005-06 vol-1.pdf,150
2005-06,DELHI,SOUTH DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,151
2005-06,DELHI,SOUTH DELHI,2,English,District report card 2005-06 vol-1.pdf,151
2005-06,DELHI,SOUTH DELHI,3,Others,District report card 2005-06 vol-1.pdf,151
2005-06,DELHI,SOUTH DELHI,4,Urdu,District report card 2005-06 vol-1.pdf,151
2005-06,DELHI,SOUTH DELHI,5,Sanskrit,District report card 2005-06 vol-1.pdf,151
2005-06,DELHI,SOUTH WEST DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,152
2005-06,DELHI,SOUTH WEST DELHI,2,English,District report card 2005-06 vol-1.pdf,152
2005-06,DELHI,SOUTH WEST DELHI,3,Others,District report card 2005-06 vol-1.pdf,152
2005-06,DELHI,SOUTH WEST DELHI,4,Assamese,District report card 2005-06 vol-1.pdf,152
2005-06,DELHI,SOUTH WEST DELHI,5,Gujarati,District report card 2005-06 vol-1.pdf,152
2005-06,DELHI,WEST DELHI,1,Hindi,District report card 2005-06 vol-1.pdf,153
2005-06,DELHI,WEST DELHI,2,English,District report card 2005-06 vol-1.pdf,153
2005-06,DELHI,WEST DELHI,3,Others,District report card 2005-06 vol-1.pdf,153
2005-06,DELHI,WEST DELHI,4,Manipuri,District report card 2005-06 vol-1.pdf,153
2005-06,DELHI,WEST DELHI,5,Punjabi,District report card 2005-06 vol-1.pdf,153
2005-06,GOA,NORTH GOA,1,English,District report card 2005-06 vol-1.pdf,154
2005-06,GOA,NORTH GOA,2,Marathi,District report card 2005-06 vol-1.pdf,154
2005-06,GOA,NORTH GOA,3,Konkani,District report card 2005-06 vol-1.pdf,154
2005-06,GOA,NORTH GOA,4,Urdu,District report card 2005-06 vol-1.pdf,154
2005-06,GOA,NORTH GOA,5,Kannada,District report card 2005-06 vol-1.pdf,154
2005-06,GOA,SOUTH GOA,1,English,District report card 2005-06 vol-1.pdf,155
2005-06,GOA,SOUTH GOA,2,Konkani,District report card 2005-06 vol-1.pdf,155
2005-06,GOA,SOUTH GOA,3,Marathi,District report card 2005-06 vol-1.pdf,155
2005-06,GOA,SOUTH GOA,4,Kannada,District report card 2005-06 vol-1.pdf,155
2005-06,GOA,SOUTH GOA,5,Others,District report card 2005-06 vol-1.pdf,155
2005-06,GUJARAT,AHMADABAD,1,Gujarati,District report card 2005-06 vol-1.pdf,156
2005-06,GUJARAT,AHMADABAD,2,Hindi,District report card 2005-06 vol-1.pdf,156
2005-06,GUJARAT,AHMADABAD,3,Urdu,District report card 2005-06 vol-1.pdf,156
2005-06,GUJARAT,AHMADABAD,4,English,District report card 2005-06 vol-1.pdf,156
2005-06,GUJARAT,AHMADABAD,5,Others,District report card 2005-06 vol-1.pdf,156
2005-06,GUJARAT,AMRELI,1,Gujarati,District report card 2005-06 vol-1.pdf,157
2005-06,GUJARAT,AMRELI,2,Others,District report card 2005-06 vol-1.pdf,157
2005-06,GUJARAT,AMRELI,3,English,District report card 2005-06 vol-1.pdf,157
2005-06,GUJARAT,ANAND,1,Gujarati,District report card 2005-06 vol-1.pdf,158
2005-06,GUJARAT,ANAND,2,English,District report card 2005-06 vol-1.pdf,158
2005-06,GUJARAT,ANAND,3,Urdu,District report card 2005-06 vol-1.pdf,158
2005-06,GUJARAT,ANAND,4,Others,District report card 2005-06 vol-1.pdf,158
2005-06,GUJARAT,ANAND,5,Assamese,District report card 2005-06 vol-1.pdf,158
2005-06,GUJARAT,BANAS KANTHA,1,Gujarati,District report card 2005-06 vol-1.pdf,159
2005-06,GUJARAT,BANAS KANTHA,2,English,District report card 2005-06 vol-1.pdf,159
2005-06,GUJARAT,BANAS KANTHA,3,Others,District report card 2005-06 vol-1.pdf,159
2005-06,GUJARAT,BANAS KANTHA,4,Hindi,District report card 2005-06 vol-1.pdf,159
2005-06,GUJARAT,BHARUCH,1,Gujarati,District report card 2005-06 vol-1.pdf,160
2005-06,GUJARAT,BHARUCH,2,Others,District report card 2005-06 vol-1.pdf,160
2005-06,GUJARAT,BHARUCH,3,English,District report card 2005-06 vol-1.pdf,160
2005-06,GUJARAT,BHARUCH,4,Hindi,District report card 2005-06 vol-1.pdf,160
2005-06,GUJARAT,BHAVNAGAR,1,Gujarati,District report card 2005-06 vol-1.pdf,161
2005-06,GUJARAT,BHAVNAGAR,2,English,District report card 2005-06 vol-1.pdf,161
2005-06,GUJARAT,BHAVNAGAR,3,Others,District report card 2005-06 vol-1.pdf,161
2005-06,GUJARAT,BHAVNAGAR,4,Bengali,District report card 2005-06 vol-1.pdf,161
2005-06,GUJARAT,BHAVNAGAR,5,Bodo,District report card 2005-06 vol-1.pdf,161
2005-06,GUJARAT,DOHAD,1,Gujarati,District report card 2005-06 vol-1.pdf,162
2005-06,GUJARAT,DOHAD,2,Others,District report card 2005-06 vol-1.pdf,162
2005-06,GUJARAT,DOHAD,3,English,District report card 2005-06 vol-1.pdf,162
2005-06,GUJARAT,GANDHINAGAR,1,Gujarati,District report card 2005-06 vol-1.pdf,163
