"district_code_0708","eligible_child_weight_0708","enrolled_child_weight_0708","known_medium_enrolled_weight_0708","emi_enrolled_child_weight_0708","known_management_enrolled_weight_0708","classified_schooling_weight_0708","enrollment_rate_0708","emi_share_enrolled_0708","emi_exposure_all_children_0708","unknown_medium_share_enrolled_0708","private_share_enrolled_0708","unknown_management_share_enrolled_0708","emi_share_enrolled_public_0708","emi_share_enrolled_private_0708","emi_share_enrolled_private_aided_0708","emi_share_enrolled_private_unaided_0708","public_emi_exposure_all_children_0708","public_nonemi_exposure_all_children_0708","private_emi_exposure_all_children_0708","private_nonemi_exposure_all_children_0708","unknown_school_classification_share_all_children_0708","eligible_child_weight_0708_age6_17","enrolled_child_weight_0708_age6_17","known_medium_enrolled_weight_0708_age6_17","emi_enrolled_child_weight_0708_age6_17","known_management_enrolled_weight_0708_age6_17","classified_schooling_weight_0708_age6_17","enrollment_rate_0708_age6_17","emi_share_enrolled_0708_age6_17","emi_exposure_all_children_0708_age6_17","unknown_medium_share_enrolled_0708_age6_17","private_share_enrolled_0708_age6_17","unknown_management_share_enrolled_0708_age6_17","emi_share_enrolled_public_0708_age6_17","emi_share_enrolled_private_0708_age6_17","emi_share_enrolled_private_aided_0708_age6_17","emi_share_enrolled_private_unaided_0708_age6_17","public_emi_exposure_all_children_0708_age6_17","public_nonemi_exposure_all_children_0708_age6_17","private_emi_exposure_all_children_0708_age6_17","private_nonemi_exposure_all_children_0708_age6_17","unknown_school_classification_share_all_children_0708_age6_17","eligible_child_weight_0708_age6_14","enrolled_child_weight_0708_age6_14","known_medium_enrolled_weight_0708_age6_14","emi_enrolled_child_weight_0708_age6_14","known_management_enrolled_weight_0708_age6_14","classified_schooling_weight_0708_age6_14","enrollment_rate_0708_age6_14","emi_share_enrolled_0708_age6_14","emi_exposure_all_children_0708_age6_14","unknown_medium_share_enrolled_0708_age6_14","private_share_enrolled_0708_age6_14","unknown_management_share_enrolled_0708_age6_14","emi_share_enrolled_public_0708_age6_14","emi_share_enrolled_private_0708_age6_14","emi_share_enrolled_private_aided_0708_age6_14","emi_share_enrolled_private_unaided_0708_age6_14","public_emi_exposure_all_children_0708_age6_14","public_nonemi_exposure_all_children_0708_age6_14","private_emi_exposure_all_children_0708_age6_14","private_nonemi_exposure_all_children_0708_age6_14","unknown_school_classification_share_all_children_0708_age6_14","social_group","state_code_2001","district_code_2001","ling_distance_nonzero_mean","log_population_2001","urban_share_2001","adult_secondary_plus_share_2001","sc_share_2001","st_share_2001","muslim_share_2001","agricultural_worker_share_2001","dependency_ratio_2001","electricity_access_share_2001","log_population_density_2001","hindi_belt_2001"
"18411",138287.73,62378.255,62378.255,18200.305,62378.255,62378.255,45.1075847437803,29.1773230911958,13.1611857393277,0,0.762589463267287,0,28.6330865288054,100,,100,12.8172000509373,31.9463990044525,0.343985688390431,0,0,120233.25,55637.055,55637.055,18200.305,55637.055,55637.055,46.2742668937253,32.7125600016032,15.1374973229119,0,0.854987741533048,0,32.1322994817115,100,,100,14.7418580134863,31.1367695708134,0.395639309425637,0,0,100994.395,50845.875,50845.875,18200.305,50845.875,50845.875,50.3452444068802,35.7950472875135,18.021104042457,0,0.935552785747123,0,35.1887033966621,100,,100,17.5500977059172,32.3241403644232,0.471006336539766,0,0,"Other","18","11",3.39119003106507,14.335204541325,10.4545132865461,14.8088212728957,5.22743505402575,11.6016349561377,15.9426659205133,46.6861922444909,67.3822393207007,24.6037293409393,5.76251288233892,FALSE
"18411",163170.95,86188.265,86188.265,7319.51,86188.265,86188.265,52.8208391260822,8.49246704293212,4.48579235458273,0,6.49016429324804,0,2.14127501620613,100,,100,1.05763311422775,48.3350467714995,3.42815924035498,0,0,124090.105,84462.515,84462.515,5593.76,84462.515,84462.515,68.0654714572125,6.62277224399487,4.50782115141252,0,6.62277224399487,0,0,100,,100,0,63.5576503058,4.50782115141252,0,0,96629.545,78606.535,78606.535,5593.76,78606.535,78606.535,81.3483443391977,7.11615134797635,5.78887130225026,0,7.11615134797635,0,0,100,,100,0,75.5594730369474,5.78887130225026,0,0,"Other Backward Class","18","11",3.39119003106507,14.335204541325,10.4545132865461,14.8088212728957,5.22743505402575,11.6016349561377,15.9426659205133,46.6861922444909,67.3822393207007,24.6037293409393,5.76251288233892,FALSE
"18411",17391.25,16207.56,16207.56,0,16207.56,16207.56,93.1937612305039,0,0,0,0,0,0,,,,0,93.1937612305039,0,0,0,16207.56,15942.06,15942.06,0,15942.06,15942.06,98.3618755691788,0,0,0,0,0,0,,,,0,98.3618755691788,0,0,0,14636.685,14636.685,14636.685,0,14636.685,14636.685,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Scheduled Caste","18","11",3.39119003106507,14.335204541325,10.4545132865461,14.8088212728957,5.22743505402575,11.6016349561377,15.9426659205133,46.6861922444909,67.3822393207007,24.6037293409393,5.76251288233892,FALSE
"19101",102006.85,72133.66,72133.66,5446.59,72133.66,72133.66,70.7145255441179,7.55069131387483,5.3394355379075,0,3.97148848401703,0,3.72722931278808,100,,100,2.53101629939558,65.3750900062104,2.80841923851192,0,0,77217.13,64728.775,64728.775,5446.59,64728.775,64728.775,83.8269630067836,8.41448026785614,7.05360326134887,0,4.42582143722015,0,4.17336449092885,100,,100,3.34357156242404,76.7733597454347,3.71003169892484,0,0,63458.355,54047.425,54047.425,5446.59,54047.425,54047.425,85.1699118264254,10.0774273704991,8.58293600582618,0,5.3004930392151,0,5.04430749915328,100,,100,4.06851075796087,76.5869758205992,4.51442524786531,0,0,"Scheduled Caste","19","01",3.30011422044546,14.2912303189561,32.3416017678657,18.8278775304746,16.0878389631438,12.6877052297703,5.30571001732568,25.7346665683248,55.8161589414259,54.8662094670626,6.22282314070624,FALSE
"19101",50923.065,25709.18,25709.18,2581.81,25709.18,25709.18,50.4863169567661,10.0423661898201,5.0700208245517,0,10.0423661898201,0,0,100,,100,0,45.4162961322144,5.0700208245517,0,0,43874.355,22138.77,22138.77,2581.81,22138.77,22138.77,50.4594768401724,11.6619396651214,5.88455374443681,0,11.6619396651214,0,0,100,,100,0,44.5749230957356,5.88455374443681,0,0,26289.285,18013.145,18013.145,2581.81,18013.145,18013.145,68.5189612421943,14.3329218745533,9.82076918409915,0,14.3329218745533,0,0,100,,100,0,58.6981920580952,9.82076918409915,0,0,"Other Backward Class","19","01",3.30011422044546,14.2912303189561,32.3416017678657,18.8278775304746,16.0878389631438,12.6877052297703,5.30571001732568,25.7346665683248,55.8161589414259,54.8662094670626,6.22282314070624,FALSE
"19101",143512.27,112003.44,112003.44,20322.18,112003.44,112003.44,78.0445044873166,18.1442462838641,14.1605871052001,0,18.1442462838641,0,0,100,,100,0,63.8839173821165,14.1605871052001,0,0,125355.035,106374.65,106374.65,20322.18,106374.65,106374.65,84.8586975385552,19.1043448791606,16.2116982377293,0,19.1043448791606,0,0,100,,100,0,68.6469993008258,16.2116982377293,0,0,92271.675,84027.23,84027.23,13548.12,84027.23,84027.23,91.0650316036855,16.1234875884877,14.6828590680726,0,16.1234875884877,0,0,100,,100,0,76.3821725356129,14.6828590680726,0,0,"Scheduled Tribe","19","01",3.30011422044546,14.2912303189561,32.3416017678657,18.8278775304746,16.0878389631438,12.6877052297703,5.30571001732568,25.7346665683248,55.8161589414259,54.8662094670626,6.22282314070624,FALSE
"19101",197949.125,157446.74,157446.74,42866.09,157446.74,157446.74,79.5389926578357,27.2257717117547,21.6551045628517,0,30.3310725900073,0,0,89.7619813178793,,89.7619813178793,0,55.413963057427,21.6551045628517,2.469925037557,0,168630.295,143587.865,143587.865,38612.34,143587.865,143587.865,85.1495070918307,26.8910886027869,22.8976293969005,0,30.2961082400661,0,0,88.7608678636283,,88.7608678636283,0,59.3525202574069,22.8976293969005,2.89935743752331,0,134003.815,121174.385,121174.385,32231.715,121174.385,121174.385,90.426071078648,26.59944591425,24.0528338689462,0,30.6342879313974,0,0,86.8290001511278,,86.8290001511278,0,62.724688099365,24.0528338689462,3.6485491103369,0,"Other","19","01",3.30011422044546,14.2912303189561,32.3416017678657,18.8278775304746,16.0878389631438,12.6877052297703,5.30571001732568,25.7346665683248,55.8161589414259,54.8662094670626,6.22282314070624,FALSE
"19102",320113.815,235381.205,235381.205,549.375,235381.205,235381.205,73.5304738409994,0.233397989444399,0.171618647573832,0,0.233397989444399,0,0,100,100,,0,73.3588551934255,0.171618647573832,0,0,267770.73,230849.43,230849.43,549.375,230849.43,230849.43,86.2115997517727,0.237979794881885,0.20516618825366,0,0.237979794881885,0,0,100,100,,0,86.0064335635191,0.20516618825366,0,0,210957.7,187950.555,187950.555,549.375,187950.555,187950.555,89.0939534323705,0.29229762050982,0.260419505900946,0,0.29229762050982,0,0,100,100,,0,88.8335339264696,0.260419505900946,0,0,"Scheduled Caste","19","02",3.14660034844027,15.0396309300876,17.8433146446829,10.4517678824787,36.7101879263419,18.866667470311,10.8549315192141,38.3771916361761,65.7888273246783,32.2881859605098,6.30377675653724,FALSE
"19102",229066.595,146579.475,146579.475,3109.345,146579.475,146579.475,63.9898956021937,2.12126902487541,1.35739783445945,0,5.16796434152872,0,0,41.0465104766557,,41.0465104766557,0,60.6829206152909,1.35739783445945,1.94957715244338,0,164443.74,133681.29,133681.29,0,133681.29,133681.29,81.2930245930919,0,0,0,0,0,0,,,,0,81.2930245930919,0,0,0,124247.35,117377.83,117377.83,0,117377.83,117377.83,94.4710933472625,0,0,0,0,0,0,,,,0,94.4710933472625,0,0,0,"Scheduled Tribe","19","02",3.14660034844027,15.0396309300876,17.8433146446829,10.4517678824787,36.7101879263419,18.866667470311,10.8549315192141,38.3771916361761,65.7888273246783,32.2881859605098,6.30377675653724,FALSE
"19102",407893.295,323851.745,323851.745,1336.81,323851.745,323851.745,79.3961923301534,0.412784559799114,0.327735223007282,0,3.55961490959389,0,0,11.5963262960433,16.023354031609,0,0,76.5699936303194,0.327735223007282,2.4984634768267,0,338031.42,286596.615,286596.615,1336.81,286596.615,286596.615,84.7840165272211,0.466443052720633,0.395469154908736,0,1.53990304456317,0,0,30.290416943292,30.290416943292,,0,83.4784248754154,0.395469154908736,0.910122496896886,0,275195.06,251956.87,251956.87,1336.81,251956.87,251956.87,91.5557386822278,0.530570966372141,0.485768167495448,0,1.75161328206689,0,0,30.290416943292,30.290416943292,,0,89.9520362029755,0.485768167495448,1.1179343117569,0,"Other","19","02",3.14660034844027,15.0396309300876,17.8433146446829,10.4517678824787,36.7101879263419,18.866667470311,10.8549315192141,38.3771916361761,65.7888273246783,32.2881859605098,6.30377675653724,FALSE
"19102",86280.66,66682.155,66682.155,0,66682.155,66682.155,77.2851702803386,0,0,0,6.24275715144479,0,0,0,,0,0,72.4604447856565,0,4.82472549468212,0,71208.53,62284.175,62284.175,0,62284.175,62284.175,87.4672949996299,0,0,0,6.68356769596772,0,0,0,,0,0,81.6213591264979,0,5.84593587313205,0,56474.53,53920.425,53920.425,0,53920.425,53920.425,95.477421414574,0,0,0,7.72027483091982,0,0,0,,0,0,88.1063020798934,0,7.37111933468061,0,"Other Backward Class","19","02",3.14660034844027,15.0396309300876,17.8433146446829,10.4517678824787,36.7101879263419,18.866667470311,10.8549315192141,38.3771916361761,65.7888273246783,32.2881859605098,6.30377675653724,FALSE
"19103",431178.44,332097.945,332097.945,0,332097.945,332097.945,77.0209997049018,0,0,0,1.24062797196773,0,0,0,,0,0,76.0654556382736,0,0.955544066628193,0,370472.405,329350.945,329350.945,0,329350.945,329350.945,88.9002637052009,0,0,0,1.25097561204812,0,0,0,,0,0,87.7881430872024,0,1.11212061799853,0,298482.775,285115.31,285115.31,0,285115.31,285115.31,95.5215288386407,0,0,0,1.44506445479901,0,0,0,,0,0,94.1411811787129,0,1.38034765992778,0,"Scheduled Caste","19","03",3.014491849617,14.7234283342745,9.10060080955003,9.26943989675076,50.112800530826,0.57463127557575,24.2385409544784,66.9558965765151,69.7180614200293,12.810854868869,6.58991183409581,FALSE
"19103",47069.295,41057.575,41057.575,0,41057.575,41057.575,87.2279370234885,0,0,0,0,0,0,,,,0,87.2279370234885,0,0,0,41057.575,41057.575,41057.575,0,41057.575,41057.575,100,0,0,0,0,0,0,,,,0,100,0,0,0,25214.89,25214.89,25214.89,0,25214.89,25214.89,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Other Backward Class","19","03",3.014491849617,14.7234283342745,9.10060080955003,9.26943989675076,50.112800530826,0.57463127557575,24.2385409544784,66.9558965765151,69.7180614200293,12.810854868869,6.58991183409581,FALSE
"19103",221269.785,158320.75,158320.75,9814.39,158320.75,158320.75,71.5510027724752,6.19905476698411,4.43548584819206,0,2.92633783000649,0,4.87865168173781,50,59.1623036649215,0,3.38857381725209,66.0686048933432,1.04691203093997,1.04691203093997,0,178354.28,144088.25,144088.25,3751.5,144088.25,144088.25,80.7876603802275,2.60361271651228,2.10339779903235,0,2.71743185166035,0,1.02373678193515,59.1623036649215,59.1623036649215,,0.804578393072484,77.7877323717715,1.29881940595987,0.896530209423625,0,128628.025,120391.33,120391.33,2316.5,120391.33,120391.33,93.5965004515929,1.92414187965197,1.80092946307774,0,3.25231061073916,0,0,59.1623036649215,59.1623036649215,,0,90.5524515361252,1.80092946307774,1.24311945238994,0,"Other","19","03",3.014491849617,14.7234283342745,9.10060080955003,9.26943989675076,50.112800530826,0.57463127557575,24.2385409544784,66.9558965765151,69.7180614200293,12.810854868869,6.58991183409581,FALSE
"19103",1004.5,1004.5,1004.5,0,1004.5,1004.5,100,0,0,0,0,0,0,,,,0,100,0,0,0,1004.5,1004.5,1004.5,0,1004.5,1004.5,100,0,0,0,0,0,0,,,,0,100,0,0,0,1004.5,1004.5,1004.5,0,1004.5,1004.5,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Scheduled Tribe","19","03",3.014491849617,14.7234283342745,9.10060080955003,9.26943989675076,50.112800530826,0.57463127557575,24.2385409544784,66.9558965765151,69.7180614200293,12.810854868869,6.58991183409581,FALSE
"19204",36495.77,24958.93,24958.93,0,24958.93,24958.93,68.388555714813,0,0,0,0,0,0,,,,0,68.388555714813,0,0,0,31425.6,24958.93,24958.93,0,24958.93,24958.93,79.4222862888855,0,0,0,0,0,0,,,,0,79.4222862888855,0,0,0,22681.76,21285.26,21285.26,0,21285.26,21285.26,93.8430703790182,0,0,0,0,0,0,,,,0,93.8430703790182,0,0,0,"Other Backward Class","19","04",3.12722346676805,14.7082435730102,12.0584701248344,7.08229281607527,27.7083980057286,5.1136582365261,47.3628405999851,69.2408746328261,85.0542709504982,14.507605946152,6.62918737402621,FALSE
"19204",717863.425,376151.205,376151.205,3477.685,376151.205,376151.205,52.3987142818984,0.924544426223491,0.484449392306064,0,1.87644753125276,0,0,49.2709980335152,,49.2709980335152,0,51.4154799013476,0.484449392306064,0.498784988244804,0,581494.17,359261.18,359261.18,3477.685,359261.18,359261.18,61.7824216535138,0.968010237009186,0.598060166278193,0,1.96466537241792,0,0,49.2709980335152,,49.2709980335152,0,60.568603809046,0.598060166278193,0.61575767818962,0,482151.82,327435.33,327435.33,3477.685,327435.33,327435.33,67.9112504438955,1.06209827754384,0.721284221223099,0,2.15562566202004,0,0,49.2709980335152,,49.2709980335152,0,66.4473381019282,0.721284221223099,0.742628120744209,0,"Other","19","04",3.12722346676805,14.7082435730102,12.0584701248344,7.08229281607527,27.7083980057286,5.1136582365261,47.3628405999851,69.2408746328261,85.0542709504982,14.507605946152,6.62918737402621,FALSE
"19204",261392.79,170579.705,170579.705,5133.84,170579.705,170579.705,65.2579992738132,3.0096429115058,1.96403274933482,0,4.12070709115132,0,0,73.0370503151902,,73.0370503151902,0,62.5689082701937,1.96403274933482,0.725058254284672,0,197420.38,151475.13,151475.13,5133.84,151475.13,151475.13,76.7272000996047,3.38922963789501,2.60046100610281,0,4.640425131175,0,0,73.0370503151902,,73.0370503151902,0,73.1667318237357,2.60046100610281,0.960007269766171,0,158547.47,134876.315,134876.315,5133.84,134876.315,134876.315,85.06998881786,3.80633174920297,3.23804599341762,0,5.21150803979187,0,0,73.0370503151902,,73.0370503151902,0,80.6365595111672,3.23804599341762,1.1953833132752,0,"Scheduled Caste","19","04",3.12722346676805,14.7082435730102,12.0584701248344,7.08229281607527,27.7083980057286,5.1136582365261,47.3628405999851,69.2408746328261,85.0542709504982,14.507605946152,6.62918737402621,FALSE
"19204",36643.375,23292.615,23292.615,0,23292.615,23292.615,63.5656922977209,0,0,0,0,0,0,,,,0,63.5656922977209,0,0,0,27422.475,19093.635,19093.635,0,19093.635,19093.635,69.6276867788192,0,0,0,0,0,0,,,,0,69.6276867788192,0,0,0,27422.475,19093.635,19093.635,0,19093.635,19093.635,69.6276867788192,0,0,0,0,0,0,,,,0,69.6276867788192,0,0,0,"Scheduled Tribe","19","04",3.12722346676805,14.7082435730102,12.0584701248344,7.08229281607527,27.7083980057286,5.1136582365261,47.3628405999851,69.2408746328261,85.0542709504982,14.507605946152,6.62918737402621,FALSE
"19205",117955.305,90270.17,90270.17,0,90270.17,90270.17,76.5291310975797,0,0,0,0,0,0,,,,0,76.5291310975797,0,0,0,104542.06,90270.17,90270.17,0,90270.17,90270.17,86.3481836879817,0,0,0,0,0,0,,,,0,86.3481836879817,0,0,0,85418.77,77911.85,77911.85,0,77911.85,77911.85,91.2116271400302,0,0,0,0,0,0,,,,0,91.2116271400302,0,0,0,"Scheduled Caste","19","05",3.27943594995374,14.2230920915299,13.0958542501287,9.61632080334472,28.7830183783956,16.1203130966526,24.0189119319202,67.2107362483843,66.9346432929644,19.407520059065,6.54134689521825,FALSE
"19205",140840.615,88069.91,88069.91,0,88069.91,88069.91,62.5316141938176,0,0,0,40.8611976553627,0,0,0,,0,0,36.980447720993,0,25.5511664728246,0,123515.44,84312.61,84312.61,0,84312.61,84312.61,68.2607858580271,0,0,0,42.6821326015171,0,0,0,,0,0,39.1256267232664,0,29.1351591347608,0,88789.105,65911.26,65911.26,0,65911.26,65911.26,74.2334997069742,0,0,0,54.5982886687343,0,0,0,,0,0,33.7032792480564,0,40.5302204589178,0,"Scheduled Tribe","19","05",3.27943594995374,14.2230920915299,13.0958542501287,9.61632080334472,28.7830183783956,16.1203130966526,24.0189119319202,67.2107362483843,66.9346432929644,19.407520059065,6.54134689521825,FALSE
"19205",261990.885,178106.43,178106.43,7539.73,178106.43,178106.43,67.9819185312496,4.23327220696075,2.87785966294209,0,6.56125946716241,0,0,64.5192013537537,100,49.8436202442681,0,63.5214484656594,2.87785966294209,1.58261040264817,0,205190.93,157785.71,157785.71,3419.29,157785.71,157785.71,76.8970197659321,2.16704668629371,1.66639431869625,0,4.7948480252109,0,0,45.1953153655666,100,0,0,73.2099245322393,1.66639431869625,2.02070091499658,0,160814.995,133133.43,133133.43,3419.29,133133.43,133133.43,82.786701575932,2.56831811514208,2.12622585350327,0,5.68270869307581,0,0,45.1953153655666,100,0,0,78.0821744887658,2.12622585350327,2.57830123366294,0,"Other","19","05",3.27943594995374,14.2230920915299,13.0958542501287,9.61632080334472,28.7830183783956,16.1203130966526,24.0189119319202,67.2107362483843,66.9346432929644,19.407520059065,6.54134689521825,FALSE
"19205",33591.04,21464.94,21464.94,0,21464.94,21464.94,63.9007902107229,0,0,0,0,0,0,,,,0,63.9007902107229,0,0,0,19451.92,16377.98,16377.98,0,16377.98,16377.98,84.1972411977841,0,0,0,0,0,0,,,,0,84.1972411977841,0,0,0,15609.42,12535.48,12535.48,0,12535.48,12535.48,80.3071478632774,0,0,0,0,0,0,,,,0,80.3071478632774,0,0,0,"Other Backward Class","19","05",3.27943594995374,14.2230920915299,13.0958542501287,9.61632080334472,28.7830183783956,16.1203130966526,24.0189119319202,67.2107362483843,66.9346432929644,19.407520059065,6.54134689521825,FALSE
"19206",914729.325,657078.145,657078.145,40082.965,657078.145,657078.145,71.833068760532,6.10018234589129,4.38194817904192,0,15.9950313063601,0,0.478959054712097,35.6225182232649,0,38.574817112226,0.289019924008668,60.054326999957,4.09292825503326,7.39679358153298,0,770614.48,620069.63,620069.63,37401.715,620069.63,620069.63,80.4643107666495,6.03185726093374,4.85349237143844,0,15.4554763470677,0,0.504306356626399,36.2686579701312,0,39.5917336140456,0.343070376772572,67.6850978715063,4.51042199466586,7.92572052370466,0,631856.63,558847.88,558847.88,37401.715,558847.88,558847.88,88.4453614105465,6.69264684335923,5.91933568854061,0,16.68995505539,0,0.567844479752647,37.2653810715518,0,40.7824696920755,0.418409790208263,73.2654605523407,5.50092589833234,9.26056516966514,0,"Other","19","06",3.1080904141898,14.9945888493193,7.41040101175625,7.69749381641039,16.9747516128556,6.9828897057738,49.7245680553648,51.9205174747607,80.5454164713202,18.5365985305977,6.80642357954101,FALSE
"19206",283845.85,154554.4,154554.4,4007.515,154554.4,154554.4,54.4501179073078,2.59294785525355,1.41186316446057,0,9.63511876724312,0,0,26.9114259812645,100,0,0,49.2037843780348,1.41186316446057,3.83447036481245,0,221408.1,135241.53,135241.53,4007.515,135241.53,135241.53,61.0824671726102,2.9632280853374,1.81001282247578,0,11.0110407653625,0,0,26.9114259812645,100,0,0,54.3566518117449,1.81001282247578,4.91580253838951,0,191733.27,128723.36,128723.36,4007.515,128723.36,128723.36,67.1366842071801,3.11327718605232,2.09015107289413,0,11.5686072830914,0,0,26.9114259812645,100,0,0,59.3699048683621,2.09015107289413,5.6766282659238,0,"Scheduled Caste","19","06",3.1080904141898,14.9945888493193,7.41040101175625,7.69749381641039,16.9747516128556,6.9828897057738,49.7245680553648,51.9205174747607,80.5454164713202,18.5365985305977,6.80642357954101,FALSE
"19206",48451.535,41862.12,41862.12,0,41862.12,41862.12,86.3999871211511,0,0,0,5.67439011688849,0,0,0,,0,0,81.4973147909555,0,4.90267233019553,0,39011.4,34828.03,34828.03,0,34828.03,34828.03,89.2765448048519,0,0,0,6.82042596150285,0,0,0,,0,0,83.1875041654491,0,6.08904063940284,0,29090.985,29090.985,29090.985,0,29090.985,29090.985,100,0,0,0,8.16548494318773,0,0,0,,0,0,91.8345150568123,0,8.16548494318773,0,"Other Backward Class","19","06",3.1080904141898,14.9945888493193,7.41040101175625,7.69749381641039,16.9747516128556,6.9828897057738,49.7245680553648,51.9205174747607,80.5454164713202,18.5365985305977,6.80642357954101,FALSE
"19206",93115.295,50727.9,50727.9,0,50727.9,50727.9,54.4785902251611,0,0,0,9.23797358061343,0,0,0,,0,0,49.4458724530701,0,5.03271777209104,0,66232.065,43887.32,43887.32,0,43887.32,43887.32,66.2629498264926,0,0,0,10.6778677759316,0,0,0,,0,0,59.1874796595879,0,7.07547016690481,0,61923.365,41732.97,41732.97,0,41732.97,41732.97,67.3945448539497,0,0,0,11.2290833841924,0,0,0,,0,0,59.8267552159028,0,7.56778963804696,0,"Scheduled Tribe","19","06",3.1080904141898,14.9945888493193,7.41040101175625,7.69749381641039,16.9747516128556,6.9828897057738,49.7245680553648,51.9205174747607,80.5454164713202,18.5365985305977,6.80642357954101,FALSE
"19207",26849.075,26849.075,26849.075,0,26849.075,26849.075,100,0,0,0,0,0,0,,,,0,100,0,0,0,26849.075,26849.075,26849.075,0,26849.075,26849.075,100,0,0,0,0,0,0,,,,0,100,0,0,0,22925.435,22925.435,22925.435,0,22925.435,22925.435,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Other Backward Class","19","07",3.02131073498621,15.5847805234744,12.4899920208899,8.28853378293604,11.996551988053,1.29467496248659,63.6723099992517,46.7314058530581,76.7806182263148,18.2559559062423,7.0023441350723,FALSE
"19207",1415828.88,970015.315,970015.315,6759.775,970015.315,970015.315,68.5121859500422,0.696873017927557,0.477442937878199,0,3.74526715591083,0,0,18.60676392144,0,25.8683304077421,0,65.9462215518587,0.477442937878199,2.08852146030529,0,1213465.91,937594.525,937594.525,5073.65,937594.525,937594.525,77.2658314727606,0.541134772518003,0.418112281374267,0,3.69493838501243,0,0,14.6452989503959,0,20.7550762732128,0,74.4109066071745,0.418112281374267,2.43681258421178,0,974642.175,850150.52,850150.52,5073.65,850150.52,850150.52,87.2269374142361,0.596794318257901,0.520565406478536,0,4.07498897959858,0,0,14.6452989503959,0,20.7550762732128,0,83.6724493273647,0.520565406478536,3.03392268039293,0,"Other","19","07",3.02131073498621,15.5847805234744,12.4899920208899,8.28853378293604,11.996551988053,1.29467496248659,63.6723099992517,46.7314058530581,76.7806182263148,18.2559559062423,7.0023441350723,FALSE
"19207",40394.26,28860.01,28860.01,0,28860.01,28860.01,71.4458192822446,0,0,0,0,0,0,,,,0,71.4458192822446,0,0,0,34417.42,28860.01,28860.01,0,28860.01,28860.01,83.8529151807428,0,0,0,0,0,0,,,,0,83.8529151807428,0,0,0,26291.02,26291.02,26291.02,0,26291.02,26291.02,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Scheduled Tribe","19","07",3.02131073498621,15.5847805234744,12.4899920208899,8.28853378293604,11.996551988053,1.29467496248659,63.6723099992517,46.7314058530581,76.7806182263148,18.2559559062423,7.0023441350723,FALSE
"19207",271793.575,189083.79,189083.79,0,189083.79,189083.79,69.5688961742381,0,0,0,0,0,0,,,,0,69.5688961742381,0,0,0,224550.9,187935.79,187935.79,0,187935.79,187935.79,83.6940711437807,0,0,0,0,0,0,,,,0,83.6940711437807,0,0,0,173320.56,171316.7,171316.7,0,171316.7,171316.7,98.8438417231054,0,0,0,0,0,0,,,,0,98.8438417231054,0,0,0,"Scheduled Caste","19","07",3.02131073498621,15.5847805234744,12.4899920208899,8.28853378293604,11.996551988053,1.29467496248659,63.6723099992517,46.7314058530581,76.7806182263148,18.2559559062423,7.0023441350723,FALSE
"19208",75320.62,59276.68,59276.68,0,40444.83,40444.83,78.6991397574795,0,0,0,0,31.7694074634409,0,,,,0,53.696889377703,0,0,25.0022503797765,69285.13,53985.83,53985.83,0,35153.98,35153.98,77.9183498681463,0,0,0,0,34.8829498407267,0,,,,0,50.7381309669189,0,0,27.1802189012274,55716.9,53985.83,53985.83,0,35153.98,35153.98,96.8930970674966,0,0,0,0,34.8829498407267,0,,,,0,63.0939266183151,0,0,33.7991704491815,"Scheduled Tribe","19","08",3.12810025357007,14.9167859640519,8.59109042553191,11.2285431988949,29.4864694148936,6.74039228723404,35.0816900586386,60.0664657237808,65.23567790823,27.4758118561475,6.49477503149366,FALSE
"19208",508559.135,396960.43,396960.43,6726,396960.43,396960.43,78.0559039609032,1.69437543182831,1.32256005980504,0,1.69437543182831,0,0,100,,100,0,76.7333439010981,1.32256005980504,0,0,419854.605,358226.325,358226.325,6726,358226.325,358226.325,85.3215186242866,1.87758395478054,1.6019831436647,0,1.87758395478054,0,0,100,,100,0,83.7195354806219,1.6019831436647,0,0,315225.16,293185.465,293185.465,6726,293185.465,293185.465,93.0082690734458,2.2941109989883,2.13371293078256,0,2.2941109989883,0,0,100,,100,0,90.8745561426632,2.13371293078256,0,0,"Other","19","08",3.12810025357007,14.9167859640519,8.59109042553191,11.2285431988949,29.4864694148936,6.74039228723404,35.0816900586386,60.0664657237808,65.23567790823,27.4758118561475,6.49477503149366,FALSE
"19208",265489.9,195122.795,195122.795,0,195122.795,195122.795,73.4953740236446,0,0,0,2.40302267092884,0,0,0,,0,0,71.7292635237725,0,1.76611049987212,0,220999.235,185049.345,185049.345,0,185049.345,185049.345,83.7330251392047,0,0,0,2.5338349616963,0,0,0,,0,0,81.6113684737415,0,2.12165666546312,0,180187.665,155256.4,155256.4,0,155256.4,155256.4,86.1637226943365,0,0,0,3.02006551742795,0,0,0,,0,0,83.5615218167126,0,2.60220087762389,0,"Scheduled Caste","19","08",3.12810025357007,14.9167859640519,8.59109042553191,11.2285431988949,29.4864694148936,6.74039228723404,35.0816900586386,60.0664657237808,65.23567790823,27.4758118561475,6.49477503149366,FALSE
