"comparison_id","comparison_family","left_round","right_round","district_2001","outcome_id","transform","estimate_left","estimate_right","absolute_change","proportional_change","finite_common","preferred_common","preferred_eligible_left","preferred_eligible_right","n_households_left","n_households_right","n_fsu_left","n_fsu_right","kish_effective_n_left","kish_effective_n_right"
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__03__13","mean_log_real_mpce","log",6.6206800730761,6.85739942002585,0.23671934694975,NA,TRUE,FALSE,FALSE,TRUE,68,118,12,12,7.76341756122839,66.1052157793253
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__03__14","mean_log_real_mpce","log",7.20286859062588,6.92080831123147,-0.28206027939441,NA,TRUE,FALSE,FALSE,TRUE,120,200,20,20,12.8160528339472,113.916656596937
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__03__15","mean_log_real_mpce","log",7.0707238684935,6.90238225977559,-0.168341608717911,NA,TRUE,FALSE,FALSE,TRUE,40,120,6,12,11.4600529194404,60.835156581848
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__03__16","mean_log_real_mpce","log",7.12192402606842,7.14594947261213,0.0240254465437095,NA,TRUE,FALSE,FALSE,TRUE,174,320,30,32,11.562813731786,196.969469984576
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__03__17","mean_log_real_mpce","log",7.10384942161514,7.28222569460279,0.178376272987649,NA,TRUE,TRUE,TRUE,TRUE,180,360,32,36,26.6472634704888,194.819205290247
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__04__01","mean_log_real_mpce","log",7.79455129106875,7.51770338387803,-0.27684790719072,NA,TRUE,TRUE,TRUE,TRUE,304,380,54,38,33.6594834346272,154.72888437598
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__01","mean_log_real_mpce","log",7.25054922813003,7.08825686152553,-0.1622923666045,NA,TRUE,FALSE,FALSE,TRUE,20,120,3,12,7.8882855857027,46.3828186689904
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__02","mean_log_real_mpce","log",6.95615431904846,7.02342773171815,0.0672734126696897,NA,TRUE,FALSE,FALSE,TRUE,44,119,7,12,12.5801571344532,54.8362798974144
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__03","mean_log_real_mpce","log",6.50036934333853,7.04936953475412,0.54900019141559,NA,TRUE,FALSE,FALSE,TRUE,16,80,4,8,4.45294933854768,25.0802751338205
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__04","mean_log_real_mpce","log",6.94138605708173,6.7426397578193,-0.19874629926243,NA,TRUE,FALSE,FALSE,TRUE,12,140,2,14,3.30902659331946,68.7997494987358
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__05","mean_log_real_mpce","log",7.54621477666686,7.07094919069303,-0.47526558597383,NA,TRUE,TRUE,TRUE,TRUE,180,280,30,28,28.0461954515254,121.732850368112
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__06","mean_log_real_mpce","log",7.30253095421426,6.95520071707952,-0.34733023713474,NA,TRUE,FALSE,FALSE,TRUE,24,196,6,20,7.99977072620479,117.826313797182
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__07","mean_log_real_mpce","log",7.04501709060994,6.84890177058542,-0.19611532002452,NA,TRUE,FALSE,FALSE,TRUE,52,160,9,16,5.07124638512645,91.6759395886988
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__08","mean_log_real_mpce","log",6.97125386386187,6.73807722265733,-0.23317664120454,NA,TRUE,FALSE,FALSE,TRUE,8,80,2,8,6.09808869653594,30.9800943233883
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__09","mean_log_real_mpce","log",7.26755068113269,6.95292197030747,-0.31462871082522,NA,TRUE,FALSE,FALSE,TRUE,20,200,4,20,6.47844306713692,117.569901704705
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__11","mean_log_real_mpce","log",6.8534355007937,6.95018496998702,0.0967494691933197,NA,TRUE,FALSE,FALSE,TRUE,52,200,9,20,9.79272449067334,116.370157570064
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__12","mean_log_real_mpce","log",6.75400483056282,6.90570547886339,0.15170064830057,NA,TRUE,FALSE,FALSE,TRUE,128,240,19,24,15.7399548368925,128.91589235841
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__05__13","mean_log_real_mpce","log",6.90783673161,6.99517924395094,0.0873425123409399,NA,TRUE,FALSE,FALSE,TRUE,100,280,17,28,11.6619947623702,156.464865323427
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__01","mean_log_real_mpce","log",7.24752454740972,7.20581913545748,-0.0417054119522398,NA,TRUE,FALSE,FALSE,TRUE,24,80,4,8,10.0273447090894,37.5158935435781
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__02","mean_log_real_mpce","log",7.11527466408264,7.21157566798533,0.0963010039026901,NA,TRUE,TRUE,TRUE,TRUE,116,120,21,12,22.4699918584165,58.2909546928833
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__03","mean_log_real_mpce","log",7.08613680790307,7.28290135356157,0.1967645456585,NA,TRUE,FALSE,FALSE,TRUE,100,160,17,16,14.529701271361,79.6044846887031
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__04","mean_log_real_mpce","log",7.20604644120759,7.43423575938053,0.22818931817294,NA,TRUE,FALSE,FALSE,TRUE,92,120,15,12,14.0634178569811,69.4801198260912
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__05","mean_log_real_mpce","log",6.98417778202748,7.12762841457695,0.14345063254947,NA,TRUE,FALSE,FALSE,TRUE,56,120,10,12,8.05384783862049,73.6314079521275
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__06","mean_log_real_mpce","log",6.85044184934403,7.160287729798,0.30984588045397,NA,TRUE,FALSE,FALSE,TRUE,68,120,10,12,10.376924990506,58.3661787468393
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__07","mean_log_real_mpce","log",7.06027613244715,7.03648268939517,-0.0237934430519804,NA,TRUE,FALSE,FALSE,TRUE,92,160,16,16,10.70088870417,83.020766709082
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__08","mean_log_real_mpce","log",6.91318834179686,6.85379781674769,-0.05939052504917,NA,TRUE,FALSE,FALSE,TRUE,60,160,10,16,5.2497527509351,107.654529647418
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__09","mean_log_real_mpce","log",7.09880764228444,6.95706416672859,-0.14174347555585,NA,TRUE,FALSE,FALSE,TRUE,60,120,8,12,7.60634645244991,72.1984989458343
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__10","mean_log_real_mpce","log",6.85879048384838,7.01020131998793,0.15141083613955,NA,TRUE,FALSE,FALSE,TRUE,72,120,12,12,14.2913827181266,68.9726434362057
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__11","mean_log_real_mpce","log",6.96766689822471,6.95109300194686,-0.0165738962778503,NA,TRUE,TRUE,TRUE,TRUE,116,120,23,12,27.3032943240526,68.2506491602198
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__12","mean_log_real_mpce","log",7.13303692289922,6.95191954817222,-0.181117374727,NA,TRUE,FALSE,FALSE,TRUE,124,200,21,20,19.9528281154467,125.889061141335
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__13","mean_log_real_mpce","log",6.75139532143459,6.91361131317416,0.16221599173957,NA,TRUE,FALSE,FALSE,TRUE,84,160,14,16,11.9415961872441,98.6908830738978
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__14","mean_log_real_mpce","log",7.20667741044074,7.05191316001123,-0.15476425042951,NA,TRUE,FALSE,FALSE,TRUE,84,120,15,12,4.94187998027873,76.5545920431179
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__15","mean_log_real_mpce","log",7.13304554856286,7.06953694746755,-0.0635086010953101,NA,TRUE,FALSE,FALSE,TRUE,44,120,7,12,8.62242212252385,74.9924984348627
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__16","mean_log_real_mpce","log",6.67410247200967,7.04286927387592,0.36876680186625,NA,TRUE,FALSE,FALSE,TRUE,64,120,11,12,5.80617389754408,71.6833102306892
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__17","mean_log_real_mpce","log",6.8265384886674,6.98353548032438,0.15699699165698,NA,TRUE,FALSE,FALSE,TRUE,88,120,15,12,18.2292550133011,71.0790482961164
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__18","mean_log_real_mpce","log",7.3549608481635,7.44571182010914,0.0907509719456403,NA,TRUE,FALSE,FALSE,TRUE,120,200,21,20,8.13596007410017,50.2030338404046
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__06__19","mean_log_real_mpce","log",7.21128474114869,6.98162058869519,-0.2296641524535,NA,TRUE,FALSE,FALSE,TRUE,200,280,34,28,14.8994133786818,133.874788929646
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__07__01","mean_log_real_mpce","log",7.53464595592991,6.98123130107023,-0.553414654859679,NA,TRUE,FALSE,FALSE,TRUE,48,128,10,14,3.81000491674226,65.2954895105874
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__07__03","mean_log_real_mpce","log",7.08385601109272,7.35276355681857,0.268907545725851,NA,TRUE,FALSE,FALSE,FALSE,52,27,8,3,9.16441453209138,13.8002173328291
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__07__07","mean_log_real_mpce","log",7.36416953909686,6.76876309707261,-0.59540644202425,NA,TRUE,FALSE,FALSE,FALSE,20,30,4,3,6.63490319711285,15.2469590201105
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__07__08","mean_log_real_mpce","log",6.91478637129922,7.36504077798779,0.45025440668857,NA,TRUE,FALSE,FALSE,FALSE,72,37,12,4,13.5201255649525,16.8245752206994
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__07__09","mean_log_real_mpce","log",6.77657207189462,7.14350511643303,0.36693304453841,NA,TRUE,FALSE,FALSE,FALSE,40,39,7,4,8.02076905977521,13.17963307316
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__01","mean_log_real_mpce","log",6.83914581176766,6.45472595095595,-0.384419860811709,NA,TRUE,FALSE,FALSE,TRUE,180,157,28,16,7.84588874442855,94.3832725745993
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__02","mean_log_real_mpce","log",6.81663509229093,6.25901731356175,-0.55761777872918,NA,TRUE,FALSE,FALSE,TRUE,88,160,15,16,9.42258897122267,84.7278155365213
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__03","mean_log_real_mpce","log",6.48996097158698,6.34075274858314,-0.14920822300384,NA,TRUE,FALSE,FALSE,TRUE,104,159,18,16,18.9204446090636,76.6173659440416
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__04","mean_log_real_mpce","log",6.09975224789474,6.4560851138426,0.35633286594786,NA,TRUE,FALSE,FALSE,TRUE,60,195,10,20,17.6372299440905,106.421741446049
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__05","mean_log_real_mpce","log",6.57864119602446,6.5744428469864,-0.00419834903806038,NA,TRUE,TRUE,TRUE,TRUE,124,160,23,16,42.2568630521601,90.6289648990454
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__06","mean_log_real_mpce","log",6.25118395874634,6.37266461075892,0.12148065201258,NA,TRUE,FALSE,FALSE,TRUE,164,199,28,20,12.7071364979732,120.631571994023
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__07","mean_log_real_mpce","log",6.59000694959022,6.31092984492166,-0.279077104668559,NA,TRUE,FALSE,FALSE,TRUE,104,157,17,16,16.7160390149848,95.7750521436129
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__08","mean_log_real_mpce","log",6.2994651584525,6.28193794289728,-0.0175272155552193,NA,TRUE,FALSE,FALSE,TRUE,24,119,4,12,8.83862880112757,59.6902094666356
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__09","mean_log_real_mpce","log",6.86883307139952,6.30865938964881,-0.56017368175071,NA,TRUE,FALSE,FALSE,TRUE,68,120,11,12,6.56085367178689,54.210689978788
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__10","mean_log_real_mpce","log",6.09870479411479,6.3719176473269,0.273212853212111,NA,TRUE,FALSE,FALSE,TRUE,68,120,11,12,7.67391913412448,58.0137068577658
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__11","mean_log_real_mpce","log",6.26159380581698,6.26602682514435,0.0044330193273705,NA,TRUE,FALSE,FALSE,TRUE,72,159,12,16,8.79813001951042,83.7319411777416
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__12","mean_log_real_mpce","log",6.84063278803718,6.665684652581,-0.17494813545618,NA,TRUE,TRUE,TRUE,TRUE,504,314,88,32,35.2697884553951,126.489786033989
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__13","mean_log_real_mpce","log",6.60224170027649,6.35833084203895,-0.24391085823754,NA,TRUE,FALSE,FALSE,TRUE,142,197,25,20,10.6268971163511,129.756495746038
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__14","mean_log_real_mpce","log",6.04734256232364,6.24738444286019,0.20004188053655,NA,TRUE,FALSE,FALSE,TRUE,132,199,26,20,16.5158515359408,125.418617940647
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__15","mean_log_real_mpce","log",6.35512293369342,6.46631687507112,0.1111939413777,NA,TRUE,TRUE,TRUE,TRUE,180,240,33,24,33.2742714536484,126.964799784539
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__16","mean_log_real_mpce","log",6.78498031383776,6.21566015878541,-0.56932015505235,NA,TRUE,FALSE,FALSE,TRUE,20,80,3,8,8.75259347465713,30.2396092960038
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__17","mean_log_real_mpce","log",6.41727470043923,6.2522464089537,-0.16502829148553,NA,TRUE,FALSE,FALSE,TRUE,80,200,13,20,17.4807908901999,83.5129722979134
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__18","mean_log_real_mpce","log",6.171252260969,6.15903933896341,-0.01221292200559,NA,TRUE,TRUE,TRUE,TRUE,124,160,21,16,27.6994109837862,83.9436724182929
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__19","mean_log_real_mpce","log",6.26548581372045,6.28998374417535,0.0244979304549,NA,TRUE,FALSE,FALSE,TRUE,72,120,12,12,13.7240668865786,61.3727955205756
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__20","mean_log_real_mpce","log",6.30704674331078,6.31232395089427,0.00527720758349037,NA,TRUE,TRUE,TRUE,TRUE,120,160,17,16,23.3022921765934,89.1949378628349
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__21","mean_log_real_mpce","log",6.69909817025938,6.67193517249069,-0.0271629977686905,NA,TRUE,TRUE,TRUE,TRUE,212,198,33,20,29.9720068259144,97.1464177052883
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__22","mean_log_real_mpce","log",6.27899908516639,6.24782565128289,-0.0311734338835006,NA,TRUE,TRUE,TRUE,TRUE,84,119,15,12,22.5456338451709,62.8378069114253
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__23","mean_log_real_mpce","log",6.21281102033907,6.29659292228273,0.0837819019436594,NA,TRUE,FALSE,FALSE,TRUE,76,120,12,12,16.4677520144042,50.6671130738677
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__24","mean_log_real_mpce","log",6.25648310534851,6.35232008773165,0.0958369823831404,NA,TRUE,FALSE,FALSE,TRUE,92,160,16,16,18.1856255232985,89.9733960270492
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__25","mean_log_real_mpce","log",6.35255706251372,6.28484985539193,-0.0677072071217903,NA,TRUE,FALSE,FALSE,TRUE,136,120,22,12,16.9816861991161,49.7492873223764
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__26","mean_log_real_mpce","log",6.25788389808123,6.39390628761376,0.136022389532529,NA,TRUE,TRUE,TRUE,TRUE,208,240,36,24,26.6642684454723,132.084250262884
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__27","mean_log_real_mpce","log",5.98240789747074,6.12996616290924,0.147558265438501,NA,TRUE,FALSE,FALSE,TRUE,88,120,15,12,9.93968344662095,57.6981092604573
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__28","mean_log_real_mpce","log",6.33985717606721,5.9305648729113,-0.40929230315591,NA,TRUE,FALSE,FALSE,TRUE,128,160,23,16,18.9222560495313,87.3294702343623
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__29","mean_log_real_mpce","log",6.34373521142434,6.31074507142825,-0.0329901399960901,NA,TRUE,TRUE,TRUE,TRUE,132,159,23,16,37.1718963328452,78.381818411529
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__30","mean_log_real_mpce","log",6.83703119718563,6.69443868584274,-0.14259251134289,NA,TRUE,TRUE,TRUE,TRUE,204,160,34,16,35.3407100586838,72.3490385393802
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__31","mean_log_real_mpce","log",6.22223237312561,6.36301101600836,0.14077864288275,NA,TRUE,FALSE,FALSE,TRUE,76,120,14,12,7.77549041583754,61.6894263477974
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__08__32","mean_log_real_mpce","log",5.97474690709236,6.18302635867902,0.20827945158666,NA,TRUE,TRUE,TRUE,TRUE,108,120,20,12,22.1336815411443,53.0605659693348
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__01","mean_log_real_mpce","log",6.13999584238088,6.49822699088689,0.35823114850601,NA,TRUE,FALSE,FALSE,TRUE,284,160,47,16,7.28109410283979,90.4036648099779
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__02","mean_log_real_mpce","log",6.38748906057093,6.48450769276837,0.0970186321974396,NA,TRUE,FALSE,FALSE,TRUE,376,200,64,20,18.6171041000011,96.9983378855132
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__03","mean_log_real_mpce","log",6.24288649361464,6.51536652305837,0.27248002944373,NA,TRUE,FALSE,FALSE,TRUE,196,190,33,19,10.6324861674091,111.70150124896
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__04","mean_log_real_mpce","log",6.16025695610697,6.48370196492417,0.3234450088172,NA,TRUE,TRUE,TRUE,TRUE,212,200,36,20,23.2888755197577,97.5239204313134
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__05","mean_log_real_mpce","log",6.21840980333417,6.33219365566661,0.11378385233244,NA,TRUE,TRUE,TRUE,TRUE,190,120,32,12,24.8517062377965,65.2146091657029
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__06","mean_log_real_mpce","log",6.7068285217207,6.52949980923183,-0.17732871248887,NA,TRUE,FALSE,FALSE,TRUE,104,120,20,12,11.06076274549,79.3056123113405
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__07","mean_log_real_mpce","log",6.98395407072401,6.70953701056288,-0.27441706016113,NA,TRUE,FALSE,FALSE,TRUE,320,199,51,20,13.3561718034385,101.723980176412
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__08","mean_log_real_mpce","log",7.24329617008177,6.40461324590346,-0.83868292417831,NA,TRUE,FALSE,FALSE,TRUE,56,120,10,12,2.22118948991846,55.1546151254167
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__09","mean_log_real_mpce","log",7.17486054007987,6.61769746989264,-0.55716307018723,NA,TRUE,TRUE,TRUE,TRUE,404,110,66,11,22.0288301464433,44.2531610459781
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__10","mean_log_real_mpce","log",6.73259693590418,6.96738682343989,0.23478988753571,NA,TRUE,FALSE,FALSE,TRUE,174,80,27,8,7.17640957531791,24.2474944313342
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__11","mean_log_real_mpce","log",6.35961136196115,6.58816687974682,0.22855551778567,NA,TRUE,TRUE,TRUE,TRUE,250,158,40,16,20.5267011078495,102.213965053067
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__12","mean_log_real_mpce","log",5.97589363990756,6.48200746086043,0.50611382095287,NA,TRUE,FALSE,FALSE,TRUE,278,157,47,16,4.1967107329452,81.6389851664569
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__13","mean_log_real_mpce","log",6.19378580633832,6.31181562954954,0.11802982321122,NA,TRUE,FALSE,FALSE,TRUE,120,118,19,12,5.82848500450777,66.3199327268071
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__14","mean_log_real_mpce","log",6.41276615378906,6.23836564224704,-0.17440051154202,NA,TRUE,FALSE,FALSE,TRUE,172,119,29,12,19.244038290382,67.7512907203996
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__15","mean_log_real_mpce","log",6.35937198428257,6.72424984631379,0.36487786203122,NA,TRUE,FALSE,FALSE,TRUE,475,240,82,24,14.3098665004075,112.68456284537
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__16","mean_log_real_mpce","log",6.49523484286592,6.36837130630128,-0.12686353656464,NA,TRUE,FALSE,FALSE,TRUE,100,117,19,12,8.00502091180199,67.7220210099282
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__17","mean_log_real_mpce","log",5.88170247012306,6.20938052317234,0.327678053049279,NA,TRUE,FALSE,FALSE,TRUE,40,199,8,20,7.95979308348091,98.5481653162529
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__18","mean_log_real_mpce","log",6.72593150517792,6.19868513871177,-0.52724636646615,NA,TRUE,FALSE,FALSE,TRUE,52,120,8,12,6.29564685933884,45.8245651481635
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__19","mean_log_real_mpce","log",6.21057968725854,6.16126152453057,-0.0493181627279702,NA,TRUE,FALSE,FALSE,TRUE,164,200,29,20,6.77514649489141,88.9755213226057
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__20","mean_log_real_mpce","log",6.44367785360472,6.46222315462412,0.0185453010193992,NA,TRUE,TRUE,TRUE,TRUE,324,240,58,24,44.4697359557447,132.634222188181
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__21","mean_log_real_mpce","log",6.41989940996123,6.18782224976247,-0.23207716019876,NA,TRUE,TRUE,TRUE,TRUE,85,120,18,12,21.3612169806673,53.3150174021866
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__22","mean_log_real_mpce","log",6.17017957973611,6.18155511743733,0.0113755377012206,NA,TRUE,FALSE,FALSE,TRUE,76,160,13,16,8.68436212276419,76.8678345299075
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__23","mean_log_real_mpce","log",6.17330335522702,6.26394932056476,0.0906459653377398,NA,TRUE,FALSE,FALSE,TRUE,116,199,19,20,14.4508712890431,92.9915734714039
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__24","mean_log_real_mpce","log",6.13754751724282,6.28572688110101,0.148179363858191,NA,TRUE,FALSE,FALSE,TRUE,188,237,31,24,15.8854891751879,122.668221981142
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__25","mean_log_real_mpce","log",6.37693562133804,6.18912813658049,-0.18780748475755,NA,TRUE,FALSE,FALSE,TRUE,126,200,21,20,17.1077895170351,99.7895234531649
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__26","mean_log_real_mpce","log",5.78910579168956,6.2273559637031,0.438250172013539,NA,TRUE,FALSE,FALSE,TRUE,92,200,17,20,9.16489489848574,102.241869360418
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__27","mean_log_real_mpce","log",7.15399529907806,6.88882018516003,-0.26517511391803,NA,TRUE,TRUE,TRUE,TRUE,780,240,130,24,64.0341720823838,108.893709070966
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__28","mean_log_real_mpce","log",6.03052599479648,5.98229204058653,-0.0482339542099499,NA,TRUE,FALSE,FALSE,TRUE,120,199,20,20,16.9844280640769,93.4311802681061
"nss_2001_vs_2004","pretrend_to_baseline","nss_2001_02","nss_2004_05","pc2001__09__29","mean_log_real_mpce","log",6.07843960024011,6.20221914390365,0.12377954366354,NA,TRUE,FALSE,FALSE,TRUE,80,120,16,12,6.13062148969431,55.476687649202
