"n","n_states","modifier_mean","modifier_sd","schooling_slope_at_mean_modifier_per_10pp","schooling_slope_std_error_state_clustered","schooling_slope_p_value_state_clustered","interaction_per_10pp_schooling_per_modifier_sd","interaction_std_error_state_clustered","interaction_p_value_state_clustered","status","analysis_id","specification_id","treatment_id","treatment","modifier_id","modifier","interaction_p_value_holm_family"
524,32,16.8621412578333,7.27977810347141,0.0265596229220384,0.0141939428983532,0.061926276365724,0.0149895993766283,0.00448069576181818,0.000886130833960825,"estimated","schooling_consumption_conversion__emi_all_children__baseline_human_capital","emi_all_children__baseline_human_capital","emi_all_children","emi_exposure_all_children_0708","baseline_human_capital","adult_secondary_plus_share_2001",0.00531678500376495
524,32,16.8621412578333,7.27977810347141,0.033360398606599,0.0195765601840119,0.0890097499789144,0.014655600288466,0.00798003134738629,0.0668968927789809,"estimated","schooling_consumption_conversion__private_emi_all_children__baseline_human_capital","private_emi_all_children__baseline_human_capital","private_emi_all_children","private_emi_exposure_all_children_0708","baseline_human_capital","adult_secondary_plus_share_2001",0.200690678336943
524,32,22.6270841661073,16.8999474658065,0.0297802686558483,0.0148596879368971,0.0456209297536065,0.0182621547854437,0.0061105725724871,0.00294611789632195,"estimated","schooling_consumption_conversion__emi_all_children__urbanization","emi_all_children__urbanization","emi_all_children","emi_exposure_all_children_0708","urbanization","urban_share_2001",0.0147305894816098
524,32,22.6270841661073,16.8999474658065,0.0390494181830028,0.0149453466273008,0.00926167145909238,0.0200435765238024,0.00980831406456493,0.0415454948373688,"estimated","schooling_consumption_conversion__private_emi_all_children__urbanization","private_emi_all_children__urbanization","private_emi_all_children","private_emi_exposure_all_children_0708","urbanization","urban_share_2001",0.166181979349475
524,32,15.3840559725542,25.3801424271935,0.0385807768280536,0.0132843865724155,0.00385146124056158,0.000394422742064491,0.0051641557274355,0.939150987824107,"estimated","schooling_consumption_conversion__emi_all_children__st_concentration","emi_all_children__st_concentration","emi_all_children","emi_exposure_all_children_0708","st_concentration","st_share_2001",1
524,32,15.3840559725542,25.3801424271935,0.0536926633914379,0.0130784760510039,4.74306806672974e-05,0.00396037018973962,0.00825995529051338,0.631825314217496,"estimated","schooling_consumption_conversion__private_emi_all_children__st_concentration","private_emi_all_children__st_concentration","private_emi_all_children","private_emi_exposure_all_children_0708","st_concentration","st_share_2001",1
