"beta","gamma_lower","gamma_upper","closest_gamma","direct_effect_estimate","direct_effect_std.error","statistic","p.value","accepted","analysis_id","specification_id","calibration_id"
-0.0883531510589512,0,0,0,0.0824195708875654,0.0764647465346006,1.16181824317449,0.281630155256743,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0876838090054743,0,0,0,0.0819333913640958,0.0759714918960905,1.16310936593383,0.28136327537537,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0870144669519974,0,0,0,0.0814472118406294,0.0754784321855335,1.164412080583,0.281094323893473,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0863451248985205,0,0,0,0.0809610323171612,0.0749855712481121,1.16572649029578,0.280823287679184,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0856757828450436,0,0,0,0.0804748527936931,0.0744929130292036,1.16705269725513,0.280550153957693,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0850064407915667,0,0,0,0.0799886732702248,0.0740004615776041,1.16839080248974,0.280274910344894,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0843370987380898,0,0,0,0.0795024937467584,0.073508221048885,1.1697409056989,0.279997544883144,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0836677566846129,0,0,0,0.0790163142232913,0.0730161957088713,1.17110310506474,0.279718046079299,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.082998414631136,0,0,0,0.0785301346998249,0.0725243899372612,1.17247749705133,0.27943640294511,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0823290725776591,0,0,0,0.0780439551763568,0.0720328082313803,1.17386417618924,0.279152605040228,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0816597305241822,0,0,0,0.0775577756528908,0.0715414552100873,1.17526323484526,0.278866642517842,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0809903884707053,0,0,0,0.0770715961294221,0.0710503356178294,1.17667476297533,0.278578506173328,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0803210464172284,0,0,0,0.0765854166059547,0.070559454328862,1.1780988478609,0.278288187495783,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0796517043637515,0,0,0,0.0760992370824879,0.0700688163516305,1.17953557382619,0.277995678722968,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0789823623102746,0,0,0,0.0756130575590197,0.0695784268333331,1.18098502193597,0.277700972899649,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0783130202567977,0,0,0,0.0751268780355539,0.0690882910646641,1.18244726967263,0.277404063939562,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0776436782033208,0,0,0,0.0746406985120835,0.0685984144847466,1.18392239059006,0.277104946691433,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0769743361498439,0,0,0,0.0741545189886184,0.0681088026862737,1.18541045394476,0.276803617008923,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.076304994096367,0,0,0,0.0736683394651503,0.0676194614208486,1.18691152429979,0.276500071825326,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0756356520428901,0,0,0,0.0731821599416842,0.0671303966045542,1.18842566110318,0.276194309232617,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0749663099894132,0,0,0,0.0726959804182157,0.0666416143237465,1.18995291823568,0.275886328565813,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0742969679359363,0,0,0,0.0722098008947478,0.0661531208410945,1.19149334352855,0.275576130492452,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0736276258824594,0,0,0,0.0717236213712803,0.0656649226018672,1.19304697824733,0.275263717107893,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0729582838289825,0,0,0,0.0712374418478134,0.0651770262404867,1.19461385654058,0.274949092036585,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0722889417755056,0,0,0,0.0707512623243461,0.0646894385873637,1.19619400485033,0.274632260539846,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0716195997220287,0,0,0,0.0702650828008788,0.0642021666760142,1.1977874412825,0.274313229630411,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0709502576685518,0,0,0,0.0697789032774102,0.0637152177504894,1.19939417493349,0.273992008194399,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0702809156150749,0,0,0,0.0692927237539444,0.0632285992731227,1.20101420517107,0.273668607120987,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.069611573561598,0,0,0,0.0688065442304761,0.0627423189326082,1.20264752086502,0.273343039440519,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.068942231508121,0,0,0,0.068320364707009,0.0622563846524387,1.20429409956596,0.273015320471311,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0682728894546441,0,0,0,0.0678341851835403,0.061770804599704,1.20595390662663,0.272685467976084,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0676035474011672,0,0,0,0.0673480056600748,0.0612855871942873,1.20762689426353,0.272353502328354,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0669342053476903,0,0,0,0.0668618261366053,0.0608007411184554,1.20931300055314,0.272019446689733,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0662648632942134,0,0,0,0.0663756466131382,0.060316275326893,1.21101214835998,0.271683327198533,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0655955212407365,0,0,0,0.0658894670896704,0.0598321990571704,1.21272424418961,0.271345173170868,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0649261791872596,0,0,0,0.0654032875662048,0.0593485218406952,1.21444917696334,0.271005017314688,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0642568371337827,0,0,0,0.0649171080427371,0.0588652535141508,1.21618681670761,0.270662895957955,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0635874950803058,0,0,0,0.0644309285192688,0.0583824042314655,1.21793701315333,0.270318849291671,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0629181530268289,0,0,0,0.0639447489958014,0.0578999844763232,1.21969959423778,0.269972921628986,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.062248810973352,0,0,0,0.0634585694723342,0.0574180050752538,1.2214743645026,0.269625161681423,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0615794689198751,0,0,0,0.0629723899488672,0.0569364772113323,1.22326110338073,0.269275622853375,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0609101268663982,0,0,0,0.0624862104254002,0.0564554124385114,1.22505956336431,0.268924363556162,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
