"horizon","estimand","metric","estimate","std.error","ar_information","ar_disconnected","ar_contains_zero","conf.low","conf.high"
"2009-10","ANCOVA","Reduced form",-0.0314314839043843,0.0236734254736192,"zero_included",TRUE,TRUE,-0.077830545223371,0.0149675774146024
"2011-12","ANCOVA","Reduced form",-0.0167917503164921,0.0220569748503956,"zero_included",FALSE,TRUE,-0.0600226266311732,0.026439125998189
"2022-23","ANCOVA","Reduced form",0.0182438737898632,0.0195794140539472,"zero_included",FALSE,TRUE,-0.0201310725942707,0.0566188201739971
"2023-24","ANCOVA","Reduced form",0.00886155691635372,0.0177013310197167,"zero_included",FALSE,TRUE,-0.0258324143607127,0.0435555281934201
"2009-10","Long change","Reduced form",0.00716609554775643,0.0365303223192571,"zero_included",FALSE,TRUE,-0.0644320205416272,0.07876421163714
"2011-12","Long change","Reduced form",0.0347487691045916,0.0249980040018553,"zero_included",FALSE,TRUE,-0.0142464184244329,0.0837439566336161
"2022-23","Long change","Reduced form",0.0640646812121101,0.0190211336000087,"zero_excluded_both_signs",TRUE,FALSE,0.0267839444109684,0.101345418013252
"2023-24","Long change","Reduced form",0.0560762877701974,0.022854306584172,"zero_excluded_both_signs",TRUE,FALSE,0.0112826699735837,0.100869905566811
"2009-10","ANCOVA","2SLS",-0.0422246718866921,0.063784084633287,"zero_included",TRUE,TRUE,-0.167239180554789,0.0827898367814051
"2011-12","ANCOVA","2SLS",-0.0229085162001701,0.0428936464892531,"zero_included",FALSE,TRUE,-0.106978518484699,0.0611614860843589
"2022-23","ANCOVA","2SLS",0.0251170428955423,0.0298951053032967,"zero_included",FALSE,TRUE,-0.0334762868129516,0.0837103726040362
"2023-24","ANCOVA","2SLS",0.0148066444577734,0.0297443157172012,"zero_included",FALSE,TRUE,-0.0434911430927296,0.0731044320082764
"2009-10","Long change","2SLS",0.0122503601846468,0.0633810943098407,"zero_included",FALSE,TRUE,-0.111974301963377,0.136475022332671
"2011-12","Long change","2SLS",0.0665911093961829,0.107130844813995,"zero_included",FALSE,TRUE,-0.143381488072597,0.276563706864963
"2022-23","Long change","2SLS",0.117273006438353,0.151779663099785,"zero_excluded_both_signs",TRUE,FALSE,-0.180209666822849,0.414755679699555
"2023-24","Long change","2SLS",0.137444992795919,0.233687537941248,"zero_excluded_both_signs",TRUE,FALSE,-0.320574165204764,0.595464150796602
