"adjustment_id","specification_id","sequence","adjustment","construction_id","construction","fixed_effect","excluded_instruments","included_language_controls","n_excluded_instruments","joint_excluded_f","joint_excluded_p","partial_r_squared","n","n_states","n_regions","migration_adjustment","n_migration_controls","baseline_joint_excluded_f","baseline_partial_r_squared","joint_excluded_f_change","partial_r_squared_change"
"region_main","region_main__nonzero_mean",1,"Six-region FE + main controls","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,3.23759689368737,0.0725082136782017,0.0359681718430908,573,35,6,"baseline",0,3.23759689368737,0.0359681718430908,0,0
"state_main","state_main__nonzero_mean",2,"State FE + main controls","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,0.754827158181467,0.385347702294227,0.00392351013785859,573,35,6,"baseline",0,0.754827158181467,0.00392351013785859,0,0
"region_main","region_main__nonzero_mean__plus_migration",3,"Six-region FE + main controls","nonzero_mean","Mean distance among speakers above zero","region","ling_distance_nonzero_mean","",1,3.12235445193947,0.0777766515716264,0.0324020262025482,573,35,6,"plus_migration",3,3.23759689368737,0.0359681718430908,-0.115242441747903,-0.00356614564054269
"state_main","state_main__nonzero_mean__plus_migration",4,"State FE + main controls","nonzero_mean","Mean distance among speakers above zero","state","ling_distance_nonzero_mean","",1,0.88380801464226,0.347593973048594,0.00467985215299464,573,35,6,"plus_migration",3,0.754827158181467,0.00392351013785859,0.128980856460792,0.000756342015136053
