"target_unit_2001","migrant_stock_share_population_2011","recent_0_9_migrant_share_population_2011","interdistrict_migrant_share_population_2011","interstate_migrant_share_population_2011","migrant_stock_share_population_2001","recent_0_9_migrant_share_population_2001","interdistrict_migrant_share_population_2001","interstate_migrant_share_population_2001","migrant_stock_share_population_change_2011_2001","recent_0_9_migrant_share_population_change_2011_2001","interdistrict_migrant_share_population_change_2011_2001","interstate_migrant_share_population_change_2011_2001"
"pc2001__05__13",0.356272832203603,0.136988460777541,0.202836721113064,0.171986995496244,0.288899084914389,0.0892420951818943,0.158170298655253,0.13725040371424,0.067373747289214,0.0477463655956467,0.044666422457811,0.034736591782004
"pc2001__06__01",0.615706948064558,0.267110047693451,0.475566237241512,0.362863958752381,0.573007465665836,0.290731857279184,0.482070233192645,0.372623614731507,0.0426994823987219,-0.023621809585733,-0.00650399595113305,-0.00975965597912604
"pc2001__06__02",0.442882084459609,0.136760756857358,0.278378162804094,0.161047547303585,0.38907602539799,0.147837513591631,0.26452295962879,0.164400819786063,0.053806059061619,-0.011076756734273,0.013855203175304,-0.00335327248247799
"pc2001__06__03",0.410397749968086,0.131780877199484,0.246023529799334,0.145349426167739,0.35836909459213,0.120417998713555,0.229499918397128,0.137080345228152,0.052028655375956,0.011362878485929,0.016523611402206,0.008269080939587
"pc2001__06__04",0.43620465347715,0.163991271490844,0.296012564077313,0.105116336928747,0.360972264959646,0.135006917405452,0.250081773181788,0.0948581023291425,0.075232388517504,0.028984354085392,0.045930790895525,0.0102582345996045
"pc2001__06__05",0.370609250268081,0.108476744012868,0.218866354402478,0.060011877457405,0.308206791659929,0.099599315528188,0.204074277240678,0.0613202611477692,0.062402458608152,0.00887742848468,0.0147920771618,-0.0013083836903642
"pc2001__06__06",0.401360105864252,0.132296435850355,0.240717612952428,0.0950612625587581,0.332796780368283,0.115124750526416,0.214852183713015,0.0864475510974483,0.068563325495969,0.017171685323939,0.025865429239413,0.00861371146130981
"pc2001__06__07",0.460063031083333,0.163117607971217,0.321397136474158,0.166446691116997,0.3776137036681,0.154840203462922,0.289759977011708,0.147187086864527,0.082449327415233,0.008277404508295,0.03163715946245,0.01925960425247
"pc2001__06__08",0.405537651353344,0.133153701273309,0.231546047209623,0.105169582641667,0.350834717689136,0.131504289874333,0.211945980807943,0.096616178396232,0.054702933664208,0.00164941139897601,0.01960006640168,0.00855340424543499
"pc2001__06__09",0.367410909701443,0.106521595740216,0.218862618352332,0.0306966522555151,0.328646937748093,0.111181709609884,0.199323935328413,0.0299219970634386,0.03876397195335,-0.004660113869668,0.019538683023919,0.0007746551920765
"pc2001__06__10",0.401128012305589,0.122976270977727,0.269027644050866,0.11685638490421,0.364453370183016,0.123603561584702,0.255541717628554,0.117823057018599,0.036674642122573,-0.000627290606975001,0.013485926422312,-0.000966672114389
"pc2001__06__11",0.4401627870527,0.133327259573699,0.259284938337185,0.201623083580852,0.38248903639371,0.130485049464962,0.238992736302992,0.190621224753705,0.05767375065899,0.002842210108737,0.020292202034193,0.011001858827147
"pc2001__06__14",0.372334631230188,0.113599270262834,0.255100810023332,0.0576533823845368,0.347879224956602,0.114581205963443,0.229803813948739,0.0556700789679703,0.024455406273586,-0.000981935700608991,0.025296996074593,0.0019833034165665
"pc2001__06__15",0.382278890448193,0.11750982100469,0.25635717676765,0.08976372201731,0.371763901135362,0.15115240571226,0.264657891627049,0.113542982846858,0.010514989312831,-0.03364258470757,-0.00830071485939898,-0.023779260829548
"pc2001__06__16",0.363465309167889,0.105986630343308,0.215729952021933,0.127341425113438,0.304986578808425,0.0955323000882439,0.19003324221774,0.114440119086153,0.058478730359464,0.0104543302550641,0.025696709804193,0.012901306027285
"pc2001__06__17",0.399468196176522,0.145381925778491,0.276858980909265,0.140953559353661,0.343166730036284,0.125709641719943,0.238324637976562,0.117323946790427,0.056301466140238,0.019672284058548,0.038534342932703,0.023629612563234
"pc2001__08__02",0.408906446865146,0.139701424247137,0.216785785927924,0.112544599288215,0.336120105006242,0.116269050497199,0.157083145312433,0.0774457264633516,0.072786341858904,0.023432373749938,0.059702640615491,0.0350988728248634
"pc2001__08__05",0.334655096172519,0.106348719844458,0.123992709559228,0.0428250224024295,0.307738613745494,0.0941109030777728,0.0647832537052781,0.0217820136918799,0.026916482427025,0.0122378167666852,0.0592094558539499,0.0210430087105496
"pc2001__08__17",0.254908015397786,0.0756508590875241,0.0531394899128219,0.00728909945689891,0.241832520287963,0.079527288550947,0.0428748469973306,0.00663109116032644,0.013075495109823,-0.0038764294634229,0.0102646429154913,0.00065800829657247
"pc2001__08__18",0.284883498384125,0.0924701842262116,0.072726427630104,0.0183291136471759,0.281287699973774,0.100139412259997,0.0631358096263475,0.0145858351622565,0.00359579841035101,-0.00766922803378539,0.0095906180037565,0.0037432784849194
"pc2001__08__19",0.310230367078177,0.113039467513745,0.114504229282498,0.041967644010784,0.32262570981087,0.128611326190479,0.112727306907357,0.0429992938608189,-0.012395342732693,-0.015571858676734,0.001776922375141,-0.00103164985003491
"pc2001__08__20",0.3322433110372,0.0963013349705753,0.108965911896163,0.013495958181621,0.312245948498311,0.101259112067512,0.0895288616789662,0.0109072869620728,0.019997362538889,-0.00495777709693669,0.0194370502171968,0.0025886712195482
"pc2001__08__23",0.36034281928444,0.124782834911325,0.119917436758826,0.015679094360819,0.302499428642663,0.109581143130207,0.100977540462488,0.0181141052544098,0.057843390641777,0.015201691781118,0.018939896296338,-0.0024350108935908
"pc2001__08__27",0.32636516313397,0.096823165427006,0.0607827434622542,0.0215144985567699,0.300352189288426,0.0967396534804084,0.0514055521499256,0.0183750540562257,0.026012973845544,8.35119465976003e-05,0.0093771913123286,0.0031394445005442
"pc2001__08__32",0.344048630564605,0.117063712814349,0.13610024313865,0.0872096030908585,0.2913194100259,0.0916071278794025,0.107826417006192,0.0728707311473215,0.052729220538705,0.0254565849349465,0.028273826132458,0.014338871943537
"pc2001__09__01",0.268576285014173,0.0766987019895672,0.0977566811736271,0.041968830902076,0.230037802961341,0.0613770827270741,0.0770568024790955,0.0334237414748298,0.038538482052832,0.0153216192624931,0.0206998786945316,0.0085450894272462
"pc2001__09__03",0.23511633950297,0.065245105985723,0.0483018904812838,0.0170797995933976,0.224340189531357,0.0602071963415728,0.0395855945439084,0.0139541240489344,0.010776149971613,0.0050379096441502,0.0087162959373754,0.0031256755444632
"pc2001__09__05",0.210031256702681,0.0578178360566465,0.0802104101387993,0.0212726242915226,0.195572788200478,0.0539293532022795,0.0699928628571755,0.0179327861004014,0.014458468502203,0.003888482854367,0.0102175472816238,0.0033398381911212
"pc2001__09__08",0.270839600690074,0.0820836991423186,0.148199452360926,0.0149012162253424,0.252519993711292,0.0662969043575079,0.130897060200637,0.0201101211263661,0.018319606978782,0.0157867947848107,0.017302392160289,-0.0052089049010237
"pc2001__09__10",0.514812376563529,0.263369971148858,0.410214093069962,0.189451585599306,0.37676181126927,0.163602405929968,0.30521368019101,0.134914270026538,0.138050565294259,0.09976756521889,0.105000412878952,0.054537315572768
