"target_unit_2001","migrant_stock_share_population_2011","recent_0_9_migrant_share_population_2011","interdistrict_migrant_share_population_2011","interstate_migrant_share_population_2011","migrant_stock_share_population_2001","recent_0_9_migrant_share_population_2001","interdistrict_migrant_share_population_2001","interstate_migrant_share_population_2001","migrant_stock_share_population_change_2011_2001","recent_0_9_migrant_share_population_change_2011_2001","interdistrict_migrant_share_population_change_2011_2001","interstate_migrant_share_population_change_2011_2001"
"pc2001__10__14",0.276228467784836,0.0670253789682366,0.088391693337849,0.00398828425877441,0.261793667731244,0.0658966763943018,0.0978953824604707,0.0310955146296194,0.014434800053592,0.0011287025739348,-0.0095036891226217,-0.027107230370845
"pc2001__10__15",0.270793032975646,0.0666932863702434,0.0957614562304938,0.03361889015352,0.253735649003688,0.0649514688489193,0.0801021816022945,0.0279889140672979,0.017057383971958,0.0017418175213241,0.0156592746281993,0.0056299760862221
"pc2001__10__16",0.256276903158239,0.0604477334089184,0.0799894549227975,0.0154305826455413,0.249976697911728,0.0570567749394054,0.117823094966786,0.0924074243953154,0.00630020524651098,0.003390958469513,-0.0378336400439885,-0.0769768417497741
"pc2001__10__17",0.262811808711944,0.0589595486886941,0.0535798061774424,0.00567479329996847,0.258109010339825,0.0602942529952741,0.039311404773785,0.00472004040999772,0.00470279837211901,-0.00133470430658,0.0142684014036574,0.00095475288997075
"pc2001__10__19",0.25875793077005,0.0717297350316762,0.0917967714215854,0.00336378692715307,0.258245200811949,0.0700808561818055,0.081535162821415,0.00370567513247494,0.000512729958100977,0.00164887884987071,0.0102616086001704,-0.00034188820532187
"pc2001__10__20",0.280765692175264,0.0728453167285016,0.0874278456348524,0.00523170695169668,0.250014825357291,0.0669688053151146,0.0671296444431361,0.00408283940362387,0.030750866817973,0.00587651141338701,0.0202982011917163,0.00114886754807281
"pc2001__10__21",0.255755942517965,0.0714547965487742,0.118600192214705,0.0033775555136944,0.239775093450718,0.0683475038934545,0.100401920093974,0.00304759464960472,0.015980849067247,0.0031072926553197,0.018198272120731,0.00032996086408968
"pc2001__10__23",0.266408913470512,0.0677041994571358,0.0925921102359341,0.0324347356424311,0.246780385655702,0.0636188564946963,0.070083014446508,0.0231218916324928,0.01962852781481,0.0040853429624395,0.0225090957894261,0.0093128440099383
"pc2001__10__24",0.270553786651947,0.0719312162542542,0.12701012235289,0.0121972707299865,0.227001828973007,0.0599043590376842,0.10208059961487,0.0103269739681156,0.04355195767894,0.01202685721657,0.02492952273802,0.0018702967618709
"pc2001__10__25",0.264114127915341,0.0712400290934668,0.137367720638777,0.00815855939383282,0.25961669107794,0.0753504316120789,0.132407990277042,0.00789304746174702,0.004497436837401,-0.0041104025186121,0.004959730361735,0.0002655119320858
"pc2001__10__26",0.27066577406489,0.0676460142501988,0.15575272416405,0.00572648041461981,0.238899185921271,0.0604602836906425,0.154888087961606,0.0054214826965454,0.031766588143619,0.0071857305595563,0.000864636202444008,0.000304997718074409
"pc2001__10__27",0.282169531906731,0.0693679884266797,0.0846012357987568,0.00520667363299189,0.255998669008602,0.0662540762669925,0.0951252440045061,0.049065067444941,0.026170862898129,0.00311391215968719,-0.0105240082057493,-0.0438583938119491
"pc2001__10__28",0.331626891657311,0.0886690251632921,0.118246319880311,0.0123241297156016,0.270025862340499,0.0781610071159745,0.114492572877232,0.0147146331642378,0.061601029316812,0.0105080180473176,0.003753747003079,-0.0023905034486362
"pc2001__10__30",0.272981190281958,0.0700347876639755,0.10441573602633,0.0273923551529813,0.256785529907387,0.0604173143676964,0.0816930453309907,0.0220372847612229,0.016195660374571,0.0096174732962791,0.0227226906953393,0.0053550703917584
"pc2001__10__31",0.27404290745605,0.0693077403614399,0.0892396875522632,0.0356988263534319,0.255366255156803,0.0617187221214608,0.060206008343974,0.0246184470402785,0.018676652299247,0.0075890182399791,0.0290336792082892,0.0110803793131534
"pc2001__10__32",0.291519900213452,0.0712982589382544,0.0820478810561644,0.0165747834906237,0.26380476491259,0.0631125680812552,0.0631900954320885,0.0138141498024277,0.027715135300862,0.00818569085699919,0.0188577856240759,0.002760633688196
"pc2001__10__35",0.27014873100215,0.0597549584211751,0.06293935125283,0.0136003905799903,0.242655094621221,0.0572857707141187,0.0492781194831158,0.00984877187608322,0.027493636380929,0.0024691877070564,0.0136612317697142,0.00375161870390708
"pc2001__10__36",0.250327828813426,0.0650096929179063,0.0711742264817186,0.011275508686675,0.25344090941241,0.0617153378246954,0.0831216955775998,0.0380898228210705,-0.00311308059898396,0.0032943550932109,-0.0119474690958812,-0.0268143141343955
"pc2001__10__37",0.242772543818042,0.070232702133884,0.0753923102922339,0.025569684248795,0.256018032650937,0.0648793676847803,0.0635546570050243,0.0196018575975339,-0.013245488832895,0.0053533344491037,0.0118376532872096,0.0059678266512611
"pc2001__11__03",0.346939053455907,0.14829417773238,0.162015662240381,0.0782226762002043,0.328409047709561,0.149340429576126,0.161368561110055,0.0778863333966926,0.018530005746346,-0.00104625184374602,0.000647101130326011,0.000336342803511705
"pc2001__11__04",0.511060253964448,0.207152755983257,0.211659373093592,0.14164459787787,0.418703068886712,0.165732125367287,0.173363532484492,0.115830068560235,0.092357185077736,0.04142063061597,0.0382958406091,0.025814529317635
"pc2001__12__01",0.403545630990256,0.226484182724053,0.157292354483062,0.108049702863317,0.234071523995478,0.13423594697359,0.126913986229576,0.0809783167197616,0.169474106994778,0.092248235750463,0.030378368253486,0.0270713861435554
"pc2001__12__09",0.362768969422424,0.135249150622877,0.123754246885617,0.0660249150622877,0.282228816353445,0.179330395947607,0.153013817702245,0.0987920750532026,0.080540153068979,-0.04408124532473,-0.029259570816628,-0.0327671599909149
"pc2001__12__10",0.544616970556021,0.263803878616069,0.28007216029895,0.177549771277624,0.528586278586279,0.285031185031185,0.282865557865558,0.210481635481635,0.0160306919697419,-0.021227306415116,-0.00279339756660801,-0.032931864204011
"pc2001__12__12",0.394748559631913,0.145662704248917,0.171103585066048,0.124074049087205,0.402401492561114,0.165808231410757,0.18908963339765,0.137248648562453,-0.007652932929201,-0.02014552716184,-0.017986048331602,-0.013174599475248
"pc2001__12__13",0.321053806653271,0.121946863139094,0.0703371288233981,0.0484393837910248,0.218597372565437,0.134561330063991,0.104838227378745,0.0648485935849132,0.102456434087834,-0.012614466924897,-0.0345010985553469,-0.0164092097938884
"pc2001__13__01",0.171709422200911,0.071713418045233,0.0310996563573883,0.0185527051866059,0.13621994076393,0.0214692386783911,0.028041219710572,0.0188910885011433,0.035489481436981,0.0502441793668419,0.0030584366468163,-0.000338383314537401
"pc2001__13__03",0.248080895273916,0.121707720607126,0.107423621173351,0.0415985859769194,0.112441562358619,0.0244307042678329,0.030902471077407,0.0220393390352673,0.135639332915297,0.0972770163392931,0.076521150095944,0.0195592469416521
"pc2001__13__04",0.235512265819817,0.123020524734116,0.0666183564582934,0.0122764764807434,0.193056412588094,0.0189795719528434,0.0179662888506382,0.00861940177324543,0.042455853231723,0.104040952781273,0.0486520676076552,0.00365707470749797
"pc2001__13__05",0.20747491628743,0.0887623765352314,0.060387272082384,0.024166932182298,0.14530805158073,0.0317200399446729,0.0376931331137617,0.0220315959881655,0.0621668647067,0.0570423365905585,0.0226941389686223,0.0021353361941325
"pc2001__14__04",0.170586228248645,0.0561965298927123,0.0588208037944557,0.00259478767812838,0.135505451892805,0.0198686938493435,0.0137065192351993,0.00132937879136912,0.03508077635584,0.0363278360433688,0.0451142845592564,0.00126540888675926
"pc2001__14__05",0.164041329518107,0.0450057796896022,0.0370326505088022,0.00166047639802164,0.120615697259296,0.0181358818037019,0.0115752183226232,0.00147470753007085,0.043425632258811,0.0268698978859003,0.025457432186179,0.00018576886795079
"pc2001__14__06",0.327810082008989,0.0961018702991552,0.0994667871318476,0.0105329812043429,0.200314144137251,0.0449163107416592,0.0482377774077258,0.0081528954818152,0.127495937871738,0.051185559557496,0.0512290097241218,0.0023800857225277
"pc2001__14__08",0.233605800063044,0.071881216100175,0.0326144849400537,0.0125490494461896,0.0971671710068335,0.0158973703277501,0.0173535637670659,0.00701103865660828,0.13643862905621,0.0559838457724249,0.0152609211729878,0.00553801078958132
"pc2001__15__01",0.269487286369321,0.123268954657033,0.135403640405725,0.0707354916400352,0.272517321016166,0.119598630246078,0.149972127100422,0.0580074858644581,-0.00303003464684498,0.003670324410955,-0.014568486694697,0.0127280057755771
"pc2001__15__02",0.445500565779287,0.14011077362873,0.197284259424692,0.0868798761241141,0.281701030927835,0.136036992116434,0.166176470588235,0.0698908429351122,0.163799534851452,0.00407378151229601,0.031107788836457,0.0169890331890019
"pc2001__15__07",0.250801567509797,0.108410945425552,0.0616740461770743,0.00798174631448589,0.305772887802228,0.0711763107851127,0.0737435479489269,0.0101331160010867,-0.054971320292431,0.0372346346404393,-0.0120695017718526,-0.00215136968660081
"pc2001__16__01",0.384107909712882,0.0985189533295591,0.0493800047399983,0.0159606985760883,0.321223602103612,0.0673882667898253,0.0374811967785662,0.00923168047635262,0.06288430760927,0.0311306865397338,0.0118988079614321,0.00672901809973568
"pc2001__16__02",0.33418911622247,0.0932042315020188,0.054437152469004,0.012849300400342,0.283646930053164,0.0775083394141561,0.0378257583654748,0.0042843740227249,0.050542186169306,0.0156958920878627,0.0166113941035292,0.0085649263776171
"pc2001__16__03",0.299024403140946,0.093808000423023,0.0684847843904502,0.0107051265103244,0.206997804253771,0.0456916600621045,0.0476437953928307,0.00665220159289046,0.092026598887175,0.0481163403609185,0.0208409889976195,0.00405292491743394
"pc2001__16__04",0.332738667362205,0.0964554929987449,0.097652990790363,0.064167724624503,0.31783528201275,0.11524200686057,0.104908844449183,0.0749518118572446,0.014903385349455,-0.0187865138618251,-0.00725585365881999,-0.0107840872327416
"pc2001__17__03",0.224612531088847,0.0522995208453356,0.0381707814014923,0.00956201610296907,0.152723311546841,0.0295405030699148,0.0361556743909685,0.0100217864923747,0.071889219542006,0.0227590177754208,0.0020151070105238,-0.000459770389405629
"pc2001__17__05",0.23261087930768,0.0655076495132128,0.0934863235975892,0.0326611033843301,0.230068986980653,0.0434462368380103,0.0903936926189118,0.0378442865293843,0.00254189232702701,0.0220614126752025,0.0030926309786774,-0.0051831831450542
"pc2001__17__06",0.268168180530365,0.0991728032429212,0.109814243960083,0.0706592147926802,0.209075792490199,0.0534494941165612,0.0871932131277017,0.0678823403028795,0.059092388040166,0.04572330912636,0.0226210308323813,0.0027768744898007
"pc2001__18__03",0.3448213270805,0.111190131156744,0.0779917931565995,0.010531818132224,0.246512618075873,0.0795172954922844,0.0575559434817252,0.00804710261728515,0.098308709004627,0.0316728356644596,0.0204358496748743,0.00248471551493885
"pc2001__18__13",0.359408452880127,0.0872746245990209,0.126711585071699,0.0134070216707256,0.304830542850349,0.0514018854992796,0.119301889695495,0.0115867987075658,0.054577910029778,0.0358727390997413,0.00740969537620399,0.0018202229631598
"pc2001__18__14",0.326796839288848,0.0853291102159829,0.103815038304006,0.0370554449823748,0.25386979136777,0.0507042229027652,0.0854214816244689,0.0327260617253678,0.072927047921078,0.0346248873132177,0.0183935566795371,0.004329383257007
"pc2001__18__15",0.367808283729224,0.0848164302382128,0.0860755389852488,0.0210889405768528,0.276824530492662,0.0533334683462271,0.0650930913902278,0.0212915333414341,0.090983753236562,0.0314829618919857,0.020982447595021,-0.000202592764581302
"pc2001__19__07",0.314685914186576,0.0856242293744748,0.0377945234154025,0.00495889035273622,0.227868963954911,0.0677506733492779,0.0342569907555847,0.00508372099603704,0.086816950231665,0.0178735560251969,0.0035375326598178,-0.00012483064330082
"pc2001__19__08",0.34084440220925,0.0935035760983731,0.0777910358181441,0.0188037754453153,0.292224401595745,0.0928773271276596,0.0720984042553191,0.0192699468085106,0.048620000613505,0.000626248970713505,0.005692631562825,-0.000466171363195298
"pc2001__19__13",0.370921579214574,0.103726387212185,0.0684707593737992,0.00508859018081705,0.314265534289996,0.101025622553987,0.0610192956107614,0.00568109387210491,0.056656044924578,0.00270076465819799,0.0074514637630378,-0.00059250369128786
"pc2001__19__14",0.314487997911345,0.0776194790989432,0.0721944360545576,0.0427887642635187,0.281264143415614,0.0753778016775766,0.0718852157841701,0.0405733691409792,0.033223854495731,0.00224167742136661,0.000309220270387489,0.0022153951225395
"pc2001__19__16",0.380560817265216,0.103406185818683,0.11468941732101,0.0417143897490097,0.318058158727425,0.0879336050955056,0.12168498787414,0.0524270558674161,0.062502658537791,0.0154725807231774,-0.00699557055313001,-0.0107126661184064
"pc2001__19__17",0.186167437677547,0.0441604432056084,0.161741715135609,0.0876001346767203,0.221076046392723,0.0445003717897386,0.181766977124561,0.102661997063232,-0.034908608715176,-0.000339928584130199,-0.020025261988952,-0.0150618623865117
"pc2001__20__01",0.262341395118175,0.0783105934151003,0.0760441614050367,0.0320868713259308,0.263551412700007,0.0732367325179823,0.0572777035222857,0.0240365671814761,-0.00121001758183198,0.005073860897118,0.018766457882751,0.0080503041444547
"pc2001__20__02",0.268152991153973,0.0736255210741374,0.0878550588016485,0.0316722331652322,0.257263890497289,0.0659787004988184,0.0489973355369601,0.0245944569065637,0.010889100656684,0.007646820575319,0.0388577232646884,0.0070777762586685
"pc2001__20__03",0.257477806778497,0.0798150516930901,0.106592666887848,0.0378948418139662,0.242063141083148,0.0675255296082807,0.0799864549665544,0.0309893181238107,0.015414665695349,0.0122895220848094,0.0266062119212936,0.0069055236901555
"pc2001__20__04",0.298259125210791,0.0958930496904176,0.147660638956638,0.0410300088899222,0.305782061273999,0.0989573979955872,0.118513704870525,0.0511118673091911,-0.00752293606320797,-0.00306434830516959,0.029146934086113,-0.0100818584192689
"pc2001__20__05",0.280355290474535,0.0879737636804564,0.131036398844552,0.0482185913196204,0.284952232966162,0.0863791366892069,0.119831078307499,0.0496352645058199,-0.00459694249162701,0.0015946269912495,0.011205320537053,-0.0014166731861995
"pc2001__20__06",0.26473599801102,0.0799812224542154,0.0696916017099344,0.0182631260851679,0.263088168113294,0.0738593699952217,0.0437653261080743,0.0127439706368835,0.00164782989772599,0.0061218524589937,0.0259262756018601,0.0055191554482844
"pc2001__20__07",0.279550665416504,0.087036626224052,0.117124966405799,0.0582652457352958,0.266858304945126,0.0791117136752503,0.085052214280198,0.0444863951123658,0.012692360471378,0.0079249125488017,0.032072752125601,0.01377885062293
"pc2001__20__08",0.261687593401398,0.0775424783658952,0.0956917546406649,0.0658299525484736,0.257803173658009,0.0728296208080814,0.0714106450852578,0.053404826044264,0.00388441974338904,0.0047128575578138,0.0242811095554071,0.0124251265042096
"pc2001__20__09",0.237470742685997,0.0712248830359292,0.0900460381707454,0.0596862242702946,0.236548929152699,0.0814253532664346,0.0832684824902724,0.0575433566508941,0.000921813533297983,-0.0102004702305054,0.006777555680473,0.0021428676194005
"pc2001__20__10",0.247311816015157,0.0868015219530398,0.0896512968363723,0.0537470208413388,0.232022734528207,0.0743218976604187,0.0635674624891686,0.0396486067405482,0.01528908148695,0.0124796242926211,0.0260838343472037,0.0140984141007906
"pc2001__20__11",0.286292819259223,0.0850112947601023,0.103902325414062,0.0440490910227012,0.271281232915171,0.0800584450347294,0.0688024905632069,0.0356216917234693,0.015011586344052,0.0049528497253729,0.0350998348508551,0.0084273992992319
"pc2001__20__12",0.33828884252373,0.097468529368926,0.197381473629785,0.134886479241658,0.333725056338863,0.0886883411719652,0.208029946159988,0.152983894719541,0.00456378618486697,0.0087801881969608,-0.010648472530203,-0.018097415477883
"pc2001__20__13",0.353732913743193,0.0998559881299307,0.209685161928498,0.12680754292475,0.333714733171998,0.0815936887889824,0.200197225344301,0.138519583587881,0.020018180571195,0.0182622993409483,0.009487936584197,-0.011712040663131
"pc2001__20__14",0.334683056801556,0.107052880644942,0.164941160220514,0.0810574039693129,0.277468309525383,0.0776323273001985,0.116208101501438,0.0728281289047577,0.057214747276173,0.0294205533447435,0.048733058719076,0.00822927506455519
"pc2001__20__15",0.264893133242383,0.0887286428896251,0.111639489811386,0.0140236904220533,0.244241072530801,0.077992763105555,0.0896354393848365,0.0127290334438894,0.020652060711582,0.0107358797840701,0.0220040504265495,0.0012946569781639
"pc2001__20__16",0.262303890161873,0.0827577208391725,0.0788667588631399,0.0256396053400099,0.243691002229784,0.0650595091801329,0.0422374471604962,0.0197703091923102,0.018612887932089,0.0176982116590396,0.0366293117026437,0.0058692961476997
"pc2001__20__17",0.277567058269981,0.0982615056356757,0.111627588130221,0.0577955701384361,0.255257958656517,0.0762475423649471,0.130437224978935,0.048852143393853,0.022309099613464,0.0220139632707286,-0.018809636848714,0.0089434267445831
"pc2001__20__18",0.334196194373036,0.11518497383735,0.199666160836542,0.15552815945114,0.266509933494303,0.0741577861288117,0.155186516509429,0.133107209927645,0.067686260878733,0.0410271877085383,0.044479644327113,0.022420949523495
"pc2001__21__02",0.459573256486139,0.142626897093209,0.237775342749415,0.0854090991449599,0.340944761396542,0.105957042745372,0.195612851077855,0.0649086942532704,0.118628495089597,0.036669854347837,0.04216249167156,0.0205004048916895
"pc2001__21__03",0.445143065164792,0.120695534238339,0.176098526653085,0.0307329082056558,0.351864499531323,0.0957500590521936,0.146625795066977,0.0246768696031372,0.093278565633469,0.0249454751861454,0.029472731586108,0.0060560386025186
"pc2001__21__07",0.347950064649579,0.108042582204975,0.0678487207797001,0.0268412827047891,0.286763039160658,0.0911441467697135,0.0547211188348229,0.0222684865362751,0.061187025488921,0.0168984354352615,0.0131276019448772,0.004572796168514
"pc2001__21__09",0.313251284407141,0.0807528461426626,0.067434445280173,0.00836598981502811,0.253382008158956,0.0602594641120631,0.0480592675233496,0.0068656096461928,0.059869276248185,0.0204933820305995,0.0193751777568234,0.00150038016883531
"pc2001__21__14",0.349786345028676,0.0962122247363581,0.0831866909342721,0.00417501179985765,0.281565464842278,0.0846319822885091,0.065076794160157,0.00319624174460435,0.068220880186398,0.011580242447849,0.0181098967741151,0.0009787700552533
"pc2001__21__17",0.513202405500266,0.185601550491568,0.276297224330531,0.0280680187576082,0.4223639670927,0.165044116981243,0.257141944023501,0.0245856625803307,0.090838438407566,0.020557433510325,0.01915528030703,0.0034823561772775
"pc2001__21__18",0.336245901349832,0.0881152390315118,0.0818199478433889,0.00537695808044833,0.278998484043863,0.0704906294212615,0.0542383551543174,0.00512550226861039,0.057247417305969,0.0176246096102503,0.0275815926890715,0.00025145581183794
"pc2001__21__19",0.378923562870374,0.11626505972886,0.0424932509802266,0.0162376017666039,0.294818920881405,0.0885853633842566,0.0240945253089965,0.00882259419388825,0.084104641988969,0.0276796963446034,0.0183987256712301,0.00741500757271565
"pc2001__21__20",0.369940655951625,0.0999295624739321,0.0818823260651729,0.0403968730584251,0.247112291528939,0.0914545415997703,0.0695594184686135,0.0341147605124538,0.122828364422686,0.0084750208741618,0.0123229075965594,0.0062821125459713
"pc2001__21__22",0.376181538754471,0.0895566707921353,0.1063668221651,0.00155498433681958,0.285455256419871,0.0787713058290391,0.0779410346785512,0.00133111213481461,0.0907262823346,0.0107853649630962,0.0284257874865488,0.00022387220200497
"pc2001__21__24",0.367052820593367,0.087229994960573,0.0749801242816088,0.00724501014859336,0.295672879178339,0.0717554820018636,0.0581089954038083,0.00558482912726201,0.071379941415028,0.0154745129587094,0.0168711288778005,0.00166018102133135
"pc2001__21__25",0.366591740909791,0.0983941204032884,0.0979566894174468,0.0355056341766304,0.281086886883114,0.0813921498426577,0.0822985170250052,0.0318001092916769,0.085504854026677,0.0170019705606307,0.0156581723924416,0.0037055248849535
"pc2001__21__26",0.352923419764102,0.0878367194738434,0.0592211528034352,0.00867415111845055,0.292327782827927,0.0841860764630916,0.0510837188336301,0.00695697622003543,0.060595636936175,0.0036506430107518,0.0081374339698051,0.00171717489841512
"pc2001__21__28",0.354189292564946,0.0928484961660876,0.0706796205565193,0.0250969330338934,0.28204678259954,0.0838144372108259,0.0699194553143699,0.0231963235279781,0.072142509965406,0.0090340589552617,0.000760165242149405,0.0019006095059153
"pc2001__21__30",0.363815901055461,0.108649493144072,0.0834306383644927,0.0272394290858328,0.290550537685592,0.0671958238628475,0.0803057528986628,0.0205117830693497,0.073265363369869,0.0414536692812245,0.0031248854658299,0.0067276460164831
"pc2001__22__03",0.309120092430275,0.111571514285479,0.0894314575263395,0.041881294258685,0.290501372517358,0.0935114914688627,0.0712228860541472,0.0343263900102266,0.018618719912917,0.0180600228166163,0.0182085714721923,0.0075549042484584
"pc2001__22__05",0.381637439501425,0.130453987933435,0.217978850361334,0.0596905456474176,0.394119327194578,0.137524053119963,0.219961396410242,0.0584232617760221,-0.012481887693153,-0.007070065186528,-0.00198254604890802,0.00126728387139551
"pc2001__22__10",0.399772778383862,0.122989755588731,0.17998386301868,0.0740937452151278,0.387616014027717,0.125769453565212,0.165379677743951,0.0745859361323296,0.012156764356145,-0.00277969797648099,0.014604185274729,-0.000492190917201804
"pc2001__22__11",0.383876755960818,0.132018921855806,0.174893549796844,0.070455467101326,0.36071039102664,0.130020583838538,0.146477379322689,0.0586172035811239,0.023166364934178,0.00199833801726798,0.028416170474155,0.0118382635202021
"pc2001__22__12",0.35480569428925,0.113896436130966,0.118794988932505,0.0425164172687784,0.345014338738307,0.107530656536361,0.100775698425006,0.0343641493181689,0.00979135555094302,0.00636577959460501,0.018019290507499,0.0081522679506095
"pc2001__22__13",0.354073177532349,0.111698077348674,0.141658779090776,0.0142013876298637,0.321031544415369,0.104470620203201,0.113782938078747,0.013375488790545,0.03304163311698,0.007227457145473,0.027875841012029,0.0008258988393187
"pc2001__23__01",0.289789652269863,0.104271066392774,0.104021015873847,0.0472842623727759,0.267460835217473,0.0845012019767826,0.102842742115658,0.0451943270270512,0.02232881705239,0.0197698644159914,0.00117827375818901,0.0020899353457247
"pc2001__23__02",0.314772351561824,0.101607857698744,0.103133313326246,0.0403383571468537,0.264166699106054,0.0746141491818368,0.086753805140157,0.0350226092066749,0.05060565245577,0.0269937085169072,0.016379508186089,0.0053157479401788
"pc2001__23__03",0.310387814480873,0.088886409611246,0.119558662481907,0.0632934137010755,0.279335330217373,0.0800204961783167,0.102060887929725,0.0567543937632257,0.0310524842635,0.00886591343292929,0.017497774552182,0.0065390199378498
"pc2001__23__04",0.333486709881124,0.110968014346203,0.19897039225683,0.0679727130818548,0.261922457384893,0.0972281875781581,0.168535312286128,0.0680812372212885,0.071564252496231,0.0137398267680449,0.030435079970702,-0.000108524139433699
"pc2001__23__07",0.311597390958454,0.096914103872826,0.124911937659051,0.0272439722226216,0.279937147783703,0.0902177688903128,0.0836739628274378,0.0242979372641767,0.031660243174751,0.00669633498251319,0.0412379748316132,0.0029460349584449
"pc2001__23__09",0.305191006454358,0.0940202851266047,0.113111568196326,0.0547675721682389,0.279263292157239,0.0877534289490298,0.100492770506732,0.0469742453328523,0.025927714297119,0.0062668561775749,0.012618797689594,0.0077933268353866
"pc2001__23__10",0.293994215558966,0.0855054499665526,0.0972455042694684,0.0206921654271436,0.276024507388875,0.0795089182518872,0.0871091041120391,0.0197721578690527,0.017969708170091,0.0059965317146654,0.0101364001574293,0.0009200075580909
"pc2001__23__11",0.31674723707545,0.102279291877342,0.0991423855287754,0.0225225755510503,0.298679961839517,0.108941847796252,0.0963898383125114,0.0212528567196525,0.018067275235933,-0.00666255591891,0.002752547216264,0.0012697188313978
"pc2001__23__12",0.324546617318677,0.0913654991737982,0.0987273565735051,0.00799940516635172,0.300128511581264,0.0937184314022154,0.0890844495451354,0.0062023213269259,0.024418105737413,-0.0023529322284172,0.0096429070283697,0.00179708383942582
"pc2001__23__15",0.328762109194457,0.0918701280170234,0.132735072693941,0.016838875981376,0.296941834976539,0.0977008041274277,0.122613443212013,0.0219066095824701,0.031820274217918,-0.00583067611040429,0.010121629481928,-0.0050677336010941
"pc2001__23__16",0.33318514846031,0.0948157329367047,0.137614719330138,0.048455351732496,0.308783770487328,0.0949023775108662,0.105806311547683,0.0507838809422695,0.024401377972982,-8.66445741615068e-05,0.031808407782455,-0.0023285292097735
"pc2001__23__18",0.384162543716188,0.126970330493774,0.195686306316558,0.10005362761132,0.329337391711543,0.112986351178261,0.176224055531836,0.0940694423402702,0.054825152004645,0.013983979315513,0.019462250784722,0.0059841852710498
"pc2001__23__19",0.377725190258809,0.117571401607417,0.166120689848114,0.0697122002132182,0.336292074841771,0.114698189780726,0.145762018848988,0.0615515103182837,0.041433115417038,0.00287321182669099,0.020358670999126,0.00816068989493449
"pc2001__23__20",0.360066773465726,0.110330163036942,0.168455928894094,0.0432969158163634,0.328056027967908,0.109167158277199,0.155292156528794,0.0413092719803389,0.032010745497818,0.001163004759743,0.0131637723653,0.0019876438360245
"pc2001__23__21",0.402896222388649,0.127154148447,0.208516536612471,0.029108685848654,0.348651826845636,0.116885507854554,0.181729556476924,0.0306929003344278,0.054244395543013,0.010268640592446,0.026786980135547,-0.0015842144857738
"pc2001__23__23",0.40064589774991,0.135071928068734,0.185168013352817,0.0147251896924951,0.358918166092478,0.130434948781668,0.163379637875194,0.0168457518328297,0.041727731657432,0.004636979287066,0.021788375477623,-0.0021205621403346
"pc2001__23__24",0.284644596182428,0.103801095409644,0.0709490680694417,0.0266925572689899,0.258783229991374,0.0941063173285357,0.0511917370412624,0.0149093514016239,0.025861366191054,0.0096947780811083,0.0197573310281793,0.011783205867366
"pc2001__23__25",0.36444164657861,0.128239956848613,0.127939379438035,0.0171708848916617,0.31658611676298,0.122107371652142,0.101591710532893,0.0145478240033925,0.04785552981563,0.006132585196471,0.026347668905142,0.0026230608882692
"pc2001__23__26",0.432718985002275,0.159233520829054,0.309117077349538,0.085356992117367,0.347266860164967,0.123337525300842,0.233982757103398,0.0776603549235206,0.085452124837308,0.035895995528212,0.07513432024614,0.0076966371938464
"pc2001__23__28",0.302515872574918,0.118679020781727,0.0928232654896055,0.0328556347911545,0.275221671824908,0.104740804167772,0.0808744998571351,0.0303317518015315,0.02729420075001,0.013938216613955,0.0119487656324704,0.002523882989623
"pc2001__23__30",0.315063778695238,0.0953258283338099,0.0951278743755717,0.0189628247641696,0.296563630056974,0.0931603519697628,0.0818245972162971,0.0174174796764175,0.018500148638264,0.0021654763640471,0.0133032771592746,0.0015453450877521
"pc2001__23__31",0.320411275811841,0.102539970867963,0.107356010624625,0.010680832833519,0.298405491345895,0.104613135537763,0.102309983808794,0.0111329975462133,0.022005784465946,-0.0020731646698,0.00504602681583101,-0.000452164712694301
"pc2001__23__32",0.451033524654153,0.146036310326896,0.320194208415557,0.100924860220804,0.349588014168624,0.123161252176555,0.296508291248759,0.115549142668063,0.101445510485529,0.022875058150341,0.023685917166798,-0.014624282447259
"pc2001__23__33",0.348099489679196,0.121350657194364,0.153283836587531,0.00884901764007894,0.295115820382014,0.0970329368845652,0.124089823822518,0.00747326936765927,0.052983669297182,0.0243177203097988,0.029194012765013,0.00137574827241967
"pc2001__23__34",0.347385132288523,0.122232927830267,0.142142855533619,0.0132930608885421,0.315405713351239,0.117482584606196,0.122249043242081,0.0145713386789719,0.031979418937284,0.004750343224071,0.019893812291538,-0.0012782777904298
"pc2001__23__35",0.332722891627448,0.113712911699025,0.0693808788075376,0.0283661786941668,0.286346157292096,0.0903413550271471,0.0560417151970183,0.024762484992922,0.046376734335352,0.0233715566718779,0.0133391636105193,0.0036036937012448
"pc2001__23__36",0.408701673196427,0.14895217059767,0.186160412996415,0.0128123548333377,0.357861033354693,0.142752352365856,0.163211190179083,0.0133026710734882,0.050840639841734,0.00619981823181398,0.022949222817332,-0.0004903162401505
"pc2001__23__38",0.33429718228974,0.0985664552700299,0.143341315529991,0.023932658535868,0.30333584860271,0.0924300415254373,0.127429247477135,0.0230753255832966,0.03096133368703,0.0061364137445926,0.015912068052856,0.000857332952571399
"pc2001__23__39",0.329939361560905,0.102656651330802,0.157927064181263,0.044438147533643,0.25822249225201,0.078027038824323,0.129324847538796,0.0445057951295159,0.071716869308895,0.024629612506479,0.028602216642467,-6.76475958728967e-05
