"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","migrants_total","migrants_illiterate","migrants_literate","migrants_literate_below_matric","migrants_matric_below_graduate","migrants_technical_diploma_below_degree","migrants_graduate_nontechnical","migrants_technical_degree","migrants_literate_education_not_classified","census_year","literate_share_among_migrants","graduate_or_technical_degree_share_among_migrants","technical_credential_share_among_migrants"
"pc2001__20__04",2,"Hazaribagh;Ramgarh",TRUE,800509,396962,403547,209516,113006,2019,41430,4045,33531,2011,0.504113008098597,0.0568076061605803,0.00757518029153951
"pc2001__20__05",1,"Kodarma",TRUE,200807,116954,83853,47862,18296,234,6248,594,10619,2011,0.417580064439985,0.034072517392322,0.00412336223338828
"pc2001__20__06",1,"Giridih",TRUE,647405,423221,224184,155347,44138,285,13028,1177,10209,2011,0.346280921525166,0.0219414431460987,0.0022582463836393
"pc2001__20__07",1,"Deoghar",TRUE,417110,239919,177191,108588,40393,586,17633,1814,8177,2011,0.424806405984033,0.0466231929227302,0.00575387787394213
"pc2001__20__08",1,"Godda",TRUE,343740,222827,120913,74174,30708,318,9117,915,5681,2011,0.35175714202595,0.0291848490137895,0.00358701344039099
"pc2001__20__09",1,"Sahibganj",TRUE,273226,182965,90261,57502,20917,209,6194,589,4850,2011,0.330352894673274,0.0248256022486879,0.00292065908808093
"pc2001__20__10",1,"Pakur",TRUE,222685,151266,71419,51295,12681,116,3984,322,3021,2011,0.320717605586366,0.019336731257157,0.00196690392258122
"pc2001__20__11",2,"Dumka;Jamtara",TRUE,604789,348031,256758,165095,47051,548,13986,1414,28664,2011,0.424541451646773,0.0254634260874454,0.0032441066223096
"pc2001__20__12",1,"Dhanbad",TRUE,908132,349014,559118,280139,170746,4778,69008,8256,26191,2011,0.61567921843961,0.0850801425343452,0.0143525390581986
"pc2001__20__13",1,"Bokaro",TRUE,729514,311547,417967,196753,133729,5116,59815,9046,13508,2011,0.572938970328191,0.0943929794356243,0.0194129242207826
"pc2001__20__14",2,"Khunti;Ranchi",TRUE,1153364,438496,714868,309585,216822,7185,128243,18066,34967,2011,0.619811265133991,0.126854141450574,0.0218933485005601
"pc2001__20__15",1,"Lohardaga",TRUE,122325,67036,55289,32096,14587,168,4993,470,2975,2011,0.451984467606785,0.044659717964439,0.00521561414265277
"pc2001__20__16",2,"Gumla;Simdega",TRUE,426189,221084,205105,117269,49341,645,15433,1480,20937,2011,0.48125362221925,0.0396842715321137,0.00498605078967313
"pc2001__20__17",2,"Pashchimi Singhbhum;Saraikela-Kharsawan",TRUE,712624,385150,327474,173955,95428,2579,32333,3533,19646,2011,0.459532656772716,0.0503294865174342,0.00857675295808168
"pc2001__20__18",1,"Purbi Singhbhum",TRUE,766619,265666,500953,227824,158302,6041,78554,11818,18414,2011,0.653457584536778,0.117883851039434,0.0232957962168952
"pc2001__21__02",1,"Jharsuguda",TRUE,266325,85375,180950,107254,44968,2967,13659,2508,9594,2011,0.679433023561438,0.0607040270346381,0.0205575894114334
"pc2001__21__03",1,"Sambalpur",TRUE,463438,163768,299670,187829,66137,2807,26822,5567,10508,2011,0.646623712341241,0.0698885287783911,0.018069299453217
"pc2001__21__07",1,"Mayurbhanj",TRUE,876743,434401,442342,298365,82651,3594,26899,6135,24698,2011,0.504528693129001,0.0376780881056364,0.0110967524120523
"pc2001__21__09",1,"Bhadrak",TRUE,471862,142622,329240,230254,62205,1425,20652,5549,9155,2011,0.69774637499947,0.0555268277589634,0.0147797449254231
"pc2001__21__14",1,"Dhenkanal",TRUE,417229,140281,276948,186562,58312,2085,17478,3512,8999,2011,0.663779363371194,0.0503081041825952,0.0134146955269169
"pc2001__21__17",1,"Khordha",TRUE,1155564,232434,923130,454371,231510,9441,158837,40988,27983,2011,0.798856662201315,0.17292421709226,0.0436401618603556
"pc2001__21__18",1,"Puri",TRUE,571191,158896,412295,291089,70626,1551,27909,5549,15571,2011,0.721816345145494,0.0585758529108477,0.0124301678422804
"pc2001__21__19",1,"Ganjam",TRUE,1337233,551864,785369,558852,139954,5936,42292,11581,26754,2011,0.587309017949751,0.0402869208283074,0.0130994374204047
"pc2001__21__20",1,"Gajapati",TRUE,213758,117603,96155,70468,15615,426,4061,1207,4378,2011,0.449831117431862,0.024644691660663,0.00763948015980688
"pc2001__21__22",1,"Baudh",TRUE,165957,75080,90877,72600,10956,238,2841,678,3564,2011,0.547593653777786,0.0212042878576981,0.00551950203968498
"pc2001__21__24",1,"Balangir",TRUE,605269,312915,292354,203200,52542,1728,16610,3121,15153,2011,0.483014990029227,0.0325987288296609,0.00801131397775204
"pc2001__21__25",1,"Nuapada",TRUE,223761,136703,87058,60976,16037,402,3985,727,4931,2011,0.389066906207963,0.021058182614486,0.00504556200589021
"pc2001__21__26",1,"Kalahandi",TRUE,556514,325050,231464,164837,39184,973,10942,2429,13099,2011,0.415917658854943,0.0240263497414261,0.00611305375965385
"pc2001__21__28",1,"Nabarangapur",TRUE,432446,286639,145807,109865,19934,819,5285,1296,8608,2011,0.337168108850585,0.0152180850325821,0.00489078405165038
"pc2001__21__30",1,"Malkangiri",TRUE,223089,131480,91609,72430,10909,603,3185,874,3608,2011,0.410638803347543,0.0181945322270484,0.00662067605305506
"pc2001__22__03",1,"Jashpur",TRUE,263268,129210,134058,88232,28438,177,10403,816,5992,2011,0.509207347645745,0.0426143701475303,0.0037718218697297
"pc2001__22__05",1,"Korba",TRUE,460499,184553,275946,156956,69965,3827,31355,5251,8592,2011,0.599232571623391,0.0794920292986521,0.0197133978575415
"pc2001__22__10",1,"Durg",TRUE,1336789,458350,878439,524804,204826,9653,93203,16092,29861,2011,0.657126143318055,0.0817593502041085,0.019258835912025
"pc2001__22__11",1,"Raipur",TRUE,1560026,597530,962496,572251,222138,5340,119602,18453,24712,2011,0.616974332479074,0.0884953199497957,0.0152516688824417
"pc2001__22__12",1,"Mahasamund",TRUE,366427,176390,190037,135868,32472,322,12027,1104,8244,2011,0.518621717286117,0.0358352413986961,0.00389163462299448
"pc2001__22__13",1,"Dhamtari",TRUE,283181,110183,172998,124483,29444,517,10854,1114,6586,2011,0.610909630236492,0.0422627224284115,0.00575956720260187
"pc2001__23__01",1,"Sheopur",TRUE,199335,141980,57355,36134,10904,72,4851,439,4955,2011,0.287731707928863,0.0265382396468257,0.00256352371635689
"pc2001__23__02",1,"Morena",TRUE,618833,333892,284941,180280,65084,392,21609,2100,15476,2011,0.460448941798514,0.038312436473168,0.00402693456877704
"pc2001__23__03",1,"Bhind",TRUE,528592,244398,284194,186263,62674,320,18830,1724,14383,2011,0.537643399824439,0.0388844326058662,0.00386687653237279
"pc2001__23__04",1,"Gwalior",TRUE,677657,248899,428758,202007,116208,2721,77044,13568,17210,2011,0.632706516718635,0.133713663401987,0.0240372341759917
"pc2001__23__07",2,"Ashoknagar;Guna",TRUE,650176,383824,266352,175143,43954,744,25544,2724,18243,2011,0.409661383994488,0.043477458411261,0.00533394034845949
"pc2001__23__09",1,"Chhatarpur",TRUE,537861,314086,223775,141027,44439,794,23606,3035,10874,2011,0.416046153188277,0.0495313845026875,0.0071189396516944
"pc2001__23__10",1,"Panna",TRUE,298851,182583,116268,78462,21449,175,8778,873,6531,2011,0.389050061736451,0.0322936848128332,0.00350676424037397
"pc2001__23__11",1,"Sagar",TRUE,753370,317867,435503,296576,75581,961,41408,4983,15994,2011,0.578073191127865,0.0615779762931893,0.00788988146594635
"pc2001__23__12",1,"Damoh",TRUE,410298,210966,199332,144295,32040,361,13852,1610,7174,2011,0.485822499744088,0.0376848047029232,0.0048038255121887
"pc2001__23__15",1,"Umaria",TRUE,211972,114813,97159,63232,19540,472,7980,985,4950,2011,0.458357707621761,0.0422933217594777,0.00687354933670485
"pc2001__23__16",2,"Anuppur;Shahdol",TRUE,604831,300394,304437,179228,67383,1899,31354,3697,20876,2011,0.503342255935956,0.0579517253579926,0.00925217126767643
"pc2001__23__18",1,"Neemuch",TRUE,317344,156444,160900,106826,29909,510,14910,1790,6955,2011,0.507020772411011,0.0526242815367551,0.00724765554099022
"pc2001__23__19",1,"Mandsaur",TRUE,506307,248840,257467,186883,40964,425,18171,2002,9022,2011,0.508519534590673,0.0398434151611572,0.00479353435761307
"pc2001__23__20",1,"Ratlam",TRUE,523922,265416,258506,169751,47712,797,25775,2650,11821,2011,0.493405506926604,0.0542542592217926,0.00657922362489073
"pc2001__23__21",1,"Ujjain",TRUE,800500,357021,443479,287291,79566,1559,47519,6537,21007,2011,0.554002498438476,0.067527795128045,0.0101136789506558
"pc2001__23__23",1,"Dewas",TRUE,626496,304155,322341,214979,63166,1376,24706,3301,14813,2011,0.514514059148023,0.0447041960363673,0.00746533098375728
"pc2001__23__24",2,"Alirajpur;Jhabua",TRUE,499280,369462,129818,80344,25966,392,13244,1183,8689,2011,0.260010414997597,0.0288956096779362,0.00315454254125941
"pc2001__23__25",1,"Dhar",TRUE,796594,440846,355748,230432,77763,1491,28066,2861,15135,2011,0.44658634134829,0.0388240433646249,0.00546325982872078
"pc2001__23__26",1,"Indore",TRUE,1417889,424970,992919,483337,255532,6934,177357,31017,38742,2011,0.70027978212681,0.146960728237542,0.0267658469739169
"pc2001__23__28",1,"Barwani",TRUE,419251,274521,144730,95352,28812,384,12739,1398,6045,2011,0.345210864136281,0.0337196571981939,0.00425043708899919
"pc2001__23__30",1,"Rajgarh",TRUE,487030,306112,180918,118894,31494,212,14499,1266,14553,2011,0.371471983245385,0.0323696692195553,0.0030347206537585
"pc2001__23__31",1,"Vidisha",TRUE,467440,231514,235926,161674,38115,384,22164,2926,10663,2011,0.504719322265959,0.0536753380112956,0.00708112271093616
"pc2001__23__32",1,"Bhopal",TRUE,1069428,293105,776323,316378,210313,9727,165510,39625,34770,2011,0.725923577837872,0.191817494959923,0.0461480342762673
"pc2001__23__33",1,"Sehore",TRUE,456474,240233,216241,149706,37302,315,15708,1829,11381,2011,0.473720299513225,0.0384183984191871,0.00469687211100742
"pc2001__23__34",1,"Raisen",TRUE,462577,205309,257268,178555,44845,409,17775,1590,14094,2011,0.556162541587671,0.0418633005964412,0.00432144270035043
"pc2001__23__35",1,"Betul",TRUE,524159,236684,287475,167072,64386,1653,29541,3454,21369,2011,0.548449993227246,0.0629484564798086,0.00974322676897659
"pc2001__23__36",1,"Harda",TRUE,233150,100724,132426,91807,21126,360,9924,1037,8172,2011,0.567986274930302,0.0470126527986275,0.00599185073986704
"pc2001__23__38",1,"Katni",TRUE,431926,208512,223414,139015,44722,909,19334,2069,17365,2011,0.517250640155953,0.0495524696360025,0.00689469955501637
"pc2001__23__39",1,"Jabalpur",TRUE,812736,250898,561838,285129,138416,3735,85039,14952,34567,2011,0.69129212930152,0.123030110638633,0.022992706118592
"pc2001__23__41",1,"Dindori",TRUE,204077,113086,90991,64070,14540,100,5243,446,6592,2011,0.44586602115868,0.0278767328018346,0.00267546073295864
"pc2001__23__42",1,"Mandla",TRUE,333784,168888,164896,109236,29410,440,14344,1282,10184,2011,0.494020084845289,0.0468147065167893,0.00515902499820243
"pc2001__23__44",1,"Seoni",TRUE,471388,216136,255252,175900,44617,642,21233,1970,10890,2011,0.541490237341638,0.0492227209856848,0.00554108292956121
"pc2001__23__45",1,"Balaghat",TRUE,567509,219097,348412,230669,66189,1192,27275,2947,20140,2011,0.613932113851939,0.0532537809973058,0.00729327640618915
"pc2001__24__01",1,"Kachchh",TRUE,998173,374215,623958,381434,141114,13772,47876,10911,28851,2011,0.625100057805611,0.0588946004349947,0.0247281783819037
"pc2001__24__03",1,"Patan",TRUE,494942,226567,268375,174449,52752,7150,13115,4497,16412,2011,0.542235251807282,0.0355839674143637,0.0235320502200258
"pc2001__24__04",1,"Mahesana",TRUE,904561,257700,646861,374400,156957,17735,46848,14469,36452,2011,0.715110423730406,0.067786473217395,0.0356018002102677
"pc2001__24__07",1,"Ahmadabad",TRUE,3246537,737007,2509530,1149540,729113,54875,387330,87714,100958,2011,0.772986724007766,0.146323297716921,0.0439203372701435
"pc2001__24__08",1,"Surendranagar",TRUE,682657,292285,390372,261040,76124,7765,23905,5641,15897,2011,0.571842081748228,0.0432808863016127,0.0196379733892716
"pc2001__24__09",1,"Rajkot",TRUE,1828255,513496,1314759,687328,357880,17782,125294,24295,102180,2011,0.719133271890409,0.0818206431816131,0.0230148420214904
"pc2001__24__11",1,"Porbandar",TRUE,255749,91252,164497,104891,30525,1811,9282,2402,15586,2011,0.643197040848645,0.045685418124802,0.0164731826908414
"pc2001__24__13",1,"Amreli",TRUE,649912,246527,403385,264782,87937,6287,18556,4214,21609,2011,0.620676337719568,0.0350355125001539,0.0161575721020692
"pc2001__24__14",1,"Bhavnagar",TRUE,1121025,424104,696921,451745,122058,10043,36476,9181,67418,2011,0.621681942864789,0.0407279052652706,0.0171485916906403
"pc2001__24__15",1,"Anand",TRUE,1048550,289449,759101,430408,172687,15229,55245,15354,70178,2011,0.723953078060178,0.0673301225501884,0.0291669448285728
"pc2001__24__17",1,"Panch Mahals",TRUE,742287,381969,360318,207162,87858,12650,19817,6596,26235,2011,0.485416018332532,0.0355832716994909,0.0259279766451521
"pc2001__24__18",1,"Dohad",TRUE,560837,385531,175306,95532,45527,5297,8503,3144,17303,2011,0.312579234251663,0.0207671747762719,0.0150507188363107
"pc2001__24__20",1,"Narmada",TRUE,208822,84315,124507,81318,23259,1723,4926,1482,11799,2011,0.596235071017422,0.030686421928724,0.015347999731829
"pc2001__24__21",1,"Bharuch",TRUE,818847,220189,598658,314687,142304,16838,44246,13832,66751,2011,0.731098727845373,0.0709265589298123,0.0374551045555519
"pc2001__24__23",1,"The Dangs",TRUE,72420,26927,45493,35406,6184,701,1195,374,1633,2011,0.628182822424745,0.0216652858326429,0.0148439657553162
"pc2001__24__24",1,"Navsari",TRUE,688321,164275,524046,262773,152275,15129,40315,10378,43176,2011,0.761339549425341,0.0736473244314789,0.0370568383065459
"pc2001__24__25",1,"Valsad",TRUE,820773,225950,594823,281955,181034,11713,52610,12988,54523,2011,0.724710730006957,0.0799222196636585,0.0300948008767345
"pc2001__25__01",1,"Diu",TRUE,5066,902,4164,2274,1254,68,373,105,90,2011,0.821950256612712,0.0943545203316226,0.0341492301618634
"pc2001__25__02",1,"Daman",TRUE,143526,29635,113891,59844,38802,1794,7214,1428,4809,2011,0.793521731254268,0.0602120870086256,0.0224488942769951
"pc2001__26__01",1,"Dadra & Nagar Haveli",TRUE,188057,52259,135798,62907,43658,3416,13332,3244,9241,2011,0.722110849370138,0.0881434884104288,0.0354147944506187
"pc2001__27__01",1,"Nandurbar",TRUE,658747,272739,386008,206202,99488,4906,20888,9872,44652,2011,0.585973067050021,0.04669470980513,0.0224334987483814
"pc2001__27__02",1,"Dhule",TRUE,1055137,359795,695342,373562,199041,9456,44881,20471,47931,2011,0.65900636599797,0.0619369806953978,0.028363141468833
"pc2001__27__04",1,"Buldana",TRUE,1187626,344363,843263,484790,194470,4557,37784,16230,105432,2011,0.710040871452797,0.0454806479480914,0.0175029849464394
"pc2001__27__05",1,"Akola",TRUE,793721,173278,620443,318770,181833,3941,43101,14285,58513,2011,0.781689031788248,0.072299964345154,0.0229627287170177
"pc2001__27__06",1,"Washim",TRUE,493898,145300,348598,199367,88224,1586,14989,6373,38059,2011,0.705809701598306,0.0432518455227598,0.0161146633515422
"pc2001__27__07",1,"Amravati",TRUE,1263301,280110,983191,550351,295947,7329,80948,25008,23608,2011,0.77827137000604,0.0838723312971335,0.0255972250477123
"pc2001__27__08",1,"Wardha",TRUE,781501,181416,600085,343402,181188,5822,45077,14008,10588,2011,0.767862101264106,0.0756045097830969,0.0253742477616791
"pc2001__27__09",1,"Nagpur",TRUE,2114895,438917,1675978,792651,520787,20877,207866,58242,75555,2011,0.792463928469262,0.125825632005371,0.0374103678906045
"pc2001__27__10",1,"Bhandara",TRUE,521793,142684,379109,208802,116263,3020,27884,9558,13582,2011,0.726550566987292,0.0717564244825055,0.0241053444565182
"pc2001__27__11",1,"Gondiya",TRUE,526833,139486,387347,214807,99132,1808,21655,6860,43085,2011,0.735236782813529,0.0541253110568245,0.0164530316058409
"pc2001__27__12",1,"Gadchiroli",TRUE,520849,180011,340838,190614,84217,1329,15731,5737,43210,2011,0.654389275970579,0.0412173201830089,0.0135663119253373
"pc2001__27__13",1,"Chandrapur",TRUE,1173917,353729,820188,457778,252287,7851,59678,17701,24893,2011,0.698676311868727,0.0659152222857323,0.0217664451575367
"pc2001__27__14",1,"Yavatmal",TRUE,1240500,339970,900530,501965,215705,4949,48360,17007,112544,2011,0.725941152760983,0.0526940749697703,0.0176993147924224
"pc2001__27__15",1,"Nanded",TRUE,1180040,451501,728539,420671,175396,4805,46173,20138,61356,2011,0.617385003898173,0.0561938578353276,0.02113741907054
"pc2001__27__16",1,"Hingoli",TRUE,405335,147482,257853,149060,46496,802,9398,4208,47889,2011,0.636147877681424,0.0335672961871045,0.0123601465454501
"pc2001__27__17",1,"Parbhani",TRUE,669619,276805,392814,239901,89123,2138,24694,10392,26566,2011,0.586623139427047,0.0523969600623638,0.018712133317603
"pc2001__27__20",1,"Nashik",TRUE,3434553,930788,2503765,1294474,693418,42710,196173,63023,213967,2011,0.728992972302364,0.0754671714193958,0.0307850832408177
"pc2001__27__22",1,"Mumbai Suburban",TRUE,4271562,762588,3508974,1566701,1163590,38968,511826,114423,113466,2011,0.821473269028988,0.14660889857153,0.0359098147235133
"pc2001__27__23",1,"Mumbai",TRUE,1233320,235985,997335,479751,319405,8006,126283,23236,40654,2011,0.808658742256673,0.121232932247916,0.025331625206759
"pc2001__27__24",1,"Raigarh",TRUE,1479878,366753,1113125,556208,317855,17740,121323,38154,61845,2011,0.752173489976876,0.107763612946473,0.0377693296339293
"pc2001__27__25",1,"Pune",TRUE,6094325,1407678,4686647,2005456,1404465,106115,613306,265961,291344,2011,0.769018225972524,0.144276355461844,0.0610528647553257
"pc2001__27__27",1,"Bid",TRUE,896928,328602,568326,290288,137887,4012,36960,15631,83548,2011,0.633636144707267,0.0586345838238967,0.0219003086089407
"pc2001__27__31",1,"Satara",TRUE,1924434,513509,1410925,769455,411919,16564,112234,32326,68427,2011,0.733163621095865,0.0751181905952607,0.0254048722897226
"pc2001__27__32",1,"Ratnagiri",TRUE,831042,231429,599613,393347,138664,7293,35157,13580,11572,2011,0.721519489989676,0.0586456520849728,0.0251166607704544
"pc2001__27__33",1,"Sindhudurg",TRUE,524613,125024,399589,236879,106691,3617,23209,6798,22395,2011,0.761683374220616,0.0571983538341597,0.0198527295358674
"pc2001__27__34",1,"Kolhapur",TRUE,2291809,648418,1643391,852280,516949,22618,136303,36890,78351,2011,0.717071536066051,0.0755704336617929,0.0259655145782218
"pc2001__27__35",1,"Sangli",TRUE,1665083,462391,1202692,658219,356941,14730,97185,29240,46377,2011,0.722301530914675,0.0759271459741046,0.0264070920188363
"pc2001__28__01",1,"Adilabad",TRUE,1227496,607668,619828,291012,179374,5146,46144,13329,84823,2011,0.504953172963496,0.0484506670490169,0.0150509655428612
"pc2001__28__02",1,"Nizamabad",TRUE,1077145,546642,530503,263168,161428,3675,40861,12452,48919,2011,0.492508436654304,0.0494947291218917,0.0149719861300011
"pc2001__28__03",1,"Karimnagar",TRUE,1615095,754418,860677,400117,284530,9515,79120,25025,62370,2011,0.532895588185215,0.064482275036453,0.0213857389193825
"pc2001__28__04",1,"Medak",TRUE,1373113,688532,684581,319938,221025,12513,55058,20719,55328,2011,0.498561298305383,0.0551862810999532,0.0242019411366727
"pc2001__28__05",1,"Hyderabad",TRUE,2110198,540679,1569519,494760,498662,14949,291833,106260,163055,2011,0.743778072010304,0.188651965360597,0.0574396336267971
"pc2001__28__06",1,"Rangareddy",TRUE,3546914,1110109,2436805,824511,766805,41335,404750,176619,222785,2011,0.687021168260634,0.163908400372831,0.0614489102357712
"pc2001__28__07",1,"Mahbubnagar",TRUE,1666317,952444,713873,326873,221992,7498,55916,20129,81465,2011,0.428413681190314,0.0456365745533413,0.0165796784165318
"pc2001__28__08",1,"Nalgonda",TRUE,1540904,730154,810750,407185,247499,7110,68339,23058,57559,2011,0.526152180797765,0.0593138832789064,0.0195781177802121
"pc2001__28__09",1,"Warangal",TRUE,1478737,682341,796396,379559,258715,8538,76067,25146,48371,2011,0.53856500513614,0.0684455721335166,0.0227788984789046
"pc2001__28__10",1,"Khammam",TRUE,1277314,543430,733884,380369,200221,12561,62320,23984,54429,2011,0.5745525375906,0.0675667846747158,0.0286108192660536
"pc2001__28__11",1,"Srikakulam",TRUE,851656,396862,454794,251143,126479,5175,36343,11071,24583,2011,0.534011384878402,0.0556727129263458,0.0190757770743117
"pc2001__28__12",1,"Vizianagaram",TRUE,941835,447746,494089,268826,125990,7364,42463,11952,37494,2011,0.524602504685003,0.0577755126959605,0.0205089001789061
"pc2001__28__13",1,"Visakhapatnam",TRUE,2033960,763818,1270142,565994,379410,33462,158578,50160,82538,2011,0.624467541151252,0.102626403665755,0.0411129029086118
"pc2001__28__14",1,"East Godavari",TRUE,2501379,860817,1640562,960940,409192,28153,128008,40131,74138,2011,0.655863025954883,0.0672185222631197,0.0272985421241643
"pc2001__28__15",1,"West Godavari",TRUE,1944000,617393,1326607,794041,329315,22334,89938,30023,60956,2011,0.682411008230453,0.0617083333333333,0.0269326131687243
"pc2001__28__16",1,"Krishna",TRUE,2318200,742520,1575680,774645,426382,30558,138718,48764,156613,2011,0.67969976706065,0.0808739539297731,0.0342170649641964
"pc2001__28__17",1,"Guntur",TRUE,2253509,866188,1387321,732236,389139,22604,126790,49026,67526,2011,0.615627006592829,0.0780187698385052,0.031785983548324
"pc2001__28__18",1,"Prakasam",TRUE,1251646,564578,687068,375583,185447,9352,55439,24655,36592,2011,0.548931566912689,0.063990936734508,0.0271698227773668
"pc2001__28__19",1,"Sri Potti Sriramulu Nellore",TRUE,1310523,486822,823701,444645,236636,11411,62159,28590,40260,2011,0.628528457722604,0.0692464001013336,0.0305229286323094
"pc2001__28__20",1,"Y.S.R.",TRUE,1198150,515416,682734,345790,193506,12070,59313,25583,46472,2011,0.569823477861704,0.0708559028502274,0.0314259483370196
"pc2001__28__21",1,"Kurnool",TRUE,1593260,798263,794997,405472,223234,10484,68991,27794,59022,2011,0.498975057429421,0.0607465197142965,0.0240249551234576
"pc2001__28__22",1,"Anantapur",TRUE,1622352,752795,869557,444632,244238,9310,70367,24112,76898,2011,0.535985408838526,0.0582358205864079,0.020600954663353
"pc2001__28__23",1,"Chittoor",TRUE,1626941,592413,1034528,501523,298253,15075,97082,37287,85308,2011,0.635873089435941,0.0825899648481414,0.0321843262908735
"pc2001__29__02",1,"Bagalkot",TRUE,834572,354370,480202,269657,125168,10872,27909,12158,34438,2011,0.575387144548343,0.0480090393638895,0.02759498281754
"pc2001__29__05",1,"Bidar",TRUE,560462,257883,302579,149508,93930,4148,17946,9597,27450,2011,0.539874246603695,0.0491433852785737,0.0245244102187124
"pc2001__29__06",1,"Raichur",TRUE,662263,351924,310339,175973,80319,5517,19886,8404,20240,2011,0.46860386281583,0.0427171682549078,0.0210203499214058
"pc2001__29__07",1,"Koppal",TRUE,533941,240116,293825,170620,68400,5752,15177,5970,27906,2011,0.550294882767946,0.0396054994840254,0.0219537364615192
"pc2001__29__08",1,"Gadag",TRUE,495567,177392,318175,178157,85689,7324,17105,6979,22921,2011,0.642042347452514,0.0485988776492381,0.0288618895124171
"pc2001__29__09",1,"Dharwad",TRUE,866022,255300,610722,306895,177661,17338,62149,20074,26605,2011,0.705203793899,0.094943315527781,0.0431998263323565
"pc2001__29__11",1,"Haveri",TRUE,690579,227281,463298,286283,115727,7614,21510,8934,23230,2011,0.670883418117261,0.0440847462781231,0.0239625010317429
"pc2001__29__13",1,"Chitradurga",TRUE,609033,221947,387086,202458,117483,8305,22443,8897,27500,2011,0.635574755390923,0.0514586237527359,0.0282447749136746
"pc2001__29__16",1,"Udupi",TRUE,557952,123051,434901,226563,119372,7294,34873,9542,37257,2011,0.779459523399862,0.0796036218169305,0.030174638678596
"pc2001__29__20",1,"Bangalore",TRUE,5140755,1000604,4140151,1268223,1457323,127134,704562,394951,187958,2011,0.805358551419004,0.213881618556029,0.101558039626475
"pc2001__29__22",1,"Mandya",TRUE,717189,283689,433500,213935,138921,6704,24728,7693,41519,2011,0.604443180249558,0.0452056570862074,0.0200742063807448
"pc2001__29__23",1,"Hassan",TRUE,764073,257349,506724,261522,140931,11665,32861,10837,48908,2011,0.663187941466326,0.0571908705058286,0.0294500656350898
"pc2001__29__24",1,"Dakshina Kannada",TRUE,1062515,225061,837454,442937,224851,16545,66572,21183,65366,2011,0.78818087274062,0.0825917751749387,0.0355082045900528
"pc2001__29__25",1,"Kodagu",TRUE,268606,69562,199044,99597,56857,2099,17007,3327,20157,2011,0.741025889220643,0.0757019575139796,0.0202005912004944
"pc2001__30__01",1,"North Goa",TRUE,660094,129727,530367,226357,165172,17500,60186,14022,47130,2011,0.803471929755459,0.112420352252861,0.0477538047611401
"pc2001__31__01",1,"Lakshadweep",TRUE,20401,2789,17612,9328,5262,650,1070,565,737,2011,0.863291015146316,0.0801431302387138,0.059555904122347
"pc2001__32__01",1,"Kasaragod",TRUE,690774,142540,548234,314748,169250,11269,30848,7471,14648,2011,0.793651758751777,0.0554725568709882,0.0271289886417265
"pc2001__32__02",1,"Kannur",TRUE,1335216,220907,1114309,564121,381088,28848,88187,19673,32392,2011,0.834553360654755,0.0807809373165091,0.0363394387125379
"pc2001__32__03",1,"Wayanad",TRUE,494943,97200,397743,229013,115251,9775,21291,5323,17090,2011,0.803613749462059,0.053771848475481,0.0305045227430229
"pc2001__32__04",1,"Kozhikode",TRUE,1799910,286601,1513309,789237,486588,37707,107756,28453,63568,2011,0.840769260685256,0.0756754504391886,0.0367573934252268
"pc2001__32__05",1,"Malappuram",TRUE,1862730,360472,1502258,889806,446945,25949,60500,19922,59136,2011,0.806481884116324,0.0431742657282591,0.024625683808174
"pc2001__32__06",1,"Palakkad",TRUE,1389287,279446,1109841,609205,337299,26774,73451,18634,44478,2011,0.798856535762589,0.0662822008699426,0.0326843913460646
"pc2001__32__07",1,"Thrissur",TRUE,1821649,251207,1570442,722865,529290,56313,149610,35853,76511,2011,0.862099120082958,0.101810502462329,0.0505948182114117
"pc2001__32__08",1,"Ernakulam",TRUE,1837383,232078,1605305,653861,519503,78053,202284,56279,95325,2011,0.873691005087127,0.140723518177756,0.0731105055396725
"pc2001__32__09",1,"Idukki",TRUE,677458,105685,571773,296926,176604,17882,36658,8998,34705,2011,0.843997709083072,0.0673931077646142,0.0396777364796046
"pc2001__32__10",1,"Kottayam",TRUE,1299170,154676,1144494,499627,384019,55373,108228,30595,66652,2011,0.880942447870564,0.106855145977817,0.0661714787133324
"pc2001__32__11",1,"Alappuzha",TRUE,1154093,150916,1003177,462608,329398,48063,81268,20372,61468,2011,0.869234108516385,0.088069159071236,0.0592976475899256
"pc2001__32__12",1,"Pathanamthitta",TRUE,719060,80765,638295,273740,225749,35786,49967,17067,35986,2011,0.887679748560621,0.0932244875253804,0.0735029065724696
"pc2001__32__13",1,"Kollam",TRUE,1230997,181287,1049710,496423,339594,43353,86438,22862,61040,2011,0.8527315663645,0.0887898183342445,0.0537897330375297
"pc2001__32__14",1,"Thiruvananthapuram",TRUE,1550749,229551,1321198,576219,425428,51034,160416,44190,63911,2011,0.851974110574954,0.131940114099703,0.0614051661487449
"pc2001__33__02",1,"Chennai",TRUE,1370604,188205,1182399,349060,372265,35050,260659,116296,49069,2011,0.862684626631762,0.275028381647799,0.110422850071939
"pc2001__33__05",2,"Dharmapuri;Krishnagiri",TRUE,1229175,466149,763026,381393,239520,27169,55055,24456,35433,2011,0.620762706693514,0.0646864767018529,0.0419997152561678
