"state_code","district_code","census_year","district_name","migrants_total","migrants_recent_0_9","migrants_within_state_outside_place","migrants_within_district","migrants_other_district_same_state","migrants_interstate","migrants_outside_india","population_total","target_unit_2001","migrant_stock_share_population","recent_0_9_migrant_share_population","interdistrict_migrant_share_population","interstate_migrant_share_population","recent_0_9_share_among_migrants","within_district_share_among_migrants","other_district_same_state_share_among_migrants","interstate_share_among_migrants","outside_india_share_among_migrants"
"03","13",2001,"Faridkot",193862,53269,166706,65929,100777,24015,3141,550892,"pc2001__03__13",0.351905636676517,0.0966959040973548,0.226527159588449,0.0435929365465463,0.274777934819614,0.340082120271121,0.519838854442851,0.123876778326851,0.0162022469591771
"03","14",2001,"Bathinda",453638,129485,365934,197220,168714,84255,3449,1183295,"pc2001__03__14",0.383368475316806,0.109427488496106,0.213783545100757,0.0712037150499241,0.285436846119593,0.434751938770562,0.371913287687539,0.185731794955449,0.00760297858644999
"03","15",2001,"Mansa",241989,72091,192836,104275,88561,46567,2586,688758,"pc2001__03__15",0.351341109649543,0.104668112747874,0.196190824643779,0.0676101039842731,0.297910235589221,0.430908016480088,0.365971180508205,0.192434366851386,0.0106864361603213
"03","16",2001,"Sangrur",727156,215731,630158,420596,209562,89800,7198,2000173,"pc2001__03__16",0.363546553223146,0.107856170441257,0.149668053713354,0.044896116485924,0.296677741777555,0.578412335179796,0.288194005137825,0.123494820918757,0.00989883876362156
"03","17",2001,"Patiala",691559,204191,460714,295179,165535,201110,29735,1844934,"pc2001__03__17",0.374842135274216,0.110676587888781,0.198730686300973,0.109006609450528,0.295261864858964,0.42683126096255,0.239364971029225,0.290806713526973,0.0429970544812518
"04","01",2001,"Chandigarh",579107,247473,13855,13855,0,554474,10762,900635,"pc2001__04__01",0.642998551022334,0.274776130174821,0.615647848462474,0.615647848462474,0.4273355355746,0.0239247669256286,0,0.957463819294189,0.0185837850345446
"05","01",2001,"Uttarkashi",94017,37038,82646,61883,20763,9028,2343,295013,"pc2001__05__01",0.318687651052665,0.125547009792789,0.100981990624142,0.0306020412659781,0.393950030313667,0.65821074911984,0.220843039024857,0.0960251869342778,0.0249210249210249
"05","02",2001,"Chamoli",134615,52812,119959,102383,17576,9963,4693,370359,"pc2001__05__02",0.363471658579918,0.142596777721076,0.0743575827777913,0.0269009258584239,0.392318835196672,0.760561601604576,0.13056494447127,0.0740110686030531,0.0348623853211009
"05","03",2001,"Rudraprayag",77779,26774,72217,58292,13925,3881,1681,227439,"pc2001__05__03",0.341977409327336,0.117719476431043,0.0782891236771178,0.0170639160390259,0.344231733501331,0.749456794250376,0.179032900911557,0.049897787320485,0.0216125175175819
"05","04",2001,"Tehri Garhwal",216837,84681,188542,163554,24988,23806,4489,604747,"pc2001__05__04",0.358558206985731,0.140027151850278,0.0806849806613344,0.0393652221507506,0.390528369235878,0.754271641832344,0.115238635472728,0.109787536259956,0.0207021864349719
"05","05",2001,"Dehradun",519065,175770,292513,159817,132696,204989,21563,1282143,"pc2001__05__05",0.40484173762209,0.137090792524703,0.263375458119726,0.159879982186074,0.338628110159614,0.307894001714622,0.255644283471242,0.394919711404159,0.0415420034099776
"05","06",2001,"Garhwal",283086,103260,242858,216514,26344,35930,4298,697078,"pc2001__05__06",0.40610376457154,0.148132633650754,0.0893357701720611,0.0515437296830484,0.364765477628706,0.764834714539045,0.093060059487223,0.126922560635284,0.0151826653384484
"05","07",2001,"Pithoragarh",162456,57356,147572,130926,16646,10223,4661,462289,"pc2001__05__07",0.351416538139562,0.124069575525267,0.0581216511749144,0.0221138724910175,0.353055596592308,0.805916678977692,0.102464667356084,0.0629278081449746,0.0286908455212488
"05","08",2001,"Bageshwar",83849,25944,79726,66993,12733,2215,1908,249462,"pc2001__05__08",0.336119328795568,0.103999807585925,0.0599209498841507,0.00887910784007183,0.30941335018903,0.798971961502224,0.151856313134325,0.0264165344846092,0.0227551908788417
"05","09",2001,"Almora",230245,71340,213553,186214,27339,13443,3249,630567,"pc2001__05__09",0.365139628302781,0.113136272592762,0.0646751257201852,0.0213189082206966,0.309843861973116,0.808764576863776,0.118738734825946,0.0583856326956069,0.0141110556146713
"05","10",2001,"Champawat",82644,29614,68153,50152,18001,12889,1602,224542,"pc2001__05__10",0.36805586482707,0.131886239545386,0.137568918064327,0.0574012879550374,0.358332123324137,0.606843812012971,0.217813755384541,0.155958085281448,0.0193843473210396
"05","11",2001,"Nainital",312689,116313,223267,114232,109035,84930,4492,762909,"pc2001__05__11",0.409864086018123,0.152459860874626,0.254243953079594,0.111323893151084,0.371976628535062,0.365321453584872,0.34870110557135,0.271611729226164,0.0143657116176137
"05","12",2001,"Udham Singh Nagar",455801,149739,179519,119400,60119,249674,26608,1235614,"pc2001__05__12",0.368886237935148,0.12118590433582,0.250719885012633,0.202064722478055,0.328518366567866,0.261956423965722,0.13189747280063,0.547769750395458,0.0583763528381903
"05","13",2001,"Hardwar",418091,129150,213814,183539,30275,198627,5650,1447187,"pc2001__05__13",0.288899084914389,0.0892420951818943,0.158170298655253,0.13725040371424,0.308904042421387,0.438992946511645,0.0724124652288617,0.475080783848492,0.0135138044110014
"06","01",2001,"Panchkula",268403,136182,88983,37717,51266,174541,4879,468411,"pc2001__06__01",0.573007465665836,0.290731857279184,0.482070233192645,0.372623614731507,0.507378829595794,0.140523764637504,0.191003826335771,0.650294519807901,0.0181778892188239
"06","02",2001,"Ambala",394683,149968,207657,106092,101565,166770,20256,1014411,"pc2001__06__02",0.38907602539799,0.147837513591631,0.26452295962879,0.164400819786063,0.379970761345181,0.26880306473803,0.257333100234872,0.42254163467897,0.0513222003481275
"06","03",2001,"Yamunanagar",373288,125431,214947,118680,96267,142787,15554,1041630,"pc2001__06__03",0.35836909459213,0.120417998713555,0.229499918397128,0.137080345228152,0.336016694884379,0.317931463106234,0.257889350849746,0.382511626411779,0.0416675596322411
"06","04",2001,"Kurukshetra",297966,111442,205936,77806,128130,78301,13729,825454,"pc2001__06__04",0.360972264959646,0.135006917405452,0.250081773181788,0.0948581023291425,0.374009115133941,0.261123752374432,0.430015505124746,0.262785015740051,0.0460757267607714
"06","05",2001,"Kaithal",291604,94234,225580,90516,135064,58017,8007,946131,"pc2001__06__05",0.308206791659929,0.099599315528188,0.204074277240678,0.0613202611477692,0.323157432682679,0.310407264646575,0.463176088119505,0.198958176156706,0.0274584710772143
"06","06",2001,"Karnal",424044,146690,290342,126731,163611,110150,23552,1274183,"pc2001__06__06",0.332796780368283,0.115124750526416,0.214852183713015,0.0864475510974483,0.345931082623501,0.298862853854789,0.385834960522965,0.259760779541746,0.0555414060805011
"06","07",2001,"Panipat",365322,149800,208830,70898,137932,142396,14096,967449,"pc2001__06__07",0.3776137036681,0.154840203462922,0.289759977011708,0.147187086864527,0.410049216855267,0.194069889029404,0.377562807605345,0.389782164775185,0.0385851385900658
"06","08",2001,"Sonipat",448779,168217,316099,168572,147527,123589,9091,1279175,"pc2001__06__08",0.350834717689136,0.131504289874333,0.211945980807943,0.096616178396232,0.374832601347211,0.37562363657836,0.32872973111487,0.275389445584575,0.0202571867221951
"06","09",2001,"Jind",391033,132287,351189,149630,201559,35602,4242,1189827,"pc2001__06__09",0.328646937748093,0.111181709609884,0.199323935328413,0.0299219970634386,0.338301370984035,0.382653126462472,0.515452660005677,0.0910460242485928,0.0108481892832574
"06","10",2001,"Fatehabad",293807,99644,189335,78312,111023,94984,9488,806158,"pc2001__06__10",0.364453370183016,0.123603561584702,0.255541717628554,0.117823057018599,0.33914780791472,0.266542322000497,0.377877314019067,0.323287055788324,0.0322933081921125
"06","11",2001,"Sirsa",427106,145706,200116,146102,54014,212857,14133,1116649,"pc2001__06__11",0.38248903639371,0.130485049464962,0.238992736302992,0.190621224753705,0.341147162531081,0.342074332835409,0.126465092974578,0.49837042794997,0.0330901462400435
"06","12",2001,"Hisar",543310,202036,425109,219121,205988,106141,12060,1537117,"pc2001__06__12",0.353460406722455,0.131438270476483,0.203061315436626,0.0690519979936465,0.371861368279619,0.403307504003239,0.379135300288969,0.195359923432295,0.0221972722754965
"06","13",2001,"Bhiwani",438799,142461,359593,213547,146046,75235,3971,1425022,"pc2001__06__13",0.307924368886936,0.0999710881656564,0.155282514936611,0.0527956761369298,0.324661177441152,0.486662458209795,0.332831205175946,0.171456635042468,0.00904970157179027
"06","14",2001,"Rohtak",327051,107721,261908,98200,163708,52337,12806,940128,"pc2001__06__14",0.347879224956602,0.114581205963443,0.229803813948739,0.0556700789679703,0.329370648614436,0.300258981015193,0.500558016945369,0.160027029423546,0.0391559726158917
"06","15",2001,"Jhajjar",327179,133025,225192,92200,132992,99926,2061,880072,"pc2001__06__15",0.371763901135362,0.15115240571226,0.264657891627049,0.113542982846858,0.406581718264314,0.2818029274495,0.406480856045162,0.30541691245465,0.00629930405068785
"06","16",2001,"Mahendragarh",247808,77622,154200,92779,61421,92985,623,812521,"pc2001__06__16",0.304986578808425,0.0955323000882439,0.19003324221774,0.114440119086153,0.313234439566116,0.374398728047521,0.247857212035124,0.37523001678719,0.00251404313016529
"06","17",2001,"Rewari",262643,96212,170438,77830,92608,89794,2411,765351,"pc2001__06__17",0.343166730036284,0.125709641719943,0.238324637976562,0.117323946790427,0.366322346302776,0.296333806726241,0.352600297742563,0.341886134410588,0.00917976112060858
"06","18",2001,"Gurgaon",553755,243999,297189,160278,136911,245968,10598,1660289,"pc2001__06__18",0.333529283154921,0.146961763885685,0.230609851658356,0.14814770199646,0.440626269740228,0.289438470081534,0.24724110843243,0.444181993842042,0.0191384276439942
"06","19",2001,"Faridabad",897913,345256,301835,198666,103169,573540,22536,2194586,"pc2001__06__19",0.409149151593968,0.157321699855918,0.308353830745298,0.261343141713289,0.384509412381823,0.221253061265401,0.114898659446962,0.638747851963386,0.0250981999369649
"07","01",2001,"North West",1235321,483589,121943,121943,0,1061408,51970,2860869,"pc2001__07__01",0.431799219048478,0.16903570208912,0.37100894867958,0.37100894867958,0.391468290428156,0.0987136137085017,0,0.859216349434681,0.042070036856817
"07","02",2001,"North",254909,89587,16724,16724,0,224686,13499,781525,"pc2001__07__02",0.326168708614568,0.114631009884521,0.287496881097854,0.287496881097854,0.351446986963975,0.0656077266789325,0,0.881436120340984,0.0529561529800831
"07","03",2001,"North East",710400,242547,30858,30858,0,670705,8837,1768061,"pc2001__07__03",0.401796091876921,0.137182484088501,0.379344943415414,0.379344943415414,0.341423141891892,0.0434375,0,0.944123029279279,0.0124394707207207
"07","04",2001,"East",593005,214881,12810,12810,0,552715,27480,1463583,"pc2001__07__04",0.405173468125825,0.146818458536345,0.377645135260522,0.377645135260522,0.36235950792995,0.021601841468453,0,0.932057908449339,0.0463402500822084
"07","05",2001,"New Delhi",95100,35218,9266,9266,0,81640,4194,179112,"pc2001__07__05",0.530952699986601,0.196625575059181,0.455804189557372,0.455804189557372,0.370325972660357,0.0974342797055731,0,0.858464773922187,0.0441009463722397
"07","06",2001,"Central",147711,48864,11634,11634,0,122278,13799,646385,"pc2001__07__06",0.228518607331544,0.0755958136404774,0.189172087842385,0.189172087842385,0.330808132095782,0.0787619066961838,0,0.82781918746742,0.0934189058363968
"07","07",2001,"West",947712,340086,91469,91469,0,774285,81958,2128908,"pc2001__07__07",0.44516343590235,0.159746687033916,0.363700545068176,0.363700545068176,0.358849523905997,0.0965156081172339,0,0.81700453302269,0.0864798588600756
"07","08",2001,"South West",911849,420424,77228,77228,0,811709,22912,1755041,"pc2001__07__08",0.519559941904491,0.239552238380756,0.462501445835169,0.462501445835169,0.461067567108151,0.0846938473365656,0,0.890179185369507,0.025126967293927
"07","09",2001,"South",1118451,478740,39620,39620,0,1024626,54205,2267023,"pc2001__07__09",0.49335670612958,0.211175625478877,0.451969830037013,0.451969830037013,0.428038420994751,0.0354239926469734,0,0.916111657998428,0.0484643493545985
"08","01",2001,"Ganganagar",778953,308555,596683,462877,133806,165427,16843,1789423,"pc2001__08__01",0.435309594209977,0.172432678019674,0.167223177527058,0.0924471184286779,0.396115041600713,0.594229690366428,0.171776731073633,0.212370964615323,0.0216226139446154
"08","02",2001,"Hanumangarh",510232,176497,390680,269790,120890,117563,1989,1518005,"pc2001__08__02",0.336120105006242,0.116269050497199,0.157083145312433,0.0774457264633516,0.34591519152072,0.528759466282005,0.236931435111871,0.230410871917089,0.00389822668903558
"08","03",2001,"Bikaner",492141,195738,456780,278900,177880,33324,2037,1674271,"pc2001__08__03",0.293943453598611,0.116909389220741,0.126146842416789,0.0199035878898936,0.397727480539114,0.566707508620497,0.361441131708189,0.0677123019622425,0.00413905770907118
"08","04",2001,"Churu",565846,184770,530430,418147,112283,35146,270,1923878,"pc2001__08__04",0.294117402454833,0.0960403934137196,0.076631158524605,0.0182683101527228,0.326537609172814,0.738976682701654,0.198433849492618,0.0621123061751784,0.000477161630549655
"08","05",2001,"Jhunjhunun",588916,180099,546878,464587,82291,41684,354,1913689,"pc2001__08__05",0.307738613745494,0.0941109030777728,0.0647832537052781,0.0217820136918799,0.305814411562939,0.788885002275367,0.139733000971276,0.070780892351371,0.000601104401986022
"08","06",2001,"Alwar",848131,293487,670162,523959,146203,171188,6781,2992592,"pc2001__08__06",0.283410167506964,0.0980711704101328,0.106058894764138,0.0572039222185985,0.346039703772177,0.61778074377661,0.172382568258913,0.201841460812068,0.00799522715240924
"08","07",2001,"Bharatpur",541128,155688,416828,353407,63421,122677,1623,2101142,"pc2001__08__07",0.257539947323884,0.074096848285361,0.0885699300666019,0.0583858682564053,0.28771011664523,0.653093168344643,0.117201475436496,0.226706065847637,0.00299929037122455
"08","08",2001,"Dhaulpur",250004,77076,178680,166176,12504,71272,52,983258,"pc2001__08__08",0.25426083489786,0.0783883782282982,0.0852024595782592,0.072485553130511,0.308299067214925,0.664693364906161,0.0500151997568039,0.285083438664981,0.000207996672053247
"08","09",2001,"Karauli",325991,83919,317904,263332,54572,7974,113,1209665,"pc2001__08__09",0.269488660083577,0.0693737522371896,0.0517052241736349,0.00659190767691882,0.257427352288867,0.807789172093708,0.167403394572243,0.0244607979974907,0.000346635336558371
"08","10",2001,"Sawai Madhopur",303259,86950,288744,190948,97796,14228,287,1117057,"pc2001__08__10",0.271480327324389,0.0778384630327727,0.100284945172896,0.0127370402763691,0.28671861346242,0.62965320072941,0.322483421761597,0.046916991746329,0.000946385762664917
"08","11",2001,"Dausa",353967,106096,345443,228809,116634,8439,85,1317063,"pc2001__08__11",0.268754797606493,0.080554992433923,0.0949635666630981,0.00640743836855185,0.299734156008893,0.646413366217755,0.329505292866284,0.0238412055361093,0.000240135379851794
"08","12",2001,"Jaipur",1437908,501227,1207769,709221,498548,214866,15272,5251071,"pc2001__08__12",0.273831376494433,0.0954523372470111,0.135860665376644,0.0409185097668647,0.348580715873338,0.493231138570757,0.346717592502441,0.149429587984767,0.0106209854872495
"08","13",2001,"Sikar",650384,209572,622666,415220,207446,26504,1214,2287788,"pc2001__08__13",0.28428508235903,0.0916046416888278,0.102260349298099,0.0115849895182596,0.322228099092229,0.638422839430244,0.31895926099043,0.0407513099953258,0.00186658958399961
"08","14",2001,"Nagaur",794909,256367,779468,586823,192645,14957,484,2775058,"pc2001__08__14",0.286447706678563,0.0923825736254882,0.0748099679358053,0.00538979725829154,0.322511130204841,0.738226639778893,0.242348495236562,0.0188159902580044,0.000608874726541026
"08","15",2001,"Jodhpur",673721,243664,624834,472211,152623,46035,2852,2886505,"pc2001__08__15",0.233403718337574,0.0844148892865247,0.0688230229984012,0.0159483527657149,0.361668999481981,0.700899927418026,0.226537394559469,0.0683294716952566,0.00423320632724822
"08","16",2001,"Jaisalmer",140808,63989,130412,65921,64491,8303,2093,508247,"pc2001__08__16",0.277046396732297,0.12590138259547,0.143225636353978,0.0163365450263356,0.45444150900517,0.468162320322709,0.458006647349582,0.0589668200670416,0.014864212260667
"08","17",2001,"Barmer",475161,156258,447646,376433,71213,13029,14483,1964835,"pc2001__08__17",0.241832520287963,0.079527288550947,0.0428748469973306,0.00663109116032644,0.328852746753206,0.792222004752073,0.149871306778124,0.0274201796864642,0.0304801951338599
"08","18",2001,"Jalor",407569,145096,385788,315442,70346,21134,647,1448940,"pc2001__08__18",0.281287699973774,0.100139412259997,0.0631358096263475,0.0145858351622565,0.356003523329792,0.773959746693198,0.172598995507509,0.0518537965350652,0.00158746126422765
"08","19",2001,"Sirohi",274589,109462,237548,178202,59346,36597,444,851107,"pc2001__08__19",0.32262570981087,0.128611326190479,0.112727306907357,0.0429992938608189,0.398639421098442,0.648977198649618,0.216126647462207,0.133279191810306,0.00161696207786911
"08","20",2001,"Pali",568366,184317,547901,404790,143111,19854,611,1820251,"pc2001__08__20",0.312245948498311,0.101259112067512,0.0895288616789662,0.0109072869620728,0.324292797246844,0.712199533399253,0.251793738541714,0.0349317165347681,0.00107501152426429
"08","21",2001,"Ajmer",575699,187353,515281,340954,174327,53412,7004,2181670,"pc2001__08__21",0.263879963514189,0.085875957408774,0.104387464648641,0.0244821627468866,0.325435687746548,0.592243516142984,0.302809280544173,0.0927776494313869,0.0121660798438073
"08","22",2001,"Tonk",337628,109194,329047,224296,104751,8115,466,1211671,"pc2001__08__22",0.278646596312035,0.0901185222721349,0.0931490478851107,0.00669736256789178,0.323415119599085,0.664328787896738,0.310255665999265,0.0240353288234388,0.0013802172805573
"08","23",2001,"Bundi",291192,105485,273276,193510,79766,17437,479,962620,"pc2001__08__23",0.302499428642663,0.109581143130207,0.100977540462488,0.0181141052544098,0.362252397043875,0.664544355614165,0.273929228824968,0.0598814527871645,0.00164496277370257
"08","24",2001,"Bhilwara",643147,201679,604009,459979,144030,38406,732,2013789,"pc2001__08__24",0.319371592555129,0.100149022563933,0.090593403777655,0.01907151146421,0.313581498475465,0.715200412969352,0.22394569204241,0.0597157415023315,0.00113815348590602
