"target_unit_2001","census_2011_source_district_count","census_2011_parent_reconstruction_complete","log_nonfarm_employment_2013","log_firms_total_2013","mean_employment_per_firm_2013","female_employment_share_2013","hired_employment_share_2013","private_employment_share_2013","manufacturing_employment_share_2013","services_employment_share_2013","log_nonfarm_employment_2005","log_firms_total_2005","mean_employment_per_firm_2005","female_employment_share_2005","hired_employment_share_2005","private_employment_share_2005","manufacturing_employment_share_2005","services_employment_share_2005","log_nonfarm_employment_change_2013_2005","log_firms_total_change_2013_2005","mean_employment_per_firm_change_2013_2005","female_employment_share_change_2013_2005","hired_employment_share_change_2013_2005","private_employment_share_change_2013_2005","manufacturing_employment_share_change_2013_2005","services_employment_share_change_2013_2005"
"pc2001__03__01",,,,,,,,,,,11.8602952498877,11.2634379383164,1.81640143737166,0.132568852713836,0.46389560105699,0.840144417595772,0.221586332612658,0.769426427572173,,,,,,,,
"pc2001__03__02",,,,,,,,,,,12.5238679781338,11.7837919444934,2.09609488216002,0.119675131632092,0.615496017378711,0.891539522376546,0.212357951961109,0.78483292639883,,,,,,,,
"pc2001__03__03",1,TRUE,11.6736998736761,10.6887580219719,2.67765617875057,0.172119003422966,0.597494933669386,0.834812077450997,0.301655285162037,0.697876398562695,11.3266922676761,10.3383496374951,2.68677779575983,0.11039899768697,0.640612952968389,0.820113723978412,0.313030069390902,0.686512143407864,0.347007606,0.3504083844768,-0.00912161700925962,0.061720005735996,-0.043118019299003,0.014698353472585,-0.011374784228865,0.011364255154831
"pc2001__03__04",1,TRUE,12.6894859616858,11.7726940558977,2.50125324880652,0.16871916625555,0.54179822397632,0.933815367538234,0.318179575727676,0.681068080907745,12.4759012897624,11.567584090274,2.48014542975629,0.113976819826836,0.583779986867623,0.891409745445661,0.303942003756471,0.695309756134805,0.213584671923401,0.2051099656237,0.0211078190502301,0.054742346428714,-0.041981762891303,0.042405622092573,0.014237571971205,-0.01424167522706
"pc2001__03__05",,,,,,,,,,,11.8498190413868,11.1476133276358,2.01819937173982,0.134307684618625,0.500931750190991,0.813471465596641,0.255885019884477,0.741823088841131,,,,,,,,
"pc2001__03__06",,,,,,,,,,,10.8781037947059,10.1128161148166,2.14961268605264,0.133237741259929,0.578401222572307,0.87174310888063,0.29126653208309,0.706582646265306,,,,,,,,
"pc2001__03__07",,,,,,,,,,,11.5687385297894,10.4837459510175,2.9594178561433,0.147550595801021,0.780300737658407,0.780319651976546,0.368082088140723,0.629676565159826,,,,,,,,
"pc2001__03__08",1,TRUE,11.2132517796661,10.1297861215436,2.95490250807448,0.132755782257847,0.63262084041778,0.890764580465819,0.398618195557715,0.599991903489596,11.1055435209053,10.0739473695649,2.8055403297213,0.0972061497768226,0.635972888080675,0.821172545424488,0.399209486166008,0.600369707990802,0.1077082587608,0.0558387519786994,0.14936217835318,0.0355496324810244,-0.00335204766289499,0.0695920350413309,-0.000591290608292994,-0.000377804501206058
"pc2001__03__09",,,,,,,,,,,13.1158904732882,11.9105935887762,3.33774985722444,0.0820352917020617,0.694464686155073,0.94260971789989,0.451384331708181,0.547999694025855,,,,,,,,
"pc2001__03__10",1,TRUE,11.3546094555231,10.5024888752058,2.34461352524309,0.180322875418824,0.528808078914689,0.874516741254481,0.272909393378477,0.726118231448722,11.1286003248136,10.326563344904,2.2300789309927,0.129268185222717,0.533403827231205,0.895580913777151,0.29896755812075,0.700665286161167,0.2260091307095,0.1759255303018,0.11453459425039,0.051054690196107,-0.0045957483165161,-0.02106417252267,-0.026058164742273,0.025452945287555
"pc2001__03__11",,,,,,,,,,,11.714788176971,11.0676378626749,1.91008991008991,0.110053281903766,0.561821718096234,0.87833420502092,0.207251895920502,0.790811323221757,,,,,,,,
"pc2001__03__12",1,TRUE,11.1811103670243,10.3286572439186,2.34539333921626,0.175650065494273,0.523382848861514,0.878974944956941,0.279785959142722,0.717998383545609,10.7630597737987,10.0181546275143,2.10624164065983,0.12990284274919,0.507292085599983,0.875029104840929,0.265266812014478,0.713925872616049,0.418050593225599,0.310502616404301,0.23915169855643,0.045747222745083,0.016090763261531,0.00394584011601196,0.014519147128244,0.00407251092955996
"pc2001__03__13",1,TRUE,11.0000477370781,10.184560331648,2.2602770752331,0.188903919702056,0.484075688494748,0.853416169814787,0.258112463884296,0.73941580239491,10.6770389138919,9.89681534276806,2.18196003422761,0.138273085884334,0.480149484417172,0.841588041246626,0.202542157835244,0.79667351034626,0.3230088231862,0.28774498887994,0.0783170410054899,0.050630833817722,0.00392620407757605,0.011828128568161,0.055570306049052,-0.05725770795135
"pc2001__03__14",1,TRUE,11.6381474297236,10.74712156637,2.43762904335857,0.17496029645315,0.533253926239633,0.855276160225869,0.284136227280748,0.714831480501147,11.2403158961492,10.4557046086619,2.19155489033447,0.132573319849223,0.502593940030733,0.892092094721496,0.183611552555195,0.815915627996165,0.397831533574401,0.291416957708099,0.2460741530241,0.042386976603927,0.0306599862089,-0.0368159344956269,0.100524674725553,-0.101084147495018
"pc2001__03__15",1,TRUE,10.8521873896082,9.99784273101727,2.34983393239001,0.189633473386644,0.527232946734563,0.849652448351308,0.276957035258582,0.721222917110384,10.5450782461817,9.8204319773988,2.06400086928176,0.131139773624638,0.506659647275599,0.89399842063701,0.268702290076336,0.727823111345091,0.307109143426501,0.177410753618471,0.28583306310825,0.058493699762006,0.020573299458964,-0.0443459722857019,0.008254745182246,-0.00660019423470704
"pc2001__03__16",,,,,,,,,,,12.0582510613224,11.2033930701249,2.35104048842312,0.113165659036501,0.533999547870645,0.900021447161729,0.262692951998933,0.736837529055108,,,,,,,,
"pc2001__03__17",,,,,,,,,,,12.2486339266142,11.4020832857432,2.33159047236001,0.124401042664929,0.542123471460881,0.876298539502434,0.277681412197646,0.721748380419366,,,,,,,,
"pc2001__04__01",1,TRUE,12.4060458250574,11.3191101067851,2.96517400856994,0.190347724276837,0.631524435674693,0.863419766327976,0.114854630455963,0.884035959619116,12.1298717154364,11.0446323719229,2.96014822623668,0.144685581084144,0.657603358406268,0.747137476662746,0.133780473328081,0.866154775908399,0.276174109621001,0.2744777348622,0.00502578233326023,0.045662143192693,-0.0260789227315751,0.11628228966523,-0.018925842872118,0.017881183710717
"pc2001__05__01",,,,,,,,,,,9.80355671391108,9.21920100040838,1.79383486966003,0.0935462482042215,0.503812575975246,0.670239805503371,0.113493203668914,0.886064758536855,,,,,,,,
"pc2001__05__02",,,,,,,,,,,10.1407706674041,9.56282655529346,1.78237030788697,0.124191512856917,0.466004101593311,0.731069569332702,0.165877898722196,0.83274175737498,,,,,,,,
"pc2001__05__03",,,,,,,,,,,9.40434343354397,8.85480763261623,1.73244863013699,0.0825302693353101,0.4529280948851,0.704307717650935,0.103451116053043,0.896219421793921,,,,,,,,
"pc2001__05__04",,,,,,,,,,,10.3014915624127,9.69861359127166,1.82737035900583,0.11334251267757,0.58444436981563,0.681163313967156,0.157436947979985,0.839809248749035,,,,,,,,
"pc2001__05__05",,,,,,,,,,,11.5752991445283,10.6798493280891,2.44843688896046,0.112292833251907,0.580339358863542,0.825303468751174,0.16143034311699,0.835347063023789,,,,,,,,
"pc2001__05__06",,,,,,,,,,,10.522745967684,9.82064927422712,2.017979359044,0.122849990578988,0.565529864606605,0.671422034400151,0.142095771311674,0.856127695082232,,,,,,,,
"pc2001__05__07",,,,,,,,,,,10.2601124952248,9.79773807235252,1.5878397154449,0.171613580679034,0.38078403920196,0.724641232061603,0.204935246762338,0.792474623731187,,,,,,,,
