"target_unit_2001","census_2011_source_district_count","census_2011_parent_reconstruction_complete","log_nonfarm_employment_2013","log_firms_total_2013","mean_employment_per_firm_2013","female_employment_share_2013","hired_employment_share_2013","private_employment_share_2013","manufacturing_employment_share_2013","services_employment_share_2013","log_nonfarm_employment_2005","log_firms_total_2005","mean_employment_per_firm_2005","female_employment_share_2005","hired_employment_share_2005","private_employment_share_2005","manufacturing_employment_share_2005","services_employment_share_2005","log_nonfarm_employment_change_2013_2005","log_firms_total_change_2013_2005","mean_employment_per_firm_change_2013_2005","female_employment_share_change_2013_2005","hired_employment_share_change_2013_2005","private_employment_share_change_2013_2005","manufacturing_employment_share_change_2013_2005","services_employment_share_change_2013_2005"
"pc2001__09__34",1,TRUE,12.9205874046816,11.9651151132513,2.59989820264037,0.13158068613128,0.5446518810001,0.863657164392043,0.286695591952799,0.712112647104168,12.7373859560032,11.843839425814,2.443781244613,0.080339061760617,0.553817530927335,0.861985756819591,0.279728891671296,0.718754500592241,0.1832014486784,0.121275687437301,0.15611695802737,0.051241624370663,-0.00916564992723501,0.00167140757245199,0.00696670028150298,-0.006641853488073
"pc2001__09__35",1,TRUE,11.2886062228023,10.7339807159115,1.74128876201268,0.143668810852752,0.346407028258203,0.879032863614747,0.173816734663229,0.823017045027908,11.0860885991244,10.5610334618531,1.69055205823683,0.0663377108969153,0.35976217110808,0.85963191688248,0.212590220206261,0.784712751122485,0.202517623677901,0.1729472540584,0.0507367037758499,0.0773310999558367,-0.013355142849877,0.019400946732267,-0.038773485543032,0.038304293905423
"pc2001__09__36",1,TRUE,11.5694192135247,10.9555496663844,1.84756683138063,0.12588364268703,0.401825879862397,0.89864098589952,0.159858995199032,0.823876308925264,11.1559790556167,10.6045532983404,1.73572597847115,0.0983695574513082,0.404495505923036,0.936854289021306,0.215115531358512,0.780311798916849,0.413440157908001,0.350996368043999,0.11184085290948,0.0275140852357218,-0.00266962606063903,-0.0382133031217859,-0.05525653615948,0.043564510008415
"pc2001__09__37",1,TRUE,10.7846069613988,10.1064283965328,1.97028571428571,0.198852336758369,0.426479118329466,0.875911501491548,0.209583195227047,0.776205667882002,10.4984153255896,9.98529792773369,1.67049067035245,0.129268023608583,0.333664294776325,0.894009597881847,0.260632136356114,0.716972806001434,0.286191635809201,0.121130468799111,0.29979504393326,0.069584313149786,0.092814823553141,-0.018098096390299,-0.051048941129067,0.059232861880568
"pc2001__09__38",1,TRUE,10.6619073597123,9.97933686481957,1.97895810159436,0.146751604290599,0.365263009977048,0.904398332474589,0.195512670382688,0.79797648601808,10.5397578261625,10.0522045862779,1.62832721579096,0.128503420662694,0.290551404520948,0.878432485261198,0.224077051609445,0.765014659982974,0.1221495335498,-0.07286772145833,0.3506308858034,0.018248183627905,0.0747116054561,0.025965847213391,-0.028564381226757,0.032961826035106
"pc2001__09__39",1,TRUE,10.5855990634758,9.94544490229664,1.89677326557031,0.185030712064912,0.356184120724956,0.874548166123202,0.185334041101084,0.774146255150274,10.152282710892,9.66472947100732,1.62832721579096,0.128503420662694,0.290551404520949,0.878432485261199,0.224077051609445,0.765014659982975,0.4333163525838,0.28071543128932,0.26844604977935,0.056527291402218,0.065632716204007,-0.00388431913799703,-0.038743010508361,0.009131595167299
"pc2001__09__40",1,TRUE,11.0904616947786,10.369671395679,2.05605746910095,0.163099034221809,0.429931495354195,0.899180690539035,0.186732374166578,0.808568420731428,10.7055751295758,10.2075334293326,1.64549573954588,0.0969663409012677,0.487001810916383,0.857461424487781,0.196342248230241,0.801712139126272,0.3848865652028,0.1621379663464,0.41056172955507,0.0661326933205413,-0.057070315562188,0.0417192660512541,-0.00960987406366298,0.00685628160515594
"pc2001__09__41",1,TRUE,10.2779778563449,9.62245002280302,1.92615894039735,0.177273508681451,0.417706721677841,0.833316142341413,0.137596699329551,0.860202853704659,10.0084403926087,9.51039869236548,1.64549573954589,0.0969663409012674,0.487001810916384,0.857461424487778,0.196342248230241,0.801712139126266,0.269537463736201,0.11205133043754,0.28066320085146,0.0803071677801836,-0.069295089238543,-0.0241452821463649,-0.05874554890069,0.058490714578393
"pc2001__09__42",1,TRUE,11.7374760259819,11.0364851647323,2.01574904587836,0.17159838946763,0.384354828401611,0.881566754010353,0.254313925992203,0.7385121748578,11.3667776764116,10.852322915886,1.67272621674991,0.10844530861197,0.311424371838941,0.953531706075021,0.27813849056167,0.720218047984445,0.370698349570301,0.184162248846299,0.34302282912845,0.06315308085566,0.07293045656267,-0.071964952064668,-0.023824564569467,0.018294126873355
"pc2001__09__43",1,TRUE,11.5797706985997,10.9246246679248,1.92542366776523,0.147577937201276,0.380019268002956,0.912442827345599,0.198151768260174,0.800211386828543,11.2388832782225,10.7305535506619,1.6625120265897,0.119281862422728,0.448112587136657,0.903590687886361,0.262251742733132,0.735880573457846,0.3408874203772,0.194071117262899,0.26291164117553,0.028296074778548,-0.068093319133701,0.00885213945923802,-0.064099974472958,0.064330813370697
"pc2001__09__44",,,,,,,,,,,10.1473744649882,9.6675753275691,1.61574982591631,0.157381288199342,0.148409340228804,0.950360445071305,0.20419996865695,0.78910045447422,,,,,,,,
"pc2001__09__45",,,,,,,,,,,12.2380508487565,11.6167087374337,1.86142460517776,0.122484854648207,0.474636681049303,0.920062566888944,0.256974610046538,0.739403096383033,,,,,,,,
"pc2001__09__46",,,,,,,,,,,11.5263850140282,10.9226971108434,1.82885100434559,0.151202463638075,0.378557265184495,0.924783711630275,0.271216199749648,0.726623685930454,,,,,,,,
"pc2001__09__47",,,,,,,,,,,11.2796172574462,10.6759293542614,1.82885100434558,0.151202463638076,0.378557265184497,0.924783711630277,0.271216199749649,0.726623685930455,,,,,,,,
"pc2001__09__48",1,TRUE,11.5301758183768,10.8479380502041,1.97829975888621,0.140495380381364,0.352408099076076,0.905238844112443,0.163573815608414,0.833998427363869,11.0674349200055,10.5646795618545,1.65327035258892,0.0335982264133269,0.275733399946917,0.939501334873772,0.126680301634635,0.870884139201574,0.462740898371301,0.283258488349599,0.32502940629729,0.106897153968037,0.076674699129159,-0.0342624907613289,0.036893513973779,-0.0368857118377051
"pc2001__09__49",,,,,,,,,,,11.5605816530985,10.9918811410099,1.76597070213841,0.157101858296546,0.237936327838217,0.921921034315081,0.316768528141417,0.677558375682917,,,,,,,,
"pc2001__09__50",1,TRUE,11.485420651848,10.8223948581934,1.9406554826355,0.146175748044446,0.417805051034568,0.871031073010783,0.180918313854883,0.816902566632746,10.9237081073428,10.434195430831,1.63152094771435,0.0594024774149972,0.307035424380948,0.945639194779819,0.27578429362313,0.720018333353436,0.5617125445052,0.3881994273624,0.30913453492115,0.0867732706294488,0.11076962665362,-0.074608121769036,-0.094865979768247,0.09688423327931
"pc2001__09__51",,,,,,,,,,,10.2194972282161,9.72998455170428,1.63152094771435,0.059402477414997,0.307035424380948,0.945639194779818,0.275784293623129,0.720018333353434,,,,,,,,
"pc2001__09__52",1,TRUE,11.0394598499613,10.4738454370035,1.76052914240488,0.116338064350395,0.361489307045148,0.917924346541648,0.217953246419626,0.779991651146362,10.6688158500561,10.2418508571036,1.53259900901864,0.0912220309810671,0.322114713680979,0.957854584360608,0.237847141461599,0.757849932548728,0.3706439999052,0.231994579899901,0.22793013338624,0.0251160333693279,0.039374593364169,-0.03993023781896,-0.019893895041973,0.022141718597634
"pc2001__09__53",1,TRUE,11.3863867096285,10.7747809184795,1.84338912133891,0.131193680913362,0.370701591120594,0.879655900310961,0.174943822775041,0.823978028463127,11.1317968084737,10.6350859194703,1.64330735180908,0.0717035822512407,0.333953066213822,0.934810932673586,0.326516271647953,0.6700142001786,0.2545899011548,0.139694999009201,0.20008176952983,0.0594900986621213,0.036748524906772,-0.055155032362625,-0.151572448872912,0.153963828284527
"pc2001__09__54",,,,,,,,,,,10.6854923214549,10.199174996326,1.62631598526841,0.0910629732140815,0.29773314728824,0.942997003454034,0.169796646613446,0.827389802593957,,,,,,,,
"pc2001__09__55",1,TRUE,11.6660327435008,10.8216165936839,2.32661902100136,0.120906087777253,0.470384829894032,0.888892702389635,0.166193315886567,0.83136127676005,10.9452119789972,10.2870137531255,1.9313094142901,0.0953741928654599,0.395698810909989,0.911241664020324,0.232366536113757,0.75247874104654,0.7208207645036,0.534602840558401,0.39530960671126,0.0255318949117931,0.074686018984043,-0.022348961630689,-0.06617322022719,0.07888253571351
"pc2001__09__56",,,,,,,,,,,10.7735877383039,10.1774762978559,1.81504714111922,0.117860209873699,0.255597679240936,0.967073707140314,0.301887187650546,0.686739417296776,,,,,,,,
"pc2001__09__57",,,,,,,,,,,11.1696038246478,10.7191399350878,1.56903987791122,0.0546087593916071,0.221085127077431,0.956372196614088,0.215108329456873,0.778393312752851,,,,,,,,
"pc2001__09__58",,,,,,,,,,,12.0641691616911,11.5313251478156,1.70377097303082,0.0817213223388133,0.422545680847754,0.929826381085738,0.181882091263736,0.815259794515417,,,,,,,,
"pc2001__09__59",,,,,,,,,,,11.3561479777661,10.8276352821265,1.69640735733891,0.0698606650406896,0.313998695998647,0.91272246504552,0.220158894979594,0.775265026200767,,,,,,,,
"pc2001__09__60",1,TRUE,11.7563891567064,11.191796909697,1.75873050887182,0.13470674004045,0.351410250380195,0.901368703259489,0.173188780709593,0.822578116426007,11.291712221203,10.7631995255634,1.6964073573389,0.0698606650406897,0.313998695998648,0.912722465045519,0.220158894979595,0.775265026200769,0.4646769355034,0.428597384133601,0.0623231515329199,0.0648460749997603,0.037411554381547,-0.01135376178603,-0.046970114270002,0.047313090225238
"pc2001__09__61",1,TRUE,12.1733428209073,11.5367298783504,1.89006825571971,0.190716057036578,0.287151270923745,0.923796238892333,0.13443893366398,0.859475098160777,11.779810265631,11.1650969896704,1.84912633456996,0.138648737642527,0.283921310370705,0.895718628674697,0.178024182741272,0.818820880778626,0.3935325552763,0.371632888679999,0.0409419211497499,0.052067319394051,0.00322996055303998,0.028077610217636,-0.043585249077292,0.040654217382151
"pc2001__09__62",1,TRUE,11.965223267097,11.1662291400277,2.22330344261831,0.242028856430353,0.261171051961932,0.937235991653519,0.0990826505165657,0.898442668838109,11.7334094828585,10.9169957351256,2.26237183558661,0.236612442647672,0.281082555266789,0.941797413931402,0.110838386755222,0.886410305772131,0.231813784238501,0.2492334049021,-0.0390683929683,0.00541641378268098,-0.019911503304857,-0.00456142227788303,-0.0117557362386563,0.012032363065978
"pc2001__09__63",1,TRUE,12.0783074535142,11.2699235348058,2.24427811850511,0.123076835670295,0.461553757698339,0.933390905165557,0.139030293389087,0.854953071381497,11.5353814317908,11.0196941496052,1.67478915909277,0.0848040989136705,0.288478649861642,0.914354997995522,0.155361734998191,0.842946680877277,0.5429260217234,0.250229385200599,0.56948895941234,0.0382727367566245,0.173075107836697,0.019035907170035,-0.016331441609104,0.01200639050422
"pc2001__09__64",1,TRUE,12.0803733588768,11.4200642839189,1.93539042268358,0.163667392388987,0.359402639814941,0.889480428176169,0.226119199891142,0.771641266385449,11.9398323790626,11.3081742332101,1.88072651408235,0.123092182106479,0.3315280161304,0.905971249779773,0.311495520420748,0.686422927093461,0.140540979814199,0.111890050708801,0.0546639086012302,0.040575210282508,0.027874623684541,-0.0164908216036039,-0.085376320529606,0.0852183392919881
"pc2001__09__65",1,TRUE,11.9476904421233,11.2943713659898,1.92190921759904,0.172458889032759,0.339233458500583,0.895720574906125,0.191052699728085,0.800770426000259,11.7031821220835,11.1357270625704,1.76377263845548,0.11796851747743,0.343538146102715,0.894143324845398,0.260698105096068,0.737218492675022,0.244508320039799,0.1586443034194,0.15813657914356,0.054490371555329,-0.00430468760213198,0.00157725006072695,-0.069645405367983,0.063551933325237
"pc2001__09__66",1,TRUE,11.1173017708929,10.4632747543508,1.9232702965206,0.150580756319995,0.342438285357811,0.910376377625286,0.171761280931587,0.823470873065383,10.8236706991256,10.1544797066701,1.952656967245,0.122123717501743,0.334077099312681,0.899691204303217,0.215917920111565,0.782986353222432,0.293631071767299,0.3087950476807,-0.0293866707243999,0.028457038818252,0.00836118604513003,0.010685173322069,-0.044156639179978,0.040484519842951
"pc2001__09__67",1,TRUE,12.6497066317558,11.8295957885807,2.27075152089177,0.143679894247799,0.34640904540671,0.933712364280397,0.129652326805103,0.868197977360815,12.4554607752443,11.621788838452,2.3017551412095,0.120807487297778,0.319043982419501,0.967075527570836,0.15544247373835,0.843018453290109,0.1942458565115,0.207806950128701,-0.0310036203177302,0.022872406950021,0.027365062987209,-0.0333631632904391,-0.025790146933247,0.025179524070706
"pc2001__09__68",,,,,,,,,,,10.9857333037839,10.0500955721722,2.54883841437084,0.0928912682546674,0.560126046149155,0.964659641513909,0.582150238877783,0.416748551485786,,,,,,,,
"pc2001__09__69",1,TRUE,11.6912975662554,10.8976833242838,2.21137444265601,0.187932433676073,0.412475842278314,0.918553966886143,0.318957223054205,0.674257699097275,11.1687808672159,10.4899821334959,1.97150800309267,0.0895315655090701,0.541603391018474,0.855247567711897,0.359052450644995,0.635265257079919,0.5225166990395,0.4077011907879,0.23986643956334,0.0984008681670029,-0.12912754874016,0.063306399174246,-0.04009522759079,0.038992442017356
"pc2001__09__70",1,TRUE,11.1611812023617,10.2806903509263,2.41208339048142,0.156369942853894,0.51965996645154,0.906320188781167,0.115045631592415,0.881201489779092,10.7988274893255,10.1200287556055,1.97150800309266,0.0895315655090699,0.541603391018473,0.855247567711897,0.359052450644994,0.635265257079919,0.3623537130362,0.1606615953208,0.44057538738876,0.0668383773448241,-0.021943424566933,0.05107262106927,-0.244006819052579,0.245936232699173
"pc2001__10__01",1,TRUE,11.5796023232345,11.0188258451198,1.7520323870714,0.133532906122831,0.379175826745872,0.899368539220731,0.185097525609243,0.801768090181954,11.4139335157633,10.8460306555543,1.76456263393727,0.0973337013524703,0.389136075075904,0.921093016836875,0.242539332045266,0.752989235440243,0.165668807471199,0.1727951895655,-0.0125302468658699,0.0361992047703607,-0.00996024833003195,-0.0217244776161439,-0.057441806436023,0.0487788547417111
"pc2001__10__02",1,TRUE,11.707068538151,11.0450156421811,1.9387683415561,0.134014675484036,0.401698139622983,0.919433075016265,0.162476220280498,0.820476500284121,11.3541641725853,10.8017365059095,1.73746589011526,0.13019221753399,0.341397093295827,0.937341772151899,0.203129395218003,0.785853258321613,0.352904365565701,0.243279136271601,0.20130245144084,0.00382245795004602,0.060301046327156,-0.0179086971356339,-0.040653174937505,0.034623241962508
"pc2001__10__03",1,TRUE,9.60501412900613,9.0788640091878,1.69240419708029,0.161466406092055,0.385335939079453,0.856998450030325,0.150347058427118,0.838398813936249,9.17864328523293,8.79966169681513,1.46079613992762,0.0670933113129645,0.328034682080925,0.895953757225434,0.0809248554913295,0.918971924029727,0.426370843773201,0.27920231237267,0.23160805715267,0.0943730947790905,0.057301256998528,-0.038955307195109,0.0694222029357885,-0.080573110093478
"pc2001__10__04",1,TRUE,11.1981325249718,10.5758961679467,1.86308992062074,0.148039564895745,0.394909170616763,0.901320656492314,0.201153519467353,0.777543359728197,10.8244075527939,10.1743540320593,1.91564335290977,0.0917741678611244,0.478599299251473,0.931517757604714,0.262820512820513,0.73355629877369,0.3737249721779,0.4015421358874,-0.05255343228903,0.0562653970346206,-0.08369012863471,-0.0301971011124,-0.06166699335316,0.043987060954507
"pc2001__10__05",1,TRUE,11.5060518960271,10.9000671156391,1.83305647840532,0.153934450989277,0.380576952122036,0.889462820319186,0.155303831244022,0.824266223631878,11.1904310813997,10.6196674322066,1.76961790286329,0.139285418449899,0.260913383217826,0.919499130242704,0.243532042963249,0.745092083828037,0.315620814627401,0.280399683432501,0.0634385755420301,0.014649032539378,0.11966356890421,-0.030036309923518,-0.088228211719227,0.0791741398038409
"pc2001__10__06",1,TRUE,10.9242283857667,10.3567264354491,1.7638553451125,0.178110080172957,0.338564093324926,0.888316367894784,0.192054769840555,0.80028826231871,10.37001640172,9.97524991876302,1.48403760238273,0.111574524130578,0.225061933582113,0.942456646492521,0.295775972906018,0.702781523409326,0.554211984046701,0.381476516686082,0.27981774272977,0.066535556042379,0.113502159742813,-0.0541402785977371,-0.103721203065463,0.097506738909384
"pc2001__10__07",,,,,,,,,,,10.7472290967206,10.2339057863214,1.67083468075168,0.125954280553106,0.392013074987635,0.917313606159007,0.234253026816628,0.749575277951012,,,,,,,,
"pc2001__10__08",1,TRUE,10.6629841136376,10.1537792357693,1.66396761133603,0.103593486805166,0.313002994572338,0.950893692682014,0.248221972674527,0.749461912783081,10.1984306994661,9.59838800604728,1.82219659453226,0.102565057146048,0.447191094895946,0.867838129630319,0.24019954580991,0.753248203715424,0.464553414171501,0.555391229722019,-0.15822898319623,0.00102842965911801,-0.134188100323608,0.0830555630516949,0.00802242686461702,-0.00378629093234295
"pc2001__10__09",1,TRUE,11.5440752339624,10.8567464625103,1.98839697010582,0.164534139816215,0.433261602884727,0.914669846070335,0.210102361288822,0.78465356131984,10.9058458828477,10.4248969698418,1.61760864402755,0.0941755055602452,0.28716922963996,0.920303152640658,0.206187837193085,0.779939075861563,0.638229351114701,0.4318494926685,0.37078832607827,0.0703586342559698,0.146092373244767,-0.00563330657032302,0.003914524095737,0.00471448545827702
"pc2001__10__10",,,,,,,,,,,10.873754975267,10.3759880619805,1.64504364089776,0.0616034714721543,0.417429367290092,0.894946279347394,0.254164061167643,0.740871278873666,,,,,,,,
"pc2001__10__11",1,TRUE,11.0309949928577,10.4031409992989,1.87358553529715,0.188620282064153,0.368853122621804,0.872002461179747,0.251267021810586,0.738564419760683,10.6069265985017,10.0156862500575,1.80622737788207,0.0976100012256404,0.418948400539281,0.916809658046328,0.223391346978796,0.768456101646443,0.424068394356,0.3874547492414,0.0673581574150799,0.0910102808385126,-0.050095277917477,-0.044807196866581,0.02787567483179,-0.02989168188576
"pc2001__10__12",1,TRUE,10.6638026069541,10.0430755667432,1.86028004870412,0.16218237920475,0.394913392084901,0.88230206409687,0.174033988639286,0.817901306715912,10.4531972943521,9.8997806906048,1.73918498444244,0.110575674505843,0.326734958880392,0.887548694272111,0.172990910402539,0.824065791372096,0.210605312602,0.1432948761384,0.12109506426168,0.051606704698907,0.068178433204509,-0.00524663017524107,0.00104307823674701,-0.00616448465618402
"pc2001__10__13",,,,,,,,,,,11.2670888631083,10.7138620588187,1.73885491939967,0.157509110670673,0.168467489290966,0.936091042772201,0.210549197621635,0.78379898983441,,,,,,,,
"pc2001__10__14",1,TRUE,11.8036155089363,11.0918491333478,2.0375872261328,0.139791378472352,0.467312221931432,0.898096982839197,0.179063072494111,0.814117471118256,11.5164003582601,10.9251600098159,1.80622737788207,0.0976100012256406,0.418948400539283,0.916809658046332,0.223391346978798,0.768456101646445,0.2872151506762,0.166689123531901,0.23135984825073,0.0421813772467114,0.048363821392149,-0.0187126752071349,-0.044328274484687,0.0456613694718111
"pc2001__10__15",1,TRUE,11.0783198671156,10.4426965306939,1.88819875776398,0.149153694094391,0.39906103286385,0.901995305164319,0.197414751667902,0.800392265875957,10.8237304642487,10.2975883305652,1.6923906813661,0.0771544683055102,0.434897804693414,0.892764651978166,0.265428901549863,0.729929479262122,0.2545894028669,0.1451082001287,0.19580807639788,0.0719992257888808,-0.035836771829564,0.00923065318615301,-0.068014149881961,0.070462786613835
"pc2001__10__16",1,TRUE,11.3045719991287,10.7081537462194,1.81560410563742,0.164055571977535,0.366033599369396,0.889225539462016,0.140149275790718,0.859592078037245,11.1516542601031,10.6277941953452,1.68853293268066,0.161770404282495,0.122174543262676,0.935059343561188,0.203547697297608,0.796007405387563,0.1529177390256,0.080359550874201,0.12707117295676,0.00228516769504,0.24385905610672,-0.045833804099172,-0.06339842150689,0.063584672649682
"pc2001__10__17",1,TRUE,11.531334965453,10.8627419838424,1.95148960628413,0.160743387853679,0.382768167448801,0.866107718588623,0.364212923874413,0.619853128865676,11.2301645968375,10.7985955051424,1.53967151495342,0.0424041395780815,0.416956348679846,0.918946530449781,0.211370571845562,0.786533103356773,0.3011703686155,0.0641464786999997,0.41181809133071,0.118339248275597,-0.034188181231045,-0.052838811861158,0.152842352028851,-0.166679974491097
"pc2001__10__18",,,,,,,,,,,11.3253300256736,10.6969776817921,1.87451946994709,0.143241450027143,0.332106882200374,0.941214789794318,0.192074310875204,0.806152361421075,,,,,,,,
"pc2001__10__19",1,TRUE,11.8145474241557,11.1895056733599,1.86832395981594,0.167486409526275,0.362175955031249,0.900040678968973,0.204962834214711,0.783255057135461,11.4177639562246,10.8265236077804,1.80622737788207,0.0976100012256404,0.418948400539282,0.916809658046329,0.223391346978796,0.768456101646444,0.396783467931099,0.3629820655795,0.0620965819338699,0.0698764083006346,-0.056772445508033,-0.016768979077356,-0.018428512764085,0.014798955489017
"pc2001__10__20",1,TRUE,11.5002454118129,10.8639099957702,1.88954378444581,0.18672270609682,0.384494632367835,0.916720680575248,0.194328539598947,0.801296333805955,10.7735248998928,10.2298373006287,1.72234648964572,0.0937159614578969,0.372077922077922,0.937243401759531,0.183850020946795,0.811751152073733,0.7267205119201,0.6340726951415,0.16719729480009,0.0930067446389231,0.012416710289913,-0.020522721184283,0.010478518652152,-0.0104548182677781
"pc2001__10__21",1,TRUE,10.8808357537112,10.262385024828,1.85605028810896,0.1994242492662,0.359674870173854,0.8952171295251,0.176921050651012,0.812278919244374,10.4016533781553,9.71353696857768,1.98996372430472,0.194233456887647,0.34447347633226,0.945737376192502,0.211369022300541,0.784742055052561,0.479182375555899,0.54884805625032,-0.13391343619576,0.00519079237855299,0.015201393841594,-0.050520246667402,-0.034447971649529,0.027536864191813
"pc2001__10__22",,,,,,,,,,,11.0769491978757,10.4857088494315,1.80622737788207,0.0976100012256404,0.418948400539282,0.916809658046329,0.223391346978797,0.768456101646444,,,,,,,,
"pc2001__10__23",1,TRUE,10.9473092101881,10.3913924929176,1.74353858432071,0.210084329501241,0.365222443266844,0.860759493670886,0.16628228376261,0.824510131863876,10.2387805226673,9.90283734119454,1.39925951868715,0.0445167518861515,0.31340508456395,0.887331497836736,0.247041155647728,0.752422497944005,0.7085286875208,0.488555151723061,0.34427906563356,0.16556757761509,0.051817358702894,-0.02657200416585,-0.080758871885118,0.072087633919871
"pc2001__10__24",1,TRUE,10.935461338871,10.1252301229347,2.24842779891849,0.155294662581059,0.510653459702131,0.883827406826766,0.310001425212,0.68540226608708,10.666230755984,9.94347720075229,2.06009800153728,0.111162931697876,0.661754075041392,0.900659935172446,0.2338455798335,0.761980271902619,0.269230582887001,0.181752922182412,0.18832979738121,0.044131730883183,-0.151100615339261,-0.0168325283456801,0.0761558453785,-0.076578005815539
"pc2001__10__25",1,TRUE,10.5108317166538,9.81918160348287,1.99700810531469,0.1966440576394,0.403530277028683,0.853586118602054,0.27049113344774,0.710250333687451,10.116378727386,9.43651931183391,1.97360025522412,0.134451404324106,0.700990099009901,0.914689836330572,0.254596888260255,0.743099616084057,0.394452989267801,0.382662291648959,0.0234078500905699,0.062192653315294,-0.297459821981218,-0.061103717728518,0.015894245187485,-0.0328492823966059
"pc2001__10__26",1,TRUE,10.0772307535552,9.32812340763257,2.11511111111111,0.153267493170834,0.427274637528893,0.872746375288926,0.129354906492961,0.86560201723051,9.79216485389186,9.12598002335811,1.94679577847895,0.0663387917062538,0.45503828312748,0.890459956407534,0.197451517353155,0.790476722740737,0.285065899663341,0.202143384274459,0.16831533263216,0.0869287014645802,-0.027763645598587,-0.017713581118608,-0.068096610860194,0.075125294489773
"pc2001__10__27",1,TRUE,11.5614012940273,10.9205824355869,1.89803446467642,0.174226185372546,0.404212752579382,0.868434841426353,0.127449579391618,0.870616479464975,11.2214093854307,10.6689553946757,1.73751162790698,0.119176047006545,0.355560611941697,0.880770414787253,0.200728119604353,0.797933425240587,0.3399919085966,0.251627040911199,0.16052283676944,0.055050138366001,0.048652140637685,-0.0123355733609001,-0.073278540212735,0.072683054224388
"pc2001__10__28",1,TRUE,12.5370584304911,11.8420061656571,2.00381380020004,0.153231250987546,0.407831420486375,0.926023816021949,0.140612206788572,0.853545111107919,12.2421489972795,11.481073535521,2.14057709182883,0.0721833448277525,0.550367258749825,0.892928279647161,0.133491200740787,0.864352992809156,0.2949094332116,0.3609326301361,-0.13676329162879,0.0810479061597935,-0.14253583826345,0.033095536374788,0.00712100604778501,-0.010807881701237
"pc2001__10__29",,,,,,,,,,,10.8261380183629,10.233150947228,1.80938511326861,0.0948548262087879,0.444027107056977,0.858125161469823,0.208768059778612,0.789820942387567,,,,,,,,
"pc2001__10__30",1,TRUE,10.9342491742961,10.337378134828,1.8164263729143,0.177868150684932,0.350884703196347,0.889501284246575,0.185716324200913,0.813338327625571,10.1576257679526,9.63776264743639,1.68179743037892,0.107340908209563,0.268817621282041,0.935355023849226,0.178190561135456,0.821421646566099,0.7766234063435,0.699615487391611,0.13462894253538,0.070527242475369,0.082067081914306,-0.0458537396026509,0.00752576306545699,-0.00808331894052794
"pc2001__10__31",1,TRUE,10.6390234995879,9.99820664859396,1.89803065447765,0.169677944982268,0.391426243649957,0.85490750503211,0.183767852008051,0.814171379277293,10.4494453002438,9.85820495179957,1.80622737788207,0.0976100012256406,0.418948400539283,0.91680965804633,0.223391346978797,0.768456101646445,0.189578199344099,0.140001696794391,0.0918032765955799,0.0720679437566274,-0.027522156889326,-0.06190215301422,-0.039623494970746,0.045715277630848
"pc2001__10__32",1,TRUE,11.4955961764484,10.8292532547728,1.94710357397575,0.143118780651594,0.41723815144177,0.886225351539448,0.19559024032885,0.802873364400399,11.0919144531732,10.5006741047289,1.80622737788207,0.0976100012256405,0.418948400539282,0.91680965804633,0.223391346978797,0.768456101646444,0.4036817232752,0.3285791500439,0.14087619609368,0.0455087794259535,-0.001710249097512,-0.0305843065068819,-0.027801106649947,0.0344172627539551
"pc2001__10__33",,,,,,,,,,,10.4552439649041,9.85429730834536,1.82384453781513,0.0663191844727294,0.417813741864885,0.886309969475321,0.161665610781547,0.829637735414387,,,,,,,,
"pc2001__10__34",,,,,,,,,,,10.8022861857857,10.3135421129781,1.63026743645896,0.0913031974436733,0.466936682067043,0.895894816111371,0.205076018154804,0.790649868723668,,,,,,,,
"pc2001__10__35",1,TRUE,11.6652172753125,10.9846484475905,1.9750008480038,0.203477887505367,0.429136968656076,0.890613997423787,0.207325032202662,0.786423357664234,11.4406631716545,10.8494228232103,1.80622737788207,0.0976100012256405,0.418948400539281,0.916809658046329,0.223391346978797,0.768456101646444,0.224554103658001,0.135225624380199,0.16877347012173,0.105867886279727,0.010188568116795,-0.026195660622542,-0.016066314776135,0.01796725601779
"pc2001__10__36",1,TRUE,11.348215902493,10.7828238014165,1.76013779936081,0.211403777678214,0.238132855424812,0.947355389440423,0.338151720234867,0.66091682976867,10.4980015381877,10.0774408596596,1.52281512605042,0.0740280881825456,0.296167535800017,0.900836023507988,0.165328477223188,0.831194989377259,0.8502143643053,0.7053829417569,0.23732267331039,0.137375689495668,-0.058034680375205,0.046519365932435,0.172823243011679,-0.170278159608589
"pc2001__10__37",1,TRUE,10.8312522064839,10.2146786105388,1.85256950294861,0.190738873400953,0.387092947387152,0.88613401348439,0.157284931886035,0.834806334895308,10.0191795145322,9.51731023333525,1.6518060766571,0.0786531866565715,0.315236271322318,0.897474724981072,0.243263706408943,0.755222019329266,0.8120726919517,0.697368377203549,0.20076342629151,0.112085686744381,0.071856676064834,-0.0113407114966819,-0.085978774522908,0.079584315566042
"pc2001__11__01",,,,,,,,,,,8.10379671298179,7.20934025660291,2.44600591715976,0.364983368612035,0.538856970063502,0.63834290898095,0.0359842757786513,0.963713335349259,,,,,,,,
"pc2001__11__02",,,,,,,,,,,9.11624944857659,8.21446516075919,2.46399566865187,0.321577675236212,0.606460118655241,0.64403427818062,0.0872335750384531,0.909250714128763,,,,,,,,
