"target_unit_2001","level","state_code","district_code","state_std","district_std","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","nonfarm_employment","female_employment","hired_employment","private_employment","manufacturing_employment","services_employment","firms_total","harmonized_available","log_nonfarm_employment","log_firms_total","mean_employment_per_firm","female_employment_share","hired_employment_share","private_employment_share","manufacturing_employment_share","services_employment_share"
"pc2001__24__07","district","24","07","gujarat","ahmadabad",1,"ahmadabad",TRUE,918400,148539,558270,888788,274916,641630,311941,TRUE,13.7303883045474,12.6505693463454,2.94414648923995,0.161736716027875,0.607872386759582,0.967756968641115,0.299342334494774,0.69863893728223
"pc2001__24__08","district","24","08","gujarat","surendranagar",1,"surendranagar",TRUE,87382,14885,37291,79557,23830,62915,43659,TRUE,11.3780445907763,10.6841647255814,2.00146590622781,0.170344006774851,0.426758371289282,0.910450664896661,0.272710626902566,0.71999954223982
"pc2001__24__09","district","24","09","gujarat","rajkot",1,"rajkot",TRUE,527732,79438,324833,508803,241929,276131,177341,TRUE,13.1763438580706,12.0858297118039,2.97580367766055,0.150527161513799,0.615526441451343,0.964131415188012,0.458431552378859,0.523240963216178
"pc2001__24__10","district","24","10","gujarat","jamnagar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__11","district","24","11","gujarat","porbandar",1,"porbandar",TRUE,53973,6630,20489,48894,12799,37397,28382,TRUE,10.8962392005047,10.2535104203945,1.90166302586146,0.122839197376466,0.379615733792822,0.905897393141015,0.23713708706205,0.692883478776425
"pc2001__24__12","district","24","12","gujarat","junagadh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__13","district","24","13","gujarat","amreli",1,"amreli",TRUE,116103,16281,63987,107469,49471,64564,45385,TRUE,11.6622330071454,10.7229369329607,2.5581800154236,0.140228934652851,0.551122710007493,0.925634996511718,0.426095794251656,0.556092435165327
"pc2001__24__14","district","24","14","gujarat","bhavnagar",1,"bhavnagar",TRUE,371721,63877,174318,356892,145592,224184,166971,TRUE,12.8258988518646,12.0255754236249,2.22626084769211,0.171841246526293,0.468948485557717,0.960107177157061,0.391670096658515,0.603097484403625
"pc2001__24__15","district","24","15","gujarat","anand",1,"anand",TRUE,181680,27665,99338,165578,45323,135053,74246,TRUE,12.1100021767794,11.2151391831599,2.44700051181208,0.152273227653016,0.546774548656979,0.911371642448261,0.249466094231616,0.743356450902686
"pc2001__24__16","district","24","16","gujarat","kheda",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__17","district","24","17","gujarat","panch mahals",1,"panch mahals",TRUE,115792,21706,69421,95149,35206,79527,43797,TRUE,11.6595507571059,10.6873206008681,2.64383405256068,0.187456819123946,0.599531919303579,0.821723435125052,0.304045184468702,0.686809105983142
"pc2001__24__18","district","24","18","gujarat","dohad",1,"dohad",TRUE,60478,16997,33502,53526,12255,48101,25108,TRUE,11.0100349415236,10.1309417994374,2.40871435399076,0.281044346704587,0.553953503753431,0.885049108766824,0.202635669168954,0.795347068355435
"pc2001__24__19","district","24","19","gujarat","vadodara",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__20","district","24","20","gujarat","narmada",1,"narmada",TRUE,28838,7061,15562,21115,4196,24264,13217,TRUE,10.2694492408666,9.48925915875781,2.1818869637588,0.244850544420556,0.53963520355087,0.732193633400374,0.145502462029267,0.841389832859422
"pc2001__24__21","district","24","21","gujarat","bharuch",1,"bharuch",TRUE,204634,25342,148218,195061,99866,103015,54507,TRUE,12.2289782966018,10.9060844127706,3.75427009374943,0.123840612996863,0.724307788539539,0.953218917677414,0.488022518252099,0.503410967874351
"pc2001__24__22","district","24","22","gujarat","surat",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__23","district","24","23","gujarat","the dangs",1,"the dangs",TRUE,10074,2821,5622,6565,1591,8416,5062,TRUE,9.2177131263056,8.52951694110507,1.99012248123271,0.280027794322017,0.558070279928529,0.651677585864602,0.157931308318444,0.835417907484614
"pc2001__24__24","district","24","24","gujarat","navsari",1,"navsari",TRUE,159870,31746,110494,146108,72638,84502,42208,TRUE,11.9821162639589,10.650365055517,3.78767058377559,0.198573841246012,0.691149058610121,0.913917558015888,0.454356664790142,0.528566960655533
"pc2001__24__25","district","24","25","gujarat","valsad",1,"valsad",TRUE,205134,33257,146046,195369,90155,109284,53396,TRUE,12.2314187031154,10.8854911157756,3.84174844557645,0.162123295016916,0.711954137295621,0.952396969785604,0.439493209316837,0.532744449969288
"pc2001__25__01","district","25","01","daman and diu","diu",1,"diu",TRUE,8562,901,5650,8450,860,3246,2288,TRUE,9.05508908670489,7.73543335249969,3.74213286713287,0.105232422331231,0.659892548469984,0.986918944171922,0.100443821537024,0.379117028731605
"pc2001__25__02","district","25","02","daman and diu","daman",1,"daman",TRUE,72857,13243,64715,71917,53439,19110,8207,TRUE,11.196253894859,9.01274272762971,8.87742171317168,0.181767023072594,0.888246839699686,0.987098013917674,0.733477908780213,0.262294631950259
"pc2001__26__01","district","26","01","dadra and nagar haveli","dadra and nagar haveli",1,"dadra and nagar haveli",TRUE,94313,11824,83185,92811,43449,50559,11095,TRUE,11.4543743170203,9.3142498353667,8.50049571879225,0.125369779351733,0.882009903194682,0.984074305769088,0.460689406550529,0.536076680839333
"pc2001__27__01","district","27","01","maharashtra","nandurbar",1,"nandurbar",TRUE,83573,15242,39323,71402,14081,68411,41517,TRUE,11.3334757804007,10.633858260894,2.01298263361996,0.182379476625226,0.470522776494801,0.854366840965384,0.168487430150886,0.818577770332524
"pc2001__27__02","district","27","02","maharashtra","dhule",1,"dhule",TRUE,136327,21353,66434,122778,27650,107398,61527,TRUE,11.82281169051,11.0272313818418,2.21572642904741,0.156630748127664,0.487313591584939,0.900613964951917,0.202821157951103,0.787796988124143
"pc2001__27__03","district","27","03","maharashtra","jalgaon",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__04","district","27","04","maharashtra","buldana",1,"buldana",TRUE,152214,20385,68324,136331,35121,115275,80544,TRUE,11.9330427044107,11.296558897935,1.8898241954708,0.133923292207024,0.448868041047473,0.895653487852629,0.230734360834089,0.757321928337735
"pc2001__27__05","district","27","05","maharashtra","akola",1,"akola",TRUE,155479,24079,58692,143588,22773,128812,84834,TRUE,11.9542659532501,11.3484516848199,1.83274394700238,0.154869789489256,0.377491494028132,0.923520218164511,0.146469941278243,0.828484875771004
"pc2001__27__06","district","27","06","maharashtra","washim",1,"washim",TRUE,57196,8140,24595,50320,8206,48682,31060,TRUE,10.9542392448527,10.3436760967027,1.84146812620734,0.142317644590531,0.430012588292888,0.879781802923281,0.143471571438562,0.851143436603958
"pc2001__27__07","district","27","07","maharashtra","amravati",1,"amravati",TRUE,214399,36677,82657,191200,31281,180991,120795,TRUE,12.2755940439888,11.7018501728978,1.77489962332878,0.17106889491089,0.385528850414414,0.891795204268677,0.14590086707494,0.844178377697657
"pc2001__27__08","district","27","08","maharashtra","wardha",1,"wardha",TRUE,119260,24995,50587,109848,18140,100446,61923,TRUE,11.6890612626771,11.0336469567024,1.92594028067116,0.2095841019621,0.42417407345296,0.921079993291967,0.152104645312762,0.842243836994801
"pc2001__27__09","district","27","09","maharashtra","nagpur",1,"nagpur",TRUE,529691,115343,273492,484893,97401,426676,228773,TRUE,13.1800490966388,12.3404855245314,2.31535627018923,0.217755257310394,0.516323667949805,0.915426163555733,0.18388267876932,0.805518689198042
"pc2001__27__10","district","27","10","maharashtra","bhandara",1,"bhandara",TRUE,111004,26210,47396,99187,26361,81467,56431,TRUE,11.6173215156812,10.9407739318765,1.96707483475395,0.236117617383157,0.426975604482721,0.893544376779215,0.237477928723289,0.733910489712082
"pc2001__27__11","district","27","11","maharashtra","gondiya",1,"gondiya",TRUE,107459,28004,41155,95957,27036,76373,55714,TRUE,11.5848646584513,10.9279867408322,1.92876117313422,0.260601717864488,0.382983277342987,0.892963828064657,0.251593631059288,0.710717576005732
"pc2001__27__12","district","27","12","maharashtra","gadchiroli",1,"gadchiroli",TRUE,79526,15199,34394,62641,9365,69277,45263,TRUE,11.2838392912003,10.7202452006851,1.75697589642755,0.191119885320524,0.432487488368584,0.787679501043684,0.117760229358952,0.871123909161784
"pc2001__27__13","district","27","13","maharashtra","chandrapur",1,"chandrapur",TRUE,178650,37856,81754,153422,27255,143482,92409,TRUE,12.0931838634516,11.4339796554839,1.93325325455313,0.21190036383991,0.457621046739435,0.858785334452841,0.152560873215785,0.80314581584103
"pc2001__27__14","district","27","14","maharashtra","yavatmal",1,"yavatmal",TRUE,135028,22397,68158,112848,19135,112672,65859,TRUE,11.813237443322,11.095271372092,2.05025888640884,0.165869301181977,0.504769381165388,0.83573777290636,0.141711348757295,0.834434339544391
"pc2001__27__15","district","27","15","maharashtra","nanded",1,"nanded",TRUE,180624,25832,86139,157346,28870,150795,90786,TRUE,12.1041728015013,11.4162603676796,1.98955786134426,0.143015324652316,0.476896757905926,0.871124546018248,0.159834794933121,0.834855833111879
"pc2001__27__16","district","27","16","maharashtra","hingoli",1,"hingoli",TRUE,56671,8440,22143,49875,10627,45835,32676,TRUE,10.9450178950288,10.3943961424618,1.73433100746725,0.148929787722115,0.390728944257204,0.880079758606695,0.187520954279967,0.808791092445872
"pc2001__27__17","district","27","17","maharashtra","parbhani",1,"parbhani",TRUE,101183,14268,41429,90295,20609,79306,56714,TRUE,11.5246860375349,10.945776372818,1.78409211129527,0.141011830050503,0.409446250852416,0.892392990917447,0.20368046015635,0.783787790439105
"pc2001__27__18","district","27","18","maharashtra","jalna",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__19","district","27","19","maharashtra","aurangabad",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__20","district","27","20","maharashtra","nashik",1,"nashik",TRUE,559158,96207,337799,505797,165584,392578,200026,TRUE,13.2341873597849,12.2062026370809,2.79542659454271,0.172056914145912,0.604120838832673,0.904569012694087,0.296130968348839,0.702087781986487
"pc2001__27__21","district","27","21","maharashtra","thane",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__22","district","27","22","maharashtra","mumbai suburban",1,"mumbai suburban",TRUE,1667968,325172,1128120,1580573,469057,1194752,464620,TRUE,14.3271166770645,13.048975146175,3.58996168912229,0.194950982273041,0.676343910674545,0.947603910866396,0.281214627618755,0.716291919269434
"pc2001__27__23","district","27","23","maharashtra","mumbai",1,"mumbai",TRUE,1035324,167499,738173,956835,215521,818698,261193,TRUE,13.850224979172,12.4730148766379,3.96382751451991,0.161784137139678,0.712987431953669,0.924188949546229,0.208167684705464,0.790765016555204
"pc2001__27__24","district","27","24","maharashtra","raigarh",1,"raigarh",TRUE,245068,49815,140630,222627,58149,176710,95851,TRUE,12.4092910020371,11.4705501813875,2.55675997120531,0.203270112785023,0.573840729919859,0.908429497119167,0.237277000669202,0.721065173747695
"pc2001__27__25","district","27","25","maharashtra","pune",1,"pune",TRUE,1368579,288067,896570,1303965,344702,1019307,405434,TRUE,14.1292835332355,12.9127133772682,3.37559010837769,0.210486205034565,0.655110154401025,0.952787526332057,0.251868543942293,0.744792226097288
"pc2001__27__26","district","27","26","maharashtra","ahmadnagar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__27","district","27","27","maharashtra","bid",1,"bid",TRUE,160617,25319,68649,142701,30778,128378,84633,TRUE,11.9867779279438,11.3460795404584,1.89780582042466,0.15763586668908,0.427408057677581,0.888455144847681,0.191623551678838,0.799280275437843
"pc2001__27__28","district","27","28","maharashtra","latur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__29","district","27","29","maharashtra","osmanabad",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__30","district","27","30","maharashtra","solapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__27__31","district","27","31","maharashtra","satara",1,"satara",TRUE,351144,86774,160312,322268,91534,256930,163114,TRUE,12.7689516747261,12.0022046218352,2.15275206297436,0.247117991479279,0.456542045428656,0.91776593078623,0.260673683730891,0.731694119791311
"pc2001__27__32","district","27","32","maharashtra","ratnagiri",1,"ratnagiri",TRUE,151318,35099,81326,128852,29492,111662,69323,TRUE,11.9271388616361,11.1465320204465,2.18279647447456,0.231955220132436,0.537450931151614,0.851531212413593,0.194900804927371,0.737929393727118
"pc2001__27__33","district","27","33","maharashtra","sindhudurg",1,"sindhudurg",TRUE,90012,21726,41232,77197,17314,66410,46754,TRUE,11.4076982737576,10.752655092554,1.92522564914232,0.241367817624317,0.458072257032396,0.857630093765276,0.192352130827001,0.73779051681998
"pc2001__27__34","district","27","34","maharashtra","kolhapur",1,"kolhapur",TRUE,540107,126146,251499,509238,142561,392097,246754,TRUE,13.1995225470599,12.416147167904,2.18884800246399,0.233557424732507,0.465646621873073,0.94284651004338,0.263949550737169,0.725961707587571
"pc2001__27__35","district","27","35","maharashtra","sangli",1,"sangli",TRUE,236158,60915,122016,214902,56863,178283,95685,TRUE,12.3722563515237,11.4688168253442,2.46807754611486,0.257941716986086,0.516671042268312,0.909992462673295,0.240783712599192,0.75493102075729
"pc2001__28__01","district","28","01","andhra pradesh","adilabad",1,"adilabad",TRUE,195063,74100,85936,172126,76073,109304,100367,TRUE,12.1810778622909,11.516588746952,1.94349736467166,0.379877270420326,0.440555102710406,0.88241234883089,0.389991951318292,0.560352296437561
"pc2001__28__02","district","28","02","andhra pradesh","nizamabad",1,"nizamabad",TRUE,291681,152925,185308,270985,136467,150875,92491,TRUE,12.5834160183213,11.4348666214695,3.1536149463191,0.524288520678412,0.6353104933129,0.929045772607746,0.467863864975778,0.517260294636949
"pc2001__28__03","district","28","03","andhra pradesh","karimnagar",1,"karimnagar",TRUE,322956,101176,170943,298836,107416,202745,132906,TRUE,12.6852713700154,11.7973973904091,2.42995801543948,0.313281066151426,0.52930739791179,0.925314903578196,0.332602583633684,0.627779016336591
"pc2001__28__04","district","28","04","andhra pradesh","medak",1,"medak",TRUE,409872,143576,213878,370466,171455,233537,166357,TRUE,12.9236001948155,12.0218913605132,2.46380975853135,0.35029472615841,0.521816567123395,0.903857789748995,0.418313522270367,0.569780321661397
"pc2001__28__05","district","28","05","andhra pradesh","hyderabad",1,"hyderabad",TRUE,1473187,430034,1062760,1448069,206348,1264488,357163,TRUE,14.2029386391861,12.7859475391927,4.12469096742944,0.291907273143192,0.721401967299467,0.982949890271907,0.14006911546192,0.85833502467779
"pc2001__28__06","district","28","06","andhra pradesh","rangareddi",1,"rangareddy",TRUE,934683,243997,633479,904155,221710,708985,253070,TRUE,13.7479627133515,12.4414214092827,3.69337732643142,0.261047863286269,0.677747428807414,0.967338659203174,0.23720341548953,0.75852989730208
"pc2001__28__07","district","28","07","andhra pradesh","mahbubnagar",1,"mahbubnagar",TRUE,329200,104048,142240,296067,76435,249215,156471,TRUE,12.7044207477851,11.9606259682772,2.10390423784599,0.316063183475091,0.432077764277035,0.89935297691373,0.232184082624544,0.75703219927096
"pc2001__28__08","district","28","08","andhra pradesh","nalgonda",1,"nalgonda",TRUE,442249,162602,165414,407486,113176,320848,214314,TRUE,12.999628350855,12.2751975083059,2.06355627723807,0.367670701346979,0.374029110297593,0.921394960757401,0.255910132074917,0.725491747861499
"pc2001__28__09","district","28","09","andhra pradesh","warangal",1,"warangal",TRUE,337812,88445,153483,299287,90355,240537,165717,TRUE,12.7302448067036,12.0180367932034,2.03848730063904,0.261817223781275,0.454344428261873,0.885957278012622,0.267471256201674,0.71204397712337
"pc2001__28__10","district","28","10","andhra pradesh","khammam",1,"khammam",TRUE,387286,124382,139042,352065,50624,232895,179989,TRUE,12.8669187171604,12.1006510168939,2.15172038291229,0.321163171403046,0.359016334181974,0.909056872698729,0.130714768930455,0.601351456029911
"pc2001__28__11","district","28","11","andhra pradesh","srikakulam",1,"srikakulam",TRUE,340083,113463,121601,315540,69291,231259,166841,TRUE,12.7369449844475,12.0247965420594,2.03836586930071,0.333633260115913,0.357562712631916,0.927832323285786,0.203747320507053,0.680007527574151
"pc2001__28__12","district","28","12","andhra pradesh","vizianagaram",1,"vizianagaram",TRUE,398289,119972,136644,371252,74751,268278,192116,TRUE,12.8949331514145,12.1658546352414,2.07316933519332,0.301218461971081,0.343077514066419,0.932117131027972,0.187680302493918,0.673576222290849
"pc2001__28__13","district","28","13","andhra pradesh","visakhapatnam",1,"visakhapatnam",TRUE,566415,170424,238231,535554,121406,405106,265241,TRUE,13.2470823040618,12.4883941256461,2.13547302264733,0.300881862238818,0.420594440472092,0.945515214109796,0.214341075006841,0.715210578815886
"pc2001__28__14","district","28","14","andhra pradesh","east godavari",1,"east godavari",TRUE,669899,184497,243937,637252,142879,476248,353758,TRUE,13.4148822337351,12.7763683425249,1.89366459557098,0.275410173772464,0.364139967368215,0.951265787827717,0.213284390632021,0.710925079750828
"pc2001__28__15","district","28","15","andhra pradesh","west godavari",1,"west godavari",TRUE,470328,142067,189763,440800,116144,331175,246047,TRUE,13.061185602627,12.413277853576,1.91153722662743,0.302059413855862,0.403469493629977,0.937218281709785,0.246942559235257,0.704136262353081
"pc2001__28__16","district","28","16","andhra pradesh","krishna",1,"krishna",TRUE,709326,192203,375026,665184,145904,534210,282986,TRUE,13.4720705023763,12.553152705437,2.50657629706063,0.270965677276739,0.528707533630517,0.93776909347747,0.205693855857532,0.753123387553819
"pc2001__28__17","district","28","17","andhra pradesh","guntur",1,"guntur",TRUE,542001,145778,253611,511041,100690,432730,238791,TRUE,13.2030231254385,12.3833439713481,2.26977147379926,0.268962603390031,0.467916110855884,0.942878334172815,0.185774564991578,0.798393360897858
"pc2001__28__18","district","28","18","andhra pradesh","prakasam",1,"prakasam",TRUE,484777,147816,227979,457960,160863,287396,210402,TRUE,13.0914442703676,12.2567752655039,2.3040512922881,0.30491545597254,0.470276023821262,0.944681781520163,0.33182886151777,0.592841657091817
"pc2001__28__19","district","28","19","andhra pradesh","nellore",1,"sri potti sriramulu nellore",TRUE,404533,119477,168896,375041,80671,299064,189881,TRUE,12.9104885943533,12.1541528391355,2.13045539048141,0.295345497153508,0.417508583972136,0.927096182511686,0.199417600047462,0.73928208576309
"pc2001__28__20","district","28","20","andhra pradesh","cuddapah",1,"y s r",TRUE,300416,82791,143392,278246,50475,248784,125962,TRUE,12.6129234597706,11.7437355531454,2.38497324589956,0.275587851512569,0.477311461440136,0.926202332765232,0.16801701640392,0.828131657435023
"pc2001__28__21","district","28","21","andhra pradesh","kurnool",1,"kurnool",TRUE,518314,152635,245834,493440,134882,377149,205273,TRUE,13.1583365151964,12.2320960795019,2.52499841674258,0.29448365276647,0.474295504269613,0.952009785573996,0.260232214449156,0.727645790003743
"pc2001__28__22","district","28","22","andhra pradesh","anantapur",1,"anantapur",TRUE,505454,190229,188639,469540,102515,396857,249866,TRUE,13.1332123142911,12.428680053145,2.02290027454716,0.376352744265551,0.373207057417688,0.928947045626308,0.202817664911149,0.785149588290923
"pc2001__28__23","district","28","23","andhra pradesh","chittoor",1,"chittoor",TRUE,530068,183832,250049,493698,186000,336948,220910,TRUE,13.1807605791851,12.3055106577362,2.39947489928025,0.346808334025068,0.471730042183267,0.93138616177547,0.350898375302791,0.63566938581465
"pc2001__29__01","district","29","01","karnataka","belgaum",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__02","district","29","02","karnataka","bagalkot",1,"bagalkot",TRUE,164637,41149,81761,141682,30334,132314,62638,TRUE,12.0114983293275,11.0451274016748,2.62838851815192,0.249937741819883,0.496613762398489,0.860572046380826,0.184247769334961,0.803671106737854
"pc2001__29__03","district","29","03","karnataka","bijapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__04","district","29","04","karnataka","gulbarga",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__05","district","29","05","karnataka","bidar",1,"bidar",TRUE,104143,21836,54501,88607,19873,83479,43817,TRUE,11.5535202336767,10.6877771489163,2.37677157267727,0.209673237759619,0.523328500235253,0.850820506419058,0.190824155248072,0.801580519093938
"pc2001__29__06","district","29","06","karnataka","raichur",1,"raichur",TRUE,110906,25562,56677,91564,15424,90648,50813,TRUE,11.6164382746703,10.8359075063402,2.18263042922087,0.230483472490217,0.511036373144825,0.825600057706526,0.139072728256361,0.81734081113736
"pc2001__29__07","district","29","07","karnataka","koppal",1,"koppal",TRUE,74928,18238,32903,67381,14494,59419,34627,TRUE,11.2242829314233,10.4523890035543,2.16386057123054,0.243407004057228,0.439128229767243,0.899276638906684,0.193439034806748,0.793014627375614
"pc2001__29__08","district","29","08","karnataka","gadag",1,"gadag",TRUE,81717,22412,33755,72324,13887,66952,32071,TRUE,11.3110173375382,10.3757074739909,2.54800286863522,0.274263617117613,0.413071943414467,0.885054517419876,0.169940159330372,0.819315442319224
"pc2001__29__09","district","29","09","karnataka","dharwad",1,"dharwad",TRUE,160880,37420,91040,142388,35176,123948,62363,TRUE,11.9884140244465,11.040727429776,2.57973477863477,0.232595723520637,0.565887618100448,0.885057185479861,0.218647439085032,0.770437593237195
"pc2001__29__10","district","29","10","karnataka","uttara kannada",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__11","district","29","11","karnataka","haveri",1,"haveri",TRUE,101826,25186,50781,80971,18160,83058,48536,TRUE,11.5310207532393,10.7900610696221,2.09794791494973,0.247343507552099,0.498703670968122,0.795189833637774,0.178343448628052,0.815685581285723
"pc2001__29__12","district","29","12","karnataka","bellary",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__13","district","29","13","karnataka","chitradurga",1,"chitradurga",TRUE,96153,28177,47922,76302,17301,78102,44350,TRUE,11.4736959517782,10.6998679877377,2.1680496054115,0.293043378781733,0.498393185860036,0.793547783220492,0.179931983401454,0.812267947957942
"pc2001__29__14","district","29","14","karnataka","davanagere",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__15","district","29","15","karnataka","shimoga",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__16","district","29","16","karnataka","udupi",1,"udupi",TRUE,176923,71391,103547,156412,66786,103443,72362,TRUE,12.0834698886551,11.1894365787071,2.44497111743733,0.403514523267184,0.585265906637351,0.884068210464439,0.377486251080979,0.584678080294817
"pc2001__29__17","district","29","17","karnataka","chikmagalur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__18","district","29","18","karnataka","tumkur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__19","district","29","19","karnataka","kolar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__20","district","29","20","karnataka","bangalore",1,"bangalore",TRUE,1657048,434628,1206648,1587953,438611,1212555,396099,TRUE,14.3205482640036,12.8894194589918,4.1834187917667,0.26229053111316,0.728191337848994,0.958302354548571,0.264694203185424,0.731756110867036
"pc2001__29__21","district","29","21","karnataka","bangalore rural",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__22","district","29","22","karnataka","mandya",1,"mandya",TRUE,156941,48057,76053,138501,39370,115506,72206,TRUE,11.963625217523,11.1872784239212,2.17351743622414,0.306210614179851,0.484596122109583,0.882503616008564,0.250858602914471,0.73598358618844
"pc2001__29__23","district","29","23","karnataka","hassan",1,"hassan",TRUE,141785,38652,70497,114016,23170,117030,68257,TRUE,11.8620671046921,11.1310352718904,2.07722284893857,0.27260993758155,0.49721056529252,0.804147124166872,0.16341644038509,0.825404661988222
"pc2001__29__24","district","29","24","karnataka","dakshina kannada",1,"dakshina kannada",TRUE,413764,210200,186471,383808,207807,203161,210268,TRUE,12.933051041959,12.2561381865369,1.96779348260315,0.508019064007502,0.450669947119614,0.927601241287304,0.502235573902031,0.491006950822208
"pc2001__29__25","district","29","25","karnataka","kodagu",1,"kodagu",TRUE,25085,5783,13416,22418,3270,21752,11317,TRUE,10.1300253369184,9.33406129896594,2.21657683131572,0.230536176998206,0.534821606537772,0.893681482957943,0.130356786924457,0.867131752043054
"pc2001__29__26","district","29","26","karnataka","mysore",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__29__27","district","29","27","karnataka","chamarajanagar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__30__01","district","30","01","goa","north goa",1,"north goa",TRUE,170519,52239,100524,160354,37901,128418,55520,TRUE,12.0466020064472,10.9244985951807,3.07130763688761,0.306352957734915,0.5895178836376,0.940387874664993,0.222268486209748,0.753100827473771
"pc2001__30__02","district","30","02","goa","south goa",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__31__01","district","31","01","lakshadweep","lakshadweep",1,"lakshadweep",TRUE,10243,2648,6164,7175,1919,7090,3353,TRUE,9.23434982443653,8.11761074646623,3.05487623024157,0.258518012301084,0.601776823196329,0.700478375475935,0.187347456799766,0.692180025383189
"pc2001__32__01","district","32","01","kerala","kasaragod",1,"kasaragod",TRUE,208796,89608,85323,189460,75194,126718,120251,TRUE,12.249112977719,11.6973365039417,1.73633483297436,0.429165309680262,0.40864288587904,0.907392861932221,0.360131420142148,0.60689859959003
"pc2001__32__02","district","32","02","kerala","kannur",1,"kannur",TRUE,401127,122677,207319,367269,78164,314089,184297,TRUE,12.9020333643767,12.1243038657175,2.17652484847827,0.305830821659973,0.516841299638269,0.915592817237434,0.194860979191129,0.783016351429846
"pc2001__32__03","district","32","03","kerala","wayanad",1,"wayanad",TRUE,118817,39083,56859,105172,19988,97588,54464,TRUE,11.6853397733163,10.905295211933,2.18156947708578,0.328934411742427,0.478542632788237,0.885159531043538,0.168225085635894,0.821330281020393
"pc2001__32__04","district","32","04","kerala","kozhikode",1,"kozhikode",TRUE,434382,118044,249203,392819,87992,340961,181603,TRUE,12.9816796102793,12.1095782648367,2.39193185134607,0.271751591916792,0.573695503036498,0.904316937626329,0.202568246382217,0.784933537761694
"pc2001__32__05","district","32","05","kerala","malappuram",1,"malappuram",TRUE,522807,103628,267658,480358,96759,414470,249116,TRUE,13.166967650084,12.42567393042,2.09864882223542,0.198214637523981,0.511963305770581,0.918805601302201,0.185075945807918,0.792778214522759
"pc2001__32__06","district","32","06","kerala","palakkad",1,"palakkad",TRUE,385799,104665,192094,349660,89851,292120,181714,TRUE,12.8630717874338,12.1101893014986,2.12311104262743,0.271294119476722,0.49791212522583,0.906326869691212,0.232895886199809,0.757181848579182
"pc2001__32__07","district","32","07","kerala","thrissur",1,"thrissur",TRUE,534119,172223,290581,489069,135298,393052,230275,TRUE,13.1883739395577,12.3470295258564,2.31948322657692,0.322443125970055,0.544037939110947,0.915655499991575,0.253310591834404,0.735888444335438
"pc2001__32__08","district","32","08","kerala","ernakulam",1,"ernakulam",TRUE,880014,282780,522631,811249,182454,676225,310205,TRUE,13.6876930954187,12.6449886482278,2.83687883818765,0.321335796930503,0.593889415395664,0.921859197694582,0.207330792464665,0.768425275052442
"pc2001__32__09","district","32","09","kerala","idukki",1,"idukki",TRUE,170938,52343,82594,153195,27403,142087,82076,TRUE,12.0490561966399,11.3154009262736,2.08267946781032,0.306210438872574,0.483181036399162,0.896202131767073,0.160309585931741,0.831219506487732
"pc2001__32__10","district","32","10","kerala","kottayam",1,"kottayam",TRUE,373411,142691,180885,341680,72373,294282,163591,TRUE,12.830434968681,12.0051246894126,2.28258889547714,0.382128539330657,0.484412617732204,0.915023928057824,0.193815929364695,0.788091405984291
"pc2001__32__11","district","32","11","kerala","alappuzha",1,"alappuzha",TRUE,352001,132058,186156,315743,100489,232682,148116,TRUE,12.7713892954853,11.9057510295319,2.37652245537282,0.375163706921287,0.528850770310312,0.896994610810765,0.285479302615618,0.661026531174627
"pc2001__32__12","district","32","12","kerala","pathanamthitta",1,"pathanamthitta",TRUE,177798,61022,99117,156294,28237,148091,77173,TRUE,12.0884033534048,11.2538049339066,2.30388866572506,0.343209709895499,0.557469712820167,0.879053757635069,0.158815059786949,0.832917130676386
