"state_code","district_code","level","state_std","district_std","target_unit_2001","nonfarm_employment","female_employment","hired_employment","private_employment","manufacturing_employment","services_employment","firms_total","informal_employment","source_available","log_nonfarm_employment","log_firms_total","mean_employment_per_firm","female_employment_share","hired_employment_share","private_employment_share","manufacturing_employment_share","services_employment_share","informal_employment_share"
"08","21","district","rajasthan","ajmer","pc2001__08__21",200380,28953,100882,163336,51649,147906,86719,110515,TRUE,12.2079708428133,11.3704282852417,2.31068162686378,0.14449046811059,0.503453438466913,0.815131250623815,0.257755264996507,0.738127557640483,0.551527098512826
"08","22","district","rajasthan","tonk","pc2001__08__22",73931,8043,35716,62902,20111,53412,40622,51739,TRUE,11.2108875047683,10.6120650707514,1.8199743981094,0.108790629100107,0.48309910592309,0.850820359524421,0.272023914190259,0.722457426519322,0.69982821820346
"08","23","district","rajasthan","bundi","pc2001__08__23",61173,8550,28886,51760,16195,41807,33563,41669,TRUE,11.0214611946829,10.4211795487194,1.82263206507166,0.139767544504929,0.472201788370686,0.846124924394749,0.264740980497932,0.68342242492603,0.681166527716476
"08","24","district","rajasthan","bhilwara","pc2001__08__24",160541,17962,99145,141081,32302,123948,66653,88421,TRUE,11.9863046406434,11.1072553358467,2.40860876479678,0.11188419157723,0.61756809786908,0.878784858696532,0.201207168262313,0.772064457054584,0.55076896244573
"08","25","district","rajasthan","rajsamand","pc2001__08__25",85274,11114,43058,74553,29501,48757,38015,56398,TRUE,11.3536248804517,10.5457360976625,2.24316717085361,0.130332809531627,0.504937026526256,0.87427586368647,0.345955390857706,0.571768651640594,0.661373924056571
"08","26","district","rajasthan","udaipur","pc2001__08__26",157681,20988,101360,128941,37956,116932,70646,91102,TRUE,11.9683292837649,11.1654367693832,2.23198765676755,0.133104178689887,0.642816826377306,0.81773327160533,0.240713846309955,0.74157317622288,0.577761429722034
"08","27","district","rajasthan","dungarpur","pc2001__08__27",45940,7002,25726,35498,7474,37354,23006,28744,TRUE,10.7350914762431,10.043510330456,1.99687038163957,0.152416195037005,0.559991292990858,0.772703526338703,0.162690465824989,0.813104048759251,0.625685676969961
"08","28","district","rajasthan","banswara","pc2001__08__28",68412,11546,44996,51205,21576,45860,26338,38361,TRUE,11.1333035268196,10.1787680422702,2.59746374060293,0.168771560544934,0.657720867684032,0.748479798865696,0.315383266093668,0.670350230953634,0.560734958779162
"08","29","district","rajasthan","chittaurgarh","pc2001__08__29",120033,15901,58905,94741,32617,85195,64445,93445,TRUE,11.6955219839586,11.0735674258389,1.86256497788812,0.132471903559854,0.490740046487216,0.78929127823182,0.271733606591521,0.709763148467505,0.778494247415294
"08","30","district","rajasthan","kota","pc2001__08__30",121032,15915,78085,107549,30555,85986,52033,60000,TRUE,11.7038102524247,10.859633411665,2.32606230661311,0.131494150307357,0.645159957697138,0.888599709167823,0.252453896490184,0.710440214158239,0.49573666468372
"08","31","district","rajasthan","baran","pc2001__08__31",52897,5301,30382,46034,10872,41718,30331,37339,TRUE,10.8761019054632,10.3199255707952,1.74399129603376,0.10021362270072,0.574361494980812,0.870257292474053,0.20553150462219,0.788664763597179,0.70588124090213
"08","32","district","rajasthan","jhalawar","pc2001__08__32",64815,7412,30866,54525,14435,49090,33693,46831,TRUE,11.0792923370341,10.4250453796311,1.92369334876681,0.114356244696444,0.4762169250945,0.841240453598704,0.222710792254879,0.757386407467407,0.722533364190388
"09","01","district","uttar pradesh","saharanpur","pc2001__09__01",200815,23417,100092,196932,70261,129606,97215,178583,TRUE,12.2101393652049,11.4846802995299,2.06567916473795,0.116609815003859,0.49842890222344,0.980663795035231,0.349879242088489,0.645399995020292,0.889291138610164
"09","02","district","uttar pradesh","muzaffarnagar","pc2001__09__02",187341,11040,86645,179923,58325,128811,93125,100396,TRUE,12.1406857646372,11.4416979556819,2.01171543624161,0.058929972616779,0.462498865704784,0.960403755718182,0.311330675079134,0.687575063653979,0.535899776343673
"09","03","district","uttar pradesh","bijnor","pc2001__09__03",154984,14445,61963,143679,44617,109773,83731,124006,TRUE,11.9510771647668,11.3353645582778,1.85097514660042,0.0932031693594177,0.399802560264285,0.927056986527642,0.287881329685645,0.708286016621071,0.800121302844165
"09","04","district","uttar pradesh","moradabad","pc2001__09__04",198922,18689,84095,192144,64742,133667,89395,154560,TRUE,12.2006680670713,11.4008200311859,2.22520275183176,0.0939513980354109,0.422753642131087,0.965926342988709,0.325464252320005,0.671956847407527,0.776987965132062
"09","05","district","uttar pradesh","rampur","pc2001__09__05",87153,3485,31737,84088,26747,59515,52760,78022,TRUE,11.3754204737636,10.8735086068313,1.65187642153146,0.0399871490367515,0.364152696981171,0.964831962181451,0.306897066079194,0.682879533693619,0.895230227301412
"09","06","district","uttar pradesh","jyotiba phule nagar","pc2001__09__06",62712,8979,19049,60351,20431,41982,35704,61650,TRUE,11.0463080958686,10.4830180063091,1.75644185525431,0.143178339073861,0.303753667559638,0.962351703023345,0.325790917208828,0.669441255262151,0.983065442020666
"09","07","district","uttar pradesh","meerut","pc2001__09__07",212203.008557124,18459.711314991,96769.6217551506,205469.235406657,55295.7007602286,155467.966169789,100291.932434537,168036.341119705,TRUE,12.2652986829933,11.5158405363634,2.11585322374393,0.0869908086624594,0.456023797273829,0.968267305933816,0.260579249729833,0.732637898147131,0.791865969583888
"09","08","district","uttar pradesh","baghpat","pc2001__09__08",66858,9289,28465,65452,25084,41384,31496,52268,TRUE,11.1103262462751,10.3576158326236,2.12274574549149,0.138936252954022,0.425753088635616,0.978970355080918,0.375183224146699,0.618983517305334,0.781776302013222
"09","09","district","uttar pradesh","ghaziabad","pc2001__09__09",232889.991442875,20259.288685009,106203.378244849,225499.764593343,60686.2992397714,170624.033830211,110069.067565463,184417.658880295,TRUE,12.3583214813246,11.6088633346948,2.11585322374395,0.0869908086624596,0.456023797273827,0.96826730593382,0.260579249729832,0.73263789814713,0.791865969583885
"09","10","district","uttar pradesh","gautam buddha nagar","pc2001__09__10",117031.627444138,12461.5090426793,78799.138177642,115029.291770997,54867.5026268775,60050.2074917281,31287.5537501409,51784.4022578024,TRUE,11.6701994972854,10.3509756536815,3.74051702407738,0.106479840662111,0.673314896994445,0.982890644889163,0.468826280768137,0.513110932516012,0.442482116917671
"09","11","district","uttar pradesh","bulandshahar","pc2001__09__11",283626.372555862,30200.4909573207,190969.861822358,278773.708229003,132971.497373123,145531.792508272,75825.4462498591,125499.597742198,TRUE,12.5554130614036,11.2361892177997,3.74051702407738,0.106479840662111,0.673314896994444,0.982890644889155,0.468826280768138,0.513110932516011,0.442482116917672
"09","12","district","uttar pradesh","aligarh","pc2001__09__12",167640,17633,64191,156316,50449,117044,72944,132523,TRUE,12.029574102039,11.1974473024532,2.29820135994736,0.105183727034121,0.382909806728704,0.932450489143403,0.30093653066094,0.698186590312575,0.790521355285135
"09","13","district","uttar pradesh","hathras","pc2001__09__13",56913,6017,19767,54549,18569,38085,29471,44468,TRUE,10.9492790650207,10.2911620079691,1.93115265854569,0.105722769841688,0.347319593063096,0.95846291708397,0.326269920756242,0.669179273628169,0.78133291163706
"09","14","district","uttar pradesh","mathura","pc2001__09__14",86113,5485,18619,82999,19416,66039,48007,71138,TRUE,11.3634156662426,10.7791021125907,1.79375924344366,0.0636953770046334,0.216215902360851,0.963838212581143,0.225471183212755,0.766887694076388,0.826100588761279
"09","15","district","uttar pradesh","agra","pc2001__09__15",188914,13285,82136,182645,45377,142794,87462,128840,TRUE,12.1490471640308,11.3789596923021,2.15995518053555,0.070323004118276,0.434779846914469,0.966815588045354,0.24019924410049,0.755867749346263,0.682003451305885
"09","16","district","uttar pradesh","firozabad","pc2001__09__16",89835.4144219477,6079.56624274678,38505.6150170708,84067.3925693856,24986.7078326487,64621.0884430008,45095.0967719157,65624.8124102897,TRUE,11.4057345465018,10.7165288005542,1.99213264529228,0.0676744943168145,0.428624003850128,0.93579345195125,0.278138727287311,0.719327548704592,0.730500469470277
"09","17","district","uttar pradesh","etah","pc2001__09__17",122105.585578052,8263.43375725322,52337.3849829292,114265.607430614,33962.2921673513,87833.9115569992,61293.9032280843,89198.1875897103,TRUE,11.7126414049825,11.0234356590349,1.99213264529227,0.0676744943168148,0.428624003850129,0.93579345195125,0.278138727287312,0.719327548704594,0.730500469470279
"09","18","district","uttar pradesh","mainpuri","pc2001__09__18",39995,2699,16373,35446,8676,31074,22743,29705,TRUE,10.5965097252829,10.0320126847244,1.75856307435255,0.0674834354294287,0.409376172021503,0.886260782597825,0.216927115889486,0.776947118389799,0.742717839729966
"09","19","district","uttar pradesh","budaun","pc2001__09__19",123573,15978,29877,115673,33637,89646,70018,96512,TRUE,11.7245873535409,11.1565076308331,1.76487474649376,0.129300089825447,0.241776116141876,0.936070177142256,0.272203474869106,0.72544973416523,0.781012033372986
"09","20","district","uttar pradesh","bareilly","pc2001__09__20",185790,25390,70092,175810,69879,114843,101420,150983,TRUE,12.1323722826002,11.527025589349,1.83188720173536,0.13665966951935,0.377264653641208,0.946283438290543,0.376118197965445,0.618133376392701,0.812654071801496
"09","21","district","uttar pradesh","pilibhit","pc2001__09__21",64171.3645371208,4612.59147854133,25341.3955277772,58325.1912613241,20938.3246216705,43078.0574695483,35483.5252597282,47952.7458439442,TRUE,11.0693123549274,10.4768237905556,1.80848334733955,0.0718792799843474,0.394901927215809,0.908897476032087,0.326287663862258,0.671297202113089,0.74726081001761
"09","22","district","uttar pradesh","shahjahanpur","pc2001__09__22",99380.6354628792,7143.40852145867,39245.6044722228,90326.8087386759,32426.6753783295,66713.9425304517,54952.4747402718,74263.2541560558,TRUE,11.5067125594092,10.9142239950374,1.80848334733956,0.0718792799843475,0.394901927215809,0.908897476032088,0.326287663862258,0.67129720211309,0.747260810017609
"09","23","district","uttar pradesh","kheri","pc2001__09__23",80070,2697,28830,75299,21380,58412,47726,71668,TRUE,11.2906565310667,10.7732316017532,1.67770188157398,0.0336830273510678,0.360059947545897,0.940414637192457,0.267016360684401,0.729511677282378,0.895066816535531
"09","24","district","uttar pradesh","sitapur","pc2001__09__24",126261,9090,38691,117676,35876,89069,80361,117426,TRUE,11.746106472055,11.2942842628534,1.57117258371598,0.0719937272792074,0.30643666690427,0.932005924236304,0.284141579743547,0.70543556601009,0.930025898733576
"09","25","district","uttar pradesh","hardoi","pc2001__09__25",95760,1258,39880,93542,29152,66339,56092,91400,TRUE,11.4696003402319,10.9347484788465,1.70719532197105,0.0131370091896408,0.416457811194653,0.976837928153718,0.304427736006683,0.692763157894737,0.954469507101086
"09","26","district","uttar pradesh","unnao","pc2001__09__26",81689,8024,25417,72383,24638,56900,49591,59442,TRUE,11.3106746328606,10.8115646446358,1.64725454215483,0.0982261993658877,0.311143483210714,0.886080133188067,0.301607315550441,0.6965442103588,0.727662231144952
"09","27","district","uttar pradesh","lucknow","pc2001__09__27",334244,33217,160864,308525,64354,269270,154266,232131,TRUE,12.7196265441673,11.946433664103,2.16667314897644,0.0993794952190615,0.481277150823949,0.923053218606766,0.192535991670755,0.805609076004356,0.69449563791721
"09","28","district","uttar pradesh","rae bareli","pc2001__09__28",75830,7071,33198,72325,15678,59966,45951,69981,TRUE,11.236249271695,10.7353308903327,1.6502361210855,0.0932480548595543,0.437795067915073,0.953778188052222,0.206751945140446,0.790795199789002,0.922866939206119
"09","29","district","uttar pradesh","farrukhabad","pc2001__09__29",52482,4946,26155,45972,13995,38479,29281,35803,TRUE,10.8682255326479,10.2846941204975,1.79235681841467,0.094241835295911,0.498361342936626,0.87595747113296,0.266662855836287,0.733184710948516,0.682195800464921
"09","30","district","uttar pradesh","kannauj","pc2001__09__30",31499,2004,11217,27543,8135,23264,21033,27433,TRUE,10.3577110782781,9.95384791187508,1.49759901107783,0.063621067335471,0.356106543064859,0.874408711387663,0.258262167052922,0.738563128988222,0.870916537032922
"09","31","district","uttar pradesh","etawah","pc2001__09__31",58178,5544,24144,50597,13332,44684,27986,21987,TRUE,10.9712625553841,10.2394596641157,2.07882512684914,0.0952937536525835,0.41500223452164,0.869693011103854,0.229158788545498,0.7680566537179,0.377926363917632
"09","32","district","uttar pradesh","auraiya","pc2001__09__32",42403,3488,18799,35590,8559,33795,23811,28306,TRUE,10.654974393434,10.077902937759,1.78081558943346,0.0822583307784827,0.443341273023135,0.839327406079759,0.201848925783553,0.796995495601726,0.667547107515978
"09","33","district","uttar pradesh","kanpur dehat","pc2001__09__33",65738,6845,39593,63113,22828,42559,26677,43790,TRUE,11.0934324238774,10.1915570499292,2.46422011470555,0.10412546776598,0.602284827649153,0.9600687577961,0.347257294106909,0.647403328364112,0.666129179470017
"09","34","district","uttar pradesh","kanpur nagar","pc2001__09__34",340233,27334,188427,293276,95173,244544,139224,194245,TRUE,12.7373859560032,11.843839425814,2.443781244613,0.080339061760617,0.553817530927335,0.861985756819591,0.279728891671296,0.718754500592241,0.570917577072183
"09","35","district","uttar pradesh","jalaun","pc2001__09__35",65257,4329,23477,56097,13873,51208,38601,58084,TRUE,11.0860885991244,10.5610334618531,1.69055205823683,0.0663377108969153,0.35976217110808,0.85963191688248,0.212590220206261,0.784712751122485,0.890080757619872
"09","36","district","uttar pradesh","jhansi","pc2001__09__36",69981,6884,28307,65562,15054,54607,40318,56878,TRUE,11.1559790556167,10.6045532983404,1.73572597847115,0.0983695574513082,0.404495505923036,0.936854289021306,0.215115531358512,0.780311798916849,0.8127634643689
"09","37","district","uttar pradesh","lalitpur","pc2001__09__37",36258,4687,12098,32415,9450,25996,21705,22300,TRUE,10.4984153255896,9.98529792773369,1.67049067035245,0.129268023608583,0.333664294776325,0.894009597881847,0.260632136356114,0.716972806001434,0.615036681559932
"09","38","district","uttar pradesh","hamirpur","pc2001__09__38",37788.4139801424,4855.94045786627,10979.4767565494,33194.5704066555,8467.51638966745,28908.6906723145,23206.8920875873,29226.7809819932,TRUE,10.5397578261625,10.0522045862779,1.62832721579096,0.128503420662694,0.290551404520948,0.878432485261198,0.224077051609445,0.765014659982974,0.773432327626973
"09","39","district","uttar pradesh","mahoba","pc2001__09__39",25649.5860198577,3296.05954213373,7452.52324345055,22531.4295933445,5747.48361033255,19622.3093276855,15752.1079124127,19838.2190180068,TRUE,10.152282710892,9.66472947100732,1.62832721579096,0.128503420662694,0.290551404520949,0.878432485261199,0.224077051609445,0.765014659982975,0.773432327626973
"09","40","district","uttar pradesh","banda","pc2001__09__40",44603.83538882,4325.07070781635,21722.1486081716,38246.0682301161,8757.6173199325,35759.436282807,27106.6246583718,32857.5868667122,TRUE,10.7055751295758,10.2075334293326,1.64549573954588,0.0969663409012677,0.487001810916383,0.857461424487781,0.196342248230241,0.801712139126272,0.736653845578221
"09","41","district","uttar pradesh","chitrakoot","pc2001__09__41",22213.16461118,2153.92929218365,10817.8513918284,19046.9317698839,4361.3826800675,17808.563717193,13499.3753416282,16363.4131332878,TRUE,10.0084403926087,9.51039869236548,1.64549573954589,0.0969663409012674,0.487001810916384,0.857461424487778,0.196342248230241,0.801712139126266,0.736653845578221
"09","42","district","uttar pradesh","fatehpur","pc2001__09__42",86403,9370,26908,82388,24032,62229,51654,68036,TRUE,11.3667776764116,10.852322915886,1.67272621674991,0.10844530861197,0.311424371838941,0.953531706075021,0.27813849056167,0.720218047984445,0.787426362510561
"09","43","district","uttar pradesh","pratapgarh","pc2001__09__43",76030,9069,34070,68700,19939,55949,45732,68359,TRUE,11.2388832782225,10.7305535506619,1.6625120265897,0.119281862422728,0.448112587136657,0.903590687886361,0.262251742733132,0.735880573457846,0.89910561620413
"09","44","district","uttar pradesh","kaushambi","pc2001__09__44",25524,4017,3788,24257,5212,20141,15797,24522,TRUE,10.1473744649882,9.6675753275691,1.61574982591631,0.157381288199342,0.148409340228804,0.950360445071305,0.20419996865695,0.78910045447422,0.960742830277386
"09","45","district","uttar pradesh","allahabad","pc2001__09__45",206499,25293,98012,189992,53065,152686,110936,168301,TRUE,12.2380508487565,11.6167087374337,1.86142460517776,0.122484854648207,0.474636681049303,0.920062566888944,0.256974610046538,0.739403096383033,0.815020895984968
"09","46","district","uttar pradesh","barabanki","pc2001__09__46",101355.053654702,15325.1338147602,38368.6919241517,93731.502711281,27489.1324776499,73646.9826742585,55420.0716263213,84578.7505329649,TRUE,11.5263850140282,10.9226971108434,1.82885100434559,0.151202463638075,0.378557265184495,0.924783711630275,0.271216199749648,0.726623685930454,0.834479855549277
"09","47","district","uttar pradesh","faizabad","pc2001__09__47",79190.9463452982,11973.8661852398,29978.3080758483,73234.497288719,21477.8675223501,57542.0173257415,43300.9283736787,66083.2494670351,TRUE,11.2796172574462,10.6759293542614,1.82885100434558,0.151202463638076,0.378557265184497,0.924783711630277,0.271216199749649,0.726623685930455,0.834479855549278
"09","48","district","uttar pradesh","ambedkar nagar","pc2001__09__48",64051,2152,17661,60176,8114,55781,38742,50078,TRUE,11.0674349200055,10.5646795618545,1.65327035258892,0.0335982264133269,0.275733399946917,0.939501334873772,0.126680301634635,0.870884139201574,0.781845716694509
"09","49","district","uttar pradesh","sultanpur","pc2001__09__49",104881,16477,24955,96692,33223,71063,59390,88088,TRUE,11.5605816530985,10.9918811410099,1.76597070213841,0.157101858296546,0.237936327838217,0.921921034315081,0.316768528141417,0.677558375682917,0.839885203230328
"09","50","district","uttar pradesh","bahraich","pc2001__09__50",55476.1294570883,3295.41952714615,17033.1369508695,52460.402389302,15299.4451752684,39943.8302725922,34002.7074337027,45013.7579390259,TRUE,10.9237081073428,10.434195430831,1.63152094771435,0.0594024774149972,0.307035424380948,0.945639194779819,0.27578429362313,0.720018333353436,0.811407687947026
"09","51","district","uttar pradesh","shrawasti","pc2001__09__51",27432.8705429117,1629.58047285385,8422.86304913049,25941.597610698,7565.55482473164,19752.1697274078,16814.2925662973,22259.2420609741,TRUE,10.2194972282161,9.72998455170428,1.63152094771435,0.059402477414997,0.307035424380948,0.945639194779818,0.275784293623129,0.720018333353434,0.811407687947027
"09","52","district","uttar pradesh","balrampur","pc2001__09__52",42994,3922,13849,41182,10226,32583,28053,40032,TRUE,10.6688158500561,10.2418508571036,1.53259900901864,0.0912220309810671,0.322114713680979,0.957854584360608,0.237847141461599,0.757849932548728,0.931106666046425
"09","53","district","uttar pradesh","gonda","pc2001__09__53",68309,4898,22812,63856,22304,45768,41568,59064,TRUE,11.1317968084737,10.6350859194703,1.64330735180908,0.0717035822512407,0.333953066213822,0.934810932673586,0.326516271647953,0.6700142001786,0.864659122516799
"09","54","district","uttar pradesh","siddharthnagar","pc2001__09__54",43717,3981,13016,41225,7423,36171,26881,40415,TRUE,10.6854923214549,10.199174996326,1.62631598526841,0.0910629732140815,0.29773314728824,0.942997003454034,0.169796646613446,0.827389802593957,0.924468742136926
"09","55","district","uttar pradesh","basti","pc2001__09__55",56682,5406,22429,51651,13171,42652,29349,45494,TRUE,10.9452119789972,10.2870137531255,1.9313094142901,0.0953741928654599,0.395698810909989,0.911241664020324,0.232366536113757,0.75247874104654,0.802618115098268
"09","56","district","uttar pradesh","sant kabir nagar","pc2001__09__56",47743,5627,12203,46171,14413,32787,26304,36097,TRUE,10.7735877383039,10.1774762978559,1.81504714111922,0.117860209873699,0.255597679240936,0.967073707140314,0.301887187650546,0.686739417296776,0.756068952516599
"09","57","district","uttar pradesh","maharajganj","pc2001__09__57",70941,3874,15684,67846,15260,55220,45213,32548,TRUE,11.1696038246478,10.7191399350878,1.56903987791122,0.0546087593916071,0.221085127077431,0.956372196614088,0.215108329456873,0.778393312752851,0.45880379470264
"09","58","district","uttar pradesh","gorakhpur","pc2001__09__58",173541,14182,73329,161363,31564,141481,101857,123936,TRUE,12.0641691616911,11.5313251478156,1.70377097303082,0.0817213223388133,0.422545680847754,0.929826381085738,0.181882091263736,0.815259794515417,0.714159766280015
"09","59","district","uttar pradesh","kushinagar","pc2001__09__59",85489.4262568041,5972.34817224733,26843.568366309,78028.1198684374,18821.2576171375,66276.9622868698,50394.3972460178,59942.3095504229,TRUE,11.3561479777661,10.8276352821265,1.69640735733891,0.0698606650406896,0.313998695998647,0.91272246504552,0.220158894979594,0.775265026200767,0.70116635676511
"09","60","district","uttar pradesh","deoria","pc2001__09__60",80154.5737431959,5599.65182775267,25168.431633691,73158.8801315626,17646.7423828625,62141.0377131302,47249.6027539822,56201.6904495771,TRUE,11.291712221203,10.7631995255634,1.6964073573389,0.0698606650406897,0.313998695998648,0.912722465045519,0.220158894979595,0.775265026200769,0.701166356765111
"09","61","district","uttar pradesh","azamgarh","pc2001__09__61",130589,18106,37077,116971,23248,106929,70622,109118,TRUE,11.779810265631,11.1650969896704,1.84912633456996,0.138648737642527,0.283921310370705,0.895718628674697,0.178024182741272,0.818820880778626,0.83558339523237
"09","62","district","uttar pradesh","mau","pc2001__09__62",124668,29498,35042,117412,13818,110507,55105,99114,TRUE,11.7334094828585,10.9169957351256,2.26237183558661,0.236612442647672,0.281082555266789,0.941797413931402,0.110838386755222,0.886410305772131,0.79502358263548
"09","63","district","uttar pradesh","ballia","pc2001__09__63",102271,8673,29503,93512,15889,86209,61065,82302,TRUE,11.5353814317908,11.0196941496052,1.67478915909277,0.0848040989136705,0.288478649861642,0.914354997995522,0.155361734998191,0.842946680877277,0.804744257903022
"09","64","district","uttar pradesh","jaunpur","pc2001__09__64",153251,18864,50807,138841,47737,105195,81485,103225,TRUE,11.9398323790626,11.3081742332101,1.88072651408235,0.123092182106479,0.3315280161304,0.905971249779773,0.311495520420748,0.686422927093461,0.673568198576192
"09","65","district","uttar pradesh","ghazipur","pc2001__09__65",120956,14269,41553,108152,31533,89171,68578,90610,TRUE,11.7031821220835,11.1357270625704,1.76377263845548,0.11796851747743,0.343538146102715,0.894143324845398,0.260698105096068,0.737218492675022,0.74911538079963
"09","66","district","uttar pradesh","chandauli","pc2001__09__66",50195,6130,16769,45160,10838,39302,25706,39267,TRUE,10.8236706991256,10.1544797066701,1.952656967245,0.122123717501743,0.334077099312681,0.899691204303217,0.215917920111565,0.782986353222432,0.782289072616794
"09","67","district","uttar pradesh","varanasi","pc2001__09__67",256648,31005,81882,248198,39894,216359,111501,229265,TRUE,12.4554607752443,11.621788838452,2.3017551412095,0.120807487297778,0.319043982419501,0.967075527570836,0.15544247373835,0.843018453290109,0.893305227393161
"09","68","district","uttar pradesh","sant ravidas nagar bhadohi","pc2001__09__68",59026,5483,33062,56940,34362,24599,23158,37059,TRUE,10.9857333037839,10.0500955721722,2.54883841437084,0.0928912682546674,0.560126046149155,0.964659641513909,0.582150238877783,0.416748551485786,0.627841967946329
"09","69","district","uttar pradesh","mirzapur","pc2001__09__69",70882.6425929492,6346.23395876663,38390.2795926918,60622.2076706115,25450.5865311917,45029.2801693139,35953.5150157935,54244.0355353516,TRUE,11.1687808672159,10.4899821334959,1.97150800309267,0.0895315655090701,0.541603391018474,0.855247567711897,0.359052450644995,0.635265257079919,0.76526542396075
"09","70","district","uttar pradesh","sonbhadra","pc2001__09__70",48963.3574070508,4383.76604123337,26518.7204073082,41875.7923293885,17580.4134688083,31104.7198306861,24835.4849842065,37469.9644646484,TRUE,10.7988274893255,10.1200287556055,1.97150800309266,0.0895315655090699,0.541603391018473,0.855247567711897,0.359052450644994,0.635265257079919,0.765265423960749
"10","01","district","bihar","pashchim champaran","pc2001__10__01",90575,8816,35246,83428,21968,68202,51330,21862,TRUE,11.4139335157633,10.8460306555543,1.76456263393727,0.0973337013524703,0.389136075075904,0.921093016836875,0.242539332045266,0.752989235440243,0.241369031189622
"10","02","district","bihar","purba champaran","pc2001__10__02",85320,11108,29128,79974,17331,67049,49106,38063,TRUE,11.3541641725853,10.8017365059095,1.73746589011526,0.13019221753399,0.341397093295827,0.937341772151899,0.203129395218003,0.785853258321613,0.446120487576184
"10","03","district","bihar","sheohar","pc2001__10__03",9688,650,3178,8680,784,8903,6632,7358,TRUE,9.17864328523293,8.79966169681513,1.46079613992762,0.0670933113129645,0.328034682080925,0.895953757225434,0.0809248554913295,0.918971924029727,0.759496284062758
"10","04","district","bihar","sitamarhi","pc2001__10__04",50232,4610,24041,46792,13202,36848,26222,23640,TRUE,10.8244075527939,10.1743540320593,1.91564335290977,0.0917741678611244,0.478599299251473,0.931517757604714,0.262820512820513,0.73355629877369,0.470616340181558
"10","05","district","bihar","madhubani","pc2001__10__05",72434,10089,18899,66603,17640,53970,40932,5788,TRUE,11.1904310813997,10.6196674322066,1.76961790286329,0.139285418449899,0.260913383217826,0.919499130242704,0.243532042963249,0.745092083828037,0.079907225888395
"10","06","district","bihar","supaul","pc2001__10__06",31889,3558,7177,30054,9432,22411,21488,23846,TRUE,10.37001640172,9.97524991876302,1.48403760238273,0.111574524130578,0.225061933582113,0.942456646492521,0.295775972906018,0.702781523409326,0.747781366615447
"10","07","district","bihar","araria","pc2001__10__07",46501,5857,18229,42656,10893,34856,27831,16828,TRUE,10.7472290967206,10.2339057863214,1.67083468075168,0.125954280553106,0.392013074987635,0.917313606159007,0.234253026816628,0.749575277951012,0.361884690651814
"10","08","district","bihar","kishanganj","pc2001__10__08",26861,2755,12012,23311,6452,20233,14741,3141,TRUE,10.1984306994661,9.59838800604728,1.82219659453226,0.102565057146048,0.447191094895946,0.867838129630319,0.24019954580991,0.753248203715424,0.116935333755259
"10","09","district","bihar","purnia","pc2001__10__09",54494,5132,15649,50151,11236,42502,33688,5771,TRUE,10.9058458828477,10.4248969698418,1.61760864402755,0.0941755055602452,0.28716922963996,0.920303152640658,0.206187837193085,0.779939075861563,0.105901567145007
"10","10","district","bihar","katihar","pc2001__10__10",52773,3251,22029,47229,13413,39098,32080,3440,TRUE,10.873754975267,10.3759880619805,1.64504364089776,0.0616034714721543,0.417429367290092,0.894946279347394,0.254164061167643,0.740871278873666,0.0651848483125841
"10","11","district","bihar","madhepura","pc2001__10__11",40413.8003524339,3944.79110193386,16931.297017366,37051.7624814675,9028.09329726236,31056.231471549,22374.702569187,15933.1288185237,TRUE,10.6069265985017,10.0156862500575,1.80622737788207,0.0976100012256404,0.418948400539281,0.916809658046328,0.223391346978796,0.768456101646443,0.394249703803571
"10","12","district","bihar","saharsa","pc2001__10__12",34655,3832,11323,30758,5995,28558,19926,9764,TRUE,10.4531972943521,9.8997806906048,1.73918498444244,0.110575674505843,0.326734958880392,0.887548694272111,0.172990910402539,0.824065791372096,0.281748665416246
"10","13","district","bihar","darbhanga","pc2001__10__13",78205,12318,13175,73207,16466,61297,44975,9751,TRUE,11.2670888631083,10.7138620588187,1.73885491939967,0.157509110670673,0.168467489290966,0.936091042772201,0.210549197621635,0.78379898983441,0.124685122434627
"10","14","district","bihar","muzaffarpur","pc2001__10__14",100348.093773079,9794.97755618094,42040.6733833974,92000.1015376978,22416.8958347228,77113.1049485122,55556.7338873716,39562.2062472894,TRUE,11.5164003582601,10.9251600098159,1.80622737788207,0.0976100012256406,0.418948400539283,0.916809658046332,0.223391346978798,0.768456101646445,0.394249703803571
"10","15","district","bihar","gopalganj","pc2001__10__15",50198,3873,21831,44815,13324,36641,29661,14597,TRUE,10.8237304642487,10.2975883305652,1.6923906813661,0.0771544683055102,0.434897804693414,0.892764651978166,0.265428901549863,0.729929479262122,0.290788477628591
"10","16","district","bihar","siwan","pc2001__10__16",69679,11272,8513,65154,14183,55465,41266,5249,TRUE,11.1516542601031,10.6277941953452,1.68853293268066,0.161770404282495,0.122174543262676,0.935059343561188,0.203547697297608,0.796007405387563,0.0753311614690222
"10","17","district","bihar","saran","pc2001__10__17",75370,3196,31426,69261,15931,59281,48952,11518,TRUE,11.2301645968375,10.7985955051424,1.53967151495342,0.0424041395780815,0.416956348679846,0.918946530449781,0.211370571845562,0.786533103356773,0.152819424174075
"10","18","district","bihar","vaishali","pc2001__10__18",82895,11874,27530,78022,15922,66826,44222,20184,TRUE,11.3253300256736,10.6969776817921,1.87451946994709,0.143241450027143,0.332106882200374,0.941214789794318,0.192074310875204,0.806152361421075,0.243488750829362
