"term","estimate","std.error","statistic","p.value","missing_var","pseudoR2","nobs","status","reason","p_adj"
"SOCIAL_GROUPScheduled Tribe",0.151412361506164,0.0569945171527737,2.65661275979062,0.00789300497950288,"father_educ",0.0230209989667974,127181,"estimated",NA,0.0494170746542789
"SOCIAL_GROUPScheduled Caste",-0.214607384693378,0.0461616573953223,-4.6490398482773,3.33483786657307e-06,"father_educ",0.0230209989667974,127181,"estimated",NA,4.00180543988769e-05
"SOCIAL_GROUPOther Backward Class",-0.0756032161851122,0.0385365890303044,-1.96185542331366,0.0497793188913217,"father_educ",0.0230209989667974,127181,"estimated",NA,0.210830056480892
"state_0708Andhra Pardesh",0.0290320437193629,0.272878397259952,0.106391872756809,0.915271441080832,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Arunachal Pradesh",0.0488624337612384,0.307300861558748,0.159005196124051,0.87366478000231,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Assam",0.211392817763639,0.283263293883244,0.746276776159961,0.455500237476051,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Bihar",0.650421146202863,0.268807057347869,2.41965799789676,0.0155351102818754,"father_educ",0.0230209989667974,127181,"estimated",NA,0.0932106616912527
"state_0708Chandigarh",0.607352801920628,0.35565642626684,1.70769528416997,0.0876928976400634,"father_educ",0.0230209989667974,127181,"estimated",NA,0.341291277301868
"state_0708Chhattisgarh",0.490031650177766,0.280872440609234,1.74467686866981,0.0810411319514444,"father_educ",0.0230209989667974,127181,"estimated",NA,0.324164527805778
"state_0708Dadra & Nagar Haveli",-2.24420761595358,1.03675979880244,-2.16463603097444,0.0304155694357032,"father_educ",0.0230209989667974,127181,"estimated",NA,0.151029034439354
"state_0708Daman & Diu",-0.0891744676642826,0.44599325871208,-0.199945774789953,0.841522990096173,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Delhi",0.494579314894212,0.293721398569728,1.68383821302281,0.0922129399324124,"father_educ",0.0230209989667974,127181,"estimated",NA,0.349438509217563
"state_0708Goa",-0.133649238152382,0.428992826020443,-0.311541895448884,0.755388698433327,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Gujrat",0.366561811863921,0.27325329742653,1.34147260185388,0.179767059402868,"father_educ",0.0230209989667974,127181,"estimated",NA,0.602010617535186
"state_0708Haryana",0.00248431064655982,0.290176453648042,0.0085613791723193,0.993169091187093,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Himachal Pradesh",0.575669113692104,0.284070199947088,2.02650300453666,0.0427132651481502,"father_educ",0.0230209989667974,127181,"estimated",NA,0.192209693166676
"state_0708Jammu & Kashmir",0.680271223112094,0.283255486241842,2.401617113009,0.0163227832774748,"father_educ",0.0230209989667974,127181,"estimated",NA,0.0940192316782549
"state_0708Jharkhand",0.545505661904345,0.277867768609643,1.96318437591331,0.0496247541461894,"father_educ",0.0230209989667974,127181,"estimated",NA,0.210830056480892
"state_0708Karnataka",0.055594110903843,0.277118174147801,0.200615174644561,0.840999491647601,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Kerala",-0.0340654388865314,0.289406972658228,-0.117707733762035,0.906299238728908,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Lakshadweep",1.04518691395663,0.371908115984375,2.8103363950265,0.0049489743101045,"father_educ",0.0230209989667974,127181,"estimated",NA,0.0323932863934112
"state_0708Madhya Pradesh",0.312416804717658,0.271201351844594,1.15197362621069,0.24933191115575,"father_educ",0.0230209989667974,127181,"estimated",NA,0.78051728709626
"state_0708Maharastra",0.0834935200772347,0.270349753019032,0.308835200124473,0.757446891317617,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Manipur",0.405027555858742,0.282647476493705,1.43297778873947,0.151864184939863,"father_educ",0.0230209989667974,127181,"estimated",NA,0.520677205508102
"state_0708Meghalaya",-0.126082564720434,0.301373879030529,-0.418359298841761,0.675684439998712,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Mizoram",-0.012130118072121,0.303791278716172,-0.0399291188456204,0.968149636127242,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Nagaland",-0.334476586285807,0.316528237267461,-1.05670378470272,0.290646797176863,"father_educ",0.0230209989667974,127181,"estimated",NA,0.888694281240441
"state_0708Orissa",0.358338064935749,0.273993463992501,1.30783435383537,0.190929499294006,"father_educ",0.0230209989667974,127181,"estimated",NA,0.624860179507656
"state_0708Pondicheri",0.0249536802074547,0.387066297694664,0.0644687495555073,0.948596989573053,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Punjab",0.503727760451435,0.285968872394964,1.76147759101457,0.0781576025629397,"father_educ",0.0230209989667974,127181,"estimated",NA,0.321562707687523
"state_0708Rajasthan",0.579257184165144,0.27091192832634,2.13817526508974,0.0325025211086519,"father_educ",0.0230209989667974,127181,"estimated",NA,0.156012101321529
"state_0708Sikkim",0.893636354536911,0.287105282308334,3.11257371286258,0.00185463692074214,"father_educ",0.0230209989667974,127181,"estimated",NA,0.0133533858293434
"state_0708Tamil Nadu",-0.195110689098551,0.278564908305651,-0.700413739423593,0.4836689583413,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Tripura",0.183225138288409,0.284019354180986,0.645114974001568,0.518852680794605,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
"state_0708Uttar Pradesh",0.913953252883362,0.26686346724416,3.42479719056923,0.00061525851944954,"father_educ",0.0230209989667974,127181,"estimated",NA,0.00513925260817247
"state_0708Uttaranchal",0.301124499329485,0.29198702256369,1.03129411946314,0.302402915144317,"father_educ",0.0230209989667974,127181,"estimated",NA,0.888694281240441
"state_0708West Bengal",-0.057227938771464,0.273231793293341,-0.209448315225982,0.834098278960538,"father_educ",0.0230209989667974,127181,"estimated",NA,0.999998237887418
