"term","estimate","std.error","statistic","p.value","missing_var","pseudoR2","nobs","p_adj"
"state_0708Andhra Pardesh",0.331538999204852,0.519577041253346,0.638094012786052,0.523412483744859,"BOOKS",0.0271347149034037,89841,0.658676384038475
"state_0708Arunachal Pradesh",1.3754786406835,0.5404537542186,2.54504410404587,0.0109263936755203,"BOOKS",0.0271347149034037,89841,0.0221160739456314
"state_0708Assam",0.410361511903809,0.537076413654782,0.7640654131715,0.444828262185635,"BOOKS",0.0271347149034037,89841,0.579311225171989
"state_0708Bihar",0.35714764930515,0.516999978327639,0.690807861269993,0.489686294657336,"BOOKS",0.0271347149034037,89841,0.627994637423148
"state_0708Chandigarh",0.185565305532246,0.771933877483259,0.240390156391693,0.810027808572712,"BOOKS",0.0271347149034037,89841,0.889838404674931
"state_0708Chhattisgarh",0.73304765606,0.533940996431616,1.37290011622826,0.169783400461294,"BOOKS",0.0271347149034037,89841,0.258132228755633
"state_0708Dadra & Nagar Haveli",-12.7552038839647,264.11495583288,-0.0482941370879261,0.961481827029718,"BOOKS",0.0271347149034037,89841,0.973065945427666
"state_0708Daman & Diu",0.879921255652491,0.678168727489646,1.29749606548457,0.19446055800991,"BOOKS",0.0271347149034037,89841,0.28783589203229
"state_0708Delhi",0.842907513069205,0.548320865552287,1.53725230248205,0.124231536831403,"BOOKS",0.0271347149034037,89841,0.203618518904153
"state_0708Goa",0.785577974883907,0.67695587350055,1.16045669390779,0.245862915726934,"BOOKS",0.0271347149034037,89841,0.35153165823085
"state_0708Gujrat",0.689342307535931,0.520535556015035,1.32429437253662,0.18540529875418,"BOOKS",0.0271347149034037,89841,0.276871912806242
"state_0708Haryana",-0.165383197238098,0.568114004870333,-0.29110917143443,0.770967825763426,"BOOKS",0.0271347149034037,89841,0.869832956119672
"state_0708Himachal Pradesh",0.311724111562239,0.548688627896437,0.568125701378808,0.569949617119947,"BOOKS",0.0271347149034037,89841,0.706653399823993
"state_0708Jammu & Kashmir",-0.501868315066526,0.589692778041611,-0.851067426555988,0.394731898602814,"BOOKS",0.0271347149034037,89841,0.528406047532053
"state_0708Jharkhand",-0.211278110919058,0.564431009022593,-0.374320523751736,0.708165864409674,"BOOKS",0.0271347149034037,89841,0.820495622212588
"state_0708Karnataka",0.6253842797418,0.520184447760336,1.20223563475302,0.229272246603181,"BOOKS",0.0271347149034037,89841,0.332049460597711
"state_0708Kerala",0.99838709002581,0.520193229742432,1.91926198370584,0.0549511866200267,"BOOKS",0.0271347149034037,89841,0.0976909984356031
"state_0708Lakshadweep",0.314829417820496,0.784067470576112,0.401533579232879,0.688027320721256,"BOOKS",0.0271347149034037,89841,0.808368062924433
"state_0708Madhya Pradesh",0.175182988673034,0.521910793597116,0.335656956748561,0.73712956794913,"BOOKS",0.0271347149034037,89841,0.842433791941863
"state_0708Maharastra",0.342050470707131,0.514620345414016,0.664665658393176,0.506264363543621,"BOOKS",0.0271347149034037,89841,0.644336462691881
