"case_scope","n_rows","n_rows_with_any_missing","n_rows_with_partial_missing","n_missing_cells","n_observed_cells_in_rows_with_missing","interpretation"
"Rajasthan / Southern",767,763,763,3426,4204,"Current analog of the legacy Rajasthan/Southern View() check: rows with partial cost-variable missingness preserve the legacy concern that a child was not necessarily excluded wholesale when one cost field was missing."
