"target_unit_2001","census_2011_source_district_count","census_2011_parent_reconstruction_complete","households_total_2011","no_exclusive_room_share_households_2011","one_room_share_households_2011","overcrowding_gt2_ppr_lower_bound_share_households_2011","tap_water_share_households_2011","well_water_share_households_2011","handpump_tubewell_water_share_households_2011","surface_water_share_households_2011","water_within_premises_share_households_2011","water_away_share_households_2011","bathroom_share_households_2011","flush_or_water_closet_latrine_share_households_2011","pit_latrine_share_households_2011","closed_drainage_share_households_2011","no_drainage_share_households_2011","separate_kitchen_within_house_share_households_2011","solid_cooking_fuel_share_households_2011","clean_cooking_fuel_share_households_2011","electricity_share_households_2011","kerosene_lighting_share_households_2011","solar_lighting_share_households_2011","no_lighting_share_households_2011","latrine_share_households_2011","banking_share_households_2011","radio_share_households_2011","television_share_households_2011","telephone_share_households_2011","bicycle_share_households_2011","motorcycle_share_households_2011","car_share_households_2011","permanent_structure_share_households_2011","semi_permanent_structure_share_households_2011","temporary_structure_share_households_2011","nonserviceable_temporary_structure_share_households_2011","computer_share_households","internet_computer_share_households","no_exclusive_room_share_households_2001","one_room_share_households_2001","overcrowding_gt2_ppr_lower_bound_share_households_2001","tap_water_share_households_2001","well_water_share_households_2001","handpump_tubewell_water_share_households_2001","surface_water_share_households_2001","water_within_premises_share_households_2001","water_away_share_households_2001","bathroom_share_households_2001","flush_or_water_closet_latrine_share_households_2001","pit_latrine_share_households_2001","closed_drainage_share_households_2001","no_drainage_share_households_2001","separate_kitchen_within_house_share_households_2001","solid_cooking_fuel_share_households_2001","clean_cooking_fuel_share_households_2001","electricity_share_households_2001","kerosene_lighting_share_households_2001","solar_lighting_share_households_2001","no_lighting_share_households_2001","latrine_share_households_2001","banking_share_households_2001","radio_share_households_2001","television_share_households_2001","telephone_share_households_2001","bicycle_share_households_2001","motorcycle_share_households_2001","car_share_households_2001","permanent_structure_share_households_2001","semi_permanent_structure_share_households_2001","temporary_structure_share_households_2001","nonserviceable_temporary_structure_share_households_2001","no_exclusive_room_share_households_change_2011_2001","one_room_share_households_change_2011_2001","overcrowding_gt2_ppr_lower_bound_share_households_change_2011_2001","tap_water_share_households_change_2011_2001","well_water_share_households_change_2011_2001","handpump_tubewell_water_share_households_change_2011_2001","surface_water_share_households_change_2011_2001","water_within_premises_share_households_change_2011_2001","water_away_share_households_change_2011_2001","bathroom_share_households_change_2011_2001","flush_or_water_closet_latrine_share_households_change_2011_2001","pit_latrine_share_households_change_2011_2001","closed_drainage_share_households_change_2011_2001","no_drainage_share_households_change_2011_2001","separate_kitchen_within_house_share_households_change_2011_2001","solid_cooking_fuel_share_households_change_2011_2001","clean_cooking_fuel_share_households_change_2011_2001","electricity_share_households_change_2011_2001","kerosene_lighting_share_households_change_2011_2001","solar_lighting_share_households_change_2011_2001","no_lighting_share_households_change_2011_2001","latrine_share_households_change_2011_2001","banking_share_households_change_2011_2001","radio_share_households_change_2011_2001","television_share_households_change_2011_2001","telephone_share_households_change_2011_2001","bicycle_share_households_change_2011_2001","motorcycle_share_households_change_2011_2001","car_share_households_change_2011_2001","permanent_structure_share_households_change_2011_2001","semi_permanent_structure_share_households_change_2011_2001","temporary_structure_share_households_change_2011_2001","nonserviceable_temporary_structure_share_households_change_2011_2001"
"pc2001__06__16",1,TRUE,168525,0.0163892597537457,0.213618157543391,0.393864411808337,0.643162735499184,0.0421005785491767,0.238249517875686,0.0341670375315235,0.476950007417297,0.19395935321169,0.497071651090343,0.304720367897938,0.136175641596202,0.0587983978638184,0.290045987242249,0.593805073431242,0.725085298917075,0.271158581812787,0.803767986945557,0.184150719477822,0.0012283044058745,0.00464026108885922,0.44269396232013,0.695594125500668,0.153146417445483,0.522248924491915,0.793075211392968,0.325233644859813,0.271621421154131,0.0506631063640409,0.946055481382584,0.0365109034267913,0.0109123275478416,0.00209464471146714,0.0825278148642635,0.0155703901498294,0.0151537907004686,0.193222095398294,0.40689204613721,0.494090171813048,0.181357383155112,0.295025832031719,0.0254415475189235,0.242896191277184,0.2386834674997,0.342927730385678,0.0310059473747447,0.147220052865553,0.0412486483239217,0.451009251471825,0.509041211101766,0.83529826985462,0.157387660699267,0.765716989066442,0.22942448636309,0.00126156433978133,0.00157695542472666,0.246057611438183,0.558550102126637,0.401282590412111,0.373513156313829,0.0466553526372702,0.38941787816893,0.134341583563619,0.0223402018502944,0.938190856662261,0.0372536945812808,0.0245479394449117,0.00377718370779767,0.0012354690532771,0.020396062145097,-0.013027634328873,0.149072563686136,-0.139256804605935,-0.056776314156033,0.0087254900126,0.234053816140113,-0.04472411428801,0.154143920704665,0.273714420523193,-0.011044411269351,0.0175497495398967,-0.160963264229576,0.084763862329476,-0.110212970937545,0.11377092111352,0.0380509978791149,-0.045273766885268,-3.325993390683e-05,0.00306330566413256,0.196636350881947,0.137044023374031,-0.248136172966628,0.148735768178086,0.746419858755698,-0.064184233309117,0.137279837590512,0.0283229045137465,0.00786462472032301,-0.000742791154489497,-0.0136356118970701,-0.00168253899633053
"pc2001__06__17",1,TRUE,169128,0.0128068681708528,0.212318480677357,0.369388865238163,0.724942055721111,0.0187136370086562,0.224457215836526,0.0113523485170995,0.678237784399981,0.110194645475616,0.646593112908566,0.429940636677546,0.161912870725131,0.124083534364505,0.160552953975687,0.684398798543115,0.623835201740693,0.371322312094981,0.902576746606121,0.08519582801192,0.00195118490137647,0.00513220755877205,0.593846081074689,0.798081926115132,0.168712454472352,0.643021853270895,0.810936095738139,0.42196442930798,0.348239203443546,0.0719041199564827,0.95417080554373,0.0301665011115841,0.00839009507591883,0.00248923891963483,0.106972234047585,0.0302788420604513,0.0151531360802054,0.217768064555569,0.399590414476097,0.572991808289522,0.119154236459225,0.268056914048172,0.0282354199779924,0.36257488690549,0.212938623303582,0.445225577698985,0.0582360312996699,0.203218608631862,0.0643721726372417,0.380585951827852,0.537244773199658,0.69965001833965,0.275385132656804,0.814158210050128,0.180286404205893,0.00161236092431838,0.00221604108081673,0.341132779068346,0.600455434649713,0.440235664506663,0.487284509108693,0.0711731262990586,0.48354016383421,0.170428842156743,0.0251253209438807,0.93589528059665,0.0390481721481844,0.0250489057341973,0.00427161022129845,-0.0023462679093526,-0.00544958387821198,-0.030201549237934,0.151950247431589,-0.100440599450569,-0.043599698211646,-0.0168830714608929,0.315662897494491,-0.102743977827966,0.201367535209581,0.371704605377876,-0.041305737906731,0.0597113617272633,-0.220032997852165,0.147154025343457,-0.0758148165989571,0.095937179438177,0.088418536555993,-0.095090576193973,0.00033882397705809,0.00291616647795532,0.252713302006343,0.197626491465419,-0.271523210034311,0.155737344162202,0.73976296943908,-0.06157573452623,0.177810361286803,0.046778799012602,0.0182755249470801,-0.0088816710366003,-0.0166588106582785,-0.00178237130166362
"pc2001__08__02",1,TRUE,328871,0.00733418270385653,0.201188307877557,0.349988293282168,0.7498167974677,0.014151445399564,0.0838869952048067,0.106102392731497,0.586591703129799,0.109121813720273,0.579564631724901,0.164204201647454,0.680120776839551,0.0278285406740029,0.640123331032532,0.560715295663041,0.825214141715141,0.169476785730575,0.73938717612681,0.245956621289199,0.00290995557528636,0.00635203468837325,0.846450431932277,0.692913026688276,0.172763788841217,0.426550227900909,0.758577071252862,0.284056666595717,0.173238138966342,0.0502841539691855,0.553055757424644,0.112016565765908,0.324318653818671,0.00862040131236868,0.0493111280714931,0.0102167719257703,0.00403635133175424,0.151149675319444,0.322420682876525,0.569943281610029,0.0242785324116595,0.154271603744703,0.211537841800809,0.513744541660624,0.179009361756981,0.67801437295564,0.0538663572936305,0.698022912940494,0.0200045116901113,0.674308341792752,0.647898841462432,0.859106363094375,0.117855819274585,0.594596445432719,0.39622709914439,0.00155895006525837,0.00485812345917726,0.801251994005897,0.261629686920933,0.42474742591966,0.339121992877975,0.0703219413158022,0.328342276147661,0.0892670114886966,0.0292333349446512,0.408710784550684,0.0823101464687968,0.502787579961651,0.014622709914439,0.00329783137210229,0.050038632558113,0.027567610405643,0.179873515857671,-0.0101270870120955,-0.0703846085398963,-0.105435449069312,0.072847161469175,-0.069887548036708,-0.098449741230739,0.110337844353824,-0.017902136100943,0.0078240289838916,-0.03418501076022,-0.087183545799391,-0.0338922213792341,0.05162096645599,0.144790730694091,-0.150270477855191,0.00135100551002799,0.00149391122919599,0.04519843792638,0.431283339767343,-0.251983637078443,0.087428235022934,0.68825512993706,-0.044285609551944,0.0839711274776454,0.0210508190245343,0.14434497287396,0.0297064192971112,-0.17846892614298,-0.00600230860207032
"pc2001__08__05",1,TRUE,383664,0.00871856624546478,0.177832686934401,0.361316151632679,0.603134513532674,0.0634305016889779,0.271987989490804,0.0262391050502523,0.499478710538388,0.128784561491305,0.629352767004462,0.485234475999833,0.0495459568789357,0.0493556862254473,0.56061814504358,0.703240335293382,0.651286021101797,0.344660953334167,0.775571854539389,0.216627048667584,0.00109992076400183,0.0031251303223654,0.535809979565453,0.670664956837233,0.178468660077568,0.49395043579799,0.820527857708829,0.194688581675633,0.156178322699028,0.041340860753159,0.94251480462071,0.0294398223445515,0.0182399182618124,0.00545008132115601,0.0630186830143042,0.0125839276033196,0.0100478924373279,0.155287699291953,0.397287298820579,0.492005343995063,0.207611582157359,0.266139488775313,0.0256629934906989,0.433953407453363,0.136669062929809,0.480378543925473,0.14454062322537,0.107546259367583,0.0498849465436366,0.635239511424923,0.72128177100259,0.792444221230891,0.19358195384075,0.628017896474867,0.367028732179844,0.00126706516850982,0.0024126759037687,0.342655781723406,0.362374073089308,0.377477095991675,0.324765871960767,0.0842663988104031,0.195679504728517,0.0651127064315046,0.0217501912086686,0.909060172465295,0.0389606126555519,0.0515853086091498,0.012516371729347,-0.00132932619186312,0.022544987642448,-0.0359711471879,0.111129169537611,-0.144181080468381,0.00584850071549098,0.000576111559553401,0.065525303085025,-0.007884501438504,0.148974223078989,0.340693852774463,-0.0580003024886473,-0.000529260318189298,-0.074621366381343,-0.018041435709208,-0.141158200129094,0.151078999493417,0.147553958064522,-0.15040168351226,-0.00016714440450799,0.0007124544185967,0.193154197842047,0.308290883747925,-0.199008435914107,0.169184563837223,0.736261458898426,-0.000990923052884007,0.0910656162675234,0.0195906695444904,0.033454632155415,-0.0095207903110004,-0.0333453903473374,-0.00706629040819099
"pc2001__08__17",1,TRUE,447776,0.0381016401057672,0.26128912670621,0.508484152790681,0.213912759951404,0.144016204530837,0.148543021510755,0.235318552133209,0.127193060816122,0.396901575787894,0.209883959837061,0.117971932394769,0.0139802043879082,0.0229311084113485,0.852921996712642,0.620024297863217,0.902446759093833,0.089879761309226,0.282493925534196,0.61409052740656,0.041601157721718,0.0523297362967198,0.148728382048167,0.680744390052169,0.154416493961266,0.118197491602944,0.668153273065104,0.105780568855857,0.0888926606160223,0.0603181054813121,0.427986314585864,0.112366451082684,0.440351872364754,0.174721289216037,0.0842608804402201,0.00617719574072751,0.0151845909998425,0.173505573256087,0.438173348036741,0.264339841627577,0.283630027102711,0.169702191686573,0.229504981690399,0.163937641260421,0.404270847064195,0.209838637598501,0.0531926864476802,0.0264114789463701,0.0228235044479953,0.8716784711885,0.752246502850125,0.912287526644569,0.0660624551905067,0.232305273615206,0.687772272930404,0.0127283073826755,0.0561537299181132,0.11724574731786,0.237323936869653,0.331543632792029,0.0812727664376493,0.0455473429377023,0.116146206745778,0.0463446706040079,0.0183803317268896,0.282604432241616,0.139696308180003,0.577696044547468,0.101958275328817,0.0229170491059247,0.087783553450123,0.07031080475394,-0.050427081676173,-0.139613822571874,-0.021159170175818,0.00581357044281,-0.036744580444299,-0.00736927127630105,4.53222385600194e-05,0.0647792459470888,-0.0124312745584619,0.000107603963353201,-0.0187564744758579,-0.132222204986908,-0.00984076755073604,0.0238173061187193,0.05018865191899,-0.073681745523844,0.0288728503390425,-0.0038239936213934,0.031482634730307,0.443420453182516,-0.177127138830763,0.0369247251652947,0.622605930127402,-0.010365637889921,0.0425479900120144,0.0419377737544225,0.145381882344248,-0.027329857097319,-0.137344172182714,0.07276301388722
"pc2001__08__18",1,TRUE,329516,0.0577877857220894,0.475403318806978,0.706763859721531,0.414292477451778,0.135987326867284,0.198369730149674,0.11454072032921,0.35442285048374,0.280098690200172,0.213409970987752,0.1038462472232,0.0396247830150888,0.0292610980953884,0.786878330642518,0.334396508818995,0.871402299129633,0.121481202733706,0.491159761589726,0.454308743733233,0.0132436664683961,0.0306995714927348,0.155236771507302,0.66799184258124,0.127225992061084,0.164620230884085,0.720820840262688,0.114094611490793,0.105606404544848,0.0375308027531288,0.555375156289831,0.302574078345209,0.127623544835456,0.0517971813204822,0.0388266427123417,0.00481008509450224,0.0225799075571235,0.480825452823101,0.744254985545593,0.392878141996178,0.321096085060513,0.123417773204632,0.12663122478645,0.355623336109886,0.218535123393274,0.166940238783543,0.0320691851634083,0.0490306564097539,0.0290435592140722,0.797062570434612,0.458894768647819,0.917536381008379,0.054673591716073,0.383580773188299,0.599988567135414,0.00164959903310631,0.0102446633021379,0.119722508043837,0.252551978702207,0.298128276740654,0.0912873405523707,0.0413828866349813,0.118509807764548,0.0488918287683538,0.0225023274045764,0.396606072484361,0.450479363679422,0.152820651019975,0.0301215150178843,0.0352078781649659,-0.00542213401612301,-0.037491125824062,0.0214143354556,-0.185108758193229,0.074951956945042,-0.01209050445724,-0.001200485626146,0.061563566806898,0.046469732204209,0.0717770620597917,-0.0094058733946651,0.0002175388813162,-0.010184239792094,-0.124498259828824,-0.046134081878746,0.066807611017633,0.107578988401427,-0.145679823402181,0.0115940674352898,0.0204549081905969,0.035514263463465,0.415439863879033,-0.17090228467957,0.0733328903317143,0.679437953627707,-0.004415196273755,0.0567145757764942,0.0150284753485524,0.15876908380547,-0.147905285334213,-0.025197106184519,0.0216756663025979
"pc2001__08__19",1,TRUE,202260,0.06617719766637,0.49336003164244,0.613502422624345,0.404261841194502,0.15611589043805,0.396613270048452,0.0224957974883813,0.373331355680807,0.250252150697123,0.301260753485613,0.203539998022347,0.0626322555127064,0.0652032037970929,0.584223276970236,0.348126174231188,0.745411846138633,0.233793137545733,0.662953624048255,0.325655097399387,0.00185899337486404,0.00508256699297933,0.268060911697815,0.701552457233264,0.112770691189558,0.322342529417581,0.618046079303866,0.261509937703945,0.191916345298131,0.0313606249381984,0.64116483733808,0.263972115099377,0.083550875111243,0.0352664886779393,0.0509097201621675,0.0106101058044102,0.0307880792673589,0.54084964317437,0.666856565285307,0.340304450366014,0.192759349444087,0.442604673956323,0.0163802872982327,0.335452846947839,0.248038224754204,0.248332261325002,0.084933688627523,0.0818463046341389,0.0601243529664002,0.641838953719869,0.441214126006922,0.780428190756225,0.135391589328923,0.614634445159117,0.378749731997917,0.00142730252075102,0.00205825599558945,0.202517688137462,0.353615730956538,0.299476247358265,0.221703574382064,0.0734662623663818,0.322521363594597,0.117982174032895,0.0259609788967503,0.591338172685228,0.36643695059573,0.0421881221476921,0.0109957425954853,0.0353891183990111,-0.04748961153193,-0.0533541426609621,0.063957390828488,-0.036643459006037,-0.045991403907871,0.0061155101901486,0.037878508732968,0.00221392594291897,0.052928492160611,0.118606309394824,-0.0192140491214325,0.0050788508306927,-0.057615676749633,-0.093087951775734,-0.0350163446175921,0.09840154821681,0.048319178889138,-0.05309463459853,0.00043169085411302,0.00302431099738988,0.065543223560353,0.347936726276726,-0.186705556168707,0.100638955035517,0.544579816937484,-0.061011425890652,0.073934171265236,0.0053996460414481,0.049826664652852,-0.102464835496353,0.0413627529635509,0.024270746082454
"pc2001__08__20",1,TRUE,428992,0.0341731314336864,0.42433658436521,0.592335055199165,0.461143797553334,0.143282392212442,0.225071796210652,0.127009361479934,0.349971561241235,0.247219062360137,0.405298933313442,0.209206698493212,0.048569670296882,0.0645886170371475,0.477027543637177,0.508496661942414,0.765722903923616,0.22193653960913,0.761769450246158,0.221610193197076,0.00227743174697896,0.00803278382813665,0.289755986125615,0.733992708488736,0.176709588990004,0.36075497911383,0.738790000745935,0.410135853349247,0.254312434730718,0.0330425742204983,0.769622743547665,0.157790821274056,0.0648100663881844,0.0130864911233776,0.0449192525734746,0.00942441817096822,0.0293552579533254,0.433127083686501,0.636692659772843,0.382748488444369,0.269641747188789,0.220859467706391,0.11092840594451,0.319232073232751,0.246567214782166,0.33833700627225,0.063493812510595,0.0888935977849353,0.0674012544499068,0.5321834209188,0.53733966208962,0.852175509973442,0.106467197830141,0.663663332768266,0.328123410747584,0.0017912640560547,0.00300898457365655,0.209990393852065,0.306085777250381,0.377422727015878,0.21561281573148,0.0894049838955755,0.467887212521896,0.132720235068091,0.0243572356896649,0.707549302141606,0.236729389162005,0.0556789286319715,0.0063089789229813,0.004817873480361,-0.008790499321291,-0.044357604573678,0.078395309108965,-0.126359354976347,0.00421232850426098,0.016080955535424,0.030739488008484,0.000651847577970988,0.066961927041192,0.145712885982617,-0.0403239274880533,-0.00281263741275931,-0.055155877281623,-0.028843000147206,-0.0864526060498261,0.115469341778989,0.0981061174778921,-0.106513217550508,0.00048616769092426,0.0050237992544801,0.07976559227355,0.427906931238355,-0.200713138025874,0.14514216338235,0.64938501685036,-0.057751359172649,0.121592199662627,0.0086853385308334,0.062073441406059,-0.078938567887949,0.0091311377562129,0.0067775122003963
"pc2001__08__23",1,TRUE,220071,0.0359111377691745,0.458533836807212,0.59888854051647,0.231838815654948,0.0508744905053369,0.693217188998096,0.0102966769815196,0.276360810829232,0.233806362492105,0.173684856250937,0.173657592322478,0.00461214789772392,0.0582584711297718,0.647163869842006,0.175125300471212,0.835684847162961,0.152873390860222,0.62238550286044,0.362805639998001,0.00169945154063916,0.0071340612802232,0.191220106238441,0.738279918753493,0.119311494926637,0.357575509721862,0.651757841787423,0.394463604927501,0.264710025400893,0.0262960589991412,0.629228748903763,0.305701341839679,0.0602941777880775,0.00691140586447101,0.0350114281300126,0.0063252314025928,0.0137771246400171,0.406025195842567,0.605677953045189,0.207640526671328,0.126245866862608,0.656727384775833,0.00444423375484421,0.281657758447007,0.223005724173076,0.144864243472902,0.0672323682432833,0.0402884603989144,0.0556951374157077,0.67269699806824,0.227195155192643,0.86629374607426,0.0920074900152882,0.550622785290179,0.443653041633582,0.00143993173656953,0.00249469654771922,0.168122400123253,0.278173479183209,0.283950983064507,0.32007371502388,0.0478969885872077,0.513386032069591,0.125226655921497,0.0159044311973358,0.545254150914327,0.411293094253309,0.0432868367721827,0.00542196518090994,0.0221340131291574,0.052508640964645,-0.00678941252871901,0.02419828898362,-0.0753713763572711,0.036489804222263,0.00585244322667539,-0.00529694761777505,0.010800638319029,0.028820612778035,0.106425224079195,-0.0356763125011905,0.00256333371406409,-0.025533128226234,-0.052069854721431,-0.030608898911299,0.0608659008449338,0.071762717570261,-0.080847401635581,0.00025951980406963,0.00463936473250398,0.023097706115188,0.460106439570284,-0.16463948813787,0.037501794697982,0.603860853200215,-0.11892242714209,0.139483369479396,0.0103916278018054,0.083974597989436,-0.10559175241363,0.0170073410158948,0.00148944068356107
"pc2001__08__27",1,TRUE,283556,0.0586691870388918,0.388734500416144,0.592680105517076,0.156730945562781,0.17511179449562,0.652893960981252,0.0108726318610786,0.184259899279155,0.428631381455515,0.136018987431054,0.127558577494393,0.00545571245186136,0.0315352170294404,0.841057851006503,0.254260181410374,0.890325015164553,0.0963195982451438,0.498226099959091,0.492107379142039,0.00180211316283203,0.00531464684224633,0.134163974664617,0.84947946790052,0.0563169179985611,0.164024037579878,0.406879064452877,0.0650136128313279,0.123111484151279,0.0154643174540479,0.263440025956072,0.636791321643696,0.0975539223292753,0.00445414662359463,0.0414098097024926,0.00520884763503505,0.0339361190926832,0.341641250943896,0.637955889419541,0.148679526532053,0.247133989075325,0.586230398838886,0.013969658040031,0.169925763207186,0.337478302654676,0.117827617656,0.0679310784438713,0.0238842415981014,0.0234282295946887,0.858763766168813,0.534656912259368,0.888590873875906,0.0777083680654304,0.348790342352237,0.645722803542184,0.00250561434133234,0.000696276392307617,0.113777446528915,0.233556599425327,0.207804179619696,0.110776593345167,0.039746594620039,0.144085083013798,0.0696227358758863,0.0107775740161418,0.259009914583558,0.702229065126359,0.0387512135803317,0.0016230104637593,0.0247330679462086,0.047093249472248,-0.045275783902465,0.00805141903072801,-0.072022194579705,0.066663562142366,-0.0030970261789524,0.014334136071969,0.091153078800839,0.018191369775054,0.0596274990505217,-0.01842852914624,0.0081069874347517,-0.01770591516231,-0.280396730848994,0.00173414128864702,0.0186112301797134,0.149435757606854,-0.153615424400145,-0.00070350117850031,0.00461837044993871,0.020386528135702,0.615922868475193,-0.151487261621135,0.053247444234711,0.367132469832838,-0.0790714701824701,0.0534887482753927,0.0046867434379061,0.00443011137251403,-0.065437743482663,0.0588027087489436,0.00283113615983533
"pc2001__08__32",1,TRUE,282208,0.0297759099671165,0.525403248667649,0.636363958498696,0.267182361945799,0.251994982424311,0.46564590656537,0.00993947726499603,0.17612186755868,0.316461616963375,0.165197301281324,0.156554739766413,0.00609479532826851,0.0725138904637714,0.566904552670371,0.217314888309332,0.846212722530899,0.138886920285747,0.781083456174169,0.206698605284046,0.000737045016441773,0.00358955096949768,0.166487130060098,0.62574767547341,0.105957308084817,0.340971907245719,0.59183297426012,0.28758929583853,0.198619457988434,0.0190816702573988,0.547372859734664,0.36267221340288,0.0813796915750085,0.0121718732282572,0.0333193956230865,0.00620109989794761,0.0178702812137373,0.482137125645014,0.68044836184974,0.161163370614522,0.341071031775424,0.486917018492457,0.00876478285559094,0.187482408710466,0.255556378539861,0.161637409574599,0.0658025331456929,0.0369750388860084,0.0726760980668099,0.648075451201146,0.322435375157396,0.868710959681999,0.0734266597535985,0.55831913685406,0.437123176061033,0.00159000567859171,0.00157025405525517,0.15329234871491,0.233804903340493,0.289968644297953,0.248026072142804,0.0429696565686492,0.397506357553761,0.083228402834358,0.0108683307409328,0.468765276646174,0.504886057822877,0.0260030121225588,0.00564402636841715,0.0119056287533792,0.043266123022635,-0.044084403351044,0.106018991331277,-0.089076049351113,-0.021271111927087,0.00117469440940509,-0.011360541151786,0.060905238423514,0.00355989170672502,0.0907522066207201,-0.0308802435577399,-0.000162207603038506,-0.081170898530775,-0.105120486848064,-0.0224982371511,0.0654602605321485,0.222764319320109,-0.230424570776987,-0.000852960662149937,0.00201929691424251,0.013194781345188,0.391942772132917,-0.184011336213136,0.092945835102915,0.548863317691471,-0.109917061715231,0.115391055154076,0.008213339516466,0.07860758308849,-0.142213844419997,0.0553766794524497,0.00652784685984005
"pc2001__09__01",1,TRUE,588976,0.0152569884002065,0.398848170383853,0.628740390100785,0.323508937545842,0.00207988101382739,0.65944962103719,0.00427521664719785,0.693977343728777,0.0835212300670995,0.529722773084133,0.436306402977371,0.120033753497596,0.114675300861156,0.0860578359729429,0.478038154356035,0.737111529162479,0.254684401401755,0.686783502214012,0.303392667952514,0.0025111379750618,0.00225136508108989,0.582509304284046,0.633654002879574,0.197559832658716,0.499867566759936,0.712202194996061,0.621349596587976,0.257429844340007,0.036181440330336,0.757131020618837,0.159848618619434,0.079071133628535,0.0146695281301785,0.0659042134144685,0.0164675640433566,0.00887538612687089,0.416550127897611,0.659885290447066,0.355422593179384,0.00764066524459865,0.622883493684779,0.00574654145387278,0.7139408396102,0.064800718704915,0.467629512926952,0.0828988945043857,0.185648471866951,0.0830405112364026,0.116818314583868,0.508328834051743,0.809992388100654,0.170234375691488,0.562525999946894,0.430291376426125,0.00289871748347067,0.00163301794106974,0.500325275931351,0.457634469512573,0.431399969906444,0.429519122684345,0.0730720209592763,0.647869995840008,0.132790026641648,0.018067197139342,0.582423150795266,0.228547277860879,0.188965401262159,0.0259977341322877,0.00638160227333561,-0.017701957513758,-0.031144900346281,-0.031913655633542,-0.00556078423077126,0.0365661273524109,-0.00147132480667493,-0.0199634958814231,0.0187205113621845,0.062093260157181,0.353407508472985,-0.065614718369355,0.0316347896247534,-0.0307604786109251,-0.030290679695708,-0.072880858938175,0.084450025710267,0.124257502267118,-0.126898708473611,-0.00038757950840887,0.00061834714002015,0.082184028352695,0.176019533367001,-0.233840137247728,0.070348444075591,0.639130174036785,-0.0265203992520321,0.124639817698359,0.018114243190994,0.174707869823571,-0.068698659241445,-0.109894267633624,-0.0113282060021092
"pc2001__09__03",1,TRUE,628808,0.0246529942367145,0.438674444345492,0.639944148293279,0.360577473569039,0.00430179005356166,0.624763043727179,0.00186066335033905,0.704356496736683,0.0706463658223178,0.487209132199336,0.470386827139604,0.0955220035368507,0.0941002658999249,0.104903245505782,0.377624012417145,0.786830002162822,0.205670093255811,0.426764608592766,0.561166524598924,0.00299614508721263,0.00153942061805829,0.605490070100889,0.73720754188878,0.189636582231778,0.413976921413214,0.707869492754545,0.602148827623058,0.208772789150265,0.0272626938588568,0.738094935178942,0.16495814302617,0.0821538530044147,0.0219717306395593,0.059383786465821,0.0116140379893386,0.0124846053406596,0.461607058271103,0.69753149984142,0.29689758998925,0.00711552481886819,0.684126304169636,0.00104827847548594,0.688667471239275,0.0678229995180802,0.42406674382875,0.0993310788824404,0.147613673340775,0.0672422244098542,0.152955980541974,0.376484374678205,0.886509953496802,0.103859889034884,0.415513697642712,0.579143995156088,0.00217893639894719,0.00133248757100079,0.544882382743153,0.559574757289551,0.356503239571792,0.342861202987079,0.0629461361979413,0.611661222758146,0.104613660983858,0.0178310315142578,0.55390499178265,0.279175711243559,0.166871928791205,0.030630738243423,0.0121683888960549,-0.022932613925611,-0.0575873515481411,0.063679883579789,-0.00281373476530653,-0.0593632604424571,0.00081238487485311,0.015689025497408,0.0028233663042376,0.063142388370586,0.371055748257164,-0.0520916698039243,0.0268580414900707,-0.048052735036192,0.00113963773893999,-0.09967995133398,0.101810204220927,0.011250910950054,-0.017977470557164,0.00081720868826544,0.0002069330470575,0.0606076873577359,0.177632784599229,-0.166866657340014,0.071115718426135,0.644923356556604,-0.00951239513508806,0.104159128166407,0.009431662344599,0.184189943396292,-0.114217568217389,-0.0847180757867903,-0.0086590076038637
"pc2001__09__05",1,TRUE,393441,0.02619198304193,0.455829463629871,0.684938783705816,0.370579070305332,0.00532227195437181,0.616765919159417,0.000963295640261183,0.86737782793354,0.0308940857714371,0.425931715301659,0.496463256244265,0.0978520286396181,0.104727265333303,0.111849044710643,0.440330316362555,0.825907823536439,0.160537412216825,0.333244374633045,0.648310674281531,0.00621185895725153,0.00166479853396062,0.662406815761448,0.657770796637869,0.241309370401153,0.341217615855999,0.645044619142387,0.628724510155271,0.186205809765632,0.0365645674955076,0.558411553447658,0.269089901662511,0.146634438200391,0.0297503310534489,0.0659819388421644,0.00977783200022367,0.0171496483009273,0.385189945137708,0.680941917830936,0.390455066815914,0.00321642275748656,0.600852645689095,0.00030056796981883,0.842595663529704,0.0272687699514945,0.439972776142504,0.114250376573663,0.167167613283031,0.0918356065945304,0.135998369332394,0.504840180755358,0.866343987949643,0.109455108273565,0.371933861227423,0.621830217099899,0.00267747329436314,0.00109862775175159,0.650750383483272,0.392027002750024,0.410503295883255,0.304544449511491,0.0599926758149883,0.683049348423918,0.0917872393350193,0.0199964070035792,0.461655127620469,0.311540428119343,0.226714619349668,0.0343131158188577,0.0090423347410027,0.070639518492163,0.00399686587487991,-0.019875996510582,0.00210584919688525,0.015913273470322,0.000662727670442353,0.024782164403836,0.0036253158199426,-0.014041060840845,0.382212879670602,-0.0693155846434129,0.0128916587387726,-0.024149324621751,-0.064509864392803,-0.040436164413204,0.05108230394326,-0.038689486594378,0.0264804571816319,0.00353438566288839,0.00056617078220903,0.011656432278176,0.265743793887845,-0.169193925482102,0.036673166344508,0.585051943327399,-0.054324838268647,0.0944185704306127,0.0165681604919284,0.096756425827189,-0.042450526456832,-0.080080181149277,-0.0045627847654088
