"outcome_id","outcome_variable","mechanism_family","tier","denominator","specification_id","adjustment_id","construction_id","fixed_effect","term","estimate","std.error","statistic","p.value","p_holm_within_spec","n","status","reason"
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean",0.00459373083041644,0.00724243342578931,0.634280021692542,0.526327134860897,1,355,"estimated",
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean",-0.000571937110811977,0.00239832610071826,-0.238473454731903,0.811658414820692,1,355,"estimated",
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct",0.000162957821114347,0.000332135038405246,0.490637247719459,0.62400140472432,1,355,"estimated",
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean",0.00279309607789403,0.00737825336510844,0.378557897063078,0.705275310215901,1,355,"estimated",
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean",0.00139665664664416,0.00218708767952536,0.638591977687543,0.523559900516241,1,355,"estimated",
"electricity_access_change","electricity_share_households_change_2011_2001","basic_services","core","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct",0.000173956016083809,0.000541626804812308,0.321173203649126,0.748295560686859,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean",0.00053739642240514,0.000823348897575606,0.652695866828184,0.514396035523777,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean",0.000125846005820971,0.000136217444998683,0.923861153189213,0.356217669701026,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct",4.37252180606948e-05,3.2097175954079e-05,1.36227617417968,0.174017836499195,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean",-3.82706711518487e-05,0.000816627694698968,-0.0468642827083599,0.962651570960622,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean",0.000150014456222143,0.000154299465731793,0.972229265413669,0.331694488514663,1,355,"estimated",
"no_lighting_change","no_lighting_share_households_change_2011_2001","basic_services","secondary","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct",1.30255810523199e-05,3.23328214165757e-05,0.402859400498906,0.687329340689353,1,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean",0.0492699964720557,0.00870870200514734,5.65755912223593,3.27572274557972e-08,2.62057819646378e-07,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean",0.00201886750251944,0.00249401543418632,0.809484766952977,0.418805839931562,1,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct",0.000506803954900432,0.000495849232707122,1.02209284893616,0.30746793433541,1,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean",0.04754908623846,0.0113373906126638,4.19400617504948,3.58127746159913e-05,0.000250689422311939,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean",0.000593792438241039,0.00282704743536251,0.210039785966625,0.833774598166769,1,355,"estimated",
"banking_access_change","banking_share_households_change_2011_2001","financial_access","core","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct",0.000502781766542172,0.000644725890176823,0.779838027606242,0.436081199112775,1,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean",0.0227451359290988,0.00557233424404029,4.08179677186902,5.58181566472774e-05,0.000390727096530942,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean",0.0105559928579765,0.00472030284891643,2.23629567759613,0.0259844596071685,0.155906757643011,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct",0.000698976887583125,0.000321842706193012,2.17179657681582,0.0305659349449615,0.244527479559692,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean",0.0141439284088451,0.00497442751210942,2.84332787530104,0.00476099795838449,0.0285659877503069,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean",0.00165788096326409,0.00167741058142537,0.988357282124284,0.323748494075444,1,355,"estimated",
"television_access_change","television_share_households_change_2011_2001","communications_assets","secondary","households","state_main__dyen_noncognate","state_main","dyen_noncognate","state","ling_distance_dyen_noncognate_pct",0.000314471922670635,0.00028932618243499,1.08691138846825,0.277920362218821,1,355,"estimated",
"telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__nonzero_mean","region_main","nonzero_mean","region","ling_distance_nonzero_mean",-0.000515303495752806,0.0123893209517471,-0.0415925535999727,0.966848067447171,1,355,"estimated",
"telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__glottolog_mean","region_main","glottolog_mean","region","ling_distance_glottolog_nonhindi_mean",0.00519187430988574,0.00315798902913517,1.64404444156906,0.1010967813609,0.5054839068045,355,"estimated",
"telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","region_main__dyen_noncognate","region_main","dyen_noncognate","region","ling_distance_dyen_noncognate_pct",0.000162670498367181,0.000572519608901709,0.284130876633623,0.776484064731633,1,355,"estimated",
"telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","state_main__nonzero_mean","state_main","nonzero_mean","state","ling_distance_nonzero_mean",-0.00186370518106593,0.0104815500058261,-0.177808165779869,0.858989763785417,1,355,"estimated",
"telephone_access_change","telephone_share_households_change_2011_2001","communications_assets","core","households","state_main__glottolog_mean","state_main","glottolog_mean","state","ling_distance_glottolog_nonhindi_mean",-0.00154905927278395,0.00283005706655552,-0.547359730335516,0.584525452644704,1,355,"estimated",
