"district_order","district_code","state","district","emi_exposure_all_children_0708","ling_distance_nonzero_mean","region","state_prefix"
313,"20205","Jharkhand","Kodarma",9.96317628981194,3.02086678384241,"Eastern","20"
314,"20206","Jharkhand","Giridih",2.58893939868307,3.27034874078897,"Eastern","20"
315,"20207","Jharkhand","Deoghar",2.47555289667109,3.4183506799673,"Eastern","20"
316,"20208","Jharkhand","Godda",0.915143037544847,4.46183096304862,"Eastern","20"
317,"20209","Jharkhand","Sahibganj",1.18935810703375,3.83635598658878,"Eastern","20"
318,"20210","Jharkhand","Pakuar",1.19205207847559,3.97647365650648,"Eastern","20"
319,"20211","Jharkhand","Dumka",1.24909518691361,4.00681037471476,"Eastern","20"
320,"20212","Jharkhand","Dhanbad",19.5542179851309,3.23239352290912,"Eastern","20"
321,"20213","Jharkhand","Bokaro",14.5257241413263,3.30178783091164,"Eastern","20"
322,"21108","Orissa","Baleshwar",8.12198119711765,3.08382817854905,"Eastern","21"
323,"21109","Orissa","Bhadrak",4.32223541072437,3.02119275944752,"Eastern","21"
324,"21110","Orissa","Kendrapara",2.70964740377692,3.01141979892449,"Eastern","21"
325,"21112","Orissa","Cuttack",9.74353229073083,3.03843295586883,"Eastern","21"
326,"21113","Orissa","Jajapur",6.26863649566998,3.06977706576027,"Eastern","21"
327,"21116","Orissa","Nayagarh",1.06618091488186,3.0226139656894,"Eastern","21"
328,"21117","Orissa","Khordha",8.99333398405538,3.06104443870444,"Eastern","21"
329,"21118","Orissa","Puri",3.10708229472471,3.04606790139896,"Eastern","21"
330,"21219","Orissa","Ganjam",6.82367872768279,3.19347980110863,"Eastern","21"
331,"21220","Orissa","Gajapati",3.4426884658822,4.14428633615478,"Eastern","21"
332,"21221","Orissa","Kandhamal (Phulbani)",1.16640146938122,3.95101153188076,"Eastern","21"
333,"21222","Orissa","Baudh",1.49011168416756,3.02940236583106,"Eastern","21"
334,"21223","Orissa","Sonapur",2.58670814539423,3.01372449914743,"Eastern","21"
335,"21224","Orissa","Bolangir",3.52874888258462,3.0055920516446,"Eastern","21"
336,"21225","Orissa","Nuapada",4.35730040383493,3.00007608805925,"Eastern","21"
337,"21226","Orissa","Kalahandi",3.09364989175118,3.12326759575509,"Eastern","21"
338,"21227","Orissa","Rayagada",4.2206330699777,4.09760720179606,"Eastern","21"
339,"21228","Orissa","Nabarangapur",0.520835501426192,3.16277297097984,"Eastern","21"
340,"21229","Orissa","Koraput",4.49135209072424,3.33740905468732,"Eastern","21"
341,"21230","Orissa","Malkangiri",0.476271912195867,3.60452294493595,"Eastern","21"
342,"21301","Orissa","Bargarh",5.61513907430064,3.02498847180727,"Eastern","21"
343,"21302","Orissa","Jharsuguda",8.2382179241605,3.06973137391771,"Eastern","21"
344,"21303","Orissa","Sambalpur",9.57275463683355,3.1169370724128,"Eastern","21"
345,"21304","Orissa","Debagarh",1.85735190633161,3.08124046429533,"Eastern","21"
346,"21305","Orissa","Sundargarh",7.87123860745324,3.43133616376968,"Eastern","21"
347,"21306","Orissa","Keonjhar",4.74846269357653,3.3213274461307,"Eastern","21"
348,"21307","Orissa","Mayurbhanj",2.30731809439876,3.79789252946393,"Eastern","21"
349,"21314","Orissa","Dhenkanal",5.06654093786418,3.04912489624719,"Eastern","21"
350,"21315","Orissa","Anugul",4.17210301575149,3.05248387415477,"Eastern","21"
351,"22101","Chhattisgarh","Koriya",0.638562588642199,3.12649644036113,"Central","22"
352,"22102","Chhattisgarh","Surguja",1.32634295901224,4.07494662897037,"Central","22"
353,"22203","Chhattisgarh","Jashpur",0.390756018568942,3.7203348186399,"Central","22"
354,"22204","Chhattisgarh","Raigarh",1.4227695238711,3.44374454521307,"Central","22"
355,"22205","Chhattisgarh","Korba",7.89213640037284,3.4104618915559,"Central","22"
356,"22206","Chhattisgarh","Janigir-Champa",0.299605164912288,3.37488092253698,"Central","22"
357,"22207","Chhattisgarh","Bilaspur",2.87891659140258,3.37829578468454,"Central","22"
358,"22208","Chhattisgarh","Kawardha",2.29723526281226,3.91021432709017,"Central","22"
359,"22209","Chhattisgarh","Raj Nandgaon",3.2215525205015,3.26778371079605,"Central","22"
360,"22210","Chhattisgarh","Durg",8.40043185464904,3.17738948385538,"Central","22"
361,"22211","Chhattisgarh","Raipur",3.20540249782896,2.95488308269938,"Central","22"
362,"22212","Chhattisgarh","Mahasamund",1.19183181692364,2.94607788276549,"Central","22"
363,"22213","Chhattisgarh","Dhamtari",1.80876911782168,2.72123685449694,"Central","22"
364,"22314","Chhattisgarh","Kanker",0.904644173342819,4.02180161583877,"Central","22"
365,"22315","Chhattisgarh","Bastar",1.15985739079259,4.12964528832055,"Central","22"
366,"22316","Chhattisgarh","Dantewada",2.14380255158362,4.86443118060922,"Central","22"
367,"23108","Madhya Pradesh","Tikamgarh",1.29920590163705,2.79445964432285,"Central","23"
368,"23109","Madhya Pradesh","Chhatarpur",0.255650880172244,2.35957004160888,"Central","23"
369,"23110","Madhya Pradesh","Panna",1.21254109502957,2.91706703271563,"Central","23"
370,"23113","Madhya Pradesh","Satna",3.74942445002104,3.31765213638325,"Central","23"
371,"23114","Madhya Pradesh","Rewa",3.42152210545353,3.60115105644907,"Central","23"
372,"23115","Madhya Pradesh","Umaria",5.42486394602159,3.89690976514215,"Central","23"
373,"23116","Madhya Pradesh","Shadol",4.89115048466534,3.50428407384507,"Central","23"
374,"23117","Madhya Pradesh","Sidhi",0.452125229038996,3.48746127747455,"Central","23"
375,"23211","Madhya Pradesh","Sagar",5.76183666789686,2.75132252000175,"Central","23"
376,"23212","Madhya Pradesh","Damoh",1.67444725168554,2.06931007137193,"Central","23"
377,"23231","Madhya Pradesh","Vidisha",0.394914205726161,2.56548926821024,"Central","23"
378,"23232","Madhya Pradesh","Bhopal",22.946261508237,3.0161199835434,"Central","23"
379,"23233","Madhya Pradesh","Sehore",0.745682790809781,2.09432261940523,"Central","23"
380,"23234","Madhya Pradesh","Raisen",1.06965766532669,2.68462321792261,"Central","23"
381,"23318","Madhya Pradesh","Neemuch",5.25341880227357,1.03595959042981,"Central","23"
382,"23319","Madhya Pradesh","Mandsaur",8.03900346297515,1.03261169520412,"Central","23"
383,"23320","Madhya Pradesh","Ratlam",8.5448989556144,1.02408857524676,"Central","23"
384,"23321","Madhya Pradesh","Ujjain",9.06112750063647,1.06250893747486,"Central","23"
385,"23322","Madhya Pradesh","Shajapur",4.05672209746506,1.0148047156508,"Central","23"
386,"23323","Madhya Pradesh","Dewas",7.49157485872127,1.28796281991864,"Central","23"
387,"23324","Madhya Pradesh","Jhabua",2.06100891090885,1.2885314915948,"Central","23"
388,"23325","Madhya Pradesh","Dhar",1.94181464302637,1.12131553291583,"Central","23"
389,"23326","Madhya Pradesh","Indore",20.5865025203256,1.49445568413638,"Central","23"
390,"23330","Madhya Pradesh","Rajgarh",2.55117996826234,1.03574270046454,"Central","23"
391,"23438","Madhya Pradesh","Katni",2.71600778275264,3.61482081940082,"Central","23"
392,"23439","Madhya Pradesh","Jabalpur",7.22137857620483,2.81950904143428,"Central","23"
393,"23440","Madhya Pradesh","Narsimhapur",12.8294979360131,2.98222811671088,"Central","23"
394,"23441","Madhya Pradesh","Dindori",1.25351409619415,4.93540429646341,"Central","23"
395,"23442","Madhya Pradesh","Mandla",6.08303097725794,4.74720091948556,"Central","23"
396,"23443","Madhya Pradesh","Chhindwara",1.25896202980854,2.9668516180574,"Central","23"
397,"23444","Madhya Pradesh","Seoni",2.28757751237797,4.22198149185997,"Central","23"
398,"23445","Madhya Pradesh","Balaghat",9.27541575538205,3.02030781312064,"Central","23"
399,"23527","Madhya Pradesh","W. Nimar ( Khargoan )",2.20725374001416,1.11249334804504,"Central","23"
400,"23528","Madhya Pradesh","Barwani",2.62233480228402,1.20242603348429,"Central","23"
401,"23529","Madhya Pradesh","E. Nimar ( Khandwa )",5.34091816795852,1.92085358371486,"Central","23"
402,"23535","Madhya Pradesh","Betul",0.696091095154972,4.06511431597772,"Central","23"
403,"23536","Madhya Pradesh","Harda",1.79739861222213,4.42057702418507,"Central","23"
404,"23537","Madhya Pradesh","Hoshangabad",6.34196878050658,3.77258393618995,"Central","23"
405,"23601","Madhya Pradesh","Sheopur",0.899531018503046,1.27851995078221,"Central","23"
406,"23602","Madhya Pradesh","Morena",6.2108314360663,2.50423728813559,"Central","23"
407,"23603","Madhya Pradesh","Bhind",0,1.16247755834829,"Central","23"
408,"23604","Madhya Pradesh","Gwalior",16.2571465926124,2.38130177830547,"Central","23"
409,"23606","Madhya Pradesh","Shivpuri",1.13956928696476,1.3660676080445,"Central","23"
410,"23607","Madhya Pradesh","Guna",2.42485690340023,1.44698684613032,"Central","23"
411,"24117","Gujrat","Panch Mahals",1.24677398227716,1.01447701973997,"Western","24"
412,"24118","Gujrat","Dohad",0.375934144044069,1.00866731303827,"Western","24"
413,"24119","Gujrat","Vadodara",16.6692573246112,1.11307950994997,"Western","24"
414,"24120","Gujrat","Narmada",0.316644551217815,1.03949236679031,"Western","24"
415,"24121","Gujrat","Bharuch",3.61719563465839,1.05146775983037,"Western","24"
416,"24122","Gujrat","Surat",1.79116574594759,1.26474838716138,"Western","24"
417,"24123","Gujrat","The Dangs",0,1.65675215970637,"Western","24"
418,"24124","Gujrat","Navsari",2.98877301744281,1.12571459244746,"Western","24"
419,"24125","Gujrat","Valsad",19.0172000747407,1.20489747619269,"Western","24"
420,"24204","Gujrat","Mahesana",1.39303596458779,1.00870987600817,"Western","24"
421,"24205","Gujrat","Sabar Kantha",0.387911510117539,1.00472660029991,"Western","24"
422,"24206","Gujrat","Gandhinagar",10.1536942348033,1.04140107055562,"Western","24"
423,"24207","Gujrat","Ahmedabad",5.95676458478323,1.14048699898001,"Western","24"
424,"24215","Gujrat","Anand",1.10408526658177,1.01363704057617,"Western","24"
425,"24216","Gujrat","Kheda",0.892999831770135,1.01171805106064,"Western","24"
426,"24302","Gujrat","Bans Kantha",0.382626645283135,1.00632079125344,"Western","24"
427,"24303","Gujrat","Patan",0.319213512787537,1.0144258293652,"Western","24"
428,"24401","Gujrat","Kachch",2.47577088804147,2.15279220320049,"Western","24"
429,"24508","Gujrat","Surendranagar",1.72275352738927,1.0095646346076,"Western","24"
430,"24509","Gujrat","Rajkot",4.81415933166623,1.03037800168689,"Western","24"
431,"24510","Gujrat","Jamnagar",0.822138544386706,1.17780890891236,"Western","24"
432,"24511","Gujrat","Porbandar",1.18300964727568,1.03971678533256,"Western","24"
433,"24512","Gujrat","Junagadh",1.33369353579638,1.03463148573875,"Western","24"
434,"24513","Gujrat","Amreli",0.851335128695022,1.00539863815278,"Western","24"
435,"24514","Gujrat","Bhavnagar",2.47313311319716,1.03002411823701,"Western","24"
436,"25101","Daman & Diu","Diu",6.89208505166978,1.01369223950923,"Western","25"
437,"25102","Daman & Diu","Daman",33.3016748226946,1.38540210521285,"Western","25"
438,"26101","Dadra & Nagar Haveli","Dadra     &  Nagar Haveli",4.31608528371716,1.66896856581532,"Western","26"
439,"27121","Maharastra","Thane",34.3097774898962,2.28031361279194,"Western","27"
440,"27122","Maharastra","Mumbai Suburban",36.5663638952895,2.2566705338419,"Western","27"
441,"27124","Maharastra","Raigarh",8.00045989101633,2.06914985760338,"Western","27"
442,"27132","Maharastra","Ratnagiri",2.6141195991155,2.0529797451368,"Western","27"
443,"27133","Maharastra","Sindhudurg",0.0821177593486872,2.04536394830123,"Western","27"
444,"27225","Maharastra","Pune",20.2539840930341,2.15476231479904,"Western","27"
445,"27226","Maharastra","Ahmadnagar",3.97832776385544,2.04013221544452,"Western","27"
446,"27230","Maharastra","Solapur",4.37012591169104,2.49506322975428,"Western","27"
447,"27231","Maharastra","Satara",7.37954641260457,2.04241717921409,"Western","27"
448,"27234","Maharastra","Kolhapur",9.2628328594195,2.1115754972335,"Western","27"
449,"27235","Maharastra","Sangli",6.68945324904481,2.20360888278876,"Western","27"
450,"27301","Maharastra","Nandurbar",0.847198458316311,1.3501621625908,"Western","27"
451,"27302","Maharastra","Dhule",10.4187262508683,1.87780789092408,"Western","27"
452,"27303","Maharastra","Jalgaon",6.04439643219092,1.9562053891133,"Western","27"
453,"27320","Maharastra","Nashik",4.5340195127233,2.00066746113146,"Western","27"
454,"27415","Maharastra","Nanded",2.52326446839663,2.08523886760389,"Western","27"
455,"27416","Maharastra","Hingoli",0,1.9899629671656,"Western","27"
456,"27417","Maharastra","Parbhani",0.234426087001919,1.98978036022463,"Western","27"
457,"27418","Maharastra","Jalna",2.20353674391764,1.96884417682479,"Western","27"
458,"27427","Maharastra","Bid",0.518193486792674,1.9969771776118,"Western","27"
459,"27428","Maharastra","Latur",3.63297326023939,2.04872120747541,"Western","27"
460,"27429","Maharastra","Osmanabad",5.02946610537252,2.06755580260731,"Western","27"
461,"27504","Maharastra","Buldana",5.7950450805438,1.99335025258793,"Western","27"
462,"27505","Maharastra","Akola",4.81140694633412,2.00712581340596,"Western","27"
463,"27506","Maharastra","Washim",4.85969841218459,1.91641024478181,"Western","27"
464,"27507","Maharastra","Amravati",10.2730751430586,2.3295882384672,"Western","27"
465,"27508","Maharastra","Wardha",16.588194919718,2.02897475452822,"Western","27"
466,"27509","Maharastra","Nagpur",23.4949885156175,2.11354305963089,"Western","27"
467,"27514","Maharastra","Yavatmal",3.86565679039525,2.00476892059553,"Western","27"
468,"27610","Maharastra","Bhandara",11.8685360969513,2.04339340710027,"Western","27"
469,"27611","Maharastra","Gondiya",3.90590538889179,2.24309470839809,"Western","27"
470,"27612","Maharastra","Gadchiroli",2.04915037524637,3.1111065126071,"Western","27"
471,"27613","Maharastra","Chandrapur",7.0152620200598,2.12791906629847,"Western","27"
472,"28111","Andhra Pardesh","Srikakulam",3.10937905589018,4.88936056028546,"Southern","28"
473,"28112","Andhra Pardesh","Vizianagaram",12.1700210836533,4.98097121373722,"Southern","28"
474,"28113","Andhra Pardesh","Visakhapatnam",26.0277639977797,4.92609908044541,"Southern","28"
475,"28114","Andhra Pardesh","East Godavari",15.7998250305958,4.99325565415034,"Southern","28"
476,"28115","Andhra Pardesh","West Godawari",10.490038221236,4.99029534590011,"Southern","28"
477,"28216","Andhra Pardesh","Krishna",28.2513143437603,4.95350913428602,"Southern","28"
478,"28217","Andhra Pardesh","Guntur",24.0730584574367,4.97311252205915,"Southern","28"
479,"28218","Andhra Pardesh","Prakasam",17.4492019231183,4.99359364460662,"Southern","28"
480,"28219","Andhra Pardesh","Nellore",18.990057091461,4.99378294968923,"Southern","28"
481,"28301","Andhra Pardesh","Adilabad",15.6607233373735,4.33022427436424,"Southern","28"
482,"28302","Andhra Pardesh","Nizamabad",17.7734901756431,4.59590592447884,"Southern","28"
483,"28304","Andhra Pardesh","Medak",14.0442828001768,4.76546921593148,"Southern","28"
484,"28305","Andhra Pardesh","Hyderabad",61.3060978337821,4.73056360185908,"Southern","28"
485,"28306","Andhra Pardesh","Rangareddy",34.5957627252261,4.77273984900725,"Southern","28"
486,"28307","Andhra Pardesh","Mahbubnagar",11.854507896049,4.6827490270742,"Southern","28"
487,"28403","Andhra Pardesh","Karimnagar",17.5176250101526,4.93231549650176,"Southern","28"
488,"28408","Andhra Pardesh","Nalgonda",14.7917566447449,4.6001038528904,"Southern","28"
489,"28409","Andhra Pardesh","Warangal",21.4904923478448,4.54973518721214,"Southern","28"
490,"28410","Andhra Pardesh","Khammam",17.0499522161406,4.57836042565439,"Southern","28"
491,"28520","Andhra Pardesh","Cuddapah",23.123965272314,4.99077663438039,"Southern","28"
492,"28521","Andhra Pardesh","Kurnool",10.9434336589324,4.9730510105871,"Southern","28"
493,"28522","Andhra Pardesh","Anantpur",14.569068913845,4.97510793901168,"Southern","28"
494,"28523","Andhra Pardesh","Chittoor",22.5457041010678,4.98804512004031,"Southern","28"
495,"29110","Karnataka","Uttar Kannad",0,4.00056001587553,"Southern","29"
496,"29116","Karnataka","Udupi",21.8336443714481,4.4885099351048,"Southern","29"
497,"29124","Karnataka","Dakshin Kannad",27.1635808604828,4.57116164930312,"Southern","29"
498,"29215","Karnataka","Shimoga",20.7402518434219,4.73563878620747,"Southern","29"
499,"29217","Karnataka","Chikmagalur",8.55017030685874,4.82833803228287,"Southern","29"
500,"29223","Karnataka","Hassan",15.6705322143735,4.94441750567565,"Southern","29"
501,"29225","Karnataka","Kodagu",20.3715868461906,4.9201000417476,"Southern","29"
502,"29318","Karnataka","Tumkur",8.83222073455986,4.92750800261286,"Southern","29"
503,"29319","Karnataka","Kolar",30.3053286111956,4.95856352596771,"Southern","29"
504,"29320","Karnataka","Bangalore",58.1224302403901,4.81968665394572,"Southern","29"
505,"29321","Karnataka","Bangalore ( Rural )",8.11446920450676,4.93656471682481,"Southern","29"
506,"29322","Karnataka","Mandya",10.0269221534623,4.97601298879639,"Southern","29"
507,"29326","Karnataka","Mysore",22.154682058184,4.938363496855,"Southern","29"
508,"29327","Karnataka","Chamarajanagar",5.41856799637038,4.96154924399851,"Southern","29"
509,"29401","Karnataka","Belgaum",2.30197719212865,4.28618334389624,"Southern","29"
510,"29402","Karnataka","Bagalkot",4.78777205312346,4.83289596247278,"Southern","29"
511,"29403","Karnataka","Bijapur",1.47629120128648,4.67153891617047,"Southern","29"
512,"29404","Karnataka","Gulbarga",6.60434550735439,4.58920882784672,"Southern","29"
513,"29405","Karnataka","Bidar",1.8445795744497,4.13497764139707,"Southern","29"
514,"29406","Karnataka","Raichur",10.0265949427033,4.86268302580153,"Southern","29"
515,"29407","Karnataka","Koppal",6.52551651044691,4.89506159266935,"Southern","29"
516,"29408","Karnataka","Gadag",6.44208035378487,4.7762692602751,"Southern","29"
517,"29409","Karnataka","Dharwad",14.7817320842608,4.70668711764602,"Southern","29"
518,"29411","Karnataka","Haveri",1.2524473803069,4.86032543810581,"Southern","29"
519,"29412","Karnataka","Bellary",11.4994368568393,4.82538954444595,"Southern","29"
520,"29413","Karnataka","Chitradurga",4.07807999549398,4.89378265197591,"Southern","29"
521,"29414","Karnataka","Davanagere",9.98523517225319,4.80446151019096,"Southern","29"
522,"30101","Goa","North  Goa",33.3564016227138,2.21698609804717,"Western","30"
523,"30102","Goa","South  Goa",60.6299293970972,2.33536888733506,"Western","30"
524,"31101","Lakshadweep","Lakshadweep",27.693093915454,4.96879878164858,"Southern","31"
525,"32101","Kerala","Kasaragod",21.8062825363716,4.89254351297255,"Southern","32"
526,"32102","Kerala","Kannur",39.2251930865328,4.98996516490551,"Southern","32"
527,"32103","Kerala","Wayanad",32.5055818097454,4.99362029790781,"Southern","32"
528,"32104","Kerala","Kozhikode",35.9419127634935,4.9921526667441,"Southern","32"
529,"32105","Kerala","Malapuram",17.5740179931495,4.99809667100943,"Southern","32"
530,"32106","Kerala","Palakkad",23.8606519325747,4.99844652412176,"Southern","32"
531,"32207","Kerala","Trissur",34.3158580356994,4.99638451629659,"Southern","32"
532,"32208","Kerala","Ernakulam",50.1497331867366,4.96438250735808,"Southern","32"
533,"32209","Kerala","Idukki",35.8310317641287,4.9971276464692,"Southern","32"
534,"32210","Kerala","Kottayam",62.7506610147654,4.99503506542661,"Southern","32"
535,"32211","Kerala","Alappuzha",44.1751252524002,4.98621759519523,"Southern","32"
536,"32212","Kerala","Pathanamthitta",40.4545920820148,4.99706187811172,"Southern","32"
537,"32213","Kerala","Kollam",44.0758938150807,4.99714704778269,"Southern","32"
538,"32214","Kerala","Triruvananthapuram",47.71984608013,4.99622050707087,"Southern","32"
539,"33101","Tamil Nadu","Thiruvallur",32.1801619550845,4.98770238667629,"Southern","33"
540,"33102","Tamil Nadu","Chennai",55.5003672117358,4.93461771557007,"Southern","33"
541,"33103","Tamil Nadu","Kancheepuram",43.4978704717834,4.9840500231471,"Southern","33"
542,"33104","Tamil Nadu","Vellore",14.527553770431,4.98741513985556,"Southern","33"
543,"33106","Tamil Nadu","Tiruvanmalai",17.4945925055438,4.99515185771976,"Southern","33"
544,"33107","Tamil Nadu","Viluppuram",10.3632043347781,4.99935799246199,"Southern","33"
545,"33118","Tamil Nadu","Cuddalore",16.3358932620602,4.99799967998406,"Southern","33"
546,"33214","Tamil Nadu","Karur",12.1507190733873,4.99732446502732,"Southern","33"
547,"33215","Tamil Nadu","Tiruchirapalli",15.8823835724968,4.9844689593321,"Southern","33"
548,"33216","Tamil Nadu","Perambalur",13.3251679853737,4.99884503978196,"Southern","33"
549,"33217","Tamil Nadu","Arivalur",11.3734181150366,4.99909005302496,"Southern","33"
550,"33219","Tamil Nadu","Nagapattinam",22.4987433115266,4.99888468413838,"Southern","33"
551,"33220","Tamil Nadu","Thiruvarur",10.0572045220272,4.99556157080013,"Southern","33"
552,"33221","Tamil Nadu","Thanjavur",15.1459146897234,4.96562957119737,"Southern","33"
553,"33222","Tamil Nadu","Pudukkottai",8.62220668495919,4.99532822142488,"Southern","33"
554,"33313","Tamil Nadu","Dindigul",22.3151122846529,4.97653724255902,"Southern","33"
555,"33323","Tamil Nadu","Siyaganga",12.4332739981617,4.99488670838895,"Southern","33"
556,"33324","Tamil Nadu","Madurai",22.7832543918205,4.89279028023832,"Southern","33"
557,"33325","Tamil Nadu","Theni",10.5501221464155,4.99852279373203,"Southern","33"
558,"33326","Tamil Nadu","Virudhunagar",13.8278425241319,4.9994504074191,"Southern","33"
559,"33327","Tamil Nadu","Ramnathapuram",5.08884406017959,4.9288849180093,"Southern","33"
560,"33329","Tamil Nadu","Tirunelveli",12.4818322753387,4.99297791783962,"Southern","33"
561,"33330","Tamil Nadu","Kannyia kumari",26.9387904752697,4.99598853320935,"Southern","33"
562,"33405","Tamil Nadu","Dharmapuri",5.87571706604358,4.98233711442612,"Southern","33"
563,"33408","Tamil Nadu","Salem",19.8563970202711,4.96737696140237,"Southern","33"
564,"33409","Tamil Nadu","Namakkal",20.491216216868,4.99199168403677,"Southern","33"
565,"33410","Tamil Nadu","Erode",22.6652967303547,4.99649716083199,"Southern","33"
566,"33411","Tamil Nadu","The Nilgiris",26.3477676389374,4.97979636361664,"Southern","33"
567,"33412","Tamil Nadu","Coimbatore",30.426741521348,4.99224423092952,"Southern","33"
568,"34101","Pondicheri","Yanam",27.4257071249552,4.99738391105298,"Southern","34"
569,"34102","Pondicheri","Pondicherry",41.6507749461466,4.98336160033589,"Southern","34"
570,"34103","Pondicheri","Mahe",73.1889208897604,4.99812009590235,"Southern","34"
571,"34104","Pondicheri","Karaikal",42.3928856348892,4.99420528341806,"Southern","34"
572,"35101","Andaman & Nicober","South Andaman",41.2027839214602,4.1423631101797,"Eastern","35"
573,"35102","Andaman & Nicober","Nicobars",7.61088421287807,4.36678362573099,"Eastern","35"
