"model","term","estimate","std.error","statistic","p.value","partial_f","partial_p","model_f","model_p","nobs","r.squared","adj.r.squared","sigma","status","reason"
"consumption","log_population_density_2001",0.983280392690482,0.85463286621794,1.15052958007788,0.250447599239431,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200102",-36.0636985091258,3.20372098316149,-11.2568162766589,1.72122791960623e-26,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200103",-32.055704498808,3.6555654827606,-8.76901389127908,2.49199971272847e-17,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200104",-33.4378234000443,4.83197092568621,-6.92012098464679,1.31460638276928e-11,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200105",-38.2393855806449,2.85861288387838,-13.3769024117614,2.41551924023553e-35,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200106",-37.4956090556853,3.38851974748831,-11.0654834115924,9.8142941927506e-26,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200107",-49.6043129753903,4.64443686387116,-10.680371900684,3.08624286888608e-24,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200108",-42.2239869369797,2.93402479771547,-14.3911486262341,7.64432573504779e-40,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200109",-46.6227154328675,3.21757987298777,-14.4899947392991,2.73576571635184e-40,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200110",-47.3630772342906,3.40047889391518,-13.9283550087731,9.01562496555341e-38,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200111",35.6804657848717,2.90943014884977,12.2637299950225,1.36252091895624e-30,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200112",25.8722634832502,3.06535992363091,8.44020412865729,3.07623088414803e-16,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200113",27.2956176719414,3.26794404050133,8.35253521285941,5.94104167865103e-16,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200114",-1.09886783104485,2.73839493134528,-0.401281721079222,0.688375378314419,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200115",-6.23402149341713,3.28773032292232,-1.89614745770145,0.058487241971677,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200116",-46.1430571916316,3.44681423576726,-13.3871610233036,2.17904599240814e-35,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200117",-1.0675653751366,3.36090415860055,-0.317642314317325,0.750882088208292,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200118",-48.9779007360706,2.71606650599765,-18.0326588571808,5.63942288489265e-57,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200119",-51.47691316435,3.78274802632307,-13.6083378554788,2.34209489796605e-36,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200120",-46.4710850170735,2.99000149393105,-15.5421611365072,4.08853968740737e-45,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200121",-45.5318105416374,3.24797044805909,-14.0185421233885,3.57792793882933e-38,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200122",-44.4618456041838,2.76178367213305,-16.0989602671682,1.01787854135652e-47,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200123",-42.1843096251486,2.83449769619345,-14.8824638953842,4.49517418889331e-42,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200124",-48.5823742378052,3.04935907415159,-15.9319952345468,6.19204209659811e-47,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200125",-36.5369514026285,4.6818102431795,-7.80402227020111,3.24657015479363e-14,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200126",-48.3943821951946,4.1738208191485,-11.5947435915727,7.61808559297204e-28,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200127",-45.2231275007045,2.83813401995838,-15.9341057126568,6.05256589555598e-47,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200128",-34.0618037536921,2.75243615938431,-12.3751476078963,4.66142604890366e-31,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200129",-41.5252557803703,2.31773541047893,-17.9163055423094,2.07032354999846e-56,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200130",-17.9638794593138,2.93390581291819,-6.1228548579227,1.7974095366015e-09,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200131",-32.3919728077523,4.49191789995845,-7.21116759681915,1.93783434949806e-12,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200132",-24.8503082958876,3.26871159307732,-7.60247809825657,1.34060132394348e-13,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200133",-37.3588360476101,3.08794531244233,-12.0982829252446,6.6346459774277e-30,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200134",-20.7177028520611,3.64216792227231,-5.68828875938689,2.12969773458663e-08,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption","state_code_200135",-28.0714088226127,3.11742589571006,-9.00467557584679,3.94294967244316e-18,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_ancova","(Intercept)",-22.4686967923088,26.2724597397183,-0.855218621130516,0.392819500539786,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","ling_distance_nonzero_mean",0.830913702677421,0.58740649765898,1.41454632522606,0.157793219595047,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","log_real_consumption_0708",7.14318489395457,3.41492059858145,2.09175724229776,0.0369391881816589,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","log_population_2001",0.729886187164534,0.6857399959342,1.0643774484383,0.287646105543096,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","urban_share_2001",0.110651025311181,0.0494118240888858,2.23936329717627,0.0255494332079951,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","adult_secondary_plus_share_2001",0.507782481495848,0.155807716332279,3.25903295067196,0.00119019242097987,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","sc_share_2001",0.0247979359177615,0.0666483764971897,0.372071117423351,0.70998974851422,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","st_share_2001",0.0450897308896656,0.0289449070874047,1.5577777034664,0.119887392056334,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","muslim_share_2001",0.0606990382108193,0.0436468025381702,1.39068693881382,0.164908436502406,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","agricultural_worker_share_2001",-0.0285007239121192,0.0489039363850662,-0.582789975999202,0.560284443199219,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","dependency_ratio_2001",-0.0234634952661851,0.0674941677298215,-0.347637374537445,0.728251597393146,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","electricity_access_share_2001",-0.0658424884708504,0.0411320167881897,-1.60076003104608,0.110030467878374,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","log_population_density_2001",0.884607598045586,0.81909398891874,1.0799830178382,0.280644684153347,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200102",-34.4454728019316,3.06993648701339,-11.2202558416582,2.43015720845543e-26,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200103",-30.1973407704851,3.57727903972652,-8.44142725102979,3.06014394334188e-16,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200104",-33.2470120818473,4.68218872680221,-7.10074155950438,4.04473168689101e-12,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200105",-37.603108523643,2.7288013847865,-13.7800826154979,4.18533073591606e-37,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200106",-35.8133111199795,3.33864241210522,-10.7269083355941,2.06188477741704e-24,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200107",-46.0450477729791,3.83732181561195,-11.9992666723044,1.72480848348352e-29,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200108",-41.8697908615787,2.89382161296839,-14.4686841351738,3.50293688664474e-40,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200109",-45.6048734002916,3.12338630034249,-14.6010992605336,8.81665868924387e-41,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200110",-46.5314989431509,3.22386049894776,-14.4334715966582,5.05091130455151e-40,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200111",36.2693965680687,2.86054895345723,12.6791735286452,2.47286230064764e-32,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200112",25.7823086605513,2.99080894724613,8.62051341804734,7.85438640051612e-17,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200113",27.3056438704299,3.21912165874214,8.48232740638312,2.24725535718851e-16,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200114",-0.198380446453756,2.4159513770045,-0.0821127644959993,0.934588278798732,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200115",-7.79899440707445,3.67624260961292,-2.12145803072981,0.0343502666259963,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200116",-45.7013071009316,3.26398075751705,-14.0017084952722,4.35073634416507e-38,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200117",-2.95821353677952,3.79786669787418,-0.778914525471722,0.436380339236548,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200118",-48.9339485384675,2.52805060296012,-19.3563959839927,1.99074650998874e-63,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200119",-50.4624682566423,3.39390198134885,-14.8685697271042,5.34909257031772e-42,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200120",-46.9933337453209,2.90006038836191,-16.2042604126133,3.36898758404061e-48,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200121",-44.1384380050474,2.96225660947749,-14.9002749673442,3.83201704359195e-42,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200122",-43.4203187065168,2.62293160603281,-16.5541177690829,7.47081493220197e-50,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200123",-40.634878687913,2.75646784754052,-14.741647984093,2.02726056679991e-41,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200124",-46.4617013552931,3.11996330031341,-14.8917461146501,4.19184813344161e-42,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200125",-35.3676834173913,4.63785643289001,-7.62586852981831,1.14195865523105e-13,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200126",-46.7467568869444,4.08871112272107,-11.4331278204448,3.44656402014268e-27,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200127",-43.0834009664306,2.84123537829906,-15.1636155510013,2.37477347268734e-43,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200128",-33.9679956756678,2.54188979252769,-13.3632841893942,2.82428181941417e-35,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200129",-40.1152447729272,2.12263216596939,-18.8988207264856,3.52219493482841e-61,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200130",-16.0281062606829,2.76068445721514,-5.80584507540979,1.10855350869787e-08,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200131",-33.4005138927494,4.63304038775337,-7.20919981207974,1.96787881022583e-12,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200132",-24.1919350019919,2.73489736416545,-8.84564639206269,1.38000679619996e-17,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200133",-36.8474272225901,2.87158576648149,-12.8317348737031,5.54399942139128e-33,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200134",-17.7867366466655,2.99444820880123,-5.93990458555503,5.18888292302301e-09,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_ancova","state_code_200135",-31.9690225101492,3.72465430018335,-8.58308447808847,1.04544658895355e-16,2.00094130621056,0.157793219595047,99.5859241249835,8.56929675872505e-229,573,0.897003154230266,0.88799582551276,6.81170527984586,"estimated",
"consumption_nominal","(Intercept)",30.458288458904,8.51212068119661,3.57822563843424,0.000377849845090887,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","ling_distance_nonzero_mean",0.514120439594863,0.591626385809462,0.868995115712164,0.385245384600704,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","log_population_2001",0.662770257682645,0.69419791061448,0.954728107861897,0.340152929604348,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","urban_share_2001",0.1163603444408,0.0510368124691593,2.27992969802169,0.0230105326819127,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","adult_secondary_plus_share_2001",0.5700477691411,0.167623092238224,3.40077110814156,0.000722933883975583,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","sc_share_2001",0.0301070005377578,0.0686622257181411,0.438479822389494,0.661218182611146,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","st_share_2001",0.0468967472445955,0.0296471795542501,1.5818282868622,0.114288710690676,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","muslim_share_2001",0.0604659304161618,0.0444877844195827,1.35915805214939,0.174677847734089,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","agricultural_worker_share_2001",-0.0454672629017075,0.0529067628343555,-0.859384707472271,0.390519042280019,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","dependency_ratio_2001",-0.0575854728567318,0.0664544613940306,-0.866540359349065,0.386588250555946,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","electricity_access_share_2001",-0.0503186607968111,0.0425592464642655,-1.1823202941119,0.237611804655797,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","log_population_density_2001",0.983280392690482,0.85463286621794,1.15052958007788,0.250447599239431,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200102",-36.0636985091258,3.20372098316149,-11.2568162766589,1.72122791960623e-26,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200103",-32.055704498808,3.6555654827606,-8.76901389127908,2.49199971272847e-17,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200104",-33.4378234000443,4.83197092568621,-6.92012098464679,1.31460638276928e-11,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200105",-38.2393855806449,2.85861288387838,-13.3769024117614,2.41551924023553e-35,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200106",-37.4956090556853,3.38851974748831,-11.0654834115924,9.8142941927506e-26,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200107",-49.6043129753903,4.64443686387116,-10.680371900684,3.08624286888608e-24,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200108",-42.2239869369797,2.93402479771547,-14.3911486262341,7.64432573504779e-40,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200109",-46.6227154328675,3.21757987298777,-14.4899947392991,2.73576571635184e-40,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200110",-47.3630772342906,3.40047889391518,-13.9283550087731,9.01562496555341e-38,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200111",35.6804657848717,2.90943014884977,12.2637299950225,1.36252091895624e-30,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200112",25.8722634832502,3.06535992363091,8.44020412865729,3.07623088414803e-16,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
"consumption_nominal","state_code_200113",27.2956176719414,3.26794404050133,8.35253521285941,5.94104167865103e-16,0.755152511131597,0.385245384600704,98.9258504479946,1.05945739970348e-226,573,0.894148294149829,0.88510972344156,6.89890845127449,"estimated",
