"vanneman_state_id","vanneman_district_id","district_label_1961","district_label_1971","district_label_1981","district_label_1991","population_1991","population_1991_available","population_1991_status","n_distinct_labels","label_changed_1981_1991","explicit_aggregate_label_1991","panel_to_1991_state_status","dist91_state_id"
"20","10","Gulbarga","Gulbarga","Gulbarga","Gulbarga",2582169,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","11","Hassan","Hassan","Hassan","Hassan",1569684,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","12","Coorg","Coorg","Kodagu (Coorg)","Kodagu (Coorg)",488455,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","11"
"20","13","Kolar","Kolar","Kolar","Kolar",2216889,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","14","Mandya","Mandya","Mandya","Mandya",1644374,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","15","Mysore","Mysore","Mysore","Mysore",3165018,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","16","Raichur","Raichur","Raichur","Raichur",2309887,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","17","Shimoga","Shimoga","Shimoga","Shimoga",1909663,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","18","Tumkur","Tumkur","Tumkur","Tumkur",2305819,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","19","North Kanara","North Kanara","Uttar Kannad  (North Kanara)","Uttar Kannad",1220260,TRUE,"observed",3,TRUE,FALSE,"mapped_one_to_one","11"
"21","00","Nagaland - total","Nagaland - total","Nagaland","Nagaland",1209546,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","18"
"22","01","Sambalpur","Sambalpur","Sambalpur","Sambalpur",2697153,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","02","Sundargarh","Sundargarh","Sundargarh","Sundargarh",1573617,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","03","Keonjhar","Keonjhar","Kendujhar","Kendujhar",1337026,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","19"
"22","04","Mayurbhanj","Mayurbhanj","Mayurbhanj","Mayurbhanj",1884580,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","05","Balasore","Balesore","Baleshwar (Balasore)","Baleshwar (Balasore)",2802417,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","19"
"22","06","Cuttack","Cuttack","Cuttack","Cuttack",5522659,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","07","Dhenkanal","Dhenkanal","Dhenkanal","Dhenkanal",1908907,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","08","Baudh-Khondmals","Baudh Khondmals","Phulabani (Baudh Khondmals)","Phulabani (Baudh Khondma",863903,TRUE,"observed",4,TRUE,FALSE,"mapped_one_to_one","19"
"22","09","Bolangir","Bolangir","Balangir","Balangir",1707753,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","19"
"22","10","Kalahandi","Kalahandi","Kalahandi","Kalahandi",1600385,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","11","Koraput","Koraput","Koraput","Koraput",3012546,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","12","Ganjam","Ganjam","Ganjam","Ganjam",3158764,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"22","13","Puri","Puri","Puri","Puri",3590026,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","19"
"23","00","Pondicherry - total","Pondicherry - total","Pondicherry - total","Pondicherry - total",807785,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","33"
"24","01","Gurdaspur","Gurdaspur","Gurdaspur","Gurdaspur",1756732,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","02","Amritsar","Amritsar","Amristar","Amristar",2504560,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","20"
"24","03","Ferozepur","Firozpur","Firozpur","Firozpur",1607817,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","20"
"24","04","Ludhiana","Ludhiana","Ludhiana","Ludhiana",2471594,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","05","Jullundur","Jullundur","Jalandhar (Jullundur)","Jalandhar (Jullundur)",2026787,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","20"
"24","06","Kapurthala","Kapurthala","Kapurthala","Kapurthala",646647,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","07","Hoshiarpur","Hoshiarpur","Hoshiarpur","Hoshiarpur",1455028,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","08","Hoshiarpur (pt)","Ropar","Rupnagar (Ropar)","Rupnagar (Ropar)",915603,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","20"
"24","09","Patiala","Patiala","Patiala","Patiala",1896242,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","10","Sangrur","Sangrur","Sangrur","Sangrur",1710120,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","20"
"24","11","Bhatinda","Bhatinda","Bathinda","Bathinda",1559963,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","20"
"24","12","Bhatinda(pt)","Bhatinda(pt)+Firozpur(pt)","Faridkot","Faridkot",1730876,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","20"
"25","01","Ganganagar","Ganganagar","Ganganagar","Ganganagar",2622777,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","02","Bikaner","Bikaner","Bikaner","Bikaner",1211140,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","03","Churu","Churu","Churu","Churu",1543211,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","04","Jhunjhunu","Jhunjhunun","Jhunjhunun","Jhunjhunun",1582421,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","21"
"25","05","Alwar","Alwar","Alwar","Alwar",2296580,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","06","Bharatpur","Bharatpur","Bharatpur","Bharatpur",2401063,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","07","Sawai Madhopur","Sawai Madhopur","Sawai Madhopur","Sawai Madhopur",1963246,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","08","Jaipur","Jaipur","Jaipur","Jaipur",4722551,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","09","Sikar","Sikar","Sikar","Sikar",1842914,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","10","Ajmer","Ajmer","Ajmer","Ajmer",1729207,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","11","Tonk","Tonk","Tonk","Tonk",975006,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","12","Jaisalmer","Jaisalmer","Jaisalmer","Jaisalmer",344517,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","13","Jodhpur","Jodhpur","Jodhpur","Jodhpur",2153483,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","14","Nagaur","Nagaur","Nagaur","Nagaur",2144810,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","15","Pali","Pali","Pali","Pali",1486432,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","16","Barmer","Barmer","Barmer","Barmer",1435222,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","17","Jalor","Jalor","Jalor","Jalor",1142563,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","18","Sirohi","Sirohi","Sirohi","Sirohi",654029,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","19","Bhilwara","Bhilwara","Bhilwara","Bhilwara",1593128,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","20","Udaipur","Udaipur","Udaipur","Udaipur",2889301,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","21","Chitorgarh","Chittaurgarh","Chittaurgarh","Chittaurgarh",1484190,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","21"
"25","22","Dungarpur","Dungarpur","Dungarpur","Dungarpur",874549,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","23","Banswara","Banswara","Banswara","Banswara",1155600,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","24","Bundi","Bundi","Bundi","Bundi",770248,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","25","Kota","Kota","Kota","Kota",2030831,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"25","26","Jhalawar","Jhalawar","Jhalawar","Jhalawar",956971,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","21"
"26","01","Madras","Madras","Madras","Madras",3841396,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","02","Chingleput","Chingleput","Chengalpattu","Chengalpattu",4653593,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","23"
"26","03","North Arcot","North Arcot","North Arcot","North Arcot",5069411,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","04","South Arcot","South Arcot","South Arcot","South Arcot",4878433,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","06","Salem","Salem + Dharampuri","Salem + Dharampuri","Salem + Dharampuri",6324978,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","23"
"26","08","Coimbatore","Coimbatore","Coimbatore + Periyar","Coimbatore + Periyar",5828637,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","23"
"26","09","Nilgiri","Nilgiris","Nilgiri","Nilgiri",710214,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","23"
"26","10","Madurai","Madurai","Madurai","Madurai",5210263,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","11","Tiruchirapalli","Tiruchirapalli","Tiruchchirappalli","Tiruchchirappalli",4138048,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","23"
"26","12","Thanjavur","Thanjavur","Thanjavur","Thanjavur",4531457,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","13","Tiruchirapalli(pt)+Thanjavur(p","Tiruchirapalli(pt)+Thanjavur(p","Pudukkottai","Pudukkottai",1327148,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","23"
"26","14","Ramanathapuram","Ramanathapuram","Ramanathapuram","Ramanathapuram",3787267,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","15","Tirunelveli","Tirunelveli","Tirunelveli","Tirunelveli",3957752,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","23"
"26","16","Kanyakumari","Kanya Kumari","Kanniyakumari","Kanniyakumari",1600349,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","23"
"27","00","Tripura - total","Tripura - total","Tripura","Tripura",2757205,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","24"
"28","01","Uttar Kashi","Uttarkashi","Uttar Kashi","Uttar Kashi",239709,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","25"
"28","02","Chamoli","Chamoli","Chamoli","Chamoli",454871,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","03","Tehri Garhwal","Tehri-Garhwal","Tehri Garhwal","Tehri Garhwal",580153,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","25"
"28","04","Dehra Dun","Dehra Dun","Dehradun","Dehradun",1025679,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","25"
"28","05","Garhwal","Garhwal","Garhwal","Garhwal",682535,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","06","Pithoragarh","Pithoragarh","Pithoragarh","Pithoragarh",566408,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","07","Almora","Almora","Almora","Almora",836617,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","08","Nainital","Nainital","Nainital","Nainital",1540174,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","09","Saharanpur","Saharanpur","Saharanpur","Saharanpur",3433517,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","10","Muzaffarnagar","Muzaffarnagar","Muzaffarnagar","Muzaffarnagar",2842543,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","11","Bijnor","Bijnor","Bijnor","Bijnor",2454521,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","12","Meerut","Meerut","Meerut + Ghaziabad","Meerut + Ghaziabad",6151845,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","25"
"28","14","Bulandshahr","Bulandshahr","Bulandshahr","Bulandshahr",2849859,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","15","Moradabad","Moradabad","Moradabad","Moradabad",4121035,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","16","Rampur","Rampur","Rampur","Rampur",1502141,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","17","Budaun","Budaun","Budaun","Budaun",2448338,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","18","Bareilly","Bareilly","Bareilly","Bareilly",2834616,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","19","Pilibhit","Pilibhit","Pilibhit","Pilibhit",1283103,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","20","Shahjahanpur","Shahjahanpur","Shahjahanpur","Shahjahanpur",1987395,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","21","Aligarh","Aligarh","Aligarh","Aligarh",3295982,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","22","Mathura","Mathura","Mathura","Mathura",1931186,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","23","Agra","Agra","Agra","Agra",2751021,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","24","Etah","Etah","Etah","Etah",2244998,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","25","Mainpuri","Mainpuri","Mainpuri","Mainpuri",2849800,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","26","Farrukhabad","Farrukhabad","Farrukhabad","Farrukhabad",2440266,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","27","Etawah","Etawah","Etawah","Etawah",2124655,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","28","Kanpur","Kanpur","Kanpur","Kanpur",4556804,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","29","Fatehpur","Fatehpur","Fatehpur","Fatehpur",1899241,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","30","Allahabad","Allahabad","Allahabad","Allahabad",4921313,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","31","Jalaun","Jalaun","Jalaun","Jalaun",1219377,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","32","Jhansi","Jhansi","Jhansi + Lalitpur","Jhansi + Lalitpur",2181741,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","25"
"28","34","Hamirpur","Hamirpur","Hamirpur","Hamirpur",1466491,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","35","Banda","Banda","Banda","Banda",1862139,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","36","Kheri","Kheri","Kheri","Kheri",2419234,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","37","Sitapur","Sitapur","Sitapur","Sitapur",2857009,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","38","Hardoi","Hardoi","Hardoi","Hardoi",2747082,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","39","Unnao","Unnao","Unnao","Unnao",2200397,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","40","Lucknow","Lucknow","Lucknow","Lucknow",2762801,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","41","Rae Bareli","Rae Bareli","Rae Bareli","Rae Bareli",2322810,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","42","Bahraich","Bahraich","Bahraich","Bahraich",2763750,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","43","Gonda","Gonda","Gonda","Gonda",3573075,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","44","Bara Banki","Bara Banki","Bara Banki","Bara Banki",2423136,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","45","Faizabad","Faizabad","Faizabad","Faizabad",2978484,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","46","Sultanpur","Sultanpur","Sultanpur","Sultanpur",2558970,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","47","Pratapgarh","Pratapgarh","Pratapgarh","Pratapgarh",2210700,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","48","Basti","Basti","Basti","Basti",4446407,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","49","Gorakhpur","Gorakhpur","Gorakhpur","Gorakhpur",4742380,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","50","Deoria","Deoria","Deoria","Deoria",4440024,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","51","Azamgarh","Azamgarh","Azamgarh","Azamgarh",4599667,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","52","Jaunpur","Jaunpur","Jaunpur","Jaunpur",3214636,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","53","Ballia","Ballia","Ballia","Ballia",2262273,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","54","Ghazipur","Ghazipur","Ghazipur","Ghazipur",2416617,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","55","Varanasi","Varanasi","Varanasi","Varanasi",4860582,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"28","56","Mirzapur","Mirzapur","Mirzapur","Mirzapur",2732180,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","25"
"29","01","Cooch Behar","Cooch Behar","Koch Bihar","Koch Bihar",2171145,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","02","Jalpaiguri","Jalpaiguri","Jalpaiguri","Jalpaiguri",2800543,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","03","Darjeeling","Darjeeling","Darjiling","Darjiling",1299919,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","04","West Dinajpur","West Dinajpur","West Dinajpur","West Dinajpur",3127653,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","05","Malda","Malda","Maldah","Maldah",2637032,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","06","Murshidabad","Murshidabad","Murshidabad","Murshidabad",4740149,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","07","Nadia","Nadia","Nadia","Nadia",3852097,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","08","Twenty four Parganas","Twenty Four Parganas","Twenty Four Parganas","Twenty Four Parganas",12996911,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","09","Calcutta","Calcutta","Calcutta","Calcutta",4399819,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","10","Howrah","Howrah","Haora","Haora",3729644,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","11","Hooghly","Hooghly","Hugli","Hugli",4355230,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","12","Midnapore","Medinipur","Medinipur","Medinipur",8331912,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","13","Bankura","Bankura","Bankura","Bankura",2805065,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"29","14","Purulia","Purulia","Puruliya","Puruliya",2224577,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","15","Burdwan","Burdwan","Barddhaman (Burdwan)","Barddhaman (Burdwan)",6050605,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","26"
"29","16","Birbhum","Birbhum","Birbhum","Birbhum",2555664,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","26"
"30","00","Sikkim","Sikkim","Sikkim","Sikkim",406457,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","22"
"31","00","Mizo Hills","Mizo","Mizoram","Mizoram",689756,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","17"
