"district_1991","pop_1991","district_2001","pct_01in91","pct_91in01",".source_row","source_name_key","target_name_key","state_code_1991","district_code_1991","state_code_2001","district_code_2001","source_name_exact_unique","target_name_exact_unique","source_share_to_2001","target_share_from_1991","source_identity_key","source_unit_id","target_unit_id","source_code_identity_count","transition_status"
"Anantnag",883043,"Anantnag",100,100,131,"anantnag","anantnag","10","01","01","06",TRUE,TRUE,1,1,"anantnag__883043","census1991__10__01","census2001__01__06",1,"matched_exact_names"
"Badgam",483698,"Badgam",100,100,132,"badgam","badgam","10","04","01","04",TRUE,TRUE,1,1,"badgam__483698","census1991__10__04","census2001__01__04",1,"matched_exact_names"
"Baramula",891044,"Baramula",100,100,133,"baramula","baramula",NA,NA,"01","02",FALSE,TRUE,1,1,"baramula__891044",NA,"census2001__01__02",NA,"source_name_not_unique_exact"
"Doda",545527,"Doda",100,100,134,"doda","doda","10","09","01","09",TRUE,TRUE,1,1,"doda__545527","census1991__10__09","census2001__01__09",1,"matched_exact_names"
"Jammu",1231553,"Jammu",100,100,135,"jammu","jammu","10","12","01","13",TRUE,TRUE,1,1,"jammu__1231553","census1991__10__12","census2001__01__13",1,"matched_exact_names"
"Kathua",452739,"Kathua",100,100,136,"kathua","kathua","10","11","01","14",TRUE,TRUE,1,1,"kathua__452739","census1991__10__11","census2001__01__14",1,"matched_exact_names"
"Kupwara",465948,"Kupwara",100,100,137,"kupwara","kupwara","10","06","01","01",TRUE,TRUE,1,1,"kupwara__465948","census1991__10__06","census2001__01__01",1,"matched_exact_names"
"Pulwama",516350,"Pulwama",100,100,138,"pulwama","pulwama","10","02","01","05",TRUE,TRUE,1,1,"pulwama__516350","census1991__10__02","census2001__01__05",1,"matched_exact_names"
"Srinagar",928526,"Srinagar",100,100,139,"srinagar","srinagar","10","03","01","03",TRUE,TRUE,1,1,"srinagar__928526","census1991__10__03","census2001__01__03",1,"matched_exact_names"
"Udhampur",584051,"Udhampur",100,100,140,"udhampur","udhampur","10","10","01","10",TRUE,TRUE,1,1,"udhampur__584051","census1991__10__10","census2001__01__10",1,"matched_exact_names"
"Belgaum",3583606,"Belgaum",100,100,141,"belgaum","belgaum","11","03","29","01",TRUE,TRUE,1,1,"belgaum__3583606","census1991__11__03","census2001__29__01",1,"matched_exact_names"
"Bellary",1890092,"Bellary",87.61,100,142,"bellary","bellary","11","04","29","12",TRUE,TRUE,0.8761,1,"bellary__1890092","census1991__11__04","census2001__29__12",1,"matched_exact_names"
"Bellary",1890092,"Davanagere",12.39,15.01,143,"bellary","davanagere","11","04","29","14",TRUE,TRUE,0.1239,0.1501,"bellary__1890092","census1991__11__04","census2001__29__14",1,"matched_exact_names"
"Chitradurga",2180443,"Chitradurga",60.2,100,144,"chitradurga","chitradurga","11","08","29","13",TRUE,TRUE,0.602,1,"chitradurga__2180443","census1991__11__08","census2001__29__13",1,"matched_exact_names"
"Chitradurga",2180443,"Davanagere",39.8,55.65,145,"chitradurga","davanagere","11","08","29","14",TRUE,TRUE,0.398,0.5565,"chitradurga__2180443","census1991__11__08","census2001__29__14",1,"matched_exact_names"
"Dharwad",3503150,"Dharwad",39.25,100,146,"dharwad","dharwad","11","10","29","09",TRUE,TRUE,0.3925,1,"dharwad__3503150","census1991__11__10","census2001__29__09",1,"matched_exact_names"
"Dharwad",3503150,"Gadag",24.52,100,147,"dharwad","gadag","11","10","29","08",TRUE,TRUE,0.2452,1,"dharwad__3503150","census1991__11__10","census2001__29__08",1,"matched_exact_names"
"Dharwad",3503150,"Haveri",36.23,100,148,"dharwad","haveri","11","10","29","11",TRUE,TRUE,0.3623,1,"dharwad__3503150","census1991__11__10","census2001__29__11",1,"matched_exact_names"
"Raichur",2309887,"Koppal",41.48,100,149,"raichur","koppal","11","17","29","07",TRUE,TRUE,0.4148,1,"raichur__2309887","census1991__11__17","census2001__29__07",1,"matched_exact_names"
"Raichur",2309887,"Raichur",58.52,100,150,"raichur","raichur","11","17","29","06",TRUE,TRUE,0.5852,1,"raichur__2309887","census1991__11__17","census2001__29__06",1,"matched_exact_names"
"Shimoga",1909663,"Davanagere",23.95,29.34,151,"shimoga","davanagere","11","18","29","14",TRUE,TRUE,0.2395,0.2934,"shimoga__1909663","census1991__11__18","census2001__29__14",1,"matched_exact_names"
"Shimoga",1909663,"Shimoga",76.05,100,152,"shimoga","shimoga","11","18","29","15",TRUE,TRUE,0.7605,1,"shimoga__1909663","census1991__11__18","census2001__29__15",1,"matched_exact_names"
"Uttar Kannad",1220260,"Uttara Kannada",100,100,153,"uttar kannad","uttara kannada","11","20","29","10",TRUE,TRUE,1,1,"uttar kannad__1220260","census1991__11__20","census2001__29__10",1,"matched_exact_names"
"Alappuzha",2001217,"Alappuzha",100,100,154,"alappuzha","alappuzha",NA,NA,"32","11",FALSE,TRUE,1,1,"alappuzha__2001217",NA,"census2001__32__11",NA,"source_name_not_unique_exact"
"Ernakulam",2817236,"Ernakulam",100,99.19,155,"ernakulam","ernakulam","12","08","32","08",TRUE,TRUE,1,0.9919,"ernakulam__2817236","census1991__12__08","census2001__32__08",1,"matched_exact_names"
"Idukki",1078066,"Ernakulam",2.14,0.81,156,"idukki","ernakulam","12","09","32","08",TRUE,TRUE,0.0214,0.0081,"idukki__1078066","census1991__12__09","census2001__32__08",1,"matched_exact_names"
"Idukki",1078066,"Idukki",97.86,100,157,"idukki","idukki","12","09","32","09",TRUE,TRUE,0.9786,1,"idukki__1078066","census1991__12__09","census2001__32__09",1,"matched_exact_names"
"Kannur",2251727,"Kannur",100,100,158,"kannur","kannur","12","02","32","02",TRUE,TRUE,1,1,"kannur__2251727","census1991__12__02","census2001__32__02",1,"matched_exact_names"
"Kasaragod",1071508,"Kasaragod",100,100,159,"kasaragod","kasaragod",NA,NA,"32","01",FALSE,TRUE,1,1,"kasaragod__1071508",NA,"census2001__32__01",NA,"source_name_not_unique_exact"
"Kollam",2407566,"Kollam",100,100,160,"kollam","kollam","12","13","32","13",TRUE,TRUE,1,1,"kollam__2407566","census1991__12__13","census2001__32__13",1,"matched_exact_names"
"Kottayam",1828271,"Kottayam",100,100,161,"kottayam","kottayam","12","10","32","10",TRUE,TRUE,1,1,"kottayam__1828271","census1991__12__10","census2001__32__10",1,"matched_exact_names"
"Kozhikode",2619941,"Kozhikode",100,100,162,"kozhikode","kozhikode","12","04","32","04",TRUE,TRUE,1,1,"kozhikode__2619941","census1991__12__04","census2001__32__04",1,"matched_exact_names"
"Malappuram",3096330,"Malappuram",100,100,163,"malappuram","malappuram",NA,NA,"32","05",FALSE,TRUE,1,1,"malappuram__3096330",NA,"census2001__32__05",NA,"source_name_not_unique_exact"
"Palakkad",2382235,"Palakkad",100,100,164,"palakkad","palakkad","12","06","32","06",TRUE,TRUE,1,1,"palakkad__2382235","census1991__12__06","census2001__32__06",1,"matched_exact_names"
"Pathanamthitta",1188332,"Pathanamthitta",100,100,165,"pathanamthitta","pathanamthitta","12","12","32","12",TRUE,TRUE,1,1,"pathanamthitta__1188332","census1991__12__12","census2001__32__12",1,"matched_exact_names"
"Thrissur",2737311,"Thrissur",100,100,166,"thrissur","thrissur",NA,NA,"32","07",FALSE,TRUE,1,1,"thrissur__2737311",NA,"census2001__32__07",NA,"source_name_not_unique_exact"
"Wayanad",672128,"Wayanad",100,100,167,"wayanad","wayanad","12","03","32","03",TRUE,TRUE,1,1,"wayanad__672128","census1991__12__03","census2001__32__03",1,"matched_exact_names"
"Bhopal",1351479,"Bhopal",100,100,168,"bhopal","bhopal","13","28","23","32",TRUE,TRUE,1,1,"bhopal__1351479","census1991__13__28","census2001__23__32",1,"matched_exact_names"
"Bilaspur",3793566,"Bilaspur",44.68,100,169,"bilaspur","bilaspur",NA,NA,NA,NA,FALSE,FALSE,0.4468,1,"bilaspur__3793566",NA,NA,NA,"source_name_not_unique_exact"
"Bilaspur",3793566,"Janjgir - Champa",29.27,100,170,"bilaspur","janjgir champa",NA,NA,"22","06",FALSE,TRUE,0.2927,1,"bilaspur__3793566",NA,"census2001__22__06",NA,"source_name_not_unique_exact"
"Bilaspur",3793566,"Kawardha",4.29,31.66,171,"bilaspur","kawardha",NA,NA,"22","08",FALSE,TRUE,0.0429,0.3166,"bilaspur__3793566",NA,"census2001__22__08",NA,"source_name_not_unique_exact"
"Bilaspur",3793566,"Korba",21.77,100,172,"bilaspur","korba",NA,NA,"22","05",FALSE,TRUE,0.2177,1,"bilaspur__3793566",NA,"census2001__22__05",NA,"source_name_not_unique_exact"
"Datia",396317,"Datia",100,76.9,173,"datia","datia","13","04","23","05",TRUE,TRUE,1,0.769,"datia__396317","census1991__13__04","census2001__23__05",1,"matched_exact_names"
"Durg",2397134,"Durg",100,100,174,"durg","durg","13","43","22","10",TRUE,TRUE,1,1,"durg__2397134","census1991__13__43","census2001__22__10",1,"matched_exact_names"
"Gwalior",1412610,"Datia",8.43,23.1,175,"gwalior","datia","13","03","23","05",TRUE,TRUE,0.0843,0.231,"gwalior__1412610","census1991__13__03","census2001__23__05",1,"matched_exact_names"
"Gwalior",1412610,"Gwalior",91.57,100,176,"gwalior","gwalior","13","03","23","04",TRUE,TRUE,0.9157,1,"gwalior__1412610","census1991__13__03","census2001__23__04",1,"matched_exact_names"
"Hoshangabad",1267211,"Harda",30.05,100,177,"hoshangabad","harda","13","32","23","36",TRUE,TRUE,0.3005,1,"hoshangabad__1267211","census1991__13__32","census2001__23__36",1,"matched_exact_names"
"Hoshangabad",1267211,"Hoshangabad",69.95,100,178,"hoshangabad","hoshangabad","13","32","23","37",TRUE,TRUE,0.6995,1,"hoshangabad__1267211","census1991__13__32","census2001__23__37",1,"matched_exact_names"
"Rajnandgaon",1439951,"Kawardha",24.37,68.34,179,"rajnandgaon","kawardha",NA,NA,"22","08",FALSE,TRUE,0.2437,0.6834,"rajnandgaon__1439951",NA,"census2001__22__08",NA,"source_name_not_unique_exact"
"Rajnandgaon",1439951,"Rajnandgaon",75.63,100,180,"rajnandgaon","rajnandgaon",NA,NA,"22","09",FALSE,TRUE,0.7563,1,"rajnandgaon__1439951",NA,"census2001__22__09",NA,"source_name_not_unique_exact"
"Sehore",841358,"Sehore",100,100,181,"sehore","sehore","13","29","23","33",TRUE,TRUE,1,1,"sehore__841358","census1991__13__29","census2001__23__33",1,"matched_exact_names"
"Ahmednagar",3372935,"Ahmadnagar",100,100,182,"ahmednagar","ahmadnagar",NA,NA,"27","26",FALSE,TRUE,1,1,"ahmednagar__3372935",NA,"census2001__27__26",NA,"source_name_not_unique_exact"
"Aurangabad",2213779,"Aurangabad",100,100,183,"aurangabad","aurangabad",NA,NA,NA,NA,FALSE,FALSE,1,1,"aurangabad__2213779",NA,NA,NA,"source_name_not_unique_exact"
"Bhandara",2107629,"Bhandara",48.46,100,184,"bhandara","bhandara","14","28","27","10",TRUE,TRUE,0.4846,1,"bhandara__2107629","census1991__14__28","census2001__27__10",1,"matched_exact_names"
"Bhandara",2107629,"Gondiya",51.54,100,185,"bhandara","gondiya","14","28","27","11",TRUE,TRUE,0.5154,1,"bhandara__2107629","census1991__14__28","census2001__27__11",1,"matched_exact_names"
"Bid",1822072,"Bid",100,100,186,"bid","bid","14","18","27","27",TRUE,TRUE,1,1,"bid__1822072","census1991__14__18","census2001__27__27",1,"matched_exact_names"
"Jalna",1364425,"Jalna",100,100,187,"jalna","jalna","14","16","27","18",TRUE,TRUE,1,1,"jalna__1364425","census1991__14__16","census2001__27__18",1,"matched_exact_names"
"Kolhapur",2989507,"Kolhapur",100,100,188,"kolhapur","kolhapur","14","14","27","34",TRUE,TRUE,1,1,"kolhapur__2989507","census1991__14__14","census2001__27__34",1,"matched_exact_names"
"Latur",1676641,"Latur",100,100,189,"latur","latur","14","21","27","28",TRUE,TRUE,1,1,"latur__1676641","census1991__14__21","census2001__27__28",1,"matched_exact_names"
"Nagpur",3287139,"Nagpur",100,100,190,"nagpur","nagpur","14","27","27","09",TRUE,TRUE,1,1,"nagpur__3287139","census1991__14__27","census2001__27__09",1,"matched_exact_names"
"Osmanabad",1276327,"Osmanabad",100,100,191,"osmanabad","osmanabad","14","20","27","29",TRUE,TRUE,1,1,"osmanabad__1276327","census1991__14__20","census2001__27__29",1,"matched_exact_names"
"Parbhani",2117035,"Hingoli",38.92,100,192,"parbhani","hingoli","14","17","27","16",TRUE,TRUE,0.3892,1,"parbhani__2117035","census1991__14__17","census2001__27__16",1,"matched_exact_names"
"Parbhani",2117035,"Parbhani",61.08,100,193,"parbhani","parbhani","14","17","27","17",TRUE,TRUE,0.6108,1,"parbhani__2117035","census1991__14__17","census2001__27__17",1,"matched_exact_names"
"Ratnagiri",1544057,"Ratnagiri",100,100,194,"ratnagiri","ratnagiri","14","04","27","32",TRUE,TRUE,1,1,"ratnagiri__1544057","census1991__14__04","census2001__27__32",1,"matched_exact_names"
"Sangli",2209488,"Sangli",100,100,195,"sangli","sangli","14","12","27","35",TRUE,TRUE,1,1,"sangli__2209488","census1991__14__12","census2001__27__35",1,"matched_exact_names"
"Sindhudurg",832152,"Sindhudurg",100,100,196,"sindhudurg","sindhudurg","14","05","27","33",TRUE,TRUE,1,1,"sindhudurg__832152","census1991__14__05","census2001__27__33",1,"matched_exact_names"
"Solapur",3231057,"Solapur",100,100,197,"solapur","solapur","14","13","27","30",TRUE,TRUE,1,1,"solapur__3231057","census1991__14__13","census2001__27__30",1,"matched_exact_names"
"Bishnupur",180773,"Bishnupur",100,100,198,"bishnupur","bishnupur","15","06","14","04",TRUE,TRUE,1,1,"bishnupur__180773","census1991__15__06","census2001__14__04",1,"matched_exact_names"
"Chandel",71014,"Chandel",100,100,199,"chandel","chandel","15","04","14","09",TRUE,TRUE,1,1,"chandel__71014","census1991__15__04","census2001__14__09",1,"matched_exact_names"
"Churachandpur",176184,"Churachandpur",100,100,200,"churachandpur","churachandpur","15","03","14","03",TRUE,TRUE,1,1,"churachandpur__176184","census1991__15__03","census2001__14__03",1,"matched_exact_names"
"Imphal",711261,"Imphal East",46.46,100,201,"imphal","imphal east","15","07","14","07",TRUE,TRUE,0.4646,1,"imphal__711261","census1991__15__07","census2001__14__07",1,"matched_exact_names"
"Imphal",711261,"Imphal West",53.54,100,202,"imphal","imphal west","15","07","14","06",TRUE,TRUE,0.5354,1,"imphal__711261","census1991__15__07","census2001__14__06",1,"matched_exact_names"
"Senapati",208406,"Senapati",100,100,203,"senapati","senapati","15","01",NA,NA,TRUE,FALSE,1,1,"senapati__208406","census1991__15__01",NA,1,"target_name_not_unique_exact"
"Tamenglong",86278,"Tamenglong",100,100,204,"tamenglong","tamenglong","15","02","14","02",TRUE,TRUE,1,1,"tamenglong__86278","census1991__15__02","census2001__14__02",1,"matched_exact_names"
"Thoubal",293958,"Thoubal",100,100,205,"thoubal","thoubal","15","05","14","05",TRUE,TRUE,1,1,"thoubal__293958","census1991__15__05","census2001__14__05",1,"matched_exact_names"
"Ukhrul",109275,"Ukhrul",100,100,206,"ukhrul","ukhrul","15","08","14","08",TRUE,TRUE,1,1,"ukhrul__109275","census1991__15__08","census2001__14__08",1,"matched_exact_names"
"East Khasi Hills",665218,"East Khasi Hills",80.51,100,207,"east khasi hills","east khasi hills","16","02","17","06",TRUE,TRUE,0.8051,1,"east khasi hills__665218","census1991__16__02","census2001__17__06",1,"matched_exact_names"
"East Khasi Hills",665218,"Ri Bhoi",19.14,100,208,"east khasi hills","ri bhoi","16","02","17","05",TRUE,TRUE,0.1914,1,"east khasi hills__665218","census1991__16__02","census2001__17__05",1,"matched_exact_names"
"East Khasi Hills",665218,"West Khasi Hills",0.35,1.06,209,"east khasi hills","west khasi hills","16","02","17","04",TRUE,TRUE,0.0035,0.0106,"east khasi hills__665218","census1991__16__02","census2001__17__04",1,"matched_exact_names"
"Jaintia Hills",220473,"Jaintia Hills",100,100,210,"jaintia hills","jaintia hills","16","01","17","07",TRUE,TRUE,1,1,"jaintia hills__220473","census1991__16__01","census2001__17__07",1,"matched_exact_names"
"West Khasi Hills",220157,"West Khasi Hills",100,98.94,211,"west khasi hills","west khasi hills","16","03","17","04",TRUE,TRUE,1,0.9894,"west khasi hills__220157","census1991__16__03","census2001__17__04",1,"matched_exact_names"
"Kohima",387581,"Dimapur",45.91,100,212,"kohima","dimapur","18","01","13","06",TRUE,TRUE,0.4591,1,"kohima__387581","census1991__18__01","census2001__13__06",1,"matched_exact_names"
"Kohima",387581,"Kohima",54.09,100,213,"kohima","kohima","18","01","13","07",TRUE,TRUE,0.5409,1,"kohima__387581","census1991__18__01","census2001__13__07",1,"matched_exact_names"
"Mokokchung",158374,"Mokokchung",100,100,214,"mokokchung","mokokchung",NA,NA,"13","03",FALSE,TRUE,1,1,"mokokchung__158374",NA,"census2001__13__03",NA,"source_name_not_unique_exact"
"Mon",149699,"Mon",100,100,215,"mon","mon","18","07","13","01",TRUE,TRUE,1,1,"mon__149699","census1991__18__07","census2001__13__01",1,"matched_exact_names"
"Phek",102156,"Phek",100,100,216,"phek","phek","18","02","13","08",TRUE,TRUE,1,1,"phek__102156","census1991__18__02","census2001__13__08",1,"matched_exact_names"
"Tuensang",232906,"Tuensang",100,100,217,"tuensang","tuensang","18","06","13","02",TRUE,TRUE,1,1,"tuensang__232906","census1991__18__06","census2001__13__02",1,"matched_exact_names"
"Wokha",82612,"Wokha",100,100,218,"wokha","wokha","18","04","13","05",TRUE,TRUE,1,1,"wokha__82612","census1991__18__04","census2001__13__05",1,"matched_exact_names"
"Zunheboto",96218,"Zunheboto",100,100,219,"zunheboto","zunheboto","18","03","13","04",TRUE,TRUE,1,1,"zunheboto__96218","census1991__18__03","census2001__13__04",1,"matched_exact_names"
"Cuttack",5522659,"Cuttack",37.18,100,220,"cuttack","cuttack","19","06","21","12",TRUE,TRUE,0.3718,1,"cuttack__5522659","census1991__19__06","census2001__21__12",1,"matched_exact_names"
"Cuttack",5522659,"Jagatsinghapur",16.91,100,221,"cuttack","jagatsinghapur","19","06","21","11",TRUE,TRUE,0.1691,1,"cuttack__5522659","census1991__19__06","census2001__21__11",1,"matched_exact_names"
"Cuttack",5522659,"Jajapur",25.1,100,222,"cuttack","jajapur","19","06","21","13",TRUE,TRUE,0.251,1,"cuttack__5522659","census1991__19__06","census2001__21__13",1,"matched_exact_names"
"Cuttack",5522659,"Kendrapara",20.81,100,223,"cuttack","kendrapara","19","06","21","10",TRUE,TRUE,0.2081,1,"cuttack__5522659","census1991__19__06","census2001__21__10",1,"matched_exact_names"
"Dhenkanal",1908907,"Anugul",50.34,100,224,"dhenkanal","anugul","19","07","21","15",TRUE,TRUE,0.5034,1,"dhenkanal__1908907","census1991__19__07","census2001__21__15",1,"matched_exact_names"
"Dhenkanal",1908907,"Dhenkanal",49.66,100,225,"dhenkanal","dhenkanal","19","07","21","14",TRUE,TRUE,0.4966,1,"dhenkanal__1908907","census1991__19__07","census2001__21__14",1,"matched_exact_names"
"Kalahandi",1600385,"Kalahandi",70.66,100,226,"kalahandi","kalahandi","19","10","21","26",TRUE,TRUE,0.7066,1,"kalahandi__1600385","census1991__19__10","census2001__21__26",1,"matched_exact_names"
"Kalahandi",1600385,"Nuapada",29.34,100,227,"kalahandi","nuapada","19","10","21","25",TRUE,TRUE,0.2934,1,"kalahandi__1600385","census1991__19__10","census2001__21__25",1,"matched_exact_names"
"Koraput",3012546,"Koraput",34.18,100,228,"koraput","koraput","19","11","21","29",TRUE,TRUE,0.3418,1,"koraput__3012546","census1991__19__11","census2001__21__29",1,"matched_exact_names"
"Koraput",3012546,"Malkangiri",14.02,100,229,"koraput","malkangiri","19","11","21","30",TRUE,TRUE,0.1402,1,"koraput__3012546","census1991__19__11","census2001__21__30",1,"matched_exact_names"
"Koraput",3012546,"Nabarangapur",28.1,100,230,"koraput","nabarangapur","19","11","21","28",TRUE,TRUE,0.281,1,"koraput__3012546","census1991__19__11","census2001__21__28",1,"matched_exact_names"
"Koraput",3012546,"Rayagada",23.7,100,231,"koraput","rayagada","19","11","21","27",TRUE,TRUE,0.237,1,"koraput__3012546","census1991__19__11","census2001__21__27",1,"matched_exact_names"
"Puri",3590026,"Khordha",41.84,100,232,"puri","khordha","19","13","21","17",TRUE,TRUE,0.4184,1,"puri__3590026","census1991__19__13","census2001__21__17",1,"matched_exact_names"
"Puri",3590026,"Nayagarh",21.8,100,233,"puri","nayagarh","19","13","21","16",TRUE,TRUE,0.218,1,"puri__3590026","census1991__19__13","census2001__21__16",1,"matched_exact_names"
"Puri",3590026,"Puri",36.36,100,234,"puri","puri","19","13","21","18",TRUE,TRUE,0.3636,1,"puri__3590026","census1991__19__13","census2001__21__18",1,"matched_exact_names"
"Amritsar",2504560,"Amritsar",100,99.98,235,"amritsar","amritsar","20","02","03","02",TRUE,TRUE,1,0.9998,"amritsar__2504560","census1991__20__02","census2001__03__02",1,"matched_exact_names"
"Bathinda",1559963,"Bathinda",63.16,100,236,"bathinda","bathinda",NA,NA,"03","14",FALSE,TRUE,0.6316,1,"bathinda__1559963",NA,"census2001__03__14",NA,"source_name_not_unique_exact"
"Bathinda",1559963,"Mansa",36.84,100,237,"bathinda","mansa",NA,NA,"03","15",FALSE,TRUE,0.3684,1,"bathinda__1559963",NA,"census2001__03__15",NA,"source_name_not_unique_exact"
"Faridkot",1730876,"Faridkot",26.29,100,238,"faridkot","faridkot","20","12","03","13",TRUE,TRUE,0.2629,1,"faridkot__1730876","census1991__20__12","census2001__03__13",1,"matched_exact_names"
"Faridkot",1730876,"Moga",35.98,80.06,239,"faridkot","moga","20","12","03","10",TRUE,TRUE,0.3598,0.8006,"faridkot__1730876","census1991__20__12","census2001__03__10",1,"matched_exact_names"
"Faridkot",1730876,"Muktsar",37.73,99.79,240,"faridkot","muktsar","20","12","03","12",TRUE,TRUE,0.3773,0.9979,"faridkot__1730876","census1991__20__12","census2001__03__12",1,"matched_exact_names"
"Firozpur",1607817,"Amritsar",0.03,0.02,241,"firozpur","amritsar","20","03","03","02",TRUE,TRUE,3e-04,2e-04,"firozpur__1607817","census1991__20__03","census2001__03__02",1,"matched_exact_names"
"Firozpur",1607817,"Firozpur",90.12,100,242,"firozpur","firozpur","20","03","03","11",TRUE,TRUE,0.9012,1,"firozpur__1607817","census1991__20__03","census2001__03__11",1,"matched_exact_names"
"Firozpur",1607817,"Jalandhar",0.12,0.12,243,"firozpur","jalandhar","20","03","03","04",TRUE,TRUE,0.0012,0.0012,"firozpur__1607817","census1991__20__03","census2001__03__04",1,"matched_exact_names"
"Firozpur",1607817,"Moga",9.65,19.94,244,"firozpur","moga","20","03","03","10",TRUE,TRUE,0.0965,0.1994,"firozpur__1607817","census1991__20__03","census2001__03__10",1,"matched_exact_names"
"Firozpur",1607817,"Muktsar",0.08,0.21,245,"firozpur","muktsar","20","03","03","12",TRUE,TRUE,8e-04,0.0021,"firozpur__1607817","census1991__20__03","census2001__03__12",1,"matched_exact_names"
"Gurdaspur",1756732,"Gurdaspur",100,99.97,246,"gurdaspur","gurdaspur","20","01","03","01",TRUE,TRUE,1,0.9997,"gurdaspur__1756732","census1991__20__01","census2001__03__01",1,"matched_exact_names"
"Hoshiarpur",1455028,"Gurdaspur",0.04,0.03,247,"hoshiarpur","gurdaspur","20","07","03","01",TRUE,TRUE,4e-04,3e-04,"hoshiarpur__1455028","census1991__20__07","census2001__03__01",1,"matched_exact_names"
"Hoshiarpur",1455028,"Hoshiarpur",89.26,100,248,"hoshiarpur","hoshiarpur","20","07","03","05",TRUE,TRUE,0.8926,1,"hoshiarpur__1455028","census1991__20__07","census2001__03__05",1,"matched_exact_names"
"Hoshiarpur",1455028,"Ludhiana",0.14,0.08,249,"hoshiarpur","ludhiana","20","07","03","09",TRUE,TRUE,0.0014,8e-04,"hoshiarpur__1455028","census1991__20__07","census2001__03__09",1,"matched_exact_names"
"Hoshiarpur",1455028,"Nawanshahr",10.57,28.94,250,"hoshiarpur","nawanshahr","20","07","03","06",TRUE,TRUE,0.1057,0.2894,"hoshiarpur__1455028","census1991__20__07","census2001__03__06",1,"matched_exact_names"
"Jalandhar",2026787,"Jalandhar",81.31,99.88,251,"jalandhar","jalandhar","20","05","03","04",TRUE,TRUE,0.8131,0.9988,"jalandhar__2026787","census1991__20__05","census2001__03__04",1,"matched_exact_names"
"Jalandhar",2026787,"Ludhiana",0.07,0.06,252,"jalandhar","ludhiana","20","05","03","09",TRUE,TRUE,7e-04,6e-04,"jalandhar__2026787","census1991__20__05","census2001__03__09",1,"matched_exact_names"
"Jalandhar",2026787,"Nawanshahr",18.62,71.06,253,"jalandhar","nawanshahr","20","05","03","06",TRUE,TRUE,0.1862,0.7106,"jalandhar__2026787","census1991__20__05","census2001__03__06",1,"matched_exact_names"
"Ludhiana",2471594,"Fatehgarh Sahib",2.82,15.34,254,"ludhiana","fatehgarh sahib","20","04","03","08",TRUE,TRUE,0.0282,0.1534,"ludhiana__2471594","census1991__20__04","census2001__03__08",1,"matched_exact_names"
"Ludhiana",2471594,"Ludhiana",97.06,98.79,255,"ludhiana","ludhiana","20","04","03","09",TRUE,TRUE,0.9706,0.9879,"ludhiana__2471594","census1991__20__04","census2001__03__09",1,"matched_exact_names"
"Ludhiana",2471594,"Rupnagar",0.12,0.32,256,"ludhiana","rupnagar","20","04","03","07",TRUE,TRUE,0.0012,0.0032,"ludhiana__2471594","census1991__20__04","census2001__03__07",1,"matched_exact_names"
"Patiala",1896242,"Fatehgarh Sahib",19.17,79.89,257,"patiala","fatehgarh sahib","20","09","03","08",TRUE,TRUE,0.1917,0.7989,"patiala__1896242","census1991__20__09","census2001__03__08",1,"matched_exact_names"
"Patiala",1896242,"Ludhiana",0.08,0.06,258,"patiala","ludhiana","20","09","03","09",TRUE,TRUE,8e-04,6e-04,"patiala__1896242","census1991__20__09","census2001__03__09",1,"matched_exact_names"
"Patiala",1896242,"Patiala",80.58,99.96,259,"patiala","patiala","20","09","03","17",TRUE,TRUE,0.8058,0.9996,"patiala__1896242","census1991__20__09","census2001__03__17",1,"matched_exact_names"
"Patiala",1896242,"Rupnagar",0.18,0.38,260,"patiala","rupnagar","20","09","03","07",TRUE,TRUE,0.0018,0.0038,"patiala__1896242","census1991__20__09","census2001__03__07",1,"matched_exact_names"
"Rupnagar",915603,"Fatehgarh Sahib",2.37,4.77,261,"rupnagar","fatehgarh sahib",NA,NA,"03","08",FALSE,TRUE,0.0237,0.0477,"rupnagar__915603",NA,"census2001__03__08",NA,"source_name_not_unique_exact"
"Rupnagar",915603,"Patiala",0.07,0.04,262,"rupnagar","patiala",NA,NA,"03","17",FALSE,TRUE,7e-04,4e-04,"rupnagar__915603",NA,"census2001__03__17",NA,"source_name_not_unique_exact"
"Rupnagar",915603,"Rupnagar",97.56,99.3,263,"rupnagar","rupnagar",NA,NA,"03","07",FALSE,TRUE,0.9756,0.993,"rupnagar__915603",NA,"census2001__03__07",NA,"source_name_not_unique_exact"
"Sangrur",1710120,"Ludhiana",1.44,1.02,264,"sangrur","ludhiana","20","10","03","09",TRUE,TRUE,0.0144,0.0102,"sangrur__1710120","census1991__20__10","census2001__03__09",1,"matched_exact_names"
"Sangrur",1710120,"Sangrur",98.56,100,265,"sangrur","sangrur","20","10","03","16",TRUE,TRUE,0.9856,1,"sangrur__1710120","census1991__20__10","census2001__03__16",1,"matched_exact_names"
"Alwar",2296580,"Alwar",100,100,266,"alwar","alwar","21","05","08","06",TRUE,TRUE,1,1,"alwar__2296580","census1991__21__05","census2001__08__06",1,"matched_exact_names"
"Bundi",770248,"Bundi",100,100,267,"bundi","bundi","21","25","08","23",TRUE,TRUE,1,1,"bundi__770248","census1991__21__25","census2001__08__23",1,"matched_exact_names"
"Chittorgarh",1484190,"Chittaurgarh",100,100,268,"chittorgarh","chittaurgarh",NA,NA,"08","29",FALSE,TRUE,1,1,"chittorgarh__1484190",NA,"census2001__08__29",NA,"source_name_not_unique_exact"
