"harmonized_component_id","source_vintage","target_vintage","n_source_units","n_target_units","component_class","source_coverage_complete","target_coverage_complete","deterministic_amalgamation_eligible"
"geo_component_0338",1991,2001,2,3,"many_to_many",FALSE,FALSE,FALSE
"geo_component_0339",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0340",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0341",1991,2001,1,2,"split",FALSE,FALSE,FALSE
"geo_component_0342",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0343",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0344",1991,2001,3,5,"many_to_many",FALSE,FALSE,FALSE
"geo_component_0345",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0346",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0347",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0348",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0349",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0350",1991,2001,1,2,"split",FALSE,FALSE,FALSE
"geo_component_0351",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0352",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0353",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0354",1991,2001,3,3,"many_to_many",FALSE,FALSE,FALSE
"geo_component_0355",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0356",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0357",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0358",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0359",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0360",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0361",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0362",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0363",1991,2001,1,1,"one_to_one",FALSE,FALSE,FALSE
"geo_component_0364",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0365",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0366",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0367",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0368",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0369",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0370",1991,2001,1,1,"one_to_one",TRUE,FALSE,FALSE
"geo_component_0371",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
"geo_component_0372",1991,2001,1,1,"one_to_one",TRUE,TRUE,TRUE
