"vanneman_state_id","vanneman_district_id","district_label_1961","district_label_1971","district_label_1981","district_label_1991","population_1991","population_1991_available","population_1991_status","n_distinct_labels","label_changed_1981_1991","explicit_aggregate_label_1991","panel_to_1991_state_status","dist91_state_id","panel_unit_id","panel_label_key","documented_combined_panel_unit","dist91_district_id","dist91_district_label","mapping_class","mapping_basis","preferred_pretrend_eligible","review_source_id","review_evidence","project_1991_mapping_class","project_1991_population_coverage","project_1991_preferred_single_target","project_1991_n_target_2001_districts","n_transition_targets","state_code_2001","district_code_2001","pretrend_geography_status","preferred_vanneman_pretrend_eligible"
"02","10","Chittoor","Chittoor","Chittoor","Chittoor",3261118,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0210","chittoor",FALSE,"10","Chittoor","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999981226462678,TRUE,1,1,"28","23","preferred_single_target",TRUE
"02","11","Cuddapah","Cuddapah","Cuddapah","Cuddapah",2267769,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0211","cuddapah",FALSE,"11","Cuddapah","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.998679522084407,TRUE,1,1,"28","20","preferred_single_target",TRUE
"02","12","Anantapur","Anantapur","Anantapur","Anantapur",3183814,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0212","anantapur",FALSE,"12","Anantapur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.999967203168174,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"02","13","Kurnool","Kurnool","Kurnool","Kurnool",2973024,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0213","kurnool",FALSE,"13","Kurnool","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999995625875035,TRUE,1,1,"28","21","preferred_single_target",TRUE
"02","14","Mahbubnagar","Mahbubnagar","Mahbubnagar","Mahbubnagar",3077050,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0214","mahbubnagar",FALSE,"14","Mahbubnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.998585658341593,TRUE,1,1,"28","07","preferred_single_target",TRUE
"02","16","Hyderabad","Hyderabad","Hyderabad+Rangareddi","Hyderabad+Rangareddi",5697905,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","02","0216","hyderabad rangareddi",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"02","17","Medak","Medak","Medak","Medak",2269800,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0217","medak",FALSE,"17","Medak","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999957626557555,TRUE,1,1,"28","04","preferred_single_target",TRUE
"02","18","Nizamabad","Nizamabad","Nizamabad","Nizamabad",2037621,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0218","nizamabad",FALSE,"18","Nnizamabad","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias","high_population_coverage_single_target",0.999972031656097,TRUE,1,1,"28","02","preferred_single_target",TRUE
"02","19","Adilabad","Adilabad","Adilabad","Adilabad",2082479,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0219","adilabad",FALSE,"19","Adilabad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999108184458718,TRUE,1,1,"28","01","preferred_single_target",TRUE
"02","20","Karimnagar","Karimnagar","Karimnagar","Karimnagar",3037486,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0220","karimnagar",FALSE,"20","Karimnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999639438857341,TRUE,1,1,"28","03","preferred_single_target",TRUE
"02","21","Warangal","Warangal","Warangal","Warangal",2818832,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0221","warangal",FALSE,"21","Warangal","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999961506301205,TRUE,1,1,"28","09","preferred_single_target",TRUE
"02","22","Khammam","Khammam","Khammam","Khammam",2215809,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0222","khammam",FALSE,"22","Khammam","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.998955234860044,TRUE,1,1,"28","10","preferred_single_target",TRUE
"02","23","Nalgonda","Nalgonda","Nalgonda","Nalgonda",2852092,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","02","0223","nalgonda",FALSE,"23","Nalgonda","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999992627390788,TRUE,1,1,"28","08","preferred_single_target",TRUE
"03","00","NEFA","Arunachal Pradesh","Arunachal Pradesh (NEFA)","Arunachal Pradesh (NEFA)",864558,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","03","0300","arunachal pradesh nefa",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"04","01","Goalpara","Goalpara","Goalpara","Goalpara",3608795,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04","0401","goalpara",FALSE,"04","Goalpara","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"incomplete_population_coverage_single_target",0.989196964911467,FALSE,1,1,NA,NA,"project_1991_geography_not_preferred",FALSE
"04","02","Kamrup","Kamrup","Kamrup","Kamrup",4402120,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04","0402","kamrup",FALSE,"07","Kamrup","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.998890354081562,TRUE,1,1,"18","06","preferred_single_target",TRUE
"04","03","Darrang","Darrang","Darrang","Darrang",2723147,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04","0403","darrang",FALSE,"08","Darrang","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.99002198780929,TRUE,1,1,"18","08","preferred_single_target",TRUE
"04","04","Nowgong","Nowgong","Nagaon","Nagaon",2532853,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","04","0404","nagaon",FALSE,"13","Nagaon","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.997864433148482,TRUE,1,1,"18","10","preferred_single_target",TRUE
"04","05","Sibsagar","Sibsagar","Sibsagar","Sibsagar",2607285,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04","0405","sibsagar",FALSE,"16","Sibsagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999216180169913,TRUE,1,1,"18","16","preferred_single_target",TRUE
"04","06","Lakhimpur","Lakhimpur","Lakhimpur + Dibrugarh","Lakhimpur + Dibrugarh",3235102,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","04","0406","lakhimpur dibrugarh",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"04","08","United Mikir + N Cachar Hills","Mikir + N Cachar Hills","Karbi Anglong + N Cachar Hills","Karbi Anglong + N Cachar",813524,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","04","0408","karbi anglong n cachar",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"04","10","Cachar","Cachar","Cachar","Cachar",2491496,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04","0410","cachar",FALSE,"23","Cachar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999543806838658,TRUE,1,1,"18","21","preferred_single_target",TRUE
"05","01","Patna","Patna","Patna + Nalanda","Patna + Nalanda",5616206,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0501","patna nalanda",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","04","Gaya","Gaya","Gaya + Nawada + Aurangabad","Gaya + Nawada + Aurangab",6739385,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0504","gaya nawada aurangab",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","07","Shahabad","Shahabad","Bhojpur + Rohtas","Bhojpur + Rohtas",5781132,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0507","bhojpur rohtas",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","08","Saran","Saran","Saran + Siwan + Gopalgang","Saran + Siwan + Gopalgan",6448261,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0508","saran siwan gopalgan",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","12","Champaran","Champaran","Purba Champaran+Paschim Champ.","Purba Champaran+Paschim",5376727,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0512","purba champaran paschim",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","14","Muzaffarpur","Muzaffurpur","Muzaffarpur+Sitamhari+Vaishali","Muzaffarpur+Sitamhari+Va",7491463,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","05","0514","muzaffarpur sitamhari va",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","18","Darbhanga","Darbhanga","Darbhanga+Samastipur+Madhubani","Darbhanga+Samastipur+Mad",8059912,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0518","darbhanga samastipur mad",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","20","Saharsa","Saharsa","Saharsa","Saharsa",3652960,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0520","saharsa",FALSE,"21","Saharsa","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.99471209624245,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"05","21","Purnea","Purnea","Purnia + Katihar","Purnia + Katihar",6300010,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0521","purnia katihar",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","23","Monghyr","Monghyr","Munger + Begusari","Munger + Begusari",5862027,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0523","munger begusari",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","24","Bhagalpur","Bhagalpur","Bhagalpur","Bhagalpur",3202471,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0524","bhagalpur",FALSE,"27","Bhagalpur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.996467746801711,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"05","25","Santal Parganas","Santal Parganas","Santhal Pargana","Santhal Pargana",4591092,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05","0525","santhal pargana",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","26","Dhanbad","Dhanbad","Dhanbad","Dhanbad",2674651,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0526","dhanbad",FALSE,"32","Dhanbad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.98987420490878,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"05","28","Hazaribagh","Hazaribag","Hazaribag + Giridh","Hazaribag + Giridh",5069024,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","05","0528","hazaribag giridh",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"05","29","Palamau","Palamau","Palamu","Palamu",2451191,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05","0529","palamu",FALSE,"35","Palamu","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.999379077354641,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"05","30","Ranchi","Ranchi","Ranchi","Ranchi",3656910,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0530","ranchi",FALSE,"38","Ranchi","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.99931232888237,TRUE,1,1,"20","14","preferred_single_target",TRUE
"05","31","Singhbhum","Singhbhum","Singhbhum","Singhbhum",3401043,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0531","singhbhum",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"06","00","Chandigarh","Chandigarh","Chandigarh","Chandigarh",642015,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","28","0600","chandigarh",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"07","00","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli",138477,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","29","0700","dadra and nagar haveli",FALSE,"00","Dadra & Nagar Haveli","small_state_aggregate","exact_label_but_aggregated_state",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"08","00","Delhi","Delhi","Delhi","Delhi",9420644,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","31","0800","delhi",FALSE,"00","Delhi","small_state_aggregate","exact_label_but_aggregated_state",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"09","00","Goa - total","Goa - total","Goa, Daman & Diu","Goa, Daman & Diu",1271379,TRUE,"observed",2,FALSE,FALSE,"split_across_1991_states",NA,"0900","goa daman and diu",FALSE,NA,NA,"state_mapping_requires_review","state_mapping_requires_review",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"10","01","Jamnagar","Jamnagar","Jamnagar","Jamnagar",1563558,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1001","jamnagar",FALSE,"01","Jamnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"deterministic_one_to_one",1,TRUE,1,1,"24","10","preferred_single_target",TRUE
"10","02","Rajkot","Rajkot","Rajkot","Rajkot",2514122,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1002","rajkot",FALSE,"02","Rajkot","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"deterministic_one_to_one",1,TRUE,1,1,"24","09","preferred_single_target",TRUE
"10","03","Surendranagar","Surendranagar","Surendranagar","Surendranagar",1208872,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1003","surendranagar",FALSE,"03","Surendranagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.99999833781569,TRUE,1,1,"24","08","preferred_single_target",TRUE
"10","04","Bhavnagar","Bhavnagar","Bhavnagar","Bhavnagar",2292026,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1004","bhavnagar",FALSE,"04","Bhavnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.999941244614455,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","05","Amreli","Amreli","Amreli","Amreli",1252589,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1005","amreli",FALSE,"05","Amreli","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.999984495402887,FALSE,4,4,NA,NA,"splits_across_2001_districts",FALSE
"10","06","Junagadh","Junagadh","Janagadh","Janagadh",2394859,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1006","janagadh",FALSE,"06","Junagadh","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias","splits_across_2001_districts",0.999846397626739,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","07","Kutch","Kutch","Kachchh","Kachchh",1262507,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1007","kachchh",FALSE,"07","Kachchh","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999727540662925,TRUE,1,1,"24","01","preferred_single_target",TRUE
"10","08","Banaskantha","Banas Kantha","Banas Kantha","Banas Kantha",2162578,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1008","banas kantha",FALSE,"08","Banas Kantha","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",1,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","09","Sabarkantha","Sabar Kantha","Sabar Kantha","Sabar Kantha",1761086,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1009","sabar kantha",FALSE,"09","Sabar Kantha","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"high_population_coverage_single_target",0.999881699747133,TRUE,1,1,"24","05","preferred_single_target",TRUE
"10","10","Mehsana","Mahesana","Mahesana","Mahesana",2937810,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1010","mahesana",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"10","11","Ahmedabad(pt)+Mehsana(pt)","Gandhinagar","Gandhinagar","Gandhinagar",408992,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1011","gandhinagar",FALSE,"11","Gandhinagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"deterministic_one_to_one",1,TRUE,1,1,"24","06","preferred_single_target",TRUE
"10","12","Ahmedabad","Ahmedabad","Ahmadabad","Ahmadabad",4801812,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1012","ahmadabad",FALSE,"12","Ahmadabad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",1,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","13","Kaira","Kheda","Kheda (Kaira)","Kheda (Kaira)",3440897,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1013","kheda kaira",FALSE,"13","Kheda","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias","splits_across_2001_districts",1,FALSE,3,3,NA,NA,"splits_across_2001_districts",FALSE
"10","14","Panchmahals","Panch Mahals","Panch Mahals","Panch Mahals",2956456,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1014","panch mahals",FALSE,"14","Panch Mahals","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.99996380330513,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","15","Baroda","Vadodara","Vadodara (Baroda)","Vadodara (Baroda)",3089610,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1015","vadodara baroda",FALSE,"15","Vadodara","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias","splits_across_2001_districts",0.999993502491632,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"10","16","Broach","Bharuch","Bharuch (Broach)","Bharuch (Broach)",1546145,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1016","bharuch broach",FALSE,"16","Bharuch","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias","splits_across_2001_districts",0.99807974025722,FALSE,3,3,NA,NA,"splits_across_2001_districts",FALSE
"10","17","Surat","Surat + Valsad","Surat + Valsad (Bulsar)","Surat + Valsad (Bulsar)",5571572,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","07","1017","surat valsad bulsar",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"10","19","Dangs","The Dangs","The Dangs","The Dangs",144091,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1019","the dangs",FALSE,"19","The Dangs","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"deterministic_one_to_one",1,TRUE,1,1,"24","23","preferred_single_target",TRUE
"11","01","Ambala","Ambala","Ambala","Ambala",1938758,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","08","1101","ambala",FALSE,"01","Ambala","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",0.998750692412076,FALSE,2,2,NA,NA,"splits_across_2001_districts",FALSE
"11","03","Karnal","Karnal","Karnal + Kurkshetra","Karnal + Kurkshetra",3181926,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08","1103","karnal kurkshetra",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,"panel_to_1991_not_preferred",FALSE
"11","04","Hissar(pt)+Karnal(pt)","Jind","Jind","Jind",963104,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","08","1104","jind",FALSE,"14","Jind","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA,"splits_across_2001_districts",1,FALSE,3,3,NA,NA,"splits_across_2001_districts",FALSE
