"bin","instrument","treatment","n","specification_id"
7,0.218067190074381,-1.09446670765272,58,"absorption__region_fe_plus_human_capital"
8,0.420353287005992,3.30050539272212,57,"absorption__region_fe_plus_human_capital"
9,0.689953785837675,2.17405515418266,57,"absorption__region_fe_plus_human_capital"
10,1.18174841919505,3.99493549416201,58,"absorption__region_fe_plus_human_capital"
1,-1.10576692196654,-1.40446004112714,57,"absorption__region_fe_plus_demography"
2,-0.657873042963251,-2.6254305981058,57,"absorption__region_fe_plus_demography"
3,-0.463984590824217,-5.58985438381804,57,"absorption__region_fe_plus_demography"
4,-0.263588314977756,-1.59544634704004,58,"absorption__region_fe_plus_demography"
5,-0.0949190577248436,0.478195214204318,57,"absorption__region_fe_plus_demography"
6,0.0826890030344113,0.835039270732807,57,"absorption__region_fe_plus_demography"
7,0.220812622307711,2.14779698110726,58,"absorption__region_fe_plus_demography"
8,0.415042875733538,1.28475099733192,57,"absorption__region_fe_plus_demography"
9,0.668821071825524,0.843035490938735,57,"absorption__region_fe_plus_demography"
10,1.1788354820574,5.51984369077867,58,"absorption__region_fe_plus_demography"
1,-1.08592065626112,-2.94883225182,57,"absorption__region_fe_plus_economic_structure"
2,-0.614631472469591,-3.26416329249318,57,"absorption__region_fe_plus_economic_structure"
3,-0.459081925391206,-2.28170574023079,57,"absorption__region_fe_plus_economic_structure"
4,-0.260626021248538,-3.15943709629942,58,"absorption__region_fe_plus_economic_structure"
5,-0.0939682728456009,-1.36727865702437,57,"absorption__region_fe_plus_economic_structure"
6,0.0611936753380264,0.894205006053211,57,"absorption__region_fe_plus_economic_structure"
7,0.219869617546598,5.03237889053328,58,"absorption__region_fe_plus_economic_structure"
8,0.428850060595796,0.191599565288225,57,"absorption__region_fe_plus_economic_structure"
9,0.666354782317557,1.47188858693212,57,"absorption__region_fe_plus_economic_structure"
10,1.11904290537125,5.30540901003859,58,"absorption__region_fe_plus_economic_structure"
1,-0.965643171766755,-1.71843992645484,57,"absorption__state_fe_plus_basic_scale_geography"
2,-0.427329366987437,0.0566199204844804,57,"absorption__state_fe_plus_basic_scale_geography"
3,-0.244209584161662,-0.463148605870353,57,"absorption__state_fe_plus_basic_scale_geography"
4,-0.123598394288834,-0.519365001650796,58,"absorption__state_fe_plus_basic_scale_geography"
5,-0.0460946607480662,0.139435767256668,57,"absorption__state_fe_plus_basic_scale_geography"
6,0.0268955428710105,0.00562494541708013,57,"absorption__state_fe_plus_basic_scale_geography"
7,0.108183900520263,0.230719475780541,58,"absorption__state_fe_plus_basic_scale_geography"
8,0.248116436801428,0.42973069417618,57,"absorption__state_fe_plus_basic_scale_geography"
9,0.455708858003796,1.34413949051392,57,"absorption__state_fe_plus_basic_scale_geography"
10,0.951547061377159,0.491130865959589,58,"absorption__state_fe_plus_basic_scale_geography"
1,-0.967949702449544,-1.54927166463628,57,"absorption__state_fe_plus_social_composition"
2,-0.433769769765654,-0.172152112384211,57,"absorption__state_fe_plus_social_composition"
3,-0.23635851696092,-0.939022682097157,57,"absorption__state_fe_plus_social_composition"
4,-0.118201609135252,-0.967183210851222,58,"absorption__state_fe_plus_social_composition"
5,-0.035049943301098,0.100219065955839,57,"absorption__state_fe_plus_social_composition"
6,0.026284875065258,1.26594019524099,57,"absorption__state_fe_plus_social_composition"
7,0.115666267804586,0.575345974859091,58,"absorption__state_fe_plus_social_composition"
8,0.241251873650389,0.546800317424178,57,"absorption__state_fe_plus_social_composition"
9,0.469550138656137,0.971859281123769,57,"absorption__state_fe_plus_social_composition"
10,0.922437747727384,0.171333325030991,58,"absorption__state_fe_plus_social_composition"
1,-0.960365883859474,-0.701554265475465,57,"absorption__state_fe_plus_human_capital"
2,-0.424904768387219,-0.469150849198306,57,"absorption__state_fe_plus_human_capital"
3,-0.242590568026656,-0.31752788402676,57,"absorption__state_fe_plus_human_capital"
4,-0.113368443984317,-0.443628215430175,58,"absorption__state_fe_plus_human_capital"
5,-0.0395029584325549,0.211140038862349,57,"absorption__state_fe_plus_human_capital"
6,0.029314352568875,-0.209278719433213,57,"absorption__state_fe_plus_human_capital"
7,0.108293732811443,0.472025749071011,58,"absorption__state_fe_plus_human_capital"
8,0.245234849658415,0.607804132109727,57,"absorption__state_fe_plus_human_capital"
9,0.469011420563895,1.46810686690131,57,"absorption__state_fe_plus_human_capital"
10,0.912950619571822,-0.607772382350485,58,"absorption__state_fe_plus_human_capital"
1,-0.9612085021385,-0.905816347039165,57,"absorption__state_fe_plus_demography"
2,-0.423394529797998,-0.315120684599581,57,"absorption__state_fe_plus_demography"
3,-0.239199889830022,-0.166030569502045,57,"absorption__state_fe_plus_demography"
4,-0.114393102721825,-1.02610037832915,58,"absorption__state_fe_plus_demography"
5,-0.0396895855448132,0.608878205453418,57,"absorption__state_fe_plus_demography"
6,0.0271255936680026,-0.185493858398605,57,"absorption__state_fe_plus_demography"
7,0.111881017603848,0.558570014535286,58,"absorption__state_fe_plus_demography"
8,0.248236340476659,-0.0494222173478433,57,"absorption__state_fe_plus_demography"
9,0.463773224367801,1.97884024264241,57,"absorption__state_fe_plus_demography"
10,0.910932238247901,-0.481652083773201,58,"absorption__state_fe_plus_demography"
1,-0.940384400171896,-1.03905391824371,57,"absorption__state_fe_plus_economic_structure"
2,-0.442615622859585,0.675137218880569,57,"absorption__state_fe_plus_economic_structure"
3,-0.231617717842277,-1.8466943509736,57,"absorption__state_fe_plus_economic_structure"
4,-0.1241615013926,-0.0111873223264783,58,"absorption__state_fe_plus_economic_structure"
5,-0.03978961660141,1.06260434958012,57,"absorption__state_fe_plus_economic_structure"
6,0.0377979379324356,-1.05997567929032,57,"absorption__state_fe_plus_economic_structure"
7,0.119943899811269,0.636223065097362,58,"absorption__state_fe_plus_economic_structure"
8,0.247033464275409,0.36848042899005,57,"absorption__state_fe_plus_economic_structure"
9,0.457795200435461,1.51391181199766,57,"absorption__state_fe_plus_economic_structure"
10,0.900277998571265,-0.305059226798885,58,"absorption__state_fe_plus_economic_structure"
