"harmonized_component_id","vintage","state_code","district_code","unit_id","side"
"geo_component_0022",2001,"18","06","census2001__18__06","target"
"geo_component_0023",1991,"04","08","census1991__04__08","source"
"geo_component_0023",2001,"18","08","census2001__18__08","target"
"geo_component_0024",1991,"04","09","census1991__04__09","source"
"geo_component_0024",2001,"18","11","census2001__18__11","target"
"geo_component_0025",1991,"04","14","census1991__04__14","source"
"geo_component_0025",2001,"18","18","census2001__18__18","target"
"geo_component_0026",1991,"04","15","census1991__04__15","source"
"geo_component_0026",2001,"18","17","census2001__18__17","target"
"geo_component_0027",1991,"04","16","census1991__04__16","source"
"geo_component_0027",2001,"18","16","census2001__18__16","target"
"geo_component_0028",1991,"05","01","census1991__05__01","source"
"geo_component_0028",2001,"10","28","census2001__10__28","target"
"geo_component_0029",1991,"05","02","census1991__05__02","source"
"geo_component_0029",1991,"05","26","census1991__05__26","source"
"geo_component_0029",2001,"10","24","census2001__10__24","target"
"geo_component_0029",2001,"10","25","census2001__10__25","target"
"geo_component_0029",2001,"10","26","census2001__10__26","target"
"geo_component_0029",2001,"10","27","census2001__10__27","target"
"geo_component_0029",2001,"10","37","census2001__10__37","target"
"geo_component_0030",1991,"05","03","census1991__05__03","source"
"geo_component_0030",2001,"10","29","census2001__10__29","target"
"geo_component_0030",2001,"10","30","census2001__10__30","target"
"geo_component_0031",1991,"05","04","census1991__05__04","source"
"geo_component_0031",2001,"10","31","census2001__10__31","target"
"geo_component_0031",2001,"10","32","census2001__10__32","target"
"geo_component_0032",1991,"05","09","census1991__05__09","source"
"geo_component_0032",2001,"10","17","census2001__10__17","target"
"geo_component_0033",1991,"05","10","census1991__05__10","source"
"geo_component_0033",2001,"10","16","census2001__10__16","target"
"geo_component_0034",1991,"05","11","census1991__05__11","source"
"geo_component_0034",2001,"10","15","census2001__10__15","target"
"geo_component_0035",1991,"05","17","census1991__05__17","source"
"geo_component_0035",2001,"10","20","census2001__10__20","target"
"geo_component_0036",1991,"05","21","census1991__05__21","source"
"geo_component_0036",2001,"10","06","census2001__10__06","target"
"geo_component_0036",2001,"10","12","census2001__10__12","target"
"geo_component_0037",1991,"05","22","census1991__05__22","source"
"geo_component_0037",2001,"10","11","census2001__10__11","target"
"geo_component_0038",1991,"05","25","census1991__05__25","source"
"geo_component_0038",2001,"10","21","census2001__10__21","target"
"geo_component_0039",1991,"05","32","census1991__05__32","source"
"geo_component_0039",1991,"05","33","census1991__05__33","source"
"geo_component_0039",2001,"20","06","census2001__20__06","target"
"geo_component_0039",2001,"20","12","census2001__20__12","target"
"geo_component_0039",2001,"20","13","census2001__20__13","target"
"geo_component_0040",1991,"07","03","census1991__07__03","source"
"geo_component_0040",2001,"24","08","census2001__24__08","target"
"geo_component_0041",1991,"07","04","census1991__07__04","source"
"geo_component_0041",1991,"07","05","census1991__07__05","source"
"geo_component_0041",1991,"07","06","census1991__07__06","source"
"geo_component_0041",2001,"24","11","census2001__24__11","target"
"geo_component_0041",2001,"24","12","census2001__24__12","target"
"geo_component_0041",2001,"24","13","census2001__24__13","target"
"geo_component_0041",2001,"24","14","census2001__24__14","target"
"geo_component_0042",1991,"07","11","census1991__07__11","source"
"geo_component_0042",1991,"07","13","census1991__07__13","source"
"geo_component_0042",2001,"24","06","census2001__24__06","target"
"geo_component_0042",2001,"24","15","census2001__24__15","target"
"geo_component_0042",2001,"24","16","census2001__24__16","target"
"geo_component_0043",1991,"07","15","census1991__07__15","source"
"geo_component_0043",1991,"07","16","census1991__07__16","source"
"geo_component_0043",2001,"24","19","census2001__24__19","target"
"geo_component_0043",2001,"24","20","census2001__24__20","target"
"geo_component_0043",2001,"24","21","census2001__24__21","target"
"geo_component_0044",1991,"08","01","census1991__08__01","source"
"geo_component_0044",2001,"06","01","census2001__06__01","target"
"geo_component_0044",2001,"06","02","census2001__06__02","target"
"geo_component_0045",1991,"08","03","census1991__08__03","source"
"geo_component_0045",1991,"08","04","census1991__08__04","source"
"geo_component_0045",1991,"08","05","census1991__08__05","source"
"geo_component_0045",1991,"08","06","census1991__08__06","source"
"geo_component_0045",1991,"08","07","census1991__08__07","source"
"geo_component_0045",1991,"08","08","census1991__08__08","source"
"geo_component_0045",1991,"08","11","census1991__08__11","source"
"geo_component_0045",1991,"08","14","census1991__08__14","source"
"geo_component_0045",1991,"08","15","census1991__08__15","source"
"geo_component_0045",2001,"06","04","census2001__06__04","target"
"geo_component_0045",2001,"06","05","census2001__06__05","target"
"geo_component_0045",2001,"06","06","census2001__06__06","target"
"geo_component_0045",2001,"06","07","census2001__06__07","target"
"geo_component_0045",2001,"06","08","census2001__06__08","target"
"geo_component_0045",2001,"06","09","census2001__06__09","target"
"geo_component_0045",2001,"06","10","census2001__06__10","target"
"geo_component_0045",2001,"06","12","census2001__06__12","target"
"geo_component_0045",2001,"06","13","census2001__06__13","target"
"geo_component_0045",2001,"06","14","census2001__06__14","target"
"geo_component_0045",2001,"06","15","census2001__06__15","target"
"geo_component_0045",2001,"06","17","census2001__06__17","target"
"geo_component_0046",1991,"08","09","census1991__08__09","source"
"geo_component_0046",2001,"06","19","census2001__06__19","target"
"geo_component_0047",1991,"08","10","census1991__08__10","source"
"geo_component_0047",2001,"06","18","census2001__06__18","target"
"geo_component_0048",1991,"08","12","census1991__08__12","source"
"geo_component_0048",2001,"06","16","census2001__06__16","target"
"geo_component_0049",1991,"08","16","census1991__08__16","source"
"geo_component_0049",2001,"06","11","census2001__06__11","target"
"geo_component_0050",1991,"09","01","census1991__09__01","source"
"geo_component_0050",2001,"02","01","census2001__02__01","target"
"geo_component_0051",1991,"09","02","census1991__09__02","source"
"geo_component_0051",2001,"02","02","census2001__02__02","target"
"geo_component_0052",1991,"09","04","census1991__09__04","source"
"geo_component_0052",2001,"02","07","census2001__02__07","target"
"geo_component_0053",1991,"09","09","census1991__09__09","source"
"geo_component_0053",2001,"02","11","census2001__02__11","target"
"geo_component_0054",1991,"09","10","census1991__09__10","source"
"geo_component_0054",2001,"02","09","census2001__02__09","target"
"geo_component_0055",1991,"10","01","census1991__10__01","source"
"geo_component_0055",2001,"01","06","census2001__01__06","target"
"geo_component_0056",1991,"10","02","census1991__10__02","source"
"geo_component_0056",2001,"01","05","census2001__01__05","target"
"geo_component_0057",1991,"10","03","census1991__10__03","source"
"geo_component_0057",2001,"01","03","census2001__01__03","target"
"geo_component_0058",1991,"10","04","census1991__10__04","source"
"geo_component_0058",2001,"01","04","census2001__01__04","target"
"geo_component_0059",1991,"10","06","census1991__10__06","source"
"geo_component_0059",2001,"01","01","census2001__01__01","target"
"geo_component_0060",1991,"10","09","census1991__10__09","source"
"geo_component_0060",2001,"01","09","census2001__01__09","target"
"geo_component_0061",1991,"10","10","census1991__10__10","source"
"geo_component_0061",2001,"01","10","census2001__01__10","target"
"geo_component_0062",1991,"10","11","census1991__10__11","source"
"geo_component_0062",2001,"01","14","census2001__01__14","target"
"geo_component_0063",1991,"10","12","census1991__10__12","source"
"geo_component_0063",2001,"01","13","census2001__01__13","target"
"geo_component_0064",1991,"11","03","census1991__11__03","source"
"geo_component_0064",2001,"29","01","census2001__29__01","target"
"geo_component_0065",1991,"11","04","census1991__11__04","source"
"geo_component_0065",1991,"11","08","census1991__11__08","source"
"geo_component_0065",1991,"11","18","census1991__11__18","source"
"geo_component_0065",2001,"29","12","census2001__29__12","target"
"geo_component_0065",2001,"29","13","census2001__29__13","target"
"geo_component_0065",2001,"29","14","census2001__29__14","target"
"geo_component_0065",2001,"29","15","census2001__29__15","target"
"geo_component_0066",1991,"11","10","census1991__11__10","source"
"geo_component_0066",2001,"29","08","census2001__29__08","target"
"geo_component_0066",2001,"29","09","census2001__29__09","target"
"geo_component_0066",2001,"29","11","census2001__29__11","target"
"geo_component_0067",1991,"11","17","census1991__11__17","source"
"geo_component_0067",2001,"29","06","census2001__29__06","target"
"geo_component_0067",2001,"29","07","census2001__29__07","target"
"geo_component_0068",1991,"11","20","census1991__11__20","source"
"geo_component_0068",2001,"29","10","census2001__29__10","target"
"geo_component_0069",1991,"12","02","census1991__12__02","source"
"geo_component_0069",2001,"32","02","census2001__32__02","target"
"geo_component_0070",1991,"12","03","census1991__12__03","source"
"geo_component_0070",2001,"32","03","census2001__32__03","target"
"geo_component_0071",1991,"12","04","census1991__12__04","source"
"geo_component_0071",2001,"32","04","census2001__32__04","target"
"geo_component_0072",1991,"12","06","census1991__12__06","source"
"geo_component_0072",2001,"32","06","census2001__32__06","target"
"geo_component_0073",1991,"12","08","census1991__12__08","source"
"geo_component_0073",1991,"12","09","census1991__12__09","source"
"geo_component_0073",2001,"32","08","census2001__32__08","target"
"geo_component_0073",2001,"32","09","census2001__32__09","target"
"geo_component_0074",1991,"12","10","census1991__12__10","source"
"geo_component_0074",2001,"32","10","census2001__32__10","target"
"geo_component_0075",1991,"12","12","census1991__12__12","source"
"geo_component_0075",2001,"32","12","census2001__32__12","target"
"geo_component_0076",1991,"12","13","census1991__12__13","source"
"geo_component_0076",2001,"32","13","census2001__32__13","target"
"geo_component_0077",1991,"13","03","census1991__13__03","source"
"geo_component_0077",1991,"13","04","census1991__13__04","source"
"geo_component_0077",2001,"23","04","census2001__23__04","target"
"geo_component_0077",2001,"23","05","census2001__23__05","target"
"geo_component_0078",1991,"13","28","census1991__13__28","source"
"geo_component_0078",2001,"23","32","census2001__23__32","target"
"geo_component_0079",1991,"13","29","census1991__13__29","source"
"geo_component_0079",2001,"23","33","census2001__23__33","target"
"geo_component_0080",1991,"13","32","census1991__13__32","source"
"geo_component_0080",2001,"23","36","census2001__23__36","target"
"geo_component_0080",2001,"23","37","census2001__23__37","target"
"geo_component_0081",1991,"13","43","census1991__13__43","source"
"geo_component_0081",2001,"22","10","census2001__22__10","target"
"geo_component_0082",1991,"14","04","census1991__14__04","source"
"geo_component_0082",2001,"27","32","census2001__27__32","target"
"geo_component_0083",1991,"14","05","census1991__14__05","source"
"geo_component_0083",2001,"27","33","census2001__27__33","target"
"geo_component_0084",1991,"14","12","census1991__14__12","source"
"geo_component_0084",2001,"27","35","census2001__27__35","target"
"geo_component_0085",1991,"14","13","census1991__14__13","source"
"geo_component_0085",2001,"27","30","census2001__27__30","target"
"geo_component_0086",1991,"14","14","census1991__14__14","source"
"geo_component_0086",2001,"27","34","census2001__27__34","target"
"geo_component_0087",1991,"14","16","census1991__14__16","source"
"geo_component_0087",2001,"27","18","census2001__27__18","target"
"geo_component_0088",1991,"14","17","census1991__14__17","source"
"geo_component_0088",2001,"27","16","census2001__27__16","target"
"geo_component_0088",2001,"27","17","census2001__27__17","target"
"geo_component_0089",1991,"14","18","census1991__14__18","source"
"geo_component_0089",2001,"27","27","census2001__27__27","target"
"geo_component_0090",1991,"14","20","census1991__14__20","source"
"geo_component_0090",2001,"27","29","census2001__27__29","target"
"geo_component_0091",1991,"14","21","census1991__14__21","source"
"geo_component_0091",2001,"27","28","census2001__27__28","target"
"geo_component_0092",1991,"14","27","census1991__14__27","source"
"geo_component_0092",2001,"27","09","census2001__27__09","target"
"geo_component_0093",1991,"14","28","census1991__14__28","source"
"geo_component_0093",2001,"27","10","census2001__27__10","target"
"geo_component_0093",2001,"27","11","census2001__27__11","target"
"geo_component_0094",1991,"15","02","census1991__15__02","source"
"geo_component_0094",2001,"14","02","census2001__14__02","target"
"geo_component_0095",1991,"15","03","census1991__15__03","source"
"geo_component_0095",2001,"14","03","census2001__14__03","target"
"geo_component_0096",1991,"15","04","census1991__15__04","source"
"geo_component_0096",2001,"14","09","census2001__14__09","target"
"geo_component_0097",1991,"15","05","census1991__15__05","source"
"geo_component_0097",2001,"14","05","census2001__14__05","target"
"geo_component_0098",1991,"15","06","census1991__15__06","source"
"geo_component_0098",2001,"14","04","census2001__14__04","target"
"geo_component_0099",1991,"15","07","census1991__15__07","source"
"geo_component_0099",2001,"14","06","census2001__14__06","target"
"geo_component_0099",2001,"14","07","census2001__14__07","target"
"geo_component_0100",1991,"15","08","census1991__15__08","source"
"geo_component_0100",2001,"14","08","census2001__14__08","target"
"geo_component_0101",1991,"16","01","census1991__16__01","source"
"geo_component_0101",2001,"17","07","census2001__17__07","target"
"geo_component_0102",1991,"16","02","census1991__16__02","source"
"geo_component_0102",1991,"16","03","census1991__16__03","source"
"geo_component_0102",2001,"17","04","census2001__17__04","target"
"geo_component_0102",2001,"17","05","census2001__17__05","target"
"geo_component_0102",2001,"17","06","census2001__17__06","target"
"geo_component_0103",1991,"18","01","census1991__18__01","source"
"geo_component_0103",2001,"13","06","census2001__13__06","target"
"geo_component_0103",2001,"13","07","census2001__13__07","target"
"geo_component_0104",1991,"18","02","census1991__18__02","source"
"geo_component_0104",2001,"13","08","census2001__13__08","target"
"geo_component_0105",1991,"18","03","census1991__18__03","source"
"geo_component_0105",2001,"13","04","census2001__13__04","target"
"geo_component_0106",1991,"18","04","census1991__18__04","source"
"geo_component_0106",2001,"13","05","census2001__13__05","target"
"geo_component_0107",1991,"18","06","census1991__18__06","source"
"geo_component_0107",2001,"13","02","census2001__13__02","target"
"geo_component_0108",1991,"18","07","census1991__18__07","source"
"geo_component_0108",2001,"13","01","census2001__13__01","target"
"geo_component_0109",1991,"19","06","census1991__19__06","source"
"geo_component_0109",2001,"21","10","census2001__21__10","target"
"geo_component_0109",2001,"21","11","census2001__21__11","target"
"geo_component_0109",2001,"21","12","census2001__21__12","target"
"geo_component_0109",2001,"21","13","census2001__21__13","target"
"geo_component_0110",1991,"19","07","census1991__19__07","source"
"geo_component_0110",2001,"21","14","census2001__21__14","target"
"geo_component_0110",2001,"21","15","census2001__21__15","target"
"geo_component_0111",1991,"19","10","census1991__19__10","source"
"geo_component_0111",2001,"21","25","census2001__21__25","target"
"geo_component_0111",2001,"21","26","census2001__21__26","target"
"geo_component_0112",1991,"19","11","census1991__19__11","source"
"geo_component_0112",2001,"21","27","census2001__21__27","target"
"geo_component_0112",2001,"21","28","census2001__21__28","target"
"geo_component_0112",2001,"21","29","census2001__21__29","target"
"geo_component_0112",2001,"21","30","census2001__21__30","target"
"geo_component_0113",1991,"19","13","census1991__19__13","source"
"geo_component_0113",2001,"21","16","census2001__21__16","target"
"geo_component_0113",2001,"21","17","census2001__21__17","target"
"geo_component_0113",2001,"21","18","census2001__21__18","target"
"geo_component_0114",1991,"20","01","census1991__20__01","source"
"geo_component_0114",1991,"20","02","census1991__20__02","source"
"geo_component_0114",1991,"20","03","census1991__20__03","source"
"geo_component_0114",1991,"20","04","census1991__20__04","source"
"geo_component_0114",1991,"20","05","census1991__20__05","source"
"geo_component_0114",1991,"20","07","census1991__20__07","source"
"geo_component_0114",1991,"20","09","census1991__20__09","source"
"geo_component_0114",1991,"20","10","census1991__20__10","source"
"geo_component_0114",1991,"20","12","census1991__20__12","source"
"geo_component_0114",2001,"03","01","census2001__03__01","target"
"geo_component_0114",2001,"03","02","census2001__03__02","target"
"geo_component_0114",2001,"03","04","census2001__03__04","target"
"geo_component_0114",2001,"03","05","census2001__03__05","target"
"geo_component_0114",2001,"03","06","census2001__03__06","target"
"geo_component_0114",2001,"03","07","census2001__03__07","target"
"geo_component_0114",2001,"03","08","census2001__03__08","target"
"geo_component_0114",2001,"03","09","census2001__03__09","target"
"geo_component_0114",2001,"03","10","census2001__03__10","target"
"geo_component_0114",2001,"03","11","census2001__03__11","target"
"geo_component_0114",2001,"03","12","census2001__03__12","target"
"geo_component_0114",2001,"03","13","census2001__03__13","target"
"geo_component_0114",2001,"03","16","census2001__03__16","target"
"geo_component_0114",2001,"03","17","census2001__03__17","target"
"geo_component_0115",1991,"21","05","census1991__21__05","source"
"geo_component_0115",2001,"08","06","census2001__08__06","target"
"geo_component_0116",1991,"21","08","census1991__21__08","source"
"geo_component_0116",1991,"21","09","census1991__21__09","source"
"geo_component_0116",2001,"08","09","census2001__08__09","target"
"geo_component_0116",2001,"08","10","census2001__08__10","target"
"geo_component_0116",2001,"08","11","census2001__08__11","target"
"geo_component_0116",2001,"08","12","census2001__08__12","target"
"geo_component_0117",1991,"21","13","census1991__21__13","source"
"geo_component_0117",2001,"08","16","census2001__08__16","target"
"geo_component_0118",1991,"21","14","census1991__21__14","source"
"geo_component_0118",2001,"08","15","census2001__08__15","target"
"geo_component_0119",1991,"21","21","census1991__21__21","source"
"geo_component_0119",2001,"08","25","census2001__08__25","target"
"geo_component_0119",2001,"08","26","census2001__08__26","target"
"geo_component_0120",1991,"21","25","census1991__21__25","source"
"geo_component_0120",2001,"08","23","census2001__08__23","target"
"geo_component_0121",1991,"21","26","census1991__21__26","source"
"geo_component_0121",2001,"08","30","census2001__08__30","target"
"geo_component_0121",2001,"08","31","census2001__08__31","target"
"geo_component_0122",1991,"21","27","census1991__21__27","source"
"geo_component_0122",2001,"08","32","census2001__08__32","target"
"geo_component_0123",1991,"23","01","census1991__23__01","source"
"geo_component_0123",2001,"33","02","census2001__33__02","target"
"geo_component_0124",1991,"23","13","census1991__23__13","source"
"geo_component_0124",2001,"33","19","census2001__33__19","target"
"geo_component_0124",2001,"33","20","census2001__33__20","target"
"geo_component_0124",2001,"33","21","census2001__33__21","target"
"geo_component_0125",1991,"23","16","census1991__23__16","source"
"geo_component_0125",2001,"33","24","census2001__33__24","target"
"geo_component_0125",2001,"33","25","census2001__33__25","target"
"geo_component_0126",1991,"23","17","census1991__23__17","source"
"geo_component_0126",2001,"33","23","census2001__33__23","target"
"geo_component_0126",2001,"33","27","census2001__33__27","target"
"geo_component_0127",1991,"23","18","census1991__23__18","source"
"geo_component_0127",2001,"33","26","census2001__33__26","target"
"geo_component_0128",1991,"24","01","census1991__24__01","source"
"geo_component_0128",2001,"16","01","census2001__16__01","target"
"geo_component_0129",1991,"24","02","census1991__24__02","source"
"geo_component_0129",1991,"24","03","census1991__24__03","source"
"geo_component_0129",2001,"16","02","census2001__16__02","target"
"geo_component_0129",2001,"16","03","census2001__16__03","target"
"geo_component_0129",2001,"16","04","census2001__16__04","target"
"geo_component_0130",1991,"25","02","census1991__25__02","source"
"geo_component_0130",1991,"25","03","census1991__25__03","source"
"geo_component_0130",1991,"25","05","census1991__25__05","source"
"geo_component_0130",1991,"25","06","census1991__25__06","source"
"geo_component_0130",1991,"25","08","census1991__25__08","source"
"geo_component_0130",2001,"05","02","census2001__05__02","target"
"geo_component_0130",2001,"05","03","census2001__05__03","target"
"geo_component_0130",2001,"05","04","census2001__05__04","target"
"geo_component_0130",2001,"05","06","census2001__05__06","target"
"geo_component_0130",2001,"05","07","census2001__05__07","target"
"geo_component_0130",2001,"05","10","census2001__05__10","target"
"geo_component_0130",2001,"05","11","census2001__05__11","target"
"geo_component_0130",2001,"05","12","census2001__05__12","target"
"geo_component_0131",1991,"25","07","census1991__25__07","source"
"geo_component_0131",2001,"05","08","census2001__05__08","target"
"geo_component_0131",2001,"05","09","census2001__05__09","target"
"geo_component_0132",1991,"25","09","census1991__25__09","source"
"geo_component_0132",2001,"09","03","census2001__09__03","target"
"geo_component_0133",1991,"25","10","census1991__25__10","source"
"geo_component_0133",2001,"09","04","census2001__09__04","target"
"geo_component_0133",2001,"09","06","census2001__09__06","target"
"geo_component_0134",1991,"25","12","census1991__25__12","source"
"geo_component_0134",2001,"09","01","census2001__09__01","target"
"geo_component_0135",1991,"25","13","census1991__25__13","source"
"geo_component_0135",2001,"05","13","census2001__05__13","target"
"geo_component_0136",1991,"25","14","census1991__25__14","source"
"geo_component_0136",2001,"09","02","census2001__09__02","target"
"geo_component_0137",1991,"25","15","census1991__25__15","source"
"geo_component_0137",2001,"09","07","census2001__09__07","target"
"geo_component_0137",2001,"09","08","census2001__09__08","target"
"geo_component_0138",1991,"25","16","census1991__25__16","source"
"geo_component_0138",1991,"25","17","census1991__25__17","source"
"geo_component_0138",2001,"09","09","census2001__09__09","target"
"geo_component_0138",2001,"09","10","census2001__09__10","target"
"geo_component_0138",2001,"09","11","census2001__09__11","target"
"geo_component_0139",1991,"25","18","census1991__25__18","source"
"geo_component_0139",1991,"25","19","census1991__25__19","source"
"geo_component_0139",2001,"09","12","census2001__09__12","target"
"geo_component_0139",2001,"09","13","census2001__09__13","target"
"geo_component_0139",2001,"09","14","census2001__09__14","target"
"geo_component_0140",1991,"25","20","census1991__25__20","source"
"geo_component_0140",2001,"09","15","census2001__09__15","target"
"geo_component_0141",1991,"25","21","census1991__25__21","source"
"geo_component_0141",2001,"09","16","census2001__09__16","target"
"geo_component_0142",1991,"25","23","census1991__25__23","source"
"geo_component_0142",1991,"25","35","census1991__25__35","source"
"geo_component_0142",2001,"09","18","census2001__09__18","target"
"geo_component_0142",2001,"09","31","census2001__09__31","target"
"geo_component_0142",2001,"09","32","census2001__09__32","target"
"geo_component_0143",1991,"25","31","census1991__25__31","source"
"geo_component_0143",2001,"09","26","census2001__09__26","target"
"geo_component_0144",1991,"25","36","census1991__25__36","source"
"geo_component_0144",1991,"25","37","census1991__25__37","source"
"geo_component_0144",2001,"09","33","census2001__09__33","target"
"geo_component_0144",2001,"09","34","census2001__09__34","target"
"geo_component_0145",1991,"25","43","census1991__25__43","source"
"geo_component_0145",2001,"09","42","census2001__09__42","target"
"geo_component_0146",1991,"25","49","census1991__25__49","source"
"geo_component_0146",1991,"25","57","census1991__25__57","source"
"geo_component_0146",2001,"09","47","census2001__09__47","target"
"geo_component_0146",2001,"09","48","census2001__09__48","target"
"geo_component_0146",2001,"09","61","census2001__09__61","target"
"geo_component_0147",1991,"25","50","census1991__25__50","source"
"geo_component_0147",2001,"09","49","census2001__09__49","target"
"geo_component_0148",1991,"25","53","census1991__25__53","source"
"geo_component_0148",2001,"09","55","census2001__09__55","target"
"geo_component_0148",2001,"09","56","census2001__09__56","target"
"geo_component_0149",1991,"25","59","census1991__25__59","source"
"geo_component_0149",2001,"09","63","census2001__09__63","target"
"geo_component_0150",1991,"25","61","census1991__25__61","source"
"geo_component_0150",2001,"09","66","census2001__09__66","target"
"geo_component_0150",2001,"09","67","census2001__09__67","target"
"geo_component_0150",2001,"09","68","census2001__09__68","target"
"geo_component_0151",1991,"25","62","census1991__25__62","source"
"geo_component_0151",2001,"09","69","census2001__09__69","target"
"geo_component_0152",1991,"26","06","census1991__26__06","source"
"geo_component_0152",2001,"19","07","census2001__19__07","target"
"geo_component_0153",1991,"26","07","census1991__26__07","source"
"geo_component_0153",2001,"19","10","census2001__19__10","target"
"geo_component_0154",1991,"26","10","census1991__26__10","source"
"geo_component_0154",2001,"19","17","census2001__19__17","target"
"geo_component_0155",1991,"28","01","census1991__28__01","source"
"geo_component_0155",2001,"04","01","census2001__04__01","target"
