"specification_id","adjustment_id","construction_id","estimate_2sls","std_error_clustered","p_value_clustered","reduced_form_joint_f","reduced_form_joint_p","anderson_rubin_f_beta0","anderson_rubin_p_beta0","ar_95_lower","ar_95_upper","ar_95_empty","ar_95_n_components","ar_95_disconnected","ar_95_contains_zero","ar_95_grid_accepted_min","ar_95_grid_accepted_max","ar_95_left_truncated","ar_95_right_truncated","ar_95_components","n","status","reason"
"region_main__dyen_noncognate","region_main","dyen_noncognate",0.0523429707484545,0.212467605354456,0.80549648978997,1.80132959943512,0.180099623901937,1.80132959943516,0.180099623901932,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_main__dyen_noncognate_shastry","region_main","dyen_noncognate_shastry",0.0420246235449416,0.138845384472995,0.762253373837908,1.76351624137685,0.184733395759306,1.7635162413769,0.184733395759299,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__nonzero_mean","region_expanded","nonzero_mean",-0.000159464453712291,0.00421177278808278,0.969811694022697,0.00142359948727027,0.969916080536118,0.00142359948727042,0.969916080536116,-0.0104726453877446,0.0192917151879505,FALSE,1,FALSE,TRUE,-0.0104726453877446,0.0192917151879505,FALSE,FALSE,"[-0.0104726, 0.0192917]",573,"estimated",NA
"region_expanded__distant_share","region_expanded","distant_share",-0.0282878126444611,0.0678320524631141,0.67682033048206,1.15759131786267,0.282434809173588,1.15759131786268,0.282434809173588,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__top3_legacy","region_expanded","top3_legacy",0.000750091008633373,0.00433115726145645,0.86256946784651,0.0306060930986189,0.861186120045835,0.0306060930986184,0.861186120045836,-0.00992145352523169,0.0181893314629248,FALSE,1,FALSE,TRUE,-0.00992145352523169,0.0181893314629248,FALSE,FALSE,"[-0.00992145, 0.0181893]",573,"estimated",NA
"region_expanded__nonzero_mean_hindi_urdu","region_expanded","nonzero_mean_hindi_urdu",-0.000141554688535624,0.00422833128459335,0.973305772425131,0.00111459565457974,0.973379192448172,0.00111459565457987,0.97337919244817,-0.0110238372502574,0.0181893314629248,FALSE,1,FALSE,TRUE,-0.0110238372502574,0.0181893314629248,FALSE,FALSE,"[-0.0110238, 0.0181893]",573,"estimated",NA
"region_expanded__nonzero_mean_shastry","region_expanded","nonzero_mean_shastry",8.09981378766569e-06,0.0041616307988835,0.998447776606647,3.78934258282768e-06,0.998447524791529,3.7893425828194e-06,0.99844752479153,-0.0104726453877446,0.0187405233254376,FALSE,1,FALSE,TRUE,-0.0104726453877446,0.0187405233254376,FALSE,FALSE,"[-0.0104726, 0.0187405]",573,"estimated",NA
"region_expanded__nonzero_mean_sensitivity_low","region_expanded","nonzero_mean_sensitivity_low",-0.000153875888076151,0.00419668749184383,0.970764570622475,0.00133634829391235,0.970852188645018,0.00133634829391246,0.970852188645016,-0.0110238372502574,0.0181893314629248,FALSE,1,FALSE,TRUE,-0.0110238372502574,0.0181893314629248,FALSE,FALSE,"[-0.0110238, 0.0181893]",573,"estimated",NA
"region_expanded__nonzero_mean_sensitivity_high","region_expanded","nonzero_mean_sensitivity_high",0.0079683766868624,0.0210447902734078,0.705101862267776,0.294530475535757,0.587551258700307,0.294530475535755,0.587551258700309,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__nonzero_mean_hindi_urdu_separate","region_expanded","nonzero_mean_hindi_urdu_separate",0.000482681356600963,0.00461949640110674,0.916820213409496,0.011184514209725,0.915813751833899,0.0111845142097242,0.915813751833902,-0.0104726453877446,0.030315552438208,FALSE,1,FALSE,TRUE,-0.0104726453877446,0.030315552438208,FALSE,FALSE,"[-0.0104726, 0.0303156]",573,"estimated",NA
"region_expanded__distance_shares_all","region_expanded","distance_shares_all",-0.00413992365438029,0.0023236607327107,0.0753568731881068,4.08222137433976,0.00119926693828508,4.08222137433975,0.00119926693828511,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"region_expanded__distance_shares_all_unmapped","region_expanded","distance_shares_all_unmapped",-0.00405025278744889,0.00219985739437198,0.0661379538664236,5.22992090333802,0.000106032069381143,5.22992090333761,0.000106032069381235,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"region_expanded__distance_shares_mapped","region_expanded","distance_shares_mapped",-0.00254282774095186,0.00209118109106269,0.224512552653235,5.75198265959203,3.46697206804507e-05,5.75198265959365,3.46697206803306e-05,NA,NA,TRUE,0,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,573,"estimated",NA
"region_expanded__glottolog_mean","region_expanded","glottolog_mean",-0.0859071489326214,1.84889669700327,0.962957195562119,0.0511097035511697,0.82122696820593,0.0511097035511702,0.821226968205929,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__glottolog_mean_shastry","region_expanded","glottolog_mean_shastry",-0.0318489318997912,0.300852731293442,0.915730213799497,0.0466863272132111,0.82901300041515,0.0466863272132112,0.82901300041515,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__dyen_noncognate","region_expanded","dyen_noncognate",-0.0829693279306516,0.311707060661639,0.790201916159278,3.35103445384413,0.0677007876344298,3.35103445384421,0.0677007876344265,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"region_expanded__dyen_noncognate_shastry","region_expanded","dyen_noncognate_shastry",-0.119284112140216,0.637517496199735,0.851645459652185,3.16658994834627,0.0757103277702113,3.16658994834629,0.0757103277702102,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"state_main__nonzero_mean","state_main","nonzero_mean",0.0364186807460733,0.0486352025247528,0.454303889073909,3.63747282114344,0.0570360094256342,3.63747282114345,0.057036009425634,NA,NA,FALSE,2,TRUE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, -0.0253548] U [-0.000551192, 0.110238 <=grid]",573,"estimated",NA
"state_main__distant_share","state_main","distant_share",0.0268717582956861,0.0386912053653846,0.487663157954174,0.827374973288089,0.363448491650557,0.827374973288085,0.363448491650558,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"state_main__top3_legacy","state_main","top3_legacy",0.0133420496313961,0.0201353844825901,0.507865510703039,0.694993622502908,0.40484872782699,0.69499362250291,0.40484872782699,NA,NA,FALSE,1,FALSE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, 0.110238 <=grid]",573,"estimated",NA
"state_main__nonzero_mean_hindi_urdu","state_main","nonzero_mean_hindi_urdu",0.0357275785880222,0.0456858657684539,0.43455061049401,3.55167536563881,0.0600364669128256,3.5516753656388,0.060036466912826,NA,NA,FALSE,2,TRUE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, -0.028662] U [-0.00110238, 0.110238 <=grid]",573,"estimated",NA
"state_main__nonzero_mean_shastry","state_main","nonzero_mean_shastry",0.0374525177453441,0.0480423660979507,0.435993701493905,3.77743545022444,0.0524822222815811,3.77743545022444,0.0524822222815811,NA,NA,FALSE,2,TRUE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, -0.0297644] U [0, 0.110238 <=grid]",573,"estimated",NA
"state_main__nonzero_mean_sensitivity_low","state_main","nonzero_mean_sensitivity_low",0.037499998726268,0.0505701500886496,0.458695154817261,3.27635769851742,0.070856392570285,3.27635769851744,0.0708563925702844,NA,NA,FALSE,2,TRUE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, -0.0275596] U [-0.00220477, 0.110238 <=grid]",573,"estimated",NA
"state_main__nonzero_mean_sensitivity_high","state_main","nonzero_mean_sensitivity_high",0.04573689181705,0.0601675141952778,0.447500634346785,2.28919065861669,0.130879568991647,2.28919065861669,0.130879568991647,NA,NA,FALSE,2,TRUE,TRUE,-0.110238372502574,0.110238372502574,TRUE,TRUE,"[grid<= -0.110238, -0.0892931] U [-0.00826788, 0.110238 <=grid]",573,"estimated",NA
