"vanneman_state_id","vanneman_district_id","district_label_1961","district_label_1971","district_label_1981","district_label_1991","population_1991","population_1991_available","population_1991_status","n_distinct_labels","label_changed_1981_1991","explicit_aggregate_label_1991","panel_to_1991_state_status","dist91_state_id","panel_unit_id","panel_label_key","documented_combined_panel_unit","dist91_district_id","dist91_district_label","mapping_class","mapping_basis","preferred_pretrend_eligible","review_source_id","review_evidence"
"05","07","Shahabad","Shahabad","Bhojpur + Rohtas","Bhojpur + Rohtas",5781132,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0507","bhojpur rohtas",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","08","Saran","Saran","Saran + Siwan + Gopalgang","Saran + Siwan + Gopalgan",6448261,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0508","saran siwan gopalgan",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","12","Champaran","Champaran","Purba Champaran+Paschim Champ.","Purba Champaran+Paschim",5376727,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0512","purba champaran paschim",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","14","Muzaffarpur","Muzaffurpur","Muzaffarpur+Sitamhari+Vaishali","Muzaffarpur+Sitamhari+Va",7491463,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","05","0514","muzaffarpur sitamhari va",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","18","Darbhanga","Darbhanga","Darbhanga+Samastipur+Madhubani","Darbhanga+Samastipur+Mad",8059912,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05","0518","darbhanga samastipur mad",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","20","Saharsa","Saharsa","Saharsa","Saharsa",3652960,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0520","saharsa",FALSE,"21","Saharsa","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"05","21","Purnea","Purnea","Purnia + Katihar","Purnia + Katihar",6300010,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0521","purnia katihar",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","23","Monghyr","Monghyr","Munger + Begusari","Munger + Begusari",5862027,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05","0523","munger begusari",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","24","Bhagalpur","Bhagalpur","Bhagalpur","Bhagalpur",3202471,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0524","bhagalpur",FALSE,"27","Bhagalpur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"05","25","Santal Parganas","Santal Parganas","Santhal Pargana","Santhal Pargana",4591092,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05","0525","santhal pargana",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"05","26","Dhanbad","Dhanbad","Dhanbad","Dhanbad",2674651,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0526","dhanbad",FALSE,"32","Dhanbad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"05","28","Hazaribagh","Hazaribag","Hazaribag + Giridh","Hazaribag + Giridh",5069024,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","05","0528","hazaribag giridh",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"05","29","Palamau","Palamau","Palamu","Palamu",2451191,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05","0529","palamu",FALSE,"35","Palamu","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"05","30","Ranchi","Ranchi","Ranchi","Ranchi",3656910,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0530","ranchi",FALSE,"38","Ranchi","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"05","31","Singhbhum","Singhbhum","Singhbhum","Singhbhum",3401043,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05","0531","singhbhum",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"06","00","Chandigarh","Chandigarh","Chandigarh","Chandigarh",642015,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","28","0600","chandigarh",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"07","00","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli",138477,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","29","0700","dadra and nagar haveli",FALSE,"00","Dadra & Nagar Haveli","small_state_aggregate","exact_label_but_aggregated_state",FALSE,NA,NA
"08","00","Delhi","Delhi","Delhi","Delhi",9420644,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","31","0800","delhi",FALSE,"00","Delhi","small_state_aggregate","exact_label_but_aggregated_state",FALSE,NA,NA
"09","00","Goa - total","Goa - total","Goa, Daman & Diu","Goa, Daman & Diu",1271379,TRUE,"observed",2,FALSE,FALSE,"split_across_1991_states",NA,"0900","goa daman and diu",FALSE,NA,NA,"state_mapping_requires_review","state_mapping_requires_review",FALSE,NA,NA
"10","01","Jamnagar","Jamnagar","Jamnagar","Jamnagar",1563558,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1001","jamnagar",FALSE,"01","Jamnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","02","Rajkot","Rajkot","Rajkot","Rajkot",2514122,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1002","rajkot",FALSE,"02","Rajkot","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","03","Surendranagar","Surendranagar","Surendranagar","Surendranagar",1208872,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1003","surendranagar",FALSE,"03","Surendranagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","04","Bhavnagar","Bhavnagar","Bhavnagar","Bhavnagar",2292026,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1004","bhavnagar",FALSE,"04","Bhavnagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","05","Amreli","Amreli","Amreli","Amreli",1252589,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07","1005","amreli",FALSE,"05","Amreli","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","06","Junagadh","Junagadh","Janagadh","Janagadh",2394859,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1006","janagadh",FALSE,"06","Junagadh","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias"
"10","07","Kutch","Kutch","Kachchh","Kachchh",1262507,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1007","kachchh",FALSE,"07","Kachchh","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","08","Banaskantha","Banas Kantha","Banas Kantha","Banas Kantha",2162578,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1008","banas kantha",FALSE,"08","Banas Kantha","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","09","Sabarkantha","Sabar Kantha","Sabar Kantha","Sabar Kantha",1761086,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1009","sabar kantha",FALSE,"09","Sabar Kantha","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","10","Mehsana","Mahesana","Mahesana","Mahesana",2937810,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1010","mahesana",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"10","11","Ahmedabad(pt)+Mehsana(pt)","Gandhinagar","Gandhinagar","Gandhinagar",408992,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1011","gandhinagar",FALSE,"11","Gandhinagar","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","12","Ahmedabad","Ahmedabad","Ahmadabad","Ahmadabad",4801812,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1012","ahmadabad",FALSE,"12","Ahmadabad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","13","Kaira","Kheda","Kheda (Kaira)","Kheda (Kaira)",3440897,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1013","kheda kaira",FALSE,"13","Kheda","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias"
"10","14","Panchmahals","Panch Mahals","Panch Mahals","Panch Mahals",2956456,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1014","panch mahals",FALSE,"14","Panch Mahals","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"10","15","Baroda","Vadodara","Vadodara (Baroda)","Vadodara (Baroda)",3089610,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1015","vadodara baroda",FALSE,"15","Vadodara","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias"
"10","16","Broach","Bharuch","Bharuch (Broach)","Bharuch (Broach)",1546145,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07","1016","bharuch broach",FALSE,"16","Bharuch","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias"
"10","17","Surat","Surat + Valsad","Surat + Valsad (Bulsar)","Surat + Valsad (Bulsar)",5571572,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","07","1017","surat valsad bulsar",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"10","19","Dangs","The Dangs","The Dangs","The Dangs",144091,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07","1019","the dangs",FALSE,"19","The Dangs","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"11","01","Ambala","Ambala","Ambala","Ambala",1938758,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","08","1101","ambala",FALSE,"01","Ambala","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"11","03","Karnal","Karnal","Karnal + Kurkshetra","Karnal + Kurkshetra",3181926,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08","1103","karnal kurkshetra",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"11","04","Hissar(pt)+Karnal(pt)","Jind","Jind","Jind",963104,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","08","1104","jind",FALSE,"14","Jind","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"11","06","Rohtak","Rohtak","Rohtak + Sonipat","Rohtak + Sonipat",2563472,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08","1106","rohtak sonipat",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"11","08","Gurgaon","Gurgaon","Gurgaon + Faridabad","Gurgaon + Faridabad",2623330,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08","1108","gurgaon faridabad",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"11","09","Mahendragarh","Mahendragarh","Mahendragarh","Mahendragarh",1305170,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","08","1109","mahendragarh",FALSE,"12","Mahendragarh","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"11","10","Mahendragarh(pt)","Mahendragarh(pt)+Hisar(pt)","Bhiwani","Bhiwani",1139718,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","08","1110","bhiwani",FALSE,"13","Bhiwani","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"11","11","Hissar","Hisar","Hisar + Sirsa","Hisar + Sirsa",2748170,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","08","1111","hisar sirsa",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"12","01","Chamba","Chamba","Chamba","Chamba",393286,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09","1201","chamba",FALSE,"01","Chamba","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"12","02","Kangra","Kangra + Kuru","Kangra + Hamirpur + Una + Kulu","Kangra + Hamirpur + Una",2223901,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","09","1202","kangra hamirpur una",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"12","05","Bilaspur","Bilaspur","Bilaspur","Bilaspur",295387,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09","1205","bilaspur",FALSE,"05","Bilaspur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"12","06","Mandi","Mandi","Mandi","Mandi",776372,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09","1206","mandi",FALSE,"06","Mandi","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"12","08","Lahul and Spiti","Lahul and Spiti","Lahul & Spiti","Lahul & Spiti",31294,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","09","1208","lahul and spiti",FALSE,"08","Lahul and Spiti","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"12","09","Simla","Simla","Shimla + Solan","Shimla + Solan",999672,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","09","1209","shimla solan",TRUE,NA,NA,"aggregate_requires_review","documented_or_explicit_aggregate",FALSE,NA,NA
"12","11","Sirmur","Sirmaur","Sirmaur","Sirmaur",379695,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","09","1211","sirmaur",FALSE,"11","Sirmaur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"12","12","Kinnaur","Kinnaur","Kinnaur","Kinnaur",71270,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09","1212","kinnaur",FALSE,"12","Kinnaur","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"13","01","Anantnag","Anantnag","Anantnag + Pulwama","Anantnag + Pulwama",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA,"1301","anantnag pulwama",TRUE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","03","Srinagar","Srinagar","Srinagar + Badgam","Srinagar + Badgam",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA,"1303","srinagar badgam",TRUE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","05","Baramulla","Baramula","Baramula + Kupwara","Baramula + Kupwara",NA,FALSE,"no_1991_census",3,FALSE,TRUE,"no_1991_census",NA,"1305","baramula kupwara",TRUE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","08","Ladakh","Ladakh","Ladakh + Kargil","Ladakh + Kargil",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA,"1308","ladakh kargil",TRUE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","09","Doda","Doda","Doda","Doda",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA,"1309","doda",FALSE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","10","Udhampur","Udhampur","Udhampur","Udhampur",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA,"1310","udhampur",FALSE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","11","Kathua","Kathua","Kuthua","Kuthua",NA,FALSE,"no_1991_census",2,FALSE,FALSE,"no_1991_census",NA,"1311","kuthua",FALSE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","12","Jammu","Jammu","Jammu","Jammu",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA,"1312","jammu",FALSE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"13","13","Poonch-Rajauri","Rajauri + Punch","Rajauri + Punch","Rajauri + Punch",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA,"1313","rajauri punch",TRUE,NA,NA,"no_1991_census","no_1991_census",FALSE,NA,NA
"14","01","Cannanore","Cannanore","Cannanore","Cannanore",3323235,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12","1401","cannanore",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"14","02","Cannanore(pt)+Kozhikode(pt)","Cannanore(pt)+Kozhikode(pt)","Wayanad","Wayanad",672128,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","12","1402","wayanad",FALSE,"03","Wayanad","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"14","03","Kozhikode","Kozhikode","Kozhikode","Kozhikode",2619941,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12","1403","kozhikode",FALSE,"04","Kozhikode","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"14","04","Kozhikode(pt)+Palghat(pt)","Malappuram","Malappuram","Malappuram",3096330,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","12","1404","malappuram",FALSE,"05","Malappuram","deterministic_one_to_one","exact_normalized_label_within_state",TRUE,NA,NA
"14","05","Palghat","Palghat","Palghat","Palghat",2382235,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12","1405","palghat",FALSE,NA,NA,"label_review_required","no_unique_exact_normalized_label",FALSE,NA,NA
"14","06","Trichur","Trichur","Trichur","Trichur",2737311,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12","1406","trichur",FALSE,"07","Thrissur","reviewed_one_to_one","reviewed_liu_direct_alias",TRUE,"maggieliuDataCodeClimate2023","verified_direct_alias"
