"panel_unit_id","vanneman_state_id","vanneman_district_id","year","version","population","rural_population","main_workers","farm_workers","literates","primary_plus","matriculate_plus","log_population","urban_share","main_worker_share","nonfarm_worker_share_main_workers","literate_share_population","primary_plus_share_population","matriculate_plus_share_population","dist91_state_id","dist91_district_id","state_code_2001","district_code_2001","pretrend_geography_status","preferred_vanneman_pretrend_eligible"
"2819","28","19",1981,5,1008312,844720,301379,243532,206109,138897,41543,13.8237882035304,0.162243432588326,0.298894588183023,0.191941044332883,0.204409944540975,0.137752005331683,0.0412005411023572,"25","26","09","21","preferred_single_target",TRUE
"2819","28","19",1991,5,1283103,1046247,371251,293995,323306,233592,72621,14.0647919209678,0.184596248313658,0.28933842411716,0.208096409167921,0.251971977308135,0.182052415121779,0.0565979504373382,"25","26","09","21","preferred_single_target",TRUE
"2820","28","20",1961,5,1130256,972660,403312,313335,149674,60043,11647,13.9379547137028,0.139433898161125,0.356832434421936,0.223095271154838,0.132424866578899,0.0531233632026727,0.0103047451196897,"25",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"2820","28","20",1971,5,1286104,1090082,420717,348603,219802,147193,30355,14.0671280514274,0.152415356767415,0.32712517805714,0.171407383110262,0.170905307813365,0.114448753755528,0.0236022903279984,"25",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"2820","28","20",1981,5,1647664,1328326,510493,413065,353309,234300,62177,14.3148690851693,0.193812573437303,0.30982833878752,0.190850805006141,0.214430247914623,0.142201322599753,0.0377364559764612,"25",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"2820","28","20",1991,5,1987395,1574764,615019,487834,512409,400844,117123,14.5023352939264,0.207624050578773,0.309459870835944,0.206798489152368,0.257829470236163,0.201693171211561,0.0589329247582891,"25",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
"2821","28","21",1961,5,1765275,1478577,548121,327286,349672,109574,38504,14.3838170435783,0.162409822832137,0.310501763181374,0.402894616334714,0.198083584710598,0.0620719151407005,0.0218118989959072,"25","18",NA,NA,"splits_across_2001_districts",FALSE
"2821","28","21",1971,5,2111829,1734798,576952,392204,525540,455320,106939,14.5630649546213,0.178532920989341,0.273200150201555,0.320213813280828,0.248855376074483,0.21560457783277,0.0506380961716124,"25","18",NA,NA,"splits_across_2001_districts",FALSE
"2821","28","21",1981,5,2574925,1982781,683378,458839,807123,550668,194640,14.7613309654422,0.229965532976689,0.265397244579939,0.328572181135477,0.313454954998689,0.213857879355709,0.0755905511811024,"25","18",NA,NA,"splits_across_2001_districts",FALSE
"2821","28","21",1991,5,3295982,2467484,902484,578089,1179901,940088,362299,15.0082147088315,0.251366057217545,0.273813388543991,0.359446815677619,0.357981627326848,0.285222431433181,0.109921413405777,"25","18",NA,NA,"splits_across_2001_districts",FALSE
"2822","28","22",1961,5,1071279,891652,352932,217445,230024,74910,21735,13.8843638197062,0.167675274134936,0.329449191107079,0.38388981446851,0.214719041444852,0.0699257616363244,0.020288832320992,"25","19",NA,NA,"splits_across_2001_districts",FALSE
"2822","28","22",1971,5,1290307,1077512,354696,243947,320376,187498,52590,14.0703907325202,0.164918116386255,0.274892719329586,0.312236393982453,0.248294398154858,0.145312704650909,0.0407577421497365,"25","19",NA,NA,"splits_across_2001_districts",FALSE
"2822","28","22",1981,5,1560447,1231735,429092,287680,477981,324263,110716,14.260482876643,0.210652460480875,0.274980181960682,0.329561026539763,0.306310307238887,0.207801354355515,0.0709514645482993,"25","19",NA,NA,"splits_across_2001_districts",FALSE
"2822","28","22",1991,5,1931186,1475935,537371,345413,686860,524520,223935,14.4736448799205,0.235736485247925,0.278259577275312,0.357216894845461,0.355667449950445,0.271605117269906,0.115957240783643,"25","19",NA,NA,"splits_across_2001_districts",FALSE
"2823","28","23",1961,5,1862142,1194158,563530,278547,447259,130030,50771,14.4372379959951,0.358718078427961,0.302624611871705,0.505710432452576,0.240185227549779,0.0698281871092538,0.0272648380198717,"25","20","09","15","preferred_single_target",TRUE
"2823","28","23",1971,5,2308638,1463402,626587,326754,645724,397465,120226,14.6521682982198,0.366118897809011,0.271409809593362,0.478517747734951,0.279699112636975,0.172164280411221,0.05207659234579,"25","20","09","15","preferred_single_target",TRUE
"2823","28","23",1981,5,2852942,1766030,783255,380980,954258,655810,244615,14.8638613005112,0.380979353944104,0.274542910441222,0.513593912582748,0.334482089015479,0.229871480037099,0.0857413154561151,"25","20","09","15","preferred_single_target",TRUE
"2823","28","23",1991,5,2751021,1639935,754273,356396,1059273,754610,313790,14.8274826734654,0.403881322607134,0.274179295614246,0.527497338496804,0.385047224285093,0.274301795587893,0.114063106024999,"25","20","09","15","preferred_single_target",TRUE
"2824","28","24",1961,5,1299674,1174560,421728,318931,215346,65966,12519,14.0776240217531,0.0962656789317937,0.324487525333276,0.24375189695728,0.165692319766341,0.0507558049172331,0.00963241551342875,"25","22","09","17","preferred_single_target",TRUE
"2824","28","24",1971,5,1570925,1416712,448796,369222,340730,303605,43223,14.2671751758053,0.0981670035170361,0.285689004885657,0.177305501831567,0.216897687668094,0.193265114502602,0.0275143625570922,"25","22","09","17","preferred_single_target",TRUE
"2824","28","24",1981,5,1858692,1570726,524335,429883,503713,331192,91747,14.4353835725037,0.154929380446034,0.282098916872726,0.180136744638447,0.27100401787924,0.178185519709559,0.0493610560544727,"25","22","09","17","preferred_single_target",TRUE
"2824","28","24",1991,5,2244998,1869740,639867,506189,713628,571873,179439,14.6242151882895,0.167152932875664,0.285018962154977,0.208915290208747,0.317874670712402,0.254732075485145,0.0799283562836136,"25","22","09","17","preferred_single_target",TRUE
"2825","28","25",1961,5,1180894,1093735,378435,286551,233155,75911,15037,13.9817823367059,0.0738076406519129,0.32046483426963,0.242799952435689,0.19743939760893,0.0642826536505393,0.0127335730387317,"25","23",NA,NA,"splits_across_2001_districts",FALSE
"2825","28","25",1971,5,1445534,1323512,401413,328681,350331,215092,37993,14.1839893614348,0.0844130957832884,0.277691842599344,0.18118994651394,0.242354036639747,0.148797606974308,0.0262830206691783,"25","23",NA,NA,"splits_across_2001_districts",FALSE
"2825","28","25",1981,5,1726202,1534944,467806,380875,574746,390345,104640,14.3614341773813,0.110796998265556,0.271003045993458,0.185827030863221,0.332954080692758,0.226129386943127,0.0606186298011473,"25","23",NA,NA,"splits_across_2001_districts",FALSE
"2825","28","25",1991,5,2849800,2268350,775851,530967,1088190,879474,312452,14.8627593743438,0.204031861885045,0.272247526142185,0.315632769694181,0.381847848971858,0.30860902519475,0.109639974735069,"25","23",NA,NA,"splits_across_2001_districts",FALSE
"2826","28","26",1961,5,1295071,1151990,429855,330650,277022,94371,18001,14.0740760778677,0.110481201416756,0.331916165214108,0.230787125891289,0.213904874713433,0.0728693639190438,0.0138996240360567,"25","34",NA,NA,"splits_across_2001_districts",FALSE
"2826","28","26",1971,5,1556930,1387028,458148,368224,390966,345034,48351,14.2582264915524,0.109126293410751,0.294263711277964,0.196277185538298,0.251113409080691,0.221611761607779,0.0310553460977693,"25","34",NA,NA,"splits_across_2001_districts",FALSE
"2826","28","26",1981,5,1949137,1634265,561641,439730,624135,425259,116632,14.482897268477,0.161544314227271,0.288148549845393,0.217062144679608,0.320210944638576,0.218178096254907,0.0598377640976494,"25","34",NA,NA,"splits_across_2001_districts",FALSE
"2826","28","26",1991,5,2440266,1985645,709858,538737,918686,718460,235834,14.707617607721,0.186299772237945,0.290893697654272,0.241063705698886,0.376469614378105,0.294418723204765,0.0966427430452254,"25","34",NA,NA,"splits_across_2001_districts",FALSE
"2827","28","27",1961,5,1182202,1074931,380240,294747,271144,89723,16700,13.9828893591321,0.0907383002228046,0.321637080634274,0.22483957500526,0.229355050998053,0.0758948132383468,0.0141261814816757,"25","35",NA,NA,"splits_across_2001_districts",FALSE
"2827","28","27",1971,5,1447702,1306008,395253,320396,417765,382126,48570,14.1854880296429,0.0978751151825444,0.273020967022219,0.189390086855761,0.288571128588618,0.263953493191278,0.0335497222494685,"25","35",NA,NA,"splits_across_2001_districts",FALSE
"2827","28","27",1981,5,1742651,1485000,456814,359628,649867,445281,126892,14.3709180749642,0.147850028491075,0.262137398710356,0.212747420175389,0.37291861652161,0.255519320850819,0.0728154977674818,"25","35",NA,NA,"splits_across_2001_districts",FALSE
"2827","28","27",1991,5,2124655,1790954,580941,443570,916236,713169,240358,14.5691199942188,0.157061264064048,0.273428391903627,0.236462911035716,0.431239895418315,0.335663437122733,0.113128013724581,"25","35",NA,NA,"splits_across_2001_districts",FALSE
"2828","28","28",1961,5,2381476,1405182,788089,388738,749794,282022,94839,14.6832310214901,0.409953323065191,0.330924603061295,0.506733376560262,0.314844239454859,0.118423196370654,0.0398236219890522,"25",NA,NA,NA,"panel_to_1991_not_preferred",FALSE
