"harmonized_region_id","geography_variant","harmonized_component_id","component_class","vintage","state_code","district_code","unit_id","side","source_coverage_complete","target_coverage_complete","deterministic_amalgamation_eligible"
"geo_component_0087","deterministic_amalgamation","geo_component_0087","one_to_one",2001,"27","18","census2001__27__18","target",TRUE,TRUE,TRUE
"geo_component_0088","deterministic_amalgamation","geo_component_0088","split",1991,"14","17","census1991__14__17","source",TRUE,TRUE,TRUE
"geo_component_0088","deterministic_amalgamation","geo_component_0088","split",2001,"27","16","census2001__27__16","target",TRUE,TRUE,TRUE
"geo_component_0088","deterministic_amalgamation","geo_component_0088","split",2001,"27","17","census2001__27__17","target",TRUE,TRUE,TRUE
"geo_component_0089","deterministic_amalgamation","geo_component_0089","one_to_one",1991,"14","18","census1991__14__18","source",TRUE,TRUE,TRUE
"geo_component_0089","deterministic_amalgamation","geo_component_0089","one_to_one",2001,"27","27","census2001__27__27","target",TRUE,TRUE,TRUE
"geo_component_0090","deterministic_amalgamation","geo_component_0090","one_to_one",1991,"14","20","census1991__14__20","source",TRUE,TRUE,TRUE
"geo_component_0090","deterministic_amalgamation","geo_component_0090","one_to_one",2001,"27","29","census2001__27__29","target",TRUE,TRUE,TRUE
"geo_component_0091","deterministic_amalgamation","geo_component_0091","one_to_one",1991,"14","21","census1991__14__21","source",TRUE,TRUE,TRUE
"geo_component_0091","deterministic_amalgamation","geo_component_0091","one_to_one",2001,"27","28","census2001__27__28","target",TRUE,TRUE,TRUE
"geo_component_0092","deterministic_amalgamation","geo_component_0092","one_to_one",1991,"14","27","census1991__14__27","source",TRUE,TRUE,TRUE
"geo_component_0092","deterministic_amalgamation","geo_component_0092","one_to_one",2001,"27","09","census2001__27__09","target",TRUE,TRUE,TRUE
"geo_component_0093","deterministic_amalgamation","geo_component_0093","split",1991,"14","28","census1991__14__28","source",TRUE,TRUE,TRUE
"geo_component_0093","deterministic_amalgamation","geo_component_0093","split",2001,"27","10","census2001__27__10","target",TRUE,TRUE,TRUE
"geo_component_0093","deterministic_amalgamation","geo_component_0093","split",2001,"27","11","census2001__27__11","target",TRUE,TRUE,TRUE
"geo_component_0094","deterministic_amalgamation","geo_component_0094","one_to_one",1991,"15","02","census1991__15__02","source",TRUE,TRUE,TRUE
"geo_component_0094","deterministic_amalgamation","geo_component_0094","one_to_one",2001,"14","02","census2001__14__02","target",TRUE,TRUE,TRUE
"geo_component_0095","deterministic_amalgamation","geo_component_0095","one_to_one",1991,"15","03","census1991__15__03","source",TRUE,TRUE,TRUE
"geo_component_0095","deterministic_amalgamation","geo_component_0095","one_to_one",2001,"14","03","census2001__14__03","target",TRUE,TRUE,TRUE
"geo_component_0096","deterministic_amalgamation","geo_component_0096","one_to_one",1991,"15","04","census1991__15__04","source",TRUE,TRUE,TRUE
"geo_component_0096","deterministic_amalgamation","geo_component_0096","one_to_one",2001,"14","09","census2001__14__09","target",TRUE,TRUE,TRUE
"geo_component_0097","deterministic_amalgamation","geo_component_0097","one_to_one",1991,"15","05","census1991__15__05","source",TRUE,TRUE,TRUE
"geo_component_0097","deterministic_amalgamation","geo_component_0097","one_to_one",2001,"14","05","census2001__14__05","target",TRUE,TRUE,TRUE
"geo_component_0098","deterministic_amalgamation","geo_component_0098","one_to_one",1991,"15","06","census1991__15__06","source",TRUE,TRUE,TRUE
"geo_component_0098","deterministic_amalgamation","geo_component_0098","one_to_one",2001,"14","04","census2001__14__04","target",TRUE,TRUE,TRUE
"geo_component_0099","deterministic_amalgamation","geo_component_0099","split",1991,"15","07","census1991__15__07","source",TRUE,TRUE,TRUE
"geo_component_0099","deterministic_amalgamation","geo_component_0099","split",2001,"14","06","census2001__14__06","target",TRUE,TRUE,TRUE
"geo_component_0099","deterministic_amalgamation","geo_component_0099","split",2001,"14","07","census2001__14__07","target",TRUE,TRUE,TRUE
"geo_component_0100","deterministic_amalgamation","geo_component_0100","one_to_one",1991,"15","08","census1991__15__08","source",TRUE,TRUE,TRUE
"geo_component_0100","deterministic_amalgamation","geo_component_0100","one_to_one",2001,"14","08","census2001__14__08","target",TRUE,TRUE,TRUE
"geo_component_0101","deterministic_amalgamation","geo_component_0101","one_to_one",1991,"16","01","census1991__16__01","source",TRUE,TRUE,TRUE
"geo_component_0101","deterministic_amalgamation","geo_component_0101","one_to_one",2001,"17","07","census2001__17__07","target",TRUE,TRUE,TRUE
"geo_component_0102","deterministic_amalgamation","geo_component_0102","many_to_many",1991,"16","02","census1991__16__02","source",TRUE,TRUE,TRUE
"geo_component_0102","deterministic_amalgamation","geo_component_0102","many_to_many",1991,"16","03","census1991__16__03","source",TRUE,TRUE,TRUE
"geo_component_0102","deterministic_amalgamation","geo_component_0102","many_to_many",2001,"17","04","census2001__17__04","target",TRUE,TRUE,TRUE
"geo_component_0102","deterministic_amalgamation","geo_component_0102","many_to_many",2001,"17","05","census2001__17__05","target",TRUE,TRUE,TRUE
"geo_component_0102","deterministic_amalgamation","geo_component_0102","many_to_many",2001,"17","06","census2001__17__06","target",TRUE,TRUE,TRUE
"geo_component_0103","deterministic_amalgamation","geo_component_0103","split",1991,"18","01","census1991__18__01","source",TRUE,TRUE,TRUE
"geo_component_0103","deterministic_amalgamation","geo_component_0103","split",2001,"13","06","census2001__13__06","target",TRUE,TRUE,TRUE
"geo_component_0103","deterministic_amalgamation","geo_component_0103","split",2001,"13","07","census2001__13__07","target",TRUE,TRUE,TRUE
"geo_component_0104","deterministic_amalgamation","geo_component_0104","one_to_one",1991,"18","02","census1991__18__02","source",TRUE,TRUE,TRUE
"geo_component_0104","deterministic_amalgamation","geo_component_0104","one_to_one",2001,"13","08","census2001__13__08","target",TRUE,TRUE,TRUE
"geo_component_0105","deterministic_amalgamation","geo_component_0105","one_to_one",1991,"18","03","census1991__18__03","source",TRUE,TRUE,TRUE
"geo_component_0105","deterministic_amalgamation","geo_component_0105","one_to_one",2001,"13","04","census2001__13__04","target",TRUE,TRUE,TRUE
"geo_component_0106","deterministic_amalgamation","geo_component_0106","one_to_one",1991,"18","04","census1991__18__04","source",TRUE,TRUE,TRUE
"geo_component_0106","deterministic_amalgamation","geo_component_0106","one_to_one",2001,"13","05","census2001__13__05","target",TRUE,TRUE,TRUE
"geo_component_0107","deterministic_amalgamation","geo_component_0107","one_to_one",1991,"18","06","census1991__18__06","source",TRUE,TRUE,TRUE
"geo_component_0107","deterministic_amalgamation","geo_component_0107","one_to_one",2001,"13","02","census2001__13__02","target",TRUE,TRUE,TRUE
"geo_component_0108","deterministic_amalgamation","geo_component_0108","one_to_one",1991,"18","07","census1991__18__07","source",TRUE,TRUE,TRUE
"geo_component_0108","deterministic_amalgamation","geo_component_0108","one_to_one",2001,"13","01","census2001__13__01","target",TRUE,TRUE,TRUE
"geo_component_0109","deterministic_amalgamation","geo_component_0109","split",1991,"19","06","census1991__19__06","source",TRUE,TRUE,TRUE
"geo_component_0109","deterministic_amalgamation","geo_component_0109","split",2001,"21","10","census2001__21__10","target",TRUE,TRUE,TRUE
"geo_component_0109","deterministic_amalgamation","geo_component_0109","split",2001,"21","11","census2001__21__11","target",TRUE,TRUE,TRUE
"geo_component_0109","deterministic_amalgamation","geo_component_0109","split",2001,"21","12","census2001__21__12","target",TRUE,TRUE,TRUE
"geo_component_0109","deterministic_amalgamation","geo_component_0109","split",2001,"21","13","census2001__21__13","target",TRUE,TRUE,TRUE
"geo_component_0110","deterministic_amalgamation","geo_component_0110","split",1991,"19","07","census1991__19__07","source",TRUE,TRUE,TRUE
"geo_component_0110","deterministic_amalgamation","geo_component_0110","split",2001,"21","14","census2001__21__14","target",TRUE,TRUE,TRUE
"geo_component_0110","deterministic_amalgamation","geo_component_0110","split",2001,"21","15","census2001__21__15","target",TRUE,TRUE,TRUE
"geo_component_0111","deterministic_amalgamation","geo_component_0111","split",1991,"19","10","census1991__19__10","source",TRUE,TRUE,TRUE
"geo_component_0111","deterministic_amalgamation","geo_component_0111","split",2001,"21","25","census2001__21__25","target",TRUE,TRUE,TRUE
"geo_component_0111","deterministic_amalgamation","geo_component_0111","split",2001,"21","26","census2001__21__26","target",TRUE,TRUE,TRUE
"geo_component_0112","deterministic_amalgamation","geo_component_0112","split",1991,"19","11","census1991__19__11","source",TRUE,TRUE,TRUE
"geo_component_0112","deterministic_amalgamation","geo_component_0112","split",2001,"21","27","census2001__21__27","target",TRUE,TRUE,TRUE
"geo_component_0112","deterministic_amalgamation","geo_component_0112","split",2001,"21","28","census2001__21__28","target",TRUE,TRUE,TRUE
"geo_component_0112","deterministic_amalgamation","geo_component_0112","split",2001,"21","29","census2001__21__29","target",TRUE,TRUE,TRUE
"geo_component_0112","deterministic_amalgamation","geo_component_0112","split",2001,"21","30","census2001__21__30","target",TRUE,TRUE,TRUE
"geo_component_0113","deterministic_amalgamation","geo_component_0113","split",1991,"19","13","census1991__19__13","source",TRUE,TRUE,TRUE
"geo_component_0113","deterministic_amalgamation","geo_component_0113","split",2001,"21","16","census2001__21__16","target",TRUE,TRUE,TRUE
"geo_component_0113","deterministic_amalgamation","geo_component_0113","split",2001,"21","17","census2001__21__17","target",TRUE,TRUE,TRUE
"geo_component_0113","deterministic_amalgamation","geo_component_0113","split",2001,"21","18","census2001__21__18","target",TRUE,TRUE,TRUE
"geo_component_0115","deterministic_amalgamation","geo_component_0115","one_to_one",1991,"21","05","census1991__21__05","source",TRUE,TRUE,TRUE
"geo_component_0115","deterministic_amalgamation","geo_component_0115","one_to_one",2001,"08","06","census2001__08__06","target",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",1991,"21","08","census1991__21__08","source",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",1991,"21","09","census1991__21__09","source",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",2001,"08","09","census2001__08__09","target",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",2001,"08","10","census2001__08__10","target",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",2001,"08","11","census2001__08__11","target",TRUE,TRUE,TRUE
"geo_component_0116","deterministic_amalgamation","geo_component_0116","many_to_many",2001,"08","12","census2001__08__12","target",TRUE,TRUE,TRUE
"geo_component_0117","deterministic_amalgamation","geo_component_0117","one_to_one",1991,"21","13","census1991__21__13","source",TRUE,TRUE,TRUE
"geo_component_0117","deterministic_amalgamation","geo_component_0117","one_to_one",2001,"08","16","census2001__08__16","target",TRUE,TRUE,TRUE
"geo_component_0118","deterministic_amalgamation","geo_component_0118","one_to_one",1991,"21","14","census1991__21__14","source",TRUE,TRUE,TRUE
"geo_component_0118","deterministic_amalgamation","geo_component_0118","one_to_one",2001,"08","15","census2001__08__15","target",TRUE,TRUE,TRUE
"geo_component_0119","deterministic_amalgamation","geo_component_0119","split",1991,"21","21","census1991__21__21","source",TRUE,TRUE,TRUE
"geo_component_0119","deterministic_amalgamation","geo_component_0119","split",2001,"08","25","census2001__08__25","target",TRUE,TRUE,TRUE
"geo_component_0119","deterministic_amalgamation","geo_component_0119","split",2001,"08","26","census2001__08__26","target",TRUE,TRUE,TRUE
"geo_component_0120","deterministic_amalgamation","geo_component_0120","one_to_one",1991,"21","25","census1991__21__25","source",TRUE,TRUE,TRUE
"geo_component_0120","deterministic_amalgamation","geo_component_0120","one_to_one",2001,"08","23","census2001__08__23","target",TRUE,TRUE,TRUE
"geo_component_0121","deterministic_amalgamation","geo_component_0121","split",1991,"21","26","census1991__21__26","source",TRUE,TRUE,TRUE
"geo_component_0121","deterministic_amalgamation","geo_component_0121","split",2001,"08","30","census2001__08__30","target",TRUE,TRUE,TRUE
"geo_component_0121","deterministic_amalgamation","geo_component_0121","split",2001,"08","31","census2001__08__31","target",TRUE,TRUE,TRUE
"geo_component_0122","deterministic_amalgamation","geo_component_0122","one_to_one",1991,"21","27","census1991__21__27","source",TRUE,TRUE,TRUE
"geo_component_0122","deterministic_amalgamation","geo_component_0122","one_to_one",2001,"08","32","census2001__08__32","target",TRUE,TRUE,TRUE
"geo_component_0123","deterministic_amalgamation","geo_component_0123","one_to_one",1991,"23","01","census1991__23__01","source",TRUE,TRUE,TRUE
"geo_component_0123","deterministic_amalgamation","geo_component_0123","one_to_one",2001,"33","02","census2001__33__02","target",TRUE,TRUE,TRUE
"geo_component_0124","deterministic_amalgamation","geo_component_0124","split",1991,"23","13","census1991__23__13","source",TRUE,TRUE,TRUE
"geo_component_0124","deterministic_amalgamation","geo_component_0124","split",2001,"33","19","census2001__33__19","target",TRUE,TRUE,TRUE
"geo_component_0124","deterministic_amalgamation","geo_component_0124","split",2001,"33","20","census2001__33__20","target",TRUE,TRUE,TRUE
"geo_component_0124","deterministic_amalgamation","geo_component_0124","split",2001,"33","21","census2001__33__21","target",TRUE,TRUE,TRUE
"geo_component_0125","deterministic_amalgamation","geo_component_0125","split",1991,"23","16","census1991__23__16","source",TRUE,TRUE,TRUE
"geo_component_0125","deterministic_amalgamation","geo_component_0125","split",2001,"33","24","census2001__33__24","target",TRUE,TRUE,TRUE
"geo_component_0125","deterministic_amalgamation","geo_component_0125","split",2001,"33","25","census2001__33__25","target",TRUE,TRUE,TRUE
"geo_component_0127","deterministic_amalgamation","geo_component_0127","one_to_one",1991,"23","18","census1991__23__18","source",TRUE,TRUE,TRUE
"geo_component_0127","deterministic_amalgamation","geo_component_0127","one_to_one",2001,"33","26","census2001__33__26","target",TRUE,TRUE,TRUE
"geo_component_0128","deterministic_amalgamation","geo_component_0128","one_to_one",1991,"24","01","census1991__24__01","source",TRUE,TRUE,TRUE
"geo_component_0128","deterministic_amalgamation","geo_component_0128","one_to_one",2001,"16","01","census2001__16__01","target",TRUE,TRUE,TRUE
"geo_component_0129","deterministic_amalgamation","geo_component_0129","many_to_many",1991,"24","02","census1991__24__02","source",TRUE,TRUE,TRUE
"geo_component_0129","deterministic_amalgamation","geo_component_0129","many_to_many",1991,"24","03","census1991__24__03","source",TRUE,TRUE,TRUE
"geo_component_0129","deterministic_amalgamation","geo_component_0129","many_to_many",2001,"16","02","census2001__16__02","target",TRUE,TRUE,TRUE
"geo_component_0129","deterministic_amalgamation","geo_component_0129","many_to_many",2001,"16","03","census2001__16__03","target",TRUE,TRUE,TRUE
"geo_component_0129","deterministic_amalgamation","geo_component_0129","many_to_many",2001,"16","04","census2001__16__04","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",1991,"25","02","census1991__25__02","source",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",1991,"25","03","census1991__25__03","source",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",1991,"25","05","census1991__25__05","source",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",1991,"25","06","census1991__25__06","source",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",1991,"25","08","census1991__25__08","source",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","02","census2001__05__02","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","03","census2001__05__03","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","04","census2001__05__04","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","06","census2001__05__06","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","07","census2001__05__07","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","10","census2001__05__10","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","11","census2001__05__11","target",TRUE,TRUE,TRUE
"geo_component_0130","deterministic_amalgamation","geo_component_0130","many_to_many",2001,"05","12","census2001__05__12","target",TRUE,TRUE,TRUE
"geo_component_0131","deterministic_amalgamation","geo_component_0131","split",1991,"25","07","census1991__25__07","source",TRUE,TRUE,TRUE
"geo_component_0131","deterministic_amalgamation","geo_component_0131","split",2001,"05","08","census2001__05__08","target",TRUE,TRUE,TRUE
"geo_component_0131","deterministic_amalgamation","geo_component_0131","split",2001,"05","09","census2001__05__09","target",TRUE,TRUE,TRUE
"geo_component_0132","deterministic_amalgamation","geo_component_0132","one_to_one",1991,"25","09","census1991__25__09","source",TRUE,TRUE,TRUE
"geo_component_0132","deterministic_amalgamation","geo_component_0132","one_to_one",2001,"09","03","census2001__09__03","target",TRUE,TRUE,TRUE
"geo_component_0133","deterministic_amalgamation","geo_component_0133","split",1991,"25","10","census1991__25__10","source",TRUE,TRUE,TRUE
"geo_component_0133","deterministic_amalgamation","geo_component_0133","split",2001,"09","04","census2001__09__04","target",TRUE,TRUE,TRUE
"geo_component_0133","deterministic_amalgamation","geo_component_0133","split",2001,"09","06","census2001__09__06","target",TRUE,TRUE,TRUE
"geo_component_0134","deterministic_amalgamation","geo_component_0134","one_to_one",1991,"25","12","census1991__25__12","source",TRUE,TRUE,TRUE
"geo_component_0134","deterministic_amalgamation","geo_component_0134","one_to_one",2001,"09","01","census2001__09__01","target",TRUE,TRUE,TRUE
"geo_component_0135","deterministic_amalgamation","geo_component_0135","one_to_one",1991,"25","13","census1991__25__13","source",TRUE,TRUE,TRUE
"geo_component_0135","deterministic_amalgamation","geo_component_0135","one_to_one",2001,"05","13","census2001__05__13","target",TRUE,TRUE,TRUE
"geo_component_0136","deterministic_amalgamation","geo_component_0136","one_to_one",1991,"25","14","census1991__25__14","source",TRUE,TRUE,TRUE
"geo_component_0136","deterministic_amalgamation","geo_component_0136","one_to_one",2001,"09","02","census2001__09__02","target",TRUE,TRUE,TRUE
"geo_component_0137","deterministic_amalgamation","geo_component_0137","split",1991,"25","15","census1991__25__15","source",TRUE,TRUE,TRUE
"geo_component_0137","deterministic_amalgamation","geo_component_0137","split",2001,"09","07","census2001__09__07","target",TRUE,TRUE,TRUE
"geo_component_0137","deterministic_amalgamation","geo_component_0137","split",2001,"09","08","census2001__09__08","target",TRUE,TRUE,TRUE
"geo_component_0138","deterministic_amalgamation","geo_component_0138","many_to_many",1991,"25","16","census1991__25__16","source",TRUE,TRUE,TRUE
"geo_component_0138","deterministic_amalgamation","geo_component_0138","many_to_many",1991,"25","17","census1991__25__17","source",TRUE,TRUE,TRUE
"geo_component_0138","deterministic_amalgamation","geo_component_0138","many_to_many",2001,"09","09","census2001__09__09","target",TRUE,TRUE,TRUE
"geo_component_0138","deterministic_amalgamation","geo_component_0138","many_to_many",2001,"09","10","census2001__09__10","target",TRUE,TRUE,TRUE
"geo_component_0138","deterministic_amalgamation","geo_component_0138","many_to_many",2001,"09","11","census2001__09__11","target",TRUE,TRUE,TRUE
"geo_component_0139","deterministic_amalgamation","geo_component_0139","many_to_many",1991,"25","18","census1991__25__18","source",TRUE,TRUE,TRUE
"geo_component_0139","deterministic_amalgamation","geo_component_0139","many_to_many",1991,"25","19","census1991__25__19","source",TRUE,TRUE,TRUE
"geo_component_0139","deterministic_amalgamation","geo_component_0139","many_to_many",2001,"09","12","census2001__09__12","target",TRUE,TRUE,TRUE
"geo_component_0139","deterministic_amalgamation","geo_component_0139","many_to_many",2001,"09","13","census2001__09__13","target",TRUE,TRUE,TRUE
"geo_component_0139","deterministic_amalgamation","geo_component_0139","many_to_many",2001,"09","14","census2001__09__14","target",TRUE,TRUE,TRUE
"geo_component_0140","deterministic_amalgamation","geo_component_0140","one_to_one",1991,"25","20","census1991__25__20","source",TRUE,TRUE,TRUE
"geo_component_0140","deterministic_amalgamation","geo_component_0140","one_to_one",2001,"09","15","census2001__09__15","target",TRUE,TRUE,TRUE
"geo_component_0141","deterministic_amalgamation","geo_component_0141","one_to_one",1991,"25","21","census1991__25__21","source",TRUE,TRUE,TRUE
"geo_component_0141","deterministic_amalgamation","geo_component_0141","one_to_one",2001,"09","16","census2001__09__16","target",TRUE,TRUE,TRUE
"geo_component_0142","deterministic_amalgamation","geo_component_0142","many_to_many",1991,"25","23","census1991__25__23","source",TRUE,TRUE,TRUE
"geo_component_0142","deterministic_amalgamation","geo_component_0142","many_to_many",1991,"25","35","census1991__25__35","source",TRUE,TRUE,TRUE
"geo_component_0142","deterministic_amalgamation","geo_component_0142","many_to_many",2001,"09","18","census2001__09__18","target",TRUE,TRUE,TRUE
"geo_component_0142","deterministic_amalgamation","geo_component_0142","many_to_many",2001,"09","31","census2001__09__31","target",TRUE,TRUE,TRUE
"geo_component_0142","deterministic_amalgamation","geo_component_0142","many_to_many",2001,"09","32","census2001__09__32","target",TRUE,TRUE,TRUE
"geo_component_0143","deterministic_amalgamation","geo_component_0143","one_to_one",1991,"25","31","census1991__25__31","source",TRUE,TRUE,TRUE
"geo_component_0143","deterministic_amalgamation","geo_component_0143","one_to_one",2001,"09","26","census2001__09__26","target",TRUE,TRUE,TRUE
"geo_component_0144","deterministic_amalgamation","geo_component_0144","many_to_many",1991,"25","36","census1991__25__36","source",TRUE,TRUE,TRUE
"geo_component_0144","deterministic_amalgamation","geo_component_0144","many_to_many",1991,"25","37","census1991__25__37","source",TRUE,TRUE,TRUE
"geo_component_0144","deterministic_amalgamation","geo_component_0144","many_to_many",2001,"09","33","census2001__09__33","target",TRUE,TRUE,TRUE
"geo_component_0144","deterministic_amalgamation","geo_component_0144","many_to_many",2001,"09","34","census2001__09__34","target",TRUE,TRUE,TRUE
"geo_component_0145","deterministic_amalgamation","geo_component_0145","one_to_one",1991,"25","43","census1991__25__43","source",TRUE,TRUE,TRUE
"geo_component_0145","deterministic_amalgamation","geo_component_0145","one_to_one",2001,"09","42","census2001__09__42","target",TRUE,TRUE,TRUE
"geo_component_0149","deterministic_amalgamation","geo_component_0149","one_to_one",1991,"25","59","census1991__25__59","source",TRUE,TRUE,TRUE
"geo_component_0149","deterministic_amalgamation","geo_component_0149","one_to_one",2001,"09","63","census2001__09__63","target",TRUE,TRUE,TRUE
"geo_component_0150","deterministic_amalgamation","geo_component_0150","split",1991,"25","61","census1991__25__61","source",TRUE,TRUE,TRUE
"geo_component_0150","deterministic_amalgamation","geo_component_0150","split",2001,"09","66","census2001__09__66","target",TRUE,TRUE,TRUE
"geo_component_0150","deterministic_amalgamation","geo_component_0150","split",2001,"09","67","census2001__09__67","target",TRUE,TRUE,TRUE
"geo_component_0150","deterministic_amalgamation","geo_component_0150","split",2001,"09","68","census2001__09__68","target",TRUE,TRUE,TRUE
"geo_component_0151","deterministic_amalgamation","geo_component_0151","one_to_one",1991,"25","62","census1991__25__62","source",TRUE,TRUE,TRUE
"geo_component_0151","deterministic_amalgamation","geo_component_0151","one_to_one",2001,"09","69","census2001__09__69","target",TRUE,TRUE,TRUE
"geo_component_0152","deterministic_amalgamation","geo_component_0152","one_to_one",1991,"26","06","census1991__26__06","source",TRUE,TRUE,TRUE
"geo_component_0152","deterministic_amalgamation","geo_component_0152","one_to_one",2001,"19","07","census2001__19__07","target",TRUE,TRUE,TRUE
"geo_component_0153","deterministic_amalgamation","geo_component_0153","one_to_one",1991,"26","07","census1991__26__07","source",TRUE,TRUE,TRUE
"geo_component_0153","deterministic_amalgamation","geo_component_0153","one_to_one",2001,"19","10","census2001__19__10","target",TRUE,TRUE,TRUE
"geo_component_0154","deterministic_amalgamation","geo_component_0154","one_to_one",1991,"26","10","census1991__26__10","source",TRUE,TRUE,TRUE
"geo_component_0154","deterministic_amalgamation","geo_component_0154","one_to_one",2001,"19","17","census2001__19__17","target",TRUE,TRUE,TRUE
"geo_component_0155","deterministic_amalgamation","geo_component_0155","one_to_one",1991,"28","01","census1991__28__01","source",TRUE,TRUE,TRUE
"geo_component_0155","deterministic_amalgamation","geo_component_0155","one_to_one",2001,"04","01","census2001__04__01","target",TRUE,TRUE,TRUE
