"state_code_2001","n","slope","status","specification_id"
"35",2,NA,"not_estimated","region_main__nonzero_mean_sensitivity_high"
"01",11,5.83883046040803,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"02",12,-6.31501243928075,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"03",16,3.51771755303152,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"04",1,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"05",12,-1.50835145240577,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"06",19,3.56208192814738,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"07",7,4.3116756247057,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"08",27,11.9158553910256,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"09",68,-1.54063289746407,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"10",37,3.41336889011595,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"11",4,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"12",13,2.17763699076874,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"13",8,5.5483357206707,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"14",9,17.691787112866,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"15",8,-17.2595461284043,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"16",4,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"17",7,-6.66969509985922,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"18",22,6.84238058335294,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"19",18,13.4977954104118,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"20",18,5.79992926221603,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"21",29,2.58895629971973,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"22",16,4.40135948057572,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"23",44,0.102522414010532,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"24",25,4.32165035211906,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"25",2,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"26",1,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"27",33,7.13799793727837,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"28",23,2.02680576183725,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"29",27,13.2469097510833,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"30",2,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"31",1,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"32",14,-4.18430091582966,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"33",29,20.963114487127,"estimated","region_main__nonzero_mean_hindi_urdu_separate"
"34",4,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"35",2,NA,"not_estimated","region_main__nonzero_mean_hindi_urdu_separate"
"01",11,0.48070841395493,"estimated","region_main__glottolog_mean"
"02",12,-0.578312461237582,"estimated","region_main__glottolog_mean"
"03",16,0.234888121269582,"estimated","region_main__glottolog_mean"
"04",1,NA,"not_estimated","region_main__glottolog_mean"
"05",12,1.70044199354173,"estimated","region_main__glottolog_mean"
"06",19,0.372534385649406,"estimated","region_main__glottolog_mean"
"07",7,10.9820200410308,"estimated","region_main__glottolog_mean"
"08",27,1.24039958368992,"estimated","region_main__glottolog_mean"
"09",68,-1.20836173675685,"estimated","region_main__glottolog_mean"
"10",37,-0.312897528910853,"estimated","region_main__glottolog_mean"
"11",4,NA,"not_estimated","region_main__glottolog_mean"
"12",13,1.81195560682675,"estimated","region_main__glottolog_mean"
"13",8,2.1902686540314,"estimated","region_main__glottolog_mean"
"14",9,-2.03437014470679,"estimated","region_main__glottolog_mean"
"15",8,-5.3244679089335,"estimated","region_main__glottolog_mean"
"16",4,NA,"not_estimated","region_main__glottolog_mean"
"17",7,-1.0492909714393,"estimated","region_main__glottolog_mean"
"18",22,-0.896305487680069,"estimated","region_main__glottolog_mean"
"19",18,2.73887164350335,"estimated","region_main__glottolog_mean"
"20",18,-0.657738386460162,"estimated","region_main__glottolog_mean"
"21",29,1.18019338014459,"estimated","region_main__glottolog_mean"
"22",16,0.607136161754061,"estimated","region_main__glottolog_mean"
"23",44,-0.652386824080562,"estimated","region_main__glottolog_mean"
"24",25,2.8806661757366,"estimated","region_main__glottolog_mean"
"25",2,NA,"not_estimated","region_main__glottolog_mean"
"26",1,NA,"not_estimated","region_main__glottolog_mean"
"27",33,-0.862883861957844,"estimated","region_main__glottolog_mean"
"28",23,-1.71042420587944,"estimated","region_main__glottolog_mean"
"29",27,-0.300693621127259,"estimated","region_main__glottolog_mean"
"30",2,NA,"not_estimated","region_main__glottolog_mean"
"31",1,NA,"not_estimated","region_main__glottolog_mean"
"32",14,7.05107637004317,"estimated","region_main__glottolog_mean"
"33",29,-1.68274883390851,"estimated","region_main__glottolog_mean"
"34",4,NA,"not_estimated","region_main__glottolog_mean"
"35",2,NA,"not_estimated","region_main__glottolog_mean"
"01",11,0.519837433185318,"estimated","region_main__glottolog_mean_shastry"
"02",12,-0.314162960630055,"estimated","region_main__glottolog_mean_shastry"
"03",16,0.490374467581658,"estimated","region_main__glottolog_mean_shastry"
"04",1,NA,"not_estimated","region_main__glottolog_mean_shastry"
"05",12,0.0752947658573041,"estimated","region_main__glottolog_mean_shastry"
"06",19,0.543936010245335,"estimated","region_main__glottolog_mean_shastry"
"07",7,11.6099191267041,"estimated","region_main__glottolog_mean_shastry"
"08",27,1.38568768314259,"estimated","region_main__glottolog_mean_shastry"
"09",68,-1.12590851819281,"estimated","region_main__glottolog_mean_shastry"
"10",37,-0.293163738443747,"estimated","region_main__glottolog_mean_shastry"
"11",4,NA,"not_estimated","region_main__glottolog_mean_shastry"
"12",13,1.82321300114143,"estimated","region_main__glottolog_mean_shastry"
"13",8,2.05590061099211,"estimated","region_main__glottolog_mean_shastry"
"14",9,-1.89442219874138,"estimated","region_main__glottolog_mean_shastry"
"15",8,-5.09975127076753,"estimated","region_main__glottolog_mean_shastry"
"16",4,NA,"not_estimated","region_main__glottolog_mean_shastry"
"17",7,-1.11927117056812,"estimated","region_main__glottolog_mean_shastry"
"18",22,-1.04247989702412,"estimated","region_main__glottolog_mean_shastry"
"19",18,2.68224580360993,"estimated","region_main__glottolog_mean_shastry"
"20",18,-0.672636224992441,"estimated","region_main__glottolog_mean_shastry"
"21",29,1.10947899125555,"estimated","region_main__glottolog_mean_shastry"
"22",16,0.593416667207858,"estimated","region_main__glottolog_mean_shastry"
"23",44,-0.695721550180955,"estimated","region_main__glottolog_mean_shastry"
"24",25,2.90690768637547,"estimated","region_main__glottolog_mean_shastry"
"25",2,NA,"not_estimated","region_main__glottolog_mean_shastry"
"26",1,NA,"not_estimated","region_main__glottolog_mean_shastry"
"27",33,-0.436530143086559,"estimated","region_main__glottolog_mean_shastry"
"28",23,-1.65904681753953,"estimated","region_main__glottolog_mean_shastry"
"29",27,0.114704225400886,"estimated","region_main__glottolog_mean_shastry"
"30",2,NA,"not_estimated","region_main__glottolog_mean_shastry"
"31",1,NA,"not_estimated","region_main__glottolog_mean_shastry"
"32",14,6.9105145455735,"estimated","region_main__glottolog_mean_shastry"
"33",29,-1.24314471971982,"estimated","region_main__glottolog_mean_shastry"
"34",4,NA,"not_estimated","region_main__glottolog_mean_shastry"
"35",2,NA,"not_estimated","region_main__glottolog_mean_shastry"
"01",11,0.342264529798599,"estimated","region_main__dyen_noncognate"
"02",12,-0.132512535314426,"estimated","region_main__dyen_noncognate"
"03",16,0.0888360300492418,"estimated","region_main__dyen_noncognate"
"04",1,NA,"not_estimated","region_main__dyen_noncognate"
"05",12,0.488968979570368,"estimated","region_main__dyen_noncognate"
"06",19,-0.392659682415618,"estimated","region_main__dyen_noncognate"
"07",7,0.481197913510135,"estimated","region_main__dyen_noncognate"
"08",27,0.225684380794893,"estimated","region_main__dyen_noncognate"
"09",68,-0.0138333704183344,"estimated","region_main__dyen_noncognate"
"10",37,-0.0460098168333198,"estimated","region_main__dyen_noncognate"
"11",4,NA,"not_estimated","region_main__dyen_noncognate"
"12",13,0.193767076636407,"estimated","region_main__dyen_noncognate"
"13",8,0.290225413487575,"estimated","region_main__dyen_noncognate"
"14",9,-0.0734144572446334,"estimated","region_main__dyen_noncognate"
"15",8,-0.5102637782224,"estimated","region_main__dyen_noncognate"
"16",4,NA,"not_estimated","region_main__dyen_noncognate"
"17",7,-0.38324790206216,"estimated","region_main__dyen_noncognate"
"18",22,-0.0126693746753471,"estimated","region_main__dyen_noncognate"
"19",18,0.536926998600473,"estimated","region_main__dyen_noncognate"
"20",18,0.192045319095112,"estimated","region_main__dyen_noncognate"
"21",29,0.0664106264242217,"estimated","region_main__dyen_noncognate"
"22",16,0.0349785117025087,"estimated","region_main__dyen_noncognate"
"23",44,-0.130584993920945,"estimated","region_main__dyen_noncognate"
"24",25,0.495607739623175,"estimated","region_main__dyen_noncognate"
"25",2,NA,"not_estimated","region_main__dyen_noncognate"
"26",1,NA,"not_estimated","region_main__dyen_noncognate"
"27",33,0.581724192014687,"estimated","region_main__dyen_noncognate"
"28",23,0.0537517147153705,"estimated","region_main__dyen_noncognate"
"29",27,0.953807884500313,"estimated","region_main__dyen_noncognate"
"30",2,NA,"not_estimated","region_main__dyen_noncognate"
"31",1,NA,"not_estimated","region_main__dyen_noncognate"
"32",14,-0.535110746956499,"estimated","region_main__dyen_noncognate"
"33",29,0.786540798211503,"estimated","region_main__dyen_noncognate"
"34",4,NA,"not_estimated","region_main__dyen_noncognate"
"35",2,NA,"not_estimated","region_main__dyen_noncognate"
"01",11,0.210387519482796,"estimated","region_main__dyen_noncognate_shastry"
"02",12,-0.167055047625795,"estimated","region_main__dyen_noncognate_shastry"
"03",16,0.0775661327892431,"estimated","region_main__dyen_noncognate_shastry"
"04",1,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"05",12,0.520772857846878,"estimated","region_main__dyen_noncognate_shastry"
"06",19,-0.333787816815286,"estimated","region_main__dyen_noncognate_shastry"
"07",7,0.427055060593663,"estimated","region_main__dyen_noncognate_shastry"
"08",27,0.218101247210813,"estimated","region_main__dyen_noncognate_shastry"
"09",68,-0.026117700500738,"estimated","region_main__dyen_noncognate_shastry"
"10",37,-0.0380756620626417,"estimated","region_main__dyen_noncognate_shastry"
"11",4,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"12",13,0.178570944407568,"estimated","region_main__dyen_noncognate_shastry"
"13",8,0.309004619408499,"estimated","region_main__dyen_noncognate_shastry"
"14",9,-0.0622118862688578,"estimated","region_main__dyen_noncognate_shastry"
"15",8,-0.512442141249554,"estimated","region_main__dyen_noncognate_shastry"
"16",4,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"17",7,-0.466151196654656,"estimated","region_main__dyen_noncognate_shastry"
"18",22,-0.000662091789522899,"estimated","region_main__dyen_noncognate_shastry"
"19",18,0.538106548501581,"estimated","region_main__dyen_noncognate_shastry"
"20",18,0.187081206185654,"estimated","region_main__dyen_noncognate_shastry"
"21",29,0.0661085539137244,"estimated","region_main__dyen_noncognate_shastry"
"22",16,0.0284869966456139,"estimated","region_main__dyen_noncognate_shastry"
"23",44,-0.122742664907868,"estimated","region_main__dyen_noncognate_shastry"
"24",25,0.485829181376835,"estimated","region_main__dyen_noncognate_shastry"
"25",2,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"26",1,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"27",33,0.411258589013583,"estimated","region_main__dyen_noncognate_shastry"
"28",23,0.0551480329440518,"estimated","region_main__dyen_noncognate_shastry"
"29",27,0.873177359818332,"estimated","region_main__dyen_noncognate_shastry"
"30",2,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"31",1,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"32",14,-0.536098331233929,"estimated","region_main__dyen_noncognate_shastry"
"33",29,0.70203453611199,"estimated","region_main__dyen_noncognate_shastry"
"34",4,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"35",2,NA,"not_estimated","region_main__dyen_noncognate_shastry"
"01",11,4.11400086287854,"estimated","region_expanded__nonzero_mean"
"02",12,-5.54890886802575,"estimated","region_expanded__nonzero_mean"
"03",16,-4.7436531898241,"estimated","region_expanded__nonzero_mean"
"04",1,NA,"not_estimated","region_expanded__nonzero_mean"
"05",12,-0.25935312119038,"estimated","region_expanded__nonzero_mean"
"06",19,3.30987581343737,"estimated","region_expanded__nonzero_mean"
"07",7,6.80732149130607,"estimated","region_expanded__nonzero_mean"
"08",27,13.7965423371482,"estimated","region_expanded__nonzero_mean"
"09",68,0.863563368485726,"estimated","region_expanded__nonzero_mean"
"10",37,0.959435841665624,"estimated","region_expanded__nonzero_mean"
"11",4,NA,"not_estimated","region_expanded__nonzero_mean"
"12",13,1.57478704915156,"estimated","region_expanded__nonzero_mean"
"13",8,7.75724753778371,"estimated","region_expanded__nonzero_mean"
"14",9,44.6354040958208,"estimated","region_expanded__nonzero_mean"
"15",8,-4.14653233118015,"estimated","region_expanded__nonzero_mean"
"16",4,NA,"not_estimated","region_expanded__nonzero_mean"
"17",7,-2.13408288685553,"estimated","region_expanded__nonzero_mean"
"18",22,0.0034470721052078,"estimated","region_expanded__nonzero_mean"
"19",18,7.13949990713419,"estimated","region_expanded__nonzero_mean"
"20",18,8.14103890915022,"estimated","region_expanded__nonzero_mean"
"21",29,-0.768286450268972,"estimated","region_expanded__nonzero_mean"
"22",16,-1.73066098574312,"estimated","region_expanded__nonzero_mean"
"23",44,0.822238235213896,"estimated","region_expanded__nonzero_mean"
"24",25,1.03846601395896,"estimated","region_expanded__nonzero_mean"
"25",2,NA,"not_estimated","region_expanded__nonzero_mean"
"26",1,NA,"not_estimated","region_expanded__nonzero_mean"
"27",33,3.24298860846657,"estimated","region_expanded__nonzero_mean"
"28",23,2.84463933644648,"estimated","region_expanded__nonzero_mean"
"29",27,4.55446438240586,"estimated","region_expanded__nonzero_mean"
"30",2,NA,"not_estimated","region_expanded__nonzero_mean"
"31",1,NA,"not_estimated","region_expanded__nonzero_mean"
"32",14,-8.61126325028,"estimated","region_expanded__nonzero_mean"
"33",29,18.6280924095002,"estimated","region_expanded__nonzero_mean"
"34",4,NA,"not_estimated","region_expanded__nonzero_mean"
"35",2,NA,"not_estimated","region_expanded__nonzero_mean"
"01",11,0.140475155940096,"estimated","region_expanded__distant_share"
"02",12,-0.485252482014997,"estimated","region_expanded__distant_share"
"03",16,0.473087351468506,"estimated","region_expanded__distant_share"
"04",1,NA,"not_estimated","region_expanded__distant_share"
"05",12,0.783140009220719,"estimated","region_expanded__distant_share"
"06",19,-0.142118296926348,"estimated","region_expanded__distant_share"
"07",7,2.60135682255806,"estimated","region_expanded__distant_share"
"08",27,0.283992537333906,"estimated","region_expanded__distant_share"
"09",68,0.0184835454130227,"estimated","region_expanded__distant_share"
"10",37,0.00358470826751531,"estimated","region_expanded__distant_share"
"11",4,NA,"not_estimated","region_expanded__distant_share"
"12",13,0.0858782052203151,"estimated","region_expanded__distant_share"
"13",8,-0.0162495009285017,"estimated","region_expanded__distant_share"
"14",9,0.311040177631604,"estimated","region_expanded__distant_share"
"15",8,-0.359337170274942,"estimated","region_expanded__distant_share"
"16",4,NA,"not_estimated","region_expanded__distant_share"
"17",7,-0.134491101995928,"estimated","region_expanded__distant_share"
"18",22,-0.294682227334361,"estimated","region_expanded__distant_share"
"19",18,0.247736563628883,"estimated","region_expanded__distant_share"
"20",18,-0.0745863988916935,"estimated","region_expanded__distant_share"
"21",29,0.165734287530128,"estimated","region_expanded__distant_share"
"22",16,-0.0836373639513567,"estimated","region_expanded__distant_share"
"23",44,-0.35282559628094,"estimated","region_expanded__distant_share"
"24",25,0.0498871320504761,"estimated","region_expanded__distant_share"
"25",2,NA,"not_estimated","region_expanded__distant_share"
"26",1,NA,"not_estimated","region_expanded__distant_share"
"27",33,-0.103743290344644,"estimated","region_expanded__distant_share"
"28",23,-0.109479025922476,"estimated","region_expanded__distant_share"
"29",27,0.0456999328826966,"estimated","region_expanded__distant_share"
"30",2,NA,"not_estimated","region_expanded__distant_share"
"31",1,NA,"not_estimated","region_expanded__distant_share"
"32",14,0.325849194145196,"estimated","region_expanded__distant_share"
"33",29,-0.279718193111538,"estimated","region_expanded__distant_share"
"34",4,NA,"not_estimated","region_expanded__distant_share"
"35",2,NA,"not_estimated","region_expanded__distant_share"
"01",11,4.6882268222109,"estimated","region_expanded__top3_legacy"
"02",12,-7.28557767591751,"estimated","region_expanded__top3_legacy"
"03",16,11.0701776968318,"estimated","region_expanded__top3_legacy"
"04",1,NA,"not_estimated","region_expanded__top3_legacy"
"05",12,8.71450945139248,"estimated","region_expanded__top3_legacy"
"06",19,5.60811498154678,"estimated","region_expanded__top3_legacy"
"07",7,47.2199364446788,"estimated","region_expanded__top3_legacy"
"08",27,6.14042537844798,"estimated","region_expanded__top3_legacy"
"09",68,0.895549877161669,"estimated","region_expanded__top3_legacy"
"10",37,0.329647486515362,"estimated","region_expanded__top3_legacy"
"11",4,NA,"not_estimated","region_expanded__top3_legacy"
"12",13,2.99442511597651,"estimated","region_expanded__top3_legacy"
"13",8,4.32711565248731,"estimated","region_expanded__top3_legacy"
"14",9,10.3584609385008,"estimated","region_expanded__top3_legacy"
"15",8,-1.99826505739876,"estimated","region_expanded__top3_legacy"
"16",4,NA,"not_estimated","region_expanded__top3_legacy"
"17",7,-2.43596319651449,"estimated","region_expanded__top3_legacy"
"18",22,-4.67807573542877,"estimated","region_expanded__top3_legacy"
"19",18,16.067608189682,"estimated","region_expanded__top3_legacy"
"20",18,-2.11558919266262,"estimated","region_expanded__top3_legacy"
"21",29,1.820900287125,"estimated","region_expanded__top3_legacy"
"22",16,-1.6902071395296,"estimated","region_expanded__top3_legacy"
"23",44,-3.1897810399729,"estimated","region_expanded__top3_legacy"
"24",25,3.15794515152046,"estimated","region_expanded__top3_legacy"
"25",2,NA,"not_estimated","region_expanded__top3_legacy"
"26",1,NA,"not_estimated","region_expanded__top3_legacy"
"27",33,-3.21564496707082,"estimated","region_expanded__top3_legacy"
"28",23,-0.327380016053049,"estimated","region_expanded__top3_legacy"
"29",27,14.2295362673971,"estimated","region_expanded__top3_legacy"
"30",2,NA,"not_estimated","region_expanded__top3_legacy"
"31",1,NA,"not_estimated","region_expanded__top3_legacy"
"32",14,8.25862628539791,"estimated","region_expanded__top3_legacy"
"33",29,16.1697540822557,"estimated","region_expanded__top3_legacy"
"34",4,NA,"not_estimated","region_expanded__top3_legacy"
"35",2,NA,"not_estimated","region_expanded__top3_legacy"
"01",11,4.07319333418233,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"02",12,-5.5360734743776,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"03",16,-4.79680925977359,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"04",1,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"05",12,-0.642180802135282,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"06",19,3.59036489395416,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"07",7,7.25125035362562,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"08",27,14.4904532504041,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"09",68,0.606020866728465,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"10",37,0.849999021407742,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"11",4,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"12",13,1.50144951217635,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"13",8,7.79397638205335,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"14",9,42.0693967099746,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"15",8,-3.79841324305048,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"16",4,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"17",7,-2.40497700326545,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"18",22,0.0103691487353895,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"19",18,7.4443665520801,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"20",18,7.72447679542117,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"21",29,-0.8539481802142,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"22",16,-1.79499917285364,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"23",44,1.12378338820575,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"24",25,0.93819117282482,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"25",2,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"26",1,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"27",33,3.34772841411088,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"28",23,2.95297630712933,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"29",27,4.58304222048084,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"30",2,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"31",1,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"32",14,-8.87645717732913,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"33",29,18.6582258793102,"estimated","region_expanded__nonzero_mean_hindi_urdu"
"34",4,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"35",2,NA,"not_estimated","region_expanded__nonzero_mean_hindi_urdu"
"01",11,3.94404914157583,"estimated","region_expanded__nonzero_mean_shastry"
"02",12,-5.75463051454628,"estimated","region_expanded__nonzero_mean_shastry"
"03",16,-5.60642048616466,"estimated","region_expanded__nonzero_mean_shastry"
"04",1,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"05",12,-0.595069230574584,"estimated","region_expanded__nonzero_mean_shastry"
"06",19,3.75575712251741,"estimated","region_expanded__nonzero_mean_shastry"
"07",7,7.17663041301144,"estimated","region_expanded__nonzero_mean_shastry"
"08",27,14.3302992297061,"estimated","region_expanded__nonzero_mean_shastry"
"09",68,0.562259711245697,"estimated","region_expanded__nonzero_mean_shastry"
"10",37,0.798863877564901,"estimated","region_expanded__nonzero_mean_shastry"
"11",4,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"12",13,1.31594710058599,"estimated","region_expanded__nonzero_mean_shastry"
"13",8,8.38902879959527,"estimated","region_expanded__nonzero_mean_shastry"
"14",9,40.7278973323885,"estimated","region_expanded__nonzero_mean_shastry"
"15",8,-3.01572033630578,"estimated","region_expanded__nonzero_mean_shastry"
"16",4,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"17",7,-3.48983901233939,"estimated","region_expanded__nonzero_mean_shastry"
"18",22,0.0516879790974942,"estimated","region_expanded__nonzero_mean_shastry"
"19",18,7.2657579269744,"estimated","region_expanded__nonzero_mean_shastry"
"20",18,7.77073731728645,"estimated","region_expanded__nonzero_mean_shastry"
"21",29,-0.912907882513215,"estimated","region_expanded__nonzero_mean_shastry"
"22",16,-1.79177388520066,"estimated","region_expanded__nonzero_mean_shastry"
"23",44,1.04963932131318,"estimated","region_expanded__nonzero_mean_shastry"
"24",25,0.972500043916462,"estimated","region_expanded__nonzero_mean_shastry"
"25",2,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"26",1,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"27",33,2.32840397437634,"estimated","region_expanded__nonzero_mean_shastry"
"28",23,2.88034465562046,"estimated","region_expanded__nonzero_mean_shastry"
"29",27,4.41470431197723,"estimated","region_expanded__nonzero_mean_shastry"
"30",2,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"31",1,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"32",14,-8.16940266789737,"estimated","region_expanded__nonzero_mean_shastry"
"33",29,18.2337887736995,"estimated","region_expanded__nonzero_mean_shastry"
"34",4,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"35",2,NA,"not_estimated","region_expanded__nonzero_mean_shastry"
"01",11,3.86093034023665,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"02",12,-5.8453052508553,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"03",16,-6.03302193607141,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"04",1,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"05",12,-0.458020870555807,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"06",19,3.8774949201296,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"07",7,7.46483382135483,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"08",27,14.952464208912,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"09",68,0.563428362628885,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"10",37,0.825472149340551,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"11",4,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"12",13,1.16615766817451,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"13",8,8.53614286438257,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"14",9,44.2707622513421,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"15",8,-2.35771255785291,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"16",4,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"17",7,-3.76113585260274,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"18",22,-0.226008812425176,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"19",18,7.4831300808514,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"20",18,6.65398873277411,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"21",29,-1.10016223384195,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"22",16,-0.434507171736903,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"23",44,1.10128809958327,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"24",25,1.54469047227202,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"25",2,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"26",1,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"27",33,2.44271939584368,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"28",23,2.74227543438296,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"29",27,4.51905870868732,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"30",2,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"31",1,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"32",14,-7.90086688262989,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"33",29,18.3004537921656,"estimated","region_expanded__nonzero_mean_sensitivity_low"
"34",4,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"35",2,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_low"
"01",11,-10.8985851945536,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"02",12,2.48033635516501,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"03",16,-5.09753736958724,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"04",1,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_high"
"05",12,3.11436774025643,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"06",19,3.05545452048925,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"07",7,6.75111728584281,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"08",27,7.6753953458118,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"09",68,-0.328975237179542,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"10",37,0.17155180621738,"estimated","region_expanded__nonzero_mean_sensitivity_high"
"11",4,NA,"not_estimated","region_expanded__nonzero_mean_sensitivity_high"
