"state_code_1991","district_code_1991","district_name","mother_tongue","mother_tongue_speakers","monolingual_speakers","bilingual_speakers","english_second_language","english_third_language","hindi_second_language","hindi_third_language","english_acquisition_speakers","hindi_acquisition_speakers","bilingual_share","english_acquisition_share","hindi_acquisition_share","english_minus_hindi_acquisition_share","validation_status","n_language_cells","n_mismatched_cells","absolute_speaker_difference","shastry_distance_1991","distance_mapping_status","st16_exact_validation","hindi_belt_1991","preferred_st_language_sample"
"17","01","AIZAWL","Bodo/Boro",11,2,9,0,1,5,0,1,5,0.818181818181818,0.0909090909090909,0.454545454545455,-0.363636363636364,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Bengali",7532,6716,816,111,13,463,49,124,512,0.10833775889538,0.0164630908125332,0.0679766330323951,-0.0515135422198619,"exact",60,0,0,3,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Others",1694,1200,494,67,23,87,35,90,122,0.291617473435655,0.0531286894923259,0.0720188902007084,-0.0188902007083825,"exact",60,0,0,NA,"unresolved",TRUE,FALSE,FALSE
"17","01","AIZAWL","Paite",6479,4490,1989,147,82,46,46,229,92,0.306991819725266,0.0353449606420744,0.0141997221793487,0.0211452384627257,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Tibetan",11,4,7,0,0,0,0,0,0,0.636363636363636,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Ao",135,12,123,3,8,0,0,11,0,0.911111111111111,0.0814814814814815,0,0.0814814814814815,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Koya",1,1,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Nepali",409,200,209,14,8,91,50,22,141,0.511002444987775,0.0537897310513447,0.344743276283619,-0.290953545232274,"exact",60,0,0,NA,"unresolved",TRUE,FALSE,FALSE
"17","01","AIZAWL","Tangsa",3,1,2,1,0,0,1,1,1,0.666666666666667,0.333333333333333,0.333333333333333,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Angami",1,1,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Malayalam",47,9,38,28,4,8,20,32,28,0.808510638297872,0.680851063829787,0.595744680851064,0.0851063829787234,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Tamil",12,4,8,5,0,0,4,5,4,0.666666666666667,0.416666666666667,0.333333333333333,0.0833333333333334,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Urdu",17,9,8,0,0,3,2,0,5,0.470588235294118,0,0.294117647058824,-0.294117647058824,"exact",60,0,0,0,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Hmar",7610,5434,2176,99,118,125,54,217,179,0.285939553219448,0.028515111695138,0.0235216819973719,0.0049934296977661,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Juang",3,0,3,0,0,0,0,0,0,1,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Karbi/Mikir",12,5,7,7,0,0,4,7,4,0.583333333333333,0.583333333333333,0.333333333333333,0.25,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Garo",13,6,7,0,0,5,0,0,5,0.538461538461538,0,0.384615384615385,-0.384615384615385,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Santali",214,68,146,0,0,137,0,0,137,0.682242990654206,0,0.64018691588785,-0.64018691588785,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Parji",4,3,1,1,0,0,0,1,0,0.25,0.25,0,0.25,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Thado",3,2,1,1,0,0,0,1,0,0.333333333333333,0.333333333333333,0,0.333333333333333,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Liangmei",2,2,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Manipuri",31,3,28,3,0,18,3,3,21,0.903225806451613,0.0967741935483871,0.67741935483871,-0.580645161290323,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Pawi",638,481,157,9,5,6,2,14,8,0.246081504702194,0.0219435736677116,0.0125391849529781,0.00940438871473354,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Coorgi/Kodagu",113,68,45,1,0,2,0,1,2,0.398230088495575,0.00884955752212389,0.0176991150442478,-0.00884955752212389,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Lushai/Mizo",405640,369939,35701,24450,1335,8749,5025,25785,13774,0.0880115373237353,0.0635662163494724,0.0339562173355685,0.0296099990139039,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Marathi",1,1,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,2,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Munda",33,17,16,2,1,8,0,3,8,0.484848484848485,0.0909090909090909,0.242424242424242,-0.151515151515152,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Khasi",458,252,206,14,5,8,6,19,14,0.449781659388646,0.0414847161572052,0.0305676855895196,0.0109170305676856,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Lakher",124,72,52,22,3,8,5,25,13,0.419354838709677,0.201612903225806,0.104838709677419,0.0967741935483871,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Mogh",1,0,1,0,0,0,0,0,0,1,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Koch",1,1,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Mundari",46,10,36,1,0,35,0,1,35,0.782608695652174,0.0217391304347826,0.760869565217391,-0.739130434782609,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Koda/Kora",12,12,0,0,0,0,0,0,0,0,0,0,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Tripuri",19167,14092,5075,19,31,142,163,50,305,0.264778003860802,0.00260865028434288,0.0159127667344916,-0.0133041164501487,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Lotha",197,195,2,1,0,0,0,1,0,0.0101522842639594,0.0050761421319797,0,0.0050761421319797,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Punjabi",6,0,6,0,5,4,0,5,4,1,0.833333333333333,0.666666666666667,0.166666666666667,"exact",60,0,0,1,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","Telugu",1,0,1,1,0,0,1,1,1,1,1,1,0,"exact",60,0,0,5,"mapped",TRUE,FALSE,TRUE
"17","01","AIZAWL","English",318,255,63,0,0,30,2,0,32,0.19811320754717,0,0.10062893081761,-0.10062893081761,"exact",60,0,0,NA,"unresolved",TRUE,FALSE,FALSE
"25","07","ALMORA","Bhotia",7,1,6,0,0,6,0,0,6,0.857142857142857,0,0.857142857142857,-0.857142857142857,"exact",9,0,0,5,"mapped",TRUE,TRUE,TRUE
"25","07","ALMORA","Urdu",1,0,1,0,0,1,0,0,1,1,0,1,-1,"exact",9,0,0,0,"mapped",TRUE,TRUE,TRUE
"25","07","ALMORA","Nepali",11,8,3,0,1,3,0,1,3,0.272727272727273,0.0909090909090909,0.272727272727273,-0.181818181818182,"exact",9,0,0,NA,"unresolved",TRUE,TRUE,FALSE
"25","07","ALMORA","Adi",1,0,1,0,1,1,0,1,1,1,1,1,0,"exact",9,0,0,5,"mapped",TRUE,TRUE,TRUE
"25","07","ALMORA","Gujarati",1,1,0,0,0,0,0,0,0,0,0,0,0,"exact",9,0,0,1,"mapped",TRUE,TRUE,TRUE
"25","07","ALMORA","Others",161,116,45,0,5,44,0,5,44,0.279503105590062,0.031055900621118,0.273291925465839,-0.24223602484472,"exact",9,0,0,NA,"unresolved",TRUE,TRUE,FALSE
"25","07","ALMORA","Tibetan",46,16,30,1,18,29,1,19,30,0.652173913043478,0.41304347826087,0.652173913043478,-0.239130434782609,"exact",9,0,0,5,"mapped",TRUE,TRUE,TRUE
"25","07","ALMORA","English",3,3,0,0,0,0,0,0,0,0,0,0,0,"exact",9,0,0,NA,"unresolved",TRUE,TRUE,FALSE
"25","07","ALMORA","Hindi",2508,1980,528,515,0,0,0,515,0,0.210526315789474,0.205342902711324,0,0.205342902711324,"exact",9,0,0,0,"mapped",TRUE,TRUE,TRUE
"19","05","BALESHWAR","Konda",20,20,0,0,0,0,0,0,0,0,0,0,0,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Tamil",24,2,22,0,0,1,0,0,1,0.916666666666667,0,0.0416666666666667,-0.0416666666666667,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Malayalam",119,92,27,0,7,0,0,7,0,0.226890756302521,0.0588235294117647,0,0.0588235294117647,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Koda/Kora",126,80,46,1,8,0,2,9,2,0.365079365079365,0.0714285714285714,0.0158730158730159,0.0555555555555556,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Adi",12,0,12,0,0,0,0,0,0,1,0,0,0,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Kisan",10,0,10,0,0,0,0,0,0,1,0,0,0,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Kannada",18,0,18,0,0,18,0,0,18,1,0,1,-1,"exact",44,0,0,5,"mapped",TRUE,FALSE,TRUE
"19","05","BALESHWAR","Bengali",633,470,163,35,8,0,26,43,26,0.257503949447077,0.0679304897314376,0.0410742496050553,0.0268562401263823,"exact",44,0,0,3,"mapped",TRUE,FALSE,TRUE
