"specification_id","adjustment_id","construction_id","instrument","fixed_effect","linear_slope","spearman_rho","isotonic_r_squared","n_bins","share_nondecreasing_bin_steps","n_negative_bin_steps","n_state_slopes","share_negative_state_slopes","n","status","reason","analysis_id"
"unadjusted__dyen_noncognate","unadjusted","dyen_noncognate","ling_distance_dyen_noncognate_pct","none",0.179539671815855,0.269958624692747,0.0957598581102332,10,0.666666666666667,3,26,0.5,573,"estimated",NA,"district_iv_diagnostic__unadjusted__dyen_noncognate"
"unadjusted__dyen_noncognate_shastry","unadjusted","dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct","none",0.106010420408106,0.237271603380657,0.0576419202858316,10,0.555555555555556,4,26,0.307692307692308,573,"estimated",NA,"district_iv_diagnostic__unadjusted__dyen_noncognate_shastry"
"region_main__nonzero_mean","region_main","nonzero_mean","ling_distance_nonzero_mean","region",4.05042744579001,0.20438226056921,0.0620610606698453,10,0.777777777777778,2,26,0.269230769230769,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean"
"region_main__distant_share","region_main","distant_share","ling_share_distance_ge3","region",-0.0535597746027639,-0.0639326833299506,0.0134113145771736,10,0.333333333333333,6,26,0.461538461538462,573,"estimated",NA,"district_iv_diagnostic__region_main__distant_share"
"region_main__top3_legacy","region_main","top3_legacy","ling_distance_top3_legacy","region",3.88485505026667,0.285620585518427,0.101721865022242,10,0.777777777777778,2,26,0.346153846153846,573,"estimated",NA,"district_iv_diagnostic__region_main__top3_legacy"
"region_main__nonzero_mean_hindi_urdu","region_main","nonzero_mean_hindi_urdu","ling_distance_nonzero_mean","region",4.05968878641937,0.204523671960781,0.0617377149830833,10,0.777777777777778,2,26,0.269230769230769,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean_hindi_urdu"
"region_main__nonzero_mean_shastry","region_main","nonzero_mean_shastry","ling_distance_nonzero_mean","region",4.01762118327476,0.203102158982634,0.0618532413328876,10,0.777777777777778,2,26,0.230769230769231,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean_shastry"
"region_main__nonzero_mean_sensitivity_low","region_main","nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low","region",4.06474704723098,0.207098545688764,0.0619180779363854,10,0.777777777777778,2,26,0.230769230769231,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean_sensitivity_low"
"region_main__nonzero_mean_sensitivity_high","region_main","nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high","region",0.516248528597235,0.107551559664955,0.013049750067307,10,0.555555555555556,4,26,0.269230769230769,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean_sensitivity_high"
"region_main__nonzero_mean_hindi_urdu_separate","region_main","nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean","region",3.96284957622603,0.195660169226764,0.0681970180094382,10,0.777777777777778,2,26,0.230769230769231,573,"estimated",NA,"district_iv_diagnostic__region_main__nonzero_mean_hindi_urdu_separate"
"region_main__glottolog_mean","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean","region",-0.220596275142146,-0.00597365857230498,0.00738595786709073,10,0.444444444444444,5,26,0.5,573,"estimated",NA,"district_iv_diagnostic__region_main__glottolog_mean"
"region_main__glottolog_mean_shastry","region_main","glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean","region",-0.202179430300114,0.000656858146323093,0.00759608249799926,10,0.444444444444444,5,26,0.461538461538462,573,"estimated",NA,"district_iv_diagnostic__region_main__glottolog_mean_shastry"
"region_main__dyen_noncognate","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct","region",-0.0224130752794601,0.0247397858175537,0.00959707889975792,10,0.555555555555556,4,26,0.384615384615385,573,"estimated",NA,"district_iv_diagnostic__region_main__dyen_noncognate"
