"n_source_edges","n_source_districts","n_exact_unique_source_districts","n_exact_name_edges","n_source_code_identity_collision_edges","n_source_share_overcoverage_edges","n_target_share_overcoverage_edges","n_components","n_deterministic_components","n_nontrivial_deterministic_components","n_harmonized_regions"
376,241,195,307,0,0,0,155,148,43,148
