"sample","measure_id","measure_role","historical_variable","current_variable","historical_bound_width_variable","min_accepted_coverage","max_distance_bound_width","n_districts","population_1991","pearson","spearman","population_weighted_pearson","population_weighted_spearman","population_weighted_slope","population_weighted_r_squared","state_fe_population_weighted_slope","state_fe_population_weighted_r_squared","historical_bound_width_mean","historical_bound_width_max","mean_absolute_change","mean_absolute_rank_change","same_quintile_share","mean_absolute_quintile_change"
"preferred_geography","nonzero_mean","primary","ling_distance_nonzero_mean_1991","ling_distance_nonzero_mean_2001","ling_distance_nonzero_bound_width_1991",0.99,0.5,91,187755867,0.898438118115879,0.873403408186017,0.927994065820804,0.885478145416406,0.956878597780638,0.861172986198629,0.356173855576503,0.981485625230095,0.100007492093642,0.469467476498904,0.334538167962616,0.104517704517705,0.582417582417582,0.461538461538462
"exact_one_to_one","nonzero_mean","primary","ling_distance_nonzero_mean_1991","ling_distance_nonzero_mean_2001","ling_distance_nonzero_bound_width_1991",0.99,0.5,22,34941948,0.84707677650171,0.951439864483343,0.845468948934557,0.939241478579804,1.1186528764266,0.714817743612503,0.179793733550466,0.999972637310005,0.0837471143478324,0.469467476498904,0.482806102354928,0.0779220779220779,0.636363636363636,0.363636363636364
"preferred_geography","accepted_distant_share_ge3","lower_bound","ling_share_distance_ge3_1991","ling_share_distance_ge3_2001","ling_share_distance_ge3_bound_width_1991",0.99,0.5,91,187755867,0.886097920236042,0.921484312788661,0.918691975592767,0.924028229825875,0.897772457259974,0.843994946018541,1.02974678015126,0.963055315216801,0.339290117844144,7.81877041702228,6.76071985879471,0.0664224664224664,0.78021978021978,0.263736263736264
"exact_one_to_one","accepted_distant_share_ge3","lower_bound","ling_share_distance_ge3_1991","ling_share_distance_ge3_2001","ling_share_distance_ge3_bound_width_1991",0.99,0.5,22,34941948,0.933698058868309,0.94918125352908,0.946717372001234,0.969157498494755,0.920970385600641,0.896273782448923,0.875220475112212,0.999997979860645,0.278877037761267,1.53985028039361,5.56753395583969,0.0649350649350649,0.772727272727273,0.272727272727273
"preferred_geography","distant_share_ge3_upper_endpoint","upper_endpoint_sensitivity","ling_share_distance_ge3_upper_bound_1991","ling_share_distance_ge3_2001","ling_share_distance_ge3_bound_width_1991",0.99,0.5,91,187755867,0.88370621411467,0.907262302914477,0.917609618478302,0.914478934197455,0.897710676868164,0.842007411923895,1.0230058581866,0.962796055199925,0.339290117844144,7.81877041702228,6.87320118447033,0.0671550671550671,0.769230769230769,0.307692307692308
"exact_one_to_one","distant_share_ge3_upper_endpoint","upper_endpoint_sensitivity","ling_share_distance_ge3_upper_bound_1991","ling_share_distance_ge3_2001","ling_share_distance_ge3_bound_width_1991",0.99,0.5,22,34941948,0.933387762113629,0.936758893280633,0.946826926280145,0.9626412280633,0.921987507525611,0.896481228329107,0.844569681399042,0.999985910510109,0.278877037761267,1.53985028039361,5.6038975567112,0.0649350649350649,0.772727272727273,0.272727272727273
