"panel_unit_id","dist91_state_id","dist91_district_id","state_code_2001","district_code_2001","preferred_vanneman_pretrend_eligible","pretrend_geography_status","period_id","start_year","end_year","measure_id","domain","label","contains_estimated_source","start_value","end_value","change","population_1961"
"0222","02","22","28","10",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,13.871457905426,14.1302424625801,0.258784557154099,1057542
"0223","02","23","28","08",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.2587716468276,14.4142030926464,0.155431445818799,1557779
"0300","03",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,12.7265257757699,13.0551781568458,0.3286523810759,336558
"0401","04","04",NA,NA,FALSE,"project_1991_geography_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.2498170589338,14.6153137646459,0.365496705712101,1543892
"0402","04","07","18","06",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.5394643056726,14.8642961954959,0.324831889823299,2062572
"0403","04","08","18","08",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.0698969296584,14.3672024632698,0.2973055336114,1289670
"0404","04","13","18","10",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.0067596455019,14.3348369476201,0.328077302118201,1210761
"0405","04","16","18","16",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.2265534148031,14.4238561000812,0.1973026852781,1508390
"0406","04",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.2626561719663,14.5682083720569,0.305552200090599,1563842
"0408","04",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,12.5415658316092,13.028837005668,0.487271174058801,279726
"0410","04","23","18","21",TRUE,"preferred_single_target","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.1364890990659,14.3539423993068,0.2174533002409,1378476
"0501","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.8972296229141,15.0844125883427,0.187182965428599,2949746
"0504","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,15.109660024475,15.3100925714941,0.2004325470191,3647892
"0507","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.980981798487,15.1864460735482,0.2054642750612,3207434
"0508","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,15.0929167998538,15.2692890196151,0.1763722197613,3587323
"0512","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.9161910397791,15.0805134548335,0.1643224150544,3006211
"0514","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,15.2309748107583,15.3925659712745,0.161591160516201,4118398
"0518","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,15.3000714065198,15.4706680202915,0.1705966137717,4413027
"0520","05","21",NA,NA,FALSE,"splits_across_2001_districts","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.4511229009046,14.6700399221712,0.2189170212666,1888178
"0521","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.9433994084006,15.1871640121589,0.243764603758301,3089128
"0523","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.9856587042099,15.1745901848673,0.1889314806574,3222470
"0524","05","27",NA,NA,FALSE,"splits_across_2001_districts","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.3526680353964,14.5532022359255,0.2005342005291,1711136
"0525","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.7995358232834,14.9745617257095,0.1750259024261,2675203
"0526","05","32",NA,NA,FALSE,"splits_across_2001_districts","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,13.983406903211,14.1983325684573,0.2149256652463,1182814
"0528","05",NA,NA,NA,FALSE,"panel_to_1991_not_preferred","1961_1971",1961,1971,"log_population","demography","Log population",FALSE,14.6793313034203,14.9208382477677,0.2415069443474,2372207
