"harmonized_component_id","vintage","state_code","district_code","unit_id","side"
"geo_component_0092",2001,"10","08","census2001__10__08","target"
"geo_component_0093",1991,"06","01","census1991__06__01","source"
"geo_component_0093",2001,"30","01","census2001__30__01","target"
"geo_component_0094",1991,"06","02","census1991__06__02","source"
"geo_component_0094",2001,"30","02","census2001__30__02","target"
"geo_component_0095",1991,"07","01","census1991__07__01","source"
"geo_component_0095",2001,"24","10","census2001__24__10","target"
"geo_component_0096",1991,"07","02","census1991__07__02","source"
"geo_component_0096",2001,"24","09","census2001__24__09","target"
"geo_component_0097",1991,"07","03","census1991__07__03","source"
"geo_component_0097",2001,"24","08","census2001__24__08","target"
"geo_component_0098",1991,"07","04","census1991__07__04","source"
"geo_component_0098",1991,"07","05","census1991__07__05","source"
"geo_component_0098",1991,"07","06","census1991__07__06","source"
"geo_component_0098",1991,"07","15","census1991__07__15","source"
"geo_component_0098",1991,"07","16","census1991__07__16","source"
"geo_component_0098",1991,"07","18","census1991__07__18","source"
"geo_component_0098",2001,"24","11","census2001__24__11","target"
"geo_component_0098",2001,"24","12","census2001__24__12","target"
"geo_component_0098",2001,"24","13","census2001__24__13","target"
"geo_component_0098",2001,"24","14","census2001__24__14","target"
"geo_component_0098",2001,"24","19","census2001__24__19","target"
"geo_component_0098",2001,"24","20","census2001__24__20","target"
"geo_component_0098",2001,"24","21","census2001__24__21","target"
"geo_component_0098",2001,"24","24","census2001__24__24","target"
"geo_component_0098",2001,"24","25","census2001__24__25","target"
"geo_component_0099",1991,"07","07","census1991__07__07","source"
"geo_component_0099",2001,"24","01","census2001__24__01","target"
"geo_component_0100",1991,"07","08","census1991__07__08","source"
"geo_component_0100",1991,"07","10","census1991__07__10","source"
"geo_component_0100",1991,"07","11","census1991__07__11","source"
"geo_component_0100",1991,"07","12","census1991__07__12","source"
"geo_component_0100",1991,"07","13","census1991__07__13","source"
"geo_component_0100",2001,"24","02","census2001__24__02","target"
"geo_component_0100",2001,"24","03","census2001__24__03","target"
"geo_component_0100",2001,"24","04","census2001__24__04","target"
"geo_component_0100",2001,"24","06","census2001__24__06","target"
"geo_component_0100",2001,"24","07","census2001__24__07","target"
"geo_component_0100",2001,"24","15","census2001__24__15","target"
"geo_component_0100",2001,"24","16","census2001__24__16","target"
"geo_component_0101",1991,"07","09","census1991__07__09","source"
"geo_component_0101",2001,"24","05","census2001__24__05","target"
"geo_component_0102",1991,"07","14","census1991__07__14","source"
"geo_component_0102",2001,"24","17","census2001__24__17","target"
"geo_component_0102",2001,"24","18","census2001__24__18","target"
"geo_component_0103",1991,"07","17","census1991__07__17","source"
"geo_component_0103",2001,"24","22","census2001__24__22","target"
"geo_component_0104",1991,"07","19","census1991__07__19","source"
"geo_component_0104",2001,"24","23","census2001__24__23","target"
"geo_component_0105",1991,"08","01","census1991__08__01","source"
"geo_component_0105",2001,"06","01","census2001__06__01","target"
"geo_component_0105",2001,"06","02","census2001__06__02","target"
"geo_component_0106",1991,"08","02","census1991__08__02","source"
