"geography_variant","source_coverage_threshold","target_unit_id","state_code_2001","district_code_2001","population_1991","n_source_units"
"G2_population_interpolated",0.9,"census2001__08__04","08","04",1543047,NA
"G2_population_interpolated",0.9,"census2001__08__05","08","05",1582421,NA
"G2_population_interpolated",0.9,"census2001__08__06","08","06",2296396.82569942,NA
"G2_population_interpolated",0.9,"census2001__08__07","08","07",1651489.58780488,NA
"G2_population_interpolated",0.9,"census2001__08__08","08","08",749349.24307784,NA
"G2_population_interpolated",0.9,"census2001__08__09","08","09",941249.072342302,NA
"G2_population_interpolated",0.9,"census2001__08__10","08","10",880771.829059165,NA
"G2_population_interpolated",0.9,"census2001__08__11","08","11",1003869.88119289,NA
"G2_population_interpolated",0.9,"census2001__08__12","08","12",3837278.0931115,NA
"G2_population_interpolated",0.9,"census2001__08__13","08","13",1842914,NA
"G2_population_interpolated",0.9,"census2001__08__14","08","14",2141687.2909585,NA
"G2_population_interpolated",0.9,"census2001__08__15","08","15",2152273.58834189,NA
"G2_population_interpolated",0.9,"census2001__08__16","08","16",344356.8782298,NA
"G2_population_interpolated",0.9,"census2001__08__17","08","17",1435222,NA
"G2_population_interpolated",0.9,"census2001__08__18","08","18",1142563,NA
"G2_population_interpolated",0.9,"census2001__08__19","08","19",654029,NA
"G2_population_interpolated",0.9,"census2001__08__20","08","20",1485898.91742204,NA
"G2_population_interpolated",0.9,"census2001__08__21","08","21",1726532.99945294,NA
"G2_population_interpolated",0.9,"census2001__08__22","08","22",974285.693625333,NA
"G2_population_interpolated",0.9,"census2001__08__23","08","23",770187,NA
"G2_population_interpolated",0.9,"census2001__08__24","08","24",1592441.73425622,NA
"G2_population_interpolated",0.9,"census2001__08__25","08","25",802032.622414689,NA
"G2_population_interpolated",0.9,"census2001__08__26","08","26",2087233.35358382,NA
"G2_population_interpolated",0.9,"census2001__08__27","08","27",874535.934804668,NA
"G2_population_interpolated",0.9,"census2001__08__28","08","28",1155313,NA
"G2_population_interpolated",0.9,"census2001__08__29","08","29",1483505.15067168,NA
"G2_population_interpolated",0.9,"census2001__08__30","08","30",1220598.80004145,NA
"G2_population_interpolated",0.9,"census2001__08__31","08","31",743241.770773289,NA
"G2_population_interpolated",0.9,"census2001__08__32","08","32",956907.97556659,NA
"G2_population_interpolated",0.9,"census2001__09__01","09","01",2296947,NA
"G2_population_interpolated",0.9,"census2001__09__02","09","02",2840609.87040292,NA
"G2_population_interpolated",0.9,"census2001__09__03","09","03",2442337.35178586,NA
"G2_population_interpolated",0.9,"census2001__09__04","09","04",2940373.02220174,NA
"G2_population_interpolated",0.9,"census2001__09__05","09","05",1494008.38215242,NA
"G2_population_interpolated",0.9,"census2001__09__06","09","06",1175238.72217527,NA
"G2_population_interpolated",0.9,"census2001__09__07","09","07",2417247,NA
"G2_population_interpolated",0.9,"census2001__09__08","09","08",1030374,NA
"G2_population_interpolated",0.9,"census2001__09__09","09","09",2222373.25179151,NA
"G2_population_interpolated",0.9,"census2001__09__10","09","10",857903.664927335,NA
"G2_population_interpolated",0.9,"census2001__09__11","09","11",2467275,NA
"G2_population_interpolated",0.9,"census2001__09__12","09","12",2444853.47287867,NA
"G2_population_interpolated",0.9,"census2001__09__13","09","13",1131519.9236252,NA
"G2_population_interpolated",0.9,"census2001__09__14","09","14",1647817.62018303,NA
"G2_population_interpolated",0.9,"census2001__09__15","09","15",2751021,NA
"G2_population_interpolated",0.9,"census2001__09__16","09","16",1529705.63743731,NA
"G2_population_interpolated",0.9,"census2001__09__17","09","17",2244977,NA
"G2_population_interpolated",0.9,"census2001__09__18","09","18",1311438.12152733,NA
"G2_population_interpolated",0.9,"census2001__09__19","09","19",2446263,NA
"G2_population_interpolated",0.9,"census2001__09__20","09","20",2832299,NA
"G2_population_interpolated",0.9,"census2001__09__21","09","21",1282615,NA
"G2_population_interpolated",0.9,"census2001__09__22","09","22",1985542,NA
"G2_population_interpolated",0.9,"census2001__09__23","09","23",2374109.1253235,NA
"G2_population_interpolated",0.9,"census2001__09__24","09","24",2679156,NA
"G2_population_interpolated",0.9,"census2001__09__25","09","25",2744875,NA
"G2_population_interpolated",0.9,"census2001__09__26","09","26",2198778,NA
"G2_population_interpolated",0.9,"census2001__09__27","09","27",2762725,NA
"G2_population_interpolated",0.9,"census2001__09__28","09","28",2309759,NA
"G2_population_interpolated",0.9,"census2001__09__29","09","29",1274593.20753596,NA
"G2_population_interpolated",0.9,"census2001__09__30","09","30",1156610.95290392,NA
"G2_population_interpolated",0.9,"census2001__09__31","09","31",1114405.65096915,NA
"G2_population_interpolated",0.9,"census2001__09__32","09","32",1015505.20909406,NA
"G2_population_interpolated",0.9,"census2001__09__33","09","33",1303133.14709602,NA
"G2_population_interpolated",0.9,"census2001__09__34","09","34",3252489.63176295,NA
"G2_population_interpolated",0.9,"census2001__09__35","09","35",1217652,NA
"G2_population_interpolated",0.9,"census2001__09__36","09","36",1427556.89516853,NA
"G2_population_interpolated",0.9,"census2001__09__37","09","37",750575,NA
"G2_population_interpolated",0.9,"census2001__09__38","09","38",884299,NA
"G2_population_interpolated",0.9,"census2001__09__39","09","39",581150,NA
"G2_population_interpolated",0.9,"census2001__09__40","09","40",1266469.8157276,NA
"G2_population_interpolated",0.9,"census2001__09__41","09","41",595521.145953846,NA
"G2_population_interpolated",0.9,"census2001__09__42","09","42",1897434,NA
"G2_population_interpolated",0.9,"census2001__09__43","09","43",2209711,NA
"G2_population_interpolated",0.9,"census2001__09__44","09","44",1025248.34514197,NA
"G2_population_interpolated",0.9,"census2001__09__45","09","45",3893526.44972279,NA
"G2_population_interpolated",0.9,"census2001__09__46","09","46",2112453,NA
"G2_population_interpolated",0.9,"census2001__09__47","09","47",1686085.01706508,NA
"G2_population_interpolated",0.9,"census2001__09__48","09","48",1625560.97295314,NA
"G2_population_interpolated",0.9,"census2001__09__49","09","49",2564391.01225382,NA
"G2_population_interpolated",0.9,"census2001__09__50","09","50",1837918,NA
"G2_population_interpolated",0.9,"census2001__09__51","09","51",921504.000000001,NA
"G2_population_interpolated",0.9,"census2001__09__52","09","52",1369884.98170276,NA
"G2_population_interpolated",0.9,"census2001__09__53","09","53",2202416.2735644,NA
"G2_population_interpolated",0.9,"census2001__09__54","09","54",1618843,NA
"G2_population_interpolated",0.9,"census2001__09__55","09","55",1672230,NA
"G2_population_interpolated",0.9,"census2001__09__56","09","56",1148786,NA
"G2_population_interpolated",0.9,"census2001__09__57","09","57",1675279.71046042,NA
"G2_population_interpolated",0.9,"census2001__09__58","09","58",3062272.35345093,NA
"G2_population_interpolated",0.9,"census2001__09__59","09","59",2254029,NA
"G2_population_interpolated",0.9,"census2001__09__60","09","60",2182450,NA
"G2_population_interpolated",0.9,"census2001__09__61","09","61",3123934,NA
"G2_population_interpolated",0.9,"census2001__09__62","09","62",1434078.41494371,NA
"G2_population_interpolated",0.9,"census2001__09__63","09","63",2259528.13635002,NA
"G2_population_interpolated",0.9,"census2001__09__64","09","64",3207061.86246397,NA
"G2_population_interpolated",0.9,"census2001__09__65","09","65",2400933.98239866,NA
"G2_population_interpolated",0.9,"census2001__09__66","09","66",1262478.92451583,NA
"G2_population_interpolated",0.9,"census2001__09__67","09","67",2504078.71180356,NA
"G2_population_interpolated",0.9,"census2001__09__68","09","68",1083552.41476243,NA
"G2_population_interpolated",0.9,"census2001__09__69","09","69",1656088,NA
"G2_population_interpolated",0.9,"census2001__09__70","09","70",1053997.82916614,NA
"G2_population_interpolated",0.9,"census2001__10__01","10","01",2327484.95378634,NA
"G2_population_interpolated",0.9,"census2001__10__02","10","02",3042826.72130898,NA
"G2_population_interpolated",0.9,"census2001__10__03","10","03",376953.000000001,NA
"G2_population_interpolated",0.9,"census2001__10__04","10","04",2013136,NA
"G2_population_interpolated",0.9,"census2001__10__05","10","05",2831440.47293447,NA
"G2_population_interpolated",0.9,"census2001__10__06","10","06",1322921.21924881,NA
"G2_population_interpolated",0.9,"census2001__10__07","10","07",1611638,NA
"G2_population_interpolated",0.9,"census2001__10__08","10","08",983960,NA
"G2_population_interpolated",0.9,"census2001__10__09","10","09",1874782.38636666,NA
"G2_population_interpolated",0.9,"census2001__10__10","10","10",1785666,NA
"G2_population_interpolated",0.9,"census2001__10__11","10","11",1177706,NA
"G2_population_interpolated",0.9,"census2001__10__12","10","12",1139243.8758237,NA
"G2_population_interpolated",0.9,"census2001__10__13","10","13",2510860.89497786,NA
"G2_population_interpolated",0.9,"census2001__10__14","10","14",2953488.82655742,NA
"G2_population_interpolated",0.9,"census2001__10__15","10","15",1700975,NA
"G2_population_interpolated",0.9,"census2001__10__16","10","16",2170910.97414789,NA
"G2_population_interpolated",0.9,"census2001__10__17","10","17",2572978.99990866,NA
"G2_population_interpolated",0.9,"census2001__10__18","10","18",2143463.36827109,NA
"G2_population_interpolated",0.9,"census2001__10__19","10","19",2716442.89974512,NA
"G2_population_interpolated",0.9,"census2001__10__20","10","20",1803011.45097279,NA
"G2_population_interpolated",0.9,"census2001__10__21","10","21",985936,NA
"G2_population_interpolated",0.9,"census2001__10__22","10","22",1892468.90058548,NA
"G2_population_interpolated",0.9,"census2001__10__23","10","23",1298690.16098234,NA
"G2_population_interpolated",0.9,"census2001__10__24","10","24",940383.160017296,NA
"G2_population_interpolated",0.9,"census2001__10__25","10","25",644541.037443942,NA
"G2_population_interpolated",0.9,"census2001__10__26","10","26",420579.740415888,NA
"G2_population_interpolated",0.9,"census2001__10__27","10","27",1986421,NA
"G2_population_interpolated",0.9,"census2001__10__28","10","28",3616383.50056192,NA
"G2_population_interpolated",0.9,"census2001__10__29","10","29",1791184,NA
"G2_population_interpolated",0.9,"census2001__10__30","10","30",1086574,NA
"G2_population_interpolated",0.9,"census2001__10__31","10","31",970551.573847306,NA
"G2_population_interpolated",0.9,"census2001__10__32","10","32",1928214.54768677,NA
"G2_population_interpolated",0.9,"census2001__10__33","10","33",1174900,NA
"G2_population_interpolated",0.9,"census2001__10__34","10","34",1539409.85734031,NA
"G2_population_interpolated",0.9,"census2001__10__35","10","35",2664551.45797588,NA
"G2_population_interpolated",0.9,"census2001__10__36","10","36",1359688.99630526,NA
"G2_population_interpolated",0.9,"census2001__10__37","10","37",1051773.91574786,NA
"G2_population_interpolated",0.9,"census2001__11__01","11","01",31206,NA
"G2_population_interpolated",0.9,"census2001__11__02","11","02",98161,NA
"G2_population_interpolated",0.9,"census2001__11__03","11","03",97203,NA
"G2_population_interpolated",0.9,"census2001__11__04","11","04",178452,NA
"G2_population_interpolated",0.9,"census2001__12__01","12","01",18398.752569282,NA
"G2_population_interpolated",0.9,"census2001__12__02","12","02",41264.2590408414,NA
"G2_population_interpolated",0.9,"census2001__12__03","12","03",49770.3497917051,NA
"G2_population_interpolated",0.9,"census2001__12__04","12","04",46389.0549550944,NA
"G2_population_interpolated",0.9,"census2001__12__05","12","05",56568.1673899933,NA
"G2_population_interpolated",0.9,"census2001__12__06","12","06",49548.2798080162,NA
"G2_population_interpolated",0.9,"census2001__12__07","12","07",35073.6349189245,NA
"G2_population_interpolated",0.9,"census2001__12__08","12","08",74466.2580188383,NA
"G2_population_interpolated",0.9,"census2001__12__09","12","09",24923.8144391533,NA
"G2_population_interpolated",0.9,"census2001__12__10","12","10",21527.5473196559,NA
"G2_population_interpolated",0.9,"census2001__12__11","12","11",108729.762612078,NA
"G2_population_interpolated",0.9,"census2001__12__12","12","12",21470,NA
"G2_population_interpolated",0.9,"census2001__12__13","12","13",85508,NA
"G2_population_interpolated",0.9,"census2001__13__01","13","01",149626.980756252,NA
"G2_population_interpolated",0.9,"census2001__13__02","13","02",232839.454537338,NA
"G2_population_interpolated",0.9,"census2001__13__03","13","03",157874.290438814,NA
"G2_population_interpolated",0.9,"census2001__13__04","13","04",95703.1587362965,NA
"G2_population_interpolated",0.9,"census2001__13__05","13","05",82612,NA
"G2_population_interpolated",0.9,"census2001__13__06","13","06",176835.486668797,NA
"G2_population_interpolated",0.9,"census2001__13__07","13","07",207453.307065888,NA
"G2_population_interpolated",0.9,"census2001__13__08","13","08",102156,NA
"G2_population_interpolated",0.9,"census2001__14__02","14","02",86278,NA
"G2_population_interpolated",0.9,"census2001__14__03","14","03",175627.706631402,NA
"G2_population_interpolated",0.9,"census2001__14__04","14","04",180485.944392571,NA
"G2_population_interpolated",0.9,"census2001__14__05","14","05",293958,NA
"G2_population_interpolated",0.9,"census2001__14__08","14","08",109275,NA
"G2_population_interpolated",0.9,"census2001__14__09","14","09",69878.950331897,NA
"G2_population_interpolated",0.9,"census2001__15__06","15","06",108953.183089472,NA
"G2_population_interpolated",0.9,"census2001__15__07","15","07",56359.6044792538,NA
"G2_population_interpolated",0.9,"census2001__15__08","15","08",42696.8032296388,NA
"G2_population_interpolated",0.9,"census2001__16__01","16","01",1293861,NA
"G2_population_interpolated",0.9,"census2001__16__02","16","02",717879.514394267,NA
"G2_population_interpolated",0.9,"census2001__16__03","16","03",273526.540640057,NA
"G2_population_interpolated",0.9,"census2001__16__04","16","04",468617.898598396,NA
"G2_population_interpolated",0.9,"census2001__18__01","18","01",793782.928661312,NA
"G2_population_interpolated",0.9,"census2001__18__02","18","02",1226543.36360371,NA
"G2_population_interpolated",0.9,"census2001__18__03","18","03",660836,NA
"G2_population_interpolated",0.9,"census2001__18__04","18","04",798673,NA
"G2_population_interpolated",0.9,"census2001__18__05","18","05",1382267.74586921,NA
"G2_population_interpolated",0.9,"census2001__18__06","18","06",1997851.62937826,NA
"G2_population_interpolated",0.9,"census2001__18__07","18","07",1010185.80753189,NA
"G2_population_interpolated",0.9,"census2001__18__08","18","08",1285899.95908597,NA
"G2_population_interpolated",0.9,"census2001__18__09","18","09",635138.018852921,NA
"G2_population_interpolated",0.9,"census2001__18__10","18","10",1889128.00676814,NA
"G2_population_interpolated",0.9,"census2001__18__11","18","11",1412386.24186928,NA
"G2_population_interpolated",0.9,"census2001__18__12","18","12",748334.577024619,NA
"G2_population_interpolated",0.9,"census2001__18__13","18","13",466636.045036831,NA
"G2_population_interpolated",0.9,"census2001__18__14","18","14",951896.057727095,NA
"G2_population_interpolated",0.9,"census2001__18__15","18","15",1040268.61381868,NA
"G2_population_interpolated",0.9,"census2001__18__16","18","16",907271.304919218,NA
"G2_population_interpolated",0.9,"census2001__18__17","18","17",867844.843854794,NA
"G2_population_interpolated",0.9,"census2001__18__18","18","18",822443.124357385,NA
"G2_population_interpolated",0.9,"census2001__18__19","18","19",625661.51222983,NA
"G2_population_interpolated",0.9,"census2001__18__20","18","20",147381.345965296,NA
"G2_population_interpolated",0.9,"census2001__18__21","18","21",1214830.5496746,NA
"G2_population_interpolated",0.9,"census2001__18__22","18","22",823797.692110633,NA
"G2_population_interpolated",0.9,"census2001__18__23","18","23",448713.716373167,NA
"G2_population_interpolated",0.9,"census2001__19__02","19","02",2756646.11284236,NA
"G2_population_interpolated",0.9,"census2001__19__03","19","03",2170557.0127322,NA
"G2_population_interpolated",0.9,"census2001__19__04","19","04",1896531,NA
"G2_population_interpolated",0.9,"census2001__19__05","19","05",1230564,NA
"G2_population_interpolated",0.9,"census2001__19__06","19","06",2604002.19893482,NA
"G2_population_interpolated",0.9,"census2001__19__07","19","07",4732925.09221758,NA
"G2_population_interpolated",0.9,"census2001__19__08","19","08",2523825.64639409,NA
"G2_population_interpolated",0.9,"census2001__19__09","19","09",6025217.34134793,NA
"G2_population_interpolated",0.9,"census2001__19__10","19","10",3848818.3381369,NA
"G2_population_interpolated",0.9,"census2001__19__11","19","11",7220941.58570513,NA
"G2_population_interpolated",0.9,"census2001__19__12","19","12",4396937.45481715,NA
"G2_population_interpolated",0.9,"census2001__19__13","19","13",2804310.1985541,NA
"G2_population_interpolated",0.9,"census2001__19__14","19","14",2222318.3037651,NA
"G2_population_interpolated",0.9,"census2001__19__15","19","15",8274577.8115629,NA
"G2_population_interpolated",0.9,"census2001__19__16","19","16",3729593.71450483,NA
"G2_population_interpolated",0.9,"census2001__19__17","19","17",4399819,NA
"G2_population_interpolated",0.9,"census2001__19__18","19","18",5703889.27765877,NA
"G2_population_interpolated",0.9,"census2001__20__01","20","01",801292.000000001,NA
"G2_population_interpolated",0.9,"census2001__20__02","20","02",1648377,NA
"G2_population_interpolated",0.9,"census2001__20__03","20","03",613430.587756893,NA
"G2_population_interpolated",0.9,"census2001__20__04","20","04",1833606.12803721,NA
"G2_population_interpolated",0.9,"census2001__20__05","20","05",395637.249515842,NA
"G2_population_interpolated",0.9,"census2001__20__06","20","06",1508077.26561092,NA
"G2_population_interpolated",0.9,"census2001__20__07","20","07",932513,NA
"G2_population_interpolated",0.9,"census2001__20__08","20","08",860547,NA
"G2_population_interpolated",0.9,"census2001__20__09","20","09",715436.653403654,NA
"G2_population_interpolated",0.9,"census2001__20__10","20","10",571604.26511595,NA
"G2_population_interpolated",0.9,"census2001__20__11","20","11",1495510,NA
"G2_population_interpolated",0.9,"census2001__20__12","20","12",1924507.8291105,NA
"G2_population_interpolated",0.9,"census2001__20__13","20","13",1440292.5776375,NA
"G2_population_interpolated",0.9,"census2001__20__14","20","14",2212525.46313735,NA
"G2_population_interpolated",0.9,"census2001__20__15","20","15",288886,NA
"G2_population_interpolated",0.9,"census2001__20__16","20","16",1153976,NA
"G2_population_interpolated",0.9,"census2001__20__17","20","17",1785958,NA
"G2_population_interpolated",0.9,"census2001__20__18","20","18",1612942,NA
"G2_population_interpolated",0.9,"census2001__21__01","21","01",1210928.66829827,NA
"G2_population_interpolated",0.9,"census2001__21__02","21","02",442935.242047162,NA
"G2_population_interpolated",0.9,"census2001__21__03","21","03",807183.673697417,NA
"G2_population_interpolated",0.9,"census2001__21__04","21","04",235438.73163105,NA
"G2_population_interpolated",0.9,"census2001__21__05","21","05",1573405.91615818,NA
"G2_population_interpolated",0.9,"census2001__21__06","21","06",1335673.82834621,NA
"G2_population_interpolated",0.9,"census2001__21__07","21","07",1883154.87824894,NA
"G2_population_interpolated",0.9,"census2001__21__08","21","08",1693742.84736243,NA
"G2_population_interpolated",0.9,"census2001__21__09","21","09",1104395.56567049,NA
"G2_population_interpolated",0.9,"census2001__21__10","21","10",1154959.12464292,NA
"G2_population_interpolated",0.9,"census2001__21__11","21","11",944202.672697728,NA
"G2_population_interpolated",0.9,"census2001__21__12","21","12",2023042.25484885,NA
"G2_population_interpolated",0.9,"census2001__21__13","21","13",1395514.29185215,NA
"G2_population_interpolated",0.9,"census2001__21__14","21","14",952080.487842191,NA
"G2_population_interpolated",0.9,"census2001__21__15","21","15",952359.394172143,NA
"G2_population_interpolated",0.9,"census2001__21__16","21","16",786436.84131811,NA
"G2_population_interpolated",0.9,"census2001__21__17","21","17",1488671.93435362,NA
"G2_population_interpolated",0.9,"census2001__21__18","21","18",1311340.63307663,NA
"G2_population_interpolated",0.9,"census2001__21__19","21","19",2696558.73488418,NA
"G2_population_interpolated",0.9,"census2001__21__20","21","20",453529.179342316,NA
"G2_population_interpolated",0.9,"census2001__21__21","21","21",541939.363336954,NA
"G2_population_interpolated",0.9,"census2001__21__22","21","22",317578.33690768,NA
"G2_population_interpolated",0.9,"census2001__21__23","21","23",476071.193623689,NA
"G2_population_interpolated",0.9,"census2001__21__24","21","24",1229395.77285683,NA
"G2_population_interpolated",0.9,"census2001__21__25","21","25",467876.573990859,NA
"G2_population_interpolated",0.9,"census2001__21__26","21","26",1085441.29358141,NA
"G2_population_interpolated",0.9,"census2001__21__27","21","27",709817.917264015,NA
"G2_population_interpolated",0.9,"census2001__21__28","21","28",847458.510454079,NA
"G2_population_interpolated",0.9,"census2001__21__29","21","29",1028251.12616528,NA
"G2_population_interpolated",0.9,"census2001__21__30","21","30",406359.465372598,NA
"G2_population_interpolated",0.9,"census2001__22__01","22","01",447903.127653082,NA
"G2_population_interpolated",0.9,"census2001__22__02","22","02",1634719.60210272,NA
"G2_population_interpolated",0.9,"census2001__22__03","22","03",656352,NA
"G2_population_interpolated",0.9,"census2001__22__04","22","04",1065915,NA
"G2_population_interpolated",0.9,"census2001__22__05","22","05",61506.5569565407,NA
"G2_population_interpolated",0.9,"census2001__22__06","22","06",45678.2643465394,NA
"G2_population_interpolated",0.9,"census2001__22__07","22","07",533626.051702413,NA
"G2_population_interpolated",0.9,"census2001__22__08","22","08",354782.126994507,NA
"G2_population_interpolated",0.9,"census2001__22__09","22","09",1089045,NA
"G2_population_interpolated",0.9,"census2001__22__10","22","10",2396953.16713266,NA
"G2_population_interpolated",0.9,"census2001__22__11","22","11",2307157.64743972,NA
"G2_population_interpolated",0.9,"census2001__22__12","22","12",917462.317184138,NA
"G2_population_interpolated",0.9,"census2001__22__13","22","13",683176.747908309,NA
"G2_population_interpolated",0.9,"census2001__22__14","22","14",547687.508390265,NA
"G2_population_interpolated",0.9,"census2001__22__15","22","15",1105353.97750356,NA
"G2_population_interpolated",0.9,"census2001__22__16","22","16",617532.175342526,NA
"G2_population_interpolated",0.9,"census2001__23__01","23","01",420989.042101812,NA
"G2_population_interpolated",0.9,"census2001__23__02","23","02",1287554.16142648,NA
"G2_population_interpolated",0.9,"census2001__23__03","23","03",1218910.97093226,NA
"G2_population_interpolated",0.9,"census2001__23__04","23","04",1293182,NA
"G2_population_interpolated",0.9,"census2001__23__05","23","05",515226,NA
"G2_population_interpolated",0.9,"census2001__23__06","23","06",1132471.42835161,NA
"G2_population_interpolated",0.9,"census2001__23__07","23","07",1309262.76289209,NA
"G2_population_interpolated",0.9,"census2001__23__08","23","08",940769.634149028,NA
"G2_population_interpolated",0.9,"census2001__23__09","23","09",1158057.7375297,NA
"G2_population_interpolated",0.9,"census2001__23__10","23","10",687833.937199297,NA
"G2_population_interpolated",0.9,"census2001__23__11","23","11",1647358.9901614,NA
"G2_population_interpolated",0.9,"census2001__23__12","23","12",898099.71181678,NA
"G2_population_interpolated",0.9,"census2001__23__13","23","13",1444431.2205498,NA
"G2_population_interpolated",0.9,"census2001__23__14","23","14",1554755,NA
"G2_population_interpolated",0.9,"census2001__23__15","23","15",420144.105300465,NA
"G2_population_interpolated",0.9,"census2001__23__16","23","16",1310121.2440773,NA
"G2_population_interpolated",0.9,"census2001__23__17","23","17",1371162.17444736,NA
"G2_population_interpolated",0.9,"census2001__23__18","23","18",598026.9782758,NA
"G2_population_interpolated",0.9,"census2001__23__19","23","19",956295.873744974,NA
"G2_population_interpolated",0.9,"census2001__23__20","23","20",971676.70578248,NA
"G2_population_interpolated",0.9,"census2001__23__21","23","21",1383086,NA
"G2_population_interpolated",0.9,"census2001__23__22","23","22",1031501.17353961,NA
"G2_population_interpolated",0.9,"census2001__23__23","23","23",1033651,NA
"G2_population_interpolated",0.9,"census2001__23__24","23","24",1130132.02903471,NA
"G2_population_interpolated",0.9,"census2001__23__25","23","25",1367169.01059849,NA
"G2_population_interpolated",0.9,"census2001__23__26","23","26",1835359.617833,NA
"G2_population_interpolated",0.9,"census2001__23__27","23","27",1187790.79419704,NA
"G2_population_interpolated",0.9,"census2001__23__28","23","28",834673.851180933,NA
"G2_population_interpolated",0.9,"census2001__23__29","23","29",1430841.6210086,NA
"G2_population_interpolated",0.9,"census2001__23__30","23","30",992215,NA
"G2_population_interpolated",0.9,"census2001__23__31","23","31",970330,NA
"G2_population_interpolated",0.9,"census2001__23__32","23","32",1351449.97444251,NA
"G2_population_interpolated",0.9,"census2001__23__33","23","33",841127.77041566,NA
"G2_population_interpolated",0.9,"census2001__23__34","23","34",876347.288509341,NA
"G2_population_interpolated",0.9,"census2001__23__35","23","35",1180708.88736791,NA
"G2_population_interpolated",0.9,"census2001__23__36","23","36",382027.629257827,NA
"G2_population_interpolated",0.9,"census2001__23__37","23","37",885088.857232177,NA
"G2_population_interpolated",0.9,"census2001__23__38","23","38",881409.454755877,NA
"G2_population_interpolated",0.9,"census2001__23__39","23","39",1768503.53126106,NA
"G2_population_interpolated",0.9,"census2001__23__40","23","40",785474.779063395,NA
"G2_population_interpolated",0.9,"census2001__23__41","23","41",511831.999999999,NA
"G2_population_interpolated",0.9,"census2001__23__42","23","42",779083.999999999,NA
"G2_population_interpolated",0.9,"census2001__23__43","23","43",1566955.31779758,NA
"G2_population_interpolated",0.9,"census2001__23__44","23","44",1000791.45945546,NA
"G2_population_interpolated",0.9,"census2001__23__45","23","45",1365459.72528695,NA
"G2_population_interpolated",0.9,"census2001__24__01","24","01",1262163.01817973,NA
"G2_population_interpolated",0.9,"census2001__24__02","24","02",1981170.94302393,NA
"G2_population_interpolated",0.9,"census2001__24__03","24","03",1032887.6406642,NA
"G2_population_interpolated",0.9,"census2001__24__04","24","04",1641071.13002098,NA
"G2_population_interpolated",0.9,"census2001__24__05","24","05",1760877.66308088,NA
"G2_population_interpolated",0.9,"census2001__24__06","24","06",1080991.13986115,NA
"G2_population_interpolated",0.9,"census2001__24__07","24","07",4584684.8312104,NA
"G2_population_interpolated",0.9,"census2001__24__08","24","08",1208869.99063193,NA
"G2_population_interpolated",0.9,"census2001__24__09","24","09",2514122,NA
"G2_population_interpolated",0.9,"census2001__24__10","24","10",1563558,NA
"G2_population_interpolated",0.9,"census2001__24__11","24","11",466378.294053956,NA
"G2_population_interpolated",0.9,"census2001__24__12","24","12",2096788.37116417,NA
"G2_population_interpolated",0.9,"census2001__24__13","24","13",1301302.00019384,NA
"G2_population_interpolated",0.9,"census2001__24__14","24","14",2068709.83666441,NA
"G2_population_interpolated",0.9,"census2001__24__15","24","15",1648459.27686107,NA
"G2_population_interpolated",0.9,"census2001__24__16","24","16",1780908.84986517,NA
"G2_population_interpolated",0.9,"census2001__24__17","24","17",1682060.04371884,NA
"G2_population_interpolated",0.9,"census2001__24__18","24","18",1274288.94234543,NA
"G2_population_interpolated",0.9,"census2001__24__19","24","19",3037914.46420084,NA
"G2_population_interpolated",0.9,"census2001__24__20","24","20",453479.841747712,NA
"G2_population_interpolated",0.9,"census2001__24__21","24","21",1148252,NA
"G2_population_interpolated",0.9,"census2001__24__22","24","22",3396756.1819887,NA
"G2_population_interpolated",0.9,"census2001__24__23","24","23",144091,NA
"G2_population_interpolated",0.9,"census2001__24__24","24","24",1092621.18852699,NA
"G2_population_interpolated",0.9,"census2001__24__25","24","25",1079841.33190372,NA
"G2_population_interpolated",0.9,"census2001__25__01","25","01",39485,NA
"G2_population_interpolated",0.9,"census2001__25__02","25","02",62101,NA
"G2_population_interpolated",0.9,"census2001__26__01","26","01",138477,NA
"G2_population_interpolated",0.9,"census2001__27__01","27","01",1062787.3403354,NA
"G2_population_interpolated",0.9,"census2001__27__02","27","02",1472356.75164772,NA
"G2_population_interpolated",0.9,"census2001__27__03","27","03",3182122,NA
"G2_population_interpolated",0.9,"census2001__27__04","27","04",1885902.88009087,NA
"G2_population_interpolated",0.9,"census2001__27__05","27","05",1346360.65232071,NA
"G2_population_interpolated",0.9,"census2001__27__06","27","06",867472.695603023,NA
"G2_population_interpolated",0.9,"census2001__27__07","27","07",2199007.12337573,NA
"G2_population_interpolated",0.9,"census2001__27__08","27","08",1064816.56733275,NA
"G2_population_interpolated",0.9,"census2001__27__09","27","09",3283348.59183679,NA
"G2_population_interpolated",0.9,"census2001__27__10","27","10",1019196,NA
"G2_population_interpolated",0.9,"census2001__27__11","27","11",1086221,NA
"G2_population_interpolated",0.9,"census2001__27__12","27","12",786669,NA
"G2_population_interpolated",0.9,"census2001__27__13","27","13",1767761.02178738,NA
"G2_population_interpolated",0.9,"census2001__27__14","27","14",2076664.04338824,NA
"G2_population_interpolated",0.9,"census2001__27__15","27","15",2330211.65208783,NA
"G2_population_interpolated",0.9,"census2001__27__16","27","16",825013.47964769,NA
"G2_population_interpolated",0.9,"census2001__27__17","27","17",1291675.92238139,NA
"G2_population_interpolated",0.9,"census2001__27__18","27","18",1364425,NA
"G2_population_interpolated",0.9,"census2001__27__19","27","19",2211904.70781837,NA
