"mother_tongue_code","mother_tongue","canonical_language","national_speakers","n_districts","match_term","term_source","language_glottocode","glottolog_name","family_id","countries","iso639P3code","alias_basis","provider","is_india_language","candidate_count","candidate_status","review_status","reviewed_glottocode"
"006127","Jaunsari","Hindi",114733,96,"Jaunsari","mother_tongue","jaun1243","Jaunsari","indo1319","IN","jns","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","jaun1243"
"039002","Dimasa","Dimasa",110671,49,"Dimasa","mother_tongue","dima1251","Dimasa","sino1245","IN","dis","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","dima1251"
"030027","Kokna/Kokni/Kukna","Bhili/Bhilodi",110602,140,"Bhili","canonical_language_component","bhil1251","Bhili","indo1319","IN","bhb","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"073002","Ladakhi","Ladakhi",104502,90,"Ladakhi","mother_tongue","chan1309","Changthang","sino1245","IN","cna","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"073002","Ladakhi","Ladakhi",104502,90,"Ladakhi","mother_tongue","lada1244","Leh Ladakhi","sino1245","CN;IN","lbj","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"106001","Sema","Sema",103529,73,"Sema","mother_tongue","sumi1235","Sumi Naga","sino1245","IN","nsm","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"030048","Rathi","Bhili/Bhilodi",101458,38,"Rathi","mother_tongue","garh1243","Garhwali","indo1319","CN;IN","gbm","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","garh1243"
"030032","Mawchi","Bhili/Bhilodi",99474,35,"Mawchi","mother_tongue","mawc1242","Mawchi","indo1319","IN","mke","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","mawc1242"
"030050","Tadavi","Bhili/Bhilodi",99348,59,"Tadavi","mother_tongue","dhan1264","Dhanki","indo1319","IN","dhn","alternate_name","multitree",TRUE,1,"exact_unique","unresolved",""
"023002","Adi","Adi",97012,115,"Adi","mother_tongue","bori1243","Bori-Karko","sino1245","BT;CN;IN","adi","alternate_name","elcat",TRUE,4,"exact_ambiguous","unresolved",""
"023002","Adi","Adi",97012,115,"Adi","mother_tongue","damu1236","Damu","sino1245","BT;CN;IN","","alternate_name","glottolog",TRUE,4,"exact_ambiguous","unresolved",""
"023002","Adi","Adi",97012,115,"Adi","mother_tongue","galo1242","Galo","sino1245","IN","adl","alternate_name","elcat",TRUE,4,"exact_ambiguous","unresolved",""
"023002","Adi","Adi",97012,115,"Adi","mother_tongue","kowi1239","Kowiai","aust1307","ID","kwh","alternate_name","elcat",FALSE,4,"exact_ambiguous","unresolved",""
"015039","Proja","Oriya",92774,60,"Oriya","canonical_language","adiv1239","Kotia-Adivasi Oriya-Desiya","indo1319","IN","ort","alternate_name","moseley & asher (1994)",TRUE,1,"exact_unique","unresolved",""
"044016","Maria","Gondi",88984,35,"Maria","mother_tongue","mari1438","Maria (Papua New Guinea)","manu1261","PG","mds","primary_name","glottolog",FALSE,1,"exact_unique","unresolved",""
"008009","Siraji","Kashmiri",87179,17,"Siraji","mother_tongue","kull1236","Kullu Pahari","indo1319","IN","kfx","alternate_name","multitree",TRUE,1,"exact_unique","unresolved",""
"104003","Sangtam","Sangtam",84171,28,"Sangtam","mother_tongue","sang1321","Sangtam Naga","sino1245","IN","nsa","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"035001","Chakru/Chokri","Chakru/Chokri",83560,32,"Chokri","mother_tongue_component","anga1288","Angami Naga","sino1245","IN","njm","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"035001","Chakru/Chokri","Chakru/Chokri",83560,32,"Chakru","mother_tongue_component","chok1243","Chokri Naga","sino1245","IN","nri","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"047001","Hmar","Hmar",83404,60,"Hmar","mother_tongue","hmar1241","Hmar","sino1245","IN","hmr","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","hmar1241"
"083002","Pahariya","Malto",83050,33,"Pahariya","mother_tongue","kuma1274","Kumarbhag Paharia","drav1251","IN","kmj","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"002023","Rajbangsi","Bengali",82570,60,"Rajbangsi","mother_tongue","rajb1243","Rajbanshi","indo1319","IN;NP","rjs","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"002023","Rajbangsi","Bengali",82570,60,"Rajbangsi","mother_tongue","rang1265","Central-Eastern Kamta","indo1319","BD;IN","rkt","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"026999","Others","Angami",82540,21,"Angami","canonical_language","anga1288","Angami Naga","sino1245","IN","njm","alternate_name","lexvo",TRUE,2,"exact_ambiguous","unresolved",""
"026999","Others","Angami",82540,21,"Angami","canonical_language","chok1243","Chokri Naga","sino1245","IN","nri","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"114008","Tibetan","Tibetan",77305,161,"Tibetan","mother_tongue","tibe1272","Tibetan","sino1245","BT;CN;IN;NP","bod","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","tibe1272"
"115005","Reang","Tripuri",76450,34,"Reang","mother_tongue","rian1262","Riang (India)","sino1245","BD;IN","ria","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"033001","Bishnupriya Manipuri/Manipuri Bishnupriya","Bishnupuriya",72899,65,"Bishnupriya Manipuri","mother_tongue_component","bish1244","Bishnupriya Manipuri","indo1319","BD;IN;MM","bpy","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","bish1244"
"119004","Yimchungre","Yimchungre",72030,14,"Yimchungre","mother_tongue","yimc1240","Yimchungru Naga","sino1245","IN","yim","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"020022","Yerukala/Yerukula","Tamil",69533,30,"Yerukula","mother_tongue_component","yeru1240","Yerukula","drav1251","IN","yeu","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","yeru1240"
"031001","Bhotia","Bhotia",68800,125,"Bhotia","mother_tongue","byan1241","Byangsi","sino1245","IN;NP","bee","alternate_name","elcat",TRUE,5,"exact_ambiguous","unresolved",""
"031001","Bhotia","Bhotia",68800,125,"Bhotia","mother_tongue","jadd1243","Jad","sino1245","IN;PK","jda","alternate_name","elcat",TRUE,5,"exact_ambiguous","unresolved",""
"031001","Bhotia","Bhotia",68800,125,"Bhotia","mother_tongue","sikk1242","Sikkimese","sino1245","IN","sip","alternate_name","ruhlen (1987)",TRUE,5,"exact_ambiguous","unresolved",""
"031001","Bhotia","Bhotia",68800,125,"Bhotia","mother_tongue","tibe1272","Tibetan","sino1245","BT;CN;IN;NP","bod","alternate_name","multitree",TRUE,5,"exact_ambiguous","unresolved",""
"031001","Bhotia","Bhotia",68800,125,"Bhotia","mother_tongue","west2415","Western Tamang","sino1245","CN;NP","tdg","alternate_name","multitree",FALSE,5,"exact_ambiguous","unresolved",""
"006172","Laria","Hindi",67697,30,"Laria","mother_tongue","chha1249","Chhattisgarhi","indo1319","IN","hne","alternate_name","multitree",TRUE,1,"exact_unique","unresolved",""
"006038","Bhadrawahi","Hindi",66918,52,"Bhadrawahi","mother_tongue","bhad1241","Bhadrawahi","indo1319","IN;PK","bhd","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","bhad1241"
"006042","Bharmauri/Gaddi","Hindi",66246,35,"Bharmauri","mother_tongue_component","gadd1242","Gaddi","indo1319","IN","gbk","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","gadd1242"
"059003","Kinnauri","Kinnauri",64817,47,"Kinnauri","mother_tongue","kinn1249","Kinnauri","sino1245","CN;IN","kfk","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","kinn1249"
"095002","Paite","Paite",64065,100,"Paite","mother_tongue","pait1244","Paite Chin","sino1245","IN;MM","pck","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"002009","Haijong/Hajong","Bengali",63188,58,"Hajong","mother_tongue_component","hajo1238","Hajong","indo1319","BD;IN","haj","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","hajo1238"
"036001","Chang","Chang",62408,22,"Chang","mother_tongue","kuyy1240","Kuy","aust1305","KH;LA;TH","kdt","primary_name","glottolog",FALSE,1,"exact_unique","unresolved",""
"023005","Adi Gallong/Gallong","Adi",61887,34,"Gallong","mother_tongue_component","damu1236","Damu","sino1245","BT;CN;IN","","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"023005","Adi Gallong/Gallong","Adi",61887,34,"Adi Gallong","mother_tongue_component","galo1242","Galo","sino1245","IN","adl","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"120001","Zeliang","Zeliang",61547,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"no_exact_match","unresolved",""
"103001","Rengma","Rengma",61345,34,"Rengma","mother_tongue","nort2725","Northern Rengma Naga","sino1245","IN","nnl","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"103001","Rengma","Rengma",61345,34,"Rengma","mother_tongue","sout2732","Southern Rengma Naga","sino1245","IN","nre","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
"006074","Churahi","Hindi",61199,22,"Churahi","mother_tongue","chur1258","Churahi","indo1319","IN","cdj","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","chur1258"
"051004","Rongmei","Kabui",61197,51,"Rongmei","mother_tongue","rong1266","Rongmei Naga","sino1245","IN","nbu","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"006260","Sondwari","Hindi",59221,13,"Hindi","canonical_language","hind1269","Hindi","indo1319","BD;BT;IN;NP","hin","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"015999","Others","Oriya",56482,272,"Oriya","canonical_language","adiv1239","Kotia-Adivasi Oriya-Desiya","indo1319","IN","ort","alternate_name","moseley & asher (1994)",TRUE,1,"exact_unique","unresolved",""
"075012","Multani","Lahnda",56096,115,"Multani","mother_tongue","sera1259","Saraiki","indo1319","IN;PK","skr","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","sera1259"
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","alge1239","Algerian Arabic","afro1255","DZ;MA;TN","arq","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","alge1240","Algerian Saharan Arabic","afro1255","DZ;EH;LY;MA;NE","aao","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","baha1259","Baharna Arabic","afro1255","BH;OM","abv","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","chad1249","Chadian Arabic","afro1255","CM;NE;NG;TD","shu","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","cypr1248","Cypriot Arabic","afro1255","CY","acy","alternate_name","elcat",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","dhof1235","Dhofari Arabic","afro1255","OM","adf","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","east2690","Eastern Egyptian Bedawi Arabic","afro1255","EG;IL;JO;PS;SA","avl","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","egyp1253","Egyptian Arabic","afro1255","EG;IL;LY","arz","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","gulf1241","Gulf Arabic","afro1255","AE;BH;IQ;IR;KW;OM;QA;SA;YE","afb","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","hadr1236","Hadrami Arabic","afro1255","SA;YE","ayh","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","hass1238","Hassaniyya","afro1255","DZ;EH;MA;ML;MR;NE;SN","mey","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","hija1235","Hijazi Arabic","afro1255","SA;YE","acw","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","jude1264","Judeo-Tripolitanian Arabic","afro1255","IL;IT;LY","yud","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","jude1267","Judeo-Yemeni Arabic","afro1255","IL;YE","jye","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","liby1240","Libyan Arabic","afro1255","EG;LY;NE","ayl","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","malt1254","Maltese","afro1255","MT","mlt","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","meso1252","Gilit Mesopotamian Arabic","afro1255","IQ;IR;JO;SY;TR","acm","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","moro1292","Moroccan Arabic","afro1255","DZ;EH;MA","ary","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","najd1235","Najdi Arabic","afro1255","AE;IL;IQ;JO;KW;LB;SA;SY;TR;YE","ars","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","nort3139","Levantine Arabic","afro1255","IL;LB;SY;TR","apc","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","nort3142","North Mesopotamian Arabic","afro1255","IQ;JO;SY;TR","ayp","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","oman1239","Omani Arabic","afro1255","AE;OM","acx","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","said1239","Saidi Arabic","afro1255","EG;SD","aec","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","sana1295","Sanaani Arabic","afro1255","SA;YE","ayn","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","shih1239","Ru'us al-Jibal","afro1255","AE;OM","ssh","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","stan1318","Standard Arabic","afro1255","AE;BH;DJ;DZ;EG;ER;IL;IQ;JO;KM;KW;LB;LY;MA;OM;PS;QA;SA;SD;SO;SY;TD;TN;TZ;YE","arb","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","suda1236","Sudanese Arabic","afro1255","CF;EG;ER;ET;LY;SD;TD","apd","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","taiz1242","Ta'izzi-Adeni Arabic","afro1255","ER;SA;YE","acq","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","taji1248","Tajiki Arabic","afro1255","AF;TJ;UZ","abh","alternate_name","elcat",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","tuni1259","Tunisian Arabic","afro1255","DZ;LY;TN","aeb","alternate_name","elcat",FALSE,31,"exact_ambiguous","unresolved",""
"028001","Arabic/Arbi","Arabic/Arbi",51715,469,"Arabic","mother_tongue_component","uzbe1248","Qashqa-Darya Arabic","afro1255","UZ","auz","alternate_name","multitree",FALSE,31,"exact_ambiguous","unresolved",""
"030019","Garasia","Bhili/Bhilodi",51183,23,"Bhili","canonical_language_component","bhil1251","Bhili","indo1319","IN","bhb","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","chug1252","Duhumbi","sino1245","IN","cvg","alternate_name","multitree",TRUE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","kala1376","Kalaktang Monpa","sino1245","BT;IN","kkf","alternate_name","multitree",TRUE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","limb1266","Limbu","sino1245","IN;NP","lif","alternate_name","elcat",TRUE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","lish1235","Khispi","sino1245","IN","lsh","alternate_name","multitree",TRUE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","olek1239","Olekha","sino1245","BT","ole","alternate_name","elcat",FALSE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","sart1249","Sartang","sino1245","IN","onp","alternate_name","multitree",TRUE,7,"exact_ambiguous","unresolved",""
"089003","Monpa","Monpa",51035,47,"Monpa","mother_tongue","tsha1245","Tshangla","sino1245","BT;CN;IN","tsj","alternate_name","moseley & asher (1994)",TRUE,7,"exact_ambiguous","unresolved",""
"078001","Lepcha","Lepcha",50629,58,"Lepcha","mother_tongue","lepc1244","Lepcha","sino1245","BT;IN;NP","lep","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","lepc1244"
"026002","Angami","Angami",49685,73,"Angami","mother_tongue","anga1288","Angami Naga","sino1245","IN","njm","alternate_name","lexvo",TRUE,2,"exact_ambiguous","unresolved",""
"026002","Angami","Angami",49685,73,"Angami","mother_tongue","chok1243","Chokri Naga","sino1245","IN","nri","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"030044","Paradhi","Bhili/Bhilodi",49290,66,"Bhili","canonical_language_component","bhil1251","Bhili","indo1319","IN","bhb","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"118001","Wancho","Wancho",49072,40,"Wancho","mother_tongue","wanc1238","Wancho Naga","sino1245","IN","nnp","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"053005","Gujari","Khandeshi",48747,127,"Gujari","mother_tongue","guja1253","Gujari","indo1319","AF;IN;PK","gju","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","guja1253"
"071007","Kuki","Kuki",47856,132,"Kuki","mother_tongue","cind1241","Yara","atla1278","NG","cdr","alternate_name","multitree",FALSE,2,"exact_ambiguous","unresolved",""
"071007","Kuki","Kuki",47856,132,"Kuki","mother_tongue","thad1238","Thado Chin","sino1245","IN;MM","tcz","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"006148","Khari Boli","Hindi",47730,204,"Khari Boli","mother_tongue","hind1269","Hindi","indo1319","BD;BT;IN;NP","hin","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","hind1269"
"009013","Malwani","Konkani",46851,62,"Konkani","canonical_language","goan1235","Goan Konkani","indo1319","IN","gom","alternate_name","lexvo",TRUE,2,"exact_ambiguous","unresolved",""
"009013","Malwani","Konkani",46851,62,"Konkani","canonical_language","konk1267","Konkan Marathi","indo1319","IN","knn","alternate_name","lexvo",TRUE,2,"exact_ambiguous","unresolved",""
"065002","Kodu","Konda",45428,16,"Kodu","mother_tongue","koho1244","Koho","aust1305","VN","kpm","primary_name","glottolog",FALSE,1,"exact_unique","unresolved",""
"096001","Dhurwa","Parji",45310,12,"Dhurwa","mother_tongue","duru1236","Duruwa","drav1251","IN","pci","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"020999","Others","Tamil",44774,243,"Tamil","canonical_language","tami1289","Tamil","drav1251","IN;LK","tam","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"008999","Others","Kashmiri",44741,55,"Kashmiri","canonical_language","kash1277","Kashmiri","indo1319","IN;PK","kas","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"005012","Gujrao/Gujrau","Gujarati",43414,51,"Gujarati","canonical_language","guja1252","Gujarati","indo1319","BD;IN;PK","guj","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"117001","Vaiphei","Vaiphei",39673,54,"Vaiphei","mother_tongue","vaip1239","Vaiphei","sino1245","IN","vap","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","vaip1239"
"056001","Khezha","Khezha",39436,15,"Khezha","mother_tongue","khez1235","Khezha Naga","sino1245","IN","nkh","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"049002","Jatapu","Jatapu",39319,10,"Jatapu","mother_tongue","kuvi1243","Kuvi","drav1251","IN","kxv","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"044999","Others","Gondi",38411,247,"Gondi","canonical_language","nort2702","Northern Gondi","drav1251","IN","gno","alternate_name","multitree",TRUE,1,"exact_unique","unresolved",""
"093008","Tagin","Nissi/Dafla",38244,35,"Tagin","mother_tongue","tagi1241","Tagin","sino1245","IN","tgj","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","tagi1241"
"057001","Khiemnungan","Khiemnungan",37755,10,"Khiemnungan","mother_tongue","khia1236","Khiamniungan Naga","sino1245","IN;MM","kix","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"044002","Dorli","Gondi",37731,16,"Dorli","mother_tongue","koya1251","Koya","drav1251","IN","kff","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","koya1251"
"084001","Maram","Maram",37340,34,"Maram","mother_tongue","mara1379","Maram Naga","sino1245","IN","nma","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"084001","Maram","Maram",37340,34,"Maram","mother_tongue","mara1382","Mara","sino1245","IN;MM","mrh","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"062003","Koda/Kora","Koda/Kora",36528,88,"Koda","mother_tongue_component","koda1236","Koda","aust1305","BD;IN","cdz","primary_name","glottolog",TRUE,2,"exact_ambiguous","unresolved",""
"062003","Koda/Kora","Koda/Kora",36528,88,"Kora","mother_tongue_component","kora1292","Korana","khoe1240","ZA","kqz","primary_name","glottolog",FALSE,2,"exact_ambiguous","unresolved",""
"076001","Lakher","Lakher",34751,13,"Lakher","mother_tongue","mara1382","Mara","sino1245","IN;MM","mrh","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"108005","Shina","Shina",34251,20,"Shina","mother_tongue","shin1264","Shina","indo1319","IN;PK","scl","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","shin1264"
"121002","Zemi","Zemi",34102,18,"Zemi","mother_tongue","zeme1240","Zeme Naga","sino1245","IN","nzm","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"079002","Liangmei","Liangmei",34077,22,"Liangmei","mother_tongue","koir1240","Koireng","sino1245","IN","nkd","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"079002","Liangmei","Liangmei",34077,22,"Liangmei","mother_tongue","lian1251","Liangmai Naga","sino1245","IN","njn","alternate_name","elcat",TRUE,2,"exact_ambiguous","unresolved",""
"008004","Kishtwari","Kashmiri",33429,23,"Kishtwari","mother_tongue","kash1277","Kashmiri","indo1319","IN;PK","kas","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","kash1277"
"007999","Others","Kannada",32652,272,"Kannada","canonical_language","nucl1305","Kannada","drav1251","IN","kan","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"011999","Others","Malayalam",31329,350,"Malayalam","canonical_language","mala1464","Malayalam","drav1251","IN","mal","primary_name","glottolog",TRUE,1,"exact_unique","unresolved",""
"006259","Sirmauri","Hindi",31144,20,"Sirmauri","mother_tongue","sirm1239","Sirmauri","indo1319","IN","srx","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","sirm1239"
"032002","Bhumij","Bhumij",30719,43,"Bhumij","mother_tongue","mund1320","Mundari","aust1305","BD;IN;NP","unr","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","mund1320"
"088002","Mogh","Mogh",30559,45,"Mogh","mother_tongue","rakh1245","Rakhine","sino1245","BD;MM","rki","alternate_name","multitree",FALSE,1,"exact_unique","unresolved",""
"090999","Others","Munda",29817,240,"Munda","canonical_language","mund1320","Mundari","aust1305","BD;IN;NP","unr","alternate_name","multitree",TRUE,1,"exact_unique","unresolved",""
"067004","Muwasi","Korku",29288,8,"Muwasi","mother_tongue","kork1243","Korku","aust1305","IN","kfq","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"051003","Kabui","Kabui",29175,48,"Kabui","mother_tongue","rong1266","Rongmei Naga","sino1245","IN","nbu","alternate_name","elcat",TRUE,1,"exact_unique","unresolved",""
"092001","Nicobarese","Nicobarese",28784,35,"Nicobarese","mother_tongue","carn1240","Car Nicobarese","aust1305","IN","caq","alternate_name","elcat",TRUE,3,"exact_ambiguous","unresolved",""
"092001","Nicobarese","Nicobarese",28784,35,"Nicobarese","mother_tongue","cent1990","Central Nicobarese","aust1305","IN","ncb","alternate_name","elcat",TRUE,3,"exact_ambiguous","unresolved",""
"092001","Nicobarese","Nicobarese",28784,35,"Nicobarese","mother_tongue","sout2689","Southern Nicobarese","aust1305","IN","nik","alternate_name","elcat",TRUE,3,"exact_ambiguous","unresolved",""
"061002","Koch","Koch",28578,49,"Koch","mother_tongue","koch1250","Koch","sino1245","BD;IN","kdq","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","koch1250"
"093001","Apatani","Nissi/Dafla",28422,57,"Apatani","mother_tongue","apat1240","Apatani","sino1245","IN","apt","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","apat1240"
"080002","Limbu","Limbu",28127,33,"Limbu","mother_tongue","limb1266","Limbu","sino1245","IN;NP","lif","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","limb1266"
"038001","Deori","Deori",27960,56,"Deori","mother_tongue","deor1238","Deori","sino1245","IN","der","primary_name","glottolog",TRUE,1,"exact_unique","accepted_deterministic","deor1238"
"068003","Koraku","Korwa",27942,33,"Koraku","mother_tongue","koda1254","Kodaku","aust1305","IN","ksz","alternate_name","multitree",TRUE,2,"exact_ambiguous","unresolved",""
