"state_code_1991","district_code_1991","state_code_2001","district_code_2001","n_shrid_mapped","population_1991_mapped","area_1991_mapped","n_shrid_total","population_1991_total","area_1991_total","population_share_to_2001","area_share_to_2001","n_target_2001_districts","shrid_coverage","mapping_class"
"08","08","06","15",237,672690,1745.7021032,460,1735513,4202.49090130001,0.387602973875736,0.415396997685344,6,0.997826086956522,"non_nested_or_incomplete"
"08","08","06","08",75,267714,731.0634984,460,1735513,4202.49090130001,0.154256407183352,0.173959567211401,6,0.997826086956522,"non_nested_or_incomplete"
"08","08","06","13",3,25858,53.39,460,1735513,4202.49090130001,0.0148993410017672,0.0127043701590131,6,0.997826086956522,"non_nested_or_incomplete"
"08","08","06","09",1,4456,24.21,460,1735513,4202.49090130001,0.00256754054852946,0.00576086910563229,6,0.997826086956522,"non_nested_or_incomplete"
"08","08","06","12",1,4298,19,460,1735513,4202.49090130001,0.00247650118437603,0.0045211281704673,6,0.997826086956522,"non_nested_or_incomplete"
"08","09","06","19",410,1463916,2033.87289849,413,1465072,2042.70949849,0.99921096028045,0.995674078959082,1,0.99273607748184,"non_nested_or_incomplete"
"08","10","06","18",683,1123119,2638.86170602,686,1123217,2643.03390599,0.999912750608297,0.998421435320771,1,0.995626822157434,"non_nested_or_incomplete"
"08","11","06","17",397,603498,1481.99069786,403,614779,1519.05999806,0.981650316617842,0.975597211270561,2,0.997518610421836,"non_nested_or_incomplete"
"08","11","06","15",5,11279,36.2493002,403,614779,1519.05999806,0.0183464301806015,0.0238629812162088,2,0.997518610421836,"non_nested_or_incomplete"
"08","12","06","16",366,671810,1910.69110845,366,671810,1910.69110845,1,1,1,1,"deterministic_containment"
"08","13","06","13",434,1134771,4495.4071108,436,1134943,4528.3223108,0.999848450538926,0.992731259450879,1,0.995412844036697,"non_nested_or_incomplete"
"08","14","06","09",295,936988,2586.3657978,304,955490,2651.9483988,0.98063611340778,0.975270031260911,3,1,"non_nested_or_incomplete"
"08","14","06","05",5,10111,34.72,304,955490,2651.9483988,0.0105820050445321,0.0130922607754022,3,1,"non_nested_or_incomplete"
"08","14","06","06",4,8391,30.862601,304,955490,2651.9483988,0.00878188154768757,0.0116377079636863,3,1,"non_nested_or_incomplete"
"08","15","06","12",269,1194789,3986.0553963,512,1840949,6510.8187976,0.649007115351919,0.61222029367018,2,1,"non_nested_or_incomplete"
"08","15","06","10",243,646160,2524.7634013,512,1840949,6510.8187976,0.350992884648081,0.38777970632982,2,1,"non_nested_or_incomplete"
"08","16","06","11",319,895887,4219.4570008,320,898615,4222.4370008,0.996964217156402,0.99929424642702,1,0.996875,"non_nested_or_incomplete"
"09","01","02","01",1098,390689,2636.43221398,1149,393286,2675.27071398,0.993396662988258,0.985482403781777,1,0.955613577023499,"non_nested_or_incomplete"
"09","02","02","02",3589,1171916,4327.665545196,3622,1172773,4332.762245196,0.999269253299658,0.998823683435284,1,0.990889011595803,"non_nested_or_incomplete"
"09","03","02","06",1612,365666,1056.299632272,1614,365669,1056.299632272,0.999991795859097,1,1,0.998760842627014,"non_nested_or_incomplete"
"09","04","02","07",507,307943,902.42546228,508,307949,902.42546228,0.999980516254315,1,1,0.998031496062992,"non_nested_or_incomplete"
"09","05","02","08",942,292025,999.723681575,949,292063,999.723681575,0.999869891085143,1,1,0.992623814541623,"non_nested_or_incomplete"
"09","06","02","05",2780,775908,3425.793505896,2821,776194,3444.506482676,0.999631535415115,0.994567298138611,1,0.985466146756469,"non_nested_or_incomplete"
"09","07","02","04",175,297164,586.3316327,175,297164,586.3316327,1,1,1,1,"deterministic_containment"
"09","08","02","03",265,31163,1146.92315862,272,31294,1151.76231472,0.995813894037196,0.995798476788003,1,0.974264705882353,"non_nested_or_incomplete"
"09","09","02","11",2235,598330,2915.89472589301,2273,600215,2936.17743549301,0.996859458693968,0.993092137636228,1,0.983282006159261,"non_nested_or_incomplete"
"09","10","02","09",2340,378285,1702.889604068,2347,378487,1703.790604068,0.999466296068293,0.999471179147338,1,0.997017469109502,"non_nested_or_incomplete"
"09","11","02","10",967,379655,2234.06436302,968,379656,2234.06436302,0.999997366036623,1,1,0.99896694214876,"non_nested_or_incomplete"
"09","12","02","12",217,71022,526.41439883,228,71270,531.03189883,0.996520275010523,0.991304665482104,1,0.951754385964912,"non_nested_or_incomplete"
"11","01","29","20",552,4107519,1564.711298505,553,4107613,1566.533098405,0.999977115663038,0.99883704985113,1,0.998191681735985,"non_nested_or_incomplete"
"11","02","29","21",1692,1659281,5255.556742445,1709,1661965,5259.295336655,0.998385044209716,0.999289145413846,1,0.990052662375658,"non_nested_or_incomplete"
"11","03","29","01",1132,3535072,12615.48098877,1133,3535125,12624.84028877,0.999985007602277,0.999258659928686,1,0.999117387466902,"non_nested_or_incomplete"
"11","04","29","12",514,1624476,7728.68309834,594,1857949,9084.67650324,0.874338316067879,0.850738393996045,2,0.98989898989899,"non_nested_or_incomplete"
"11","04","29","14",74,232885,1354.5818049,594,1857949,9084.67650324,0.125345205923306,0.14910622347608,2,0.98989898989899,"non_nested_or_incomplete"
"11","05","29","05",582,1236993,5224.2257128,589,1249026,5224.2257128,0.990366093259868,1,1,0.98811544991511,"non_nested_or_incomplete"
"11","06","29","03",633,1520553,10050.91360601,1261,2915947,16438.64590551,0.52146112395047,0.611419800863347,2,0.988897700237906,"non_nested_or_incomplete"
"11","06","29","02",614,1384377,6342.4332991,1261,2915947,16438.64590551,0.47476068666543,0.38582455851635,2,0.988897700237906,"non_nested_or_incomplete"
"11","07","29","17",1009,994754,6529.60590395,1021,995115,6572.35900392,0.999637227858087,0.993495014507805,1,0.988246816846229,"non_nested_or_incomplete"
"11","08","29","13",915,1309198,7569.86549872,1282,2152685,9781.38680102001,0.608169797253198,0.773905137657025,2,0.992979719188768,"non_nested_or_incomplete"
"11","08","29","14",358,843347,2204.3560028,1282,2152685,9781.38680102001,0.391765167685936,0.225362318006904,2,0.992979719188768,"non_nested_or_incomplete"
"11","09","29","24",371,1615713,4867.4209917,622,2643741,8490.92408794001,0.611146477661768,0.573249853760133,2,0.998392282958199,"non_nested_or_incomplete"
"11","09","29","16",250,1022252,3618.67309624,622,2643741,8490.92408794001,0.386668739486962,0.426181303561498,2,0.998392282958199,"non_nested_or_incomplete"
"11","10","29","09",356,1366932,4080.93131943,1355,3477792,13177.35621589,0.393045932591713,0.309692722316255,3,0.991881918819188,"non_nested_or_incomplete"
"11","10","29","11",674,1247510,4646.62070443,1355,3477792,13177.35621589,0.358707478768138,0.352621620627273,3,0.991881918819188,"non_nested_or_incomplete"
"11","10","29","08",314,859008,4448.59889203,1355,3477792,13177.35621589,0.246998095343252,0.337594189543547,3,0.991881918819188,"non_nested_or_incomplete"
"11","11","29","04",1290,2536043,15007.65161164,1298,2566912,15015.20251164,0.987974266355839,0.999497116339647,1,0.993836671802773,"non_nested_or_incomplete"
"11","12","29","23",2349,1427112,6370.06095536999,2371,1430366,6415.45095526999,0.997725057782414,0.992924893321378,1,0.990721214677351,"non_nested_or_incomplete"
"11","13","29","25",294,488370,4065.96450854,296,488455,4067.94110854,0.999825981922593,0.999514103093614,1,0.993243243243243,"non_nested_or_incomplete"
"11","14","29","19",2861,2137301,7764.0434702,2893,2140494,7779.26477047,0.998508288273641,0.998043349761306,1,0.988938817836156,"non_nested_or_incomplete"
"11","15","29","22",1362,1642218,4704.95042492,1374,1644374,4704.95042492,0.998688862752634,1,1,0.991266375545852,"non_nested_or_incomplete"
"11","16","29","26",1189,2264636,5543.23917234499,1654,3147728,9097.26285417498,0.719450981787499,0.609330439408052,2,0.970979443772672,"non_nested_or_incomplete"
"11","16","29","27",417,868699,3542.36338168,1654,3147728,9097.26285417498,0.275976513853802,0.389387823399465,2,0.970979443772672,"non_nested_or_incomplete"
"11","17","29","06",811,1343461,8052.44682159999,1408,2308134,13420.6900316,0.582055028000974,0.600002444184309,2,0.994318181818182,"non_nested_or_incomplete"
"11","17","29","07",589,948828,5337.829508,1408,2308134,13420.6900316,0.411080119265173,0.397731375617177,2,0.994318181818182,"non_nested_or_incomplete"
"11","18","29","15",1417,1409251,7830.86577304599,1773,1865921,9619.753075186,0.755257591291378,0.814040205797546,2,0.993231810490694,"non_nested_or_incomplete"
"11","18","29","14",344,456451,1787.1216967,1773,1865921,9619.753075186,0.244625040395601,0.185776254622362,2,0.993231810490694,"non_nested_or_incomplete"
"11","19","29","18",2517,2282980,10009.5817973,2535,2288914,10019.4725972,0.9974075041701,0.9990128422625,1,0.992899408284024,"non_nested_or_incomplete"
"11","20","29","10",1248,1171807,9785.21756664,1252,1172030,9789.11766674,0.999809731832803,0.999601588188765,1,0.996805111821086,"non_nested_or_incomplete"
"12","01","32","01",119,1071508,1961.3088985,119,1071508,1961.3088985,1,1,1,1,"deterministic_containment"
"12","02","32","02",123,2251727,2971.923501,123,2251727,2971.923501,1,1,1,1,"deterministic_containment"
"12","03","32","03",47,672128,2125.663309,47,672128,2125.663309,1,1,1,1,"deterministic_containment"
"12","04","32","04",98,2562144,2311.6468895,98,2562144,2311.6468895,1,1,1,1,"deterministic_containment"
"12","05","32","05",127,3065578,3532.2446939,127,3065578,3532.2446939,1,1,1,1,"deterministic_containment"
"12","06","32","06",146,2327554,4359.4062183,146,2327554,4359.4062183,1,1,1,1,"deterministic_containment"
"12","07","32","07",221,2699453,2969.8220172,221,2699453,2969.8220172,1,1,1,1,"deterministic_containment"
"12","08","32","08",106,2755541,2346.8051168,106,2755541,2346.8051168,1,1,1,1,"deterministic_containment"
"12","09","32","09",61,1055023,4562.145193,62,1078066,5105.211663,0.978625612903106,0.89362508239651,2,1,"non_nested_or_incomplete"
"12","09","32","08",1,23043,543.06647,62,1078066,5105.211663,0.0213743870968939,0.10637491760349,2,1,"non_nested_or_incomplete"
"12","10","32","10",85,1823959,2191.1421982,85,1823959,2191.1421982,1,1,1,1,"deterministic_containment"
"12","11","32","11",72,2001217,1361.2610019,72,2001217,1361.2610019,1,1,1,1,"deterministic_containment"
"12","12","32","12",63,1188332,2730.722197,63,1188332,2730.722197,1,1,1,1,"deterministic_containment"
"12","13","32","13",93,2372939,2489.3301682,93,2372939,2489.3301682,1,1,1,1,"deterministic_containment"
"12","14","32","14",85,2912431,2166.110202,85,2912431,2166.110202,1,1,1,1,"deterministic_containment"
"13","01","23","02",764,1278807,4788.11570335,1301,1698953,10092.66500475,0.752702988252177,0.474415399807338,2,0.985395849346656,"non_nested_or_incomplete"
"13","01","23","01",518,418129,5244.2310014,1301,1698953,10092.66500475,0.246109809982972,0.519608150962294,2,0.985395849346656,"non_nested_or_incomplete"
"13","02","23","03",882,1218513,4335.55769951,886,1218602,4335.55769951,0.999926965489963,1,1,0.99548532731377,"non_nested_or_incomplete"
"13","03","23","04",572,1293182,4256.99703575,715,1412610,4884.55393415,0.915455787513893,0.871522168275698,2,0.995804195804196,"non_nested_or_incomplete"
"13","03","23","05",140,118912,626.0567985,715,1412610,4884.55393415,0.0841789311982784,0.128170720794579,2,0.995804195804196,"non_nested_or_incomplete"
"13","04","23","05",404,396314,1749.6883935,405,396317,1749.6883935,0.999992430302006,1,1,0.997530864197531,"non_nested_or_incomplete"
"13","05","23","06",1314,1124471,6510.83931526001,1323,1124973,6510.83931526001,0.999553767068187,1,1,0.993197278911565,"non_nested_or_incomplete"
"13","06","23","07",2037,1286614,10217.1936179,2047,1287650,10219.8226179,0.999195433541723,0.999742754830657,1,0.995114802149487,"non_nested_or_incomplete"
"13","07","23","08",864,934972,4172.90139407,866,935031,4178.32559417,0.999936900487791,0.998701824456292,1,0.997690531177829,"non_nested_or_incomplete"
"13","08","23","09",1078,1141414,8293.19230171999,1081,1141432,8307.11500171999,0.999984230335228,0.998324002978517,1,0.99722479185939,"non_nested_or_incomplete"
"13","09","23","10",935,687445,4167.11182627999,940,687556,4167.11182627999,0.999838558604681,1,1,0.99468085106383,"non_nested_or_incomplete"
"13","10","23","11",1867,1647316,7757.10733741999,1878,1647693,7760.15323745999,0.999771195240861,0.999607494859084,1,0.994142705005325,"non_nested_or_incomplete"
"13","11","23","12",1161,887865,5101.26510073,1163,887890,5101.26510073,0.999971843358975,1,2,0.999140154772141,"non_nested_or_incomplete"
"13","11","23","22",1,18,NA,1163,887890,5101.26510073,2.02727815382536e-05,NA,2,0.999140154772141,"non_nested_or_incomplete"
"13","12","23","13",1736,1426178,6644.30780612998,1779,1446866,6652.37050654998,0.985701509331203,0.998787995886269,1,0.975829117481731,"non_nested_or_incomplete"
"13","13","23","14",2349,1554755,6578.99313165999,2359,1554987,6588.52203165999,0.999850802611212,0.998553712053445,1,0.995760915642221,"non_nested_or_incomplete"
"13","14","23","16",1378,1297810,8932.70917805,1989,1726830,12928.93139855,0.751556319962011,0.690908544773609,2,0.986425339366516,"non_nested_or_incomplete"
"13","14","23","15",584,416196,3996.2222205,1989,1726830,12928.93139855,0.241017355501121,0.309091455226391,2,0.986425339366516,"non_nested_or_incomplete"
"13","15","23","17",1736,1288581,6077.761899604,1746,1290716,6078.039699604,0.998345879341389,0.99995429447425,1,0.994272623138603,"non_nested_or_incomplete"
"13","16","23","19",899,956136,5131.94879829,1586,1554948,8545.48680584,0.614899019131186,0.600544932651797,2,0.993064312736444,"non_nested_or_incomplete"
"13","16","23","18",676,597927,3397.26510755,1586,1554948,8545.48680584,0.384531830003318,0.39755079900519,2,0.993064312736444,"non_nested_or_incomplete"
"13","17","23","20",1048,965725,4826.56501208999,1051,965935,4828.72751209,0.999782594066889,0.999552159446853,1,0.997145575642245,"non_nested_or_incomplete"
"13","18","23","21",1092,1383086,6023.08780081,1092,1383086,6023.08780081,1,1,1,1,"deterministic_containment"
"13","19","23","22",1070,1029427,5931.67640854,1072,1029444,5934.08530853999,0.999983486231403,0.999594057066129,1,0.998134328358209,"non_nested_or_incomplete"
"13","20","23","23",1058,1033651,6184.04288481,1069,1033807,6197.88738471,0.999849101428023,0.997766255009061,1,0.989710009354537,"non_nested_or_incomplete"
"13","21","23","24",1313,1121972,6062.018301594,1319,1122243,6069.075501594,0.999758519322464,0.998837186982079,1,0.995451099317665,"non_nested_or_incomplete"
"13","22","23","25",1469,1322217,8153.71823331001,1476,1322452,8155.97193331001,0.999822299788575,0.999723674870582,1,0.995257452574526,"non_nested_or_incomplete"
"13","23","23","26",626,1830792,3428.379398924,633,1831346,3434.369498924,0.999697490261261,0.998255837060667,1,0.988941548183254,"non_nested_or_incomplete"
"13","24","23","27",1148,1175510,5878.209889366,1876,2005321,9918.441985346,0.58619542706629,0.592654561880864,2,0.984008528784648,"non_nested_or_incomplete"
"13","24","23","28",698,826044,4016.72069578,1876,2005321,9918.441985346,0.411926070688932,0.404974964990923,2,0.984008528784648,"non_nested_or_incomplete"
"13","25","23","29",1051,1421460,7033.68230756,1055,1422275,7047.70280756,0.999426974389622,0.998010628373126,1,0.996208530805687,"non_nested_or_incomplete"
"13","26","23","30",1673,992215,6037.52167226601,1673,992215,6037.52167226601,1,1,1,1,"deterministic_containment"
"13","27","23","31",1518,970330,7148.81750485999,1524,970388,7152.92160468999,0.99994023009353,0.999426234473574,1,0.996062992125984,"non_nested_or_incomplete"
"13","28","23","32",492,1350260,3439.28479185,494,1350289,3440.44149185,0.999978523116163,0.999663793149007,1,0.995951417004049,"non_nested_or_incomplete"
"13","29","23","33",1008,840289,5977.67726362,1013,840519,5979.75146362,0.999726359546899,0.999653129396327,1,0.995064165844028,"non_nested_or_incomplete"
"13","30","23","34",1410,870864,6567.74849132999,1418,870977,6571.20509132999,0.999870260638341,0.999473977763293,1,0.994358251057828,"non_nested_or_incomplete"
"13","31","23","35",1324,1180541,7516.70612275001,1332,1181333,7530.27672275001,0.999329570916922,0.998197861712173,1,0.993993993993994,"non_nested_or_incomplete"
"13","32","23","37",926,880280,4820.99306226,1425,1260326,7474.11975228001,0.69845420946644,0.645024862063434,2,0.996491228070175,"non_nested_or_incomplete"
"13","32","23","36",494,379952,2653.12669002,1425,1260326,7474.11975228001,0.301471206656056,0.354975137936565,2,0.996491228070175,"non_nested_or_incomplete"
"13","33","23","39",1376,1767999,4708.08930349,2267,2649206,8813.77995756001,0.66736939294264,0.534173683273275,2,0.995588883987649,"non_nested_or_incomplete"
"13","33","23","38",881,881158,4100.86715417,2267,2649206,8813.77995756001,0.332612110949469,0.465279048707415,2,0.995588883987649,"non_nested_or_incomplete"
"13","34","23","40",1021,777297,4509.57855153,1026,777318,4510.03545153,0.999972984029702,0.999898692592351,1,0.995126705653021,"non_nested_or_incomplete"
"13","35","23","42",1204,779084,4941.41370721999,2103,1291263,8811.78189121999,0.603350363171561,0.560773492605802,2,0.997622444127437,"non_nested_or_incomplete"
"13","35","23","41",894,511832,3867.050884,2103,1291263,8811.78189121999,0.396380907684956,0.438850045511579,2,0.997622444127437,"non_nested_or_incomplete"
"13","36","23","43",1909,1551597,9624.35853120499,1916,1551969,9672.83053120499,0.999760304490618,0.994988850487598,1,0.996346555323591,"non_nested_or_incomplete"
"13","37","23","44",1574,987110,6102.16747959001,1575,987149,6102.16747959001,0.999960492286372,1,1,0.999365079365079,"non_nested_or_incomplete"
"13","38","23","45",1252,1334592,6299.74444097,1257,1334993,6301.21471087,0.999699623893159,0.999766668814274,1,0.996022275258552,"non_nested_or_incomplete"
"13","39","22","02",1762,1573955,11100.93375922,2397,2005216,14267.14870392,0.784930401512854,0.778076544206057,2,0.999165623696287,"non_nested_or_incomplete"
"13","39","22","01",633,431254,3164.2712447,2397,2005216,14267.14870392,0.215066107591402,0.221787219742834,2,0.999165623696287,"non_nested_or_incomplete"
"13","40","22","07",12,1386020.16862591,332.39449,23,1674786.97852047,626.70096,0.827579976678789,0.530387714740376,4,1,"non_nested_or_incomplete"
"13","40","22","05",2,159754.80989456,170.29647,23,1674786.97852047,626.70096,0.095388137084568,0.271734815916031,4,1,"non_nested_or_incomplete"
"13","40","22","06",8,118643,112.7,23,1674786.97852047,626.70096,0.0708406510927204,0.179830584590137,4,1,"non_nested_or_incomplete"
"13","40","22","08",1,10369,11.31,23,1674786.97852047,626.70096,0.00619123514392267,0.0180468847534556,4,1,"non_nested_or_incomplete"
"13","41","22","04",1431,1065915,5204.58637717,2197,1722291,10551.752647,0.618893671278547,0.493243781510528,2,0.99954483386436,"non_nested_or_incomplete"
"13","41","22","03",765,656352,5347.16626983,2197,1722291,10551.752647,0.38109239379408,0.506756218489472,2,0.99954483386436,"non_nested_or_incomplete"
"13","42","22","09",1593,1089045,6394.45017447,2273,1439951,8313.21363440601,0.756306985446033,0.76919112820645,2,0.997800263968324,"non_nested_or_incomplete"
"13","42","22","08",675,350790,1918.763459936,2273,1439951,8313.21363440601,0.243612456257192,0.230808871793549,2,0.997800263968324,"non_nested_or_incomplete"
"13","43","22","10",1786,2306383,7918.81441020001,1788,2306557,7918.81441020001,0.999924562887455,1,1,0.998881431767338,"non_nested_or_incomplete"
"13","44","22","11",2094,1984652,9326.96985510001,3825,3361757,15543.84193024,0.590361528212777,0.600042762719731,3,0.998954248366013,"non_nested_or_incomplete"
"13","44","22","12",1104,789215,3862.81374418,3825,3361757,15543.84193024,0.234762655361467,0.248510874050066,3,0.998954248366013,"non_nested_or_incomplete"
"13","44","22","13",623,587679,2342.42423096,3825,3361757,15543.84193024,0.174813051627467,0.150697893189643,3,0.998954248366013,"non_nested_or_incomplete"
"13","45","22","15",1450,1097383,10827.44340265,3658,2254935,27949.8709969399,0.486658373744698,0.387387956239063,3,0.996719518862767,"non_nested_or_incomplete"
"13","45","22","16",1195,613079,12458.48163389,3658,2254935,27949.8709969399,0.271883225015355,0.44574379735971,3,0.996719518862767,"non_nested_or_incomplete"
"13","45","22","14",1001,543738,4635.14936239999,3658,2254935,27949.8709969399,0.24113244949411,0.165837951914249,3,0.996719518862767,"non_nested_or_incomplete"
"14","02","27","21",1616,5185700,10103.87413875,1620,5187162,10132.85263845,0.999718150310324,0.997140143971892,1,0.997530864197531,"non_nested_or_incomplete"
"14","03","27","24",1859,1812063,6904.94183054,1864,1812282,6909.73940297,0.999879157879403,0.999305679686279,1,0.997317596566524,"non_nested_or_incomplete"
"14","04","27","32",1522,1544057,8560.6928115,1522,1544057,8560.6928115,1,1,1,1,"deterministic_containment"
"14","05","27","33",739,831664,5087.19287952001,739,831664,5087.19287952001,1,1,1,1,"deterministic_containment"
"14","06","27","20",1825,3837759,15638.0814026,1826,3847229,15665.7534016,0.997538488091039,0.998233599221779,1,0.999452354874042,"non_nested_or_incomplete"
"14","07","27","02",663,1470015,6686.28099633,1586,2531682,11331.55387358,0.580647569481475,0.590058616049062,2,0.998738965952081,"non_nested_or_incomplete"
"14","07","27","01",921,1061097,4638.82207725,1586,2531682,11331.55387358,0.419127283758387,0.409372106332708,2,0.998738965952081,"non_nested_or_incomplete"
"14","08","27","03",1490,3182122,10837.58603028,1494,3187634,10882.88093028,0.998270817791503,0.995837967879077,1,0.997322623828648,"non_nested_or_incomplete"
"14","09","27","26",1556,3347210,17204.28298706,1557,3347350,17213.94898606,0.999958175870465,0.999438478700743,1,0.999357739242132,"non_nested_or_incomplete"
"14","10","27","25",1816,5144696,16443.06237462,1819,5146435,16473.27007462,0.999662096188915,0.99816625965196,1,0.998350742166025,"non_nested_or_incomplete"
"14","11","27","31",1548,2440781,10648.65145419,1557,2442921,10732.08775419,0.999123999507147,0.992225529467235,1,0.994219653179191,"non_nested_or_incomplete"
"14","12","27","35",716,2079541,8800.6003769,717,2079816,8818.6003769,0.999867776764868,0.99795885977018,1,0.99860529986053,"non_nested_or_incomplete"
"14","13","27","30",1128,3141082,15006.7545994,1131,3141827,15057.3947992,0.999762876822944,0.99663685514823,1,0.997347480106101,"non_nested_or_incomplete"
"14","14","27","34",1180,2981359,7673.61660367,1190,2984142,7775.88660367,0.999067403628916,0.986847802030481,1,0.991596638655462,"non_nested_or_incomplete"
"14","15","27","19",1295,2203299,10222.53601068,1307,2205166,10278.46361058,0.99915335172046,0.99455875877768,1,0.990818668706963,"non_nested_or_incomplete"
"14","16","27","18",960,1364425,7779.2002259,960,1364425,7779.2002259,1,1,1,1,"deterministic_containment"
"14","17","27","17",801,1289441,6362.78320173001,1477,2113372,11083.81310888,0.61013442025351,0.5740608524545,2,0.99322951929587,"non_nested_or_incomplete"
"14","17","27","16",666,823586,4696.95790761,1477,2113372,11083.81310888,0.389702333521973,0.42376733182617,2,0.99322951929587,"non_nested_or_incomplete"
"14","18","27","27",1275,1822069,11128.5147451,1276,1822072,11130.4947451,0.999998353522803,0.999822110333337,1,0.999216300940439,"non_nested_or_incomplete"
"14","19","27","15",1519,2325218,10869.23502724,1522,2325380,10874.28172724,0.999930333966922,0.999535904979604,1,0.998028909329829,"non_nested_or_incomplete"
"14","20","27","29",722,1274527,7808.5143554,722,1274527,7808.5143554,1,1,1,1,"deterministic_containment"
"14","21","27","28",917,1676292,7184.73833725,919,1676641,7203.84993725,0.999791845720103,0.997347029690169,1,0.997823721436344,"non_nested_or_incomplete"
"14","22","27","04",1281,1885332,9141.16064202001,1307,1885728,9227.23624192001,0.999790001527262,0.99067157297773,1,0.980107115531752,"non_nested_or_incomplete"
"14","23","27","05",858,1338202,5090.7625883,1579,2200853,10090.8501808,0.608037883493355,0.504492931426756,2,0.982900569981001,"non_nested_or_incomplete"
"14","23","27","06",694,862216,4914.53809220001,1579,2200853,10090.8501808,0.391764465868461,0.487029140671513,2,0.982900569981001,"non_nested_or_incomplete"
"14","24","27","07",1647,2197171,8731.11300725,1690,2198220,8840.17880761,0.999522795716534,0.987662489330407,1,0.974556213017752,"non_nested_or_incomplete"
"14","25","27","14",1816,2072525,12397.40150218,1843,2073004,12489.06970178,0.999768934358062,0.99266012587095,1,0.98534997287032,"non_nested_or_incomplete"
"14","26","27","08",940,1058348,4903.66663772,972,1060873,4970.25783834,0.997619884755291,0.986602063155291,1,0.967078189300412,"non_nested_or_incomplete"
"14","27","27","09",1616,3275199,7814.70599451,1654,3278980,7908.72109441,0.998846897510811,0.988112477507084,1,0.977025392986699,"non_nested_or_incomplete"
"14","28","27","11",881,1086221,4487.88579956,1662,2107629,7669.31500266,0.515375808550746,0.585174268888869,2,0.996389891696751,"non_nested_or_incomplete"
"14","28","27","10",775,1019196,3141.7179031,1662,2107629,7669.31500266,0.483574670874238,0.409647784973017,2,0.996389891696751,"non_nested_or_incomplete"
"14","29","27","13",1450,1749395,7360.65759799,1479,1753584,7435.39909768999,0.997611178021697,0.989947883265175,1,0.980392156862745,"non_nested_or_incomplete"
"14","30","27","12",1493,786669,6768.10067507501,1507,787010,6784.68677490101,0.999566714527134,0.99755536248374,1,0.9907100199071,"non_nested_or_incomplete"
"15","01","14","01",359,95820,1333.36990154,476,187745,2895.52401314,0.510373112466377,0.460493470435443,1,0.754201680672269,"non_nested_or_incomplete"
"15","02","14","02",155,78605,3784.6176231,155,78605,3784.6176231,1,1,1,1,"deterministic_containment"
"15","03","14","03",460,134177,4313.77715595,463,134602,4326.03632745,0.996842543201438,0.997166188498647,1,0.993520518358531,"non_nested_or_incomplete"
"15","04","14","09",270,67598,2449.11035913,279,68696,2513.63468613,0.984016536625131,0.974330268691772,1,0.967741935483871,"non_nested_or_incomplete"
"15","05","14","05",93,283567,310.77747511,93,283567,310.77747511,1,1,1,1,"deterministic_containment"
"15","06","14","04",50,167876,665.73494727,51,168143,665.73494727,0.99841206592008,1,1,0.980392156862745,"non_nested_or_incomplete"
"15","07","14","07",199,267894,471.96651727,324,700893,932.13245382,0.382218113178474,0.506329884058666,2,0.978395061728395,"non_nested_or_incomplete"
"15","07","14","06",118,214281,352.46633595,324,700893,932.13245382,0.305725695648266,0.378129025017364,2,0.978395061728395,"non_nested_or_incomplete"
"15","08","14","08",185,101888,4319.2428961,185,101888,4319.2428961,1,1,1,1,"deterministic_containment"
"16","01","17","07",126,80273,990.9231171,448,218333,3305.72196966,0.367663156737644,0.299759969590521,1,0.28125,"non_nested_or_incomplete"
"16","02","17","06",312,325241,900.10295546,1318,642069,4466.88753566,0.5065514765547,0.201505622936398,3,0.490895295902883,"non_nested_or_incomplete"
"16","02","17","05",333,79610,1396.19600023,1318,642069,4466.88753566,0.12398978925941,0.312565738242547,3,0.490895295902883,"non_nested_or_incomplete"
"16","02","17","04",2,738,3.6669179,1318,642069,4466.88753566,0.00114940917564935,0.000820911176009315,3,0.490895295902883,"non_nested_or_incomplete"
"16","03","17","04",481,125864,2610.351437132,725,196013,4143.443057482,0.642120675669471,0.629995730825448,1,0.663448275862069,"non_nested_or_incomplete"
"16","04","17","02",674,149420,1821.54770234,783,172609,2216.31291927,0.865655904385055,0.821882003440188,1,0.860791826309068,"non_nested_or_incomplete"
"16","05","17","01",1220,357339,2950.801385196,1941,466458,4749.132487596,0.766068970839818,0.62133482123378,2,0.841318907779495,"non_nested_or_incomplete"
"16","05","17","03",413,52371,1163.95760673,1941,466458,4749.132487596,0.112273773844591,0.245088468213948,2,0.841318907779495,"non_nested_or_incomplete"
"17","01","15","04",82,83404,2973.2200415,353,475065,8326.9043452,0.175563343963458,0.357061870563446,5,0.892351274787535,"non_nested_or_incomplete"
"17","01","15","03",90,65965,1290.6244387,353,475065,8326.9043452,0.138854683043373,0.154994507586,5,0.892351274787535,"non_nested_or_incomplete"
"17","01","15","01",75,56631,1848.8056916,353,475065,8326.9043452,0.119206845379053,0.2220279728163,5,0.892351274787535,"non_nested_or_incomplete"
"17","01","15","05",34,42965,757.4577746,353,475065,8326.9043452,0.0904402555439782,0.0909651105859805,5,0.892351274787535,"non_nested_or_incomplete"
"17","01","15","02",34,40143,855.7002359,353,475065,8326.9043452,0.0845000157873133,0.10276330799852,5,0.892351274787535,"non_nested_or_incomplete"
"17","02","15","06",146,108740,3508.3078063,160,111197,3520.8584673,0.977904080146047,0.99643534066576,1,0.9125,"non_nested_or_incomplete"
