"predictor","sample_id","period_id","domain","tested_measures","joint_f","joint_p","n","n_states","population_1961","status","reason","predictor_id"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.60994065688628,0.199367367468586,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","demography","log_population;urban_share",2.2616999474558,0.114943254234171,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.57765550665207,0.216765290454484,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.664202370256859,0.57862235159977,59,13,72589117,"estimated",NA,"census_2001_ld"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","demography","log_population;urban_share",0.903824040715697,0.41166241392586,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",0.867952310639412,0.42616370408404,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.383616256239076,0.765262669569048,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","demography","log_population;urban_share",0.949374064796831,0.393985274094119,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.31335518952947,0.732444135668125,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.62982390937767,0.194812186361613,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","demography","log_population;urban_share",8.30205496000711,0.000785223510570327,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.97205955397466,0.150061627735552,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.694046404395771,0.560738038016833,59,13,72589117,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","demography","log_population;urban_share",0.898953451009813,0.413600851819254,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.596285025949271,0.55480176339263,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.888688797823779,0.453762087522748,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","demography","log_population;urban_share",2.04303089522477,0.140534032753164,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.677644870325591,0.512506089620167,66,15,79903872,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.412873050213881,0.744588098130916,59,13,72589117,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","demography","log_population;urban_share",0.89006756944292,0.417161844615298,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",1.08482707630902,0.345937912265857,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.389989580757528,0.760724818374019,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","demography","log_population;urban_share",0.904552744583115,0.411373212483035,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.367038845501683,0.694671183612488,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.62281220755599,0.196406783346688,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","demography","log_population;urban_share",9.79450775392108,0.000263977562176086,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",2.02914546081564,0.142347279799222,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.702667258850451,0.555651222959677,59,13,72589117,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","demography","log_population;urban_share",1.0489390069892,0.358041826272229,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.593443486369041,0.556343021314313,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.874685345742008,0.460811193432411,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","demography","log_population;urban_share",2.24071958369457,0.117173220546593,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.693264247259944,0.504777792279084,66,15,79903872,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.393719536901094,0.75813751825088,59,13,72589117,"estimated",NA,"historical_ld_1991"
