"predictor","sample_id","period_id","domain","tested_measures","joint_f","joint_p","n","n_states","population_1961","status","reason","predictor_id"
"emie_exposure","full_pretrend","1961_1971","demography","log_population;urban_share",1.29302146561727,0.27718970640992,187,19,213986430,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",5.40102830792515,0.00533979230788628,187,19,213986430,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",7.84422385482931,6.32454994645766e-05,187,19,213986430,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1971_1981","demography","log_population;urban_share",2.67280069734734,0.0721037326815755,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.674548878450618,0.510810993219343,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",19.0405225654128,1.28229723447651e-10,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1981_1991","demography","log_population;urban_share",7.05801563231534,0.0011508164847908,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",2.46934741117037,0.0878209368410299,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",26.1948834200072,9.54765064835649e-14,173,16,197438207,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1981","demography","log_population;urban_share",8.50558167117899,0.000307204001796728,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",3.27105954752871,0.0404885034472901,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",11.1805025457587,1.05176313610639e-06,182,18,206536561,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1991","demography","log_population;urban_share",18.7716067313338,4.47168590040078e-08,187,19,213986430,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",2.49053334924264,0.0859578345209117,187,19,213986430,"estimated",NA,"eventual_emie"
"emie_exposure","full_pretrend","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",22.177477398074,4.8794444556628e-12,178,17,204888076,"estimated",NA,"eventual_emie"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","demography","log_population;urban_share",1.85096528467994,0.160312844390706,187,19,213986430,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",0.91983659323192,0.400605968618612,187,19,213986430,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.747667461834411,0.525161516786787,187,19,213986430,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","demography","log_population;urban_share",0.62098352399231,0.538689873873234,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.25285091706795,0.288442195819286,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.43913895023022,0.233384844164749,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","demography","log_population;urban_share",3.89919391612968,0.0221869506542003,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.751422381486737,0.473331929287343,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",4.17590997774941,0.0071042870487897,173,16,197438207,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","demography","log_population;urban_share",0.994156805926749,0.37228136291809,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.3564203821093,0.260490641956317,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.03850808497708,0.377162968418303,182,18,206536561,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","demography","log_population;urban_share",1.43817387103096,0.240302663125726,187,19,213986430,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.15225649275095,0.318436692542147,187,19,213986430,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.957075682243883,0.414619939325642,178,17,204888076,"estimated",NA,"census_2001_ld"
"ling_distance_helms_lim_1991","full_pretrend","1961_1971","demography","log_population;urban_share",1.35836829944731,0.25983958814718,192,19,220928031,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",1.63651925954129,0.19769015935194,192,19,220928031,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.13588093687485,0.938512396993445,192,19,220928031,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1971_1981","demography","log_population;urban_share",0.257834477774085,0.7730301557884,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.80974651236108,0.44671010526734,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.0999737565011,0.350807399454373,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1981_1991","demography","log_population;urban_share",0.798421878813571,0.451748889139156,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.00863915191833,0.366925724730428,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",2.44162058582318,0.066272652141972,178,16,204379808,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1981","demography","log_population;urban_share",0.68326273336148,0.506372662524073,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",4.72341089078551,0.0101057765569589,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.215089744604593,0.88583658466039,187,18,213478162,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1991","demography","log_population;urban_share",0.823171218679785,0.440769227572639,192,19,220928031,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",2.28274833487871,0.105103808085033,192,19,220928031,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","full_pretrend","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.581538373848731,0.627934588664667,183,17,211829677,"estimated",NA,"helms_lim_ld_1991"
"emie_exposure","historical_ld_support","1961_1971","demography","log_population;urban_share",0.550615379454577,0.580120606248216,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",0.732183843775525,0.486043880487311,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.18597637069119,0.0319989961817402,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1971_1981","demography","log_population;urban_share",0.0465253703202412,0.95458245839274,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.0319446684185783,0.968580326249725,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.80675719666962,0.0158227620118928,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1981_1991","demography","log_population;urban_share",7.38254477345903,0.00157587258324161,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.87354359962497,0.164414891944361,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",6.58615060912551,0.000921464895463878,59,13,72589117,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","demography","log_population;urban_share",0.0876397144793577,0.91623413789989,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.174445774663272,0.840441727328591,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.90721586616233,0.0141365393645745,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","demography","log_population;urban_share",6.47282191925186,0.00320287556756668,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.531321323144451,0.591175699482383,66,15,79903872,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",4.37275881592526,0.00897723697783775,59,13,72589117,"estimated",NA,"eventual_emie"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","demography","log_population;urban_share",0.498373213214582,0.6105640808777,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",1.76434731354095,0.18200656533971,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.47777876284099,0.699241045378608,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","demography","log_population;urban_share",0.530135884071207,0.591862041182357,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.50614505165544,0.231850236799684,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.8017213951763,0.159467981652293,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","demography","log_population;urban_share",11.6657837167732,7.18242316263756e-05,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.67660607505084,0.197556943842337,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.998040409294254,0.402919113130153,59,13,72589117,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","demography","log_population;urban_share",0.777499924481749,0.46513945719748,66,15,79903872,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",2.56714231927243,0.0870422499080776,66,15,79903872,"estimated",NA,"census_2001_ld"
